Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3X(55),COX(50),CHOX(53),O(29),H2OX(23),CO2X(24),acetyl(44),C2H4X(215),C2H4X(70)
6.2246844185754774e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523041865618715,0.11866691099956744,0.022821523276413954,9.407045244708356e-29,6.58033059237411e-19,1.48049758464989e-12,7.394785543446446e-19,5.762224828506733e-19,9.1866909353778e-40,5.493765560553015e-08,1.1923985018749863e-36,5.4932842533860556e-08,2.0341915820657423e-25,1.6162024240964999e-24,3.3739417961644052e-31,3.628053160595541e-32,5.213216546364476e-14,3.600740303444044e-27,2.9997362138872185e-06,8.883293916595051e-08,1.3125648255725589e-09,2.3006120256422143e-16,1.1819470235957676e-13,3.800263526588522e-11,1.7415222840672035e-14,6.820729187818531e-13,3.176183781760902e-10,1.1482657930273029e-17,3.5450717664674845e-17,2.1979887368352552e-26,8.974160395205202e-14,4.5876928659714565e-25,1.474739617885363e-27,5.279875941808166e-14,1.6086369614948785e-21,2.0528488827285492e-27,6.122130756810632e-32,1.8356029137971409e-31,9.846326110150705e-34
6.333372736401204e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230413261164915,0.11866685766617219,0.022821522500865155,1.0303212525943436e-28,6.930820221366005e-19,1.532127117797167e-12,7.949153158344159e-19,6.069360662654761e-19,1.0251821509157426e-39,5.58969122420793e-08,1.3227181344372663e-36,5.589192945433167e-08,2.179679375266975e-25,1.7320723132806417e-24,3.696643439054763e-31,3.9719742397177845e-32,5.3968547903763916e-14,3.830208639047924e-27,3.052104111545545e-06,9.038402599987919e-08,1.3375652401747093e-09,2.3422856000390237e-16,1.2173790166179423e-13,3.800592119235131e-11,1.7416728763114267e-14,6.821323197580412e-13,3.2384995541687926e-10,1.2117818429030369e-17,3.73242910971094e-17,2.2415454579137676e-26,9.222143394817565e-14,5.006865885201835e-25,1.5878571923377732e-27,5.464673578538226e-14,1.647048555988075e-21,2.2071599430487396e-27,6.746731067582839e-32,1.9096980246585473e-31,1.0478882238200054e-33
6.550749372052657e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523040247122307,0.11866675100041642,0.02282152094976798,1.229930032145277e-28,7.668684015022746e-19,1.6380331661131993e-12,9.150065165081538e-19,6.715989696284733e-19,1.2692988429217791e-39,5.781542540670431e-08,1.6191320577790403e-36,5.7810094285181325e-08,2.493884157845415e-25,1.982387913077554e-24,4.416201381827046e-31,4.737810579899786e-32,5.773666581815928e-14,4.326626628842154e-27,3.1568388707173215e-06,9.348619839945158e-08,1.387575870378002e-09,2.4257778801009027e-16,1.2892665251162914e-13,3.801228733617039e-11,1.741964629448526e-14,6.822473757245791e-13,3.3631469882973366e-10,1.345595572482116e-17,4.126672210560022e-17,2.32862337775862e-26,9.722894698310546e-14,5.9350179785089465e-25,1.8332815896346537e-27,5.843803449483088e-14,1.7242690650460028e-21,2.541414295381915e-27,8.149504297161383e-32,2.0622482967259476e-31,1.1847999533927662e-33
6.746388344138964e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452303927603924,0.11866665500241581,0.02282151955378102,1.4348325491263278e-28,8.375955568293576e-19,1.7363661360160721e-12,1.0341857981819713e-18,7.335850282812209e-19,1.52873376058682e-39,5.954208713703631e-08,1.9313273940103784e-36,5.953643236152777e-08,2.8046049442522152e-25,2.2300216082087246e-24,5.155883697070094e-31,5.523743899310052e-32,6.123667385741003e-14,4.819254065391799e-27,3.2510989727792303e-06,9.627815211323267e-08,1.4325964487746458e-09,2.501086423697038e-16,1.3550986488946846e-13,3.801783598657387e-11,1.7422189144531425e-14,6.823476362638494e-13,3.4753472465607505e-10,1.4739518208399996e-17,4.504352446250728e-17,2.406992931988098e-26,1.0178776155471471e-13,6.88085545207994e-25,2.0772836956481214e-27,6.195889698529876e-14,1.7942098171985034e-21,2.8730888701977964e-27,9.603760689032433e-32,2.2045129397130187e-31,1.3207521561296065e-33
6.937387916310254e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230383279952185,0.11866656128199833,0.022821518190899087,1.6602218137768083e-28,9.107143839117692e-19,1.8351250210474e-12,1.161319918495244e-18,7.976710141555696e-19,1.8232705722377713e-39,6.122780255638939e-08,2.2829579196358664e-36,6.122182251647635e-08,3.135070618598481e-25,2.4934846814563447e-24,5.970633103601547e-31,6.388082464249445e-32,6.475302839821632e-14,5.345586354794758e-27,3.3431227029095446e-06,9.900389586792775e-08,1.4765593370787997e-09,2.5747603881752193e-16,1.4203710932685827e-13,3.802313134248098e-11,1.742461589104153e-14,6.824433097086599e-13,3.5849023894690587e-10,1.60670853493844e-17,4.894604038588356e-17,2.483548880137667e-26,1.0628352013805255e-13,7.9142421491914885e-25,2.3379796056704493e-27,6.549560365063725e-14,1.8628867228036678e-21,3.226850124655225e-27,1.121754227749993e-31,2.3479468990467646e-31,1.4660928887951085e-33
7.128387488481543e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523037379961764,0.11866646756264594,0.02282151682801761,1.9129223136807542e-28,9.879678352888774e-19,1.9366085756873578e-12,1.2997257984930194e-18,8.653847176827339e-19,2.1636924966641252e-39,6.291351788060246e-08,2.6863589037412957e-36,6.290720339682791e-08,3.493861882721164e-25,2.7796304854256593e-24,6.885375505316079e-31,7.357005342484246e-32,6.836753631420968e-14,5.92024281875153e-27,3.4351453664847175e-06,1.0172963831710128e-07,1.5205319462769965e-09,2.648583875970836e-16,1.4866015930652194e-13,3.8028336849640956e-11,1.742700144415634e-14,6.825373560912886e-13,3.694472646848629e-10,1.747009740586227e-17,5.3067237925935976e-17,2.5601954441054506e-26,1.1082153310120356e-13,9.065200400270382e-25,2.6221956521304984e-27,6.91304557854999e-14,1.931946331863782e-21,3.611911504618713e-27,1.3041916209409227e-31,2.4958732682827903e-31,1.624872175789045e-33
7.319387060652833e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230364319388755,0.11866637384435863,0.022821515465136593,2.195312928114415e-28,1.0694695352175053e-18,2.0408167703406414e-12,1.450034061990018e-18,9.368260136076533e-19,2.5555478039634625e-39,6.459923311480795e-08,3.147449658789377e-36,6.459257500266832e-08,3.882545707090194e-25,3.089724987068369e-24,7.909042554186345e-31,8.439642190960638e-32,7.208019706723572e-14,6.546865555072232e-27,3.527166963517115e-06,1.0445537946076406e-07,1.5645142085800057e-09,2.722556932037088e-16,1.5537599897945666e-13,3.8033474950262405e-11,1.7429356093141357e-14,6.82630185764482e-13,3.8040577900846584e-10,1.8950417783612663e-17,5.741305608372589e-17,2.636981958350758e-26,1.1539967473549722e-13,1.0342976831482427e-24,2.9312638123763554e-27,7.286345263681028e-14,2.0013828287723084e-21,4.030008051939268e-27,1.5096812204773653e-31,2.64829875602446e-31,1.7981132266903486e-33
7.510386632824123e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523035483926556,0.11866628012713638,0.02282151410225604,2.5099023633795857e-28,1.1553331058173088e-18,2.1477495760014497e-12,1.6128906497994648e-18,1.0120947765174097e-18,3.0048723383510066e-39,6.628494826393753e-08,3.6726420942702604e-36,6.627793733408318e-08,4.302730487693754e-25,3.425068529495385e-24,9.051080782521103e-31,9.645625625959686e-32,7.589101011914438e-14,7.229288095263352e-27,3.6191874940191033e-06,1.0718111929892681e-07,1.6085060731807726e-09,2.796679602003936e-16,1.621817074323412e-13,3.8038562460352716e-11,1.7431687547694638e-14,6.827221062089477e-13,3.913657647867514e-10,2.0509893766382915e-17,6.198943315719689e-17,2.7139612818250183e-26,1.2001592626876702e-13,1.1757224622730974e-24,3.2665482402332865e-27,7.66945934514991e-14,2.071191647956197e-21,4.482915376904848e-27,1.7403357517563448e-31,2.805233067742689e-31,1.986893829528913e-33
7.701386204995414e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523034535924805,0.11866618641097919,0.02282151273937596,2.859332137956832e-28,1.245672167212907e-18,2.2574069640991114e-12,1.7889566871306306e-18,1.0912908808418452e-18,3.51821704572209e-39,6.79706633327302e-08,4.268867148520029e-36,6.796329039115811e-08,4.756065987353063e-25,3.786995831713563e-24,1.032146579031633e-30,1.0985103242088577e-31,7.979997493178996e-14,7.971539575135846e-27,3.7112069580030495e-06,1.0990685783160025e-07,1.652507501796413e-09,2.8709519320184003e-16,1.6907445569555423e-13,3.804361204665734e-11,1.74340016151854e-14,6.828133490380797e-13,4.0232720911495017e-10,2.2150356673249123e-17,6.680230674242545e-17,2.791189945985634e-26,1.2466837047435435e-13,1.3318006339680626e-24,3.6294449378931735e-27,8.062387747650411e-14,2.141369331621438e-21,4.972449216974256e-27,1.998390825354037e-31,2.9666891168005504e-31,2.19234755865987e-33
7.892385777166704e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523033587933621,0.11866609269588706,0.022821511376496347,3.2463795337975026e-28,1.3406003376585085e-18,2.3697889063929893e-12,1.9789083523385544e-18,1.1745142008541763e-18,4.10267626383859e-39,6.965637832574018e-08,4.943601924277423e-36,6.964863417397862e-08,5.24424327712417e-25,4.1768759883625956e-24,1.1730716414550963e-30,1.246874952276024e-31,8.38070909670312e-14,8.77784886293225e-27,3.803225355481321e-06,1.1263259505879515e-07,1.6965184656331984e-09,2.94537396864927e-16,1.7605150385004547e-13,3.8048633232162184e-11,1.7436302661654424e-14,6.829040883830987e-13,4.1329010229034303e-10,2.387362201069197e-17,7.18576137344972e-17,2.868728313725628e-26,1.2935518656668727e-13,1.5035796491682943e-24,4.021381432169272e-27,8.465130395877031e-14,2.2119134050059923e-21,5.500464999807924e-27,2.2862080344560894e-31,3.132683244450076e-31,2.4156649702193087e-33
8.083385349337994e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230326399530046,0.11866599898185994,0.02282151001361721,3.673960515130956e-28,1.4402312336481466e-18,2.484895374895354e-12,2.1834367469302006e-18,1.2618646106715877e-18,4.765916750874782e-39,7.134209324734423e-08,5.704897506125802e-36,7.133396868263019e-08,5.768994677784083e-25,4.5961124694520344e-24,1.3289908881104251e-30,1.41077776466097e-31,8.791235768673124e-14,9.652648647669229e-27,3.895242686466283e-06,1.1535833098052228e-07,1.7405389431592589e-09,3.019945758795813e-16,1.8311019822637942e-13,3.8053633133998016e-11,1.7438593950119517e-14,6.829944543853795e-13,4.242544370606748e-10,2.568148962107503e-17,7.716129032817091e-17,2.946640745719756e-26,1.3407464535721653e-13,1.6921483838047017e-24,4.443816454308769e-27,8.877687214524967e-14,2.2828222660349563e-21,6.0688574103287224e-27,2.606278019877318e-31,3.303235449398577e-31,2.6580947859792535e-33
8.274384921509285e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523031691982957,0.11866590526889786,0.022821508650738544,4.145132615976694e-28,1.5446784700140838e-18,2.6027263418085254e-12,2.403247766754118e-18,1.3534419842558058e-18,5.516207431612505e-39,7.302780810174907e-08,6.561407441231127e-36,7.30192939171982e-08,6.3320937013989585e-25,5.0461431200984316e-24,1.501069093982338e-30,1.5913951193685446e-31,9.211577455275752e-14,1.0600579489882384e-26,3.987258950970303e-06,1.1808406559679235e-07,1.7845689182894607e-09,3.094667349607037e-16,1.9024796869005092e-13,3.805861706479187e-11,1.7440877916281085e-14,6.830845441918231e-13,4.352202080116542e-10,2.757574382844652e-17,8.27192720184339e-17,3.024995771898524e-26,1.3882510464771266e-13,1.89863734624377e-24,4.898239622297141e-27,9.300058128290135e-14,2.3540950868197832e-21,6.679559962313001e-27,2.961223504031982e-31,3.4783696273315926e-31,2.920945066259226e-33
8.465384493680575e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523030744023479,0.11866581155700076,0.02282150728786036,4.663097796531332e-28,1.6540556600145119e-18,2.7232817794749157e-12,2.6390619743632375e-18,1.449346195413646e-18,6.362449862989617e-39,7.471352289299803e-08,7.522416885328173e-36,7.470460987776804e-08,6.935354992974612e-25,5.5284401602625805e-24,1.6905295982651545e-30,1.7899595751821975e-31,9.641734102698182e-14,1.1626493835186313e-26,4.079274149005744e-06,1.2080979890761612e-07,1.8286083789425416e-09,3.1695387884287333e-16,1.9746232601091192e-13,3.8063589010688866e-11,1.7443156387682277e-14,6.831744306952414e-13,4.4618741108006894e-10,2.955815358175859e-17,8.853749360095957e-17,3.1038662677943455e-26,1.4360500485087774e-13,2.1242188623687192e-24,5.386171126495999e-27,9.732243061869152e-14,2.4257317258663745e-21,7.33454457472328e-27,3.3538022937212093e-31,3.6581138206435253e-31,3.205584372016611e-33
8.656384065851865e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230297960745686,0.11866571784616867,0.022821505924982655,5.231205268267257e-28,1.768476415411198e-18,2.846561660341193e-12,2.8916144725582227e-18,1.5496771177975412e-18,7.314209428311659e-39,7.63992376249779e-08,8.59787242285606e-36,7.638991656442506e-08,7.580634272190417e-25,6.044510184486862e-24,1.8986557144542156e-30,2.0077610422455197e-31,1.0081705657128044e-13,1.2735459990522187e-26,4.1712882805849745e-06,1.2353553091300434e-07,1.8726573160063783e-09,3.2445601227626354e-16,2.047508593158128e-13,3.806855197415958e-11,1.744543074087723e-14,6.832641688024485e-13,4.571560432046225e-10,3.1630472595523386e-17,9.462188917245744e-17,3.1833296359499007e-26,1.48412864832656e-13,2.370107238741911e-24,5.909161419326109e-27,1.0174241939959356e-13,2.497732650349333e-21,8.035821152495487e-27,3.786910251322437e-31,3.8425004786310744e-31,3.5134429160768436e-33
8.847383638023156e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230288481362263,0.11866562413640155,0.022821504562105428,5.852954287943685e-28,1.888054346538079e-18,2.9725659569336082e-12,3.1616547790971596e-18,1.6545346249060468e-18,8.381747261350662e-39,7.808495230142529e-08,9.798412562745528e-36,7.807521397725458e-08,8.269828275216886e-25,6.595894161632685e-24,2.126792138711643e-30,2.246147922637359e-31,1.0531492064753388e-13,1.393276606359127e-26,4.263301345720362e-06,1.2626126161296782e-07,1.9167157226253285e-09,3.3197314002285604e-16,2.121112336222852e-13,3.807350821010398e-11,1.7447702009678542e-14,6.833537997513008e-13,4.681261020854529e-10,3.379443948818425e-17,1.0097839213093878e-16,3.2634679918805035e-26,1.5324727796654225e-13,2.6375589046670988e-24,6.468790908128561e-27,1.0626054687258783e-13,2.5700988674430688e-21,8.785437171592054e-27,4.263584234654106e-31,4.031566728444678e-31,3.846013703653137e-33
9.038383210194446e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523027900208452,0.11866553042769941,0.02282150319922869,6.531996921047351e-28,2.0129030623620757e-18,3.101294641839464e-12,3.449946702541904e-18,1.764018590084321e-18,9.57605289434765e-39,7.977066692593248e-08,1.1135398904769981e-35,7.9760502116342e-08,9.004874696616207e-25,7.184167434618e-24,2.376346356520182e-30,2.506528241097364e-31,1.0991093271762714e-13,1.522392386645971e-26,4.355313344424268e-06,1.2898699100751724e-07,1.960783593665243e-09,3.395052668535569e-16,2.1954118745001328e-13,3.807845940309229e-11,1.744997096641753e-14,6.834433543514518e-13,4.790975860036051e-10,3.605177791856442e-17,1.0761293517593516e-16,3.344368353733752e-26,1.5810690838685675e-13,2.927872534283713e-24,7.06666965055278e-27,1.1087681228466193e-13,2.6428318634448805e-21,9.585477268418662e-27,4.787005006211023e-31,4.225354657070487e-31,4.204853662450085e-33
9.420382354537025e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452302600438461,0.11866534301348997,0.022821500473476676,8.07735162500232e-28,2.278867277437077e-18,3.366925067165908e-12,4.084411354160079e-18,1.997265387266489e-18,1.2392770483439652e-38,8.314209603280939e-08,1.4267965457184256e-35,8.31310505736316e-08,1.062048001693731e-24,8.477855108487526e-24,2.9456604850536713e-30,3.0992060957591453e-31,1.193973986868946e-13,1.8110983518810688e-26,4.539334142587105e-06,1.3443844588041695e-07,2.0489477147661026e-09,3.5461453688652805e-16,2.346011416376393e-13,3.808835131304899e-11,1.7454504076917685e-14,6.836223196131733e-13,5.010448242001718e-10,4.085339003288688e-17,1.2173986883227711e-16,3.5088288492150753e-26,1.6789681071034388e-13,3.58249215914221e-24,8.383761577593729e-27,1.20403753914035e-13,2.789406229599345e-21,1.1345351614517051e-26,5.987546669068852e-31,4.627290498623059e-31,5.007895100402397e-33
9.802381498879604e-12,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523024108603039,0.11866515560354025,0.022821497747726627,9.899645159706422e-28,2.5672779069375846e-18,3.643452717749825e-12,4.8014000655063945e-18,2.2502164930541878e-18,1.586813337691607e-38,8.651352497168049e-08,1.810215397603646e-35,8.650156193697632e-08,1.2443768755024563e-24,9.93886342060049e-24,3.6191671137888995e-30,3.7982936021415276e-31,1.2927645017424973e-13,2.1445353633412388e-26,4.723350675172408e-06,1.3988989553178958e-07,2.1371496585082293e-09,3.6978386065772423e-16,2.499140140403074e-13,3.80982344643656e-11,1.7459033171814684e-14,6.838011882620089e-13,5.229977508834971e-10,4.6048804098298135e-17,1.3705013777482886e-16,3.677512730477796e-26,1.7777316939612e-13,4.345203856802396e-24,9.873899304843938e-27,1.3032323826375483e-13,2.9374753132984364e-21,1.3332849161190493e-26,7.416968084061777e-31,5.048755343418279e-31,5.9363433958695256e-33
1e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230231278804894,0.11866505865297039,0.022821496337623096,1.0962476937571896e-27,2.7255895467190515e-18,3.790784799680282e-12,5.2068755919030404e-18,2.3890715707055797e-18,1.796269371277497e-38,8.825765639520404e-08,2.0400084506283132e-35,8.824520417345466e-08,1.3474079350320715e-24,1.076488826370462e-23,4.012938546548661e-30,4.206125947711688e-31,1.3454123045704492e-13,2.336301985775747e-26,4.818545736159097e-06,1.427100760011988e-07,2.1827937526405115e-09,3.7765494494401127e-16,2.579298414312649e-13,3.810334520255714e-11,1.7461375239969027e-14,6.838937087171135e-13,5.343568255109032e-10,4.889546815804275e-17,1.4545060932973086e-16,3.766725246300035e-26,1.8291358244255006e-13,4.786096977763281e-24,1.0717270081841931e-26,1.3560891819780415e-13,3.014669957156661e-21,1.4456269507510597e-26,8.256357161656882e-31,5.274630992370477e-31,6.470726765252857e-33
1.0184380643222183e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452302221286374,0.11866496819785016,0.02282149502197856,1.2033870173483572e-27,2.8790437781941646e-18,3.9308773753407706e-12,5.607525364210428e-18,2.5236708887302797e-18,2.0119775540208206e-38,8.988495376666138e-08,2.2758220763991006e-35,8.987203620705851e-08,1.4491711062310768e-24,1.158103255357953e-23,4.41052962917701e-30,4.617314491191222e-31,1.395480828749293e-13,2.527957229338662e-26,4.9073629422790985e-06,1.4534133996172117e-07,2.2253894126724534e-09,3.8501327649912994e-16,2.654641319574044e-13,3.810811277434017e-11,1.746356004708711e-14,6.839800319888389e-13,5.44956362038556e-10,5.1651284392005624e-17,1.5359117847123764e-16,3.8513127010445315e-26,1.8772750375263972e-13,5.2279261153870945e-24,1.1551000407923722e-26,1.4063525930997684e-13,3.0870634405340725e-21,1.5565943899618826e-26,9.1061858062079e-31,5.490295830042137e-31,7.005068143978737e-33
1.0566379787564762e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523020317166711,0.1186647807964196,0.02282149229623249,1.4517719399142552e-27,3.2150737005685078e-18,4.22919882188939e-12,6.509616887622269e-18,2.8184275531619215e-18,2.5280365447740976e-38,9.32563824400652e-08,2.837121169143295e-35,9.324247338456049e-08,1.678192687520424e-24,1.3418752649776717e-23,5.3345505007865414e-30,5.570851722410889e-31,1.5021229248423987e-13,2.9670119891373424e-26,5.091370944006092e-06,1.5079277917029779e-07,2.313666970179781e-09,4.0030282278145216e-16,2.812367937802344e-13,3.81179884573613e-11,1.7468085717974102e-14,6.841588913477284e-13,5.669206553848505e-10,5.767386841116418e-17,1.7141041622685123e-16,4.0312191562126403e-26,1.977521646719147e-13,6.2432590255471404e-24,1.342942876765972e-26,1.5133981102897023e-13,3.238198695906182e-21,1.8063166462821106e-26,1.1088687924003363e-30,5.952568977869723e-31,8.230066788081476e-33
1.0948378931907341e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230184215119507,0.11866459339924848,0.02282148957048842,1.7391667024385655e-27,3.5762764662389395e-18,4.538416839480503e-12,7.514717671349646e-18,3.1352854628109036e-18,3.1498824193721004e-38,9.662781101254376e-08,3.509212048584112e-35,9.66128734701645e-08,1.9332684075847168e-24,1.5466963802888402e-23,6.407215880836117e-30,6.674581375657349e-31,1.6126907469755777e-13,3.4677535957392084e-26,5.275374680452305e-06,1.5624421315760547e-07,2.401982327158686e-09,4.156525378896507e-16,2.9721820898845295e-13,3.812786266521221e-11,1.747261071253814e-14,6.84337787463542e-13,5.888906297242332e-10,6.412937089370393e-17,1.9055526518771907e-16,4.2183269424796215e-26,2.078402534985279e-13,7.404484195051267e-24,1.552398557779399e-26,1.6243688739711745e-13,3.390912136435064e-21,2.0843592006072746e-26,1.3400620058022774e-30,6.4363540669998845e-31,9.628498433348084e-33
1.133037807624992e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230165258994603,0.11866440600633668,0.02282148684474638,2.0699048342969883e-27,3.963560850834625e-18,4.858531210280871e-12,8.630080501590312e-18,3.4750435917429455e-18,3.8941587685327054e-38,9.99992395032174e-08,4.308908805601737e-35,9.998323646455284e-08,2.2162896657961317e-24,1.7741156049572366e-23,7.645740098092375e-30,7.945305980269914e-31,1.727184252103294e-13,4.036653406757423e-26,5.459374151716653e-06,1.616956419237304e-07,2.4903354814371176e-09,4.3106246022345165e-16,3.1339544172056836e-13,3.8137735986669036e-11,1.7477135300717624e-14,6.845167311668751e-13,6.108662844320435e-10,7.103038776769003e-17,2.1107312834348144e-16,4.413842260336977e-26,2.1798554847491512e-13,8.725563859370827e-24,1.7849900551227585e-26,1.7392648239091462e-13,3.545237156884173e-21,2.3926828342537353e-26,1.6080869660726003e-30,6.942565301561679e-31,1.121871710298266e-32
1.17123772205925e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523014630329237,0.11866421861768411,0.022821484119006374,2.448613771760836e-27,4.377835613943862e-18,5.18954171650456e-12,9.863164330366358e-18,3.838500911636038e-18,4.779391285161336e-38,1.0337066792979462e-07,5.254864282141642e-35,1.033535623684077e-07,2.529212289777994e-24,2.0257369361066983e-23,9.06861004560326e-30,9.400987289334604e-31,1.8456033971807082e-13,4.6806114881440153e-26,5.6433693578980436e-06,1.671470654687585e-07,2.578726431541848e-09,4.465326281861972e-16,3.297563577256694e-13,3.814760877901272e-11,1.7481659646316525e-14,6.846957290555684e-13,6.328476191194458e-10,7.838930002963498e-17,2.3301139753012463e-16,4.6190897061093207e-26,2.281824381176585e-13,1.0221139252446238e-23,2.0422823320716835e-26,1.8580858998697126e-13,3.701208981179617e-21,2.7333004343044005e-26,1.91711485997085e-30,7.472265273256604e-31,1.3020304450903415e-32
1.2094376364935079e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523012734801281,0.11866403123329068,0.022821481393268405,2.880222483748104e-27,4.820009499508749e-18,5.531448140400602e-12,1.1221630754568077e-17,4.226456391787897e-18,5.826122897911877e-38,1.0674209630868179e-07,6.367698310910548e-35,1.0672385118241128e-07,2.874056353019997e-24,2.303219363481212e-23,1.0695629459046323e-29,1.106077849109618e-30,1.9679481391636794e-13,5.406967729834918e-26,5.827360299095386e-06,1.7259848379277601e-07,2.6671551763421554e-09,4.620630801841201e-16,3.4628957462962275e-13,3.815748128607611e-11,1.7486183861125795e-14,6.848747856531448e-13,6.548346335131919e-10,8.621827755124362e-17,2.564174534325658e-16,4.83551945315145e-26,2.3842586121343785e-13,1.1906528269002094e-23,2.3258815023909008e-26,1.980832041620103e-13,3.858864267587074e-21,3.1082758587769115e-26,2.2716073985302064e-30,8.026679260607542e-31,1.5054101928171584e-32
1.2476375509277658e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230108393155904,0.11866384385315629,0.022821478667532504,3.369968928635074e-27,5.290991236128227e-18,5.88425026425205e-12,1.271334055840954e-17,4.639708999122592e-18,7.057053449587529e-38,1.1011352465508353e-07,7.670130195266588e-35,1.1009410290724581e-07,3.2529059930197966e-24,2.6082768686071626e-23,1.2547963084728889e-29,1.2945055860718738e-30,2.0942184350087657e-13,6.223512776541333e-26,6.011346975407588e-06,1.7804989689586903e-07,2.7556217150227433e-09,4.776538546267067e-16,3.6298441535791705e-13,3.816735364721405e-11,1.749070800903599e-14,6.850539035728275e-13,6.768273274464829e-10,9.452928281651489e-17,2.813386655871512e-16,5.064714567059977e-26,2.4871125289344156e-13,1.3797722473249715e-23,2.6374340063088213e-26,2.1075031889286833e-13,4.018240805657907e-21,3.5197228257690094e-26,2.6763247283304198e-30,8.607210388428864e-31,1.7342242412574946e-32
1.2858374653620237e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230089438721643,0.11866365647728083,0.02282147594179866,3.923407347617811e-27,5.791689537296089e-18,6.247947870373674e-12,1.4346350317418756e-17,5.0790576981964446e-18,8.497183856344309e-38,1.1348495298309514e-07,9.187115373564935e-35,1.1346431754359343e-07,3.667909229944274e-24,2.9426784239557046e-23,1.4648180738703224e-29,1.5075449868610225e-30,2.2244142416732238e-13,7.13849878153021e-26,6.195329386933553e-06,1.835013047781236e-07,2.8441260470170107e-09,4.933049899230538e-16,3.798308644650424e-13,3.8177225919409013e-11,1.749523211617206e-14,6.852330839217169e-13,6.988257008364503e-10,1.0333407459194437e-16,3.078223923841639e-16,5.30839844576603e-26,2.590344960406489e-13,1.5911383530735798e-23,2.9786258037956895e-26,2.238099281564953e-13,4.179377278302993e-21,3.9698038265679853e-26,3.13633317933964e-30,9.215455656625194e-31,1.990818132417027e-32
1.3622372942305395e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230051531121046,0.11866328173830631,0.022821470490337212,5.245200734478563e-27,6.885870612738556e-18,7.0080286588134305e-12,1.8069455153760524e-17,6.039239217977303e-18,1.2117460654345326e-37,1.2022780963526752e-07,1.2976607712594767e-34,1.2020463555355666e-07,4.615286905476399e-24,3.7068645249040924e-23,1.9689836085814793e-29,2.0167562270396087e-30,2.49658221529277e-13,9.299172734476538e-26,6.563281416022372e-06,1.9440410488046211e-07,3.0212480890088115e-09,5.247884967123067e-16,4.1394159723582737e-13,3.8196970316115204e-11,1.75042802627468e-14,6.855916343465573e-13,7.428394857658895e-10,1.2247105555474915e-16,3.6566676775146433e-16,5.846873506769236e-26,2.797800587224793e-13,2.0876077280668354e-23,3.7568640071425944e-26,2.511066061904233e-13,4.507088214655237e-21,4.994755414977398e-26,4.244064792499298e-30,1.0522550651795453e-30,2.597407083740921e-32
