Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),CHOX(53),CO2X(24),H2OX(23)
5.8056748758918786e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999705,0.11866996602996248,0.022821567693054247,6.344239005438717e-98,1.9185540623103132e-54,1.6795236098835238e-30,1.5647229272711387e-71,8.024671775354231e-46,1.1432359283395226e-109,5.123968476819947e-17,8.84244723793906e-90,5.123968476819354e-17,5.692807623048222e-61,4.110903402295798e-62,1.6303710129510983e-92,1.890411469924645e-93,1.588337512500929e-45,1.3073752784945155e-71,2.7983398516025134e-15,8.285386943112332e-17,3.3169182420096887e-19,5.094412348196965e-32,1.886374075523183e-31,3.316918203229431e-19,1.9376260887506998e-27,2.117370205392101e-32,2.2183366830510852e-36,1.2263484893223405e-61,6.38842412237552e-44,3.697179604497415e-63,2.871236794755583e-86,1.2586397738512094e-88,5.617212319613775e-88,9.87729587619686e-46
1.1616393778609032e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999416,0.11866996602995962,0.022821567693054205,1.6308099080913266e-95,3.0721856146550976e-53,6.722480263176149e-30,1.0051029910540052e-69,6.426245715419436e-45,2.9374420988637423e-107,1.0252388707312241e-16,5.667912952076e-88,1.0252388707309867e-16,9.118385737857957e-60,6.585098613556708e-61,2.094545401759185e-90,2.4286206143120099e-91,1.2716355384215462e-44,4.304643935702661e-70,5.599110928096502e-15,1.657797231102302e-16,6.636718293715647e-19,2.039092153992181e-31,7.550412330612682e-31,6.636718138492705e-19,7.755469139957354e-27,1.695165871951638e-31,1.7804154466321617e-35,3.9387342910532765e-60,5.114630023917395e-43,1.184545908477928e-61,3.6886915760012337e-84,1.6176868392477266e-86,7.219611574037244e-86,7.90784095709478e-45
2.323783158404334e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999884,0.11866996602995392,0.022821567693054122,4.1985916479125965e-93,4.9174958621050305e-52,2.6898748380016395e-29,6.4677382429873e-68,5.143601162618148e-44,7.560703975742842e-105,2.050922916829697e-16,3.630265763814839e-86,2.050922916828747e-16,1.4597336526054569e-58,1.0542281044940425e-59,2.695601363264871e-88,3.1255436291177893e-89,1.017694508530725e-43,1.4527605419184649e-68,1.1200653081080526e-14,3.316314304684389e-16,1.3276318513738601e-18,8.159021235701827e-31,3.021148415635542e-30,1.3276317892637863e-18,3.1031299811074505e-26,1.3566194925825223e-30,1.4319115314007386e-34,1.2673037042290498e-58,4.09326852818854e-42,3.7928074560502555e-60,4.7472076840209946e-82,2.082415599063615e-84,9.293659844483415e-84,6.328673618853737e-44
4.6480707194911954e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997684,0.11866996602994251,0.022821567693053955,1.0856360677849965e-90,7.869588365830213e-51,1.076130761208699e-28,4.1803989503338745e-66,4.115923020582965e-43,1.954632560900587e-102,4.102291009026698e-16,2.324266964528619e-84,4.1022910090228976e-16,2.336207572145414e-57,1.6872539370999e-58,3.484464138969368e-86,4.040228214301386e-87,8.143095929516268e-43,5.127053409648917e-67,2.2403737387032777e-14,6.633348451848357e-16,2.6555519420264263e-18,3.2641370407587376e-30,1.2086560889365511e-29,2.655551693540265e-18,1.2413997534074357e-25,1.085456265273108e-29,1.1570091478688933e-33,4.095871260266057e-57,3.275252844982892e-41,1.2140226672829405e-58,6.13646925326574e-80,2.6923119938611824e-82,1.201557944236268e-81,5.0638964393227854e-43
9.296645841664919e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995375,0.1186699660299197,0.022821567693053622,2.832775952717463e-88,1.2592603084316571e-49,4.304918753045924e-28,2.726755392468798e-64,3.2931553034082906e-42,5.099266474803353e-100,8.205027193420923e-16,1.4878179219185483e-82,8.205027193405718e-16,3.738439169371685e-56,2.699994173887089e-57,4.54531316427667e-84,5.270280229472643e-85,6.51508510575718e-42,1.9461187884852745e-65,4.480990599887407e-14,1.326741674617547e-15,5.311392309951938e-18,1.305758890657057e-29,4.835017812999856e-29,5.311391315883024e-18,4.9655687481358575e-25,8.68374751701991e-29,9.437145110386238e-33,1.3360008816418342e-55,2.6204768463451214e-40,3.885151246357033e-57,8.0047241688869e-78,3.512680679819385e-80,1.5676818949916657e-79,4.0514954062806504e-42
1.8593796086012365e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999076,0.11866996602987405,0.02282156769305296,7.523796682919501e-86,2.0149128118745823e-48,1.722073862574502e-27,1.8103771398790194e-62,2.6346910074454215e-41,1.3539501948220725e-97,1.6410499562210257e-15,9.522953407180897e-81,1.6410499562149443e-15,5.981908340913842e-55,4.32029023349374e-56,6.03473192858725e-82,6.997257863115912e-83,5.212299205238287e-41,8.181157223275748e-64,8.962224322230385e-14,2.6535553334826408e-15,1.0623073792512309e-17,5.223230578899382e-29,1.9340858065473642e-28,1.0623069815727843e-17,1.985960870507001e-24,6.946164625556281e-28,7.83832698604673e-32,4.4362739233768767e-54,2.0965222376764648e-39,1.243139284103614e-55,1.0627730628457917e-75,4.665121664085633e-78,2.0820066877210195e-77,3.2413399488696833e-41
3.7188096574707257e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767998153,0.11866996602978278,0.022821567693051634,2.0649501510738264e-83,3.2239227598680735e-47,6.888725788875968e-27,1.241999723625596e-60,2.1078195135004415e-40,3.7141255937234456e-95,3.2821444299792483e-15,6.094984179068912e-79,3.282144429954922e-15,9.571377886166828e-54,6.91266956429268e-55,8.278173860460607e-80,9.59852359292986e-81,4.1699122353889e-40,3.867502719526325e-62,1.7924691766815217e-13,5.3071826512115136e-15,2.1246439746291073e-17,2.0893207236832225e-28,7.7365004884433465e-28,2.1246423836055545e-17,7.941226789488768e-24,5.555203338728691e-27,6.7318012068617035e-31,1.5224913097244972e-52,1.677323551515413e-38,3.976887881510489e-54,1.4578642560770244e-73,6.402634619493305e-76,2.8574432587979546e-75,2.593117112324768e-40
7.437669755209705e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679963073,0.11866996602960023,0.02282156769304898,5.996180045638746e-81,5.158278878037173e-46,2.7557502754364467e-26,9.014357100361968e-59,1.6862822936183902e-39,1.0776284038261753e-92,6.564333377497114e-15,3.900883951271219e-77,6.5643333773998065e-15,1.5314464233337153e-52,1.1060325177760982e-53,1.201167713277707e-77,1.3927511903405452e-78,3.3359276104645756e-39,2.0364946083941048e-60,3.584962665558038e-13,1.0614437286663997e-14,4.249318362303206e-17,8.357255786479447e-28,3.094631565513907e-27,4.249311995926987e-17,3.174302529450295e-23,4.441241777734846e-26,6.122382375185967e-30,5.529549691256583e-51,1.3419801882527668e-37,1.2717902795034564e-52,2.115369185004201e-71,9.297825493929174e-74,4.1495384353903526e-73,2.0744920751732115e-39
1.4875389950687662e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767992615,0.11866996602923512,0.022821567693043672,1.8977491252874261e-78,8.253096669492465e-45,1.10249089842436e-25,7.13035931610721e-57,1.3490365071325158e-38,3.406703496083856e-90,1.3128711272538528e-14,2.4965958267394196e-75,1.3128711272149297e-14,2.450335039807388e-51,1.7696210499480257e-52,1.8991637277065745e-75,2.202075905199842e-76,2.668691096490022e-38,1.1619652566420635e-58,7.169949643149273e-13,2.122894655754791e-14,8.498671936937702e-17,3.3428296213595175e-27,1.2378588341853725e-26,8.498646453598771e-17,1.2679545323861122e-22,3.5482656614712673e-25,6.074658123062071e-29,2.1894563976545282e-49,1.0737588779632756e-36,4.064412577373276e-51,3.344605412070224e-69,1.4717712964572739e-71,6.5683720454394986e-71,1.6595615335739661e-38
2.9750830341643574e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767985231,0.11866996602850491,0.02282156769303306,6.708210247529071e-76,1.3204350265694998e-43,4.411450487514718e-25,6.299021074405717e-55,1.0792334730640907e-37,1.2026055798279035e-87,2.6257467062644077e-14,1.597830951517036e-73,2.6257467061087156e-14,3.920552651507601e-50,2.8312559832406993e-51,3.353244674854917e-73,3.8880791810974526e-74,2.1348522938808565e-37,6.971358383600401e-57,1.433992359768454e-12,4.245796509923154e-14,1.699739837581375e-16,1.3370634972961895e-26,4.951447224125051e-26,1.6997296301100823e-16,5.057702785986634e-22,2.8310514631198074e-24,6.735214215790852e-28,9.683876443594931e-48,8.592780058161392e-36,1.297203571970804e-49,5.905377158393506e-67,2.6021011694324197e-69,1.1612871953570845e-68,1.3275860113101905e-37
5.95017111235554e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767970463,0.11866996602704448,0.02282156769301183,2.6572410402595492e-73,2.1124925872217063e-42,1.7657538191886503e-24,6.235998070956323e-53,8.633884829124395e-37,4.75791762762338e-85,5.2514978642946075e-14,1.0226148766306234e-71,5.251497863671839e-14,6.272897441536228e-49,4.529538153514183e-50,6.6353193752002876e-71,7.693636213861046e-72,1.7077133249446206e-36,4.2966053882674536e-55,2.8679871504166266e-12,8.4916002182262e-14,3.3994929144692336e-16,5.347686861286907e-26,1.9805808442464682e-25,3.399451972508127e-16,2.0118687755668216e-21,2.252824332174942e-23,8.365816405001487e-27,4.7994024765925684e-46,6.878495671474155e-35,4.1293700907947114e-48,1.1685412779262065e-64,5.1553118612576516e-67,2.3007345898370227e-66,1.0619629526038352e-36
1.1900347268737906e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767940927,0.11866996602412364,0.02282156769296937,1.1542147749362114e-70,3.37932921188254e-41,7.07224673604276e-24,6.77037768758501e-51,6.907114641386569e-36,2.0648665116852333e-82,1.0503000180391366e-13,6.544744879504893e-70,1.0503000177900293e-13,1.0036646238064414e-47,7.245728268766724e-49,1.440137990365871e-68,1.6698360782414147e-69,1.3658980823286602e-35,2.676635615052791e-53,5.7359767306774536e-12,1.6983207634697574e-13,6.799030799953276e-16,2.1386170992992725e-25,7.9223239031201765e-25,6.798866149168739e-16,7.959139669435171e-21,1.783314701219712e-22,1.1384146359609497e-25,2.607681500413006e-44,5.509517451486971e-34,1.3077225308454468e-46,2.53621457868568e-62,1.1199150561453753e-64,4.997916306531448e-64,8.493991508726857e-36
2.3800699581502637e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678818555,0.11866996601828195,0.022821567692884456,5.309340950224768e-68,5.4048129335690205e-40,2.8360584920722264e-23,7.785232341485024e-49,5.525694360723065e-35,9.493842620310539e-80,2.1006004812730322e-13,4.188639628239986e-68,2.100600480276603e-13,1.605864151753912e-46,1.1588243504916005e-47,3.311161511706449e-66,3.8392812923728516e-67,1.092281378994044e-34,1.6644282400960217e-51,1.1471955887057029e-11,3.3966422467101456e-13,1.3598237930350169e-15,8.550801279332348e-25,3.168926960031149e-24,1.3597572472139462e-15,3.115115378778922e-20,1.3972237592827549e-21,1.6388758673603453e-24,1.500059879791775e-42,4.418048753348528e-33,4.0997148468124224e-45,5.831248836941621e-60,2.576202707834053e-62,1.1496583646174278e-61,6.792447862387078e-35
4.76014042070321e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767763712,0.11866996600659857,0.022821567692714623,2.495610215772116e-65,8.640939099957376e-39,1.1398177899436024e-22,9.148955940005488e-47,4.4205564458363475e-34,4.4621148548835695e-77,4.201201407798994e-13,2.68073005022522e-66,4.201201403813282e-13,2.5693830125724074e-45,1.8525326161078504e-46,7.781611572832767e-64,9.022747107543036e-65,8.731260883222305e-34,1.019505716053079e-49,2.2943914183247862e-11,6.793285212975408e-13,2.719721057778836e-15,3.4173887092175944e-24,1.2675680986218918e-23,2.7194497014206838e-15,1.1943989384453767e-19,1.0733433801175621e-20,2.408800696228975e-23,8.815774694634584e-41,3.5501934674929064e-32,1.2605327210518882e-43,1.370406472699175e-57,6.05583781543737e-60,2.70206111811903e-59,5.429567820924806e-34
9.520281345809103e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767527425,0.11866996598323182,0.022821567692374957,1.1584359352362627e-62,1.3803910747236314e-37,4.597750357826244e-22,1.0619602914107738e-44,3.53644537672817e-33,2.071917553412344e-74,8.402403261083572e-13,1.715667143131304e-64,8.402403245140768e-13,4.1110123698197314e-44,2.959004124833789e-45,1.806590546228496e-61,2.094731228703842e-62,6.97384840294055e-33,6.039151018269416e-48,4.5887830709356267e-11,1.3586571144644018e-12,5.4397618331834414e-15,1.364615338481477e-23,5.070249702657662e-23,5.438639382307791e-15,4.409153669866252e-19,7.950358594180166e-20,3.4938648547413268e-22,5.115886626179707e-39,2.862717448995674e-31,3.7391649059089925e-42,3.181536223505125e-55,1.4057739725539924e-57,6.271172770110092e-57,4.336644597431236e-33
1.9040563196020888e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727670548515,0.11866996593649831,0.02282156769169563,5.122590558136676e-60,2.2017474681240618e-36,1.8640148834657358e-21,1.1746080867498562e-42,2.8291561289129323e-32,9.169752842861287e-72,1.6804806968583138e-12,1.0980265473435186e-62,1.6804806904812265e-12,6.5776170440538625e-43,4.718329731345159e-44,3.997314454369698e-59,4.6348487300258996e-60,5.561303883140113e-32,3.367820626287115e-46,9.177566349648006e-11,2.7173143004534795e-12,1.0880969209515159e-14,5.43982902609296e-23,2.028081486064207e-22,1.0876237946143987e-14,1.5250660978405208e-18,5.530121258136343e-19,4.82431978413325e-21,2.8280627898008356e-37,2.3196080852751053e-30,1.0425790451785984e-40,7.039471032097112e-53,3.1089028700614813e-55,1.3864038743219473e-54,3.4581516258229157e-32
2.8560845046232673e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072766582278,0.1186699658897648,0.0228215676910163,4.240266963027738e-59,8.091761754845531e-36,3.991906989085732e-21,7.381612758549014e-42,8.399056819246027e-32,7.555446525259004e-71,2.520721067701311e-12,6.234268681016943e-62,2.520721054150028e-12,2.4884456101723854e-42,1.7961112740643626e-43,2.90042090357253e-58,3.36300803713333e-59,1.5872760425803345e-31,1.8074659337541696e-45,1.3766349601851082e-10,4.075971486097912e-12,1.6323411051319805e-14,1.1532378233745982e-22,4.309646072506888e-22,1.6313055824191913e-14,2.9450486737576738e-18,1.4642313258519828e-18,1.6636976815795966e-20,1.5080732498787223e-36,6.674127703100772e-30,4.636920941855543e-40,5.1077690777366064e-52,2.2674455898093754e-54,1.0112538324257884e-53,9.869879729013426e-32
3.808112689644446e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072766109704,0.1186699658430313,0.022821567690336973,2.267445895852674e-58,2.0494712898349854e-35,6.851822828896457e-21,2.978280616205245e-41,1.8301101575442728e-31,3.72870261105395e-70,3.3609614386373066e-12,2.3975728443089256e-61,3.360961415520485e-12,6.477408486908267e-42,4.824499195692019e-43,1.299004189749787e-57,1.5061797875427992e-58,3.3424740993315247e-31,6.312077682012032e-45,1.835513282754485e-10,5.434628671397944e-12,2.1767171452738273e-14,1.9630210177730727e-22,7.351706605442049e-22,2.174909312858849e-14,4.6206388924042514e-18,2.88915444583005e-18,3.9906185671129583e-20,5.4426639474919386e-36,1.4148349029341254e-29,1.4205168983862999e-39,2.2875954020681038e-51,1.1214507113323149e-53,5.000431267076406e-53,2.0783571805362916e-31
5.712169059686803e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072765164557,0.11866996574956427,0.022821567688978316,3.4490923208509645e-57,7.15078027684123e-35,1.4308189192193518e-20,2.305735349480994e-40,5.312244459593833e-31,3.84302043253427e-69,5.041442180727458e-12,1.824740623708429e-60,5.041442132867329e-12,2.377116653086544e-41,1.9442532999451443e-42,1.1644108550310745e-56,1.3501119878643614e-57,9.104176498845138e-31,3.7401348444940817e-44,2.753269921671668e-10,8.151943041190261e-12,3.265797812342084e-14,4.0495043924235955e-22,1.5220627487858925e-21,3.261933612659982e-14,8.394139123815708e-18,7.107420026284358e-18,1.2777271818922215e-19,3.6066139912859467e-35,3.8921452519249207e-29,7.016255120563925e-39,2.0505513789132668e-50,1.5731169091308142e-52,7.00921446968814e-52,5.6608377040667834e-31
7.61622542972916e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727642194096,0.11866996565609725,0.02282156768761966,1.9002633549137244e-56,1.7834275480261927e-34,2.450058842833929e-20,9.23272639782176e-40,1.1617278044911543e-30,1.8870169201560085e-68,6.721922923159415e-12,6.890213145138683e-60,6.721922841762354e-12,6.164039590514947e-41,5.253090353113085e-42,5.20364359161407e-56,6.033505255356137e-57,1.9002451436872064e-30,1.2981307168033583e-43,3.671026550840434e-10,1.0869257409717088e-11,4.355409465085784e-14,6.8634935266430835e-22,2.5886062487939986e-21,4.3486709608183326e-14,1.26844507635525e-17,1.3597137542900352e-17,2.976076345473995e-19,1.2631241670503859e-34,8.188847433076694e-29,2.111942968930916e-38,9.16366895667159e-50,7.62164672372059e-52,3.3950695310127463e-51,1.1815141248130103e-30
9.520281799771516e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727632742623,0.11866996556263022,0.022821567686261004,7.938187657098383e-56,3.7765317373188077e-34,3.7647198253983157e-20,2.9203185417001884e-39,2.1795591825017246e-30,7.280020074519422e-68,8.40240366595745e-12,2.1075760956515984e-59,8.402403541601866e-12,1.3477525231998533e-40,1.1769638579399267e-41,1.8277544775208953e-55,2.119231880113346e-56,3.450739905788982e-30,3.6170132867366265e-43,4.5887831695644687e-10,1.3586571776888815e-11,5.445615190604545e-14,1.0449057056822576e-21,3.954768157864391e-21,5.4351009357049065e-14,1.7310060918447868e-17,2.2703523652666248e-17,5.899747060894902e-19,3.5655164074407787e-34,1.4980170116220346e-28,5.165156853693321e-38,3.2186733123310834e-49,2.903719607074459e-51,1.2930599971613118e-50,2.1455101374145192e-30
1.332839453985623e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072761383967,0.11866996537569618,0.022821567683543688,2.4148563234140393e-54,1.3750659806690035e-33,7.305801040201441e-20,3.0121576197245796e-38,5.963669019945868e-30,1.9031284867035152e-66,1.1763365152673757e-11,1.865087992700865e-58,1.1763364913545618e-11,5.184051425201975e-40,4.5265638273354486e-41,2.961079056752616e-54,3.4332264955694194e-55,9.049736837034848e-30,2.4459645940558293e-42,6.424296375022266e-10,1.9021200507087152e-11,7.627936998096391e-14,1.993088729850687e-21,7.604712575327042e-21,7.607019965737469e-14,2.691908342833009e-17,4.9345441547596295e-17,1.7993072073735363e-18,2.3966498628926076e-33,3.9928008238830673e-28,2.3381627988882393e-37,5.2142534206049405e-48,5.2811122483228805e-50,2.349943089646074e-49,5.6263206293565485e-30
