Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2X(49),CH3OO(77)
0.0,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.553161002830065e-24,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,3.3376011003896607e-76,6.6652318274033472e-42,0.0,2.9602141457974258e-57,0.0,6.6636245612947117e-25,-4.7753787066158295e-118,6.6636245612852995e-25,8.7308113235337554e-80,1.5958231468719937e-76,0.0,0.0,4.1835771224985945e-61,5.1262582687759362e-95,2.642698415522306e-18,1.2706328827193013e-19,4.8977056602268849e-23,5.3147731474757834e-38,4.897705660226973e-23,4.1872142665341884e-58,3.2641946571194476e-42
1.8348850807924183e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,1.0418150722430281e-74,4.02580002375163e-41,0.0,4.4734756171187488e-56,0.0,1.8658148771655686e-24,9.2172556631708529e-117,1.865814877159884e-24,2.4622284862122158e-78,5.0173602651024367e-75,0.0,0.0,4.9665901169811004e-60,2.653498916150774e-93,7.3995555634624574e-18,3.5577720716140437e-19,1.3713575848634988e-22,3.2100152499903014e-37,1.3713575848635524e-22,4.9710607772293789e-57,1.9715735729027825e-41
4.194023041811242e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996531,0.022821567693054285,0.0,2.3193257234870184e-73,1.9382494154089044e-40,0.0,4.812360932527766e-55,0.0,4.2647197192499598e-24,9.7325353195713781e-115,4.2647197192225914e-24,5.3558847754875175e-77,1.1192684301562086e-73,0.0,0.0,4.8759043317087303e-59,1.1586214741209533e-91,1.6913269859342745e-17,8.1320504494035286e-19,3.1345316225450046e-22,1.545374445441487e-36,3.1345316225452627e-22,4.8806169490722207e-56,9.4922780629428934e-41
8.912298963848889e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.1186699660299653,0.022821567693054285,0.0,4.3398058354342236e-72,8.4648444208023588e-40,0.0,4.4233887937701936e-54,0.0,9.0625294034675252e-24,7.6927586890225918e-113,9.0625294033480025e-24,9.9289077335848871e-76,2.09597611215436e-72,0.0,0.0,4.3121071577472117e-58,4.3132572471144095e-90,3.5940698451103261e-17,1.7280607204982499e-18,6.6608796979075558e-22,6.7480923997097113e-36,6.6608796979086833e-22,4.3168504202260231e-55,4.145527214582553e-40
1.8348850807924181e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999992,0.11866996602996525,0.022821567693054285,0.0,7.4912088376029699e-71,3.5339059148893512e-39,0.0,3.7843022414061888e-53,0.0,1.86581487720978e-23,5.4523549303965024e-111,1.8658148771598808e-23,1.706525554713789e-74,3.6192761264145772e-71,0.0,0.0,3.6236189470753049e-57,1.4859825199318209e-88,7.3995555634624035e-17,3.5577720716140435e-18,1.3713575848630813e-21,2.8163905758652565e-35,1.3713575848635521e-21,3.6285728879501457e-54,1.7306760072415e-39
3.7221954496074766e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999986,0.11866996602996518,0.022821567693054282,0.0,1.2437783523256945e-69,1.4437158747429553e-38,0.0,3.128934274422626e-52,0.0,3.7849387510138892e-23,3.6691849155055519e-109,3.7849387508100368e-23,2.8284409562738486e-73,6.0101559928009341e-70,0.0,0.0,2.9692772683007608e-56,4.9314342006055082e-87,1.5010527000166457e-16,7.2171947738456284e-18,2.7818968150069944e-21,1.1499299834360131e-34,2.781896815008918e-21,2.9749232826813351e-53,7.0703761954183162e-39
7.496816187237595e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999997,0.11866996602996503,0.022821567693054278,0.0,2.0252678724566083e-68,5.8357303960200052e-38,0.0,2.544397387931779e-51,0.0,7.6231864989343325e-23,2.4074864303477158e-107,7.6231864981103239e-23,4.6053828718213512e-72,9.7872453532668511e-69,0.0,0.0,2.4020353269277622e-55,1.606836036606916e-85,3.0232469873574168e-16,1.4536040178308787e-17,5.602975275291868e-21,4.6428939954292618e-34,5.6029752752996447e-21,2.4091700044098549e-52,2.8579591039076947e-38
1.5046057662497829e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999937,0.11866996602996473,0.022821567693054271,0.0,3.2634742262266702e-67,2.3465215257651911e-37,0.0,2.0521486704871292e-50,0.0,1.5299681996024107e-22,1.5600153784707811e-105,1.5299681992710797e-22,7.433106522606715e-71,1.5771569571786931e-67,0.0,0.0,1.9292548504707416e-54,5.1883761927289839e-84,6.0676355620387971e-16,2.9173730987235074e-17,1.1245132195849806e-20,1.8626331062253786e-33,1.1245132195881077e-20,1.9391096126022492e-51,1.1491727860252364e-37
3.0144540613018297e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999875,0.11866996602996412,0.022821567693054257,0.0,5.2228122857909664e-66,9.4106008257241125e-37,0.0,1.6483974127588604e-49,0.0,3.0652672995199207e-22,1.0046062336342798e-103,3.0652672981911367e-22,1.1944802634641658e-69,2.5240972391519699e-66,0.0,0.0,1.5415466123121854e-53,1.6677571656360437e-82,1.2156412711400919e-15,5.8449112605087531e-17,2.2529446036918451e-20,7.4360865466677019e-33,2.2529446037043895e-20,1.556013343255085e-50,4.6086968528921045e-37
6.034150651405923e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999748,0.1186699660299629,0.02282156769305423,0.0,8.3029619559671331e-65,3.769148873618341e-36,0.0,1.321394556984321e-48,0.0,6.1358655013531637e-22,6.4493800914183479e-102,6.1358654960310923e-22,1.9153244844205414e-68,4.0126883536138838e-65,0.0,0.0,1.2247312407654989e-52,5.3488151164807085e-81,2.4333967010122595e-15,1.1699987584079189e-16,4.5098073718866794e-20,2.9514961313847389e-32,4.5098073719369486e-20,1.2467041775806403e-49,1.8458826253439627e-36
1.2073543831614112e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999492,0.11866996602996045,0.022821567693054171,0.0,1.3072214329020876e-63,1.5086418179935842e-35,0.0,1.0581873437073936e-47,0.0,1.2277061913012537e-21,4.1339828207615282e-100,1.2277061891710385e-21,3.0678478210928862e-67,6.3175180267110762e-64,0.0,0.0,9.6430537128749229e-52,1.7135419343401248e-79,4.8689075607555671e-15,2.3410140231219854e-16,9.0235329082007733e-20,1.1604329178944328e-31,9.0235329084021871e-20,9.9812139157575461e-49,7.3883410157166265e-36
2.415233019203049e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319998982,0.11866996602995558,0.022821567693054053,0.0,2.0232461554662138e-62,6.0365323689545819e-35,0.0,8.4697876369028422e-47,0.0,2.4559454768302833e-21,2.6477923086441299e-98,2.4559454683066481e-21,4.9112209489123579e-66,9.7776154915668202e-63,0.0,0.0,7.469788490039339e-51,5.486409823114796e-78,9.7399292802380765e-15,4.6830445525500335e-16,1.8050983980526655e-19,4.4837773227802323e-31,1.8050983981334169e-19,7.9880046272602967e-48,2.9562987865815719e-35
4.830990291286324e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999796,0.11866996602994584,0.022821567693053817,0.0,3.0354827284508007e-61,2.4150060229724511e-34,0.0,6.7775460830195106e-46,0.0,4.9124240606769634e-21,1.6952412322405265e-96,4.9124240265768736e-21,7.8600856733466619e-65,1.466848454212604e-61,0.0,0.0,5.6155788532278564e-50,1.756143394864966e-76,1.9481972719186654e-14,9.3671056114057936e-16,3.610588612396919e-19,1.6777937500459895e-30,3.6105886127211387e-19,6.3916173589708467e-47,1.1827120206983807e-34
9.662504835452874e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995918,0.11866996602992635,0.022821567693053348,0.0,4.3128972033515064e-60,9.6608102987119676e-34,0.0,5.4227233389429589e-45,0.0,9.8253812795248074e-21,1.0851637690525652e-94,9.8253811431133471e-21,1.2577843042864659e-63,2.0838970427698422e-60,0.0,0.0,4.0058610085743298e-49,5.6204465854496223e-75,3.8966059597018093e-14,1.8735227729115969e-15,7.2215690406017374e-19,5.9347964542206888e-30,7.2215690419064885e-19,5.1137794018713975e-46,4.7312331430445217e-34
1.9325533923785973e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991832,0.11866996602988739,0.022821567693052412,0.0,5.6219936168814707e-59,3.8644813664903954e-33,0.0,4.3384532758419381e-44,0.0,1.9651295921838425e-20,6.9457182627373355e-93,1.965129537617039e-20,2.0125913733250479e-62,2.715876180120381e-59,0.0,0.0,2.6296423635490795e-48,1.7986689520278982e-73,7.7934233352418034e-14,3.7471471964530959e-15,1.444352989507661e-18,1.9204166396072749e-29,1.4443529900341189e-18,4.0912177376924312e-45,1.8925702885701403e-33
3.8651592100452177e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319983661,0.11866996602980945,0.022821567693050538,0.0,6.5252886167577278e-58,1.5458239965910642e-32,0.0,3.4708724641651463e-43,0.0,3.9303126024937391e-20,4.4454742067154306e-91,3.9303123842220836e-20,3.2202553888018443e-61,3.1512596129507973e-58,0.0,0.0,1.5429043353641312e-47,5.7559423228991501e-72,1.5587058086216622e-13,7.4943960435339631e-15,2.8887451596287319e-18,5.5135840832293009e-29,2.8887451617562898e-18,3.2730518786179723e-44,7.570435352208811e-33
7.730370845378459e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319967324,0.11866996602965357,0.022821567693046791,0.0,6.6820875833787942e-57,6.1833588871851904e-32,0.0,2.7767419066220317e-42,0.0,7.8606789505022228e-20,2.8451722188030186e-89,7.8606780774067222e-20,5.1524959717693898e-60,3.2256855071028847e-57,0.0,0.0,8.0112069554703722e-47,1.8419338103907226e-70,3.1174327587745583e-13,1.4988893737687203e-14,5.7775294967752604e-18,1.3931713398355179e-28,5.7775295053668054e-18,2.6184725785530393e-43,3.0282050867287001e-32
1.5460794116044938e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631993465,0.11866996602934182,0.022821567693039297,0.0,6.1642461094807718e-56,2.4733561353112442e-31,0.0,2.2214110951041795e-41,0.0,1.5721412956073951e-19,1.8209323134745578e-87,1.5721409463674191e-19,8.2440634190290622e-59,2.9744772022722863e-56,0.0,0.0,3.7478569197076463e-46,5.8942398096637534e-69,6.2348866589120821e-13,2.997788912595974e-14,1.1555098158685861e-17,3.1734023550131044e-28,1.1555098193292148e-17,2.0947904929618983e-42,1.2112883086761991e-31
3.09216406573779e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319869302,0.11866996602871832,0.022821567693024309,0.0,5.3120312253837719e-55,9.8934497039112405e-31,0.0,1.7771358969231764e-40,0.0,3.1442886205436441e-19,1.1654038794059712e-85,3.1442872235801894e-19,1.3190557310299626e-57,2.5623986900390559e-55,0.0,0.0,1.633164631933578e-45,1.886164990474903e-67,1.2469794458514048e-12,5.9955879902369036e-14,2.311023543297724e-17,6.7758636520198436e-28,2.3110235571994502e-17,1.6758373660707319e-41,4.845166461007772e-31
