Time (s),Volume (m^3),Ne,N2,X(1),He(2),CH4(3),H2(4),C2H6(5),CH3(6),C3H8(7),H(8),C2H5(9),C4H8(10),C2H4(11),C2H4X(64),C2H4(48),HeX(49),C4H8a(86),HX(12),C2H3X(58),C2H2X(98)
0.0,0.004023131612903226,0.0,0.0,0.010942917987096774,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3994030605323753e-25,0.004023131612903226,0.0,0.0,0.010942917987096774,0.5,1.5441823250438696e-181,6.4250646373636683e-63,2.788339144519332e-111,8.1246074259429662e-132,2.7875410930949477e-197,8.1820151707788136e-46,1.2991135478442332e-60,0.0,0.5,3.1912098336210162e-19,2.2110709310632856e-18,9.6371176800044352e-20,3.1961304364677131e-35,4.4570470604460268e-21,4.457047060442503e-21,1.7620313475247357e-33
6.718328569490651e-25,0.004023131612903226,0.0,0.0,0.010942917987096774,0.5,2.3030264314686971e-179,9.7095576885331131e-62,1.0060021050122244e-100,5.2762845783640678e-121,4.1573981988124867e-195,4.9419371631522816e-45,1.5423076040012103e-59,0.0,0.5,8.9353875341154113e-19,6.1909986069771874e-18,2.6983929503999374e-19,1.9304627836264959e-34,1.2479731769254585e-20,1.2479731769233299e-20,1.0642669339045344e-32
1.5356179587407203e-24,0.004023131612903226,0.0,0.0,0.010942917987096772,0.5,1.1081401001075613e-176,1.0445099089475131e-60,1.9401469167600326e-99,2.0879011830696313e-119,4.6618613195142352e-192,2.3793300116652974e-44,1.5142467513689025e-58,0.0,0.5,2.0423742935010462e-18,1.4150853958804942e-17,6.167755315193705e-19,9.2943473092480589e-34,2.8525101186894526e-20,2.8525101186792055e-20,5.1239871585958376e-32
3.2631881623240308e-24,0.004023131612903226,0.0,0.0,0.010942917987096769,0.5,3.5496089628052063e-174,9.6008455954165268e-60,3.3212440923218829e-98,7.1765007812256805e-118,3.1053783182765728e-189,1.0391159266918212e-43,1.3393341032889858e-57,0.0,0.5,4.3400453736425622e-18,3.0070564662460252e-17,1.3106480044760369e-18,4.0590856543139409e-33,6.0615840022265749e-20,6.0615840021818187e-20,2.237779811350116e-31
6.718328569490652e-24,0.004023131612903226,0.0,0.0,0.010942917987096762,0.5,1.006492589160984e-171,8.2137255394752553e-59,5.4828551867860349e-97,2.3722853842896485e-116,1.7942595927420029e-186,4.3381044435731315e-43,1.1257910147513869e-56,0.0,0.49999999999999994,8.9353875337756129e-18,6.1909986069770053e-17,2.698392950381019e-18,1.6945883574151312e-32,1.2479731769337346e-19,1.2479731769150502e-19,9.3422902045194587e-31
1.3628609383823893e-23,0.004023131612903226,0.0,0.0,0.01094291798709675,0.5,2.7070712263334146e-169,6.791267114012868e-58,8.90718575202917e-96,7.7118605035397574e-115,9.7426108875032204e-184,1.7722572140735601e-42,9.2299149132696898e-56,0.0,0.49999999999999989,1.8126071853441799e-17,1.2558882888438647e-16,5.473882842157583e-18,6.9229463706060985e-32,2.5316027303705006e-19,2.5316027302941678e-19,3.8166303799444785e-30
2.7449171012490376e-23,0.004023131612903226,0.0,0.0,0.010942917987096725,0.5,7.1006939721596635e-167,5.5225456307618071e-57,1.4359143740129184e-94,2.4870675559066464e-113,5.1350980858363834e-181,7.1637470189275492e-42,7.4746243985602847e-55,0.0,0.49999999999999972,3.6507440490374501e-17,2.529465145136063e-16,1.1024862625577114e-17,2.7983656113880796e-31,5.0988618373024807e-19,5.0988618369939323e-19,1.5427430222231036e-29
5.509029426982334e-23,0.004023131612903226,0.0,0.0,0.010942917987096677,0.5,1.8398498489617897e-164,4.4541331194166069e-56,2.3060742471639776e-93,7.9894485618761599e-112,2.6673684764100758e-178,2.8805111690813926e-41,6.0162279937328644e-54,0.0,0.49999999999999944,7.3270177754641217e-17,5.0766188577199437e-16,2.2126822191881781e-17,1.125210504679917e-30,1.0233380051400231e-18,1.023338005015957e-18,6.2033018398944742e-29
1.1037254078448927e-22,0.004023131612903226,0.0,0.0,0.01094291798709658,0.5,4.7384204926597999e-162,3.5778019480710171e-55,3.6966077471940963e-92,2.5615566580604709e-110,1.3755485143614819e-175,1.1552138128723974e-40,4.8276440763994637e-53,0.0,0.49999999999999883,1.4679565224477999e-16,1.0170926282885637e-15,4.4330741322353545e-17,4.5125973864638285e-30,2.0502416480530898e-18,2.0502416475555293e-18,2.4878014871241185e-28
2.209370338138211e-22,0.004023131612903226,0.0,0.0,0.010942917987096384,0.49999999999999994,1.2166812570237866e-159,2.8680511050773813e-54,5.9200835526758532e-91,8.2048742830418968e-109,7.0681384607159893e-173,4.6268808152221868e-40,3.8679899915990382e-52,0.0,0.49999999999999767,2.9384660107147861e-16,2.0359541133208748e-15,8.8738579574746765e-17,1.8073927128832284e-29,4.1040489342532883e-18,4.1040489322604515e-18,9.9641822511132219e-28
4.420660198724848e-22,0.004023131612903226,0.0,0.0,0.010942917987095993,0.49999999999999983,3.1193766714464309e-157,2.296766976900673e-53,9.4765426112192813e-90,2.6268226471372365e-107,3.6253840944808471e-170,1.8519581264128084e-39,3.0967438973849559e-51,0.0,0.49999999999999534,5.8794849811056078e-16,4.0736770833821899e-15,1.7755425604533198e-16,7.2342810528722684e-29,8.2116635081499494e-18,8.2116635001734101e-18,3.9882696404515895e-27
8.843239919898121e-22,0.004023131612903226,0.0,0.0,0.010942917987095211,0.49999999999999967,7.9915892950105136e-155,1.8383444746270129e-52,1.5165995324880323e-88,8.4078530762506576e-106,1.8578615687042756e-167,7.4102447958934977e-39,2.4783362825563387e-50,0.0,0.49999999999999067,1.1761522897314638e-15,8.1491230234915871e-15,3.5518560884969758e-16,2.8946547298872501e-28,1.6426892661928324e-17,1.6426892630011776e-17,1.5958273516938238e-26
1.7688399362244672e-21,0.004023131612903226,0.0,0.0,0.010942917987093646,0.49999999999999933,2.0466132008422736e-152,1.4710480298931384e-51,2.4268414255037271e-87,2.6908362831947724e-104,9.5165155011842252e-165,2.9645804469788745e-38,1.9830455735122632e-49,0.0,0.49999999999998135,2.352559863144225e-15,1.6300014903657457e-14,7.10448313911209e-16,1.1580503805464759e-27,3.2857350993425266e-17,3.2857350865738299e-17,6.3843485418226617e-26
3.537871824693777e-21,0.004023131612903226,0.0,0.0,0.010942917987090517,0.49999999999999861,5.2403108871331303e-150,1.1769874253827222e-50,3.8831720254929417e-86,8.6111933970949589e-103,4.8735478666430711e-162,1.1859286928640138e-37,1.5865870957297924e-48,0.0,0.49999999999996264,4.7053749706535698e-15,3.2601798663777479e-14,1.4209737218453537e-15,4.6325785261878425e-27,6.5718267752179938e-17,6.5718267241390493e-17,2.5539472553478871e-25
7.075935601632397e-21,0.004023131612903226,0.0,0.0,0.010942917987084258,0.49999999999999717,1.3416451837223658e-147,9.4164954965410245e-50,6.2132558566491114e-85,2.7556646623785639e-101,2.4955360869285351e-159,4.7439078182760865e-37,1.2693299375169998e-47,0.0,0.49999999999992528,9.4110050284075533e-15,6.5205366183170696e-14,2.8420245289581289e-15,1.8531068139373096e-26,1.3144010165273248e-16,1.3144009960949155e-16,1.021620468789654e-24
1.4152063155509635e-20,0.004023131612903226,0.0,0.0,0.010942917987071742,0.49999999999999434,3.4347724751557136e-145,7.5334349238623501e-49,9.9413539361993368e-84,8.818259423601286e-100,1.2777860653309055e-156,1.8976017468034988e-36,1.0154880597455938e-46,0.0,0.49999999999985051,1.8822264514856742e-14,1.3041250121856975e-13,5.6841261081616254e-15,7.4125780651746058e-26,2.6288377098601027e-16,2.6288376281288019e-16,4.0865649895127489e-24
2.830431826326411e-20,0.004023131612903226,0.0,0.0,0.01094291798704671,0.49999999999998868,8.7932235753043859e-143,6.0268434823356745e-48,1.590628223807313e-82,2.8218642662713478e-98,6.54244807157305e-154,7.5904843024215564e-36,8.1240009936212779e-46,0.0,0.49999999999970102,3.7644780971520318e-14,2.6082677127581838e-13,1.1368329126480406e-14,2.96506138807641e-25,5.2577111578125634e-16,5.2577108308840431e-16,1.6346426024823601e-23
5.660882847877306e-20,0.004023131612903226,0.0,0.0,0.010942917986996644,0.4999999999999773,2.2510917420665334e-140,4.8215132132799149e-47,2.545014560258663e-81,9.0300000945995848e-97,3.349780555477141e-151,3.0362092445061782e-35,6.4992395221230907e-45,0.0,0.49999999999940203,7.5289803819911118e-14,5.2165531133611764e-13,2.273673460276515e-14,1.1860305875411411e-24,1.0515458298865102e-15,1.0515456991144404e-15,6.5386034926993876e-23
1.1321784890979099e-19,0.004023131612903226,0.0,0.0,0.010942917986896516,0.49999999999995454,3.7863542887014722e-138,3.8572262773619018e-46,2.5450234454760229e-81,2.6525688511708414e-96,2.9176536942337283e-148,1.2144868508587028e-34,5.1994073017699757e-44,0.0,0.49999999999880401,1.5057980925696848e-13,1.0433123912399248e-12,4.5473543313923581e-14,4.7441344138719023e-24,2.103095356156055e-15,2.1030948330664735e-15,2.6154479090624613e-22
2.2643588977182684e-19,0.004023131612903226,0.0,0.0,0.010942917986696256,0.49999999999990907,7.7758964715803694e-136,3.0857878417406408e-45,2.5455921010710342e-81,6.1524883758068901e-96,1.3103341951261138e-145,4.8579540962888535e-34,4.1595324240621582e-43,0.0,0.49999999999760802,3.0115965909235854e-13,2.0866265501803722e-12,9.0947151770597975e-14,1.897656177540377e-23,4.2061948009312169e-15,4.2061927085704524e-15,1.04618038235416e-21
