Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),COX(50)
6.450778387925648e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999726,0.11866996602996273,0.022821567693054223,0.0,2.616293399445568e-61,4.307600390999192e-36,1.0170600097202486e-75,1.6144345871779678e-48,9.8941745130786948e-120,6.5595182865778746e-22,9.6270642472110187e-102,6.5595182862255019e-22,2.5016478112693076e-68,7.3190034227821477e-63,9.8845474051488701e-101,5.9726986883164412e-102,3.6077318815407417e-49,7.4685663750280591e-81,2.6014104975124807e-15,1.2507812848323788e-16,4.8211868757002497e-20,3.4349168002136707e-32,4.821186876376936e-20,3.3829877136676809e-30,2.9392407877556813e-36,1.1696191487014312e-42,1.5304287142339349e-67,1.5231809611960653e-49,8.7495776362951749e-91
1.2907161274885116e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999454,0.11866996602996012,0.02282156769305416,0.0,4.1908864810153166e-60,1.7241628546626501e-35,1.1543450921595026e-73,1.2928570336369722e-47,4.4892902558272119e-117,1.3124735547176043e-21,6.1708439604645518e-100,1.312473554576563e-21,4.0069841160345103e-67,1.1723939864720347e-61,2.242892728351202e-98,1.3552590632101932e-99,2.8883569069038344e-48,2.3926236732760969e-79,5.2050811257771009e-15,2.5026492606159265e-16,9.6465624447938817e-20,1.3748505358761547e-31,9.6465624475023905e-20,1.3540755407116688e-29,2.3531771795744247e-35,1.6625100449151895e-41,8.6917585338388623e-66,1.2194709976349388e-48,1.9853578754636742e-88
2.581992704880405e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999891,0.11866996602995492,0.022821567693054035,0.0,6.7091941765656998e-59,6.8988980866654728e-35,1.3829862312170331e-71,1.0348096282272285e-46,2.1506397084739293e-114,2.6255170070486527e-21,3.9523901919887259e-98,2.6255170064843048e-21,6.4146546621781231e-66,1.8768913403239393e-60,5.3730291757960688e-96,3.2466316356716383e-97,2.311527737401072e-47,7.6606902686487927e-78,1.0412422382301648e-14,5.0063852121829258e-16,1.9297313580947465e-19,5.5011021468920705e-31,1.9297313591785041e-19,5.4180565104923441e-29,1.8832527048765809e-34,2.4927165825083727e-40,5.2091047178567979e-64,9.7594753139333503e-48,4.7560837985080446e-86
5.164545859664192e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997816,0.11866996602994451,0.022821567693053785,0.0,1.0737475191919343e-57,2.7600091375537097e-34,1.7096314982914991e-69,8.2805735397789437e-46,1.063231515708492e-111,5.2516039125564119e-21,2.5305061804370792e-96,5.2516039102986533e-21,1.02662323101734e-64,3.0038031918213656e-59,1.3282429917846656e-93,8.0258557617472142e-95,1.8495163935279963e-46,2.4521082171187521e-76,2.0827104895331955e-14,1.0013857115316534e-15,3.8598815845119884e-19,2.2007264026537627e-30,3.8598815888477348e-19,2.1675678717203932e-28,1.5068815467982832e-33,3.8544183138323542e-39,3.2205529933333292e-62,7.8090648354671356e-47,1.1757306243412918e-83
1.0329652169231765e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995634,0.11866996602992368,0.022821567693053286,0.0,1.7181349523326534e-56,1.1040940462316616e-33,2.149518187472553e-67,6.6252975345865919e-45,5.3466513379215609e-109,1.0503777726954573e-20,1.6198364914321066e-94,1.0503777717922802e-20,1.6428199881655812e-63,4.8064764572484372e-58,3.3397689239937327e-91,2.0180421674155247e-92,1.4796624085136868e-45,7.8478461865783035e-75,4.1656469921317468e-14,2.0028800921582208e-15,7.7201820340925803e-19,8.803040734030089e-30,7.7201820514370422e-19,8.6709168546335772e-28,1.2056089025586024e-32,6.059857405841874e-38,2.0248764651455935e-60,6.2478479004003526e-46,2.9562878131648738e-81
2.0659864788366913e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991266,0.11866996602988202,0.022821567693052283,0.0,2.7488638379484184e-55,4.4165602075445717e-33,2.7265040013797296e-65,5.3005735209126048e-44,2.7125888283252144e-106,2.1008125369281471e-20,1.0367953761751986e-92,2.1008125333152922e-20,2.6286902445779507e-62,7.6899383279957322e-57,8.4721992686471241e-89,5.1192929097657257e-90,1.1836402257164866e-44,2.5114867720487498e-73,8.3315199972987975e-14,4.0058688534107363e-15,1.5440782920238189e-18,3.5208945863078814e-29,1.5440782989619382e-18,3.468459647213114e-27,9.6451563042881245e-32,9.6098662419366714e-37,1.2842929364249896e-58,4.9985201616208938e-45,7.499398791464419e-79
4.132029002663721e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319982534,0.11866996602979869,0.022821567693050281,0.0,4.3972184700818152e-54,1.7666634751029279e-32,3.4739110892103266e-63,4.240593004778135e-43,1.3824356978485142e-103,4.2016820708057581e-20,6.6358104806299373e-91,4.2016820563540438e-20,4.2060469943745035e-61,1.2301204326506583e-55,2.1588923987939621e-86,1.3045021955965576e-87,9.4670129928708373e-44,8.0370392449056516e-72,1.6663266007512709e-13,8.0118463759132912e-15,3.0881984640467104e-18,1.4080146242189859e-28,3.0881984918001759e-18,1.3873735032013246e-26,7.7160317301340423e-31,1.5306660329988939e-35,8.1820494325787322e-57,3.9989183334181886e-44,1.9110025620154342e-76
8.26411405031778e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631996507,0.11866996602963205,0.022821567693046274,0.0,7.0320864760743126e-53,7.0667533787150731e-32,4.4361277262064375e-61,3.392528058508846e-42,7.0612974983242733e-101,8.4034211602099016e-20,4.2470211156750763e-89,8.4034211024024608e-20,6.7297892343867129e-60,1.9672230728729671e-54,5.5136918763294781e-84,3.3316265132685009e-85,7.5699691832827987e-43,2.571897595673658e-70,3.3326758027459762e-13,1.6023801420908488e-14,6.1764387872675746e-18,5.6291430453171427e-28,6.1764388982859481e-18,5.5492418249005323e-26,6.172456329243315e-30,2.4434086096267944e-34,5.2242642134735903e-55,3.199184292227915e-43,4.8805946082774221e-74
1.6528284145625898e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319930137,0.11866996602929877,0.022821567693038263,0.0,1.1239967645641042e-51,2.8267377989980301e-31,5.6709512399415556e-59,2.7140438746821903e-41,3.6107183298456289e-98,1.680689942561388e-19,2.7181262617716107e-87,1.680689919438294e-19,1.0767753879073967e-58,3.1443729583389417e-53,1.40968642986501e-81,8.5179745006369161e-83,6.0500500255551933e-42,8.2301442676396752e-69,6.6653742065430773e-13,3.2047711510859256e-14,1.235291935040963e-17,2.2492939745893961e-27,1.2352919794512442e-17,2.2194611444357211e-25,4.9372867758937669e-29,3.9045223973308469e-33,3.3392634865172654e-53,2.5593812709622341e-42,1.2478221903891648e-71
3.3056624336242133e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319860276,0.11866996602863222,0.022821567693022238,0.0,1.7947423941095821e-50,1.1307156457280264e-30,7.2526513116848917e-57,2.1712436162673649e-40,1.8471125882371961e-95,3.3613856302804592e-19,1.7396112570540421e-85,3.3613855377878484e-19,1.7228478669392354e-57,5.020769206580869e-52,3.6057254424139425e-79,2.1787453341425538e-80,4.8305435489179722e-41,2.6336576162477147e-67,1.3330771013368044e-12,6.4095531690602287e-14,2.4705880143495045e-17,8.9782571601310412e-27,2.4705881920127214e-17,8.8758927607953231e-25,3.9487093703030064e-28,6.2419930696506089e-32,2.1353204926320843e-51,2.0475409228047873e-41,3.191704855641455e-69
6.611330471747461e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319720554,0.11866996602729912,0.02282156769299019,0.0,2.8599481814328401e-49,4.5230094512363806e-30,9.2756122772470226e-55,1.7369982121711755e-39,9.449288650323789e-93,6.7227771442716957e-19,1.1133545101901043e-83,6.7227767743007941e-19,2.7565622495232454e-56,8.0006373012491527e-51,9.2229195006815134e-77,5.5729126008729578e-78,3.849309715929053e-40,8.427722287949245e-66,2.6661564623941043e-12,1.2819117204945441e-13,4.9411800396871183e-17,3.5762431186938723e-26,4.941180750513851e-17,3.5487830843288458e-24,3.1571625537565483e-27,9.9788454357523795e-31,1.3654597394231955e-49,1.63808286933418e-40,8.1639109158909689e-67
1.3222666547993955e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319441111,0.11866996602463291,0.022821567692926096,0.0,4.5390820662456442e-48,1.8093176841536609e-29,1.1858001027726898e-52,1.389599757468526e-38,4.8320235613175773e-90,1.3445560726466484e-18,7.1254789546579128e-82,1.344555924658203e-18,4.4105036983870025e-55,1.2697874354482673e-49,2.3581314233146953e-74,1.4248915674881397e-75,3.0555138750169874e-39,2.6968737394669184e-64,5.3323151832779281e-12,2.5638245276462377e-13,9.8823635572445305e-17,1.4185872293045893e-25,9.8823664019345823e-17,1.4182528786263952e-23,2.5228403591648657e-26,1.5946220586675597e-29,8.7280335395516142e-48,1.3105434973996156e-39,2.0873601239310817e-64
2.6445338700486946e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631888222,0.11866996601930049,0.022821567692797903,0.0,7.1473122653707904e-47,7.2381728241158979e-29,1.514376198166141e-50,1.1116800571755626e-37,2.4683910059126004e-87,2.6891130107704851e-18,4.5603091340190823e-80,2.6891124188165885e-18,7.0568078182078909e-54,1.9993966050015088e-48,6.0231274017466144e-72,3.6394508083920089e-73,2.4069660295532176e-38,8.6299984789206797e-63,1.0664632620122474e-11,5.1276501418482867e-13,1.9764728459888547e-16,5.5812533866724636e-25,1.9764739849665467e-16,5.6629483161847037e-23,2.013658830221369e-25,2.5455713179920559e-28,5.5732070714478996e-46,1.0485568614288285e-38,5.3315133717192841e-62
5.2890683005472925e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317764441,0.11866996600863566,0.022821567692541522,0.0,1.1083194407145519e-45,2.895985854446035e-28,1.9298289224546978e-48,8.89343787993582e-37,1.2582429636721523e-84,5.3782277737572822e-18,2.9185978779948507e-78,5.3782254059419105e-18,1.129088961846082e-52,3.1003290549062381e-47,1.535114501805356e-69,9.2758681212404376e-71,1.8682504052296895e-37,2.761598853456021e-61,2.1329267474119163e-11,1.0255301369847483e-12,3.9529449735297086e-16,2.1613512131298251e-24,3.952949538193641e-16,2.2571675594080633e-22,1.6035837291388503e-24,4.0548031221057557e-27,3.5510175182496254e-44,8.3903939110092508e-38,1.3588370504959455e-59
1.0578137161544488e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631552888,0.11866996598730599,0.022821567692028758,0.0,1.669897348376066e-44,1.1589618050183953e-27,2.4485939246477946e-46,7.1147435413342351e-36,6.386069275934576e-82,1.075646084668435e-17,1.8679021246396152e-76,1.0756451375426762e-17,1.8065406960849086e-51,4.6709660660451381e-46,3.8956164185569804e-67,2.3539105337966451e-68,1.4103948159405076e-36,8.8371084797493739e-60,4.2658537103342905e-11,2.0510603824229578e-12,7.9058858166625779e-16,8.124352065176484e-24,7.9059041444629806e-16,8.9652048512585446e-22,1.2712409784131072e-23,6.4306707758028022e-26,2.2527127544281656e-42,6.7153861611446122e-37,3.4482528020797798e-57
2.115627488353888e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756311057762,0.11866996594464665,0.022821567691003228,0.0,2.3906966959804394e-43,4.6402981065931351e-27,3.0801473986282337e-44,5.6917829574420367e-35,3.2134433242096644e-79,2.1512941180327821e-17,1.1954560464252369e-74,2.1512903295333295e-17,2.8904592822839741e-50,6.6864125335069435e-45,9.8011223709565071e-65,5.9222880084709032e-66,1.0135334255572956e-35,2.8278691081165644e-58,8.5317076046711886e-11,4.1021208726549627e-12,1.5811753855156782e-15,2.8966259712221612e-23,1.5811827706958085e-15,3.5362965016072045e-21,9.987779794395541e-23,1.0110631444624868e-24,1.41677436257991e-40,5.3771293713566422e-36,8.675436413642976e-55
4.2312550327527663e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756302115526,0.11866996585932797,0.022821567688952167,0.0,3.1524314793706716e-42,1.8595446682722136e-26,3.8097753355732975e-42,4.5534069428543586e-34,1.5900204262625645e-76,4.3025958598576029e-17,7.6509007737658018e-73,4.3025807058893723e-17,4.6247157316668553e-49,8.8151488439612213e-44,2.4247289951073099e-62,1.465132199569466e-63,6.7278232938097411e-35,9.0491443426332829e-57,1.7063415267313578e-10,8.2042418505527724e-12,3.1623435341249393e-15,9.4855446084555493e-23,3.1623734905188826e-15,1.376202126704412e-20,7.7106272806197292e-22,1.5629038382352133e-23,8.7607108438102039e-39,4.3091325090700174e-35,2.1461691272572205e-52
6.346882577151645e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675629317329,0.11866996577400929,0.022821567686901106,0.0,1.1057057045696515e-41,3.9564061818749164e-26,2.4645110289059723e-41,1.3517893966461564e-33,1.3400254254696031e-75,6.4539032767589383e-17,4.3439486012359523e-72,6.4538710746201509e-17,1.7496204069534183e-48,3.0934002770406774e-43,1.804669169988762e-61,1.0904636115076659e-62,1.7401102710575053e-34,4.2213988945600428e-56,2.5595122803924568e-10,1.2306362825892866e-11,4.7435062236636644e-15,1.7717314035389753e-22,4.7435704738429333e-15,2.8699118088532162e-20,2.1602712380620353e-21,5.658388738064898e-23,4.8302092497750703e-38,1.2333283365378536e-34,1.5973291732819081e-51
1.0578137665949401e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756275288818,0.11866996560337194,0.022821567682798985,0.0,6.8681685945773645e-41,1.0970786151202915e-25,1.0439337278766592e-39,6.3320133842079578e-33,1.7692243463672369e-73,1.0756540810710861e-16,1.1677679326374686e-70,1.0756451781580695e-16,1.3808072004852223e-47,1.9220666911077919e-42,1.3414982544761283e-59,8.1059401686181266e-61,6.2650651475842662e-34,5.6569046474289851e-55,4.2658537373020946e-10,2.0510604766369915e-11,7.9058097666111938e-15,3.7556426441239772e-22,7.9059914014798828e-15,7.571064004065107e-20,9.3514751816571142e-21,4.1115768347116562e-22,1.18149704326031e-36,5.6833886881586136e-34,1.1873010292561409e-49
1.4386267245867383e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756259192794,0.11866996544979833,0.022821567679107077,0.0,1.7534479980416792e-40,1.9572214809137599e-25,4.8709548919501263e-39,1.4611688811816206e-32,9.6946640915482379e-73,1.4628932927341999e-16,5.0706003795099965e-70,1.4628774393207824e-16,3.8749800144731473e-47,4.9088252885285288e-42,6.8462972515211987e-59,4.1368411627367693e-60,1.2427423572725194e-33,1.8774810819626806e-54,5.8015610077997123e-10,2.7894422504571262e-11,1.0751865317103284e-14,5.6887923729195224e-22,1.0752193307070329e-14,1.3073584826806998e-19,2.036328303557674e-20,1.1030891316584762e-21,4.9399749405122394e-36,1.2811777010596303e-33,6.0592928963327347e-49
1.8194396825785365e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756243096769,0.11866996529622471,0.022821567675415169,0.0,3.6139993448860087e-40,3.0607028420228955e-25,1.6789977865756316e-38,2.8133792786778185e-32,4.4108377115310919e-72,1.8501344452196234e-16,1.5353775288408472e-69,1.8501096978756804e-16,8.871963594575648e-47,1.0119094319503552e-41,2.7261785628959856e-58,1.6472798267020477e-59,2.0899172157526665e-33,5.0447965801374165e-54,7.3372682351949242e-10,3.5278240234070922e-11,1.3597902198095681e-14,7.70176806654051e-22,1.3598421103109613e-14,1.9798128815096956e-19,3.7193660783655055e-20,2.4143065724964538e-21,1.4507092276968974e-35,2.4250195744777694e-33,2.4127451015931688e-48
2.2002526405703347e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756227000745,0.1186699651426511,0.022821567671723261,0.0,6.4574107284393589e-40,4.3948689426393367e-25,4.6489354393171897e-38,4.7834138165000868e-32,1.4792092929297838e-71,2.2373774310062442e-16,3.9859968616751421e-69,2.2373419539672261e-16,1.7300804694396099e-46,1.8083575786135299e-41,8.3208840250050693e-58,5.027851404913364e-59,3.1593708186073965e-33,1.1160258434441848e-53,8.8729754218753489e-10,4.2662057955354377e-11,1.6443921443875416e-14,9.7576767848724493e-22,1.644467449263181e-14,2.7584634050828561e-19,6.0233082262905474e-20,4.5213016576294818e-21,3.6419912686977891e-35,4.0585991917875434e-33,7.3640943928469694e-48
2.9618785565539307e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756194808701,0.11866996483550392,0.022821567664339442,0.0,1.5191065695156761e-39,7.5914436564779614e-25,2.1497026378872323e-37,1.057608304454798e-31,8.6193794154017912e-71,3.0118675833569263e-16,1.7630840104428095e-68,3.0118064605326965e-16,4.5932636024560054e-46,4.2558382209291556e-41,4.3183522388831246e-57,2.6093391449210917e-58,5.8116658585476226e-33,3.5113490022937668e-53,1.1944389702386869e-09,5.7429693379189396e-11,2.2135919718969615e-14,1.3916444327292858e-21,2.2137242743118653e-14,4.5336665197418832e-19,1.2222459472616349e-19,1.1224303232343335e-20,1.5053093931114959e-34,8.6820882969366497e-33,3.8217095140456082e-47
3.723504472537527e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756162616658,0.11866996452835674,0.022821567656955623,0.0,2.9665748112005624e-39,1.1646800082052592e-24,6.9643757792705843e-37,1.9813985440895262e-31,3.3529274349179356e-70,3.7863645122408737e-16,5.30523062787016e-68,3.7862709579926325e-16,9.9633490666157752e-46,8.3135071022563508e-41,1.5417371869600181e-56,9.3158525537152243e-58,9.3003403379432672e-33,8.6853329939384406e-53,1.5015803832399971e-09,7.219732877266538e-11,2.7827852808054031e-14,1.8118038073151321e-21,2.7829914446601721e-14,6.6334345159884782e-19,2.1192306800157256e-19,2.2910032130081091e-20,4.3324993342325646e-34,1.5815917770543718e-32,1.3644001190140968e-46
4.4851303885211235e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756130424614,0.11866996422120957,0.022821567649571804,0.0,5.1726699389266789e-39,1.6623513747360209e-24,1.9070548397848813e-36,3.3533008761286714e-31,1.0971915156799118e-69,4.5608686772175112e-16,1.3733140735432715e-67,4.5607354457294461e-16,1.9255241779236281e-45,1.4498660775915551e-40,4.6376899509956176e-56,2.8022940148719721e-57,1.368633008013063e-32,1.8890868163718392e-52,1.8087217801706685e-09,8.6964964133726424e-11,3.3519716290461475e-14,2.2332316175915702e-21,3.3522703317871027e-14,9.0313853183946394e-19,3.3419026191885923e-19,4.1772909193100253e-20,1.0700234616893663e-33,2.6208077556333093e-32,4.104160079902417e-46
6.008382220488316e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756066040539,0.11866996360691527,0.022821567634804169,0.0,1.2812604048326374e-38,2.9414319673003245e-24,1.4223771057661955e-35,7.9744034054132498e-31,1.6925975592375318e-68,6.1098991226997527e-16,8.4978853696980279e-67,6.1096643914859406e-16,6.0589344037655598e-45,3.5918475305203493e-40,4.9317304330896751e-55,2.9799576283050846e-56,2.5205858915337152e-32,7.9145296148991479e-52,2.4230045249145347e-09,1.1650023475678083e-10,4.4903230517791406e-14,3.0760060526317966e-21,4.4908676304954971e-14,1.449935902812813e-18,6.8897203880274987e-19,1.146516193370982e-19,5.676249001405847e-33,6.0685112333950525e-32,4.3638816828908602e-45
7.531634052455509e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756001656468,0.11866996299262107,0.022821567620036533,0.0,2.5615586180025752e-38,4.5991375442659578e-24,5.7083383196977009e-35,1.5573412992676131e-30,9.6930722274118045e-68,7.6589589631552469e-16,3.0750710620116291e-66,7.6585932977432436e-16,1.4554520179225646e-44,7.1811989587255502e-40,2.3789431001185719e-54,1.4374550339421948e-55,4.0377261240288922e-32,2.3165610547505848e-51,3.0372872043725961e-09,1.4603550524815682e-10,5.6286461984001237e-14,3.9187580847688809e-21,5.629520457889733e-14,2.0694254173046229e-18,1.1936178009246283e-18,2.4756266911894435e-19,1.8717214481313506e-32,1.169503572629116e-31,2.1048851126488282e-44
