Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(40),HX(39),CH3X(38),CH2X(175),CHX(176)
2.330025757185911e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999054,0.11866996602995589,0.022821567693054285,0.0,7.626309456589247e-71,5.6181186041161303e-35,0.0,3.7672267447185796e-42,0.0,2.3693021027635369e-21,1.0573973866816892e-93,2.3693019074908209e-21,2.1073680755862683e-61,2.985510623437712e-89,0.0,0.0,2.0222691573666259e-57,2.2711240365643917e-73,9.3963132814461327e-15,3.8759189926606986e-17,3.8759189926009837e-17,2.0093882260057535e-28,5.2775944022776481e-35
4.660557272079047e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319998105,0.11866996602994645,0.022821567693054285,0.0,1.2204578057682931e-69,2.24761327423381e-34,0.0,3.014544633670024e-41,0.0,4.7391188792540744e-21,6.7699560129937227e-92,4.7391180980360551e-21,3.3727038129042152e-60,9.5565810967207417e-88,0.0,0.0,1.6181225810804055e-56,7.2696346145554203e-72,1.8794666135974005e-14,7.752679296190642e-17,7.7526792959517428e-17,8.0388592274917599e-28,4.2228763376606299e-34
9.321620301865319e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319996212,0.11866996602992758,0.022821567693054285,0.0,1.9529311513066532e-68,8.9911848302620585e-34,0.0,2.4119410393002075e-40,0.0,9.4787536043338117e-21,4.3336084809260431e-90,9.4787504792074066e-21,5.3970581183224983e-59,3.058577859543249e-86,0.0,0.0,1.2946209822255089e-55,2.3266091579598609e-70,3.7591371844968605e-14,1.5506199903369019e-16,1.5506199902413344e-16,3.2158037071825354e-27,3.3786201881661654e-33
1.8643746361437865e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999242,0.11866996602988983,0.022821567693054285,0.0,3.1248487917279931e-67,3.5966202968168142e-33,0.0,1.9296749717296117e-39,0.0,1.8958027742887933e-20,2.7737776514476345e-88,1.8958015241873642e-20,8.6358786446522727e-58,9.7882061017875724e-85,0.0,0.0,1.0357459588008317e-54,7.4456710749325509e-69,7.5184783262713203e-14,3.1013241118199731e-16,3.1013241114376872e-16,1.2863724742598356e-26,2.703021816502159e-32
3.7287998480582954e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319984837,0.11866996602981433,0.022821567693054285,0.0,4.999885262666444e-66,1.4386774024589195e-32,0.0,1.5437888348121789e-38,0.0,3.7916594773574752e-20,1.7753041363029467e-86,3.7916544768500232e-20,1.3817874370763487e-56,3.1323482403424962e-83,0.0,0.0,8.2861644229392493e-54,2.3826982300001554e-67,1.5037160609722411e-13,6.202732354975701e-16,6.2027323534465277e-16,5.1455837719923171e-26,2.1624645400121174e-31
7.457650271887313e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319969677,0.11866996602966334,0.022821567693054285,0.0,7.9999182817094872e-65,5.7547682599709312e-32,0.0,1.2350506108340001e-37,0.0,7.5833803849262681e-20,1.1362230804261493e-84,7.5833603826929902e-20,2.2108973826129649e-55,1.0023717522115347e-81,0.0,0.0,6.6290103287330219e-53,7.6247679144112469e-66,3.0074525176233267e-13,1.2405548842045512e-15,1.2405548835928746e-15,2.0582457962709435e-25,1.7299853775250738e-30
1.4915351119545349e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319939357,0.11866996602936135,0.022821567693054285,0.0,1.2799951070562892e-63,2.3019190997873628e-31,0.0,9.8804830546398349e-37,0.0,1.5166852205789555e-19,7.2719285814757231e-83,1.5166772196449525e-19,3.5374657974096551e-54,3.207626904330405e-80,0.0,0.0,5.3032399206582251e-52,2.4399471042271174e-64,6.0149254307689667e-13,2.4811181819218536e-15,2.4811181794751329e-15,8.2329558593071292e-25,1.3839856572165679e-29
2.983075281486142e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319878711,0.11866996602875737,0.022821567693054285,0.0,2.0479988225142273e-62,9.2077005165582046e-31,0.0,7.904417703713301e-36,0.0,3.0333915870418803e-19,4.6540792152035761e-81,3.033359583224498e-19,5.6599692587992521e-53,1.0264496441208515e-78,0.0,0.0,4.2426048257318452e-51,7.8078649210168555e-63,1.2029871256434121e-12,4.9622447785698763e-15,4.9622447687829066e-15,3.293135358997279e-24,1.1071744393058529e-28
5.966155620549356e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319757419,0.11866996602754942,0.022821567693054285,0.0,3.276803774972543e-61,3.6830854507171755e-30,0.0,6.3235466553070935e-35,0.0,6.0668523291287075e-19,2.9786412593834418e-79,6.0667243136965452e-19,9.0559699833690732e-52,3.2846729465253858e-77,0.0,0.0,3.3940893780272286e-50,2.498522240091854e-61,2.4059762905259936e-12,9.9244979767198262e-15,9.9244979375714821e-15,1.3172115328085042e-23,8.8571307227655111e-28
1.1932316298675785e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319514836,0.11866996602513352,0.022821567693054285,0.0,5.2428916485929348e-60,1.4732355655917179e-29,0.0,5.0588423024842671e-34,0.0,1.2133965849945115e-18,1.9063609041297949e-77,1.2133453787892459e-18,1.4489567254095853e-50,1.051113359583104e-75,0.0,0.0,2.7152742882021562e-49,7.9952798831627086e-60,4.8119546192893573e-12,1.9849004392439287e-14,1.9849004235840754e-14,5.2684952280556439e-23,7.0852651836521515e-27
2.3864637654928644e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319029668,0.11866996602030172,0.022821567693054285,0.0,8.3886345853733755e-59,5.8929477248614874e-29,0.0,4.0470758033625855e-33,0.0,2.4268961038146808e-18,1.2201072575825932e-75,2.426691278929158e-18,2.3183319655943801e-49,3.3636719808999749e-74,0.0,0.0,2.1722214709574015e-48,2.5584909379659908e-58,9.6239112728088889e-12,3.969801730156263e-14,3.9698016675147768e-14,2.1071154119828657e-22,5.6675029378637177e-26
4.772928036743436e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318059339,0.1186699660106381,0.022821567693054285,0.0,1.3421832768981402e-57,2.3571823359511282e-28,0.0,3.2376613793663792e-32,0.0,4.8542024000761373e-18,7.8091419912247756e-74,4.8533831004118957e-18,3.7093320528447058e-48,1.0764439690703479e-72,0.0,0.0,1.7377794746573914e-47,8.1871730802922549e-57,1.9247824563819168e-11,7.9396043430812535e-14,7.9396040924835725e-14,8.4261970471125021e-22,4.5328655073854389e-25
9.545856579244579e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756316118675,0.11866996599131087,0.022821567693054285,0.0,2.1474981813986383e-56,9.4287530638786865e-28,0.0,2.5901293215653494e-31,0.0,9.7100440270473457e-18,4.9989420752614288e-72,9.7067668281890336e-18,5.9349318314816092e-47,3.4453375739314889e-71,0.0,0.0,1.3902268696556035e-46,2.6198956403716022e-55,3.8495651081724578e-11,1.5879209693399149e-13,1.5879208690850731e-13,3.368667698051652e-21,3.624473773483057e-24
1.9091713664246863e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756312237352,0.11866996595265641,0.022821567693054285,0.0,3.436012380994625e-55,3.771519752016095e-27,0.0,2.0721034219238934e-30,0.0,1.9426643418467408e-17,3.2003968745329221e-70,1.9413534622989962e-17,9.4958907938827815e-46,1.1028806310892967e-69,0.0,0.0,1.1121866049335538e-45,8.3836659579212106e-54,7.6991303861074861e-11,3.1758420892920453e-13,3.1758416881303403e-13,1.3460202003134991e-20,2.8966730374026728e-23
3.8183427834251435e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756304474705,0.11866996587534751,0.022821567693054285,0.0,5.4976683304175384e-54,1.5086226320606999e-26,0.0,1.6576825273161311e-29,0.0,3.8879506748712619e-17,2.0496251424389375e-68,3.8827071569578539e-17,1.5193423324120553e-44,3.5315937458008249e-68,0.0,0.0,8.8975739681078114e-45,2.682772772730146e-52,1.5398260839393324e-10,6.3516845295066828e-13,6.3516829237082641e-13,5.3725401867419254e-20,2.3127022024160194e-22
5.727514200425601e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756296712059,0.1186699657980386,0.022821567693054285,0.0,2.0235165574956315e-53,3.2058479070959298e-26,0.0,4.9212446049910683e-29,0.0,5.8352034623902852e-17,1.1636883858532729e-67,5.8240609873153902e-17,5.7479802614076884e-44,1.6522977728952896e-67,0.0,0.0,2.5441650165851674e-44,1.2515075315985902e-51,2.309739119009495e-10,9.5275271700316692e-13,9.5275237567736289e-13,1.1399739464860703e-19,6.6052844757150615e-22
9.545857034426515e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756281186767,0.11866996564342078,0.022821567693054285,0.0,1.5569362608705447e-52,8.8633941116459339e-26,0.0,2.3052138934608476e-28,0.0,9.7375748533746693e-17,3.1339004732699047e-66,9.7067691908252522e-17,4.5363628487896916e-43,2.4172796819596176e-66,0.0,0.0,1.1692238893866046e-43,1.6771008276843843e-50,3.849565148116133e-10,1.5879213262824778e-12,1.587920381285451e-12,3.1397035030390653e-19,3.0250448710819097e-21
1.2982365585027337e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756267214005,0.11866996550426476,0.022821567693054285,0.0,4.287897629511116e-52,1.5783294188442327e-25,0.0,5.3195140133442129e-28,0.0,1.325606276568566e-16,1.3620151400132372e-65,1.3201207012430051e-16,1.2730512797050247e-42,8.6621661746843223e-66,0.0,0.0,2.6319380507398962e-43,5.5661799154235408e-50,5.2354085411668931e-10,2.1595731404789335e-12,2.1595714562799785e-12,5.5767855614654806e-19,6.7962756246868043e-21
1.641887413562816e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756253241244,0.11866996536510875,0.022821567693054285,0.0,9.6577149780154572e-52,2.4638288607961012e-25,0.0,1.0242400583605075e-27,0.0,1.6781275895755429e-16,4.1249510124770772e-65,1.6695645298120949e-16,2.9147268137464239e-42,2.2898868285291735e-65,0.0,0.0,4.9745883120463695e-43,1.4956390988244634e-49,6.6212518991341233e-10,2.731225025220889e-12,2.7312223936163644e-12,8.6833352296104027e-19,1.2819580182828399e-20
1.9855382686228984e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756239268482,0.11866996522595273,0.022821567693054285,0.0,1.8562033709573756e-51,3.5321263823318175e-25,0.0,1.7414596330356446e-27,0.0,2.0312841705388104e-16,1.0716807145976851e-64,2.0190084022190409e-16,5.683894577940745e-42,5.1914322552112678e-65,0.0,0.0,8.3149219278986403e-43,3.3087104657821435e-49,8.0070952239612412e-10,3.3028769766951064e-12,3.3028732009200731e-12,1.2418096534488593e-18,2.1387340310081291e-20
2.672839978743063e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756211322952,0.1186699649476407,0.022821567693054285,0.0,4.8001554123213053e-51,6.0856176903711765e-25,0.0,3.8503841800283941e-27,0.0,2.7390460489685405e-16,4.7497869866874203e-64,2.7178962470043726e-16,1.5090511463507466e-41,1.8177391477023938e-64,0.0,0.0,1.7751723721534226e-42,1.0410242837589024e-48,1.0778781798040061e-09,4.446181032751956e-12,4.4461745189904375e-12,2.1308285605132884e-18,4.5521267087122717e-20
3.3601416888632273e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756183377434,0.11866996466932869,0.022821567693054285,0.0,1.0165692783891721e-50,9.3148800047827724e-25,0.0,7.2136413779066406e-27,0.0,3.4491561351573872e-16,1.431083704022663e-63,3.4167842538323085e-16,3.2733363101965714e-41,4.7404365896267645e-64,0.0,0.0,3.2280144021116091e-42,2.5749895778459414e-48,1.3550468249619547e-09,5.5894853391123479e-12,5.5894753564073316e-12,3.248581298482849e-18,8.2539176113695073e-20
4.047443398983392e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756155431911,0.11866996439101669,0.022821567693054285,0.0,1.9232560017632287e-50,1.3265801088278621e-24,0.0,1.2208401842782324e-26,0.0,4.1617737017054386e-16,3.7098574270788347e-63,4.115672433693865e-16,6.3261139679772755e-41,1.0728962886102564e-63,0.0,0.0,5.3398626214452039e-42,5.6007104873743513e-48,1.6322154570390843e-09,6.7327899154918775e-12,6.7327756805693176e-12,4.607756900624962e-18,1.3614031898860007e-19
5.422046819223721e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756099540869,0.11866996383439272,0.022821567693054285,0.0,5.8293124458046001e-50,2.3373611995837853e-24,0.0,2.9033075209467387e-26,0.0,5.594672563934015e-16,2.3046905742760604e-62,5.5134493222683729e-16,1.9906367507658467e-40,4.6414852212108582e-63,0.0,0.0,1.2317934176335761e-41,2.346516538708557e-47,2.1865526812137999e-09,9.0193999112835151e-12,9.0193747602083257e-12,8.0462289958153141e-18,3.1177778172935155e-19
6.79665023946405e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756043649833,0.11866996327776881,0.022821567693054285,0.0,1.3711051823455315e-49,3.6413856764759708e-24,0.0,5.6700451736733953e-26,0.0,7.0377578709302778e-16,8.3634237807817483e-62,6.9112269137801081e-16,4.7818973365214506e-40,1.3689492847680027e-62,0.0,0.0,2.3663978459182855e-41,6.868280022167515e-47,2.7408898522486359e-09,1.1306011044252147e-11,1.1305971754788893e-11,1.242534139539591e-17,5.9490473440898783e-19
9.545857079944708e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755931867771,0.11866996216452114,0.022821567693054285,0.0,5.3839507146781879e-49,7.1299974930260082e-24,0.0,1.585589419226886e-25,0.0,9.9545080955237319e-16,7.3841826289158538e-61,9.706784207019676e-16,1.9244380913665958e-39,7.9418341107746708e-62,0.0,0.0,6.509523113675386e-41,4.0573058128934876e-46,3.8495640347926688e-09,1.587923685148217e-11,1.5879159484623957e-11,2.3880134072256299e-17,1.6110664744063147e-18
1.5044270760906025e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675570830371,0.11866995993802643,0.022821567693054285,0.0,3.5791331749524713e-48,1.7631192488459084e-23,0.0,6.381009717025065e-25,0.0,1.5910331193717991e-15,1.4523893636483923e-59,1.5297907234687701e-15,1.3021215086809254e-38,8.8481099947463641e-61,0.0,0.0,2.5908336979203507e-40,4.7973651986622467e-45,6.0669117617547847e-09,2.5025703385120502e-11,2.5025509906126118e-11,5.6822739005945888e-17,6.1967061126004545e-18
2.054268444186734e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755484739742,0.11866995771153256,0.022821567693054285,0.0,1.1811604332673544e-47,3.2833247512072111e-23,0.0,1.6040121015200954e-24,0.0,2.2029255264102562e-15,7.82427087449638e-59,2.0889041517603701e-15,4.318284407633486e-38,3.8128354000623265e-60,0.0,0.0,6.4906900673207033e-40,2.0443731777559489e-44,8.2842586378589611e-09,3.4172190740233152e-11,3.4171826942560273e-11,1.0221474240742033e-16,1.5115150904725683e-17
2.6041098122828656e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755261175853,0.11866995548503954,0.022821567693054285,0.0,2.9032287719093998e-47,5.2739144028513695e-23,0.0,3.2212874283697429e-24,0.0,2.8311281744026539e-15,2.856294278191738e-58,2.6480187055931932e-15,1.0638093531082562e-37,1.1629618763948251e-59,0.0,0.0,1.3016214972010171e-39,6.0597747059184714e-44,1.0501604663095041e-08,4.3318700122911999e-11,4.331811059362742e-11,1.5885021087175576e-16,2.9572482249472342e-17
3.1539511803789975e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755037612046,0.1186699532585474,0.022821567693054285,0.0,6.0192412775001097e-47,7.7351922390839187e-23,0.0,5.6604150165185605e-24,0.0,3.4756410713605681e-15,8.3558380510020669e-58,3.2071343849746532e-15,2.2083145416041506e-37,2.9073365241375821e-59,0.0,0.0,2.2855680013277596e-39,1.465098217279248e-43,1.2718949837459854e-08,5.2465232665965756e-11,5.246436085930619e-11,2.2559616040866694e-16,5.0701692482773971e-17
4.2536339165712606e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756754590484694,0.11866994880556564,0.022821567693054285,0.0,1.8863074584245174e-46,1.4070933575367605e-22,0.0,1.3636252678481657e-23,0.0,4.8135974323235303e-15,4.7782229884627061e-57,4.3253691203971943e-15,6.9284982609821907e-37,1.2564380791529756e-58,0.0,0.0,5.5030338053316366e-39,5.9010016337252022e-43,1.715363763357486e-08,7.0758370850924172e-11,7.0756761234848396e-11,3.8580052321863319e-16,1.1659454442201885e-16
5.353316652763524e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675414335767,0.11866994435258728,0.022821567693054285,0.0,4.5576510498036057e-46,2.2292974012777321e-22,0.0,2.6898642218078558e-23,0.0,6.2167942264784853e-15,1.7502014178440587e-56,5.4436083580586839e-15,1.6748219023485968e-36,3.8371304507691782e-58,0.0,0.0,1.0854136316660315e-38,1.7154136072344697e-42,2.1588322026201903e-08,8.905161261708703e-11,8.9049028069930754e-11,5.755048137622521e-16,2.201163307000693e-16
6.674536072567852e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756753606155082,0.11866993900253826,0.022821567693054285,0.0,1.0813541622386747e-45,3.4669591827092269e-22,0.0,5.1867814724921821e-23,0.0,7.9889503020847374e-15,6.5147893384569971e-56,6.7871285351282362e-15,3.9743686097063969e-36,1.1670828002964141e-57,0.0,0.0,2.0932434355774923e-38,4.9463073583539825e-42,2.6916391657294781e-08,1.1103026633908437e-10,1.1102618854773884e-10,8.3411634019199346e-16,4.0257829380504808e-16
7.99575549237218e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756753068952977,0.11866993365249419,0.022821567693054285,0.0,2.2171187576792362e-45,4.9777055808201144e-22,0.0,8.8972986929233747e-23,0.0,9.8552790288751534e-15,2.0309424438406495e-55,8.1306552112451865e-15,8.1480673871379758e-36,2.9764950088683221e-57,0.0,0.0,3.5916398998913021e-38,1.2241333411735096e-41,3.2244456375479945e-08,1.3300908584377737e-10,1.3300315626368025e-10,1.1190451614800971e-15,6.5562150755211069e-16
9.316974912176507e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756752531751355,0.11866992830245501,0.022821567693054285,0.0,4.0722469128618556e-45,6.7619677754625236e-22,0.0,1.4064679675672666e-22,0.0,1.1815779578440472e-14,5.1536325195361243e-55,9.474188386461856e-15,1.496346245387336e-35,6.5255015271382922e-57,0.0,0.0,5.6793602823240725e-38,2.6034828249433721e-41,3.757251618076133e-08,1.5498807756501442e-10,1.5497993121937994e-10,1.4238558108705553e-15,9.8568058772077314e-16
1.0638194331980835e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756751994550216,0.11866992295242075,0.022821567693054285,0.0,6.9041479580816563e-45,8.8201676697494815e-22,0.0,2.0926988611223962e-22,0.0,1.3870451108891678e-14,1.1562525318359751e-54,1.0817728060829369e-14,2.5363863675178541e-35,1.2908356216364217e-56,0.0,0.0,8.4532588867686031e-38,5.0185591362154162e-41,4.2900571073144445e-08,1.7696724605889848e-10,1.7695651341649198e-10,1.7439903059829581e-15,1.3973126518409589e-15
1.1959413751785162e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675145734956,0.1186699176023914,0.022821567693054285,0.0,1.1001872167836722e-44,1.1152733541521364e-21,0.0,2.9725828860524704e-22,0.0,1.6019292796088451e-14,2.3566136795954095e-54,1.2161274234402875e-14,4.0408143673000947e-35,2.3580262402453339e-56,0.0,0.0,1.2011739831257539e-37,8.9314738426660152e-41,4.82286210526333e-08,1.9894659496917711e-10,1.9893290285663317e-10,2.0758030848484126e-15,1.8941624152897864e-15
1.328063317158949e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756750920149386,0.11866991225236696,0.022821567693054285,0.0,1.6701294481914375e-44,1.3760088061263499e-21,0.0,4.06996617006552e-22,0.0,1.8262303803485719e-14,4.471339698257619e-54,1.3504826907236372e-14,6.1325330507392561e-35,4.053554091845851e-56,0.0,0.0,1.6452126527379472e-37,1.4981101425034184e-40,5.355666611923305e-08,2.2092612690884604e-10,2.2090909954144634e-10,2.4166793443708509e-15,2.4788438218129901e-15
1.5923072011198146e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756749845750489,0.11866990155233284,0.022821567693054285,0.0,3.4400997240118983e-44,1.9800876586273288e-21,0.0,7.0138852195808093e-22,0.0,2.3030830482530318e-14,1.3616786889674971e-53,1.619195175091131e-14,1.2624819256759382e-34,1.0393041767787118e-55,0.0,0.0,2.8373623395130981e-37,3.6594979746045009e-40,6.4212741513781209e-08,2.6488574835441081e-10,2.6486091465155538e-10,3.1171371186701932e-15,3.9201833646526203e-15
1.81592180455471e-13,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756748936549175,0.11866989249751654,0.022821567693054285,0.0,5.8100222845270069e-44,2.5775357257420386e-21,0.0,1.0402548658379646e-21,0.0,2.736041130805991e-14,3.0694603234632144e-53,1.8465933323640851e-14,2.1311879569811982e-34,2.0668430180959984e-55,0.0,0.0,4.210914422026408e-37,7.0041096149745162e-40,7.3230358047699207e-08,3.02086867924397e-10,3.0205423926427653e-10,3.7235167256318153e-15,5.4290498160868549e-15
