Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),C4H6(54),C4H5X(365),C4H5X(364),C6H8(56),C2H2(37),C6H7X(480),C8H10(439),C6H7X(479),C6H7X(478),C4H4(421),C8H9X(637),S(632)
1.1244306994449463e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26066707428783248,0.66367199120427967,2.4792346695076607e-18,0.0,7.2569965839343725e-14,5.2613590529080814e-41,0.0,0.0,0.0,0.0,0.0,0.0063280164005835998,0.0063277348126080015,1.3302061346511906e-07,2.2437973342945382e-10,1.1223794588324808e-10,9.4075801295343105e-14,7.2682917119774823e-09,7.4356806857920912e-17,1.2046689641004487e-20,3.7179927617401406e-17,3.7179454737524727e-17,1.9327868727036048e-15,5.7846858969552106e-24,7.3572410451550175e-28
1.1430457636252644e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26046836534491813,0.66357263019907609,2.600962950978025e-18,0.0,7.3701096042935322e-14,5.4132586689393181e-41,0.0,0.0,0.0,0.0,0.0,0.0064273776662202185,0.0064270824678539212,1.3955434915128718e-07,2.3906358672998352e-10,1.1958469132311858e-10,1.0353442829450136e-13,7.5066867592439328e-09,8.3104134221531725e-17,1.3907604337357129e-20,4.155382255054193e-17,4.1553285073243324e-17,2.0941499395410174e-15,6.7819191705069527e-24,8.9099597948556396e-28
1.1616608278055826e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26026998921635147,0.66347343539641923,2.7264959293492527e-18,0.0,7.4829992782696301e-14,5.5666580797122279e-41,0.0,0.0,0.0,0.0,0.0,0.0065265727340588402,0.0065262635055129831,1.4629271117263213e-07,2.5443869887890108e-10,1.2727745729432355e-10,1.1376308114374907e-13,7.7487924152697132e-09,9.2708465000775376e-17,1.6017747753825169e-20,4.635624960724457e-17,4.6355640001697511e-17,2.2659804373785274e-15,7.9300360621357463e-24,1.0756127822500267e-27
1.1802758919859007e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26007194503085873,0.6633744063578787,2.8558850515517408e-18,0.0,7.5956662761462611e-14,5.7215348208325205e-41,0.0,0.0,0.0,0.0,0.0,0.0066256020425537595,0.0066252783583744387,1.5323849318662404e-07,2.7052504807910693e-10,1.353262573572031e-10,1.2481005377468343e-13,7.994602459800644e-09,1.0323730339565601e-16,1.8405518418611811e-20,5.1620964290625441e-17,5.1620274294762715e-17,2.4487667991660568e-15,9.2487717891467268e-24,1.2944925702162707e-27
1.1988909561662188e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25987423192030251,0.66327554264660726,2.9891814648360125e-18,0.0,7.7081112655179943e-14,5.8778667746681707e-41,0.0,0.0,0.0,0.0,0.0,0.0067244660285762856,0.0067241274576742465,1.6039447352401071e-07,2.8734281612774056e-10,1.4374120794973178e-10,1.3672577905985354e-13,8.2441106887316442e-09,1.1476219552952366e-16,2.1101996899086523e-20,5.7383743380999932e-17,5.7382963944427433e-17,2.6430114444864895e-15,1.0760048187559864e-23,1.5532753499369201e-27
1.2175060203465369e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25967684901966676,0.66317684382733388,3.1264360184712947e-18,0.0,7.820334911303913e-14,6.0356321647416176e-41,0.0,0.0,0.0,0.0,0.0,0.0068231651274220277,0.0068228112331022023,1.6776341527173051e-07,3.0491238536159405e-10,1.5253252688797214e-10,1.495628838333891e-13,8.4973109140487625e-09,1.2735889522882194e-16,2.4141147753088849e-20,6.3682467849073409e-17,6.3681589072596634e-17,2.8492309203009751e-15,1.2488173119918265e-23,1.8584144174641475e-27
1.236121084526855e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25947979546704275,0.66307830946635571,3.2676992654333779e-18,0.0,7.9323378757610307e-14,6.1948095502169816e-41,0.0,0.0,0.0,0.0,0.0,0.0069216997728181228,0.0069213301128090189,1.7534806635531941e-07,3.2325433563195996e-10,1.6171053188139975e-10,1.6337624421536743e-13,8.7541969637715589e-09,1.4110753335564973e-16,2.7560032850482001e-20,7.0557207546826492e-17,7.0556218618451784e-17,3.0679560395768757e-15,1.4460054204643023e-23,2.2172774420703843e-27
1.2547361487071731e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2592830704036147,0.6629799391315323,3.4130214640818127e-18,0.0,8.0441208184976137e-14,6.3553778204805498e-41,0.0,0.0,0.0,0.0,0.0,0.0070200703969304293,0.0070196845234133725,1.8315115962081519e-07,3.4238944130864629e-10,1.7128563906295995e-10,1.7822304122753149e-13,9.0147626818956655e-09,1.5609279068454024e-16,3.1399036485778618e-20,7.8050307671843524e-17,7.8049196799113938e-17,3.2997320178187488e-15,1.6705427616874141e-23,2.638258142139534e-27
1.2733512128874912e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25908667297364596,0.66288173239227755,3.5624525798265362e-18,0.0,8.1556843964864472e-14,6.5173161898129368e-41,0.0,0.0,0.0,0.0,0.0,0.0071182774303706819,0.0071178748900089048,1.911754129161632e-07,3.6233866831288881e-10,1.8126836153371566e-10,1.9416281668816977e-13,9.279001928335663e-09,1.7240407431380644e-16,3.5702102709425434e-20,8.6206477000305667e-17,8.6205231338827644e-17,3.5451186075226038e-15,1.9257102734800029e-23,3.1308994594375237e-27
1.2919662770678093e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25889060232446404,0.6627836888195523,3.7160422867840023e-18,0.0,8.2670292640780127e-14,6.6806041921512696e-41,0.0,0.0,0.0,0.0,0.0,0.0072163213022036106,0.0072159016361711915,1.9942352917212595e-07,3.831231711788982e-10,1.9166930792194836e-10,2.1125752937416724e-13,9.5469085788682088e-09,1.9013569760077324e-16,4.0516985311994136e-20,9.507287788335785e-17,9.5071483461372559e-17,3.8046902305734568e-15,2.2151223429740486e-23,3.7060291981175862e-27
1.3105813412481275e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.258694857606448,0.66268580798585752,3.8738399694228745e-18,0.0,8.3781560730135784e-14,6.8452216759398124e-41,0.0,0.0,0.0,0.0,0.0,0.0073142024399540121,0.0073137651839646689,2.0789819648270115e-07,4.0476429014377763e-10,2.0249918095657468e-10,2.2957161143843028e-13,9.8184765250754065e-09,2.0938706360922535e-16,4.5895510902077253e-20,1.0469921800106198e-16,1.0469765963991195e-16,4.0790361086060457e-15,2.5427546822697827e-23,4.3759091577761132e-27
1.3291964054284456e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25849943797301339,0.66258808946522763,4.0358947241993928e-18,0.0,8.4890654724382268e-14,7.0111487990674711e-41,0.0,0.0,0.0,0.0,0.0,0.0074119212696137872,0.0074114659539495191,2.1660208818505078e-07,4.2728354826555341e-10,2.1376877605474387e-10,2.4917202507107866e-13,1.009369967428847e-08,2.3026285205642908e-16,5.1893855525132699e-20,1.1513784386766553e-16,1.1513610509800465e-16,4.368760391348364e-15,2.9129740354717169e-23,5.1543988557212617e-27
1.3478114696087637e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25830434258059881,0.66249053283322379,4.2022553611824306e-18,0.0,8.5997581089138038e-14,7.178366023890646e-41,0.0,0.0,0.0,0.0,0.0,0.0075094782156489293,0.0075090043651885241,2.2553786293894494e-07,4.5070264856905951e-10,2.2548897992348067e-10,2.7012831939298855e-13,1.0372571949531584e-08,2.5287320974615074e-16,5.8572835276852624e-20,1.2644383608144721e-16,1.2644189905503887e-16,4.674482282967528e-15,3.3305698043187209e-23,6.057135002420502e-27
1.3664265337890818e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25810957058865219,0.66239313766692498,4.3729704056683746e-18,0.0,8.7102346264317612e-14,7.3468541123399148e-41,0.0,0.0,0.0,0.0,0.0,0.007606873701006496,0.0076063808352538741,2.3470816480572376e-07,4.7504347121942169e-10,2.3767076917524151e-10,2.9251268757045638e-13,1.0655087289466091e-08,2.7733394447318394e-16,6.5998211370852709e-20,1.3867510631194635e-16,1.3867295170889186e-16,4.9968361664372534e-15,3.8007876821156763e-23,7.1017279659263983e-27
1.3850415979694e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25791512115961684,0.66229590354492385,4.5480880997858618e-18,0.0,8.8204956664259628e-14,7.5165941211091036e-41,0.0,0.0,0.0,0.0,0.0,0.0077041081471215175,0.0077035957802339483,2.4411562332678054e-07,5.0032807072289005e-10,2.503252089572519e-10,3.1640002413993457e-13,1.094123964833489e-08,3.0376672238401373e-16,7.4241010126584158e-20,1.5189249601694222e-16,1.5189010294817919e-16,5.3364717259461245e-15,4.3293653881827579e-23,8.3079765360132972e-27
1.403656662149718e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25772099345891841,0.66219883004731783,4.7276564040904609e-18,0.0,8.9305418677853981e-14,7.6875673969252388e-41,0.0,0.0,0.0,0.0,0.0,0.0078011819739238807,0.0078006496147400451,2.5376285360157009e-07,5.2657867315476772e-10,2.6346345159449429e-10,3.4186798253197625e-13,1.1231022995907078e-08,3.3229926877739416e-16,8.3377858349361042e-20,1.6615987688112303e-16,1.6615722278602946e-16,5.6940540673655623e-15,4.9225705975599635e-23,9.6981023768620621e-27
1.4222717263300361e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25752718665495056,0.66210191675570285,4.9117229991493554e-18,0.0,9.0403738668667906e-14,7.8597555718980246e-41,0.0,0.0,0.0,0.0,0.0,0.0078980955998451726,0.0078975427519130861,2.6365245636514423e-07,5.5381767341419038e-10,2.7709673524621816e-10,3.6899703278369978e-13,1.1524431317422887e-08,3.6306557232778024e-16,9.3491334580269101e-20,1.8154425296796818e-16,1.8154131350690684e-16,6.0702638367963509e-15,5.5872411632379384e-23,1.1297005638476048e-26
1.4408867905103543e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2573336999190623,0.66200516325316705,5.1003352871161227e-18,0.0,9.1499922975071941e-14,8.0331405589473879e-41,0.0,0.0,0.0,0.0,0.0,0.0079948494418254808,0.0079942756034302731,2.7378701806521942e-07,5.8206763250550942e-10,2.9123638257584366e-10,3.9787051942926386e-13,1.1821458613538817e-08,3.9620609271375729e-16,1.0467033669947652e-19,1.9811586457596947e-16,1.9811261351760256e-16,6.4657973372122452e-15,6.3308277307303865e-23,1.3132543281668788e-26
1.4595018546906724e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25714053242554391,0.6619085691242832,5.293540393295657e-18,0.0,9.2593977910364553e-14,8.2077045473077625e-41,0.0,0.0,0.0,0.0,0.0,0.0080914439153201706,0.0080908485795117245,2.8416911093877862e-07,6.1135127484603807e-10,3.0589379943413157e-10,4.2857471955801688e-13,1.2122098900273073e-08,4.3186797163282944e-16,1.1701046637210394e-19,2.1594829378992514e-16,2.1594470289312773e-16,6.8813666432192024e-15,7.1614388473571549e-23,1.5235831759502312e-26
1.4781169188709905e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25694768335161411,0.66181213395510241,5.4913851676993141e-18,0.0,9.3685909762896326e-14,8.3834299981077382e-41,0.0,0.0,0.0,0.0,0.0,0.0081878794343066066,0.0081872620889270557,2.9480129308820985e-07,6.4169148559991696e-10,3.2108047355549629e-10,4.6119890103015335e-13,1.2426346208951199e-08,4.7020524718317499e-16,1.3061443083132421e-19,2.3511857171766625e-16,2.3511461060786352e-16,7.3176997139484459e-15,8.0878886711695152e-23,1.7641575789543005e-26
1.4967319830513086e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25675515187740655,0.66171585733314731,5.6939161865903585e-18,0.0,9.4775724796193274e-14,8.5602996400237836e-41,0.0,0.0,0.0,0.0,0.0,0.0082841564112908477,0.0082835165390019345,3.0568610855698721e-07,6.7311130803786328e-10,3.368079732673355e-10,4.9583538083988633e-13,1.273419458615199e-08,5.1137907159225076e-16,1.4559246249875665e-19,2.557072874022106e-16,2.5570292344196181e-16,7.775540504101508e-15,9.1197473870188908e-23,2.0388425046308297e-26
1.5153470472316267e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25656293718595657,0.66161973884740588,5.9011797540197502e-18,0.0,9.5863429249079526e-14,8.7382964650067015e-41,0.0,0.0,0.0,0.0,0.0,0.0083802752573142944,0.0083796123356246043,3.1682608740489494e-07,7.0563394092256617e-10,3.5308794621225409e-10,5.3257958361630009e-13,1.3045638093653631e-08,5.5555793227141392e-16,1.6206275694749082e-19,2.7779869839898642e-16,2.7779389655263486e-16,8.2556490731651783e-15,1.0267394439846502e-22,2.3519360701869385e-26
1.5339621114119448e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25637103846318865,0.6615237780883233,6.1132219033523719e-18,0.0,9.694902933579919e-14,8.9174037240795855e-41,0.0,0.0,0.0,0.0,0.0,0.0084762363819603365,0.0084755498832523538,3.2822374578279841e-07,7.392827359194938e-10,3.6993211808306194e-10,5.7153010025222612e-13,1.3360670808380091e-08,6.0291787617505963e-16,1.8015192971822079e-19,3.0148084300742824e-16,3.0147556569963441e-16,8.7588016928141587e-15,1.1542074697852624e-22,2.7082113844820457e-26
1.552577175592263e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25617945489790267,0.66142797464779779,6.3300883987837603e-18,0.0,9.8032531246137696e-14,9.0976049232060128e-41,0.0,0.0,0.0,0.0,0.0,0.008572040193360898,0.0085713295849179777,3.3988158600696614e-07,7.7408119503288459e-10,3.8735229137042225e-10,6.1278874665163583e-13,1.3679286822347748e-08,6.536427374420991e-16,1.9999549250399601e-19,3.2684565414591733e-16,3.2683986111389002e-16,9.2857909525190218e-15,1.2955957660789814e-22,3.1129617913788928e-26
1.571192239772581e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25598818568176135,0.66133232811917175,6.5518247368473706e-18,0.0,9.9113941145542045e-14,9.2788838192272258e-41,0.0,0.0,0.0,0.0,0.0,0.0086676870982030172,0.0086669518422361723,3.5180209663294489e-07,8.1005296806668484e-10,4.0536034412303451e-10,6.5646062258620808e-13,1.400148024261227e-08,7.079243682969752e-16,2.2173834922398989e-19,3.5398907485872125e-16,3.5398272299795729e-16,9.8374258633769654e-15,1.4522199831213026e-22,3.5720497391410644e-26
1.5898073039528992e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2557972300092774,0.66123683809722655,6.7784761479125021e-18,0.0,1.0019326517524083e-13,9.4612244158671356e-41,0.0,0.0,0.0,0.0,0.0,0.0087631775017353291,0.008762417055409916,3.6398775252899057e-07,8.4722185011021506e-10,4.2396822872022985e-10,7.0265417065189212e-13,1.4327245191215714e-08,7.6596287318679562e-16,2.4553531251146204e-19,3.8301117544327975e-16,3.8300421864662288e-16,1.0414531960182605e-14,1.6255010369110168e-22,4.0919595118292374e-26
1.6084223681332173e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25560658707780037,0.66114150417817563,7.0100875976728947e-18,0.0,1.0127050945236298e-13,9.6446109598039177e-41,0.0,0.0,0.0,0.0,0.0,0.0088585118077745724,0.0088577256232368114,3.7644101494905915e-07,8.8561177904833271e-10,4.4318797065686562e-10,7.5148123531643347e-13,1.4656575805133876e-08,8.2796684613056192e-16,2.7155164114573468e-19,4.1401627218588742e-16,4.1400866117571049e-16,1.1017951401756045e-14,1.81697201529284e-22,4.6798540703997291e-26
1.6270374323135354e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25541625608750435,0.66104632595965851,7.2467037886260914e-18,0.0,1.023456800700564e-13,9.8290279368071121e-41,0.0,0.0,0.0,0.0,0.0,0.0089536904187119994,0.008952877943115398,3.8916433160536006e-07,9.2524683309587267e-10,4.6303166734039988e-10,8.0305712204898982e-13,1.4989466236223869e-08,8.941536112559122e-16,2.9996359896252472e-19,4.4711304769353778e-16,4.4710472984685404e-16,1.1648543069545083e-14,2.0282854372603033e-22,5.3436362633578049e-26
1.6456524964938535e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25522623624137514,0.66095130304073313,7.4883691615436286e-18,0.0,1.0341878309760533e-13,1.001446006793897e-40,0.0,0.0,0.0,0.0,0.0,0.0090487137355197925,0.0090478744110514091,4.0216013674047468e-07,9.6615122835614037e-10,4.8351148690003306e-10,8.5750065652311511e-13,1.5325910651171949e-08,9.6474946649822933e-16,3.3095903578136484e-19,4.8241467280941553e-16,4.8240559197571948e-16,1.2307182664518509e-14,2.2612208782786554e-22,6.092014679371122e-26
1.6642675606741716e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25503652674519744,0.6608564350218713,7.7351278969321118e-18,0.0,1.0448982458054777e-13,1.0200892305819042e-40,0.0,0.0,0.0,0.0,0.0,0.009143582157757452,0.0091427154216640136,4.154308511990435e-07,1.0083493164032431e-09,5.0463966700780266e-10,9.1493424388453807e-13,1.5665903231441577e-08,1.039989930436441e-15,3.6473799089311392e-19,5.2003893009926272e-16,5.2002902641089742e-16,1.2994762802367103e-14,2.5176929747063715e-22,6.9345744272116318e-26
1.6828826248544897e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2548471268075424,0.66076172150495083,7.9870239164852448e-18,0.0,1.0555881054079117e-13,1.038830983095088e-40,0.0,0.0,0.0,0.0,0.0,0.0092382960835780906,0.0092374013681920282,4.289788824990241e-07,1.0518655818880405e-09,5.2642851371151732e-10,9.7548392807530812e-13,1.6009438173221681e-08,1.1201199922393238e-15,4.0151331965469319e-19,5.6010833889557969e-16,5.6009754857042944e-16,1.3712193107028858e-14,2.7997598206524229e-22,7.8818531417733075e-26
1.7014976890348078e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25465803563975553,0.66066716209325027,8.2441008845268614e-18,0.0,1.0662574697672845e-13,1.0576698048109708e-40,0.0,0.0,0.0,0.0,0.0,0.0093328559097347729,0.0093319326425000872,4.4280662490252426e-07,1.096724640167498e-09,5.4889040027942066e-10,1.0392794512060306e-12,1.6356509687375189e-08,1.2053943646956264e-15,4.4151134374219731e-19,6.0275028188638546e-16,6.0273853702268401e-16,1.4460400302554846e-14,3.1096317708645903e-22,8.9454225287142129e-26
1.720112753215126e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2544692524559436,0.66057275639144131,8.506402209445065e-18,0.0,1.076906398633527e-13,1.0766042582790074e-40,0.0,0.0,0.0,0.0,0.0,0.0094272620315867649,0.009426309635084746,4.5691645948621127e-07,1.142951234957232e-09,5.7203776605647083e-10,1.1064543129680498e-12,1.6707111999387755e-08,1.2960777403008569e-15,4.8497252561741112e-19,6.4809713323501429e-16,6.4808436159806266e-16,1.5240328303331932e-14,3.4496806635017698e-22,1.0137975774500421e-25
1.738727817395444e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25428077647296315,0.66047850400558461,8.773971045117482e-18,0.0,1.0875349515237161e-13,1.0956329277712422e-40,0.0,0.0,0.0,0.0,0.0,0.009521514843105764,0.0095205327350806248,4.7131075421130215e-07,1.1905702360070406e-09,5.9588311533213187e-10,1.1771458300775901e-12,1.7061239349316778e-08,1.3924450503731116e-15,5.3215216776651579e-19,6.9628638821720944e-16,6.962725130177879e-16,1.6052938302678384e-14,3.8224494769002552e-22,1.1473421163291964e-25
1.7573428815757622e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25409260691040736,0.66038440454312164,9.0468502923277209e-18,0.0,1.0981431877232082e-13,1.1147544189387563e-40,0.0,0.0,0.0,0.0,0.0,0.0096156147368821054,0.0096146023302664686,4.8599186399313576e-07,1.2396066367991995e-09,6.2043901621956432e-10,1.2514951957439935e-12,1.7418885991740554e-08,1.4947817271698995e-15,5.8332113727340033e-19,7.4746079436153876e-16,7.4744573402580325e-16,1.6899208859828388e-14,4.2306624347003213e-22,1.2966982257213026e-25
1.7759579457560803e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25390474299059468,0.6602904576128692,9.3250826001730982e-18,0.0,1.1087311662867686e-13,1.1339673584738024e-40,0.0,0.0,0.0,0.0,0.0,0.0097095621041309137,0.0097085188070711575,5.0096213077033115e-07,1.2900855522693287e-09,6.4571809954610752e-10,1.3296475391543389e-12,1.7780046195707709e-08,1.6033839689774794e-15,6.3876661629348677e-19,8.017684840789678e-16,8.0175215200961031e-16,1.7780135985321209e-14,4.6772355739550675e-22,1.46353050120953e-25
1.7945730099363984e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25371718393855575,0.66019666282501388,9.6087103674637049e-18,0.0,1.1192989460396958e-13,1.1532703937775304e-40,0.0,0.0,0.0,0.0,0.0,0.0098033573346982504,0.0098022825505797405,5.1622388357353581e-07,1.3420322165496178e-09,6.7173305775494941e-10,1.4117519849668562e-12,1.8144714244686913e-08,1.7185590081438326e-15,6.9879287899735109e-19,8.5936310876720363e-16,8.5934541309566018e-16,1.86967332248106e-14,5.1652877910981196e-22,1.6496572216780517e-25
1.8131880741167165e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25352992898202253,0.66010301979110486,9.8977757441128271e-18,0.0,1.1298465855789354e-13,1.1726621926332092e-40,0.0,0.0,0.0,0.0,0.0,0.0098970008170671947,0.0098958939445393905,5.3177943859376119e-07,1.3954719807342072e-09,6.9849664381788039e-10,1.4979617128056877e-12,1.8512884436516677e-08,1.8406253820260004e-15,7.6372209555667018e-19,9.2040397437524465e-16,9.2038481770472686e-16,1.9650031741310087e-14,5.6981523809005832e-22,1.8570625660520739e-25
1.8318031382970346e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25334297735141514,0.66000952812404912,1.019232063251884e-17,0.0,1.1403741432741894e-13,1.1921414428848453e-40,0.0,0.0,0.0,0.0,0.0,0.0099904929383639266,0.0099893533713653546,5.4763109925031772e-07,1.45043031066653e-09,7.2602167015902117e-10,1.5884340167496818e-12,1.8884551083355489e-08,1.9699132068221499e-15,8.3389516374813393e-19,9.8505617841337626e-16,9.8503545755250634e-16,2.0641080395889368e-14,6.2793890838003042e-22,2.0879096449928282e-25
1.8504182024773527e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2531563282798307,0.65991618743810387,1.0492386688938574e-17,0.0,1.1508816772690205e-13,1.2117068521211059e-40,0.0,0.0,0.0,0.0,0.0,0.01008383408436375,0.010082661212146847,5.6378115625834203e-07,1.5069327847484082e-09,7.5432100758942601e-10,1.6833303648080285e-12,1.9259708511632171e-08,2.1067644542583729e-15,9.0967256875395355e-19,1.0534907483936827e-15,1.0534683540805014e-15,2.1670945826837121e-14,6.9127966572380571e-22,2.3445543914306303e-25
1.869033266657671e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25296998100303103,0.65982299734887229,1.0798015324852293e-17,0.0,1.1613692454819489e-13,1.2313571473644617e-40,0.0,0.0,0.0,0.0,0.0,0.010177024639497084,0.010175817846652932,5.802318876959262e-07,1.5650050917707067e-09,7.8340758425245835e-10,1.7828164583756759e-12,1.9638351061996339e-08,2.2515332310998819e-15,9.9143527174046296e-19,1.1258847816859693e-15,1.1258605983020917e-15,2.2740712527305291e-14,7.6024259868856378e-22,2.6295603556041019e-25
1.887648330837989e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25278393475943123,0.65972995747329555,1.1109247708320223e-17,0.0,1.1718369056075378e-13,1.251091074765446e-40,0.0,0.0,0.0,0.0,0.0,0.010270064986855437,0.010268823653338359,5.9698555907084815e-07,1.6246730287653585e-09,8.1329438457983824e-10,1.8870622916616009e-12,2.0020473089269234e-08,2.4045860614559507e-15,1.0795856277990396e-18,1.2024215867738338e-15,1.2023954920485213e-15,2.3851482921449783e-14,8.3525937538997968e-22,2.9457144521061893e-25
1.924878459198625e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2524127423386856,0.65954432683753494,1.1748687181119074e-17,0.0,1.1927127312616819e-13,1.2908049044964734e-40,0.0,0.0,0.0,0.0,0.0,0.010455696583954217,0.010454384290529492,6.3141072120883929e-07,1.7488995093201085e-09,8.7552086923402366e-10,2.1105349745283151e-12,2.0795133064390844e-08,2.7370737862091757e-15,1.2767714861437802e-18,1.3686886626635679e-15,1.3686583502913495e-15,2.6200534584995944e-14,1.0053227892621094e-21,3.6838357557492632e-25
1.958385574723198e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25207969110724238,0.65937776918041935,1.234375558486185e-17,0.0,1.2114334629364676e-13,1.3268211757298609e-40,0.0,0.0,0.0,0.0,0.0,0.010622255126722522,0.010620876802808094,6.634518942598666e-07,1.8664213335908144e-09,9.3439284634064706e-10,2.3297340728676947e-12,2.1504170509021336e-08,3.0685855508401988e-15,1.4805932017611748e-18,1.5344685048002367e-15,1.5344339052142941e-15,2.8466342966662542e-14,1.1840104181938387e-21,4.4878196849750074e-25
1.9918926902477704e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25174760349922026,0.65921169231880483,1.2957609392364335e-17,0.0,1.2300905795521502e-13,1.3630897582800376e-40,0.0,0.0,0.0,0.0,0.0,0.010788332893567523,0.010786886459216003,6.9650925832293993e-07,1.9895189190094836e-09,9.9606194655400235e-10,2.567200958750242e-12,2.2224394307577506e-08,3.4332358090795785e-15,1.7124497359702315e-18,1.7168208530117729e-15,1.7167814519553197e-15,3.0882975498836475e-14,1.3903977304665999e-21,5.448163526357323e-25
2.025399805772343e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25141647516745219,0.6590460940663404,1.3590480069861125e-17,0.0,1.2486844096270033e-13,1.399603992838873e-40,0.0,0.0,0.0,0.0,0.0,0.010953932071040914,0.010952415420136778,7.3059557996914852e-07,2.1183463522271167e-09,1.0606057965969093e-09,2.8240900767956891e-12,2.2955772043388387e-08,3.8336493241264513e-15,1.9755934337852722e-18,1.9170584628717581e-15,1.9170136951756356e-15,3.3457519374036873e-14,1.6281652200239965e-21,6.591665689459086e-25
2.0589069212969156e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25108630179170166,0.65888097225026687,1.4242596633638033e-17,0.0,1.2672152794131278e-13,1.4363573981921208e-40,0.0,0.0,0.0,0.0,0.0,0.011119054832104047,0.011117465832612257,7.6572349899987002e-07,2.2530586920193363e-09,1.1281025343999581e-09,3.1016056602523742e-12,2.3698271444697348e-08,4.2726046713894223e-15,2.2735853496392027e-18,2.1365710311711079e-15,2.1365202767598096e-15,3.6197255584920137e-14,1.9014026949004635e-21,7.9491167696763785e-25
2.0924140368214882e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25075707907845052,0.65871632471130925,1.4914185674295135e-17,0.0,1.2856835129159987e-13,1.4733436662379447e-40,0.0,0.0,0.0,0.0,0.0,0.011283703336235407,0.011282039830447762,8.0190552964258327e-07,2.393811932155108e-09,1.1986307910986673e-09,3.401002843770444e-12,2.4451860383767746e-08,4.7530400187717661e-15,2.6103180749433899e-18,2.3768280886295454e-15,2.3767706682957043e-15,3.9109660120763259e-14,2.2146459812431397e-21,9.555805493170209e-25
