Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),H2(190),C4H7X(141),C4H7(69),C4H7(373),C2H5(67),C4H6(54),C4H7X(140),C4H7(68),C4H7X(145),C4H7X(459),C6H11(87),SX(155),C6H11(809),SX(979),C4H8(73),C2H6(343),C2H3(53),C6H11(815),SX(1010),C8H15(980),SX(1014),C4H8(187),C6H10(967),SX(1211),S(1163),SX(152),C6H11(84),S(1104),SX(1138),S(1167),SX(1756),S(1166),SX(1799),C4H9(85),C4H9X(153),S(1418),SX(1367),S(1062),SX(1214),SX(1701),S(1649),C4H9X(171),C4H9(111),SX(2137),S(2079),SX(1017),S(984),S(1757),SX(1802),S(1850),SX(1894),S(1493),SX(1446),S(2316),SX(3066),SX(2273),SX(2594),S(2513),S(2486),SX(2424),SX(2707),S(2626),S(2230),SX(2174),S(2391),SX(2328),SX(1370),S(1421),S(3690),SX(3601),C6H13(202),SX(346),SX(1141),S(1108),SX(1217),S(1183),S(3938),SX(3848),SX(1805),S(1760),S(1440)
3.725319433456663e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583757289,0.66999999999992932,5.1238154502669234e-24,1.134580176672246e-26,6.2566856531667467e-20,3.600279083039163e-31,1.9480498097451389e-27,1.7768169832261799e-41,0.0,2.2690907663488835e-33,0.0,7.0761068154294456e-14,7.0761104033120757e-14,1.8283608055869998e-20,3.9779693238905781e-21,5.7465279544572215e-20,2.0401693286097343e-23,1.7473229871948026e-22,6.8534243843592656e-22,6.4078081235524699e-24,6.0440824489919363e-23,4.2612078151465564e-22,1.3390710507971039e-24,5.7556888607766044e-23,3.7826222702244609e-24,4.1728599952877092e-23,2.7274126551015823e-24,3.244131550210535e-27,7.0899044415566492e-24,7.3638874822741557e-24,1.7004701962377969e-24,1.1114261751031691e-25,4.7722199872366805e-26,3.1054950946814218e-27,3.2662276760425262e-22,1.0293589641163828e-26,1.4866958216272481e-29,1.873991043939933e-28,2.5982130488664064e-26,3.5224093061750075e-25,6.4423590777319917e-27,4.1920062813729004e-28,2.1373977428093765e-29,1.3889038591031846e-30,5.3888712749370314e-29,3.501945721177227e-30,3.3421599091182482e-25,2.2068347121892537e-26,5.0877251619120582e-31,3.2900371260647648e-32,4.5571168845070605e-29,2.9538720441416067e-30,2.0102211086151573e-30,2.5351616534208864e-29,1.3417574187798797e-28,1.8413876271074326e-27,1.281194192461643e-32,1.5388878325266032e-31,1.2945063285607068e-34,1.5137763838113494e-33,5.8162563452537876e-32,3.7612456037439039e-33,1.4697891278617713e-31,9.5051768326016191e-33,1.3160699596494497e-27,8.56662334393727e-29,4.1069643155495822e-30,1.5013227478726144e-29,2.6719376007083284e-31,1.4820888215717091e-35,1.7338809131377208e-34,3.2993531624362051e-36,2.1200070585013967e-37,3.7505195374637497e-35,4.3894185315132159e-34,6.8857574546047923e-32,4.4523222180904041e-33,3.7131098607969224e-34,2.3911757627030043e-35,7.4046354454195238e-40,8.0714448892194491e-39,3.7867791523751215e-37,2.4333193556212095e-38,6.4646353491955766e-30,4.2092705859626125e-31,1.7541214687962576e-35,2.05243543316465e-34,8.910677656131196e-38,9.9456222826881426e-37,9.6226848239405882e-37,6.1900169451290904e-38,8.5121410998302363e-41,9.2841729670007722e-40,3.969365593868715e-34
4.5500219030157093e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583754564,0.66999999999991577,1.0889780974610928e-23,2.9630995488767214e-26,9.1956904964768033e-20,4.3005141643464483e-31,4.6868804768106218e-27,5.1524842409378272e-41,0.0,7.2365546876268678e-33,0.0,8.4369731894752635e-14,8.4369795279839057e-14,3.2294699560811144e-20,5.7713905996761202e-21,8.4154568125369114e-20,2.9879894045390734e-23,2.5862932304593595e-22,1.2102001894393658e-21,9.945200208141957e-24,9.7478245951746879e-23,7.6305371314716284e-22,1.9624374041117136e-24,9.3523891508812252e-23,6.1530727615029231e-24,8.3619787931011285e-23,5.4732264988587645e-24,3.244131550210408e-27,1.5280862959617254e-23,8.8122985316488743e-24,3.4057764568815482e-24,2.2291800308402846e-25,1.1636296836271752e-25,7.5872512222657939e-27,3.9892975244114617e-22,2.5179879736343253e-26,4.2717021458678e-29,5.5476838420829838e-28,5.116503334034847e-26,7.0748562262083294e-25,1.5710313342426686e-26,1.0242860262771338e-27,6.3280136656337099e-29,4.1214619859564167e-30,1.5887381314171237e-28,1.0348116320299876e-29,6.0393941004958465e-25,3.985219264741161e-26,1.8160773941734167e-30,1.1778414899451554e-31,1.3432944032568177e-28,8.7294369453943932e-30,5.779068972018419e-30,7.5091328145509817e-29,2.8922243931248095e-28,4.0375454896695353e-27,4.4148833665186562e-32,5.4995089955724691e-31,5.3904102853011584e-34,6.5629405905257141e-33,2.0742680585142689e-31,1.345300821368634e-32,5.2220993462093166e-31,3.3870109216607517e-32,3.2138619087853566e-27,2.0961570929209879e-28,1.0830965103141316e-29,4.5795334043057291e-29,7.0612980294708899e-31,6.1612321968074094e-35,7.5027608616162284e-34,1.7327586564038883e-35,1.1179388950509484e-36,1.5537238115637354e-34,1.8927723887388551e-33,2.4594712145164854e-31,1.5949674980989965e-32,1.6008808864987692e-33,1.034677268488744e-34,4.5405270732362883e-39,5.2154846346286139e-38,1.9831433603506012e-36,1.2795099229118865e-37,1.7104753864545534e-29,1.1157261334276655e-30,7.3118227561504465e-35,8.9076837129206113e-34,4.4729811314319326e-37,5.235683081746382e-36,5.0255671211933215e-36,3.2459524810765158e-37,5.2016814393747482e-40,5.9767051945521783e-39,1.710703369305399e-33
5.292254125618851e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583752299,0.66999999999990434,1.9167858051524739e-23,6.1029096374606855e-26,1.2265097726320081e-19,4.8869814639662137e-31,8.998576618720995e-27,1.1550844684549879e-40,0.0,1.754652099678078e-32,0.0,9.5719662758078182e-14,9.5719759428797343e-14,4.9255269546940047e-20,7.6249833712728248e-21,1.1185575234657824e-19,3.9717855380490652e-23,3.4652405181187626e-22,1.8606450275241026e-21,1.391385888594588e-23,1.404967541468544e-22,1.1838965404271696e-21,2.609647739004046e-24,1.3354823745832783e-22,8.792387190760693e-24,1.4053514864222751e-22,9.2069858701036453e-24,3.2441315502102983e-27,2.7164135065670247e-23,1.0021512500279467e-23,5.7210938276887543e-24,3.7480579211518672e-25,2.2803218127118285e-25,1.4887806676699358e-26,4.6400603879434791e-22,4.9466377021297092e-26,9.5423593212628371e-29,1.2645404137001819e-27,8.4998462702674065e-26,1.1906139390474122e-24,3.0789895558556796e-26,2.0100626900399689e-27,1.4441291105300223e-28,9.4199500190385827e-30,3.6119493949581427e-28,2.3561875289127822e-29,9.4302392383415575e-25,6.2201916904503763e-26,4.7797193537448144e-30,3.1058906883741782e-31,3.0534836547830244e-28,1.9876812415628123e-29,1.2915976910706884e-29,1.712490080415353e-28,5.1858235557538368e-28,7.3215000669970363e-27,1.1349268210278285e-31,1.4486951239204157e-30,1.5954470901770443e-33,1.9941022667902031e-32,5.4612432206355287e-31,3.5487205614498439e-32,1.3704106691927555e-30,8.9052995505423248e-32,6.3010459896311262e-27,4.1150787795194845e-28,2.2597561800049112e-29,1.0649958972909847e-28,1.4752889090319e-30,1.8231047943835597e-34,2.2786976116788272e-33,6.026395373411989e-35,3.8976095186269614e-36,4.584127349267296e-34,5.732111115205647e-33,6.4766991909904243e-31,4.2081858155543016e-32,4.8475283332431989e-33,3.1402070634500289e-34,1.7547659425810806e-38,2.077810856348855e-37,6.8901865386600875e-36,4.4563129777364363e-37,3.5902881438394814e-29,2.3446754587827669e-30,2.1660227992967251e-34,2.7089050906263989e-33,1.5128207817268353e-36,1.8238287610453599e-35,1.7423520055792825e-35,1.1281058098300514e-36,2.0075124556913323e-39,2.3774856122183732e-38,5.1788804301248199e-33
6.034486348221994e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583750211,0.66999999999989401,3.1162515507207743e-23,1.1377708468904733e-25,1.5705458103568498e-19,5.4295597050798909e-31,1.5692436311624353e-26,2.3291416952378176e-40,0.0,3.8006575493027519e-32,0.0,1.0617364681726354e-13,1.0617378527430828e-13,7.0557125191183714e-20,9.6836606240279156e-21,1.4271412405524805e-19,5.0677398318358973e-23,4.4525957097531212e-22,2.7015651030045464e-21,1.8663168220933698e-23,1.9345512379707998e-22,1.7310107570914986e-21,3.330788118233788e-24,1.8044514931573645e-22,1.1886065215865501e-23,2.1933940258727136e-22,1.4379753217791051e-23,3.2441315502101878e-27,4.4527373751521684e-23,1.1136245192294067e-23,8.9246757922273257e-24,5.8508906170588435e-25,4.0775458866393896e-25,2.6648111962653966e-26,5.2908232514754759e-22,8.8649401797551752e-26,1.9194008865287055e-28,2.5841002785978837e-27,1.3146635693159376e-25,1.8598653470004719e-24,5.506219845546605e-26,3.5982224007518311e-27,2.9567783689853123e-28,1.9309404792958064e-29,7.3670199975099545e-28,4.8113621847404764e-29,1.3861493898316669e-24,9.1402522902142651e-26,1.1091698732809354e-29,7.2181251202955681e-31,6.2270324460135232e-28,4.0588182764863832e-29,2.5992915514284906e-29,3.5012612869693548e-28,8.619646614877949e-28,1.2275924489745381e-26,2.585507787147101e-31,3.3645044176569296e-30,4.1154091240970927e-33,5.2518343117499437e-32,1.2687889066352648e-30,8.2567336312952246e-32,3.1733765520415755e-30,2.0651829196107591e-31,1.1266156888692742e-26,7.3650738933727591e-28,4.2778571267045068e-29,2.2104188344404723e-28,2.7957576093147207e-30,4.7052058093549521e-34,6.0039416798581049e-33,1.7891482760841363e-34,1.1593549107951369e-35,1.1796689482185868e-33,1.5059498020119007e-32,1.5038175317283089e-30,9.7854035647542291e-32,1.2733960530607329e-32,8.2636460162835284e-34,5.7358855641557992e-38,6.9614185179983802e-37,2.045335513614812e-35,1.3253621606491168e-36,6.848918269014019e-29,4.4768199442659437e-30,5.5920849795227053e-34,7.1406885916848024e-33,4.3925477004027977e-36,5.4223328615356564e-35,5.1610397457493128e-35,3.3479403520223749e-36,6.5588730035596952e-39,7.9607553309311615e-38,1.3602125892925177e-32
6.776718570825136e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583748296,0.66999999999988435,4.7628684197991996e-23,1.9632605516090977e-25,1.9485769895594375e-19,5.9273009300152521e-31,2.5410543708933889e-26,4.3260450361653293e-40,0.0,7.5361732937452209e-32,0.0,1.1571591924798383e-13,1.1571610812791192e-13,9.6276653174656123e-20,1.1926017103595494e-20,1.7640485632171143e-19,6.2643144837113347e-23,5.5393882240068812e-22,3.7519017485699417e-21,2.4222445649190376e-23,2.5699821145790946e-22,2.4173437630990668e-21,4.1182604486680138e-24,2.337505016194728e-22,1.5403503740665236e-23,3.2336686183042179e-22,2.1211274603424664e-23,3.2441315502101038e-27,6.8539313708296532e-23,1.2154569322841293e-23,1.3150685651557105e-23,8.6260992371924135e-25,6.7905453769279711e-25,4.441333595510099e-26,5.9415861150074529e-22,1.4793397013622048e-25,3.5563852816559866e-28,4.849086701807475e-27,1.9241481328046264e-25,2.7434814172677212e-24,9.170698611454125e-26,5.9976079849427745e-27,5.5619389589639105e-28,3.635616881502015e-29,1.3804780716402011e-27,9.024183535133789e-29,1.9445973219532706e-24,1.2819607836732771e-25,2.332024566841778e-29,1.5193902441912607e-30,1.1666868968770327e-27,7.6124074648412341e-29,4.8185702204924063e-29,6.5735001689635156e-28,1.3505879391808284e-27,1.9368297912252416e-26,5.3561819033306364e-31,7.0790954652344749e-30,9.5213497931146344e-33,1.2356344128962341e-31,2.6721386791092609e-30,1.740943840229601e-31,6.6614437306872982e-30,4.3402288986118834e-31,1.8752995603783805e-26,1.2269169360063322e-27,7.5093436771177486e-29,4.1993204436490662e-28,4.9117431518797246e-30,1.0897685447760326e-33,1.4139880662380918e-32,4.6806946332350675e-34,3.0376472309030808e-35,2.7243762144168269e-33,3.5365558145635364e-32,3.1635596451503512e-30,2.060959009581991e-31,2.9900805479632469e-32,1.9431329539545843e-33,1.6355978187258728e-37,2.0248879021519746e-36,5.3533658397169685e-35,3.4741675712023763e-36,1.2125967135688673e-28,7.9318734351304466e-30,1.2949026251525902e-33,1.6815064098954562e-32,1.128826481612796e-35,1.4203548710698877e-34,1.3479942271928491e-34,8.7575675615120095e-36,1.8704687236701447e-38,2.3156164723717055e-37,3.193549717182472e-32
7.518950793428278e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228258374657,0.66999999999987569,6.9285956336815578e-23,3.1849481571776647e-25,2.3574921875551146e-19,6.380457560229644e-31,3.8796476903304834e-26,7.5253771864338426e-40,0.0,1.3926251990669051e-31,0.0,1.2435442650088199e-13,1.2435467434827048e-13,1.2637534684740912e-19,1.4330881394404989e-20,2.1260565810625999e-19,7.5500614206529469e-23,6.7165923330513514e-22,5.0285425892065116e-21,3.0615382682401205e-23,3.3168332197156045e-22,3.2544585436651406e-21,4.9645241655060837e-24,2.9293965661483253e-22,1.9310076873979028e-23,4.5569370440762255e-22,2.9904318700136271e-23,3.2441315502100235e-27,1.0033189666338643e-22,1.3077123834170298e-23,1.8522467393009693e-23,1.2154988801129349e-24,1.068572848672328e-24,6.9933937317679192e-26,6.592348978539412e-22,2.3323880375249097e-25,6.1705721912550122e-28,8.5013886871882606e-27,2.6953671824563184e-25,3.8674309037788278e-24,1.4432627806960694e-25,9.4448749356779644e-27,9.7786385760560031e-28,6.3967014668530635e-29,2.4176915264479899e-27,1.5816320458285996e-28,2.6285930052790393e-24,1.7325514259275517e-25,4.532772064524994e-29,2.9560745259889924e-30,2.0429656561741088e-27,1.3341144675489047e-28,8.364837814075833e-29,1.1530561698359959e-27,2.0185853302462753e-27,2.9110984704084168e-26,1.0285394213742011e-30,1.3769312505544347e-29,2.0205657287051086e-32,2.6589405558984258e-31,5.2047273755567441e-30,3.3941942369152405e-31,1.2932447688732396e-29,8.4340928378892704e-31,2.9487168961385758e-26,1.930430761522859e-27,1.2413374772715816e-28,7.4360638519643415e-28,8.1248320326144164e-30,2.3160703833105481e-33,3.0470165754648491e-32,1.108726552392314e-33,7.204257950761003e-35,5.7735066762244467e-33,7.5992972252317722e-32,6.1525347201987588e-30,4.0120151197752319e-31,6.4243082605107334e-32,4.1797053225227693e-33,4.1921495744499925e-37,5.2765174616055709e-36,1.2691804207584772e-34,8.2467430997458282e-36,2.0227008639946884e-28,1.3238648034885909e-29,2.750364414905034e-33,3.6215700763755145e-32,2.6347482799982735e-35,3.3683247101028976e-34,3.1891971075793934e-34,2.0744982480033799e-35,4.7966483830116937e-38,6.0368433302198692e-37,6.8608633711227649e-32
8.26118301603142e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583745021,0.66999999999986792,9.6799315938822627e-23,4.913108052143865e-25,2.7942415937573262e-19,6.7902818848642844e-31,5.6473504444629705e-26,1.2408095072002664e-39,0.0,2.4295397882118132e-31,0.0,1.3211678064070692e-13,1.3211709571948991e-13,1.6071940959572391e-19,1.6877753546213886e-20,2.5100360289038728e-19,8.9138649145894341e-23,7.9753407888034313e-22,6.5463062667355778e-21,3.7860512581978873e-23,4.1798320781871898e-22,4.2525189516805101e-21,5.8622562914497616e-24,3.5744974452645986e-22,2.3568611511154019e-23,6.1911376650017396e-22,4.0643074565895241e-23,3.244131550209941e-27,1.4097037413743308e-22,1.3906664361221604e-23,2.5151581928191236e-23,1.6511110264069149e-24,1.605763548501112e-24,1.0514572912188321e-25,7.2431118420713551e-22,3.5113515914729163e-25,1.0146691427788854e-27,1.4101061346193084e-26,3.6435927566295118e-25,5.2552052084364589e-24,2.1690361175754232e-25,1.4201813741567455e-26,1.6270094428380742e-27,1.0649691899117024e-28,4.0070040087117056e-27,2.6229736679496552e-28,3.4472835770437586e-24,2.2718133187126452e-25,8.2638502642842373e-29,5.3936018524319004e-30,3.3854389686697712e-27,2.2123211207878871e-28,1.3762011114042291e-28,1.9135450877950543e-27,2.9026843154097014e-27,4.2056384179451413e-26,1.8563242901993994e-30,2.5120144966160137e-29,3.9962382867851172e-32,5.3209559338844361e-31,9.5117267227512101e-30,6.2078490452990895e-31,2.355636096219242e-29,1.5374793991866863e-30,4.4266767596247466e-26,2.8995215664182035e-27,1.9541089906725228e-28,1.2435699716541448e-27,1.2797136637727136e-29,4.5888829618547709e-33,6.1080925384539047e-32,2.4229980047998057e-33,1.57604339545264e-34,1.140638803472128e-32,1.5190263289235091e-31,1.1223337132981785e-29,7.3244553175465949e-31,1.2840131988498127e-31,8.3619141758303622e-33,9.8572325553590692e-37,1.2583053822654354e-35,2.7769985114116271e-34,1.8062713176783184e-35,3.2137501330893387e-28,2.1044219850553193e-29,5.4443961011292213e-33,7.2537028037404478e-32,5.6869464149802905e-35,7.3691120079563555e-34,6.9635769620351455e-34,4.5343306057781256e-35,1.1288128093372998e-37,1.4407490641233939e-36,1.3711788135627308e-31
9.003415238634562e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583743628,0.66999999999986104,1.307659658732462e-22,7.2682542655152496e-25,3.2558979697401324e-19,7.1587874874334064e-31,7.9026486905012675e-26,1.9565411253198932e-39,0.0,4.0403117810909609e-31,0.0,1.3904548432348649e-13,1.3904587447445868e-13,1.9910289233496781e-19,1.9547160214617439e-20,2.9130073452527573e-19,1.0345140775068627e-22,9.3071070567778622e-22,8.3180356097916715e-21,4.5971892870984486e-23,5.1629310448912225e-22,5.4203487448658552e-21,6.8044829460807512e-24,4.2670463869956815e-22,2.8141042800755233e-23,8.1612841448448248e-22,5.3592475660441046e-23,3.2441315502098771e-27,1.9143197155655545e-22,1.464755646821589e-23,3.3137420352507403e-23,2.1760002148158122e-24,2.3225697393159798e-24,1.5214855868819753e-25,7.8938747056032842e-22,5.0878070828580389e-25,1.5955698119579007e-27,2.2337036371069373e-26,4.7823967625281317e-25,6.927734987579428e-24,3.1376046617919843e-25,2.055248383562258e-26,2.5859162590023841e-27,1.6935090538346922e-28,6.3436515620125691e-27,4.154701422207023e-28,4.4087762384184856e-24,2.9050784076961277e-25,1.4285011775071499e-28,9.3297093912058451e-30,5.3588195146819161e-27,3.5039279283973237e-28,2.1652161361574926e-28,3.0327822483154845e-27,4.0418904948495653e-27,5.8792105694298457e-26,3.1816405731090525e-30,4.3451315602890351e-29,7.4537706857987531e-32,1.0025033040012072e-30,1.6485729218980547e-29,1.0766623131381668e-30,4.0692429746708712e-29,2.6576917730504736e-30,6.3952528203451483e-26,4.1907931279738687e-27,2.9539443001260262e-28,1.9834197891901657e-27,1.9353827718624331e-29,8.5766220368499996e-33,1.1530913315820211e-31,4.9534183692191427e-33,3.2248081378462281e-34,2.1257135935394423e-32,2.8594176151675515e-31,1.9412078524625635e-29,1.2676995591910981e-30,2.4167589415175668e-31,1.5751546631465609e-32,2.1583874040661485e-36,2.7890901067180764e-35,5.6854541903045618e-34,3.7013020644293339e-35,4.9035320699375345e-28,3.2122186767964243e-29,1.0163867947725214e-32,1.3678583834148869e-31,1.1503471432063951e-34,1.5080591782696288e-33,1.422714441767605e-33,9.2721683182642932e-35,2.4744197015648615e-37,3.1968276675981079e-36,2.5807052624693555e-31
9.745647461237703e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228258374239,0.66999999999985504,1.7170903163010546e-22,1.0379459635430093e-24,3.7396955524077867e-19,7.4885547604280174e-31,1.0699132186123298e-25,2.9705200838075351e-39,0.0,6.4512402237940224e-31,0.0,1.4519407668745561e-13,1.4519454922301736e-13,2.4126636868672597e-19,2.2320872008596431e-20,3.3321753877471624e-19,1.1833959717125583e-22,1.0703821685778052e-21,1.0354708355180499e-20,5.49596768907862e-23,6.2693738227835297e-22,6.7655038347033179e-21,7.7846608582566438e-24,5.0013340382356695e-22,3.2989637365378187e-23,1.0489455538834461e-21,6.8898127920851214e-23,3.2441315502098204e-27,2.5259481383466598e-22,1.5305381133450271e-23,4.2567186643210111e-23,2.7959176428035387e-24,3.2531460538472652e-24,2.1318804525983763e-25,8.5446375691352e-22,7.1386251203172175e-25,2.4159898242044736e-27,3.4035132588039953e-26,6.1236563495687173e-25,8.9033850472287998e-24,4.3951892708973059e-25,2.8800757180951388e-26,3.954054597692821e-27,2.5906452937131161e-28,9.6617648574835452e-27,6.3306661230715624e-28,5.5201892167659459e-24,3.6370280003586752e-25,2.3601042125473006e-28,1.5422926339739427e-29,8.1605716579523857e-27,5.3385291507321168e-28,3.2802761001341131e-28,4.6235292632513828e-27,5.4772289612541895e-27,7.9937010892013245e-26,5.2185965848756714e-30,7.1833676482397032e-29,1.3219704309719248e-31,1.7934680691361437e-30,2.7314052410596295e-29,1.7848606668602782e-30,6.7196834589110647e-29,4.3912376513599438e-30,8.9459484635418914e-26,5.8644307117820914e-27,4.315375659949043e-28,3.0396061860297701e-27,2.8284822559033843e-29,1.5244708656032566e-32,2.0673255620224646e-31,9.5537755490629559e-33,6.2244494051300088e-34,3.7675914774959668e-32,5.1119398724979778e-31,3.2090406729520205e-29,2.0968507742181173e-30,4.3200999086752685e-31,2.8176394766293428e-32,4.4355486059256555e-36,5.7920135344315846e-35,1.0983609224491068e-33,7.1558291052908011e-35,7.2300250490374488e-28,4.7378923206755026e-29,1.8042148504345781e-32,2.4492476824359077e-31,2.1987511833129518e-34,2.911490463417646e-33,2.7428926351983438e-33,1.7889516468986395e-34,5.0913796166865548e-37,6.6467592136226726e-36,4.6130254558743256e-31
9.999999999999997e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583742007,0.66999999999985294,1.874270902678861e-22,1.1643742269287188e-24,3.9101124489454237e-19,7.5931620632004119e-31,1.1790709215862494e-25,3.401178164488688e-39,0.0,7.511105389963045e-31,0.0,1.4713220202247733e-13,1.4713270436853074e-13,2.565336471321816e-19,2.3292319135659788e-20,3.4790745245664139e-19,1.2355725504050559e-22,1.1196032562349807e-21,1.111531622651708e-20,5.8242627098321153e-23,6.6774016352821165e-22,7.2684477830083514e-21,8.1281845723078865e-24,5.2615745532838925e-22,3.4708159724056987e-23,1.1373191455547099e-21,7.4708568003288487e-23,3.2441315502097996e-27,2.7615833272863434e-22,1.5512806785037622e-23,4.6144711519573384e-23,3.0311327782841397e-24,3.6276376905922247e-24,2.3775660405407646e-25,8.7676448456059575e-22,7.9650414122612333e-25,2.7637982530969054e-27,3.901064249293202e-26,6.6317514333572819e-25,9.6530727379412838e-24,4.9013222605097984e-25,3.2120994802975274e-26,4.5377097138278736e-27,2.9734552065917271e-28,1.1072921397940113e-26,7.2562899528355512e-28,5.9366872054189679e-24,3.911311018411844e-25,2.7776459629156464e-28,1.8154711673682484e-29,9.3519834400397427e-27,6.118869644707934e-28,3.753192950619914e-28,5.3004008442952279e-27,6.0448548466109738e-27,8.8312615030019119e-26,6.1281139748830509e-30,8.456033882449676e-29,1.5925795344720285e-31,2.1664520933681133e-30,3.2178760959164533e-29,2.1031196615988855e-30,7.9074369993448125e-29,5.1683324715210908e-30,9.971057895672752e-26,6.5371782893583324e-27,4.8800117471296446e-28,3.4901125707229193e-27,3.1989562545193231e-29,1.8379941053242723e-32,2.499216579714753e-31,1.1829354347959475e-32,7.7088425447552622e-34,4.5379594783954925e-32,6.1738294421537023e-31,3.7775307947069541e-29,2.4687502137238957e-30,5.217306267709581e-31,3.4035474439315657e-32,5.6089489925326226e-36,7.3486084542922286e-35,1.3607993301950576e-33,8.8676949612835309e-35,8.2017437550397057e-28,5.3752388034319948e-29,2.174202782605643e-32,2.9595155960787753e-31,2.7148009476675038e-34,3.6061628557949725e-33,3.3958681007402863e-33,2.21535122011407e-34,6.4413430586953812e-37,8.4369605229488943e-36,5.5710264983684197e-31
1.0487879683840845e-06,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583741307,0.66999999999984949,2.200744460629637e-22,1.4382088153880429e-24,4.2430692070728031e-19,7.7824560516470979e-31,1.408445190200652e-25,4.3659549157521263e-39,0.0,9.9495255288635871e-31,0.0,1.5062165866458581e-13,1.506222203163442e-13,2.8692346270111602e-19,2.5182109874901792e-20,3.7649631697634782e-19,1.3371167275584102e-22,1.2157991147666753e-21,1.2665619555311844e-20,6.4830879920825169e-23,7.5017924064459586e-22,8.2943927662349193e-21,8.7967567062133978e-24,5.7719021775060266e-22,3.8078314656686381e-23,1.3194882329055626e-21,8.6686869150470853e-23,3.2441315502097573e-27,3.2523077727532985e-22,1.588635009750684e-23,5.3516282287760469e-23,3.5158368889154385e-24,4.4334624056425523e-24,2.9062949847779264e-25,9.1954004326671075e-22,9.7451517666075111e-25,3.5419454798142235e-27,5.0168260570179822e-26,7.6776158923876319e-25,1.1198033752351565e-23,5.9904835997273331e-25,3.9266808520829006e-26,5.8497328675531983e-27,3.834128956521287e-28,1.4237348970002328e-26,9.3322775165640183e-28,6.787739426431682e-24,4.4717504949924913e-25,3.7520266235144914e-28,2.4531035859150755e-29,1.202339419485498e-26,7.8688832532391122e-28,4.8115975778756349e-28,6.8187988040217731e-27,7.2513915690022177e-27,1.0613580519080706e-25,8.2448094326305285e-30,1.1427018278223651e-28,2.2470704048986209e-31,3.0717317174674069e-30,4.3553270123523066e-29,2.8474250039581796e-30,1.0679002919051688e-28,6.9820414328857327e-30,1.2174512919155706e-25,7.9834215160690762e-27,6.1230580796441376e-28,4.5023965277441569e-27,4.0146675800070113e-29,2.5974460935206651e-32,3.5490682761537522e-31,1.7563797058644953e-32,1.1450665408387171e-33,6.4008411959984561e-32,8.7506975871188682e-31,5.1046405221850071e-29,3.3371195347327109e-30,7.3943996210099927e-31,4.8256616838183393e-32,8.663825990729943e-36,1.1419574763836307e-34,2.022931804363851e-33,1.3188070940214835e-34,1.0352634953638324e-27,6.7861730451227173e-29,3.0695276312046238e-32,4.1986623370843427e-31,4.010458937784356e-34,5.357675193314735e-33,5.0413307256280062e-33,3.2901879720512501e-34,9.9592239083100785e-37,1.3123216468432746e-35,7.8956402151782336e-31
