Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),H2(190),C4H7X(141),C4H7(69),C4H7(373),C2H5(67),C4H6(54),C4H7X(140),C4H7(68),C4H7X(145),C4H7X(459),C6H11(87),SX(155),C6H11(809),SX(979),C4H8(73),C2H6(343),C2H3(53),C6H11(815),SX(1010),C8H15(980),SX(1014),C4H8(187),C6H10(967),SX(1211),S(1163),SX(152),C6H11(84),S(1104),SX(1138),S(1167),SX(1756),S(1166),SX(1799),C4H9(85),C4H9X(153),S(1418),SX(1367),S(1062),SX(1214),SX(1701),S(1649),C4H9X(171),C4H9(111),SX(2137),S(2079),SX(1017),S(984),S(1757),SX(1802),S(1850),SX(1894),S(1493),SX(1446),S(2316),SX(3066),SX(2273),SX(2594),S(2513),S(2486),SX(2424),SX(2707),S(2626),S(2230),SX(2174),S(2391),SX(2328),SX(1370),S(1421),S(3690),SX(3601),C6H13(202),SX(346),SX(1141),S(1108),SX(1217),S(1183),S(3938),SX(3848),SX(1805),S(1760),S(1440)
5.24287e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583771411,0.67000000000000004,4.2283981861360044e-32,3.651053067952461e-41,1.6876120584275788e-25,2.6757845076092118e-34,1.2127754758600134e-41,6.1509686364508951e-58,0.0,5.7737848006376139e-50,0.0,1.0489692528422482e-16,1.0489692528381078e-16,9.2608278352756703e-29,1.1577712719538062e-25,5.2909419076943196e-26,1.4388531810575521e-29,1.9585158227263398e-29,4.659432221314009e-29,2.3511724533878674e-29,9.7722123023231529e-30,2.6946954139110315e-31,2.8548640458594716e-31,2.1574825813854023e-31,3.7373944109672286e-33,4.1919383081768867e-34,6.9074188259752191e-36,3.2441315502112231e-27,8.2020915939825162e-35,5.5194045392717614e-28,1.7123531455487261e-35,2.8215800151094407e-37,1.6194901412354538e-39,2.3683900317097691e-41,4.596607933810776e-25,8.2847446353527942e-41,4.6076652674804185e-45,1.281260969616439e-45,7.1561861628083177e-37,2.3084579042884996e-37,2.1851762735732009e-40,3.1949965291958481e-42,2.8476556144452231e-45,4.1469987312647899e-47,7.3258918738102881e-45,1.066862272876676e-46,1.4718695399324297e-34,1.6609747542520625e-34,1.6091362446101051e-50,2.18093837006614e-52,6.2059794796241912e-45,8.2710581411893211e-47,6.2156783203844057e-46,1.7285804224282117e-46,3.1613968462989866e-38,1.2669022982552608e-38,1.6426977495669422e-50,4.084100009575332e-51,4.323111400122399e-56,1.0734889843566013e-56,3.5876883167496075e-50,4.7706240740720637e-52,9.2297035993629094e-50,1.2272929709821885e-51,2.9106245376946508e-42,4.3012917778104122e-44,1.5740968170247566e-46,2.9290893109532293e-48,2.2861966198501305e-48,9.4638634926961661e-56,2.351146592517432e-56,1.3476283857260413e-61,1.7030912106501237e-63,2.4346779397012813e-55,6.0485707143507675e-56,2.1709336758852752e-51,2.9423077780456676e-53,5.1301819564522895e-56,6.4849487867515411e-58,3.4336522979732575e-67,7.7884622027566497e-68,2.9522860174004229e-61,3.7313841240383728e-63,1.618410317795222e-43,2.6537530904057218e-45,5.8321887294395944e-57,1.4483926647865595e-57,1.3076532480961174e-61,2.9665324516331872e-62,7.5950692090586481e-61,9.6013117545499414e-63,7.5234480885438854e-67,1.7065919326743873e-67,6.1944298060696274e-56
9.999999999999999e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583771389,0.66999999999999993,8.6621358664399522e-32,2.4837186956137717e-39,6.2807234387860383e-25,6.844086214171338e-34,6.8654269025067494e-40,8.6361979051441091e-56,0.0,6.6015540209264209e-48,0.0,2.000752324173724e-16,2.000752324164905e-16,6.8080588075675285e-28,3.3220006011107249e-25,2.9546042823683629e-25,9.1053405768566784e-29,1.388275517330978e-28,2.6743139426754853e-28,1.0465720197685736e-28,8.331176923836585e-29,4.608604831507986e-30,2.8006407684650314e-30,2.3818286937334655e-30,6.4404401473026912e-32,9.1667443831012661e-33,2.4193756817101436e-34,3.2441315502112209e-27,1.1982235159601349e-33,1.9717720871644431e-27,3.7444671510003395e-34,9.8826909357413645e-36,7.01846934065851e-38,1.6805281948702434e-39,8.7674906396807748e-25,5.8094324042441084e-39,5.4066582098808893e-43,2.9543118522662859e-43,1.9988765590465402e-35,1.2645020094083759e-35,9.4700216770934353e-39,2.267121849431548e-40,2.4458801177290072e-43,5.8355329197116312e-45,6.2921576321743228e-43,1.5012302053053729e-44,1.8653775593873157e-33,9.7972906172635717e-34,7.358466323545857e-48,1.6347879544911673e-49,5.3326122434618007e-43,1.1823210098573189e-44,7.293609809855396e-44,3.9858325384170573e-44,2.9233517053143945e-37,2.2896668279645603e-37,3.9381320171765092e-48,1.9271253282583803e-48,5.4351265267295652e-53,2.655986382099972e-53,6.1098683830870688e-48,1.3518929338601188e-49,1.571796536977038e-47,3.4778174906236694e-49,3.1619009990857992e-40,7.567694503227835e-42,3.3314591848236935e-44,1.2386219103505555e-45,7.930428829779878e-46,4.4978449620011667e-53,2.1991180984206804e-53,6.6135560596107381e-58,1.3818151207525728e-59,1.1570949034039501e-52,5.6573501475207055e-53,9.9278124022468822e-49,2.2055349221797461e-50,4.8019793569987547e-53,1.0035800839529709e-54,4.7241395324353635e-63,2.1116080539411672e-63,5.4773998186773172e-58,1.1445538221699653e-59,5.8022730670861132e-42,1.5157815961162851e-43,7.332405477229622e-54,3.5836162080148871e-54,3.4315883095434748e-58,1.5341135221728489e-58,1.4090952148738196e-57,2.945433310134263e-59,3.9132575558044717e-63,1.74924187009042e-63,5.6661361248316478e-53
1.0485750000000002e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583771389,0.66999999999999993,9.1148643136776053e-32,2.7336028413312147e-39,6.7497255163010812e-25,7.2697110245007949e-34,7.5540712214874742e-40,9.5117583380673674e-56,0.0,7.2697423416147214e-48,0.0,2.0979387846865265e-16,2.0979387846772298e-16,7.4086667063799287e-28,3.5429898102847398e-25,3.2022728403001807e-25,9.8881647276596732e-29,1.5100337889053505e-28,2.8998104242734859e-28,1.1294295739407891e-28,9.0820884982876294e-29,5.0516734395078288e-30,3.057462892782482e-30,2.6030069191740655e-30,7.0599102622752836e-32,1.0059955769120101e-32,2.6593646982902112e-34,3.2441315502112209e-27,1.3121988357348455e-33,2.1167509327803938e-27,4.1093294449787253e-34,1.0863000255184487e-35,7.7185878466935315e-38,1.8497083762147087e-39,9.1933789955542463e-25,6.3941733390714876e-39,5.954026579341651e-43,3.2546680033654668e-43,2.195674442280974e-35,1.3912630011828368e-35,1.0414691697075936e-38,2.4953549947777576e-40,2.692720918808588e-43,6.4271640227953873e-45,6.9271686682510471e-43,1.6534312779556035e-44,2.0408218055126428e-33,1.0628088899096919e-33,8.1081953907259077e-48,1.8014932701081108e-49,5.8707877509504152e-43,1.3022031160949272e-44,8.0320126510003755e-44,4.3910603913733892e-44,3.1895738264352181e-37,2.5105281209176737e-37,4.3385768700657472e-48,2.1234868480448615e-48,5.9896652420886776e-53,2.9270792338469119e-53,6.7300829601715619e-48,1.4894474387777008e-49,1.7313500575478887e-47,3.8316838492188547e-49,3.4817903129397588e-40,8.336038878961152e-42,3.6700267925492388e-44,1.3647983629217468e-45,8.7378695774543544e-46,4.9561530424195083e-53,2.4234297205227752e-53,7.2887279059692718e-58,1.5228947143836087e-59,1.2749971269125074e-52,6.2344039049193272e-53,1.093932345283008e-48,2.4304414020206657e-50,5.2917850774177506e-53,1.1059893137601955e-54,5.2064858185827086e-63,2.3272161579338643e-63,6.0363950298633839e-58,1.261385980873898e-59,6.3782169368458621e-42,1.6678481372191865e-43,8.0805210374285211e-54,3.9493909537767905e-54,3.7818538748728837e-58,1.6907313871632168e-58,1.5529002128743226e-57,3.246093129537822e-59,4.3127630152392853e-63,1.9278393313103778e-63,6.2440721237130524e-53
2.0971510000000003e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583771345,0.66999999999999971,2.5433957479575418e-31,1.6185019087109496e-37,2.6993646973438435e-24,1.7499798718441545e-33,4.295997129592079e-38,1.1443997813815497e-53,0.0,7.0075294133443333e-46,0.0,4.1958698111614345e-16,4.1958698111850338e-16,5.9269146307564735e-27,9.821858668850012e-25,1.7149097772746344e-24,5.6743390907350362e-28,1.126134715947445e-27,1.6394794309713936e-27,4.4328296193083986e-28,6.6267214085716181e-28,7.4581814487507184e-29,2.4196875551222295e-29,2.7773393748987745e-29,1.0706359532447487e-30,2.1350112579541486e-31,8.0791727711300129e-33,3.2441315502112202e-27,2.0991183378910805e-32,7.8173659316884503e-27,8.7210366037730217e-33,3.3001262540460187e-34,3.2495385733166197e-36,1.1434710079107985e-37,1.8386921119041178e-24,3.8987141704499663e-37,5.5446169657055759e-41,5.8597111497020363e-41,4.9244774069743206e-34,6.026112105565875e-34,4.3846128019752676e-37,1.5426541148769645e-38,2.2460138767423711e-41,7.8758575019144273e-43,5.7775190331618394e-41,2.0259575129717226e-42,2.6903222495213326e-32,6.5511835647804137e-33,2.8907431340826558e-45,9.5808634968995883e-47,4.8972328103927366e-41,1.6260640155643933e-42,7.4798503752387167e-42,7.9059700265091761e-42,2.8101561851786207e-36,4.2408625714624065e-36,8.2870863622153952e-46,7.8643797680503929e-46,4.8725026842552672e-50,4.614841326535795e-50,1.1115287124276724e-45,3.683001208715674e-47,2.8592350249164092e-45,9.4739503008600018e-47,2.9929089523831702e-38,1.0502017560912226e-39,6.0448034129675814e-42,4.4891239795617351e-43,2.1154756639463386e-43,1.8744544500863005e-50,1.7765484347392837e-50,2.2744490758903134e-54,7.1902468985334706e-56,4.8217443636096593e-50,4.5698967451190079e-50,3.9002777680904034e-46,1.2926186713066686e-47,3.8799676416030176e-50,1.2269964490770978e-51,3.8076171103056531e-59,3.3066789247187808e-59,8.7589760662293486e-55,2.7693332787461527e-56,2.1407639615348465e-40,8.0187485316902866e-42,6.5734761862968944e-51,6.2268531734212029e-51,6.4990601429131475e-55,5.6454832159746523e-55,2.2531443395829004e-54,7.1274558523294256e-56,1.4666355158503598e-59,1.2737790792007906e-59,4.4541147130041867e-50
4.194303e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583771261,0.66999999999999926,1.2560606780438336e-30,7.6799414808064171e-36,1.079396217531397e-23,3.8602087509254816e-33,2.0367309254509866e-36,1.0443423274794536e-51,0.0,5.7258481156718877e-44,0.0,8.3916676082743993e-16,8.3916676088620819e-16,4.7414586244000263e-26,2.5672900343102494e-24,8.2167165295462349e-24,2.8175321163441387e-27,7.9277750342235384e-27,8.6948712844571932e-27,1.5064403435746964e-27,3.8727519214906582e-27,8.8121840044473626e-28,1.4722300772552e-28,2.6457405456571976e-28,1.2934439114105933e-29,4.0512180970843403e-30,1.9517935590718612e-31,3.2441315502112166e-27,3.357508080221372e-31,2.7058394214734626e-26,1.6547785052929969e-31,7.9722828431652098e-33,1.2239412997924615e-34,5.6195117282523152e-36,3.6774005366015019e-24,1.8918214230321091e-35,3.7691316718920408e-39,7.462667856799905e-39,8.1292999380561275e-33,1.8556841397172735e-32,1.6514776590129018e-35,7.5815296793569732e-37,1.6772871921404194e-39,7.6807723646924274e-41,4.3134565964377593e-39,1.9752755346955078e-40,3.3798803353037766e-31,4.3545170458701279e-32,7.293570025757366e-43,3.21439888042065e-44,3.6553595605044233e-39,1.6143254170426292e-40,5.0847929452826177e-40,1.0069289054740003e-39,2.4840382765315452e-35,6.8363286553233207e-35,1.1513990919512174e-43,2.0587532318346478e-43,2.2880273469257421e-47,4.0812313852423543e-47,1.6438029219716353e-43,7.2470902190113959e-45,4.227352899984361e-43,1.8637283439948372e-44,1.8325362510593727e-36,8.3968100106039234e-38,6.8946305071632868e-40,1.0205586490784681e-40,3.1534692857370654e-41,5.1616192362877885e-48,9.213444997346339e-48,3.9808242603984018e-51,1.6989055756052037e-52,1.3274099434016422e-47,2.3694161126508586e-47,9.8414414816566959e-44,4.3370200801821909e-45,2.0107791436532042e-47,8.5843101747195907e-49,1.2721113009353193e-55,2.0901447769948785e-55,8.9903211710571497e-52,3.8372209990828869e-53,6.8442705445876667e-39,3.2698863184511319e-40,3.0869195751096767e-48,5.5073467536070476e-48,6.429512321687884e-52,1.0568003563070068e-51,2.3121574792604244e-51,9.875551096234166e-53,2.8734962473179541e-56,4.721773060848622e-56,2.2489189099893917e-47
8.388607e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583771095,0.66999999999999837,1.0402009016808288e-29,3.0850877076475564e-34,4.3155300305562616e-23,8.1024353223888004e-33,8.161256327050591e-35,9.9666669109656081e-50,0.0,4.6438060383063391e-42,0.0,1.6782749362607512e-15,1.6782749368865345e-15,3.7929278828772817e-25,6.7749375269790382e-24,3.6338492434988614e-23,1.2684697142562231e-26,5.1048541774590543e-26,4.5937242047116357e-26,4.9183810313837582e-27,1.9336732273022331e-26,8.8162985772384353e-27,7.4261973000777276e-28,2.3103023448677943e-27,1.3016050446186665e-28,7.0600617575140658e-29,3.9338613898705528e-30,3.2441315502112073e-27,5.3693146197963228e-30,8.48544381805934e-26,2.8836033192195971e-30,1.6067185862363389e-31,4.2420966995658951e-33,2.2960830981535333e-34,7.3548173859962619e-24,7.6579978933985851e-34,2.039190474533368e-37,7.1567909313327453e-37,1.083844461472453e-31,4.3330064858224842e-31,5.7239887539183537e-34,3.0978549318794131e-35,1.1555539004832557e-37,6.2446968675977853e-39,2.9698138616747511e-37,1.6049305634837944e-38,4.007600094343803e-30,3.4759147516194003e-31,1.3889002894885408e-40,7.3323166224208011e-42,2.5155451623445904e-37,1.3299846653914184e-38,2.7511211768795081e-38,9.6575717910861591e-38,2.6032866181855142e-34,1.2081220139893407e-33,1.25986765910724e-41,4.0345805387620549e-41,6.9325610244583992e-45,2.2142701910168691e-44,2.247229631716729e-41,1.1866664030708175e-42,5.7754858516708672e-41,3.0497908354289696e-42,8.5316858665290563e-35,4.613878207783373e-36,5.7010273594342738e-38,1.6746428161724082e-38,3.0793380512545325e-39,1.1224485848844257e-45,3.5871751843206237e-45,4.2832053338803519e-48,2.2171763114523941e-49,2.8847506788935104e-45,9.2192369462111517e-45,1.8743363458532644e-41,9.8943087139261303e-43,7.8169866191903728e-45,4.0474930067512095e-46,2.2133390403626333e-52,6.5640111045485778e-52,6.9414006391252629e-49,3.5934064261843298e-50,2.3951912976018425e-37,1.3258567944979634e-38,9.3543875177639469e-46,2.9886159037107535e-45,4.0417312776489596e-49,1.1992330386270224e-48,1.7842529381825131e-48,9.2444806037573701e-50,3.5874577403680602e-53,1.0640253498505916e-52,8.5706701007537847e-45
9.999999999999999e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583771034,0.66999999999999804,2.9691030084768538e-29,2.3917703369560798e-33,6.8004071283333275e-23,9.7330798311133958e-33,6.2108183314539128e-34,1.0958799999909321e-48,0.0,7.8204950432646295e-41,0.0,2.0005696504481402e-15,2.0005696520225441e-15,8.8916201199717363e-25,9.1581651706062868e-24,5.8770561843574019e-23,2.0605718773820477e-26,9.7459217282852398e-26,8.6453136237438778e-26,7.1898458308756549e-27,3.2655969728827841e-26,2.2388642930744826e-26,1.2431049760061646e-27,5.5024713373666579e-27,3.2654714253676208e-28,2.7916282899854052e-28,1.6594482731001352e-29,3.2441315502112044e-27,2.0828070944105638e-29,1.1365888836428798e-25,1.1400957573902359e-29,6.7770409017733875e-31,3.0027036341001067e-32,1.7659059436417235e-33,8.7676295639396686e-24,5.8602237117428797e-33,2.0544163499511456e-36,1.1365377863611983e-35,3.3975710018615053e-31,1.9534855780302411e-30,4.0517473023531598e-33,2.382637516057297e-34,1.5382963671522996e-36,9.0838108246195158e-38,3.9482346827935354e-36,2.3314947385438149e-37,1.165664752928688e-29,8.9301489351370225e-31,4.2797405746661555e-39,2.5008178710967927e-40,3.342859844659812e-36,1.9484426623529508e-37,2.7719510271497395e-37,1.5339601015756374e-36,8.4396354495377312e-34,5.4677354360408988e-33,2.4326203463092876e-40,1.2662491224038459e-39,3.1409673796999529e-43,1.6467057957485551e-42,5.7718872820790311e-40,3.371368657077905e-41,1.4813836016346713e-39,8.6527579915456178e-41,6.9956261642338529e-34,4.1190432646249362e-35,7.4151471071423727e-37,4.1527187434964657e-37,4.377610387195146e-38,4.2305492749986237e-44,2.2155462385879127e-43,6.3001205909211924e-46,3.6480217668032421e-47,1.0857800305667238e-43,5.6861990608212368e-43,5.7769840006827517e-40,3.3754399783095069e-41,4.8172933040062135e-43,2.7876205795181255e-44,4.8388719988361221e-50,2.3979370272156913e-49,8.4693313685597828e-47,4.9036343697152794e-48,1.9619739147616079e-36,1.1703517535544268e-37,4.2395794825072241e-44,2.2235100233921589e-43,3.6927170248397873e-47,1.8271421374696466e-46,2.1744657027867059e-46,1.2601771417937986e-47,6.5031224687659794e-51,3.2219160271190861e-50,5.2156362791058689e-43
1.6777215e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583770762,0.66999999999999671,1.1081701419733229e-28,1.1153575517514363e-32,1.7251331477769637e-22,1.659126304538575e-32,2.8899878218366197e-33,5.2857653533768258e-48,0.0,3.875892478737347e-40,0.0,3.356080423680671e-15,3.3560804292447945e-15,3.0335757899905089e-24,1.9181571090084187e-23,1.5311561440176827e-22,5.3920041607969527e-26,2.9265376399785312e-25,2.5685534466521916e-25,1.6743198309810653e-26,8.8674170052428029e-26,7.9471363122373372e-26,3.3480515138519872e-27,1.8928131979120856e-26,1.1525122977538659e-27,1.1563361490339624e-27,6.9842667911420969e-29,3.2441315502111915e-27,8.5844684049942654e-29,2.3480497243669479e-25,4.7223342935604883e-29,2.8522441280012874e-30,1.3847362864469688e-31,8.2272839987981017e-33,1.4709651084785744e-23,2.7286409765218752e-32,9.8372589438731167e-36,5.615600203336446e-35,1.3128668391153138e-30,8.3470966379199684e-30,1.8685230474632498e-32,1.1100662120961602e-33,7.5220765443925645e-36,4.4662203960012415e-37,1.9304717310367085e-35,1.146231829654621e-36,4.3827098196385362e-29,3.1869629075641827e-30,2.1695376878903245e-38,1.2710402700051043e-39,1.6344306941292509e-35,9.5838585016499439e-37,1.3273184500168491e-36,7.5793276846163296e-36,3.2986217720326285e-33,2.338286599582936e-32,1.2133886083830098e-39,6.4221672309174896e-39,1.6059713256453477e-42,8.4793117261503485e-42,2.9102214042567486e-39,1.7051619780540339e-40,7.4688975552699532e-39,4.3761941432208294e-40,3.2829644080189392e-33,1.9502452115767306e-34,3.6204112547699167e-36,2.0913947269290515e-36,2.1493902425916607e-37,2.1551360812680054e-43,1.138284597656837e-42,3.2617095864011929e-45,1.8897662936120277e-46,5.5310388557786349e-43,2.9213536003937831e-42,2.928557848034787e-39,1.7155767855054903e-40,2.474915253983928e-42,1.4341596985423738e-43,2.5097166001694447e-49,1.24556008468945e-48,4.3797799312536895e-46,2.5376263657309088e-47,9.2062938328284235e-36,5.5350001068195993e-37,2.1677023177824393e-43,1.144947821232251e-42,1.9053600678356401e-46,9.4613198332971636e-46,1.1244815965042523e-45,6.5213639506027462e-47,3.3703147179099843e-50,1.6727936186147971e-49,2.67911524229837e-42
3.3554431e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228258377009,0.66999999999999338,1.3560436276441086e-27,3.7959523909644829e-31,6.8942724016641742e-22,3.3563588023033134e-32,9.3350513872404024e-32,2.4045605896099009e-46,0.0,3.1151230438212888e-38,0.0,6.7084093408557261e-15,6.7084093871409399e-15,2.4244110271436679e-23,5.9856954720785608e-23,6.2799746449175989e-22,2.2211197630588023e-25,1.4862528071814018e-24,1.5734111041157138e-24,6.1231809809081277e-26,3.9580094834220793e-25,6.7535837789925964e-25,1.4204717673785925e-26,1.4666392088642647e-25,9.299284811351563e-27,1.7939811945527639e-26,1.1306515856956635e-27,3.2441315502111592e-27,1.3715625855047887e-27,5.7379370867346437e-25,7.3245621673084603e-28,4.6162100355070944e-29,4.2884599174369037e-30,2.6782349149986998e-31,2.9419318482364555e-23,8.8594689960060908e-31,4.6222640626486401e-34,3.8374183437993823e-33,1.5708698002129961e-29,1.4103525698077818e-28,5.7870840849097732e-31,3.613860329842392e-32,4.6612743089461543e-34,2.9109983977771843e-35,1.1927946325674051e-33,7.4492072952244726e-35,4.3591583884812498e-28,2.9743172330914201e-29,2.956635551242649e-36,1.832599840975394e-37,1.0094889088493513e-33,6.2600595592129671e-35,6.2385002991769739e-35,5.181317504240827e-34,4.6609046518274844e-32,4.504835915317315e-31,1.1272450910426161e-37,8.8509645781600067e-37,3.2917844156110178e-40,2.5795931323185221e-39,3.5949375638252929e-37,2.2283169249816704e-38,9.1994683287177157e-37,5.7022847132605282e-38,1.1084786312640855e-31,6.9237293097663344e-33,1.8404081549620376e-34,2.0543135204776718e-34,1.1493833317269278e-35,4.0034412209449746e-41,3.1377984931723269e-40,1.9773970893151839e-42,1.2183108285337668e-43,1.0244912652048867e-40,8.0297508140339552e-40,3.9930141786149549e-37,2.4747586950761373e-38,6.7982026442967329e-40,4.1888823265562711e-41,2.2753756185799772e-46,1.7023939099521699e-45,2.4057007029884628e-43,1.4822117234527187e-44,3.5382560589594712e-34,2.2232508864782981e-35,4.446468456864356e-41,3.4862127325426195e-40,7.8273090160725384e-44,5.8591175669828827e-43,6.1616164021776599e-43,3.8001442849619078e-44,2.7683783522498728e-47,2.0713292662100413e-46,7.3056018080750643e-40
5.0331647e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583769418,0.66999999999999005,4.8173656588843719e-27,1.7956956201125627e-30,1.4640898278411195e-21,5.0519257950105249e-32,4.3264020069841125e-31,1.1172363906708468e-45,0.0,1.7926518432974102e-37,0.0,1.0055277096248215e-14,1.0055277234796132e-14,7.1915471426200229e-23,1.1632072433085564e-22,1.3432028346981949e-21,4.7566895046914145e-25,3.4160468434121842e-24,4.1321629620162383e-24,1.2746701527014398e-25,8.8589614304431508e-25,1.960314893821246e-24,3.0684129286772964e-26,4.0833872181913166e-25,2.6169640642385321e-26,6.4634125985685473e-26,4.1136804805900561e-27,3.2441315502111276e-27,5.2257620020163268e-27,9.2355767893215325e-25,2.6385927209758389e-27,1.6793232853216084e-28,1.9224208816185781e-29,1.2126863820097607e-30,4.4128985879943228e-23,4.0100347628341615e-30,2.3481977726139451e-33,2.1115464142259601e-32,5.2409390212826235e-29,5.1815081949920565e-28,2.5942877216422344e-30,1.6363756343387761e-31,2.5229104905792822e-33,1.5895686512598796e-34,6.4493194248308566e-33,4.0635140835470204e-34,1.3286793614521824e-27,8.9545249939634695e-29,1.9093549695161926e-35,1.1936615912560035e-36,5.4577084299764403e-33,3.4178776723228616e-34,3.1696454447526237e-34,2.8514087487340505e-33,1.664395470988766e-31,1.7465385697476587e-30,6.7706332885812881e-37,5.7262434263396004e-36,2.3274734755723574e-39,1.9459617761754766e-38,2.2880520126118913e-36,1.430591971266916e-37,5.849920652409473e-36,3.6576604493071842e-37,5.054390081443583e-31,3.1886617443950679e-32,9.2747304577146735e-34,1.2163060327826169e-33,5.8468823690254408e-35,2.7928088740371508e-40,2.3370777934521306e-39,1.6860624529952085e-41,1.0464438003225693e-42,7.1410264845477526e-40,5.9760725512340123e-39,2.5790210128355086e-36,1.6121697297903806e-37,5.0589571549441086e-39,3.1431091046759172e-40,2.079222935405187e-45,1.6414564175575555e-44,2.0280144964175129e-42,1.2587808417847885e-43,1.6891377309046558e-33,1.0704015095423815e-34,3.144578342204667e-40,2.6304865717106602e-39,6.2999714344573144e-43,5.0093223837936843e-42,5.1913069086585097e-42,3.2255034641216214e-43,2.5028581259067017e-46,1.9770184959201849e-45,5.4311169640204776e-39
6.7108863e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282583768747,0.66999999999998672,1.2315376081590612e-26,5.8360472746882044e-30,2.495903173466699e-21,6.7447281220812083e-32,1.3760956950949411e-30,4.1871370052709538e-45,0.0,6.3693281089703183e-37,0.0,1.3394521636208643e-14,1.3394521939241755e-14,1.5652389948081983e-22,1.8849041650549875e-22,2.2975715461491654e-21,8.1417918464741254e-25,6.0885759424121752e-24,8.2787714132667941e-24,2.1634277636296788e-25,1.5733005664453859e-24,4.1677130827961784e-24,5.2759320212207828e-26,8.3893365927484243e-25,5.4088988212951721e-26,1.6052553907804375e-25,1.027635968234876e-26,3.2441315502110954e-27,1.4045639876267046e-26,1.2758302454504204e-24,6.5524843932753374e-27,4.1946392277582449e-28,5.6290300874967966e-29,3.5732976755455809e-30,5.8838653277521766e-23,1.1814299268291656e-29,7.600967796728029e-33,7.2316028071678827e-32,1.2380899613203948e-28,1.3018590150462015e-27,7.5964992519808778e-30,4.8218570801463125e-31,8.548934981083483e-33,5.4179073827399534e-34,2.183287082967637e-32,1.3837033167247544e-33,2.9116037489968507e-27,1.9505683712587266e-28,7.4327013648316567e-35,4.6746314857771783e-36,1.847466519795403e-32,1.1645345589245189e-33,1.0261069537614842e-33,9.7666748393462407e-33,4.1428785309457468e-31,4.5822399622697133e-30,2.4982010264128778e-36,2.2320261103610914e-35,9.7784106755483368e-39,8.5931994938585849e-38,8.819454043510055e-36,5.5476108989271768e-37,2.25302589697522e-35,1.4172156220140723e-36,1.4956978479543853e-30,9.4956145852183104e-32,2.9518134059971028e-33,4.3935650925944043e-33,1.8723255337993404e-34,1.1624154513322684e-39,1.0226755668044691e-38,8.2552555227355164e-41,5.1521268353703583e-42,2.9699582917565066e-39,2.6131601385524326e-38,1.0040966437283274e-35,6.3144713089407565e-37,2.2119430250002213e-38,1.3825949777688077e-39,1.0816622190848283e-44,8.9228446597227847e-44,9.8459213996336485e-42,6.1455448825685762e-43,5.1911998395893681e-33,3.3075082050525568e-34,1.3214018863892104e-39,1.1618505187190531e-38,2.946177521893732e-42,2.4577757687961966e-41,2.5189954704626754e-41,1.5738989184836482e-42,1.2916002500697209e-45,1.0663279417605665e-44,2.3729356616667681e-38
