Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),C4H6(54),C4H5X(365),C4H5X(364),C6H8(56),C6H7X(480),C8H10(439),C6H7X(479),C6H7X(478),C8H9X(653),S(610),C8H9X(652),C8H9X(651),C8H9X(650)
2.428756636840958e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.042090438227847325,0.53668000711103092,3.1287963347078452e-10,0.0,1.1796535805480384e-09,2.0414183292009399e-35,0.0,0.0,0.0,0.0,0.0,0.13399387728644505,0.096934930689998144,0.017345170953917084,7.2644048633361774e-05,0.00022155870282506785,0.00035637734658702851,3.9527057602690329e-06,2.2373858301088776e-06,2.6975237077456365e-06,2.6791414957097617e-06,1.618909251523921e-08,1.1592288534728756e-08,1.0074177268444357e-08,1.0020658473393724e-08,1.0047419664915681e-08
2.4415566505054863e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.042015685592307395,0.53654056241925974,3.1493177871883324e-10,0.0,1.1806319716402799e-09,2.0474873946220532e-35,0.0,0.0,0.0,0.0,0.0,0.13413845978833092,0.096863113024649339,0.017444213470986153,7.285931853155137e-05,0.00022323832207100643,0.00035937285454788677,3.9881328463349693e-06,2.267514344509247e-06,2.7260675977759336e-06,2.7073812406877707e-06,1.6421520733464717e-08,1.1807662604889495e-08,1.022999114022757e-08,1.0175331936069245e-08,1.0202663372515486e-08
2.454356664170015e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.041941710027575518,0.53640166486154717,3.1698409673466704e-10,0.0,1.1816061000182867e-09,2.053529407002385e-35,0.0,0.0,0.0,0.0,0.0,0.13428250640766784,0.096791050099609588,0.017543090822000756,7.3074695285488619e-05,0.00022492152814897656,0.00036237470427546422,4.0236576259905161e-06,2.29786580190819e-06,2.754749822887185e-06,2.7357561240778768e-06,1.6655945279046166e-08,1.2025730953360702e-08,1.0387342098378652e-08,1.0331524931336456e-08,1.0359435390267105e-08
2.467156677834543e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.041868497572775075,0.53626330784524623,3.1903657251812099e-10,0.0,1.1825760181733698e-09,2.0595446984662061e-35,0.0,0.0,0.0,0.0,0.0,0.13442602370498113,0.096718749330964943,0.017641802636003109,7.3290173894398309e-05,0.00022660831029314781,0.00036538287856786021,4.0592799985933982e-06,2.3284405517789847e-06,2.7835704424174471e-06,2.7642661899552558e-06,1.6892373118830523e-08,1.2246512123699934e-08,1.0546237584168071e-08,1.0489244728448674e-08,1.0517743073439849e-08
2.4799566914990716e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.041796034561588438,0.53612548490790479,3.2108919131870822e-10,0.0,1.1835417775414293e-09,2.0655335978274928e-35,0.0,0.0,0.0,0.0,0.0,0.1345690181103337,0.096646217970912177,0.017740348559177815,7.3505749240180594e-05,0.00022829865764892611,0.0003683973601686394,4.0949998636230408e-06,2.3592389410205527e-06,2.8125295150495804e-06,2.7929114817349387e-06,1.7130811200283997e-08,1.2470024691046072e-08,1.0706685034619247e-08,1.0648498591591526e-08,1.0677593772645697e-08
2.4927567051636e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.04172430761517254,0.53598818971412032,3.2314193863071938e-10,0.0,1.1845034285291572e-09,2.0714964305951879e-35,0.0,0.0,0.0,0.0,0.0,0.13471149592647141,0.096573463111689364,0.017838728254459795,7.372141609551512e-05,0.00022999255927358392,0.00037141813176040905,4.1308171205212969e-06,2.3902613139271914e-06,2.8416270987387727e-06,2.8216920420994351e-06,1.7371266450719277e-08,1.2696287261412516e-08,1.0868691882058174e-08,1.0809293779433147e-08,1.0838994833389219e-08
2.5055567188281284e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.041653303635268604,0.53585141605248576,3.2519480018843187e-10,0.0,1.1854610205394845e-09,2.0774335189796473e-35,0.0,0.0,0.0,0.0,0.0,0.13485346333188103,0.096500491689400336,0.017936941401151197,7.3937169131635069e-05,0.00023169000413693293,0.00037444517595879549,4.1667316685390216e-06,2.4215080121588838e-06,2.8708632506424603e-06,2.8506079129287168e-06,1.7613745776534596e-08,1.2925318470975447e-08,1.1032265553667342e-08,1.0971637544678797e-08,1.1001953595621834e-08
2.518356732492657e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.041583009797504941,0.53571515783261914,3.2724776196143154e-10,0.0,1.1864146019962789e-09,2.0833451819001614e-35,0.0,0.0,0.0,0.0,0.0,0.13499492638376082,0.096427310487733106,0.018034987694547373,7.4153002925777018e-05,0.00023339098112204002,0.00037747847530681685,4.2027434065885648e-06,2.4529793747121747e-06,2.9002380270526191e-06,2.8796591352326239e-06,1.785825606246488e-08,1.3157136985357309e-08,1.1197413471044187e-08,1.1135537133629949e-08,1.1166477393300577e-08
2.5311567461571853e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.041513413544883332,0.53557940908227808,3.2930081015004046e-10,0.0,1.187364220368331e-09,2.0892317349934735e-35,0.0,0.0,0.0,0.0,0.0,0.13513589102090853,0.096353926141577687,0.018132866845571454,7.43689119683247e-05,0.00023509547902598305,0.00038051801226962742,4.2388522331019218e-06,2.4846757378916069e-06,2.9297514833303528e-06,2.9088457490855417e-06,1.8104804170844785e-08,1.3391761498905883e-08,1.136414304976388e-08,1.1300999785747875e-08,1.1332573553951306e-08
2.5439567598217137e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.041444502581442756,0.53544416394455341,3.3135393118084885e-10,0.0,1.1883099221926617e-09,2.0950934906232304e-35,0.0,0.0,0.0,0.0,0.0,0.13527636306653035,0.096280345140546786,0.018230578580417364,7.4584890669659109e-05,0.00023680348656064353,0.00038356376922961649,4.2750580458943441e-06,2.5165974352816951e-06,2.9594036738427136e-06,2.9381677935633375e-06,1.8353396940883545e-08,1.3629210733969213e-08,1.1532461698946607e-08,1.1468032733221697e-08,1.1500249398236344e-08
2.556756773486242e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.041376264866094449,0.53530941667513998,3.3340711170234705e-10,0.0,1.1892517530971616e-09,2.1009307578903454e-35,0.0,0.0,0.0,0.0,0.0,0.13541634823097154,0.096206573832402123,0.018328122640200992,7.4800933366726859e-05,0.00023851499235353553,0.00038661572848184677,4.3113607420332791e-06,2.5487447977194431e-06,2.9891946519016863e-06,2.9676253066824585e-06,1.8604041187951495e-08,1.3869503440166622e-08,1.1702376820829201e-08,1.1636643200540879e-08,1.1669512239526556e-08
2.5695567871507706e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.041308688606623553,0.53517516163968326,3.354603385806559e-10,0.0,1.1901897578225957e-09,2.1067438426442458e-35,0.0,0.0,0.0,0.0,0.0,0.13555585211437329,0.09613261842638951,0.018425498780619356,7.501703432933552e-05,0.00024022998494866707,0.00038967387222981989,4.3477602177124717e-06,2.5811181532673874e-06,3.0191244697052944e-06,2.9972183253411605e-06,1.8856743702878258e-08,1.4112658393656133e-08,1.1873895810341194e-08,1.1806838404072158e-08,1.1840369383477841e-08
2.582356800815299e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.041241762253852593,0.53504139331119716,3.3751359889535351e-10,0.0,1.1911239802439815e-09,2.1125330474949876e-35,0.0,0.0,0.0,0.0,0.0,0.13569488020925649,0.096058484996484825,0.018522706771617551,7.5233187766185497e-05,0.00024194845280743352,0.00039273818258155508,4.3842563681311171e-06,2.6137178271871719e-06,3.049193178280763e-06,3.0269468852628008e-06,1.9111511251262364e-08,1.4358694396398436e-08,1.2047026054685246e-08,1.1978625551640928e-08,1.2012828127612016e-08
2.5951568144798274e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.041175474495961761,0.53490810626755381,3.3956687993539591e-10,0.0,1.1920544633913657e-09,2.1182986718261704e-35,0.0,0.0,0.0,0.0,0.0,0.13583343790303487,0.095984179484553997,0.018619746397063416,7.5449387830648336e-05,0.00024367038430954041,0.00039580864154596857,4.4208490873779096e-06,2.6465441419136418e-06,3.079400827429703e-06,3.0568110209411589e-06,1.9368350572792469e-08,1.4607630275417653e-08,1.2221774932921953e-08,1.2152011842117027e-08,1.2186895760902149e-08
2.607956828144356e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.041109814252960841,0.53477529518904077,3.4162016919512683e-10,0.0,1.1929812494700216e-09,2.1240410118086225e-35,0.0,0.0,0.0,0.0,0.0,0.1359715304804606,0.095909707703429437,0.018716617454429419,7.5665628626302246e-05,0.00024539576775395398,0.00039888523102954004,4.4575382683198401e-06,2.6795974170294526e-06,3.1097474656752544e-06,3.0868107655877208e-06,1.9627268380579848e-08,1.4859484882059154e-08,1.2398149815559022e-08,1.2327004465004948e-08,1.2362579563362228e-08
2.6207568418088843e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.04104477067130799,0.53464295485598379,3.4367345437037902e-10,0.0,1.1939043798800841e-09,2.1297603604148135e-35,0.0,0.0,0.0,0.0,0.0,0.13610916312600341,0.095835075339905706,0.018813319754481944,7.5881904212233314e-05,0.00024712459135987821,0.00040196793283325355,4.4943238024956168e-06,2.7128779692401808e-06,3.1402331402111318e-06,3.1169461510808734e-06,1.9888271360502172e-08,1.5114277091244643e-08,1.2576158064144823e-08,1.2503610600038476e-08,1.2539886805641256e-08
2.6335568554734127e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.040980333118671212,0.53451108014643556,3.4572672335465902e-10,0.0,1.1948238952356384e-09,2.1354570074339703e-35,0.0,0.0,0.0,0.0,0.0,0.13624634092616641,0.09576028795765662,0.01890985312097752,7.6098208608111527e-05,0.00024885684326775547,0.00040505672864980195,4.5312055800135714e-06,2.7463861123499463e-06,3.1708578968525431e-06,3.1472172079169737e-06,2.0151366170558528e-08,1.5372025800724642e-08,1.2755807030866263e-08,1.2681837416779695e-08,1.2718824748621706e-08
2.646356869137941e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.040916491178827848,0.53437966603392273,3.477799642354179e-10,0.0,1.1957398353832855e-09,2.141131239487862e-35,0.0,0.0,0.0,0.0,0.0,0.13638306887173995,0.095685351000076413,0.019006217390365936,7.6314535799050054e-05,0.00025059251154029157,0.00040815160006104137,4.5681834894539295e-06,2.7801221572375276e-06,3.2016217799889092e-06,3.1776239651632295e-06,2.0416559440235437e-08,1.5632749930328752e-08,1.2937104058151016e-08,1.2861692074222355e-08,1.2899400643022308e-08
2.6591568828024696e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.040853234646698308,0.53424870758525722,3.4983316529040378e-10,0.0,1.1966522394201936e-09,2.1467833400472255e-35,0.0,0.0,0.0,0.0,0.0,0.13651935185999459,0.095610269793046862,0.019102412411500104,7.6530879740255458e-05,0.00025233158416350008,0.00041125252853568936,4.6052574177753195e-06,2.8140864118329699e-06,3.2325248325383549e-06,3.2081664504123548e-06,2.0683857769883991e-08,1.5896468421213625e-08,1.3120056478274039e-08,1.3043181720399652e-08,1.308162172900519e-08
2.671956896466998e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.040790553523509729,0.53411819995840282,3.5188631498409403e-10,0.0,1.1975611457116565e-09,2.1524135894487922e-35,0.0,0.0,0.0,0.0,0.0,0.13665519469681736,0.095535049547632797,0.019198438045352369,7.6747234361477005e-05,0.00025407404904776825,0.00041435949542725087,4.6424272502253889e-06,2.8482791810946814e-06,3.2635670959039249e-06,3.2388446897389541e-06,2.0953267730107753e-08,1.6163200235109137e-08,1.3304671612968415e-08,1.3226313491996297e-08,1.326549523578735e-08
2.6847569101315264e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.040728438012085831,0.53398813840039938,3.5393940196420508e-10,0.0,1.1984665919081723e-09,2.1580222649128872e-35,0.0,0.0,0.0,0.0,0.0,0.13679060209879004,0.09545969536270818,0.0192942941647373,7.6963593571263011e-05,0.00025581989402894095,0.00041747248197216531,4.679692870255422e-06,2.8827007669870208e-06,3.2947486099314716e-06,3.2696587076575818e-06,2.1224795861161603e-08,1.643296435356266e-08,1.3490956773040473e-08,1.3411094513964953e-08,1.3451028381256435e-08
2.697556923796055e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.040666878512259051,0.53385851824534158,3.5599241505827982e-10,0.0,1.1993686149620621e-09,2.1636096405615759e-35,0.0,0.0,0.0,0.0,0.0,0.13692557869521421,0.095384212227514295,0.019389980654040635,7.7179951261031115e-05,0.00025756910686942078,0.00042059146928816415,4.7170541594388583e-06,2.917351468458357e-06,3.3260694128691772e-06,3.3006085270824471e-06,2.1498448672361187e-08,1.6705779777181882e-08,1.3678919257989175e-08,1.3597531899146967e-08,1.3638228371590786e-08
2.710356937460583e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.040605865616401289,0.53372933491241126,3.5804534327034747e-10,0.0,1.2002672511436349e-09,2.1691759874373209e-35,0.0,0.0,0.0,0.0,0.0,0.13706012903008216,0.095308605024153129,0.01948549740895425,7.7396301308959759e-05,0.00025932167525928557,0.00042371643837282961,4.7545109973935501e-06,2.9522315814196036e-06,3.3575295413286746e-06,3.3316941692887156e-06,2.1774232641503068e-08,1.6981665524876101e-08,1.3868566355629771e-08,1.3785632747897404e-08,1.3827102400883784e-08
2.7231569511251117e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.040545390105070085,0.53360058390396004,3.6009817577765608e-10,0.0,1.2011625360569206e-09,2.1747215735221345e-35,0.0,0.0,0.0,0.0,0.0,0.13719425756399692,0.095232878530016399,0.019580844336217169,7.761263758370762e-05,0.00026107758681741922,0.00042684737010234482,4.7920632617077052e-06,2.9873413987232393e-06,3.3891290302477109e-06,3.3629156538753551e-06,2.2052154214295356e-08,1.7260640633096356e-08,1.4059905341721663e-08,1.3975404147714361e-08,1.4017657650772454e-08
2.73595696478964e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.040485442942766306,0.53347226080364252,3.6215090192747668e-10,0.0,1.2020545046549777e-09,2.1802466637571826e-35,0.0,0.0,0.0,0.0,0.0,0.13732796867604233,0.095157037420153259,0.019676021353362265,7.7828953947967265e-05,0.00026283682909265685,0.00042998424523042744,4.8297108278693871e-06,3.0226812101427777e-06,3.420867912854324e-06,3.3942729987295134e-06,2.2332219803798746e-08,1.7542724155074483e-08,1.4252943479600509e-08,1.4166853172872531e-08,1.420990129007029e-08
2.7487569784541685e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.040426015273800603,0.53334436127459917,3.6420351123397466e-10,0.0,1.2029431912547973e-09,2.1857515200628311e-35,0.0,0.0,0.0,0.0,0.0,0.13746126666560465,0.09508108626957798,0.019771028388468576,7.8045244261859805e-05,0.00026459938956494103,0.00043312704438743898,4.8674535691994526e-06,3.0582513023527204e-06,3.4527462206324922e-06,3.4257662199923578e-06,2.2614435789877953e-08,1.7827935160061234e-08,1.4447688019814521e-08,1.4359986884061014e-08,1.440384047440431e-08
2.761556992118697e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.04036709841826501,0.53321688105768394,3.6625599337514899e-10,0.0,1.2038286295518067e-09,2.1912364013590996e-35,0.0,0.0,0.0,0.0,0.0,0.13759415575414716,0.095005029555519246,0.019865865379919228,7.8261502386176322e-05,0.00026636525564649065,0.0004362757480796603,4.9052913567878557e-06,3.0940519589089576e-06,3.4847639832892206e-06,3.4573953320263594e-06,2.2898808518663298e-08,1.8116292732563603e-08,1.4644146199764937e-08,1.4554812328025347e-08,1.4599482345856291e-08
2.7743570057832254e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.040308683868107077,0.53308981596973903,3.6830833818983744e-10,0.0,1.2047108526339891e-09,2.1967015635864933e-35,0.0,0.0,0.0,0.0,0.0,0.13772664008693911,0.09492887165961307,0.019960532276164566,7.8477722185471758e-05,0.00026813441468297828,0.00043943033668872647,4.9432240594332003e-06,3.1300834602296387e-06,3.5169212287230206e-06,3.4891603473839738e-06,2.3185344302022497e-08,1.8407815971581667e-08,1.4842325243350661e-08,1.4751336537213741e-08,1.4796834032608237e-08
2.787157019447754e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.040250763283302959,0.53296316190191373,3.7036053567478381e-10,0.0,1.2055898929956337e-09,2.2021472597272014e-35,0.0,0.0,0.0,0.0,0.0,0.13785872373474076,0.094852616870040513,0.020055029035490692,7.8693897531017241e-05,0.00026990685395471812,0.00044259079047121434,4.9812515435854617e-06,3.1663460835764898e-06,3.5492179829937488e-06,3.5210612767776942e-06,2.3474049417042423e-08,1.8702523989844865e-08,1.5042232360617029e-08,1.4949566529427487e-08,1.499590264859195e-08
2.799957033112282e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.040193328488127254,0.53283691481802486,3.7241257598176992e-10,0.0,1.2064657825507201e-09,2.2075737398266349e-35,0.0,0.0,0.0,0.0,0.0,0.13799041069544524,0.09477626938361236,0.020149355625793005,7.891002230361615e-05,0.00027168256067786089,0.00044575708955837295,5.0193736732917582e-06,3.2028401030365875e-06,3.581654270293775e-06,3.5530981290514206e-06,2.3764930105520869e-08,1.9000435913048e-08,1.5243874747408714e-08,1.5149509307475503e-08,1.519669529314276e-08
2.8127570467768107e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.040136371467516453,0.5327110707529622,3.74464449414806e-10,0.0,1.2073385526459577e-09,2.2129812510152714e-35,0.0,0.0,0.0,0.0,0.0,0.13812170489567852,0.094699833307801476,0.020243512024354756,7.9126090396288803e-05,0.00027346152200559605,0.00044892921395599396,5.0575903101451097e-06,3.2395657895045862e-06,3.6142301129204423e-06,3.5852709111531345e-06,2.4057992573468133e-08,1.9301570879087101e-08,1.5447259585026727e-08,1.535117185883311e-08,1.5399219050657396e-08
2.825557060441339e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.04007988436352327,0.53258562581113,3.7651614642738224e-10,0.0,1.2082082340734808e-09,2.2183700375307979e-35,0.0,0.0,0.0,0.0,0.0,0.13825261019235954,0.094623312662725167,0.020337498217630499,7.9342095716831366e-05,0.00027524372502936098,0.00045210714354441153,5.095901313236095e-06,3.2765234106653803e-06,3.6469455312497772e-06,3.6175796281088282e-06,2.4353242990618317e-08,1.9605948037295208e-08,1.5652394039889495e-08,1.5554561155304786e-08,1.560348099025593e-08
2.8383570741058675e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.040023859471859498,0.53246057616493159,3.7856765761977686e-10,0.0,1.2090748570832151e-09,2.2237403407405275e-35,0.0,0.0,0.0,0.0,0.0,0.13838313037422029,0.09454671138307838,0.02043131420103431,7.9558032190253175e-05,0.00027702915678005506,0.00045529085807862802,5.1343065391072888e-06,3.3137132309772215e-06,3.6798005437114355e-06,3.650024282997665e-06,2.4650687489950359e-08,1.9913586547678304e-08,1.5859285263197993e-08,1.5759684152691141e-08,1.5809488165447808e-08
2.851157087770396e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.039968289238524725,0.53233591805329006,3.8061897373642145e-10,0.0,1.2099384513949255e-09,2.2290923991640647e-35,0.0,0.0,0.0,0.0,0.0,0.13851326916328821,0.094470033320019076,0.020524959978732549,7.9773893761097775e-05,0.00027881780422925762,0.00045848033718855826,5.1728058417104414e-06,3.3511355116552754e-06,3.7127951667648308e-06,3.6826048769283299e-06,2.4950332167218513e-08,2.0224505580151416e-08,1.6067940390604932e-08,1.5966547790459906e-08,1.6017247613801949e-08
2.8639571014349244e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.039913166256518418,0.5322116477802068,3.8267008566332125e-10,0.0,1.2107990462099539e-09,2.2344264484962056e-35,0.0,0.0,0.0,0.0,0.0,0.13864303021633159,0.094393282243007789,0.020618435563441312,7.9989674395651583e-05,0.00028060965429045143,0.00046167556037938595,5.2113990723662738e-06,3.3887905106556104e-06,3.7459294148764336e-06,3.7153214090165547e-06,2.5252183080492398e-08,2.0538724313775154e-08,1.6278366541887944e-08,1.6175158991421007e-08,1.6226766356620884e-08
2.876757115099453e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.039858483262633346,0.5320877617133557,3.847209844255292e-10,0.0,1.2116566702226528e-09,2.2397427216300475e-35,0.0,0.0,0.0,0.0,0.0,0.13877241712626848,0.09431646184160164,0.020711740976228177,8.0205368084044807e-05,0.0002824046938202475,0.00046487650703202918,5.2500860797268618e-06,3.426678482659625e-06,3.7792033004981984e-06,3.7481738763637643e-06,2.5556246249706322e-08,2.0856261935992697e-08,1.6490570820626782e-08,1.638552466140562e-08,1.6438051398618841e-08
2.889557128763981e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.03980423313432755,0.53196425628271271,3.8677166118467246e-10,0.0,1.2125113516315288e-09,2.2450414486803019e-35,0.0,0.0,0.0,0.0,0.0,0.13890143342354111,0.094239575727205122,0.020804876246318386,8.042096884224858e-05,0.00028420290961961265,0.00046808315640370547,5.2888667097404708e-06,3.4647996790589129e-06,3.8126168340470853e-06,3.7811622740368409e-06,2.5862527656217947e-08,2.1177137641867322e-08,1.6704560313884475e-08,1.6597651688949301e-08,1.6651109727603958e-08
2.9023571424285096e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.039750408886673194,0.53184112797921956,3.8882210723653061e-10,0.0,1.2133631181501027e-09,2.250322857006775e-35,0.0,0.0,0.0,0.0,0.0,0.13903008257745592,0.09416262743477774,0.020897841410905116,8.0636470713972553e-05,0.00028600428843509945,0.00047129548762859516,5.3277408056188257e-06,3.5031543479405537e-06,3.8461700238856711e-06,3.8142865950489498e-06,2.6171033242376096e-08,2.1501370633320781e-08,1.6920342091892456e-08,1.6811546944979085e-08,1.6865948314164328e-08
2.915157156093038e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.039697003669379755,0.53171837335347905,3.9087231400866311e-10,0.0,1.214211997017492e-09,2.2555871712380161e-35,0.0,0.0,0.0,0.0,0.0,0.13915836799749104,0.094085620424500874,0.020990636514964026,8.0851867772466611e-05,0.00028780881696007621,0.00047451347971859561,5.366708207806696e-06,3.541742734072831e-06,3.8798628763037938e-06,3.8475468303414278e-06,2.6481768911097617e-08,2.1828980118372385e-08,1.7137923207739621e-08,1.70272172825045e-08,1.708257411135808e-08
2.9279571697575665e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.039644010763889799,0.53159598901448479,3.9292227305808652e-10,0.0,1.2150580150087262e-09,2.2608346132951068e-35,0.0,0.0,0.0,0.0,0.0,0.13928629303457113,0.094008558083404054,0.021083261611071699,8.1067154122230293e-05,0.00028961648183595766,0.00047773711156416253,5.405768753953757e-06,3.5805650788913792e-06,3.9136953955012146e-06,3.880942968766677e-06,2.6794740525453315e-08,2.215998531037913e-08,1.7357310697065262e-08,1.7244669536312616e-08,1.7300994054407337e-08
2.940757183422095e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.039591423580545002,0.53147397162838061,3.9497197606899941e-10,0.0,1.2159011984448054e-09,2.2660654024155787e-35,0.0,0.0,0.0,0.0,0.0,0.13941386098231143,0.093931443726951919,0.021175716759228112,8.128232390063377e-05,0.00029142726965343448,0.00048096636193523345,5.4449222788886425e-06,3.6196216204857528e-06,3.9476675835712765e-06,3.9144749970720565e-06,2.7109953908262697e-08,2.2494405427276813e-08,1.7578511577755943e-08,1.7463910522666949e-08,1.7521215060396153e-08
2.9535571970866233e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.039539235655820876,0.53135231791725013,3.9702141485055316e-10,0.0,1.216741573202502e-09,2.2712797551774475e-35,0.0,0.0,0.0,0.0,0.0,0.13954107507823127,0.093854280600593615,0.021268002026682897,8.1497371279453616e-05,0.00029324116695370408,0.00048420120948222857,5.4841686145951184e-06,3.6589125935864099e-06,3.981779440485524e-06,3.948142899884749e-06,2.7427414841697564e-08,2.2832259690822402e-08,1.7801532849646215e-08,1.7684947039010273e-08,1.7743244027972215e-08
2.966357210751152e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.039487440649627933,0.53123102465793681,3.99070581334669e-10,0.0,1.2175791647239185e-09,2.2764778855233362e-35,0.0,0.0,0.0,0.0,0.0,0.13966793850493828,0.093777071881274598,0.021360117487765378,8.1712290466326725e-05,0.00029505816022969708,0.00048744163273712585,5.5235075901903295e-06,3.6984382295521271e-06,4.0160309640792665e-06,3.9819466596975561e-06,2.7747129066894329e-08,2.3173567325837515e-08,1.8026381494223149e-08,1.7907785863671346e-08,1.7967087837052519e-08
2.97915722441568e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.039436032342677806,0.53111008868089149,4.0111946757389966e-10,0.0,1.2184139980258098e-09,2.2816600047846948e-35,0.0,0.0,0.0,0.0,0.0,0.13979445439128355,0.093699820678912776,0.02145206322371827,8.1927075706125441e-05,0.00029687823592730388,0.00049068761011460474,5.5629390319050415e-06,3.7381987563578132e-06,4.0504221500380423e-06,4.0158862568556101e-06,2.8069102283574912e-08,2.351834755945346e-08,1.825306447433474e-08,1.8132433755575447e-08,1.8192753348532833e-08
2.9919572380802086e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.039385004633912347,0.53098950686904978,4.031680657393336e-10,0.0,1.2192460977086709e-09,2.2868263217060801e-35,0.0,0.0,0.0,0.0,0.0,0.13992062581348957,0.09362253003783913,0.021543839322534977,8.2141721282257173e-05,0.00029870138044659796,0.00049393911991325618,5.6024627630658152e-06,3.7781943985827509e-06,4.0849529918850005e-06,4.0499616695439899e-06,2.8393340149676212e-08,2.3866619620357599e-08,1.8481588733902093e-08,1.8358897453958771e-08,1.8420247404000962e-08
3.004757251744737e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.039334351537993965,0.53086927615673374,4.0521636811854283e-10,0.0,1.2200754879656024e-09,2.2919770424694974e-35,0.0,0.0,0.0,0.0,0.0,0.1400464557962503,0.093545202938204702,0.021635445878800348,8.2356221517891441e-05,0.00030052758014305613,0.00049719614031685285,5.6420786040790549e-06,3.8184253773992403e-06,4.1196234809691141e-06,4.0841728737761964e-06,2.8719848280987973e-08,2.4218402738041378e-08,1.8711961197635349e-08,1.8587183678086626e-08,1.8649576825453842e-08
3.0175572654092655e-07,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.039284067182855875,0.53074939352858219,4.0726436711357158e-10,0.0,1.2209021925909537e-09,2.2971123707187854e-35,0.0,0.0,0.0,0.0,0.0,0.14017194731380556,0.093467842297353942,0.021726882993534896,8.2570570777116642e-05,0.00030235682132877554,0.00050045864939567987,5.6817863724168805e-06,3.858891910561649e-06,4.1544336064542703e-06,4.1185198433834668e-06,2.904863225079906e-08,2.4573716142049901e-08,1.8944188770753429e-08,1.8817299126975435e-08,1.8880748415018388e-08
