Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),C4H6(54),C4H5X(365),C4H5X(364),C6H8(56),C6H7X(480),C8H10(439),C6H7X(479),C6H7X(478),C8H9X(653),S(610),C8H9X(652),C8H9X(651),C8H9X(650)
2.3856914402589058e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13933408127435445,0.60258856025750751,6.2390107018423357e-12,0.0,6.3507924925180739e-10,2.8470304739175067e-36,0.0,0.0,0.0,0.0,0.0,0.067421266270618979,0.066558427870831854,0.00041630018966632218,5.7655202123172504e-06,3.2731233014725734e-06,7.66369408066012e-07,5.5395091449203891e-09,2.5413699142235701e-10,2.8010212628354893e-09,2.7999820090916934e-09,1.1163772468000528e-12,4.3875660751584366e-14,5.6247795166527267e-13,5.6232270115674304e-13,5.6240033041717886e-13
2.3978847164977874e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13900640513016982,0.60242014423682921,6.3114524561944046e-12,0.0,6.3675986064516363e-10,2.8617961967242788e-36,0.0,0.0,0.0,0.0,0.0,0.06758980898898706,0.066717450843012061,0.00042086214963812636,5.8335501110105061e-06,3.3152908577010515e-06,7.8234834034941149e-07,5.6657349044246825e-09,2.6199146850765691e-10,2.8651278655763326e-09,2.8640581463089075e-09,1.1531330601285016e-12,4.5708169086524829e-14,5.8103634547552716e-13,5.8087494588414199e-13,5.8095564984515142e-13
2.410077992736669e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13868044904549501,0.60225256646027425,6.3842579244458461e-12,0.0,6.3843028674125372e-10,2.8765563010519083e-36,0.0,0.0,0.0,0.0,0.0,0.067757514248581147,0.066875590659410622,0.00042544566922143672,5.9018703276572178e-06,3.3577190987242327e-06,7.9855311377552286e-07,5.7939614318306021e-09,2.7003437574478732e-10,2.9302598093439837e-09,2.9291589297280357e-09,1.1908399952644148e-12,4.760451116205573e-14,6.0007665856387913e-13,5.9990890771314537e-13,5.9999278746823063e-13
2.4222712689755508e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13835619956247883,0.60208582026678992,6.4574258933394067e-12,0.0,6.4009062331998015e-10,2.8913107964218972e-36,0.0,0.0,0.0,0.0,0.0,0.067924388708553982,0.067032854122132696,0.00043005067907219129,5.9704780652306905e-06,3.4004073818899924e-06,8.1498519615170785e-07,5.9242047453603205e-09,2.7826882338255672e-10,2.996425553957639e-09,2.9952928080998361e-09,1.2295154422889012e-12,4.9566447028985021e-14,6.1960776458885404e-13,6.1943345507212943e-13,6.1952061433000384e-13
2.4344645452144324e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13803364336606119,0.60191989906663623,6.5309551522394416e-12,0.0,6.4174096498495737e-10,2.9060596921913625e-36,0.0,0.0,0.0,0.0,0.0,0.068090438956734695,0.067189247961818896,0.00043467710993728233,6.0393705273964543e-06,3.4433550608812353e-06,8.3164604735191844e-07,6.0564808076964954e-09,2.866979453919402e-10,3.0636335360396099e-09,3.0624682068874159e-09,1.2691769552196423e-12,5.1595771396180203e-14,6.3963862282573052e-13,6.3945754191035211e-13,6.3954808704287875e-13
2.446657821453314e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13771276728205353,0.6017547963404225,6.6048444931887567e-12,0.0,6.4338140518028883e-10,2.9208029975548028e-36,0.0,0.0,0.0,0.0,0.0,0.068255671510592322,0.067344778838601127,0.00043932489265790679,6.1085449188422351e-06,3.4865614858432719e-06,8.4853711924439821e-07,6.1908055248627884e-09,2.9532489927676107e-10,3.1318921684523926e-09,3.1306935277035542e-09,1.3098422512671838e-12,5.3694313990224974e-14,6.6017827783699467e-13,6.5999020736749124e-13,6.6008424745807951e-13
2.4588510976921958e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13739355827525057,0.60159050563816063,6.6790927109632971e-12,0.0,6.4501203620711573e-10,2.9355407215458372e-36,0.0,0.0,0.0,0.0,0.0,0.068420092818183426,0.067499453343042609,0.00044399395817281822,6.1779984456010488e-06,3.5300260035087886e-06,8.6565985562133497e-07,6.327194745126568e-09,3.0415286588156657e-10,3.2012098397464113e-09,3.1999771477587085e-09,1.3515292100688895e-12,5.5863939913378332e-14,6.812358591315744e-13,6.8104057543196147e-13,6.8113822232442216e-13
2.4710443739310774e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13707600344757234,0.60142702057833164,6.7536986031247444e-12,0.0,6.4663294923993928e-10,2.9502728730389407e-36,0.0,0.0,0.0,0.0,0.0,0.068583709259084524,0.067653277997062861,0.00044868423752148325,6.2477283153676214e-06,3.5737479573204258e-06,8.8301569213044489e-07,6.465664257923699e-09,3.1318504919676844e-10,3.271594913618373e-09,3.2703274193196347e-09,1.3942558729009496e-12,5.8106549999767893e-14,7.0282058081303756e-13,7.026178545882034e-13,7.0271922293605787e-13
2.483237650169959e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13676009003623707,0.60126433484697117,6.8286609700711117e-12,0.0,6.4824423434271533e-10,2.9649994607511649e-36,0.0,0.0,0.0,0.0,0.0,0.068746527145309128,0.067806259254847873,0.00045339566184714468,6.3177317378081244e-06,3.6177266875510352e-06,9.0060605620846185e-07,6.6062297928052014e-09,3.2242467616111963e-10,3.3430557283801426e-09,3.3417526691785225e-09,1.4380404418688344e-12,6.0424081169751015e-14,7.2494174121694288e-13,7.2473133745312702e-13,7.2483654476937115e-13
2.4954309264088408e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13644580541196241,0.60110244219676534,6.9039786150853666e-12,0.0,6.4984598048472253e-10,2.9797204932438424e-36,0.0,0.0,0.0,0.0,0.0,0.068908552722210206,0.067958403503745282,0.00045812816239979232,6.3880059248634319e-06,3.6619615314216205e-06,9.184323670165135e-07,6.7489070184056139e-09,3.3187499646159747e-10,3.4156005964380576e-09,3.4142611981326052e-09,1.4829012790765809e-12,6.2818506782377676e-14,7.4760872253753921e-13,7.4739040040190753e-13,7.4749956710922622e-13
2.5076242026477224e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13613313707719671,0.60094133644616454,6.9796503443821438e-12,0.0,6.5143827555620921e-10,2.994435978924281e-36,0.0,0.0,0.0,0.0,0.0,0.069069792169367941,0.06810971706514557,0.00046288167053904682,6.4585480910459246e-06,3.7064518232170368e-06,9.3649603537735928e-07,6.8937115414329188e-09,3.4153928233076448e-10,3.4892378037826138e-09,3.4878612804741121e-09,1.5288569057753151e-12,6.5291836985889862e-14,7.7083099044399429e-13,7.7060450318331486e-13,7.7071775266474779e-13
2.519817478886604e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.1358220726643781,0.60078101147851004,7.0556749671526292e-12,0.0,6.5302120638381348e-10,3.009145926047435e-36,0.0,0.0,0.0,0.0,0.0,0.069230251601462955,0.068260206195348866,0.00046765611773695478,6.529355453729966e-06,3.7511968943994541e-06,9.5479846371447037e-07,7.040658905679813e-09,3.5142082834167724e-10,3.5639756094884227e-09,3.5625611634905226e-09,1.5759260014913885e-12,6.7846119066194323e-14,7.9461809368635042e-13,7.9438318852477552e-13,7.9450064717482759e-13
2.5320107551254858e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13551259993422132,0.60062146124117421,7.132051295607648e-12,0.0,6.5459485874576646e-10,3.0238503427175776e-36,0.0,0.0,0.0,0.0,0.0,0.069389937069136209,0.068409877086418214,0.00047245143558070039,6.6004252334361693e-06,3.7961960737196445e-06,9.7334104599292483e-07,7.1897645910561688e-09,3.6152295120041233e-10,3.6398222452243665e-09,3.6383690669750112e-09,1.6241274031345399e-12,7.0483437793244649e-14,8.1897966369139415e-13,8.1873608172734941e-13,8.1885787900354971e-13
2.5442040313643674e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13520470677403235,0.6004626797447169,7.208778145019006e-12,0.0,6.5615931738687193e-10,3.03854923688994e-36,0.0,0.0,0.0,0.0,0.0,0.069548854559834367,0.068558735867018952,0.00047726755577523391,6.6717546541095021e-06,3.8414486873261241e-06,9.9212516766210503e-07,7.3410440126425186e-09,3.7184898953627951e-10,3.7167859147738613e-09,3.7152931827470077e-09,1.6734801040864599e-12,7.3205915765271599e-14,8.4392541414862983e-13,8.4367289025082066e-13,8.4379915872572231e-13
2.556397307603249e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13489838119604938,0.60030466106205127,7.2858543337591562e-12,0.0,6.57714666033271e-10,3.0532426163723569e-36,0.0,0.0,0.0,0.0,0.0,0.069707009998642114,0.068706788603244986,0.00048210441014582026,6.7433409433913795e-06,3.8869540588721723e-06,1.0111522056001613e-06,7.4945125197643347e-09,3.8240230368979019e-10,3.7948747935651478e-09,3.7933416741827941e-09,1.7240032532701636e-12,7.6015713750800218e-14,8.694651405865516e-13,8.6920340328908561e-13,8.6933427870270663e-13
2.5685905838421308e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13459361133581038,0.60014739932762662,7.3632786833392239e-12,0.0,6.5926098740698919e-10,3.0679304888268729e-36,0.0,0.0,0.0,0.0,0.0,0.069864409249101256,0.068854041299431998,0.00048696193064050872,6.8151813328857915e-06,3.9327115096207987e-06,1.030423528060236e-06,7.6501853950869659e-09,3.9318627549845228e-10,3.8740970282115043e-09,3.8725226757560296e-09,1.7757161542005587e-12,7.8915031028393664e-14,8.9560871993940113e-13,8.9533749133603329e-13,8.9547311264873701e-13
2.5807838600810124e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13429038545054658,0.59999088873662232,7.4410500184454419e-12,0.0,6.6079836324027146e-10,3.0826128617713597e-36,0.0,0.0,0.0,0.0,0.0,0.070021058114016557,0.069000499898957735,0.00049184004933252527,6.8872730584196019e-06,3.9787203585476518e-06,1.0499404946184152e-06,7.80807785373102e-09,4.0420430808045664e-10,3.9544607360613315e-09,3.9528442925881357e-09,1.8286382640166053e-12,8.1906105724065135e-14,9.2236611010460209e-13,9.2208510574210965e-13,9.2222561518791986e-13
2.592977136319894e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13398869191760085,0.59983512354415458,7.5191671669740751e-12,0.0,6.6232687428970245e-10,3.0972897425810945e-36,0.0,0.0,0.0,0.0,0.0,0.070176962336248996,0.069146170285029673,0.00049673869842259204,6.9596133602970566e-06,4.0249799224419227e-06,1.0697044561233847e-06,7.9682050424080394e-09,4.1545982561632481e-10,4.0359740047579715e-09,4.0343146000084489e-09,1.8827891924954611e-12,8.4991215146299608e-14,9.4974734949106416e-13,9.4945627826175263e-13,9.4960182140210518e-13
2.6051704125587758e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13368851923287153,0.59968009806449663,7.5976289600647746e-12,0.0,6.638466003501199e-10,3.1119611384903472e-36,0.0,0.0,0.0,0.0,0.0,0.070332127599496586,0.06929105828146051,0.00050165781024117176,7.032199483548653e-06,4.0714895160052994e-06,1.089716754647784e-06,8.1305820385761908e-09,4.2695627312858518e-10,4.1186448918092101e-09,4.1169416431240373e-09,1.9381887010490006e-12,8.8172676118628766e-14,9.7776255655854597e-13,9.7746112059189151e-13,9.7761184636981365e-13
2.6173636887976574e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13338985600928008,0.59952580667030986,7.676434232132588e-12,0.0,6.6535762026831827e-10,3.126627056593927e-36,0.0,0.0,0.0,0.0,0.0,0.070486559529062742,0.069435169653431453,0.00050659731725064276,7.1050286781744149e-06,4.118248451948961e-06,1.1099787234412139e-06,8.2952238496159072e-09,4.3869711625954344e-10,4.2024814241663601e-09,4.2007334363991118e-09,1.9948567017031059e-12,9.1452845309702806e-14,1.0064219293482633e-12,1.0061098239017012e-12,1.0062658846964207e-12
2.629556965036539e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13309269097526341,0.59937224379188836,7.7555818208984724e-12,0.0,6.6686001195654804e-10,3.141287503848737e-36,0.0,0.0,0.0,0.0,0.0,0.070640263692612545,0.069578510108243466,0.00051155715204740293,7.1780981993816695e-06,4.1652560410886842e-06,1.1304916868848982e-06,8.4621454120251977e-09,4.5068584104721541e-10,4.2874915978128213e-09,4.2856979632439193e-09,2.0528132560601108e-12,9.4834119560804709e-14,1.03573574500494e-12,1.0354126583537958e-12,1.0355742100357803e-12
2.6417502412754207e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13279701297328894,0.59921940391641471,7.8350705674184882e-12,0.0,6.6835385240581083e-10,3.1559424870752967e-36,0.0,0.0,0.0,0.0,0.0,0.070793245600917529,0.069721085296056959,0.00051653724736390808,7.2514053078174355e-06,4.2125115924380749e-06,1.1512569604479627e-06,8.6313615906344485e-09,4.6292595369948611e-10,4.3736833773620519e-09,4.3718431756130495e-09,2.1120785742447966e-12,9.8318936210752969e-14,1.0657143592904819e-12,1.0653799726170605e-12,1.0655471746034729e-12
2.6539435175143024e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13250281095839353,0.59906728158722644,7.9148993161116585e-12,0.0,6.6983921769895556e-10,3.1705920129592676e-36,0.0,0.0,0.0,0.0,0.0,0.070945510708588344,0.069862900810620063,0.00052153753607064185,7.324947269795476e-06,4.2600144132999551e-06,1.1722758506453201e-06,8.802887177840551e-09,4.754209803665618e-10,4.4610646956648359e-09,4.4591769936130421e-09,2.1726730138343284e-12,1.019097734181399e-13,1.0963682060894695e-12,1.0960221933712978e-12,1.0961952086818807e-12
2.666136793753184e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.1322100739967445,0.59891587140309566,7.9950669147865211e-12,0.0,6.7131618302357278e-10,3.1852360880529391e-36,0.0,0.0,0.0,0.0,0.0,0.071097064414796393,0.070003962189985544,0.00052655795117802359,7.398721357518138e-06,4.3077638093559571e-06,1.1935496549971306e-06,8.9767368928601397e-09,4.8817446691177975e-10,4.549643453425756e-09,4.5477073051192113e-09,2.2346170787725106e-12,1.0560915048085432e-13,1.1277077969066541e-12,1.1273498248038901e-12,1.127528820117263e-12
2.6783300699920657e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13191879126422312,0.59876516801751878,8.0755722146664884e-12,0.0,6.7278482268469604e-10,3.1998747187767265e-36,0.0,0.0,0.0,0.0,0.0,0.071247912063984273,0.07014427491721667,0.00053159842583825148,7.4727248492930085e-06,4.3557590847543304e-06,1.2150796619898288e-06,9.1529253810017379e-09,5.0118997868083905e-10,4.6394275188288137e-09,4.6374419654016057e-09,2.2979314182687524e-12,1.0941962815283706e-13,1.1597437203566457e-12,1.1593734480986538e-12,1.1595585938090281e-12
2.6905233462309474e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13162895204503003,0.59861516613801724,8.1564140704139115e-12,0.0,6.7424521011730754e-10,3.2145079114206292e-36,0.0,0.0,0.0,0.0,0.0,0.071398058946564799,0.070283844421082139,0.0005366588933470854,7.5469550297445421e-06,4.4039995421960084e-06,1.2368671510386841e-06,9.3314672129566388e-09,5.1447110026951749e-10,4.7304247271720482e-09,4.7283887967599808e-09,2.3626368256821307e-12,1.1334380895802085e-13,1.1924866416459766e-12,1.1921037209170822e-12,1.1922951911913873e-12
2.702716622469829e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13134054573031217,0.59846586052544948,8.2375913401530604e-12,0.0,6.756974178986543e-10,3.2291356721456961e-36,0.0,0.0,0.0,0.0,0.0,0.071547510299609776,0.070422676076740631,0.00054173928714556976,7.6214091900206685e-06,4.4524844830189649e-06,1.2589133924518828e-06,9.5123768841083306e-09,5.2802143528993537e-10,4.8226428805111011e-09,4.820555588167726e-09,2.4287542373909282e-12,1.1738433750140529e-13,1.2259473020477362e-12,1.2255513768721532e-12,1.2257493497075768e-12
2.7149098987087107e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13105356181681049,0.59831724599333314,8.3191028854918959e-12,0.0,6.7714151776037184e-10,3.2437580069854616e-36,0.0,0.0,0.0,0.0,0.0,0.071696271307527829,0.070560775206414544,0.000546839540821698,7.6960846279945168e-06,4.5012132072808739e-06,1.2812196473961056e-06,9.6956688138601803e-09,5.4184460613543268e-10,4.9160897473116221e-09,4.9139500949246257e-09,2.4963047316480321e-12,1.215439007772198e-13,1.2601365183689482e-12,1.2597272249948995e-12,1.259931882276829e-12
2.7271031749475924e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13076798990552863,0.59816931740717783,8.4009475715427613e-12,0.0,6.7857758060042572e-10,3.2583749218473685e-36,0.0,0.0,0.0,0.0,0.0,0.071844347102731937,0.070698147080053647,0.00055195958811201946,7.770978648461291e-06,4.5501850138401244e-06,1.3037871678635859e-06,9.8813573449813561e-09,5.5594425374411698e-10,5.010773062110417e-09,5.0085800383183781e-09,2.5653095274225618e-12,1.2582522847412752e-13,1.2950651824108879e-12,1.2946421491939105e-12,1.2948536767542847e-12
2.739296451186474e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.1304838197004218,0.59802206968382776,8.4831242669419998e-12,0.0,6.8000567649486558e-10,3.2729864225141804e-36,0.0,0.0,0.0,0.0,0.0,0.071991742766296746,0.07083479691598861,0.0005570993629031919,7.8460885633304219e-06,4.5993992004352115e-06,1.326617196640621e-06,1.0069456742970583e-08,5.7032403736114708e-10,5.1067005251852545e-09,5.1044531052947585e-09,2.6357899832281255e-12,1.3023109327742652e-13,1.3307442604225117e-12,1.3303071077079662e-12,1.3305256953840225e-12
2.7514897274253557e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.13020104100710583,0.59787549779081561,8.5656318438685314e-12,0.0,6.8142587470939969e-10,3.2875925146453865e-36,0.0,0.0,0.0,0.0,0.0,0.072138463328605795,0.070970729881574671,0.00056225879923347958,7.9214116918130265e-06,4.648855063762515e-06,1.3497109672775228e-06,1.025998119543769e-08,5.8498763429981164e-10,5.2038798022332242e-09,5.2015769481363546e-09,2.7077675959380465e-12,1.3476431116820197e-13,1.3671847925471919e-12,1.3667331325519701e-12,1.3669589742453949e-12
2.7636830036642374e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.1299196437315854,0.59772959674572401,8.6484691780614097e-12,0.0,6.8283824371079045e-10,3.3021932037785709e-36,0.0,0.0,0.0,0.0,0.0,0.072284513769988998,0.071105951093825309,0.0005674378312941976,7.9969453606047729e-06,4.6985518995525165e-06,1.3730697040599839e-06,1.0452944811502714e-08,5.9993873970146201e-10,5.3023185240575587e-09,5.2999591841497716e-09,2.7812639995879672e-12,1.3942774171938747e-13,1.4043978922629308e-12,1.4039313289563744e-12,1.4041646226928471e-12
2.775876279903119e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.12963961787900188,0.59758436161555939,8.7316351488363949e-12,0.0,6.8424285117807113e-10,3.3167884953307897e-36,0.0,0.0,0.0,0.0,0.0,0.072429899021350178,0.071240465620036705,0.00057263639343110503,8.0726869040642531e-06,4.7484890026444769e-06,1.3966946219818446e-06,1.0648361621212274e-08,6.1518106629436129e-10,5.4020242862628358e-09,5.3996073953611936e-09,2.856300964166178e-12,1.4422428838869333e-13,1.4423947458162386e-12,1.4419128748002721e-12,1.4421538227894015e-12
2.7880695561420007e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.12936095355240002,0.59743978751613303,8.8151286391016037e-12,0.0,6.8563976401359106e-10,3.3313783945999175e-36,0.0,0.0,0.0,0.0,0.0,0.072574623964785576,0.071374278478402511,0.0005778544201457495,8.1486336643868522e-06,4.7986656670595849e-06,1.420586926719229e-06,1.084624557497314e-08,6.3071834415150588e-10,5.5030046489584435e-09,5.5005291282202455e-09,2.9329003943920478e-12,1.4915689880836014e-13,1.4811866116498495e-12,1.4806890200383387e-12,1.4809378287339855e-12
2.8002628323808824e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.1290836409515132,0.59729586961145287,8.898948535372185e-12,0.0,6.8702904835388779e-10,3.3459629067659895e-36,0.0,0.0,0.0,0.0,0.0,0.072718693434192433,0.071507394638619673,0.00058309184609675894,8.2247829917743053e-06,4.8490811860726331e-06,1.4447478146060484e-06,1.1046610543002752e-08,6.465543204474794e-10,5.6052671364702347e-09,5.6027318933120309e-09,3.0110843284829185e-12,1.5422856507169861e-13,1.5207848198244618e-12,1.5202710861217943e-12,1.5205279662827872e-12
2.812456108619764e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.12880767037156662,0.59715260311312357,8.9830937277841372e-12,0.0,6.8841076958039022e-10,3.3605420368925331e-36,0.0,0.0,0.0,0.0,0.0,0.072862112215868871,0.071639819022484882,0.0005883486061010895,8.3011322445999116e-06,4.8997348522822158e-06,1.4691784726108356e-06,1.1249470314796453e-08,6.6269275921439732e-10,5.7088192370602668e-09,5.7062231650772451e-09,3.0908749369098335e-12,1.5944232401637573e-13,1.561200771434675e-12,1.5606704654135774e-12,1.5609356321648047e-12
2.8246493848586457e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.12853303220209916,0.59700998327975663,9.0675631101072484e-12,0.0,6.8978499232995537e-10,3.375115789927864e-36,0.0,0.0,0.0,0.0,0.0,0.073004885049104476,0.071771556504482303,0.0005936246351352241,8.3776787895695334e-06,4.9506259576794861e-06,1.493880078314902e-06,1.1454838598611278e-08,6.791374410969949e-10,5.8136684026545336e-09,5.8110103815403139e-09,3.1722945211424495e-12,1.6480125750441039e-13,1.6024459380192945e-12,1.6018986205978909e-12,1.6021722934917774e-12
2.8368426610975274e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.12825971692580213,0.59686800541638885,9.1523555797571891e-12,0.0,6.9115178050524079e-10,3.3896841707063996e-36,0.0,0.0,0.0,0.0,0.0,0.073147016626762193,0.071902611912362593,0.00059891986833632705,8.4544200018784307e-06,5.001753793715524e-06,1.5188537998917929e-06,1.1662729020966131e-08,6.9589216310692095e-10,5.9198220485785966e-09,5.9171009440454139e-09,3.2553655123835032e-12,1.703084926988412e-13,1.6445318609661908e-12,1.643967084084308e-12,1.6442494871626629e-12
2.849035937336409e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.12798771511737531,0.59672666487390846,9.2374700378067667e-12,0.0,6.9251119728491405e-10,3.4042471839499316e-36,0.0,0.0,0.0,0.0,0.0,0.073288511595851424,0.072032990027713156,0.00060423424100335208,8.531353265363995e-06,5.0531176513672825e-06,1.5441007960880233e-06,1.187315512615806e-08,7.1296073837628941e-10,6.0272875533010328e-09,6.0245022170003039e-09,3.3401104702931746e-12,1.7596720233703103e-13,1.6874701509118757e-12,1.6868874574065969e-12,1.6871788192628429e-12
2.8612292135752907e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.12771701744240085,0.59658595704849127,9.3229053889964203e-12,0.0,6.9386330513370502e-10,3.4188048342689021e-36,0.0,0.0,0.0,0.0,0.0,0.073429374558092703,0.07216269558652004,0.00060956768859811016,8.6084759726544832e-06,5.1047168212022049e-06,1.5696222162050782e-06,1.208613037579452e-08,7.3034699591054255e-10,6.1360722581845677e-09,6.1332215276278743e-09,3.4265520817037101e-12,1.8178060500057307e-13,1.7312724871359702e-12,1.7306714106164548e-12,1.7309719644582194e-12
2.8734224898141724e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.12744761465623292,0.59644587738104493,9.4086605417439171e-12,0.0,6.952081658122981e-10,3.4333571261636544e-36,0.0,0.0,0.0,0.0,0.0,0.073569610070473634,0.072291733279721535,0.00061492014674629169,8.6857855253137739e-06,5.1565505934414665e-06,1.5954192000826524e-06,1.2301668148341431e-08,7.4805478034068344e-10,6.2461834672448603e-09,6.243266165725326e-09,3.5147131593246429e-12,1.8775196538176599e-13,1.7759506169507399e-12,1.7753306816723048e-12,1.7756406653843849e-12
2.885615766053054e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.12717949760290395,0.59630642135666112,9.4947344081533113e-12,0.0,6.965458403870735e-10,3.4479040640256824e-36,0.0,0.0,0.0,0.0,0.0,0.073709222645797157,0.072420107753753654,0.00062029155123844988,8.7632793339822151e-06,5.2086182580219351e-06,1.6214928780831173e-06,1.2519781738686717e-08,7.6608795167492985e-10,6.3576284469167931e-09,6.3546433834308561e-09,3.6046166404389785e-12,1.9388459454662471e-13,1.8215163550858582e-12,1.8208770758233348e-12,1.8211967320310203e-12
2.8978090422919357e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.12691265721404774,0.59616758450407548,9.5811259040231735e-12,0.0,6.9787638923969179e-10,3.4624456521388568e-36,0.0,0.0,0.0,0.0,0.0,0.073848216753221202,0.072547823611087497,0.00062568183803094347,8.8409548185136966e-06,5.2609191046568086e-06,1.6478443710771946e-06,1.2740484357719321e-08,7.8445038504984102e-10,6.4704144258281943e-09,6.4673603949978039e-09,3.696285585590658e-12,2.0018185019439511e-13,1.8679815830685753e-12,1.8673224649889428e-12,1.8676520411217033e-12
2.9100023185308174e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.12664708450783724,0.59602936239513615,9.6678339488541164e-12,0.0,6.9919987207653308e-10,3.4769818946806405e-36,0.0,0.0,0.0,0.0,0.0,0.073986596818790509,0.072674885410758838,0.00063109094324683768,8.9188094081089101e-06,5.3134524228950043e-06,1.6744747904308171e-06,1.2963789131923309e-08,8.0314597048097203e-10,6.5845485945809172e-09,6.5814243765761202e-09,3.7897431772636631e-12,2.0664713691354348e-13,1.9153582485994473e-12,1.914678787133753e-12,1.9150185354892831e-12
2.922195594769699e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.12638277058793915,0.59589175064427968,9.7548574658556367e-12,0.0,7.0051634793798499e-10,3.491512795723296e-36,0.0,0.0,0.0,0.0,0.0,0.074124367225960788,0.072801297668889861,0.00063651880317677127,8.9968405414449502e-06,5.366217502179292e-06,1.7013852379931583e-06,1.3189709102987003e-08,8.2217861261310529e-10,6.7000381055391465e-09,6.6968424660011015e-09,3.8850127185531059e-12,2.1328390643418992e-13,1.9636583649238024e-12,1.9629580456383813e-12,1.9633082234469912e-12
2.9343888710085807e-08,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.12611970664248257,0.59575474490801561,9.8421953819523011e-12,0.0,7.0182587520758705e-10,3.5060383592350764e-36,0.0,0.0,0.0,0.0,0.0,0.074261532316115056,0.072927064859203417,0.00064196535427978236,9.0750456668012413e-06,5.4192136319031943e-06,1.7285768060858165e-06,1.3418257227426908e-08,8.4155223047011245e-10,6.8168900726248766e-09,6.8136217625892671e-09,3.9821176318285996e-12,2.200956578769583e-13,2.0128940101991024e-12,2.0121723086660845e-12,2.0125331781554528e-12
