Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),H2(190),C4H7X(141),C2H6(343),C4H6(54),C4H7(69),C4H5X(380),C4H7X(140),C4H7(439),C4H7(68),C4H7X(145),C4H7X(142),C4H7X(143),C4H5X(381),C4H7X(146),C4H6a(379),C6H10(384),C6H9X(985),C6H9X(986),C6H9X(525),C6H9(1116),SX(1115),C6H9(1156),SX(1533),SX(1527),SX(2037),S(1546),SX(2134),S(2186),C3H6(75),SX(2035),SX(2135),S(2216),SX(3411),S(3472),SX(4084)
0.0002734012095450096,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282542022174,0.66999999967946822,3.0904952296384328e-13,1.2197435134169669e-16,2.7782059131472933e-16,2.0145184350662946e-30,4.8639065133836686e-30,1.2059116888464175e-33,3.5974768855668096e-35,2.3465311424591316e-31,1.2525339294504359e-36,9.7816214748229819e-11,3.1967659140843069e-10,1.1081545065255889e-10,7.3586141313949461e-17,1.5515102066325841e-13,4.051211447563859e-14,1.1739272183507001e-18,1.0377952327299048e-18,8.4759316537381938e-19,4.1697936540710993e-22,6.7981963235559238e-21,1.5378022582370534e-18,5.7361924568877339e-22,2.6160858316149322e-23,3.1332308707179821e-24,3.7114800514666001e-23,2.2269189350149588e-21,1.4275121317964721e-21,2.6987421184216358e-30,5.1903522341695022e-30,3.9571022864253567e-24,6.311630864745483e-26,7.1354881030136676e-24,6.9495085199780287e-26,3.7252883018398818e-22,-5.2824289452000787e-28,2.2621261202966188e-27,3.6107270134229452e-29,2.5233215452064163e-26,4.0260092105510696e-28,1.0112039111477181e-25,1.0109692601354495e-25,4.3441347081821154e-31,6.9292570835422613e-33,2.2662230464479494e-29,3.6148522775566476e-31,4.2806746276785793e-35
0.0002758977456481825,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282541966219,0.66999999967865387,3.124852887960534e-13,1.2389841502454843e-16,2.7782109888709002e-16,2.0110464774293889e-30,4.9289556828731477e-30,1.2272602445198997e-33,3.6802447788979015e-35,2.3841239922263567e-31,2.039115404932884e-36,9.757043344843802e-11,3.2048186211910529e-10,1.1134039904516546e-10,7.4021587924151246e-17,1.5627377110458696e-13,4.1056847902217419e-14,1.1810464881049356e-18,1.0633408552577575e-18,1.0855273255869728e-18,4.1950868432137749e-22,8.6959863799113938e-21,1.5875102377158719e-18,5.885270824145462e-22,2.6856680107352857e-23,3.2111302199751993e-24,5.6567218372751507e-23,2.2740830844948527e-21,1.4590395996915591e-21,2.7715843963644967e-30,5.3301439344032978e-30,4.0674382439825972e-24,6.4878895529594147e-26,7.2799274282574205e-24,7.0954173790473462e-26,3.8181680410298615e-22,-7.6901774698588713e-28,2.3193534492810357e-27,3.7020684080692658e-29,2.5897454503083008e-26,4.1319946619242741e-28,1.0472452763241729e-25,1.0470000530008234e-25,4.4995057333647133e-31,7.1770987817173379e-33,2.3687323093654967e-29,3.7783687316438411e-31,4.4696041606602049e-35
0.00027839428175135543,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282541910513,0.66999999967784474,3.1593276944202365e-13,1.2586336763194739e-16,2.778209743927097e-16,2.0025089553297691e-30,4.9938212348727102e-30,1.2498808703685417e-33,3.7622128928731611e-35,2.4254530394365147e-31,2.057746988169179e-36,9.7327471571639404e-11,3.2128189814884939e-10,1.1186132315008906e-10,7.243645801935763e-17,1.5739371375670126e-13,4.1602607241729377e-14,1.1557864385630735e-18,1.0337475778029705e-18,1.2592106614795809e-18,4.1053639473163558e-22,1.0117198883944356e-20,1.7828570795197702e-18,5.5603328148530053e-22,2.508182880521373e-23,3.092175717651055e-24,-4.5615832437988213e-23,2.3218198974037307e-21,1.4909885182430144e-21,2.7996103300563813e-30,5.3931613140995126e-30,4.0811874585461299e-24,6.5127126821579416e-26,7.4018629687688068e-24,7.2241320537256592e-26,3.9124390813274871e-22,7.4001490289872254e-28,2.3775418304647822e-27,3.7949409478314764e-29,2.6573700848593559e-26,4.23989613789329e-28,1.0842313880180351e-25,1.0839752174748823e-25,4.6589618384608797e-31,7.4314571154379659e-33,2.4748908130541027e-29,3.947706364304092e-31,4.7907315213692881e-35
0.00028089081785452835,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282541855052,0.66999999967704071,3.1938740850698066e-13,1.2793719618800737e-16,2.7782051503691115e-16,2.0002058110269314e-30,5.0586791758963261e-30,1.2739827534897071e-33,3.8438981877724048e-35,2.4657131136423922e-31,1.4813122037972571e-36,9.708727955847913e-11,3.2207674820994237e-10,1.1237827462961092e-10,7.3337625342976466e-17,1.5851088043235453e-13,4.2149871557477204e-14,1.1697109226922422e-18,1.0556876058747607e-18,9.3639622481768134e-19,4.154809317484959e-22,7.5435424717599736e-21,1.817436217093194e-18,5.694358717396373e-22,2.5777743949758223e-23,3.1679643924565878e-24,-3.2341222338285988e-23,2.3701297301104319e-21,1.5233601933320991e-21,2.8740510699669657e-30,5.5335503217535359e-30,4.0854403854562928e-24,6.5177407246394684e-26,7.4873497503579516e-24,7.3261696504128753e-26,4.0078108160881728e-22,4.8615302275327006e-28,2.4365307388741875e-27,3.8890858021152028e-29,2.7261906573779298e-26,4.3497063176876465e-28,1.1221792803764307e-25,1.1219117779230349e-25,4.8225768415826473e-31,7.692449845105561e-33,2.584794342248558e-29,4.1230181371350859e-31,4.9969341035730556e-35
0.000283137700347384,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282541805331,0.66999999967632162,3.2250244105272117e-13,1.2981569008398733e-16,2.7782049642171821e-16,1.9986025767886383e-30,5.1174874450346928e-30,1.2956868154049455e-33,3.9190082409195368e-35,2.5001068305638486e-31,1.2154627589300545e-36,9.6873435352140063e-11,3.2278772150091003e-10,1.128401761731221e-10,7.4271390357895277e-17,1.5951398234541545e-13,4.2645264794006235e-14,1.184868504666954e-18,1.0886636436591347e-18,9.6899927565135826e-19,4.2086574463827454e-22,7.7800684495376392e-21,1.7438624267763656e-18,5.9185244995486618e-22,2.6897423412168094e-23,3.2769932230780702e-24,7.2953533867336089e-24,2.4140992755380251e-21,1.5528575088879615e-21,2.9513405379308047e-30,5.6792775525587215e-30,4.1677337348463943e-24,6.6479661752616028e-26,7.5833352294808642e-24,7.4312175800757789e-26,4.0944747280922788e-22,-8.1210858074944704e-29,2.4902231065708504e-27,3.9747804548573656e-29,2.7891136282959097e-26,4.4501067778026245e-28,1.1571684715595808e-25,1.1568904332376411e-25,4.9734468514253576e-31,7.93311248442769e-33,2.6869899294143179e-29,4.2860346177628485e-31,5.1640404879432059e-35
0.0002853845828402397,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228254175582,0.66999999967560642,3.2562415634036949e-13,1.3164211801255327e-16,2.7782062639657773e-16,1.9950173011546887e-30,5.1766705287781732e-30,1.3169399429909799e-33,3.9955406572741427e-35,2.5347830141223206e-31,1.1696348251227376e-36,9.6661762367884288e-11,3.2349457597873995e-10,1.1329893714431113e-10,7.4414549979717281e-17,1.6051488346825973e-13,4.3143261134892475e-14,1.1872402750168644e-18,1.1013879891280375e-18,1.0810693747717974e-18,4.217084794852369e-22,8.6783206426494203e-21,1.7373379038955202e-18,5.9647592808597601e-22,2.7073041842160485e-23,3.3114723491999501e-24,1.6709778087449142e-24,2.4585353503723818e-21,1.5827003290710413e-21,3.0120483996207357e-30,5.7972385431837189e-30,4.2524674991402041e-24,6.7839345061740857e-26,7.7176149427295332e-24,7.5675370473223543e-26,4.1822802937005513e-22,2.3836170118572254e-29,2.5445672770228579e-27,4.0615206556614066e-29,2.8529421656420906e-26,4.5519524203663702e-28,1.1929618462414349e-25,1.1926729450065217e-25,5.1277964581211836e-31,8.1793259263802858e-33,2.7923697610706746e-29,4.4541305561053519e-31,5.3853255799589042e-35
0.00028763146533309535,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282541706499,0.66999999967489543,3.2875317330583823e-13,1.3343159957627437e-16,2.7782065379672534e-16,1.9907089780414967e-30,5.2359720788752278e-30,1.3381217907511298e-33,4.07223937703779e-35,2.5692580878254049e-31,8.1269504154360279e-37,9.6452226268632157e-11,3.2419735007896071e-10,1.1375459312137466e-10,7.4269929745111138e-17,1.6151360630569903e-13,4.3642956679721849e-14,1.1848064900897946e-18,1.1005354451548129e-18,1.0190561330048887e-18,4.2084359356164012e-22,8.1987906429633745e-21,1.7589983577003561e-18,5.8987335490748385e-22,2.6687517282759016e-23,3.3007709671763018e-24,-3.3442855952490984e-23,2.5034389317811171e-21,1.6128900243927738e-21,3.0630569484035597e-30,5.8979304464922909e-30,4.2903259678458141e-24,6.845280655139991e-26,7.8463111887135924e-24,7.700617855918694e-26,4.2713083603077597e-22,5.2207510136951195e-28,2.5996411661007097e-27,4.1494239308852919e-29,2.9176722838698061e-26,4.6552367163705855e-28,1.22957086851536e-25,1.2292707698347392e-25,5.2856758459530363e-31,8.4311702400163368e-33,2.9010070603149541e-29,4.6274227883291019e-31,5.6425236214599102e-35
0.000289878347825951,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282541657371,0.66999999967418855,3.3188783016473669e-13,1.3519661316696156e-16,2.7782056668779211e-16,1.9883019972868035e-30,5.2955607582363745e-30,1.3589196809551918e-33,4.1498771380091301e-35,2.6016899807706258e-31,4.4725904100786219e-37,9.6244795031366447e-11,3.2489607978341475e-10,1.1420717919261781e-10,7.4859583133655331e-17,1.625101728479432e-13,4.4144895433453607e-14,1.1941513457839856e-18,1.1200891156167468e-18,8.7333941173636108e-19,4.24162691504382e-22,7.0290780881095549e-21,1.7038770299894609e-18,6.0113839939493285e-22,2.7253790737721748e-23,3.3655778025711776e-24,-2.334526806745457e-23,2.548811555099269e-21,1.6434282898292857e-21,3.1324634561409495e-30,6.029729965935073e-30,4.3325782946784495e-24,6.9119448965885147e-26,7.9620925695340549e-24,7.8238659767664917e-26,4.361667021182028e-22,3.4322227708445899e-28,2.6555273507425179e-27,4.238621048209572e-29,2.983314684999352e-26,4.7599765891142176e-28,1.267007050863518e-25,1.2666954126283361e-25,5.4471350568618181e-31,8.6887252596635138e-33,3.0129759733517587e-29,4.8060295560354712e-31,5.8598110953667383e-35
0.0002921252303188067,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282541608438,0.66999999967348545,3.3502734614445126e-13,1.3697718945805413e-16,2.7782053255415747e-16,1.9870050217647573e-30,5.355623310184938e-30,1.379363605294039e-33,4.2297317926688862e-35,2.63434512223602e-31,6.2142785064985332e-37,9.6039435905942866e-11,3.2559079985320528e-10,1.1465672976305108e-10,7.5865990106264009e-17,1.6350460453188427e-13,4.4649723982845573e-14,1.2102624055334922e-18,1.1605177533766397e-18,9.3921965413263056e-19,4.2988552376271172e-22,7.5379576283601501e-21,1.6444888523301388e-18,6.2972935952055769e-22,2.8697078985580899e-23,3.5011990975730508e-24,3.1785142424988393e-23,2.5946546891681298e-21,1.6743167843130863e-21,3.2191469389724341e-30,6.1922279840030251e-30,4.4332050652385891e-24,7.0712109071424287e-26,8.0960942956507093e-24,7.9616038608910296e-26,4.4534174813997509e-22,-4.503513593088387e-28,2.7122550070025242e-27,4.3291638025760232e-29,3.0498888024909392e-26,4.8662030208947872e-28,1.3052820714838932e-25,1.3049585438940157e-25,5.6122245373497858e-31,8.9520714581908863e-33,3.1283516982682294e-29,4.9900707870361608e-31,6.0401122397223236e-35
0.00029437211281166235,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282541559688,0.66999999967278645,3.3817337688619464e-13,1.3878737194443999e-16,2.7782060913748891e-16,1.9836885325803659e-30,5.4159997136084817e-30,1.4001576423674805e-33,4.3112207381948633e-35,2.6704177035575733e-31,1.1212124900992281e-36,9.5836117653418403e-11,3.2628154910233084e-10,1.1510327868026831e-10,7.6051918662818591e-17,1.6449692258479013e-13,4.515692755134384e-14,1.2133431978304312e-18,1.1799274465260731e-18,1.169576870380046e-18,4.3098018881696237e-22,9.3790985422033777e-21,1.7268252925410886e-18,6.3951503241604632e-22,2.9123548166558212e-23,3.5569041903732461e-24,3.9548820911765759e-23,2.6409698599501885e-21,1.7055572026636545e-21,3.2880296942086391e-30,6.3255221946391342e-30,4.5350073256842248e-24,7.2342032414858065e-26,8.2513293811253281e-24,8.1163447823092149e-26,4.5466914080370179e-22,-5.1558596244272797e-28,2.7698728645737182e-27,4.4211302041882717e-29,3.1174230543854661e-26,4.9739613056396063e-28,1.344407922002257e-25,1.3440721474576614e-25,5.7809958679818845e-31,9.2212911127298901e-33,3.2472104003457725e-29,5.1796679648546156e-31,6.2781678879823983e-35
0.000296618995304518,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282541511138,0.66999999967209123,3.4132738306870332e-13,1.4062049994243442e-16,2.7782067321491158e-16,1.9785470445565742e-30,5.4763727356698038e-30,1.4218890245383521e-33,4.3923052179588925e-35,2.7081104591082876e-31,1.0857777204808258e-36,9.5634809464495493e-11,3.2696836585537751e-10,1.1554685917922285e-10,7.5503959724785852e-17,1.654871480779784e-13,4.5665408658614532e-14,1.2046433285095495e-18,1.1656551549890891e-18,1.1731644714074877e-18,4.2789012568161698e-22,9.4268236321316333e-21,1.8683560101355753e-18,6.2079267757291666e-22,2.8084219755579958e-23,3.4953498386800203e-24,-2.6407120740507143e-23,2.687757901057157e-21,1.7371508420051936e-21,3.3304661008022268e-30,6.4129220972590918e-30,4.5573127496620003e-24,7.2715313480567151e-26,8.381491991758201e-24,8.251909225389278e-26,4.6413572737756588e-22,4.5390561557892166e-28,2.8283648881131778e-27,4.5144876491837432e-29,3.1859403241454498e-26,5.0832880288012468e-28,1.3843968845343253e-25,1.3840484975206357e-25,5.9535019281284947e-31,9.4964685732063267e-33,3.3696294276674376e-29,5.3749445201487974e-31,6.5978866333533512e-35
0.0002988658777973737,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282541462782,0.6699999996714,3.4448776241280792e-13,1.4246413427523458e-16,2.7782063337470853e-16,1.9753372870081237e-30,5.5368407689669142e-30,1.4439017435737442e-33,4.4730444735572995e-35,2.7425742266173867e-31,4.9372401453559945e-37,9.5435481102734001e-11,3.2765128333353359e-10,1.1598750394483468e-10,7.5720880266437564e-17,1.6647530173824445e-13,4.6175450261228825e-14,1.2079557298923535e-18,1.167164990091672e-18,8.9573841508162443e-19,4.2906621830353612e-22,7.2179297652840906e-21,1.8385148113268622e-18,6.166494729253851e-22,2.7860384881814634e-23,3.4975525921035812e-24,-5.6462540110360826e-23,2.7350195605616328e-21,1.7690989518180075e-21,3.3885981832474434e-30,6.5256537330933713e-30,4.5532509785831895e-24,7.2648541631373404e-26,8.4704398108892871e-24,8.3559231633274156e-26,4.7371184190101596e-22,8.3530080931538286e-28,2.8876496991307629e-27,4.6091046616184994e-29,3.2554534050318859e-26,5.194203792968314e-28,1.4252614935164628e-25,1.4249001204903836e-25,6.1297968493770189e-31,9.7776901906070857e-33,3.4956873779038512e-29,5.5760259018260778e-31,6.8863497618488818e-35
0.00030111276029022935,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228254141461,0.66999999967071266,3.4765289789605853e-13,1.4430416367763295e-16,2.7782059475627298e-16,1.9740295434980888e-30,5.5976365787216443e-30,1.4656290666691123e-33,4.5552041016601478e-35,2.7759626531890517e-31,8.9794590607635058e-38,9.5238102366101779e-11,3.2833033343099661e-10,1.1642524521572348e-10,7.6669162834966832e-17,1.6746140384515809e-13,4.6687831386297846e-14,1.2230621290656983e-18,1.2126773397399569e-18,1.0249538658742051e-18,4.3443194744066872e-22,8.2219184866349671e-21,1.7571778700663002e-18,6.4932101921408994e-22,2.9514179053004208e-23,3.6507768249111686e-24,8.8918678792030876e-24,2.7827556078013945e-21,1.801402794892542e-21,3.4826870248084624e-30,6.7016448123311491e-30,4.6355531017389264e-24,7.3940477708861962e-26,8.5624129777825574e-24,8.4622123601962803e-26,4.8337210282740758e-22,-1.0390720449697685e-28,2.9476033711945463e-27,4.7047908434258953e-29,3.3259597974827825e-26,5.3067048622481956e-28,1.4670143767516247e-25,1.4666396360484541e-25,6.3099354471964632e-31,1.0065043412951647e-32,3.6254636966819683e-29,5.7830387697848632e-31,7.0885080976274078e-35
0.000303359642783085,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282541366637,0.66999999967002899,3.5082415692687319e-13,1.4611789577398299e-16,2.7782061455685086e-16,1.9709679305096009e-30,5.65880245018281e-30,1.4871725988698388e-33,4.639422936475808e-35,2.8121760848083313e-31,1.7497499732386432e-37,9.5042645641735673e-11,3.2900555305988844e-10,1.1686011458011655e-10,7.6893903599320137e-17,1.6844547436049156e-13,4.720276729310985e-14,1.2268190392465498e-18,1.2353644777018441e-18,1.2837798985921627e-18,4.3576695168343673e-22,1.0294495987719779e-20,1.8445549698652486e-18,6.616232687992974e-22,3.0064782546634131e-23,3.7171279708145672e-24,2.2949485908405655e-23,2.8309674228630132e-21,1.8340639885898318e-21,3.5574132038670622e-30,6.8459177885686745e-30,4.7538099390730009e-24,7.5833549511114766e-26,8.7124780019723514e-24,8.6138314072715292e-26,4.9314589336891427e-22,-2.5191396316551442e-28,3.00821511622996e-27,4.8015356251853538e-29,3.3974357589311889e-26,5.4207533373178933e-28,1.5096679901506168e-25,1.5092794918443415e-25,6.4939723592433342e-31,1.0358615416965652e-32,3.7590390085065165e-29,5.9961116308461795e-31,7.352804562129052e-35
0.0003056065252759407,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282541318842,0.6699999996693492,3.5400445000794389e-13,1.478396609986147e-16,2.7782064142853483e-16,1.9650795887999973e-30,5.719931594052208e-30,1.5086736165618662e-33,4.7221172044135487e-35,2.8456246469686116e-31,-7.7137189938427239e-37,9.4849081532448929e-11,3.2967697920041256e-10,1.1729214302526679e-10,7.5989486666811321e-17,1.694275330175503e-13,4.7718887517192036e-14,1.2124703272209937e-18,1.1824357651226648e-18,8.385245495652868e-19,4.306705383307186e-22,6.799021949889522e-21,1.8882629969006489e-18,6.1045197158664948e-22,2.7370249097230665e-23,3.5229679652183712e-24,-1.275151119525206e-22,2.8796554400415086e-21,1.8670836057022358e-21,3.5724375984249056e-30,6.8858337921411034e-30,4.7382241429102857e-24,7.5627198625505906e-26,8.8446728960132378e-24,8.7515877933661687e-26,5.0302326107291591e-22,1.8872531203413252e-27,3.0694737518773763e-27,4.8993091224382776e-29,3.469857676777931e-26,5.5363115218332403e-28,1.5532345632331451e-25,1.5528319090087658e-25,6.6819613551138901e-31,1.0658491997088864e-32,3.8964952400844483e-29,6.2153752415426936e-31,7.7885408091260921e-35
