Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),H2(190),C4H7X(141),C2H6(343),C4H6(54),C4H7(69),C4H5X(380),C4H7X(140),C4H7(439),C4H7(68),C4H7X(145),C4H7X(142),C4H7X(143),C4H5X(381),C4H7X(146),C4H6a(379),C6H10(384),C6H9X(985),C6H9X(986),C6H9X(525),C6H9(1116),SX(1115),C6H9(1156),SX(1533),SX(1527),SX(2037),S(1546),SX(2134),S(2186),C3H6(75),SX(2035),SX(2135),S(2216),SX(3411),S(3472),SX(4084)
2.871473112461743e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282573650774,0.66999999994939685,2.2941131491563708e-23,2.0895445387829695e-35,3.392252303071712e-20,9.5746674977996939e-32,8.5085571031809682e-44,4.9095606913266266e-56,3.7591190168947892e-57,2.7488031026817994e-47,1.8900888975967976e-62,5.0603301280582401e-11,5.0603315365081294e-11,7.042537981658202e-18,3.3889097893857901e-20,2.0718240423042872e-24,3.028443115686816e-22,5.2099745875564979e-24,1.006084800889815e-28,3.0729204042791951e-24,8.8030633045718893e-28,3.5218353096942843e-28,2.0507459549101283e-30,1.5682172484945936e-33,6.6693845477159276e-35,1.1180359960197213e-33,4.4144440726467584e-40,1.1804998090716251e-35,6.8095473778488315e-36,3.2375429346296271e-46,2.8461098076236929e-46,2.6836512565375267e-38,1.7100602987333929e-42,1.2216908587023425e-42,6.6654763266232665e-47,2.0152564016509489e-49,9.0049918883453083e-52,1.2102402289147726e-58,3.900706168614747e-56,3.3658639386549826e-63,1.0372951916789882e-67,5.1360899346058212e-69,5.1360899340144956e-69,5.9129653356877188e-79,1.6856612751724808e-83,1.3019565916944138e-83,6.9646767866926791e-88,2.7525069301959946e-94
3.039896677144172e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228257309292,0.66999999994660753,2.8714579768233712e-23,3.0989511296427779e-35,3.795372220539159e-20,1.066867140759779e-31,1.1283499858494031e-43,7.7160182528505222e-56,5.8958199296765089e-57,3.8592040574723598e-47,3.1402991594964493e-62,5.3392537449558918e-11,5.3392554093366781e-11,8.3222439816913507e-18,3.791272431219165e-20,2.5933547746007935e-24,3.5788913646176968e-22,6.1719312544434696e-24,1.2595765282015454e-28,3.6409341299321376e-24,1.0768291575615502e-27,4.4160466617663295e-28,2.7223902015668197e-30,2.0077402278904378e-33,8.8298421963214501e-35,1.3976733669766834e-33,6.1985353708929912e-40,1.4787350430858519e-35,8.5298754846836254e-36,4.2906653304059809e-46,3.7741794988779538e-46,3.5591436999186915e-38,2.4003227421559615e-42,1.7151586381342808e-42,9.8951784251608283e-47,3.1620034207580056e-49,1.4088249803610064e-51,2.0047791791951603e-58,6.1195416593778731e-56,5.8804102567755647e-63,1.9087910039501204e-67,9.4521160055233595e-69,9.4521160043785138e-69,1.1447856998993479e-78,3.4284383070372031e-83,2.6482395774973072e-83,1.4861048705954943e-87,6.1528355854619358e-94
3.2083202418266004e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282572540861,0.66999999994384718,3.5495948813111237e-23,4.4987084516951312e-35,4.2199973861440596e-20,1.1813777597035619e-31,1.473401334228157e-43,1.1835378192393961e-55,9.0233420045561566e-57,5.3190507404107993e-47,5.0778806679738085e-62,5.6152843321677209e-11,5.6152862805146594e-11,9.7421317057967872e-18,4.2150220171835053e-20,3.2059801436927684e-24,4.189681059710977e-22,7.2440050020680932e-24,1.5574217781076901e-28,4.2740626732669936e-24,1.3017426973779233e-27,5.4695169646200326e-28,3.559104175797685e-30,2.5376083762073685e-33,1.1510317295131571e-34,1.7254968189664936e-33,8.5463366201094881e-40,1.8294434305350986e-35,1.0552887627186737e-35,5.5991443502828529e-46,4.9282758318304722e-46,4.6480303500664851e-38,3.3080532314300526e-42,2.3642435433040743e-42,1.4382964400262864e-46,4.8447994717498828e-49,2.1520224864945613e-51,3.2349104300560215e-58,9.3750944661872596e-56,9.9842284144306667e-63,3.4062897040148984e-67,1.68691446910928e-68,1.6869144688947533e-68,2.1451495302746248e-78,6.7368204396141078e-83,5.2041651609990171e-83,3.0585495640707994e-87,1.3245929205199491e-93
3.454230725312141e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282571745686,0.66999999993987136,4.7425236432662372e-23,7.4923302602808642e-35,4.8781245046023944e-20,1.3574741736382373e-31,2.1224421516568701e-43,2.1261366840374831e-55,1.6152471629688719e-56,8.2510855788859683e-47,9.8084904549016277e-62,6.0128717186484359e-11,6.0128741342949011e-11,1.2078722630785768e-17,4.8716356484697335e-20,4.2837735807097006e-24,5.1949026409132597e-22,9.0185850509819487e-24,2.0815963668051362e-28,5.3222273425378885e-24,1.6853009310330185e-27,7.3301452055244551e-28,5.1369730422523823e-30,3.4996979843244867e-33,1.6537646987199734e-34,2.3007175796500841e-33,1.3268639127695868e-39,2.4473257694973923e-35,1.4117055260917593e-35,8.0578741682231365e-46,7.0993703551673611e-46,6.6968786635125478e-38,5.1320365177958837e-42,3.6688850948691684e-42,2.4008288255420852e-46,8.6961600908104828e-49,3.8445799882508424e-51,6.2368577459963034e-58,1.6824572785358936e-55,2.0656391135947412e-62,7.5521901674695381e-67,3.7406302253133408e-68,3.7406302248041552e-68,5.0915491967292497e-78,1.708927774828309e-82,1.3202981181488432e-82,8.2795908759944011e-87,3.8195765345515838e-93
3.700141208797681e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282570964028,0.66999999993596282,6.2066865755540915e-23,1.2041719915234093e-34,5.5808558490935581e-20,1.5437651247429713e-31,2.9800241877069716e-43,3.6681314177895785e-55,2.775931509875266e-56,1.2413134490467969e-46,1.8109992540449321e-61,6.4037016952555566e-11,6.4037046436850774e-11,1.4742743715412793e-17,5.5725430169605925e-20,5.6067879930786423e-24,6.3411251135846086e-22,1.1056796893932341e-23,2.7252949145558883e-28,6.5262800864616406e-24,2.1399305381063946e-27,9.6254300044515008e-28,7.2286226836157157e-30,4.7240473292432733e-33,2.315652392875227e-34,3.0044959822871608e-33,1.9985245152780388e-39,3.2071326808237109e-35,1.8499894927373722e-35,1.1302540444947646e-45,9.9684846215273947e-46,9.4051388977203234e-38,7.7229525191540957e-42,5.5227186251503688e-42,3.8689719646493992e-46,1.5001746587030955e-48,6.5990393040349212e-51,1.1508290449661447e-57,2.901845323461863e-55,4.074796548727036e-62,1.5914742774304096e-66,7.8837666341019558e-68,7.8837666329559925e-68,1.1458902664244363e-77,4.1048406883763978e-82,3.1717596690820221e-82,2.1221963510837135e-86,1.044610926397689e-92
3.9573546982887236e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282570161581,0.66999999993195059,8.0668607556060018e-23,1.9133560550206443e-34,6.3627595458906111e-20,1.7490705031461704e-31,4.1495691763211818e-43,6.2481462316343192e-55,4.7077381369639907e-56,1.8492708985310123e-46,3.2961791508941647e-61,6.8049256653988829e-11,6.8049292444590611e-11,1.789602154919187e-17,6.3521672638070599e-20,7.2878660576812797e-24,7.6980342225372138e-22,1.3488887889314453e-23,3.54356444350853e-28,7.963163497516674e-24,2.69821672013313e-27,1.2557926404128876e-27,1.0091576211329487e-29,6.336684173916884e-33,3.2148149089094026e-34,3.8955480041140993e-33,2.981903758137262e-39,4.1744332086095465e-35,2.4079632485411638e-35,1.572154298418534e-45,1.3881983110903132e-45,1.3100256320775497e-37,1.1510676774374244e-41,8.2338279547660626e-42,6.1669894452222661e-46,2.5565105853675478e-48,1.1183526525713947e-50,2.0951228091327845e-57,4.9441517405252585e-55,7.9208588437173054e-62,3.3003295881821569e-66,1.6351451094411499e-67,1.6351451091877434e-67,2.5338950107260041e-77,9.6685647830301338e-82,7.4717602029512825e-82,5.3201203713380596e-86,2.7843051103179315e-92
4.214568187779766e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282569375255,0.66999999992801906,1.0304542397003748e-22,2.9508546270571222e-34,7.19166245669037e-20,1.9645858957169616e-31,5.6555849787517804e-43,1.0288255875311933e-54,7.7153346572681301e-56,2.6853002261190372e-46,5.7758533732657475e-61,7.1980902118575808e-11,7.1980944996493067e-11,2.1439818483641777e-17,7.1783686078301128e-20,9.3104036531607067e-24,9.2232097671156981e-22,1.6246282319243559e-23,4.5285011845267294e-28,9.5923428655860704e-24,3.3479991598006668e-27,1.6107297487850358e-27,1.379307433968304e-29,8.3473967620285629e-33,4.367828054237066e-34,4.9634444002581625e-33,4.3377651227689736e-39,5.340626691325085e-35,3.0806656246475171e-35,2.1403621338996633e-45,1.8922360618976952e-45,1.7860785298339886e-37,1.6724346702043244e-41,1.1966907293477981e-41,9.5440411541423691e-46,4.2133911772289837e-48,1.8324259878236187e-50,3.6749511878694723e-57,8.1468035206413513e-55,1.478231203375881e-61,6.5494334957527395e-66,3.2454030722146923e-67,3.2454030716800019e-67,5.3465160351740368e-77,2.167751151011287e-81,1.6754407809411349e-81,1.2671428227460451e-85,7.042337230602473e-92
4.471781677270809e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228256860562,0.66999999992417092,1.2963034735042155e-22,4.4324453718450999e-34,8.0665889610740664e-20,2.1898259749779946e-31,7.5636556027473163e-43,1.6439995865347025e-54,1.2266791031101445e-55,3.8120508579976168e-46,9.785317360520384e-61,7.582905767442145e-11,7.5829108448724234e-11,2.5388165420938692e-17,8.0501276200709311e-20,1.1713667308004342e-23,1.0922755436146613e-21,1.934716118697879e-23,5.6994144227243746e-28,1.1424511179321066e-23,4.0961467554160218e-27,2.0351885409106266e-27,1.850308603266485e-29,1.0821122106124662e-32,5.822248441336738e-34,6.2271885806137562e-33,6.1704054986753532e-39,6.7293734596094225e-35,3.8817447536459602e-35,2.8591691055911462e-45,2.5309698750466872e-45,2.3895361854229591e-37,2.3758484760672735e-41,1.7005277153000153e-41,1.4389650466793006e-45,6.7409880952455739e-48,2.9138296975962119e-50,6.2352839128374366e-57,1.3031371435988546e-54,2.6590345007880278e-61,1.2482001534104336e-65,6.1860692429303824e-67,6.1860692418509681e-67,1.0793302173913772e-76,4.631658528953432e-81,3.5802559693225522e-81,2.8639046346160204e-85,1.6823362593835156e-91
4.728995166761851e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282567853183,0.66999999992040882,1.6086710525100075e-22,6.5035011061618349e-34,8.9865310409332204e-20,2.424304949819755e-31,9.9465567366549839e-43,2.5579080271233081e-54,1.898444959741277e-55,5.3037758733863108e-46,1.6089050893838804e-60,7.9591176245799382e-11,7.9591235750240655e-11,2.9753404132713551e-17,8.9663916166738592e-20,1.4537918053662111e-23,1.2802055324977226e-21,2.2809230296269433e-23,7.0761359057043964e-28,1.3470060143716012e-23,4.9494046509870587e-27,2.5373982683143727e-27,2.441241338330658e-29,1.3828345264306996e-32,7.6302600479367191e-34,7.7059473026412146e-33,8.6042800174769812e-39,8.3651287508135522e-35,4.8253072993405099e-35,3.755429348681643e-45,3.3288344797593635e-45,3.1435791014538151e-37,3.3081826174391883e-41,2.3685744894393815e-41,2.1197303939392028e-45,1.0504011129451088e-47,4.5115839005382901e-50,1.0271884509127945e-56,2.0301708197755117e-54,4.6298996298948119e-61,2.295821743499262e-65,1.1379799593070728e-66,1.1379799590973778e-66,2.0967800336605874e-76,9.4963177654747634e-81,7.3416041737710298e-81,6.1943527084146529e-85,3.835828880618742e-91
4.986208656252894e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228256711841,0.66999999991673498,1.9720785832829697e-22,9.3437199413043684e-34,9.9504524836283599e-20,2.6675378235747501e-31,1.2884411561338385e-42,3.8859371185995399e-54,2.8679102610041312e-55,7.2474749361653233e-46,2.5752881898138392e-60,8.3265057486957992e-11,8.3265126576613651e-11,3.4546196302957086e-17,9.9260790710013288e-20,1.7824209150792748e-23,1.4865777663567993e-21,2.6649708629675504e-23,8.6789227645987601e-28,1.5739072239023799e-23,5.9143809385337917e-27,3.1259679707103234e-27,3.1733684190452321e-29,1.744509795648509e-32,9.8486507883016762e-34,9.4189205628218655e-33,1.1786244547172705e-38,1.0273041984808928e-34,5.9258603554335761e-35,4.8585940241825188e-45,4.3127474981440083e-45,4.073761855590987e-37,4.5244987030651766e-41,3.2404176846063492e-41,3.0582444054676768e-45,1.5984623037575162e-47,6.8203052197010122e-50,1.6478431937518825e-56,3.088805208436762e-54,7.8278893103622957e-61,4.0884778205994247e-65,2.0268604110988947e-66,2.0268604107056322e-66,3.9322964873749168e-76,1.8739875442606238e-80,1.4489726307944936e-80,1.2855433719814074e-84,8.3649804895911289e-91
5.243422145743937e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228256640165,0.66999999991315129,2.3911100724397852e-22,1.3172529617404408e-33,1.0957292946408246e-19,2.9190415958226642e-31,1.6464802566630913e-42,5.7779955800388376e-54,4.2391583071176447e-55,9.7441036332041884e-46,4.0238376609368456e-60,8.6848842318047798e-11,8.6848921866009614e-11,3.9775550004555157e-17,1.0928083880218467e-19,2.1614189932041172e-23,1.7117885951450025e-21,3.0885318594011851e-23,1.0528363843630896e-27,1.8241314347469478e-23,6.9975378179743943e-27,3.8098720080091828e-27,4.0702333240569897e-29,2.1752921392456585e-32,1.2538738041623613e-33,1.138521907203904e-32,1.5888014919627463e-38,1.2478859396868719e-34,7.198255280687834e-35,6.2007261126324197e-45,5.5121513192259193e-45,5.2080567846621691e-37,6.0888637204526039e-41,4.3621451106011885e-41,4.3303838215199992e-45,2.3812121655093958e-47,1.0090826795293224e-49,2.5812387875946022e-56,4.6004119209892877e-54,1.2890758521655188e-60,7.0742140324755236e-65,3.5075695282200993e-66,3.5075695275052355e-66,7.1480091660928184e-76,3.575985053433414e-80,2.7653305805197972e-80,2.5738681911569963e-84,1.7558356668211636e-90
5.500635635234979e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282565703214,0.66999999990965908,2.870390453171595e-22,1.8254523231595912e-33,1.2005972078961536e-19,3.1783364430080171e-31,2.0782849892045303e-42,8.4258134555756311e-54,6.1436528782385102e-55,1.2909722855763531e-45,6.1512775724071363e-60,9.034100607152046e-11,9.0341096965655463e-11,4.5448852908809157e-17,1.1971279685318886e-19,2.5949913495905296e-23,1.956165296274098e-21,3.5532278360425166e-23,1.264528625034705e-27,2.0986232731440524e-23,8.2051827361608918e-27,4.5984341241319373e-27,5.1577501449387128e-29,2.6838806326644661e-32,1.5766276264883816e-33,1.362374677112617e-32,2.1108568072637122e-38,1.5008825179854268e-34,8.6576306741996907e-35,7.8165036711129092e-45,6.9590438682800401e-45,6.5768871265125492e-37,8.0751395516324125e-41,5.7869214467823532e-41,6.028523705685383e-45,3.4794400624110576e-47,1.4640992549816597e-49,3.9568154486857142e-56,6.7207591865379938e-54,2.0725869596673303e-60,1.1923269359476727e-64,5.9127478126013197e-66,5.9127478113384213e-66,1.2627823375733666e-75,6.616609085982842e-80,5.1173440666939654e-80,4.9854394032510813e-84,3.5572845536428811e-90
5.757849124726022e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282565023341,0.66999999990625958,3.4145654022507325e-22,2.4905541026704569e-33,1.3095393370346836e-19,3.4449468137966952e-31,2.5941254501092568e-42,1.2071699299691637e-53,8.745387062919341e-55,1.6876709170488611e-45,9.2186153942073794e-60,9.3740348777449646e-11,9.3740451917253485e-11,5.1571919358395136e-17,1.3054523903396827e-19,3.0873655924811839e-23,2.2199680640874163e-21,4.0606295558250393e-23,1.5050668225218631e-27,2.398294923691475e-23,9.5434628375023751e-27,5.5013129855646036e-27,6.4642940963581279e-29,3.2795105975775864e-32,1.9601322768350112e-33,1.615309423417914e-32,2.7676763820160963e-38,1.7889589283258417e-34,1.0319359190585205e-34,9.7432072846386877e-45,8.6879978641471077e-45,8.2131492811329773e-37,1.0567818611169737e-40,7.5755990215125508e-41,8.2640596385430582e-45,4.995739005869553e-47,2.0869158903650517e-49,5.9474768592123405e-56,9.6475904818447659e-54,3.2607664370873786e-60,1.9624745988682473e-64,9.7333897231501042e-66,9.7333897209756873e-66,2.1742038382696964e-75,1.1908543498545955e-79,9.2114014717715788e-80,9.3751333521672163e-84,6.9838829813201829e-90
6.015062614217065e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282564362215,0.66999999990295389,4.0282818666186981e-22,3.3498754166882452e-33,1.4224448013797379e-19,3.7184024952429548e-31,3.2050312816292349e-42,1.70180439826516e-53,1.2246254235139049e-54,2.1794895889161931e-45,1.3567052000100171e-59,9.7045984681711013e-11,9.7046100975263068e-11,5.8149041157507815e-17,1.4176661770860481e-19,3.6427741612741654e-23,2.5033921583338826e-21,4.6122562858468763e-23,1.7765553156360392e-27,2.7240258681605946e-23,1.1018359032056012e-26,6.528486442747257e-27,8.0207841000215984e-29,3.9719431492947472e-32,2.4118093221607088e-33,1.8991438180995506e-32,3.5853895254531656e-38,2.1148114688083704e-34,1.2198994052806868e-34,1.2020698282852147e-44,1.0736170432152873e-44,1.0152225848823138e-36,1.3662826512129997e-40,9.7973052685747013e-41,1.116995255485989e-44,7.0586690716603234e-47,2.9267741475597825e-49,8.7803975560283632e-56,1.362862094879744e-53,5.0290967734169965e-60,3.1604861409908311e-64,1.567761924006688e-65,1.5677619236410551e-65,3.6559606110143167e-75,2.0893483710250442e-79,1.6163518062378105e-79,1.7155052398308223e-83,1.3317832189496912e-89
6.272276103708107e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282563719951,0.66999999989974246,4.7161700141908985e-22,4.4471356554737296e-33,1.5392018471460624e-19,3.9982395863405481e-31,3.9227898182229013e-42,2.3638433401709189e-53,1.6892212099849583e-54,2.7832765041135861e-45,1.9637185394876154e-59,1.0025732920194586e-10,1.0025745956299077e-10,6.5183050777296278e-17,1.5336530073263528e-19,4.2654381302846342e-23,2.8065705801109555e-21,5.2095754792323301e-23,2.0810970543100518e-27,3.0766627358812092e-23,1.2635682158017657e-26,7.69023715128867e-27,9.8607662760467499e-29,4.7714523016903342e-32,2.9394780206598459e-33,2.2156452710719946e-32,4.5936459881578249e-38,2.4811591914533045e-34,1.4312219737144815e-34,1.4691382971933356e-44,1.3143302351808984e-44,1.243198870611604e-36,1.7468364832987222e-40,1.2530061095084982e-40,1.4903646759392797e-44,9.827850774865397e-47,4.0439885087420136e-49,1.2750979643149718e-55,1.8971314422106618e-53,7.6164621582879758e-60,4.989467216034553e-64,2.4754075114047537e-65,2.4754075108030649e-65,6.016248812214815e-75,3.5815811706915612e-79,2.771136735813349e-79,3.0621349900916273e-83,2.4734721949322341e-89
6.52948959319915e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282563096594,0.66999999989662573,5.4828259315266503e-22,5.8331213498557259e-33,1.6596982064587104e-19,4.2840014419448221e-31,4.7599414253605183e-42,3.238965187469963e-53,2.2979645392282816e-54,3.5178555169632431e-45,2.799113523848944e-59,1.0337408551290363e-10,1.0337423085806265e-10,7.2675386357134161e-17,1.653296089329221e-19,4.9595516552366481e-23,3.1295768254212649e-21,5.8540026561811968e-23,2.4207858045215762e-27,3.4570192748093381e-23,1.4401068919390993e-26,8.9971367558713563e-27,1.2020488475409413e-28,5.6888104779390569e-32,3.5513366098867827e-33,2.5665226544210672e-32,5.8258836286661973e-38,2.8907352813488581e-34,1.66748022450294e-34,1.780016827439405e-44,1.5951707587611759e-44,1.5092792731652276e-36,2.2105712662596915e-40,1.586136997081752e-40,1.964999699972296e-44,1.3499314565025634e-46,5.5115956013583922e-49,1.8238209013526648e-55,2.6053146876664252e-53,1.134289095883709e-59,7.7333539646375759e-64,3.8373095879164783e-65,3.8373095869459053e-65,9.7046677598755181e-75,6.0089539172594795e-79,4.6498640579856064e-79,5.3414647103276414e-83,4.4826808911961912e-89
6.786703082690192e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282562492172,0.6699999998936037,6.3327959404317987e-22,7.5664062509007098e-33,1.7838214218332252e-19,4.5752395125680264e-31,5.7297718712637566e-42,4.3825416431573848e-53,3.0862516990370844e-54,4.4041410058250331e-45,3.9338545031845717e-59,1.0639622892479914e-10,1.0639639017093298e-10,8.0626167399894355e-17,1.7764784998316737e-19,5.729267865905189e-23,3.4724280931069978e-21,6.5469013936182232e-23,2.7976991470687831e-27,3.8658764213238758e-23,1.6319979572071365e-26,1.046003149456609e-26,1.453897586821339e-28,6.7352719257322403e-32,4.2559404077994679e-33,2.9534192907866424e-32,7.3196178832405213e-38,3.3462792674644068e-34,1.930254417221677e-34,2.1394405335658318e-44,1.9206253707449089e-44,1.8177460601496512e-36,2.7710061479050873e-40,1.9888833181517203e-40,2.56245788697154e-44,1.8311911498357867e-46,7.4173602455854785e-49,2.5723953926919154e-55,3.5333899127723136e-53,1.663282548832023e-59,1.1784673148606872e-63,5.848480588037797e-65,5.8484805865007158e-65,1.53690706243123e-74,9.8838104545719712e-79,7.6493435051955618e-79,9.1222554527135659e-83,7.9431137405360841e-89
7.043916572181235e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282561906623,0.66999999989067593,7.270561769189169e-22,9.7140624455372734e-33,1.9114591708544407e-19,4.8715141502161658e-31,6.8463022966885635e-42,5.861113164087991e-53,4.0959668298740739e-54,5.4652432500821819e-45,5.456630317053695e-59,1.093239914948603e-10,1.0932416955658112e-10,8.9034269337268669e-17,1.9030835221681586e-19,6.5786854993998975e-23,3.8350884462960654e-21,7.2895835044753843e-23,3.2138916301855202e-27,4.3039824807799449e-23,1.83976956988393e-26,1.2090026531087883e-26,1.745809715125272e-28,7.9225549693729216e-32,5.0621800123825861e-33,3.3779065429968008e-32,9.1167195605973246e-38,3.8505292184880208e-34,2.2211239691577338e-34,2.5523826211528913e-44,2.295433346011788e-44,2.1731259029664978e-36,3.4431301832939478e-40,2.47207307276791e-40,3.307699005509179e-44,2.4554008825899101e-46,9.8657304588566085e-49,3.5814065193888458e-55,4.7368488811239046e-53,2.4041787380903462e-59,1.7677887380053975e-63,8.7745034317726447e-65,8.774503429379645e-65,2.3927189104915693e-74,1.5960699867011181e-78,1.2354073363047219e-78,1.5275091147243616e-82,1.3782595905468146e-88
7.379549282098741e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282561170768,0.66999999988699666,8.63354545655662e-22,1.326732876253524e-32,2.0831109464442554e-19,5.2649797738977412e-31,8.5483621109522745e-42,8.4275466958167787e-53,5.8289907176798982e-54,7.1551473144210459e-45,8.2122896334931054e-59,1.1300325028024017e-10,1.1300345165182517e-10,1.0068962560512011e-16,2.073242351855601e-19,7.8135991804872063e-23,4.3379578535997566e-21,8.3356398875650765e-23,3.8193919737815031e-27,4.9208246438586633e-23,2.1356106072506476e-26,1.4487090929184022e-26,2.1944228555289042e-28,9.7037871422969496e-32,6.2823454378528935e-33,3.9908054036722016e-32,1.1995618681633119e-37,4.5862790706561697e-34,2.6455310154974367e-34,3.1803525179186383e-44,2.867024636006639e-44,2.7153302927045134e-36,4.5157342605743903e-40,3.2435035779165458e-40,4.5504986343625636e-44,3.5429889911036252e-46,1.4083762702855669e-48,5.417120855413312e-55,6.8331067169995753e-53,3.8115604223634557e-59,2.9361297309958368e-63,1.4576547547868043e-64,1.4576547543703738e-64,4.1637895608794286e-74,2.9080351309927237e-78,2.2513059664901109e-78,2.9129939895642675e-82,2.748726767745703e-88
7.715181992016247e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282560466564,0.66999999988347558,1.0163061478744957e-21,1.7852650664986263e-32,2.2603097600185563e-19,5.6653609255835838e-31,1.0559952283564776e-41,1.1915499205627972e-52,8.1539810047262131e-54,9.2488909788067431e-45,1.2128046761377629e-58,1.1652424331297632e-10,1.1652446952812516e-10,1.1311185551950385e-16,2.2487750390196027e-19,9.1998387085813829e-23,4.8740991482559764e-21,9.4712734359193365e-23,4.4996284156363486e-27,5.590193949288718e-23,2.4604459598295785e-26,1.721382844478358e-26,2.7296191069883014e-28,1.1773653958475013e-31,7.7124332381892771e-33,4.6733565259765499e-32,1.5586926919557683e-37,5.4156316513839683e-34,3.1239314973951266e-34,3.9204623730356733e-44,3.5428760221887833e-44,3.3567563231800997e-36,5.8477877436279159e-40,4.2020040031412018e-40,6.1688587840108648e-44,5.0275212335274426e-46,1.9768174245442456e-48,8.0416701269451343e-55,9.6935594748250588e-53,5.9188048609939518e-59,4.7671295749585099e-63,2.3671395058755725e-64,2.367139505168549e-64,7.0693230039727166e-74,5.1595308516219374e-78,3.995047554063269e-78,5.3994322334660968e-82,5.3185411048362218e-88
8.050814701933753e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332282559793569,0.66999999988011061,1.1868361972543133e-21,2.3697541706659588e-32,2.4428118579638247e-19,6.0717603393891131e-31,1.2917631989597024e-41,1.6589334890114218e-52,1.1228193660690297e-53,1.1816479867108934e-44,1.760332253125681e-58,1.1988916393117787e-10,1.1988941650233584e-10,1.2629033094385459e-16,2.4294288050149394e-19,1.0745903747871785e-22,5.4430848451885805e-21,1.0699007630387496e-22,5.2588910470424214e-27,6.3135080260328871e-23,2.8153107578329343e-26,2.0296652747547689e-26,3.3629939073764753e-28,1.4161410081628864e-31,9.3743508020350209e-33,5.4284210063321362e-32,2.0022266738538176e-37,6.3445445388187875e-34,3.6597619623715419e-34,4.7854572239941539e-44,4.3353856954620817e-44,4.109275572433435e-36,7.4852502407799293e-40,5.3808484809156733e-40,8.2508944890568942e-44,7.0256361433387976e-46,2.7320956441182423e-48,1.1734623582932676e-54,1.3542401458522117e-52,9.018018992048466e-59,7.5803738961968249e-63,3.7648281217026022e-64,3.7648281205290798e-64,1.1733651432269654e-73,8.9332917924389437e-78,6.9183142281393318e-78,9.7495482034782424e-82,1.0007597458088534e-87
8.386447411851259e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228255915125,0.66999999987689907,1.375836698213106e-21,3.1064507477468948e-32,2.6303773099974818e-19,6.4833142686056794e-31,1.5659881787464889e-41,2.2771570138756962e-52,1.5239256318464905e-53,1.4935611477920645e-44,2.5146906939683525e-58,1.2310072119895763e-10,1.2310100161231781e-10,1.4021192478879609e-16,2.6149550320019111e-19,1.2460005075598325e-22,6.0443804139837845e-21,1.2021222373219919e-22,6.1013342155837163e-27,7.0920952594744116e-23,3.2011881394162746e-26,2.3762537806552071e-26,4.1070455366946616e-28,1.6897377768409848e-31,1.1290647489468403e-32,6.258602576184022e-32,2.5449885299244415e-37,7.3788884777664428e-34,4.2564088695101463e-34,5.7886623531578062e-44,5.2576207035793463e-44,4.98541114234857e-36,9.4793718341510687e-40,6.8171728707820291e-40,1.0899837352845075e-43,9.6806078432618117e-46,3.7226746424402582e-48,1.6855410758615614e-54,1.8654904177297838e-52,1.3502046737371338e-58,1.1825064022887469e-62,5.8741604913929115e-64,5.8741604894852419e-64,1.9074011835212701e-73,1.5123374906938948e-77,1.1714254247467826e-77,1.7185007889723255e-81,1.8352554782420227e-87
