Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),H2OX(23),OCX(25),H2X(49),C2H4(47),CH3X(55),O(29),COX(50),CHOX(53),acetyl(44),C2H6X(52),C2H4X(215),CH4OX(63),C2H4X(70),C2H3X(214),C2H2X(254),C2HX(261),C2H3X(69),C2H2X(276),C2H3(46),C2H2(294),C2H2(314),C2H2X(315)
1.8446002223896793e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44374865995633783,0.09334607704479048,0.013012309646948092,0.0,0.0026912504082627275,0.02982731663575429,0.016107826881633282,5.866493513336205e-05,3.802929470520861e-11,0.002252656998840475,6.432736316748859e-11,0.0004707759345564328,3.0098322045684482e-09,1.310089690249258e-05,1.379064550662046e-09,9.09654468947969e-11,2.5333736231753703e-05,1.0121219904621224e-05,0.006719036324759325,0.0007717807216649602,0.00041110077890337655,3.655917220426828e-07,7.292394992245581e-09,5.531269721472138e-08,6.909479274293258e-10,3.1944638398562024e-06,5.3142474682455486e-05,1.2116624191738437e-07,1.2433286913372986e-07,0.0005980541581748496,1.6016845243218943e-05,6.99543805679816e-09,8.545971348610092e-06,5.000824621798594e-08,4.79581154696869e-11,9.080115859702231e-11,1.621752854991831e-07,1.1447576502668627e-06,1.4548061368301199e-10,2.8619864142819118e-12,1.3608081688346432e-11,8.149635458024163e-12,1.7377434024057001e-13,1.5765119162834404e-11,2.721625490367158e-07,9.946837550163743e-11,9.521473785823531e-07,1.854413784337974e-10,4.493992691310826e-09
1.8466529359070445e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44375285510068524,0.09332864974457486,0.013004105632758629,0.0,0.0026932098340224863,0.0298623851634243,0.016126555837908136,5.8643628629769984e-05,3.815695223790693e-11,0.0022522302571048457,6.430828227519866e-11,0.00047086474395748436,3.0094478727451358e-09,1.3092677972453307e-05,1.3809287409547284e-09,9.106967489334884e-11,2.5296768167245155e-05,1.0134004414144783e-05,0.006717845838913749,0.0007675508499207238,0.0004113254112576967,3.637835479855837e-07,7.286416682373176e-09,5.530052490652895e-08,6.950757928612686e-10,3.2125772638988936e-06,5.341513545226211e-05,1.212549397183371e-07,1.2447439436072725e-07,0.0005987636811048953,1.6037077351611274e-05,6.994178968658511e-09,8.542205545116549e-06,5.006686554861586e-08,4.803848579386029e-11,9.088951403761685e-11,1.6211793974227502e-07,1.1462464173580909e-06,1.4539072092892026e-10,2.8656285928287744e-12,1.3762401022734046e-11,8.24224023929194e-12,1.7565466727630868e-13,1.5798293711627103e-11,2.7252954619710876e-07,9.969009364390546e-11,9.550389973716479e-07,1.8600455405005997e-10,4.507697491212294e-09
1.8487056494244097e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44375704065956834,0.0933112269338344,0.012995906607539251,0.0,0.0026951595060695915,0.02989745438063043,0.01614527769742435,5.862231403697876e-05,3.828487232738092e-11,0.0022518034332512102,6.428917788986901e-11,0.0004709535168848112,3.009062958360874e-09,1.30844208608701e-05,1.3827928212293441e-09,9.117383394091154e-11,2.5259796792015515e-05,1.0146781766133783e-05,0.00671665551585181,0.0007633278916285331,0.0004115499275820053,3.619764032822356e-07,7.2804426438311006e-09,5.528836961677281e-08,6.99241753766251e-10,3.230854738875983e-06,5.369024453083631e-05,1.213431997072566e-07,1.246158616299851e-07,0.0005994732182805132,1.6057298133096487e-05,6.992919449387293e-09,8.538439793271645e-06,5.0125462863141154e-08,4.811887934792852e-11,9.097778616986929e-11,1.6206056684921106e-07,1.1477343605480756e-06,1.4530039930768752e-10,2.869268753769679e-12,1.3919029909491112e-11,8.336214025872847e-12,1.7756218589141876e-13,1.5831483696638204e-11,2.7289545572844033e-07,9.991203735891518e-11,9.579353324083211e-07,1.865686482099037e-10,4.521424762673727e-09
1.850758362941775e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4437612165656713,0.0932938086106063,0.012987712568736084,0.0,0.002697099422751603,0.029932524290499675,0.01616399242954229,5.860099148996928e-05,3.841305512743185e-11,0.002251376528939382,6.427005028023258e-11,0.00047104225339864405,3.008677468271367e-09,1.3076125731923218e-05,1.3846567883308015e-09,9.127792395672703e-11,2.5222822468310207e-05,1.0159551967791183e-05,0.0067154653545825034,0.000759111883633864,0.0004117743279184014,3.601703124111813e-07,7.274472879465293e-09,5.5276231572797384e-08,7.034462794879291e-10,3.2492982634779927e-06,5.39678313872518e-05,1.21431021778634e-07,1.247572706178054e-07,0.0006001827696315813,1.6077507599073995e-05,6.991659503157201e-09,8.534674097017369e-06,5.018403805443611e-08,4.8199295940795614e-11,9.106597489949652e-11,1.620031671728362e-07,1.149221480231652e-06,1.452096506144408e-10,2.8729068984142543e-12,1.407801050658815e-11,8.431581526329321e-12,1.7949737989849484e-13,1.5864689030074164e-11,2.732602738205399e-07,1.0013420662184987e-10,9.60836383755921e-07,1.8713366092570586e-10,4.535174505080243e-09
1.8528110764591402e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4437653827509611,0.09327639477292624,0.01297952351379842,0.0,0.002699029582571381,0.029967594896026527,0.01618270000318367,5.8579661122914866e-05,3.854150079123165e-11,0.0022509495458225446,6.425089971346165e-11,0.000471130953558789,3.0082914093010394e-09,1.3067792749807003e-05,1.386520639064441e-09,9.138194485874767e-11,2.5185845559504244e-05,1.01723150264524e-05,0.00671427535410599,0.0007549028630579877,0.00041199861230632273,3.58365300009957e-07,7.268507392088994e-09,5.526411100446996e-08,7.076898463297023e-10,3.2679098657040963e-06,5.4247925917949725e-05,1.2151840583371558e-07,1.2489862099585008e-07,0.0006008923350839608,1.6097705761152867e-05,6.9903991341100795e-09,8.530908460288932e-06,5.0242591013896106e-08,4.82797353791849e-11,9.115408012992661e-11,1.6194574106354772e-07,1.1507077768153737e-06,1.4511847664440879e-10,2.876543028103091e-12,1.4239385865407617e-11,8.528367968086464e-12,1.8146074315770977e-13,1.589790962210317e-11,2.7362399667280073e-07,1.0035660140490177e-10,9.637421514729539e-07,1.8769959220886166e-10,4.548946717775091e-09
1.8548637899765054e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44376953914667433,0.0932589854188283,0.01297133944017871,0.0,0.0027009499841881114,0.0300026662000718,0.016201400386824237,5.855832306918806e-05,3.867020947131675e-11,0.002250522485547341,6.423172645518098e-11,0.00047121961742462574,3.0079047882434158e-09,1.3059422078730983e-05,1.3883843701953686e-09,9.148589656361279e-11,2.5148866430131692e-05,1.0185070949586524e-05,0.006713085513413443,0.0007507008673041092,0.0004122227807825182,3.5656139087835297e-07,7.262546184483139e-09,5.525200814422966e-08,7.119729376680611e-10,3.286691603331712e-06,5.453055845346814e-05,1.2160535178054603e-07,1.250399124310651e-07,0.0006016019145594475,1.6117892631153734e-05,6.989138346356994e-09,8.527142887014849e-06,5.0301121631412787e-08,4.8360197467602227e-11,9.124210176226188e-11,1.6188828886930953e-07,1.1521932507175877e-06,1.450268791929306e-10,2.8801771442079645e-12,1.4403199951896498e-11,8.626599109609501e-12,1.834527798102159e-13,1.59311453810625e-11,2.739866204944002e-07,1.0057922167753985e-10,9.666526356127767e-07,1.8826644206976373e-10,4.562741400058869e-09
1.8569165034938706e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44377368568330444,0.0932415805463451,0.012963160345332597,0.0,0.0027028606264183643,0.030037738205361257,0.016220093548486456,5.85369774613673e-05,3.879918131958172e-11,0.002250095349753972,6.421253076948111e-11,0.00047130824505510526,3.0075176118615016e-09,1.3051013882921008e-05,1.39024797844778e-09,9.158977898662525e-11,2.511188544591553e-05,1.019781974479758e-05,0.006711895831486878,0.0007465059340635901,0.0004124468333810198,3.547586099817226e-07,7.2565892593967575e-09,5.5239923227137194e-08,7.162960440677333e-10,3.305645564393278e-06,5.4815759765271336e-05,1.2169185953401332e-07,1.2518114458560547e-07,0.0006023115079757254,1.613806822111081e-05,6.9878771439783485e-09,8.523377381116966e-06,5.035962979534957e-08,4.844068200829939e-11,9.13300396952422e-11,1.6183081093566596e-07,1.1536779023685071e-06,1.44934860055465e-10,2.883809248132094e-12,1.456949766825934e-11,8.726301252889829e-12,1.8547400451738608e-13,1.5964396213626172e-11,2.7434814150451193e-07,1.0080206740687528e-10,9.695678362234829e-07,1.8883421051777923e-10,4.576558551188723e-09
1.8589692170112358e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44377782229058743,0.09322418015350795,0.012954986226718939,0.0,0.002704761508237153,0.030072810914484452,0.01623877945573208,5.851562443124364e-05,3.8928416487272885e-11,0.0022496681400762946,6.41933129189311e-11,0.0004713968365087474,3.007129886888165e-09,1.3042568326620463e-05,1.3921114605042743e-09,9.16935920417275e-11,2.5074902973798084e-05,1.021056141982579e-05,0.006710706307298986,0.0007423181013222583,0.000412670770133114,3.529569824543449e-07,7.250636619547407e-09,5.522785649092564e-08,7.206596633986425e-10,3.324773867660345e-06,5.510356107268005e-05,1.2177792901589362e-07,1.2532231711675838e-07,0.0006030211152463157,1.615823254327385e-05,6.986615531023973e-09,8.519611946510544e-06,5.041811539251626e-08,4.852118880123699e-11,9.141789382520794e-11,1.617733076057563e-07,1.155161732210293e-06,1.4484242102760047e-10,2.8874393413103724e-12,1.4738324875203117e-11,8.827501256245324e-12,1.8752494270602483e-13,1.5997662024206653e-11,2.7470855593252997e-07,1.0102513855668637e-10,9.724877533477908e-07,1.894028975612287e-10,4.590398170377534e-09
1.861021930528601e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4437819488974887,0.09320678423834676,0.012946817081799828,0.0,0.0027066526287790266,0.03010788432989336,0.016257458075654554,5.8494264109827466e-05,3.9057915124981695e-11,0.0022492408581419113,6.417407316459173e-11,0.00047148539184363865,3.006741620026522e-09,1.3034085574091457e-05,1.3939748130051575e-09,9.179733564147744e-11,2.5037919381971888e-05,1.0223295982548899e-05,0.0067095169398129675,0.0007381374073667996,0.00041289459106731306,3.511565336028308e-07,7.244688267621536e-09,5.521580817605165e-08,7.250643009547136e-10,3.344078663135017e-06,5.5393994049903246e-05,1.2186356015489724e-07,1.2546342967686512e-07,0.000603730736280526,1.61783856101103e-05,6.985353511513196e-09,8.515846587104289e-06,5.0476578308143625e-08,4.8601717644046245e-11,9.150566404606147e-11,1.6171577922032794e-07,1.1566447406971303e-06,1.4474956390506515e-10,2.8910674252096304e-12,1.4909728414752642e-11,8.930226547446292e-12,1.8960613081973123e-13,1.6030942715118102e-11,2.75067860018313e-07,1.0124843508757403e-10,9.754123870229116e-07,1.8997250320736e-10,4.604260256793044e-09
1.8630746440459663e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44378606543218907,0.09318939279889031,0.012938652908040598,0.0,0.002708533987339185,0.03014295845390106,0.016276129374871374,5.847289662735507e-05,3.918767738263814e-11,0.00224881350557227,6.415481176602847e-11,0.00047157391111743007,3.006352817950319e-09,1.302556578961616e-05,1.395838032547739e-09,9.190100969702365e-11,2.5000935039911083e-05,1.0236023440983494e-05,0.006708327727982361,0.00073396389079124,0.0004131182962093256,3.49357288909585e-07,7.238744206274904e-09,5.5203778525747796e-08,7.295104695745158e-10,3.3635621325487958e-06,5.568709083317231e-05,1.2194875288671615e-07,1.256044819132427e-07,0.0006044403709834017,1.6198527434307333e-05,6.98409108943497e-09,8.512081306800442e-06,5.053501842585751e-08,4.868226833199087e-11,9.159335024922927e-11,1.6165822611775084e-07,1.1581269282953124e-06,1.4465629048373815e-10,2.894693501328897e-12,1.5083756133648167e-11,9.034505137172097e-12,1.917181165765394e-13,1.606423818699263e-11,2.754260500124134e-07,1.0147195695774102e-10,9.78341737280429e-07,1.9054302746232512e-10,4.618144809556979e-09
1.8651273575633315e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4437901718220709,0.09317200583316627,0.012930493702909858,0.0,0.0027104055833746077,0.03017803328868044,0.016294793319516273,5.8451522113295334e-05,3.93177034095039e-11,0.002248386083982761,6.413552898132429e-11,0.0004716623943873346,3.0059634873043125e-09,1.301700913749811e-05,1.3977011156856127e-09,9.200461411808069e-11,2.4963950318403314e-05,1.0248743803286377e-05,0.00670713867075087,0.0007297975905035106,0.00041334188558202634,3.475592740363143e-07,7.2328044381329955e-09,5.519176778607555e-08,7.339986897638048e-10,3.3832264898689676e-06,5.598288402797836e-05,1.2203350715407162e-07,1.2574547346810353e-07,0.0006051500192556719,1.6218658028774068e-05,6.982828268747934e-09,8.508316109494804e-06,5.0593435627652484e-08,4.876284065792817e-11,9.168095232362248e-11,1.6160064863403078e-07,1.1596082954833225e-06,1.4456260255966066e-10,2.8983175711996644e-12,1.5260456907341738e-11,9.140365632810198e-12,1.9386145923302834e-13,1.609754833798078e-11,2.757831221763173e-07,1.0169570412173635e-10,9.81275804146178e-07,1.911144703311562e-10,4.632051827744158e-09
1.8671800710806967e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4437942679937037,0.09315462333920128,0.012922339463879514,0.0,0.0027122674165052044,0.03021310883626278,0.016313449875231385,5.8430140696356314e-05,3.944799335416559e-11,0.002247958594982814,6.41162250670926e-11,0.0004717508417101246,3.0055736347046566e-09,1.3008415782063589e-05,1.3995640589279303e-09,9.210814881290364e-11,2.492696558958213e-05,1.0261457077755945e-05,0.006705949767052181,0.0007256385457321012,0.0004135653592054263,3.457625148275905e-07,7.2268689657914135e-09,5.5179776205979344e-08,7.385294898199392e-10,3.4030739818124795e-06,5.6281406716413226e-05,1.221178229067628e-07,1.258864039784754e-07,0.0006058596809936982,1.623877740664372e-05,6.981565053380506e-09,8.504550999076831e-06,5.0651829793865276e-08,4.884343441226959e-11,9.176847015559789e-11,1.6154304710282296e-07,1.1610888427519204e-06,1.4446850192904767e-10,2.9019396363861575e-12,1.543988066461031e-11,9.24783725260459e-12,1.9603672985504585e-13,1.6130873063742942e-11,2.7613907278271483e-07,1.0191967653027047e-10,9.842145876400928e-07,1.9168683181773646e-10,4.645981310381569e-09
1.869232784598062e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44379835387282923,0.09313724531502103,0.012914190188424785,0.0,0.0027141194865149968,0.03024818509853639,0.016332099007159227,5.840875250449178e-05,3.9578547364527564e-11,0.0022475310401759894,6.409690027849023e-11,0.00047183925314212986,3.0051832667392896e-09,1.299978588766307e-05,1.401426858738668e-09,9.221161368826242e-11,2.4889981226959905e-05,1.0274163272833621e-05,0.006704761015809801,0.0007214867960328012,0.000413788717096641,3.43967037314461e-07,7.220937791816276e-09,5.5167804037340996e-08,7.431034059582068e-10,3.4231068883674568e-06,5.658269246461498e-05,1.2220170010171698e-07,1.2602727307611889e-07,0.0006065693560894208,1.625888558127588e-05,6.980301447230966e-09,8.500785979429663e-06,5.071020080314777e-08,4.892404938294085e-11,9.185590362891766e-11,1.6148542185544524e-07,1.162568570604231e-06,1.4437399038830032e-10,2.9055596984856155e-12,1.5622078412794954e-11,9.356949840162264e-12,1.9824451159521582e-13,1.6164212258315074e-11,2.7649389811575114e-07,1.0214387413171871e-10,9.871580877760748e-07,1.9226011192477385e-10,4.65993325644738e-09
1.8712854981154272e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4438024293843478,0.09311987175865043,0.01290604587402424,0.0,0.0027159617933533104,0.03028326207724525,0.016350740679934538,5.838735766490784e-05,3.970936558780496e-11,0.0022471034211600815,6.407755486923009e-11,0.00047192762873923437,3.0047923899683145e-09,1.2991119618672689e-05,1.4032895115358745e-09,9.231500864941577e-11,2.485299760546134e-05,1.0286862397105282e-05,0.006703572415936853,0.0007173423812955275,0.0004140119592698597,3.421728677181122e-07,7.215010918744625e-09,5.51558515350356e-08,7.47720982440093e-10,3.44332752332238e-06,5.6886775330318235e-05,1.2228513870303987e-07,1.2616808038744486e-07,0.0006072790444303039,1.6278982566258776e-05,6.979037454167539e-09,8.497021054430201e-06,5.0768548532439436e-08,4.9004685355341174e-11,9.194325262470845e-11,1.6142777322089172e-07,1.1640474795558334e-06,1.4427906973401902e-10,2.9091777591285744e-12,1.580710226369328e-11,9.467733879330003e-12,2.0048539997742493e-13,1.6197565813106367e-11,2.7684759447127526e-07,1.0236829687062806e-10,9.90106304561861e-07,1.9283431065377596e-10,4.6739076648699865e-09
1.8733382116327924e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4438064944523025,0.09310250266811357,0.01289790651815979,0.0,0.0027177943371360005,0.030318339773987502,0.016369374857676155,5.8365956304069415e-05,3.984044817051635e-11,0.002246675739527216,6.405818909159409e-11,0.0004720159685568745,3.004401010924389e-09,1.298241713949578e-05,1.4051520136909154e-09,9.24183336000849e-11,2.481601510145735e-05,1.0299554459302765e-05,0.006702383966335917,0.0007132053417512396,0.00041423508573631344,3.403800324535847e-07,7.209088349084836e-09,5.51439189569879e-08,7.523827717034806e-10,3.4637382348029825e-06,5.719368987051019e-05,1.2236813868206746e-07,1.2630882553343067e-07,0.0006079887458992815,1.6299068375411657e-05,6.977773078028482e-09,8.493256227949167e-06,5.0826872856939767e-08,4.9085342112302914e-11,9.203051702142112e-11,1.6137010152584543e-07,1.165525570134854e-06,1.4418374176301641e-10,2.9127938199791594e-12,1.5995005460111598e-11,9.580220509446792e-12,2.027600031884322e-13,1.623093361641002e-11,2.7720015815714405e-07,1.0259294468667142e-10,9.93059237998858e-07,1.9340942800501754e-10,4.687904534526996e-09
1.8753909251501576e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4438105489998648,0.09308513804143387,0.012889772118316739,0.0,0.0027196171181466896,0.030353418190214025,0.016388001503978584,5.834454854770673e-05,3.997179525847644e-11,0.0022462479968639415,6.403880319644579e-11,0.00047210427265003573,3.004009136113109e-09,1.2973678614564466e-05,1.4070143615277044e-09,9.25215884424265e-11,2.477903409279971e-05,1.0312239468305347e-05,0.006701195665898824,0.0007090757179789442,0.00041445809650424175,3.3858855813354276e-07,7.203170085316994e-09,5.513200656422956e-08,7.570893344947993e-10,3.484341405816877e-06,5.7503471149192456e-05,1.224507000174187e-07,1.2644950812953517e-07,0.0006086984603747008,1.6319143022787123e-05,6.976508322622143e-09,8.489491503851168e-06,5.0885173650079934e-08,4.916601943404924e-11,9.211769669478823e-11,1.6131240709469156e-07,1.1670028428820605e-06,1.4408800827233175e-10,2.916407882735382e-12,1.6185842403099803e-11,9.694441540984989e-12,2.0506894237681018e-13,1.6264315555019447e-11,2.775515854935002e-07,1.0281781751731188e-10,9.960168880819836e-07,1.9398546397750936e-10,4.701923864244169e-09
1.8774436386675229e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44381459294931885,0.09306777787663431,0.012881642671983811,0.0,0.0027214301368380395,0.030388497327227017,0.01640662058190364,5.8323134520821894e-05,4.010340699678853e-11,0.002245820194751332,6.401939743324326e-11,0.0004721925410732506,3.0036167720133997e-09,1.2964904208341282e-05,1.4088765513219262e-09,9.262477307700577e-11,2.474205495885601e-05,1.032491743314132e-05,0.006700007513506479,0.0007049535509127862,0.00041468099157886075,3.3679847157208755e-07,7.197256129893324e-09,5.512011462095742e-08,7.618412400031785e-10,3.5051394548060703e-06,5.781615474524937e-05,1.2253282269504908e-07,1.2659012778561322e-07,0.0006094081877302643,1.6339206522673638e-05,6.975243191727057e-09,8.485726885994745e-06,5.0943450783494405e-08,4.9246717098152776e-11,9.220479151778241e-11,1.6125469024953046e-07,1.1684792983509594e-06,1.4399187105924486e-10,2.920019949129449e-12,1.63796686798874e-11,9.81042947158881e-12,2.0741285195939238e-13,1.6297711513215763e-11,2.779018728130216e-07,1.0304291529646524e-10,9.98979254799541e-07,1.9456241856897402e-10,4.715965652794363e-09
1.879496352184888e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44381862622204643,0.09305042217173726,0.012873518176653153,0.0,0.0027232333938330367,0.03042357718617841,0.016425232053971797,5.830171434769525e-05,4.0235283529836886e-11,0.002245392334765089,6.399997205005169e-11,0.00047228077388059535,3.0032239250779e-09,1.2956094085320876e-05,1.410738579300243e-09,9.272788740276854e-11,2.4705078080545347e-05,1.0337588362989535e-05,0.006698819508028667,0.0007008388818492279,0.00041490377096232913,3.350097997886337e-07,7.1913464852385965e-09,5.5108243394592774e-08,7.666390659965617e-10,3.526134836207253e-06,5.8131776760423e-05,1.2261450670830504e-07,1.267306841058282e-07,0.0006101179278349745,1.6359258889597955e-05,6.973977689092018e-09,8.481962378232456e-06,5.1001704126991806e-08,4.93274348794926e-11,9.22918013605735e-11,1.6119695131019034e-07,1.1699549371078937e-06,1.438953319212916e-10,2.9236300209280667e-12,1.6576541092536543e-11,9.928217502520912e-12,2.0979237993542194e-13,1.6331121371137437e-11,2.782510164612597e-07,1.0326823795152364e-10,1.0019463381330283e-06,1.9514029177580885e-10,4.73002989889646e-09
1.8815490657022533e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4438226487385114,0.0930330709247648,0.012865398629820361,0.0,0.0027250268899263086,0.030458657768068408,0.01644383588215361,5.828028815189189e-05,4.036742500127903e-11,0.0022449644184756312,6.398052729355615e-11,0.00047236897112568803,3.002830601733357e-09,1.2947248410031741e-05,1.4126004416394953e-09,9.283093131701354e-11,2.4668103840374435e-05,1.0350252267180995e-05,0.006697631648323858,0.0006967317524543178,0.0004151264346537143,3.3322257001183175e-07,7.185441153750488e-09,5.5096393155841134e-08,7.714833989598204e-10,3.547330041020008e-06,5.845037382739522e-05,1.2269575205798e-07,1.2687117668856508e-07,0.0006108276805530732,1.637930013832765e-05,6.972711818436141e-09,8.478197984410934e-06,5.105993354852583e-08,4.9408172550211164e-11,9.237872609048525e-11,1.6113919059423962e-07,1.1714297597321473e-06,1.437983926562791e-10,2.927238099932768e-12,1.6776517687327947e-11,1.0047839555525554e-11,2.122081882085779e-13,1.636454500747053e-11,2.7859901279696534e-07,1.0349378540757933e-10,1.0049181380569499e-06,1.9571908359304904e-10,4.744116601214193e-09
1.8836017792196185e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.443826660418243,0.09301572413373875,0.01285728402898453,0.0,0.002726810626085462,0.03049373907374393,0.016462432027860855,5.8258856056268085e-05,4.0499831554037886e-11,0.0022445364474482014,6.396106340907421e-11,0.0004724571328616846,3.0024368083810097e-09,1.2938367347038019e-05,1.4144621344658942e-09,9.293390471536389e-11,2.46311326224744e-05,1.0362909155200527e-05,0.006696443933239009,0.0006926322047710447,0.00041534898264895803,3.3143680968354016e-07,7.179540137800032e-09,5.508456417875341e-08,7.763748342349179e-10,3.5687275973829884e-06,5.877198311797694e-05,1.2277655875237093e-07,1.27011605126341e-07,0.000611537445743983,1.6399330283873768e-05,6.9714455834489446e-09,8.474433708370942e-06,5.111813891416536e-08,4.948892987967105e-11,9.246556557195152e-11,1.610814084169999e-07,1.172903766816045e-06,1.4370105506230208e-10,2.930844187980228e-12,1.6979657784910163e-11,1.0169330290123884e-11,2.1466095291712214e-13,1.6397982299175086e-11,2.7894585819232026e-07,1.03719557587572e-10,1.0078946545386981e-06,1.9629879401434463e-10,4.758225758354991e-09
1.8856544927369838e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44383066117982095,0.09299838179668062,0.012849174371648257,0.0,0.002728584603452446,0.030528821103897038,0.016481020451937663,5.823741818297762e-05,4.0632503330293694e-11,0.0022441084232429627,6.394158064056857e-11,0.00047254525914127733,3.002042551396985e-09,1.2929451060941347e-05,1.4163236538541952e-09,9.303680749173832e-11,2.4594164812638047e-05,1.0375559036688433e-05,0.00669525636160937,0.0006885402812267809,0.00041557141494084085,3.2965254646286006e-07,7.173643439731996e-09,5.507275674078769e-08,7.813139761630436e-10,3.590330071157952e-06,5.90966423514046e-05,1.2285692680733587e-07,1.271519690057156e-07,0.0006122472232622463,1.6419349341493423e-05,6.970178987790414e-09,8.47066955394745e-06,5.117632008806438e-08,4.9569706634410166e-11,9.255231966647207e-11,1.6102360509155812e-07,1.1743769589650608e-06,1.4360332093775941e-10,2.9344482869426096e-12,1.718602201121695e-11,1.0292725121346112e-11,2.1715136477231335e-13,1.6431433117486532e-11,2.792915490333005e-07,1.039455544054862e-10,1.0108758875383528e-06,1.9687942303192153e-10,4.772357368868872e-09
1.887707206254349e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4438346509408584,0.09298104391161195,0.012841069655317672,0.0,0.0027303488233449387,0.030563903859063324,0.016499601114651482,5.821597465347825e-05,4.076544047147592e-11,0.002243680347415097,6.392207923065955e-11,0.0004726333500166907,3.0016478371326878e-09,1.2920499716382775e-05,1.4181849958268654e-09,9.313963953832196e-11,2.4557200798357707e-05,1.0388201921442172e-05,0.00669406893225828,0.0006844560246408127,0.0004157937315189466,3.278698082302092e-07,7.167751061865277e-09,5.5060971122871956e-08,7.863014382288293e-10,3.612140066521871e-06,5.942438980274427e-05,1.2293685624635304e-07,1.2729226790720062e-07,0.0006129570129574642,1.643935732669248e-05,6.968912035091065e-09,8.466905524969705e-06,5.123447693243151e-08,4.9650502578097553e-11,9.263898823256728e-11,1.6096578092877905e-07,1.175849336797929e-06,1.4350519208137128e-10,2.938050398727891e-12,1.739567232918055e-11,1.041806023791561e-11,2.1968012940533291e-13,1.6464897331610442e-11,2.7963608172009305e-07,1.0417177577175059e-10,1.0138618370084317e-06,1.974609706365328e-10,4.786511431247121e-09
1.8897599197717142e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4438386296179862,0.09296371047655422,0.012832969877502461,0.0,0.0027321032872577597,0.030598987339620305,0.016518173975683993,5.819452558853807e-05,4.089864311825499e-11,0.0022432522215149113,6.390255942063794e-11,0.00047272140553967937,3.001252671915196e-09,1.29115134780447e-05,1.4200461563532423e-09,9.324240074553681e-11,2.452024096886373e-05,1.040083781941812e-05,0.006692881643996958,0.000680379478231958,0.0004160159323696276,3.2608862309145993e-07,7.1618630064933364e-09,5.504920760946803e-08,7.913378432065939e-10,3.634160226566981e-06,5.9755264311402795e-05,1.2301634710058057e-07,1.2743250140516835e-07,0.0006136668146742347,1.6459354255228325e-05,6.967644728952038e-09,8.46314162526128e-06,5.1292609307499263e-08,4.9731317471488216e-11,9.272557112573348e-11,1.6090793623731736e-07,1.1773209009467511e-06,1.4340667029219755e-10,2.941650525280222e-12,1.7608672071270034e-11,1.0545372620898805e-11,2.2224796772295503e-13,1.6498374811259137e-11,2.799794526672902e-07,1.0439822159832803e-10,1.0168525028937888e-06,1.9804343681743902e-10,4.800687943921021e-09
1.8918126332890794e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44384259712683527,0.09294638148952905,0.01282487503571591,0.0,0.002733847996864312,0.030634071545785797,0.016536738994121832,5.8173071108241786e-05,4.103211141053384e-11,0.002242824047087931,6.388302145047727e-11,0.000472809425761525,3.000857062047654e-09,1.2902492510652923e-05,1.4219071313486813e-09,9.334509100201157e-11,2.4483285715163503e-05,1.0413466740733348e-05,0.006691694495624305,0.0006763106856262687,0.0004162380174759664,3.2430901938212315e-07,7.155979275884571e-09,5.5037466488636044e-08,7.964238233086205e-10,3.656393233908829e-06,6.0089305289746364e-05,1.2309539940891746e-07,1.2757266906775863e-07,0.0006143766282520881,1.6479340143112674e-05,6.966377072945116e-09,8.459377858640161e-06,5.1350717071492585e-08,4.981215107237706e-11,9.281206819839638e-11,1.6085007132362964e-07,1.1787916520571131e-06,1.433077573696555e-10,2.945248668580282e-12,1.7825085972850612e-11,1.0674700062823171e-11,2.2485561627209402e-13,1.6531865418487756e-11,2.8032165830422956e-07,1.0462489178551971e-10,1.019847885131442e-06,1.9862682156237441e-10,4.814886905260728e-09
