Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),C4H7X(141),C4H6(54),C2H2X(348),C2H6(343),C2H2(37),C4H5X(380),C4H5X(379),C4H7X(140),C6H9X(429),C6H8(498),C6H9X(428),C6H8(56)
1.596206232264887e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25573094768370053,0.66120406131433673,1.5120304937796628e-16,0.0,3.2803073549532751e-11,9.0659796940980511e-38,5.7849616991231875e-28,0.0,0.0,3.8065521186999699e-38,0.0,0.0087959395346162775,0.0087959376719838403,3.3645313602511113e-14,3.3031033624374509e-11,9.1442321280506392e-10,5.2638764959202896e-18,1.593707427625793e-14,1.0255633264499836e-13,5.1278166851686658e-14,2.6225628423380682e-17,1.3965754681634626e-23,5.7361464628545723e-22,5.7787941118524199e-22,1.2302219539856636e-22
1.6334363606255235e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25535013955248492,0.6610136572662747,1.6158772649036912e-16,0.0,3.4306133233674102e-11,9.4167620137369401e-38,6.3273926180925256e-28,0.0,0.0,4.2633315997006289e-38,0.0,0.0089863436208229407,0.0089863416743381878,3.4364134468657807e-14,3.4551524274846553e-11,9.5556354881910998e-10,5.7583980910263805e-18,1.6670681283575332e-14,1.0956440800015386e-13,5.4782204584851127e-14,2.7436088431322613e-17,1.4931133764566024e-23,6.2799662303146467e-22,6.320649347043579e-22,1.3753167796897313e-22
1.67066648898616e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25497057286305491,0.66082387393945008,1.7241732823319522e-16,0.0,3.5840873634389054e-11,9.771390012126418e-38,6.9063397789081504e-28,0.0,0.0,4.7625613912467216e-38,0.0,0.0091761269865465438,0.0091761249545407042,3.5080193975257375e-14,3.6104492769999018e-11,9.9752095050228017e-10,6.2863228008367716e-18,1.7419972783957651e-14,1.1686943470793347e-13,5.8434717998741691e-14,2.8672782620756095e-17,1.5938139519958323e-23,6.8609114938569054e-22,6.8989704226638833e-22,1.5335410894838995e-22
1.7078966173467964e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25459224124749064,0.66063470814990011,1.8369952442020007e-16,0.0,3.7407172574437921e-11,1.012975055710147e-37,7.5233240461917119e-28,0.0,0.0,5.3070839839765672e-38,0.0,0.0093652928157444849,0.0093652906965593901,3.579350822009982e-14,3.7689831707204986e-11,1.0402901522255203e-09,6.8490519070372108e-18,1.8184897693491938e-14,1.2447631032526314e-13,6.2238155872063244e-14,2.9935653679233112e-17,1.6987494229505246e-23,7.4805630211630228e-22,7.5152738100895624e-22,1.7057339312759122e-22
1.7451267457074328e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25421513838267856,0.66044615673606599,1.9544189330901641e-16,0.0,3.900490858699993e-11,1.0491733914071574e-37,8.1798906226422901e-28,0.0,0.0,5.8998608715119686e-38,0.0,0.0095538442699709038,0.0095538420619589049,3.6504093175346529e-14,3.9307434266511263e-11,1.0838659273777547e-09,7.4480097611821975e-18,1.8965405190046965e-14,1.3238986370352987e-13,6.6194932630758793e-14,3.1224645269831204e-17,1.8079911503544792e-23,8.1405286085450214e-22,8.1710999857174833e-22,1.8927659912556911e-22
1.7823568740680692e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25383925798991058,0.66025821655859107,2.0765192264740283e-16,0.0,4.0633960910139213e-11,1.0857233639312914e-37,8.8776086956611294e-28,0.0,0.0,6.5439745958331346e-38,0.0,0.0097417844885773677,0.009741782190101269,3.721196468875729e-14,4.0957194206234747e-11,1.1282430880147696e-09,8.0846434783704005e-18,1.9761444711432984e-14,1.4061485581759411e-13,7.0307428762515388e-14,3.2539702011895093e-17,1.9216096380172009e-23,8.8424427563590258e-22,8.8680130616019307e-22,2.0955399213655548e-22
1.8195870024287057e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25346459383448633,0.66007088450012275,2.2033701070625942e-16,0.0,4.2294209481324724e-11,1.1226146476767146e-37,9.6180710885788683e-28,0.0,0.0,7.2426307733656451e-38,0.0,0.0099291165889113381,0.0099291141983443073,3.7917138484902703e-14,4.2639005858601445e-11,1.1734164845118743e-09,8.760422634675778e-18,2.0572965953578063e-14,1.4915598058413515e-13,7.4577991225937158e-14,3.388076946213061e-17,2.0396745423086913e-23,9.5879663481266831e-22,9.607600420491843e-22,2.3149906551619373e-22
1.8568171307893421e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2530911397253216,0.65988415746511675,2.3350446729959209e-16,0.0,4.398553493200343e-11,1.1598372258226549e-37,1.0402893916420637e-27,0.0,0.0,7.9991601021070897e-38,0.0,0.010115843666512497,0.010115841182238001,3.8619630166362511e-14,4.43527641254274e-11,1.2193810052202871e-09,9.4768389682841475e-18,2.1399918868720603e-14,1.5801786566948249e-13,7.900893385446093e-14,3.5247794096044661e-17,2.1622546818211079e-23,1.0378786333317166e-21,1.0391472355213398e-21,2.5520857123108026e-22
1.8940472591499783e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25271888951455929,0.65969803237964231,2.4716151479160753e-16,0.0,4.5707818582226303e-11,1.1973813806789245e-37,1.1233716246145651e-27,0.0,0.0,8.8170203501125472e-38,0.0,0.010301968795306954,0.01030196621571867,3.9319455214909907e-14,4.6098364473841322e-11,1.2661315761271994e-09,1.0235406084285659e-17,2.2242253663618028e-14,1.6720507328708292e-13,8.3602537755089791e-14,3.6640723289724746e-17,2.2894180469091991e-23,1.1216615413743596e-21,1.1221261712343706e-21,2.8078254919542171e-22
1.9312773875106146e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25234783709718472,0.65951250619118973,2.6131528909112134e-16,0.0,4.7460942435326388e-11,1.2352376843472733e-37,1.2112199761298749e-27,0.0,0.0,9.6997983256499708e-38,0.0,0.010487495027799335,0.010487492351301093,4.0016628992682101e-14,4.7875702932048142e-11,1.3136631605194713e-09,1.1037659163074386e-17,2.309992079777141e-14,1.7672210098474941e-13,8.8361051702017551e-14,3.8059505301951702e-17,2.4212318091103522e-23,1.2103191733528485e-21,1.2098623540121944e-21,3.083243555180906e-22
1.9685075158712508e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25197797641064684,0.65932757586848101,2.7597284063346158e-16,0.0,4.9244789172648305e-11,1.2733969896877684e-37,1.3040028431012481e-27,0.0,0.0,1.0651211829328636e-37,0.0,0.010672425395262808,0.010672422620268495,4.0711166743337196e-14,4.9684676085133281e-11,1.3619707586509167e-09,1.1885154672306988e-17,2.3972870981665795e-14,1.8657338242183774e-13,9.3286692525217067e-14,3.9504089256639819e-17,2.5577623304459682e-23,1.3040278572593202e-21,1.3025234740545247e-21,3.3794068968290777e-22
2.005737644231887e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25160930143448157,0.65914323840128186,2.911411353500465e-16,0.0,5.1059242148328649e-11,1.3118504215797919e-37,1.4018908183299142e-27,0.0,0.0,1.1675111588496103e-37,0.0,0.010856762907927052,0.01085676003286056,4.1403083593197753e-14,5.1525181070906884e-11,1.41104940741313e-09,1.2779470082373116e-17,2.4861055175026239e-14,1.9676328813649253e-13,9.8381645494063478e-14,4.0974425125597942e-17,2.6990751726063509e-23,1.4029664043627268e-21,1.4002793725597216e-21,3.6974162068453501e-22
2.0429677725925232e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2512418061899393,0.65895949080021565,3.0682705562580872e-16,0.0,5.2904185384126752e-11,1.3505893684676232e-37,1.5050566582573156e-27,0.0,0.0,1.2775483174191587e-37,0.0,0.011040510555164213,0.011040507578459358,4.2092394552381054e-14,5.3397115575787881e-11,1.4608941800098111e-09,1.3722203585330865e-17,2.5764424585089138e-14,2.072961263031039e-13,1.0364806469606243e-13,4.2470463711605899e-17,2.845235106020685e-23,1.5073160792493832e-21,1.5033020077557683e-21,4.0384061214192573e-22
2.0801979009531595e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2508754847396184,0.65877633009657877,3.2303740124463776e-16,0.0,5.4779503564305155e-11,1.3896054741809167e-37,1.6136752511345072e-27,0.0,0.0,1.3956448900936456e-37,0.0,0.011223671305672879,0.011223668225773321,4.2779114515916165e-14,5.5300377830727062e-11,1.5115001856345477e-09,1.4714973817261394e-17,2.6682930664888914e-14,2.1817614348011221e-13,1.0908807341075231e-13,4.3992156631800507e-17,2.996306118813447e-23,1.61726057020283e-21,1.6117654213343144e-21,4.4035454641085217e-22
2.1174280293137957e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25051033118709987,0.65859375334215997,3.3977889032300785e-16,0.0,5.6685082030559113e-11,1.4288906300207429e-37,1.7279235856029397e-27,0.0,0.0,1.5222269709635282e-37,0.0,0.011406248107660031,0.011406244923019216,4.3463258264848474e-14,5.7234866607169017e-11,1.5628625691520065e-09,1.5759419583997384e-17,2.761652511155977e-14,2.2940752534829687e-13,1.1470376447884898e-13,4.5539456301365231e-17,3.1523514256489222e-23,1.732985959918777e-21,1.7258457052827892e-21,4.7940374771661145e-22
2.1918882860350686e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24978350439256444,0.65823033998951441,3.7488176847722523e-16,0.0,6.0586564445281768e-11,1.5082368495943576e-37,1.9740277512079361e-27,0.0,0.0,1.8026224606469403e-37,0.0,0.011769661557513069,0.01176965815878883,4.4823875679684911e-14,6.1197121488946439e-11,1.6678372257986394e-09,1.8009992180286536e-17,2.9528787104503836e-14,2.5294082583276444e-13,1.2647041501389094e-13,4.8710689444566352e-17,3.4796139650389537e-23,1.982535565944583e-21,1.9715713084817909e-21,5.6560658729390404e-22
2.258902517084214e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24913329616155452,0.65790523591523076,4.0835662584243695e-16,0.0,6.4200251828851289e-11,1.5804920537661251e-37,2.2165926831853501e-27,0.0,0.0,2.0885638067090312e-37,0.0,0.012094765721619568,0.012094762125027686,4.6039766687123568e-14,6.486894098692382e-11,1.7648532417213975e-09,2.0229081803420533e-17,3.1300945477110475e-14,2.7536323339371196e-13,1.3768161908806411e-13,5.1651912765357709e-17,3.7917809762226799e-23,2.2288156744596086e-21,2.2137414312821671e-21,6.5313808189475796e-22
2.3259167481333598e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2484867820538201,0.65758197890357717,4.4365323176215796e-16,0.0,6.7910228895869681e-11,1.6535034011475159e-37,2.4802432684928662e-27,0.0,0.0,2.4092779730170256e-37,0.0,0.01241802282528187,0.012418019025960386,4.7247535538464075e-14,6.8640384392800489e-11,1.8642460123238099e-09,2.2641980442006562e-17,3.3121249932534145e-14,2.9898645189244519e-13,1.4949322866189376e-13,5.4675396728456981e-17,4.121013375399466e-23,2.496826264634956e-21,2.476939082830361e-21,7.5091468119751854e-22
2.3929309791825054e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2478439291167607,0.65726055247824122,4.8080793220491366e-16,0.0,7.1715850080013989e-11,1.7272315964842493e-37,2.7660836560897975e-27,0.0,0.0,2.7677754131719409e-37,0.0,0.012739449344786803,0.012739445337928292,4.8447264456260252e-14,7.2510880366580593e-11,1.9659884714579631e-09,2.5258939963603415e-17,3.4989427376266842e-14,3.238327849232209e-13,1.6191639553469551e-13,5.7780890631945278e-17,4.4676529891968799e-23,2.7877354079828771e-21,2.7622611367564673e-21,8.5976527677133661e-22
2.459945210231651e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24720470480028039,0.65694094036416317,5.1985628638373688e-16,0.0,7.5616476328386413e-11,1.8016393938710537e-37,3.0752376742698989e-27,0.0,0.0,3.1672265681706662e-37,0.0,0.013059061555169074,0.013059057336019928,4.9639034550327764e-14,7.6479862932981435e-11,2.0700539031431659e-09,2.8090403213360913e-17,3.6905207145850469e-14,3.4992395274724483e-13,1.7496197983934295e-13,6.0968150949908716e-17,4.8320341934934314e-23,3.1027340872259185e-21,3.0708234768370064e-21,9.8055641860979478e-22
2.5269594412807967e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24656907695053701,0.65662312648440935,5.6083308253364523e-16,0.0,7.961147501356018e-11,1.8766914851519929e-37,3.408848301955547e-27,0.0,0.0,3.6109651596372351e-37,0.0,0.013376875533336685,0.013376871097196444,5.0822925836577191e-14,8.0546771411321272e-11,2.176415936084914e-09,3.1146999366072593e-17,3.8868320981210061e-14,3.7728110474170963e-13,1.8864055626678702e-13,6.4236941071162613e-17,5.2144840628401046e-23,3.443035696229279e-21,3.4037604336087071e-21,1.114192603151453e-21
2.5939736723299423e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24593701380381064,0.65630709495710804,6.0377235333614041e-16,0.0,8.370021984713183e-11,1.9523543947461775e-37,3.7680771523102045e-27,0.0,0.0,4.1024914331627752e-37,0.0,0.013692907161136669,0.013692902503357314,5.1999017255423518e-14,8.4711050346593959e-11,2.2850485382975922e-09,3.4439539379903653e-17,4.0878502995453419e-14,4.0592483156456664e-13,2.0296242014844181e-13,6.758703104664943e-17,5.6153225161717017e-23,3.8098755501132191e-21,3.7622242330806834e-21,1.2616165341925101e-21
2.660987903379088e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24530848398048652,0.65599283009244047,6.48707391007956e-16,0.0,8.7882090794715766e-11,2.0285963803905164e-37,4.1541039680705475e-27,0.0,0.0,4.6454753542485874e-37,0.0,0.014007172128363688,0.014007167244349005,5.3167386689868788e-14,8.897214944168075e-11,2.3959260118262206e-09,3.797901154698378e-17,4.2935489646118565e-14,4.3587517704889477e-13,2.179375934033693e-13,7.101819734502476e-17,6.0348624599014615e-23,4.2045104050684729e-21,4.147384456996335e-21,1.4238093584158528e-21
2.7280021344282335e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24468345647915213,0.65568031638968882,6.9567076205305043e-16,0.0,9.2156473992389992e-11,2.105387339635201e-37,4.568126128638444e-27,0.0,0.0,5.2437597566848504e-37,0.0,0.014319685935711375,0.01431968082091627,5.4328110983220802e-14,9.3329523490705322e-11,2.5090229875677734e-09,4.1776577141274327e-17,4.5039019706871716e-14,4.6715164982605844e-13,2.3357583034985838e-13,7.4530222616400232e-17,6.4734099279324624e-23,4.628217987930845e-21,4.5604275147046418e-21,1.6017908757447996e-21
2.795016365477379e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24406190067080491,0.65536953853434021,7.4469432169223009e-16,0.0,9.6522761664537857e-11,2.1826987216199568e-37,5.0113581684318003e-27,0.0,0.0,5.9013634454151695e-37,0.0,0.014630463897668594,0.01463045854759845,5.5481265956402883e-14,9.7782632313489359e-11,2.6243144201881342e-09,4.584356615969433e-17,4.7188834239639926e-14,4.997732346892993e-13,2.4988662338722084e-13,7.8122895463822956e-17,6.9312642180915581e-23,5.0822965351327059e-21,5.0025561261809373e-21,1.7966197260031603e-21
2.8620305965265248e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2434437862931671,0.65506048139524475,7.9580922797876269e-16,0.0,1.0098035204305601e-10,2.2605034437952342e-37,5.4850313062060363e-27,0.0,0.0,6.6224842550348922e-37,0.0,0.014939521145361958,0.014939515555571993,5.6626926424964039e-14,1.0233094069108435e-10,2.7417755831324926e-09,5.0191473154223181e-17,4.9384676567169165e-14,5.3375840370450911e-13,2.668792085511773e-13,8.1796010222225774e-17,7.4087180258375569e-23,5.5680643408071524e-21,5.4749888159397217e-21,2.0093935528502547e-21
2.9290448275756704e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24282908344510559,0.65475313002182467,8.4904595560883703e-16,0.0,1.0552864928789653e-10,2.3387758132779357e-37,5.9903929850423223e-27,0.0,0.0,7.4115020651274869e-37,0.0,0.015246872629345929,0.015246866795440578,5.7765166215771118e-14,1.0697391830235523e-10,2.8613820637268577e-09,5.4831953152557631e-17,5.1626292245998853e-14,5.6912512707529229e-13,2.8456257094638952e-13,8.5549366744578904e-17,7.9060575753937643e-23,6.0868593138126612e-21,5.9789594175661835e-21,2.2412491459759068e-21
2.996059058624816e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24221776258115443,0.65444746964133615,9.0443430943284313e-16,0.0,1.101670634089229e-10,2.4174914526042565e-37,6.5287064227935692e-27,0.0,0.0,8.272981773223501e-37,0.0,0.015552533122341481,0.015552527039973767,5.8896058183296157e-14,1.1171103966159887e-10,2.983109758369138e-09,5.9776817665689757e-17,5.3913429039846837e-14,6.0589088376718327e-13,3.0294545005856759e-13,8.9382770195047293e-17,8.4235627476532741e-23,6.6400385435317516e-21,6.5157165886847769e-21,2.49336256229417e-21
3.0630732896739616e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24160979450613884,0.65414348565618086,9.6200343767423652e-16,0.0,1.148950101890555e-10,2.4966272296369552e-37,7.1012501727526392e-27,0.0,0.0,9.2116762262658414e-37,0.0,0.01585651722192425,0.01585651088679518,6.0019674225625959e-14,1.1654178405717952e-10,3.1069348678080319e-09,6.5038030780546425e-17,5.6245836893398101e-14,6.4407267189650137e-13,3.2203634494889891e-13,9.329603084894136e-17,8.9615072052433529e-23,7.2289778742638975e-21,7.0865233361560365e-21,2.7669492269240945e-21
3.1300875207231072e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24100515036989706,0.65384116364126765,1.0217818448631457e-15,0.0,1.1971191110868147e-10,2.5761611913838016e-37,7.7093176943002413e-27,0.0,0.0,1.023252911148933e-36,0.0,0.016158839353163378,0.016158832761021327,6.1136085300200661e-14,1.2146563549115993e-10,3.2328338925078429e-09,7.0627705335751103e-17,5.8623267906489475e-14,6.8368701888955299e-13,3.4184351933364746e-13,9.728896389924218e-17,9.5201585152773948e-23,7.8550714880232866e-21,7.6926565512823297e-21,3.0632640147581826e-21
3.197101751772253e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.24040380166209979,0.65354048934142095,1.0837974044919928e-15,0.0,1.2461719327130186e-10,2.6560725014882808e-37,8.35421693327665e-27,0.0,0.0,1.1340677807653493e-36,0.0,0.016459513771212075,0.01645950691785221,6.2245361439147452e-14,1.2648208261990827e-10,3.3607836280972802e-09,7.6558099178481673e-17,6.1045476308682607e-14,7.2474999141810577e-13,3.6237500655189186e-13,1.0136138926947827e-16,1.0099778269337038e-22,8.5197314955528826e-21,8.3354065547926043e-21,3.3836013134316928e-21
3.2641159828213985e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.23980572020716273,0.65324144866883815,1.1480773713999283e-15,0.0,1.2961028933039089e-10,2.7363413811752109e-37,9.0372699118374525e-27,0.0,0.0,1.2541456197488876e-36,0.0,0.016758554563851065,0.016758547445114753,6.3347571764349992e-14,1.3159061869565992e-10,3.4907611609004265e-09,8.2841611500527654e-17,6.3512218434218088e-14,7.6727720511669788e-13,3.8363861442417935e-13,1.055131314327452e-16,1.0700622200623363e-22,9.2243875353747103e-21,9.016076651390965e-21,3.7292950684554083e-21
3.331130213870544e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2392108781592524,0.65294402770059268,1.2146483938926854e-15,0.0,1.3469063741744443e-10,2.816949053454096e-37,9.759812327573107e-27,0.0,0.0,1.3840397442145914e-36,0.0,0.017055975653985866,0.01705596826576012,6.4442784502303324e-14,1.367907415090164e-10,3.622743863548133e-09,8.9490779251769495e-17,6.6023252697343473e-14,8.1128383408697549e-13,4.0564193000469446e-13,1.0974401923667278e-16,1.1322940298860668e-22,9.9704863807011189e-21,9.735982693667398e-21,4.1017188112267616e-21
3.3981444449196897e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.23861924799738185,0.65264821267618056,1.2835365256039487e-15,0.0,1.3985768107119471e-10,2.8978776903968058e-37,1.0523193161676408e-26,0.0,0.0,1.524323671838818e-36,0.0,0.017351790802098883,0.017351783140315758,6.5531066998561727e-14,1.4208195333236401e-10,3.7567093906682332e-09,9.6518273629373323e-17,6.8578339568009032e-14,8.5678462019405475e-13,4.2839232422943939e-13,1.1405388573415403e-16,1.1966976922843052e-22,1.0759491554045464e-20,1.0496452655176878e-20,4.5022856706014987e-21
3.4651586759688353e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.23803080252059489,0.65235398999511418,1.3547672371041964e-15,0.0,1.4511086916796903e-10,2.9791103633141234e-37,1.1328774295942407e-26,0.0,0.0,1.6755913919256381e-36,0.0,0.017646013608657203,0.017646005669293273,6.6612485731922636e-14,1.4746376086419351e-10,3.8926356746529206e-09,1.0393689664100626e-16,7.1177241547924437e-14,9.0379388215984642e-13,4.518969564628968e-13,1.1844256801965255e-16,1.263297091031727e-22,1.159288294937335e-20,1.1298826212493818e-20,4.9324483686934091e-21
3.532172907017981e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.23744551484323737,0.65206134621455591,1.4283654272633175e-15,0.0,1.5044965585317013e-10,3.0606309956636378e-37,1.2177930138395324e-26,0.0,0.0,1.8384576318912616e-36,0.0,0.017938657516477156,0.017938649295552951,6.7687106328460202e-14,1.529356751743042e-10,4.0305009215016795e-09,1.1175957774039438e-16,7.3819723146969785e-14,9.5232552445823616e-13,4.7616277894561875e-13,1.2290990707090927e-16,1.3321155685601124e-22,1.2472156461629843e-20,1.2144454336050267e-20,5.393699201554603e-21
3.5991871380671266e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2368633583903125,0.65177026804699834,1.5043554343728505e-15,0.0,1.5587350047385618e-10,3.1424243185313671e-37,1.3072047257336256e-26,0.0,0.0,2.0135581202347696e-36,0.0,0.018229735813046422,0.018229727306625892,6.8754993575152794e-14,1.5849721164987517e-10,4.1702836067381724e-09,1.1999937053358221e-16,7.6505550859954842e-14,1.0023930460168889e-12,5.0119654114512904e-13,1.2745574759587429e-16,1.4031759365128405e-22,1.3398823623483519e-20,1.3034698889570294e-20,5.8875700053673756e-21
3.666201369116272e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2362843068929196,0.65148074235798115,1.5827610470332473e-15,0.0,1.6138186751239968e-10,3.224475828540186e-37,1.4012524023607413e-26,0.0,0.0,2.2015498460599849e-36,0.0,0.018519261632804748,0.01851925283699471,6.9816211433228607e-14,1.6414788994238577e-10,4.3119624713995525e-09,1.2866944955430663e-16,7.9234493143719803e-14,1.0540095487302824e-12,5.2700479401243932e-13,1.3207993788469774e-16,1.4765004860603199e-22,1.4374411249138309e-20,1.3970932237918836e-20,6.415632108753077e-21
3.733215600165417e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.23570833438377428,0.65119275616385264,1.6636055148120358e-15,0.0,1.669742265212036e-10,3.306771748047669e-37,1.5000770260887751e-26,0.0,0.0,2.4031113152102666e-36,0.0,0.01880724795938394,0.01880723887033359,7.0870823051435424e-14,1.6988723391537106e-10,4.4555165180967126e-09,1.3778310710694717e-16,8.2006320394571755e-14,1.1071877457884339e-12,5.5359389414641237e-13,1.3678232966661769e-16,1.5521109979895031e-22,1.5400461085064097e-20,1.4954536863188689e-20,6.9794962717797548e-21
3.800229831214563e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.23513541519280759,0.65090629662956856,1.7469115586782684e-15,0.0,1.7265005205845605e-10,3.3892989875039441e-37,1.6038206903833063e-26,0.0,0.0,2.6189428030755591e-36,0.0,0.019093707627808178,0.019093698241708555,7.191889077891209e-14,1.7571477159299482e-10,4.6009250071440068e-09,1.473537501755509e-16,8.4820804926051042e-14,1.1619399698256648e-12,5.809700078681441e-13,1.415627779715913e-16,1.6300287526007447e-22,1.6478529467498434e-20,1.5986904988853107e-20,7.5808126122304412e-21
3.867244062263708e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.23456552394284341,0.65062135106653263,1.8327013812180349e-15,0.0,1.784088236249028e-10,3.4720451098472589e-37,1.7126265663867487e-26,0.0,0.0,2.8497666041289101e-36,0.0,0.019378653326655344,0.019378643639738815,7.2960476177737975e-14,1.8163003510942527e-10,4.7481674527570386e-09,1.5739489739746276e-16,8.7677720947021413e-14,1.2182781808936521e-12,6.0913911520748873e-13,1.4642114099651711e-16,1.7102745393950653e-22,1.7610186986579518e-20,1.7069438211815094e-20,8.2212705196759043e-21
3.934258293312853e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.23399863554535202,0.65033790693046989,1.9209966766365906e-15,0.0,1.8425002560161802e-10,3.5549982968219618e-37,1.826638870245663e-26,0.0,0.0,3.096327278247597e-36,0.0,0.019662097600180235,0.019662087608719989,7.3995640035488356e-14,1.876325606589981e-10,4.8972236193170778e-09,1.6792017610012544e-16,9.0576844540078224e-14,1.2762139742629085e-12,6.3810701380379769e-13,1.5135727997590287e-16,1.7928686665437561e-22,1.8797018156972962e-20,1.8203547142187744e-20,8.9025985578777319e-21
4.001272524361998e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.23343472519627848,0.6500559518193445,2.0118186405522711e-15,0.0,1.9017314718875547e-10,3.6381473171104912e-37,1.9460028311691967e-26,0.0,0.0,3.3593918938717788e-36,0.0,0.01994405285040041,0.019944042550709997,7.5024442377414938e-14,1.9372188844715203e-10,5.0480735177008001e-09,1.7894331939964855e-16,9.3517953640269372e-14,1.3357585880567238e-12,6.6787932272289061e-13,1.563710590568377e-16,1.8778309701710261e-22,2.0040621094854114e-20,1.9390651050644158e-20,9.6265643560290339e-21
4.0682867554111434e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.23287376837194385,0.6497754734713076,2.1051879795862994e-15,0.0,1.9617768234526028e-10,3.7214814961775296e-37,2.0708646602001289e-26,0.0,0.0,3.6397502680514648e-36,0.0,0.020224531339145535,0.020224520727578334,7.6046942478236407e-14,1.998975626421223e-10,5.2006974016739597e-09,1.9047816335978379e-16,9.6500828014123256e-14,1.3969229107214986e-12,6.9846148619222168e-13,1.6146234517813146e-16,1.9651808234516847e-22,2.134260720111391e-20,2.0632177523179271e-20,1.0394974489321945e-20
4.135300986460289e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.23231574082501821,0.64949645976268588,2.2011249207537018e-15,0.0,2.0226312972952426e-10,3.8049906877304925e-37,2.2013715196830382e-26,0.0,0.0,3.9382152034306378e-36,0.0,0.020503545190070846,0.020503534263019599,7.7063198874020946e-14,2.0615913132737788e-10,5.3550757643477513e-09,2.0253864420997662e-16,9.9525249238978289e-14,1.4597174883372778e-12,7.2985877725614611e-13,1.6663100795348998e-16,2.0549371455070374e-22,2.2704600850661505e-20,2.192956212312949e-20,1.1209674349313808e-20
