Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),COX(50)
0.0,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.005623792273728e-24,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,5.8127569245386826e-75,7.6174103067803839e-42,3.8399841989844137e-93,3.6166882008662061e-57,1.7466670247721858e-142,7.1237166444684483e-25,-7.1281829982551675e-118,7.1237166444678266e-25,1.1403506412629104e-79,1.6087489931841315e-76,8.0601221693839349e-121,4.8702969530025693e-122,6.8155277981573756e-60,7.1578095907205613e-95,2.8251634421299508e-18,1.3583636890012977e-19,5.2358675890944879e-23,6.0742206527756431e-38,5.235867589095684e-23,5.9823630458253021e-36,9.8718243922665705e-45,8.8876185412482771e-52,2.6883591930166657e-82,5.1157963561012265e-58,7.1346377190157562e-111
1.9615746618366438e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,1.8144764271161338e-73,4.6009158258100712e-41,4.2687893031242242e-91,5.4655392091574819e-56,6.3400620891415572e-140,1.9946406604513675e-24,1.3758712134492393e-116,1.9946406604509909e-24,3.2159712644688133e-78,5.058151094095448e-75,1.6208931633510602e-118,9.7941828532040115e-120,8.0913746631009348e-59,3.7050883890785973e-93,7.9104576379638617e-18,3.8034183292036332e-19,1.4660429249462627e-22,3.6688194019581892e-37,1.4660429249469854e-22,3.6133472739208354e-35,1.1719829894891409e-43,1.061643722197171e-50,1.645378066470122e-80,6.0734734345855785e-57,1.4347779424045355e-108
4.483599227055186e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996531,0.022821567693054285,0.0,4.0397073938504411e-72,2.2151429179838159e-40,3.9120480954722365e-89,5.8795776743909633e-55,2.3251475675274735e-137,4.5591786524612203e-24,1.4527868114392808e-114,4.5591786524594071e-24,6.9954399562124073e-77,1.1284394564002693e-73,2.972307243842033e-116,1.7960049002801433e-117,7.9441173913506379e-58,1.6177865930053107e-91,1.8081046029631668e-17,8.6935276096083047e-19,3.3509552570191153e-22,1.7663685574289439e-36,3.3509552570225947e-22,1.7396711650895267e-34,1.1506598438442771e-42,1.0561083289210798e-49,7.5247922996924391e-79,5.9629722346004244e-56,2.631019099790481e-106
9.52764835749227e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.1186699660299653,0.022821567693054285,0.0,7.5598579827372699e-71,9.6741110975892497e-40,3.0366149889644586e-87,5.4043448447911199e-54,7.2299967016208076e-135,9.6882546364841476e-24,1.1483069867397281e-112,9.688254636476235e-24,1.2968366720452581e-75,2.1134187851700045e-72,4.618895917268621e-114,2.7909495959694246e-115,7.0264067387511979e-57,6.0226138582952306e-90,3.8422222812967213e-17,1.8473746170417649e-18,7.1207799211617167e-22,7.7141072105477041e-36,7.1207799211769145e-22,7.5976009789546025e-34,1.0177455921766544e-41,9.5862969545168318e-49,2.9146321888064136e-77,5.2741814153366733e-55,4.0885421261063579e-104
1.9615746618366439e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999992,0.11866996602996525,0.022821567693054285,0.0,1.3052858896566243e-69,4.0387509518353042e-39,2.2151416201366341e-85,4.623530795720135e-53,2.110974088901758e-132,1.9946406604542911e-23,8.138793264369697e-111,1.9946406604509873e-23,2.2289308960397507e-74,3.6503243883303643e-71,6.7415835399997235e-112,4.0735751993910829e-113,5.9059918519628257e-56,2.074881790020402e-88,7.9104576379638032e-17,3.8034183292036333e-18,1.4660429249434506e-21,3.220414076419446e-35,1.4660429249497951e-21,3.1718488065773956e-33,8.5547647903201541e-41,8.4702502042310603e-48,1.062189921262713e-75,4.4332672768044854e-54,5.9674971666833973e-102
3.9791943140114775e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999981,0.11866996602996517,0.022821567693054282,0.0,2.1682905425974111e-68,1.6499615481692147e-38,1.6170639846195209e-83,3.8228246722047735e-52,6.1640699789350248e-130,4.0462710540712038e-23,5.477034759588213e-109,4.0462710540577067e-23,3.6942894981137984e-73,6.0647994056744094e-70,9.8427560132499204e-110,5.9474464050362763e-111,4.8418816982110057e-55,6.8857761677816177e-87,1.6046928351297846e-16,7.7155057535273671e-18,2.9739727905930435e-21,1.3155838976802195e-34,2.9739727906189623e-21,1.2958036971743738e-32,7.0137127868156058e-40,7.620706393786606e-47,3.8770575707660157e-74,3.6346603667194376e-53,8.7125848505791932e-100
8.014433618361144e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999964,0.118669966029965,0.022821567693054278,0.0,3.5342567658208609e-67,6.66940840928856e-38,1.2397475694579277e-81,3.1086575355459653e-51,1.8893859246755909e-127,8.1495318413256779e-23,3.5936828383821818e-107,8.1495318412711209e-23,6.0151927655802289e-72,9.8862761940996953e-69,1.5087264540471191e-107,9.1164199470375471e-109,3.9207456990777019e-54,2.2436299129712406e-85,3.2319869777965478e-16,1.5539680602174825e-17,5.9898325218723688e-21,5.3173127580821353e-34,5.9898325219771401e-21,5.2378454406620727e-32,5.679886060063072e-39,7.2668157142859379e-46,1.4871906749944409e-72,2.9434422103792621e-52,1.3354905098378497e-97
1.6084912227060478e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999931,0.11866996602996469,0.022821567693054271,0.0,5.7065901875729205e-66,2.6817398087049837e-37,1.0390247803621677e-79,2.5072449212298718e-50,6.328637697075393e-125,1.6356053415917209e-22,2.3286529976191603e-105,1.6356053415697836e-22,9.7085453749238159e-71,1.5963528786235148e-67,2.5274976027522487e-105,1.5272304333227603e-106,3.1552170715675297e-53,7.2445450316032708e-84,6.4865752631298909e-16,3.1188030299469699e-17,1.2021551984351581e-20,2.137675966622871e-33,1.2021551984772858e-20,2.1061143860123038e-31,4.5716658001953942e-38,7.6122730374656718e-45,6.2390460184665779e-71,2.3691383814625274e-51,2.237283672345252e-95
3.2225869444459145e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999864,0.11866996602996403,0.022821567693054254,0.0,9.1697399513960354e-65,1.0754976234410778e-36,9.7394025371907036e-78,2.0139554704938142e-49,2.3706266294329283e-122,3.2769096565430615e-22,1.4995873433527243e-103,3.2769096564550823e-22,1.5601371784076754e-69,2.5651800780963266e-66,4.7353408156429906e-103,2.8613109654058684e-104,2.5309965253036853e-52,2.3286942656247654e-82,1.299575183379584e-15,6.248472969405931e-17,2.4084990908992238e-20,8.5698932836965979e-33,2.4084990910681754e-20,8.4464588354334567e-31,3.6684728643011858e-37,8.9382587538584771e-44,2.927855513226799e-69,1.9010843750652564e-50,4.1916165125298877e-93
6.450778387925648e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999726,0.11866996602996273,0.022821567693054223,0.0,1.4695199383344128e-63,4.307600390999192e-36,1.017060008192642e-75,1.6144345871779678e-48,9.8941744982712683e-120,6.5595182865778746e-22,9.6270642472110187e-102,6.5595182862255019e-22,2.5016478112693076e-68,4.110933008366718e-65,9.8845473903380887e-101,5.9726986793670856e-102,2.0264900979990094e-51,7.4685663750280591e-81,2.6014104975124807e-15,1.2507812848323788e-16,4.8211868757002497e-20,3.4299118959224376e-32,4.8211868763769402e-20,3.3829877136676809e-30,2.9392407877556813e-36,1.1696191487014312e-42,1.5304287119241512e-67,1.5231809611960653e-49,8.7495776231850068e-91
1.2907161274885116e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999454,0.11866996602996012,0.02282156769305416,0.0,2.3506249710215482e-62,1.7241628546626501e-35,1.1543450886932258e-73,1.2928570336369722e-47,4.4892902423913366e-117,1.3124735547176043e-21,6.1708439604645518e-100,1.312473554576563e-21,4.0069841160345103e-67,6.5758190594628599e-64,2.2428927216310969e-98,1.3552590591495957e-99,1.6202076671486158e-50,2.3926236732760969e-79,5.2050811257771009e-15,2.5026492606159265e-16,9.6465624447938817e-20,1.3708490745173609e-31,9.6465624475024314e-20,1.3540755407116688e-29,2.3531771795744247e-35,1.6625100449151895e-41,8.6917585076232244e-66,1.2194709976349388e-48,1.9853578695151888e-88
2.581992704880405e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999891,0.11866996602995492,0.022821567693054035,0.0,3.7525542229847653e-61,6.8988980866654728e-35,1.3829862229132904e-71,1.0348096282272285e-46,2.1506396956014995e-114,2.6255170070486527e-21,3.9523901919887259e-98,2.6255170064843048e-21,6.4146546621781231e-66,1.0497681602636156e-62,5.373029143602728e-96,3.2466316162189398e-97,1.2931246711452285e-49,7.6606902686487927e-78,1.0412422382301648e-14,5.0063852121829258e-16,1.9297313580947465e-19,5.469166063911213e-31,1.9297313591785361e-19,5.4180565104923441e-29,1.8832527048765809e-34,2.4927165825083727e-40,5.209104686448631e-64,9.7594753139333503e-48,4.7560837700112294e-86
5.164545859664192e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997816,0.11866996602994451,0.022821567693053785,0.0,5.9720914385723071e-60,2.7600091375537097e-34,1.7096314777641807e-69,8.2805735397789437e-46,1.0632315029811813e-111,5.2516039125564119e-21,2.5305061804370792e-96,5.2516039102986533e-21,1.02662323101734e-64,1.6706714885035592e-61,1.3282429758689481e-93,8.0258556655771209e-95,1.0290854520128825e-48,2.4521082171187521e-76,2.0827104895331955e-14,1.0013857115316534e-15,3.8598815845119884e-19,2.1753120355891463e-30,3.859881588847989e-19,2.1675678717203932e-28,1.5068815467982832e-33,3.8544183138323542e-39,3.2205529545069191e-62,7.8090648354671356e-47,1.1757306102530595e-83
1.0329652169231765e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995634,0.11866996602992368,0.022821567693053286,0.0,9.4504773777634223e-59,1.1040940462316616e-33,2.1495181358581308e-67,6.6252975345865919e-45,5.3466512099206092e-109,1.0503777726954573e-20,1.6198364914321066e-94,1.0503777717922802e-20,1.6428199881655812e-63,2.6437108675493622e-60,3.3397688439586849e-91,2.0180421190546633e-92,8.145084012217173e-48,7.8478461865783035e-75,4.1656469921317468e-14,2.0028800921582212e-15,7.7201820340925803e-19,8.601901573619292e-30,7.7201820514390538e-19,8.6709168546335772e-28,1.2056089025586024e-32,6.059857405841874e-38,2.0248764163291853e-60,6.2478479004003526e-46,2.956287742319662e-81
2.0659864788366913e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991266,0.11866996602988202,0.022821567693052283,0.0,1.4792387890404736e-57,4.4165602075445717e-33,2.7265038704462363e-65,5.3005735209126048e-44,2.7125886984454701e-106,2.1008125369281471e-20,1.0367953761751986e-92,2.1008125333152922e-20,2.6286902445779507e-62,4.1379896458157185e-59,8.4721988625945608e-89,5.1192926644100712e-90,6.3792806294375697e-47,2.5114867720487498e-73,8.3315199972987975e-14,4.0058688534107379e-15,1.5440782920238189e-18,3.3633805964026484e-29,1.5440782989635136e-18,3.468459647213114e-27,9.6451563042881245e-32,9.6098662419366714e-37,1.2842928745050138e-58,4.9985201616208938e-45,7.4993984320358932e-79
4.132029002663721e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319982534,0.11866996602979869,0.022821567693050281,0.0,2.267732377760265e-56,1.7666634751029279e-32,3.4739107555646674e-63,4.240593004778135e-43,1.3824355654660849e-103,4.2016820708057581e-20,6.6358104806299373e-91,4.2016820563540438e-20,4.2060469943745035e-61,6.3434420682699644e-58,2.1588921918545973e-86,1.3045020705542643e-87,4.8970807522616527e-46,8.0370392449056516e-72,1.6663266007512709e-13,8.0118463759133022e-15,3.0881984640467104e-18,1.2871282876031919e-28,3.088198491812265e-18,1.3873735032013246e-26,7.7160317301340423e-31,1.5306660329988939e-35,8.1820486436400958e-57,3.9989183334181886e-44,1.9110023788374041e-76
8.26411405031778e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631996507,0.11866996602963205,0.022821567693046274,0.0,3.3464145138774238e-55,7.0667533787150731e-32,4.4361268740943127e-61,3.392528058508846e-42,7.0612961459443288e-101,8.4034211602099016e-20,4.2470211156750763e-89,8.4034211024024608e-20,6.7297892343867129e-60,9.3600610695452547e-57,5.5136908193113083e-84,3.3316258745694515e-85,3.6234471534540372e-45,2.571897595673658e-70,3.3326758027459762e-13,1.6023801420908576e-14,6.1764387872675746e-18,4.7351251523788713e-28,6.1764388983753513e-18,5.5492418249005323e-26,6.172456329243315e-30,2.4434086096267944e-34,5.2242632060123695e-55,3.199184292227915e-43,4.880593672628984e-74
1.6528284145625898e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319930137,0.11866996602929877,0.022821567693038263,0.0,4.6272728025982243e-54,2.8267377989980301e-31,5.6709490613474893e-59,2.7140438746821903e-41,3.6107169467987353e-98,1.680689942561388e-19,2.7181262617716107e-87,1.680689919438294e-19,1.0767753879073967e-58,1.2940820000289258e-55,1.4096858893707321e-81,8.5179712347216178e-83,2.5180316298983484e-44,8.2301442676396752e-69,6.6653742065430773e-13,3.204771151085988e-14,1.235291935040963e-17,1.6286370742862488e-27,1.23529197951331e-17,2.2194611444357211e-25,4.9372867758937669e-29,3.9045223973308469e-33,3.33926219862435e-53,2.5593812709622341e-42,1.24782171195599e-71
3.3056624336242133e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319860276,0.11866996602863222,0.022821567693022238,0.0,5.8012167893832051e-53,1.1307156457280264e-30,7.2526457392430555e-57,2.1712436162673649e-40,1.8471111732074612e-95,3.3613856302804592e-19,1.7396112570540421e-85,3.3613855377878484e-19,1.7228478669392354e-57,1.6220029616003177e-54,3.6057226774469456e-79,2.1787436634221845e-80,1.5919162422945909e-43,2.6336576162477147e-67,1.3330771013368044e-12,6.4095531690606212e-14,2.4705880143495045e-17,5.0623256365046528e-27,2.4705881924043141e-17,8.8758927607953231e-25,3.9487093703030064e-28,6.2419930696506089e-32,2.1353188455329809e-51,2.0475409228047873e-41,3.1917024081565491e-69
6.611330471747461e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319720554,0.11866996602729912,0.02282156769299019,0.0,6.43327110054806e-52,4.5230094512363806e-30,9.2755980238133904e-55,1.7369982121711755e-39,9.4492741726263057e-93,6.7227771442716957e-19,1.1133545101901043e-83,6.7227767743007941e-19,2.7565622495232454e-56,1.7980947767223516e-53,9.222905355976558e-77,5.5729040539909772e-78,8.9357777606796135e-43,8.427722287949245e-66,2.6661564623941043e-12,1.2819117204947632e-13,4.9411800396871183e-17,1.3870851036960997e-26,4.9411807527030097e-17,3.5487830843288458e-24,3.1571625537565483e-27,9.9788454357523795e-31,1.3654576329123119e-49,1.63808286933418e-40,8.1638983953315854e-67
1.3222666547993955e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319441111,0.11866996602463291,0.022821567692926096,0.0,6.3216547009019899e-51,1.8093176841536609e-29,1.1857964584613361e-52,1.389599757468526e-38,4.8320087546955592e-90,1.3445560726466484e-18,7.1254789546579128e-82,1.344555924658203e-18,4.4105036983870025e-55,1.7661604026611436e-52,2.3581241902855345e-74,1.4248871969589331e-75,4.4543018849999243e-42,2.6968737394669184e-64,5.3323151832779281e-12,2.5638245276473196e-13,9.8823635572445305e-17,3.3626908547673154e-26,9.8823664127577625e-17,1.4182528786263952e-23,2.5228403591648657e-26,1.5946220586675597e-29,8.7280066100082563e-48,1.3105434973996156e-39,2.0873537214309796e-64
