Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),HOX(22),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),COX(50),CHOX(53),CO2X(24)
2.945674595319787e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33643683673356845,0.1175962293475882,0.022793126340579867,6.8406764271965055e-21,2.5872949301399531e-22,6.4063409150084729e-12,3.2405583491423628e-10,1.0327386318773777e-17,9.3751093120781584e-29,3.1345426471929007e-10,2.1667603237678213e-36,2.9505792006928429e-10,5.5083390771618782e-26,3.3999950528133391e-27,2.9978846679904638e-23,4.1579878909205224e-25,2.2279538841030963e-22,4.5582160175781481e-27,0.0010737092373226315,5.688237790510926e-05,1.6162471483712431e-10,1.080436261144581e-07,9.8895187649795307e-16,1.1191069102899991e-14,3.3969000240480894e-12,2.663952467548798e-08,2.9866899502592622e-12,3.2124895500597943e-14,2.6775142870512663e-16,7.3995658850606366e-20,7.8384481193338559e-23
3.0678735354137187e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33639453183043883,0.11755627997058681,0.022791951213313046,8.1017314002761644e-21,3.0617422678871147e-22,7.2879808072140254e-12,3.6820382999146953e-10,1.0938404264693302e-17,1.1729273113011148e-28,3.2649625666272146e-10,2.5703699684776001e-36,3.0713462569525118e-10,6.032369573213224e-26,3.8750488910764393e-27,3.6195354748292474e-23,4.9159687744063456e-25,2.5178940978890796e-22,5.1897382343461556e-27,0.0011136572561032045,5.9232588013109251e-05,1.6374773212084792e-10,1.1341683090319504e-07,1.0748581619512041e-15,1.1338083934833628e-14,3.729342498177027e-12,2.7937822366379169e-08,3.264215324651253e-12,3.7506480952539053e-14,3.0422999975733245e-16,8.4904278924268804e-20,8.9218790303218017e-23
3.1900724755076506e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33635256691068388,0.11751666992839348,0.022790776440949827,9.5334559927878355e-21,3.6017847547403268e-22,8.254192276819125e-12,4.1633379854670764e-10,1.1565578833200872e-17,1.4555052396212215e-28,3.3954132598388632e-10,3.0296158741659726e-36,3.1920062629977303e-10,6.584804190693554e-26,4.3973465959951386e-27,4.3391851430227204e-23,5.7747573903864309e-25,2.8336087238683618e-22,5.8801844997560286e-27,0.0011532659227243094,6.1582084317915762e-05,1.6586919163805129e-10,1.1885925665930658e-07,1.1649391434124426e-15,1.1484992639948898e-14,4.0818473277402778e-12,2.9249453824067255e-08,3.5557478591406067e-12,4.35379206446922e-14,3.4399595171295028e-16,9.6937763577751968e-20,1.0105466055900136e-22
3.3122714156015824e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33631093908588455,0.11747739633702926,0.02278960202104054,1.1151317928212601e-20,4.2138443832508177e-22,9.3100004096485012e-12,4.6863834548560715e-10,1.2209111967140607e-17,1.7925351680395682e-28,3.5258949697398438e-10,3.5497435438620317e-36,3.3125618122943466e-10,7.1662383263308615e-26,4.9699286212282095e-27,5.1677993835179299e-23,6.7432209966461151e-25,3.1764627469046292e-22,6.6326972430774963e-27,0.001192538121180767,6.3930871526097607e-05,1.6798911193646755e-10,1.2437082936821169e-07,1.2592629222921363e-15,1.1631796630358193e-14,4.4549466627416508e-12,3.0574209953982031e-08,3.8614663859776917e-12,5.0270010453417812e-14,3.8720773669794781e-16,1.1016789096365733e-19,1.1394299884425258e-22
3.434470355695514e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33626964549224381,0.11743845633709019,0.022788427951156973,1.2971556511376233e-20,4.9047450399075736e-22,1.0460579081060078e-11,5.2531212129462674e-10,1.2869205304706228e-17,2.1921360482572916e-28,3.656407937585504e-10,4.1362922001472522e-36,3.4330154876174627e-10,7.7772724217051881e-26,5.5959426266210823e-27,6.1171049370194775e-23,7.8306427819322185e-25,3.547854633588104e-22,7.4504843585288557e-27,0.0012314767108919731,6.6278954299233634e-05,1.7010751144148458e-10,1.2995147551199068e-07,1.357897475263144e-15,1.1778497315049729e-14,4.8491729908105959e-12,3.1911879818971109e-08,4.1815458663869061e-12,5.7755581565030703e-14,4.3402544316074591e-16,1.2466858204365846e-19,1.2793536331292772e-22
3.556669295789446e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33622868329037475,0.11739984709353718,0.022787254228892204,1.5011192258933337e-20,5.6817259088072618e-22,1.171125259634902e-11,5.8655176082688075e-10,1.354606018750097e-17,2.6633194746857778e-28,3.7869524029848062e-10,4.7951021469089114e-36,3.5533698611232285e-10,8.4185118989650171e-26,6.2786449709172366e-27,7.1996114647347212e-23,9.0467258592887522e-25,3.9492167681947912e-22,8.3368197541118456e-27,0.0012700845269124229,6.8626337254361783e-05,1.7222440875637063e-10,1.3560112205520719e-07,1.4609106793977212e-15,1.1925096120975602e-14,5.2650590848306313e-12,3.3262250697806485e-08,4.516157349225507e-12,6.6049519527676883e-14,4.8461074545829107e-16,1.4051589881723057e-19,1.4308393885117353e-22
3.678868235883378e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33618804966509264,0.11736156579548707,0.022786080851860409,1.7288036190360949e-20,6.5524550700110529e-22,1.3067497324675944e-11,6.5255582168139996e-10,1.4239877665816287e-17,3.2160567977192215e-28,3.9175286039166634e-10,5.532322203103556e-36,3.6736274944197141e-10,9.0905670975884327e-26,7.0214021995773134e-27,8.428633047086674e-23,1.0401597127185279e-24,4.3820158938270302e-22,9.2950438934368871e-27,0.0013083643801404044,7.0973024964424746e-05,1.7433982190664972e-10,1.4131969643419632e-07,1.5683703128153933e-15,1.2071594441069195e-14,5.7031377851865958e-12,3.462510814534089e-08,4.8654679376230293e-12,7.5208783718716265e-14,5.3912685308640037e-16,1.577880486377837e-19,1.5944151830006558e-22
3.80106717597731e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33614774182520657,0.11732360965600584,0.02278490781769664,1.9820698777065151e-20,7.5250432249849717e-22,1.4534943326589594e-11,7.2352472221334738e-10,1.4950858501845416e-17,3.8613492578261186e-28,4.04813677674078e-10,6.3544172071923048e-36,3.7937909386368983e-10,9.7940532121472897e-26,7.8276925137886656e-27,9.8183092853693809e-23,1.1905810998508126e-24,4.8477535585707449e-22,1.0328564330689892e-26,0.0013463190575248891,7.3319021958712633e-05,1.7645376847361761e-10,1.4710712654409019e-07,1.680344018948636e-15,1.2217993643011841e-14,6.1639415111410607e-12,3.6000236052450352e-08,5.229640751137032e-12,8.529242718564768e-14,5.977384596840201e-16,1.765653812967452e-19,1.7706147913688963e-22
3.923266116071241e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33610775700331419,0.11728597591190348,0.022783735124056681,2.2628598537498484e-20,8.6080575916571664e-22,1.611937597502533e-11,7.9966067919115947e-10,1.5679203177612701e-17,4.611301108947735e-28,4.1787771562050061e-10,7.268175591546263e-36,3.9138627344957767e-10,1.0529590231045516e-25,8.7011072483090636e-27,1.1383625998904346e-22,1.3570352996560847e-24,5.3479665666976623e-22,1.1440856238834448e-26,0.001383951322270636,7.5664332723302007e-05,1.7856626635191571e-10,1.5296334072360683e-07,1.7968993407949799e-15,1.2364295121917159e-14,6.6480022697438921e-12,3.7387416705240396e-08,5.608834885462279e-12,9.6361616827713963e-14,6.6061169182244598e-16,1.969303782811414e-19,1.9599775403785966e-22
4.0454650561651725e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33606809245559821,0.11724866182353071,0.022782562768616829,2.5731970284861477e-20,9.8105360387466783e-22,1.7826737569976212e-11,8.811676451188634e-10,1.6425111901961036e-17,5.4791958430277659e-28,4.3094499754606894e-10,8.280717025809099e-36,4.0338454123765867e-10,1.1297802876239392e-25,9.6453523609379877e-27,1.3140435513447002e-22,1.5406643217828726e-24,5.8842274349907248e-22,1.2635462931169408e-26,0.0014212639140415136,7.8008961701492031e-05,1.8067733315150601e-10,1.5888826774408933e-07,1.9181037442806916e-15,1.2510500259790663e-14,7.1558516087663242e-12,3.8786430846014746e-08,6.0032053851170796e-12,1.0847965388558112e-13,7.2791405745880114e-16,2.1896765657512427e-19,2.1630481394494473e-22
4.167663996259104e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33602874546162387,0.11721166467457739,0.022781390749073701,2.9151873031323666e-20,1.1142001314480578e-21,1.9663128946985507e-11,9.6825124526314756e-10,1.7188784611946337e-17,6.4795756626472984e-28,4.440155466076831e-10,9.3995001284963375e-36,4.1537414923861593e-10,1.2099320543935151e-25,1.0664249884702439e-26,1.5105476535992237e-22,1.7426539660879788e-24,6.4581448539679922e-22,1.3915996376336481e-26,0.0014582595491620747,8.0352913294237199e-05,1.8278698573076998e-10,1.6488183679896422e-07,2.0440245476171226e-15,1.2656610392304363e-14,7.6880198854497579e-12,4.0197057735122333e-08,6.412903215133103e-12,1.217119947114965e-13,7.998143942017884e-16,2.4276396782577303e-19,2.3803764927834317e-22
4.289862936353035e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33598971332413891,0.11717498177187265,0.022780219063144109,3.2910197528019238e-20,1.2612475393192712e-21,2.1634811079252862e-11,1.0611187144099114e-09,1.7970420978881742e-17,7.6283240254068614e-28,4.5708938580460207e-10,1.0632330245940868e-35,4.2735534844244411e-10,1.2934777246202105e-25,1.1761739377787852e-26,1.7296393608583298e-22,1.9642341421095605e-24,7.071364153980425e-22,1.52861377068856e-26,0.0014949409208173789,8.2696191860576941e-05,1.848952411450201e-10,1.7094397748836433e-07,2.1747289538966131e-15,1.28026268742122e-14,8.2450362543777722e-12,4.1619075210981433e-08,6.8380752211151224e-12,1.3612627179278069e-13,8.7648281749541137e-16,2.6840817373716123e-19,2.6125173175334096e-22
4.412061876446967e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33595099336887468,0.11713861044518682,0.022779047708564794,3.7029673443415725e-20,1.4232494159120555e-21,2.3748206673391924e-11,1.1599788333529228e-09,1.8770220417979314e-17,8.9427513387286893e-28,4.7016653797965254e-10,1.1987367297802641e-35,4.3932838882501453e-10,1.3804811553512049e-25,1.2941879423881867e-26,1.9731756136629184e-22,2.2066791750826493e-24,7.7255677764721049e-22,1.6749637721497458e-26,0.0015313106992510921,8.5038801718061914e-05,1.8700211659565429e-10,1.7707461980651842e-07,2.3102841278968749e-15,1.294855107782772e-14,8.8274290103967369e-12,4.3052259751028996e-08,7.2788641041320999e-12,1.5179231500380998e-13,9.5809066849015142e-16,2.9599124587198914e-19,2.8600299620434493e-22
4.534260816540898e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33591258294434989,0.11710254804703515,0.022777876683092339,4.1533876203653753e-20,1.6013122167642063e-21,2.600990175920564e-11,1.2650418651571736e-09,1.958838208960609e-17,1.044168421491121e-27,4.8324702582095333e-10,1.3473133688323708e-35,4.5129351935455683e-10,1.4710066538233219e-25,1.4208849081242388e-26,2.2431076990338952e-22,2.4713080984730258e-24,8.4224757500317591e-22,1.8310317380967218e-26,0.0015673715319618707,8.7380747143177303e-05,1.8910762841924223e-10,1.8327369413353848e-07,2.4507570780361786e-15,1.3094384321818147e-14,9.4357245370021692e-12,4.4496386535267258e-08,7.7354084058755038e-12,1.6878217306284038e-13,1.0448104617148842e-15,3.2560627787164673e-19,3.123478355483245e-22
4.6564597566348295e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33587447942167503,0.11706679195248297,0.022776705984502897,4.6447233466370275e-20,1.7965967371336226e-21,2.8426647273288418e-11,1.3765194912397993e-09,2.0425104901351551e-17,1.2145557913618745e-27,4.9633087186263272e-10,1.5098522282548607e-35,4.6325098799805913e-10,1.5651189719006749e-25,1.5566949280919563e-26,2.5414830671453185e-22,2.7594849330020945e-24,9.1638461710287513e-22,1.9972068298048995e-26,0.001603126043898053,8.9722032371762761e-05,1.9121179276072578e-10,1.8954113122151345e-07,2.5962146528899821e-15,1.3240127915973661e-14,1.007044702110119e-11,4.5951229507592761e-08,8.2078424718013096e-12,1.8717013517229132e-13,1.136815832833842e-15,3.5734844341967306e-19,3.4034305132007618e-22
4.778658696728761e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33583668019435864,0.11703133955895274,0.022775535610592087,5.1795031209333157e-20,2.0103196351604991e-21,3.1005360636177812e-11,1.4946247472561114e-09,2.1280587519563516e-17,1.4076511740566852e-27,5.0941809848557209e-10,1.6872804446717142e-35,4.7520104172758548e-10,1.6628833005973588e-25,1.7020604338752123e-26,2.8704471038712022e-22,3.0726189521446779e-24,9.9514756895289801e-22,2.1738853221259344e-26,0.0016385768376506607,9.2062661599429186e-05,1.9331462629229949e-10,1.9587686217921513e-07,2.7467237222627965e-15,1.3385783214990145e-14,1.0732119540535354e-11,4.7416561435922505e-08,8.6962964210924181e-12,2.0703275282264883e-13,1.2342814861579551e-15,3.9131497797689261e-19,3.7004582221482203e-22
4.900857636822692e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33579918267811609,0.11699618828603277,0.022774365559174774,5.7603419487010815e-20,2.2437549709221868e-21,3.3753127323571002e-11,1.6195719588189766e-09,2.2155028373501484e-17,1.6258488425223778e-27,5.2250872791923018e-10,1.8805638152109739e-35,4.8714392652651182e-10,1.7643652646923217e-25,1.8574363437607853e-26,3.2322448594948997e-22,3.4121649340834233e-24,1.078720000002357e-21,2.3614706512734676e-26,0.001673726493644744,9.4402638981972459e-05,1.9541614503995406e-10,2.0228081846500683e-07,2.9023510161109936e-15,1.353135153664917e-14,1.1421262742970643e-11,4.889215397678345e-08,9.2008961467762266e-12,2.2844886174170732e-13,1.3373831418632142e-15,4.2760522179371522e-19,4.0151372741689477e-22
5.023056576916624e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33576198431067916,0.11696133557528746,0.022773195828084947,6.3899417838587437e-20,2.4982357056926217e-21,3.667720243170826e-11,1.7515766771262027e-09,2.304862565251317e-17,1.8717337064679849e-27,5.3560278224276661e-10,2.0907076141615025e-35,4.9907988739568153e-10,1.8696309174317479e-25,2.023290194241882e-26,3.6292227330281283e-22,3.7796234001092094e-24,1.1672894336194093e-21,2.560373462023798e-26,0.0017085775703290596,9.6741968635783901e-05,1.9751636430108317e-10,2.0875293187641216e-07,3.0631630045015394e-15,1.3676834150320118e-14,1.2138393711630161e-11,5.0377777738768546e-08,9.7217632909112963e-12,2.5149960397213515e-13,1.4462974834721454e-15,4.6632056783570528e-19,4.3480469278959261e-22
5.145255517010555e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33572508255160732,0.11692677889006925,0.022772026415175475,7.0710920276676818e-20,2.7751552726543824e-21,3.9785012236203222e-11,1.8908556144787143e-09,2.3961577316388829e-17,2.1480918361453911e-27,5.4870028338537829e-10,2.318757415826639e-35,5.1100916835948495e-10,1.9787467353093508e-25,2.2001022898214281e-26,4.06383011086932e-22,4.1765408394611555e-24,1.261047397112844e-21,2.7710116543409044e-26,0.001743132604364125,9.9080654638257658e-05,1.9961530000246384e-10,2.1529313453205295e-07,3.2292262513147042e-15,1.3822232377708962e-14,1.2884028260754454e-11,5.187320234127722e-08,1.0259015201244888e-11,2.7626845006160078e-13,1.5612021052584034e-15,5.0756439192414835e-19,4.6997691787271418e-22
5.2674544571044866e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33568847488210124,0.11689251571533232,0.022770857318317999,7.8066699933286626e-20,3.0759692018983007e-21,4.3084155744730379e-11,2.0376265796783001e-09,2.4894081105453489e-17,2.4579214163757009e-27,5.6180125312787476e-10,2.5657999235048709e-35,5.2293201247185548e-10,2.0917796129327402e-25,2.3883658616948581e-26,4.5386209604440099e-22,4.6045099206077695e-24,1.3601894722744797e-21,2.9938104294349426e-26,0.0017773941108086362,0.00010141870102819495,2.0171296797835711e-10,2.2190135886338907e-07,3.400607267708628e-15,1.3967547546160496e-14,1.3658679782471364e-11,5.3378196478877964e-08,1.0812764939975987e-11,3.0284122135072971e-13,1.6822754591648357e-15,5.5144214342428175e-19,5.0708894098024618e-22
5.389653397198418e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33565215880481752,0.11685854355744764,0.02276968853540275,8.5996413409591653e-20,3.4021966338400561e-21,4.658240624432094e-11,2.1921084134155375e-09,2.5846334534732785e-17,2.8044441763943548e-27,5.7490571310435709e-10,2.8329638045321013e-35,5.348486618221911e-10,2.2087968579786446e-25,2.588587188469976e-26,5.0562553791752679e-22,5.0651696889723215e-24,1.4649153462270139e-21,3.2292023352632718e-26,0.0018113645833042859,0.00010375611180620499,2.0380938290298506e-10,2.2857753760953964e-07,3.5773721189243223e-15,1.4112780900743784e-14,1.4462856162653889e-11,5.4892527987987699e-08,1.1383121287402408e-11,3.3130611234532788e-13,1.8096968021077168e-15,5.9806132130352422e-19,5.4619961399532591e-22
5.511852337292349e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33561613184368444,0.11682485994401982,0.022768520064338351,9.4530604677225038e-20,3.7554219098108739e-21,5.0287712842178314e-11,2.354520923656306e-09,2.6818534898340126e-17,3.1911169219843847e-27,5.8801368480244476e-10,3.1214205313139192e-35,5.4675935754119924e-10,2.3298661862215487e-25,2.8012857361124285e-26,5.6195010965198652e-22,5.5602057511086724e-24,1.5754288628152455e-21,3.4776273114830809e-26,0.0018450464942589781,0.00010609289093510321,2.0590455974349391e-10,2.353216037977038e-07,3.7595870094411305e-15,1.4257933713085811e-14,1.529706365339117e-11,5.641596390416598e-08,1.1970188682117511e-11,3.6175371316039706e-13,1.9436461435536928e-15,6.4753129527976911e-19,5.8736793991616941e-22
5.634051277386281e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33558039154372066,0.11679146242370544,0.022767351903051701,1.0370070857604459e-19,4.1372963273732047e-21,5.4208201999793511e-11,2.5250848209471984e-09,2.7810879286229185e-17,3.6216434412336215e-27,6.0112518956425226e-10,3.4323852282793634e-35,5.5866433980666639e-10,2.4550557166386674e-25,3.0269943387221832e-26,6.2312349293170985e-22,6.0913504453443257e-24,1.6919380746455456e-21,3.7395327338643201e-26,0.0018784422950284664,0.00010842904234030588,2.0799851407763836e-10,2.4213349073063857e-07,3.9473183326551685e-15,1.4403007318675741e-14,1.616180720623095e-11,5.7948270524132709e-08,1.2574067217614461e-11,3.9427703202428444e-13,2.0843041923385032e-15,6.9996343345964845e-19,6.3065316944545813e-22
5.756250217480212e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33554493547085407,0.11675834856603304,0.022766184049487759,1.1353905410541363e-19,4.5495396680967595e-21,5.8352179062084928e-11,2.7040216537682784e-09,2.8823564580673971e-17,4.099987176512446e-27,6.1424024858850667e-10,3.7671175246975652e-35,5.7056384784914877e-10,2.584433966604568e-25,3.2662593106777433e-26,6.8944441928621292e-22,6.6603829989106594e-24,1.8146552952798096e-21,4.0153734581714501e-26,0.0019115544160964229,0.00011076456991022195,2.1009126028954953e-10,2.4901313198775604e-07,4.1406317468461784e-15,1.4548002963879219e-14,1.705758365896594e-11,5.9489213476974975e-08,1.3194852694520752e-11,4.2897151783210468e-13,2.2318523038150332e-15,7.5547120392070216e-19,6.7611488694755612e-22
5.878449157574144e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33550976121174325,0.11672551596122455,0.022765016501609437,1.2407886729090287e-19,4.9939417338206956e-21,6.2728129780535173e-11,2.891553744018554e-09,2.9856787450578208e-17,4.6303838651564122e-27,6.2735888293112636e-10,4.1269224132924213e-35,5.8245811995759259e-10,2.7180698471599174e-25,3.5196405569304587e-26,7.6122280646894056e-22,7.2691296715763193e-24,1.9437971518809125e-21,4.3056118635227446e-26,0.0019443852672529514,0.0001130994774966416,2.1218281230947751e-10,2.5596046140677153e-07,4.3395929566142637e-15,1.4692921859077692e-14,1.7984886852996181e-11,6.1038557780886718e-08,1.3832636558681038e-11,4.6593508273848629e-13,2.3864724278791532e-15,8.1416982340816153e-19,7.238127059283264e-22
5.988428203658682e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33547834335124327,0.11669620511294952,0.0227639659682108,1.3419264006238671e-19,5.4229365095110768e-21,6.6871982952821377e-11,3.067865891671977e-09,3.0804410049918524e-17,5.1559764769697633e-27,6.3916872802442335e-10,4.4732996932513519e-35,5.93158684323009e-10,2.8420396823173719e-25,3.7602269708645496e-26,8.3075474965458938e-22,7.8525046576197646e-24,2.0657004472111057e-21,4.5795246984743804e-26,0.001973694522675385,0.00011520036739283063,2.1406420059921085e-10,2.6227087677030291e-07,4.5235418497228903e-15,1.4823284349161968e-14,1.8846825164076539e-11,6.2439956148617629e-08,1.4421247679612564e-11,5.0122528102909368e-13,2.531827929117319e-15,8.6982345868563615e-19,7.687019496895622e-22
6.098407249743221e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33544715009124099,0.11666711841625277,0.022762915679321719,1.4492773336270427e-19,5.8808950265574366e-21,7.1217198968784962e-11,3.251483882422453e-09,3.1768970330832675e-17,5.7308920598383466e-27,6.5098150121579071e-10,4.8420972838085963e-35,6.0385537223521766e-10,2.96956511244523e-25,4.0131399634347965e-26,9.0520939300253004e-22,8.4709634123930829e-24,2.193150810911931e-21,4.8658280712384612e-26,0.0020027796127292737,0.0001173007609501484,2.1594464416660831e-10,2.6863601825633171e-07,4.7121667225888553e-15,1.4953586659988318e-14,1.9735053894913775e-11,6.3847796795057158e-08,1.5023758533019339e-11,5.3850965029107427e-13,2.683192948763429e-15,9.2824332685893512e-19,8.1549460162850484e-22
6.1973883912193055e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3354192667713265,0.11664113062157216,0.022761970627179849,1.5514210101510342e-19,6.3190251133411585e-21,7.530548368512137e-11,3.4231216315339685e-09,3.265167447057886e-17,6.2935462060227171e-27,6.6161551305850103e-10,5.1940508591512336e-35,6.1347921897590136e-10,3.0874202091411206e-25,4.2516619308468373e-26,9.7663368621296019e-22,9.0587537901195436e-24,2.3127369262159052e-21,5.1343865633850204e-26,0.0020287659496475729,0.0001191906930416337,2.1763624369976682e-10,2.7441139696978355e-07,4.8859665399188174e-15,1.5070808007145766e-14,2.0557228797891275e-11,6.5120219107581725e-08,1.5577950257656753e-11,5.7383386254709103e-13,2.8246700746682246e-15,9.8325897667089337e-19,8.5927155506520168e-22
6.29636953269539e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33539156274436877,0.11661532176008961,0.022761025770869307,1.6590030065120844e-19,6.7828927079960318e-21,7.9567061831930199e-11,3.6009288584047468e-09,3.3548318077317412e-17,6.9020002337848509e-27,6.722519197713678e-10,5.565801057577312e-35,6.2310018974533908e-10,3.20823404961618e-25,4.5008473900630178e-26,1.0524348273702849e-21,9.6771832522624982e-24,2.4370753430659643e-21,5.4135278909418036e-26,0.0020545733422106366,0.00012108022728964588,2.1932709338009802e-10,2.80231030465795e-07,5.0636278503491832e-15,1.5187981997607394e-14,2.1401241720176697e-11,6.639759429350268e-08,1.6143487466680488e-11,6.1089235542262025e-13,2.9712208007780319e-15,1.0406512947598369e-18,9.0465753882551066e-22
6.3953506741714744e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33536403677640314,0.11658969059964785,0.022760081109349437,1.7722215571431436e-19,7.2736284241292101e-21,8.4006885915246804e-11,3.7850251451492981e-09,3.4459005208147061e-17,7.5592475032583915e-27,6.8289073220807919e-10,5.958155995446564e-35,6.3271840895671392e-10,3.3320441704447994e-25,4.761027526599931e-26,1.1328051924106312e-21,1.0327335956865469e-23,2.5662918911600946e-21,5.7035161117798347e-26,0.002080203022581772,0.0001229693656558377,2.2101720086956415e-10,2.8609488413447021e-07,5.2451848156839019e-15,1.5305109309529528e-14,2.2267341113078838e-11,6.767979642543222e-08,1.6720408305720168e-11,6.4974322322681361e-13,3.122942902109691e-15,1.10048621637487e-18,9.5168470723371299e-22
6.484433701499951e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33533941463266526,0.11656677347811477,0.022759231079673429,1.8791044905526252e-19,7.7392247958574132e-21,8.8159286510910507e-11,3.9561879318514203e-09,3.5290716782194369e-17,8.1950827472725394e-27,6.9246772921831164e-10,6.3295777786756589e-35,6.4137255617577658e-10,3.4460662509970397e-25,5.0048688178327494e-26,1.2092083142196078e-21,1.0940509325036538e-23,2.686863182897475e-21,5.9740005361850913e-26,0.0021031188025220056,0.00012466925331576755,2.2253766880737469e-10,2.9141013214616209e-07,5.4119456768841752e-15,1.5410484504567434e-14,2.3065922268145894e-11,6.8837801205937668e-08,1.7249400089064144e-11,6.8629039669239172e-13,3.2639952384870404e-15,1.1564809447550709e-18,9.954387524121171e-22
6.573516728828428e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33531493483649927,0.11654399841696171,0.022758381206192609,1.9908667705120406e-19,8.2284006333139242e-21,9.246386864099785e-11,4.1326292856523246e-09,3.6133963587463631e-17,8.8753825276141923e-27,7.0204669143850494e-10,6.7189811569616415e-35,6.5002466523443135e-10,3.562573439183224e-25,5.2581392875525977e-26,1.2896199097599141e-21,1.1581092494528538e-23,2.8115838261295337e-21,6.2536847398952061e-26,0.0021258925130589333,0.00012636882329747609,2.2405754626275394e-10,2.96761145415149e-07,5.5819160860223272e-15,1.5515822884138655e-14,2.3882782022057184e-11,6.9999521755321991e-08,1.7787667140849276e-11,7.2438127597305361e-13,3.4093871501967258e-15,1.2145567984826835e-18,1.040571197794068e-21
6.662599756156904e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33529059650592957,0.11652136453549983,0.022757531488163511,2.1076610159021087e-19,8.742052384068625e-21,9.692441230089292e-11,4.3144367198858893e-09,3.6988821321411499e-17,9.6026497764742358e-27,7.1162762665903068e-10,7.1270006630510459e-35,6.5867482601728093e-10,3.6815934266317335e-25,5.5210933518345742e-26,1.3741908829839476e-21,1.2249918404630377e-23,2.9405497087365899e-21,6.5427681786789775e-26,0.0021485250348856982,0.00012806807700033794,2.2557683863267747e-10,3.0214789888571931e-07,5.7551206659772805e-15,1.5621124934338929e-14,2.4718095702741809e-11,7.1164866072363791e-08,1.8335233370520194e-11,7.640605397005887e-13,3.5591901585671566e-15,1.2747634980376849e-18,1.0871055731288353e-21
6.751682783485381e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33526639876446096,0.11649887095851119,0.022756681924847422,2.2296424068815516e-19,9.2810999977322817e-21,1.0154475168731484e-10,4.5016978272359771e-09,3.7855365632498132e-17,1.0379495463547202e-26,7.2121054263229826e-10,7.5542855584230282e-35,6.6732312815451891e-10,3.8031540065568484e-25,5.7939895703896798e-26,1.4630755491383393e-21,1.2947833464680731e-23,3.0738580556787457e-21,6.841452522625236e-26,0.0021710172432244435,0.00012976701581420051,2.2709555107803159e-10,3.0757036754844171e-07,5.9315847107677794e-15,1.5726391125425157e-14,2.5572041865757616e-11,7.2333742114329246e-08,1.8892121477165785e-11,8.0537361137881201e-13,3.7134758397835978e-15,1.337150975639867e-18,1.135065164050129e-21
