Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3X(55),CO2X(24),COX(50),H2OX(23),CHOX(53),O(29),acetyl(44),C2H4X(215),C2H4X(70),C2H6X(52),HOCO(73),CHO2(74),S(216),CHO2X(213)
1.1799339699896568e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44080053111286244,0.09921752708433824,0.015958123104618097,1.612852303787237e-05,0.00023923937953405046,0.019944354868018578,0.009785381711923955,6.154135228595892e-05,1.0052553575928449e-11,0.0023313160093984295,6.31370487185566e-11,0.0004468247611152871,2.9334506096419645e-09,7.738995095184414e-06,7.950296709988038e-10,5.39428192546467e-11,2.0682990429526604e-05,5.652933666006073e-06,0.007094995790612921,0.003606094154192361,0.00034455743988639586,3.3810048520738437e-07,9.255578005620128e-09,3.3088585575320987e-09,2.5291478934216628e-12,1.0484975081110942e-07,3.757103017278439e-05,2.527763388115479e-05,0.00039696077334049437,8.94558726884797e-06,7.1916074452207545e-09,8.531441564847824e-10,3.0177726129719786e-08,1.0763947623983992e-08,4.5214361113137324e-10,9.816636670477905e-06,5.7087117933511737e-11,6.24191799893861e-07,1.5878651678222976e-12,1.6897144492802966e-07,5.494815432004762e-13,3.0683923417768406e-14,3.5009314541727684e-20,2.5315324328062688e-14
1.1839636454805052e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44080366962231393,0.09917992531232767,0.015938654330128112,1.6254061115314097e-05,0.00024054245611064562,0.02002203863807133,0.00982551972565583,6.15367779820749e-05,1.0165404703185694e-11,0.0023309039382535535,6.317599798077004e-11,0.0004470524737922702,2.934670072801252e-09,7.750617714273099e-06,7.986989014904381e-10,5.418786117195989e-11,2.0671476412164163e-05,5.683146630547875e-06,0.007092354534283719,0.003603246168270386,0.00034512637958923707,3.3838879945942806e-07,9.242652344083145e-09,3.3081185600434644e-09,2.5355442179914052e-12,1.0537344355916337e-07,3.7696938654940415e-05,2.5377224567871868e-05,0.00039851263102762426,8.993400370077693e-06,7.190387506633779e-09,8.558274523833567e-10,3.030172657768486e-08,1.0822394722008268e-08,4.5467129187992893e-10,9.809848754847324e-06,5.731114824168798e-11,6.27641309811459e-07,1.596363122053818e-12,1.6896045535505354e-07,5.540405147114504e-13,3.093851362094033e-14,3.5470390371961565e-20,2.5436555192560144e-14
1.1879933209713537e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4408068463904494,0.09914233799990316,0.015919208839091235,1.6379956099069514e-05,0.00024184710398986514,0.020099700795733172,0.009865648040891307,6.153163773091848e-05,1.0279072186103546e-11,0.0023304858740628973,6.32139084870658e-11,0.00044727980364568507,2.9358641837193906e-09,7.762100749335857e-06,8.023699791074058e-10,5.443274038677375e-11,2.0659907909424463e-05,5.713358859533172e-06,0.007089714900109217,0.003600359259822287,0.00034569420978336365,3.3867145050444864e-07,9.229720438091289e-09,3.3073689340078447e-09,2.54197211297557e-12,1.0589948233442118e-07,3.782339905514295e-05,2.547679189941176e-05,0.0004000641159697425,9.041212310956263e-06,7.1891496861476245e-09,8.584952991583047e-10,3.042570151914988e-08,1.0880912000718916e-08,4.572028932649569e-10,9.803052920607208e-06,5.7534891255120453e-11,6.310910542391722e-07,1.604861129811281e-12,1.6894792097889833e-07,5.586155375152948e-13,3.119400024443923e-14,3.59351575357627e-20,2.5557501418815215e-14
1.1920229964622021e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4408100612172057,0.09910476516040445,0.01589978660127517,1.650620540038225e-05,0.0002431533050116095,0.020177341182139052,0.00990576654318633,6.152593982030005e-05,1.0393558347848786e-11,0.0023300619044311958,6.325079392822155e-11,0.0004475067515998215,2.937033296582681e-09,7.7734449068649e-06,8.060428865983778e-10,5.467745552877447e-11,2.0648285192800544e-05,5.743570064398365e-06,0.007087076885024345,0.003597433626271361,0.00034626093576910867,3.389484469098999e-07,9.216782696370943e-09,3.3066098077462825e-09,2.54843186716006e-12,1.064278829220212e-07,3.7950414976146125e-05,2.557633564313478e-05,0.00040161522519054283,9.089022634769625e-06,7.187894250015801e-09,8.611476292693512e-10,3.054965061887039e-08,1.0939498657974427e-08,4.5973839833714385e-10,9.796249237308954e-06,5.775834670309928e-11,6.345409978652753e-07,1.6133591115106187e-12,1.689338645155318e-07,5.632065319815845e-13,3.145037884145004e-14,3.640362081018528e-20,2.5678158339343385e-14
1.1960526719530506e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44081331390403655,0.09906720680712705,0.015880387586509635,1.663280642123246e-05,0.0002444610409860438,0.020254959640752506,0.00994587511960653,6.151969242415114e-05,1.0508865503279544e-11,0.00232963211565055,6.328666784254932e-11,0.00044773331858133017,2.9381777607977266e-09,7.784650891940532e-06,8.097176068516715e-10,5.4922005250232905e-11,2.0636608532190164e-05,5.773779960628113e-06,0.007084440485992814,0.0035944694634558695,0.000346826562805084,3.3921979722978113e-07,9.203839520611813e-09,3.3058413077289616e-09,2.5549237705326774e-12,1.0695866124201948e-07,3.807799005307728e-05,2.5675855569472932e-05,0.0004031659557587036,9.13683089121093e-06,7.186621460467925e-09,8.637843757215457e-10,3.067357354611297e-08,1.0998153890321283e-08,4.622777902386457e-10,9.789437774009081e-06,5.7981514327582126e-11,6.379911058748739e-07,1.6218569886925975e-12,1.6891830836779265e-07,5.678134179610111e-13,3.170764493617916e-14,3.6875784800752755e-20,2.5798521300845358e-14
1.200082347443899e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4408166042538912,0.09902966295332176,0.015861011764686083,1.675975655442604e-05,0.0002457702936940229,0.020332556017332543,0.009985973658704532,6.151290360394692e-05,1.0624995958955288e-11,0.0023291965927212366,6.332154361673573e-11,0.00044795950551910504,2.9392979210495667e-09,7.795719408193626e-06,8.133941228936462e-10,5.516638822564101e-11,2.0624878195951494e-05,5.803988267701046e-06,0.00708180570000664,0.003591466965651761,0.00034739109610864644,3.3948551000502624e-07,9.190891305586025e-09,3.3050635586043506e-09,2.5614481143182543e-12,1.0749183335085699e-07,3.8206127953756714e-05,2.577535145188264e-05,0.0004047163047872301,9.184636636294616e-06,7.185331575773731e-09,8.664054720617234e-10,3.0797469974585946e-08,1.105687689301203e-08,4.6482105220227054e-10,9.782618599281256e-06,5.820439388291053e-11,6.41441343943252e-07,1.6303546840076088e-12,1.689012746293097e-07,5.724361147885963e-13,3.196579402403397e-14,3.7351653941377506e-20,2.5918585664212344e-14
1.2041120229347475e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44081993207119113,0.098992133612194,0.01584165910575739,1.6887053183683426e-05,0.0002470810448875164,0.020410130159901115,0.010026062050497631,6.150558131011565e-05,1.0741952013146875e-11,0.0023287554193721716,6.335543448670935e-11,0.00044818531334416944,2.9403941173593208e-09,7.806651157769226e-06,8.170724178871169e-10,5.541060315135404e-11,2.0613094450956104e-05,5.834194709036122e-06,0.007079172524085669,0.0035884263255950423,0.0003479545408563494,3.397455937638807e-07,9.177938439265044e-09,3.304276683227851e-09,2.568005191013793e-12,1.0802741544285528e-07,3.833483237902183e-05,2.587482306679817e-05,0.00040626626943280784,9.232439432271508e-06,7.1840248503059365e-09,8.690108523750191e-10,3.0921339582370966e-08,1.1115666860023332e-08,4.673681675507373e-10,9.775791781227746e-06,5.842698513553147e-11,6.448916782292991e-07,1.6388521212006313e-12,1.6888278508838615e-07,5.770745412868988e-13,3.2224821571802e-14,3.7831232494287376e-20,2.603834680453809e-14
1.208141698425596e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4408232971618097,0.09895461879690351,0.01582232957973752,1.7014693683727623e-05,0.0002483932762900331,0.020487681918710983,0.010066140186445752,6.149773338343659e-05,1.0859735955846779e-11,0.0023283086780810183,6.338835353853366e-11,0.00044841074298956424,2.941466685141391e-09,7.817446841291216e-06,8.207524751297898e-10,5.5654648745238464e-11,2.060125756263942e-05,5.864399011939656e-06,0.00707654095527711,0.003585347734503809,0.0003485169021843961,3.400000570222898e-07,9.164981302934534e-09,3.303480802689974e-09,2.574595294423729e-12,1.085654238517161e-07,3.846410706305555e-05,2.5974270193585722e-05,0.0004078158468951656,9.280238847544982e-06,7.1827015346020855e-09,8.716004512814337e-10,3.104518205185567e-08,1.117452298407406e-08,4.699191196958606e-10,9.768957387490438e-06,5.864928786372454e-11,6.483420753690159e-07,1.6473492250963964e-12,1.688628612318505e-07,5.817286157692034e-13,3.248472301782887e-14,3.8314524549959453e-20,2.6157800111123713e-14
1.2121713739164444e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4408266993330497,0.09891711852056365,0.015803023156701273,1.7142675420371802e-05,0.00024970696959704294,0.020565211146214197,0.010106207959429837,6.148936755642458e-05,1.0978350068779399e-11,0.0023278564500939787,6.342031370932456e-11,0.0004486357953902383,2.942515955260168e-09,7.828107157828062e-06,8.244342780527157e-10,5.589852374632545e-11,2.058936779504864e-05,5.8946009075529925e-06,0.007073910990655081,0.003582231382099924,0.00034907818518907665,3.402489082842664e-07,9.152020271307243e-09,3.3026760363440418e-09,2.5812187196951395e-12,1.0910587505205471e-07,3.859395577371905e-05,2.6073692614498272e-05,0.00040936503441644774,9.328034456588149e-06,7.181361875425355e-09,8.7417420393245e-10,3.1168997069667535e-08,1.1233444456643225e-08,4.724738921378376e-10,9.762115485261347e-06,5.887130185733482e-11,6.517925024690974e-07,1.6558459215847232e-12,1.6884152424887193e-07,5.863982560427004e-13,3.2745493772195994e-14,3.8801534027060714e-20,2.6276940987490876e-14
1.2162010494072928e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44083013839362306,0.09887963279624105,0.015783739806783947,1.727099575060625e-05,0.00025102210647640007,0.020642717697031014,0.010146265263730456,6.148049145470275e-05,1.1097796625411496e-11,0.0023273988154452283,6.34513277881906e-11,0.00044886047148294083,2.943542254086276e-09,7.838632804859598e-06,8.28117810218765e-10,5.614222691446984e-11,2.0577425410888394e-05,5.924800130800825e-06,0.0070712826273201575,0.0035790774566303776,0.0003496383949272111,3.404921560422816e-07,9.139055712633817e-09,3.3018625018334193e-09,2.587875763353203e-12,1.0964878566093362e-07,3.8724382312889196e-05,2.617309011463107e-05,0.0004109138292805978,9.375825839862057e-06,7.180006115824322e-09,8.767320460077062e-10,3.129278432660848e-08,1.1292430467987966e-08,4.750324684644285e-10,9.755266141292683e-06,5.909302691751039e-11,6.552429271005936e-07,1.6643421376060405e-12,1.6881879503474153e-07,5.9108337941165e-13,3.300712921689719e-14,3.9292264672395785e-20,2.639576485138536e-14
1.2202307248981413e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44083361415363015,0.09884216163695517,0.01576447950018108,1.7399652022684814e-05,0.00025233866856876335,0.020720201427919267,0.01018631199500684,6.14711125983621e-05,1.1218077890962766e-11,0.00232693585297605,6.348140841719499e-11,0.0004490847722061168,2.944545903552329e-09,7.849024478244771e-06,8.31803055321119e-10,5.638575703001465e-11,2.056543067156403e-05,5.954996420340153e-06,0.00706865586239893,0.003575886144888313,0.00035019753641656965,3.4072980877762156e-07,9.126087988811755e-09,3.3010403151183074e-09,2.5945667233365015e-12,1.1019417243943556e-07,3.885539051680019e-05,2.627246248187776e-05,0.0004124622288127502,9.423612583734909e-06,7.1786344951917276e-09,8.792739137117153e-10,3.141654351759078e-08,1.1351480207161461e-08,4.775948323502751e-10,9.74840942190648e-06,5.931446285644583e-11,6.586933172926441e-07,1.6728378011370877e-12,1.6879469419461834e-07,5.957839026805344e-13,3.32696247060148e-14,3.978672006086091e-20,2.6514267134793184e-14
1.2242604003889897e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44083712642453887,0.09880470505567768,0.015745242207148128,1.752864157621073e-05,0.00025365663748801637,0.020797662197744298,0.010226348050276168,6.146123840330849e-05,1.1339196122416482e-11,0.00232646764035363,6.351056809233808e-11,0.00044930869849980383,2.9455272212081956e-09,7.859282872190438e-06,8.354899971817808e-10,5.662911289346079e-11,2.055338383722282e-05,5.985189518509875e-06,0.007066030693043568,0.0035726576322337236,0.0003507556146363082,3.4096187496078224e-07,9.113117455492349e-09,3.3002095905020744e-09,2.601291899032673e-12,1.1074205229422917e-07,3.8986984256389955e-05,2.637180950688718e-05,0.00041401023037863135,9.471394280402277e-06,7.1772472493222725e-09,8.817997437706321e-10,3.154027434157353e-08,1.1410592862030783e-08,4.801609675560677e-10,9.741545393003836e-06,5.953560949713015e-11,6.621436415262945e-07,1.681332841176791e-12,1.6876924204723977e-07,6.004997421571976e-13,3.353297556589499e-14,4.028490359540584e-20,2.6632443283940282e-14
1.2282900758798382e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4408406750191652,0.09876726306533215,0.015726027898000195,1.765796174222204e-05,0.00025497599482168705,0.020875099867449218,0.010266373327893197,6.145087618259698e-05,1.1461153568530263e-11,0.00232599425408955,6.353881916455885e-11,0.00044953225130553166,2.9464865202757837e-09,7.86940867922104e-06,8.391786197501067e-10,5.687229332514214e-11,2.0541285166793027e-05,6.0153791712810125e-06,0.007063407116431392,0.0035693921026138395,0.0003513126345273704,3.4118836305181014e-07,9.100144462185829e-09,3.299370440657161e-09,2.6080515913138936e-12,1.1129244227918763e-07,3.9119167437651156e-05,2.64711309830208e-05,0.00041555783138397175,9.519170527808332e-06,7.1758446104694365e-09,8.84309473429077e-10,3.1663976501500544e-08,1.1469767619294764e-08,4.827308579279155e-10,9.734674120073718e-06,5.975646667310024e-11,6.655938687283812e-07,1.689827187732323e-12,1.6874245862859735e-07,6.05230813655976e-13,3.379717709532259e-14,4.0786818507000526e-20,2.6750288759314522e-14
1.2323197513706866e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44084425975165265,0.09872983567879344,0.01570683654311177,1.778760984327629e-05,0.0002562967221313648,0.020952514300025784,0.01030638772753018,6.144003314775325e-05,1.1583952469846957e-11,0.0023255157695579697,6.356617384075469e-11,0.0004497554315662233,2.947424109703323e-09,7.87940259014928e-06,8.428689071013511e-10,5.7115297164905814e-11,2.0529134918021053e-05,6.045565128207548e-06,0.007060785129764443,0.0035660897385832056,0.00035186860099291757,3.4140928150070846e-07,9.087169352364624e-09,3.2985229766505488e-09,2.6148461025727358e-12,1.1184535959698293e-07,3.925194400198697e-05,2.657042670631074e-05,0.0004171050292739244,9.566940929568027e-06,7.174426807401338e-09,8.868030404469994e-10,3.178764970423877e-08,1.1529003664501719e-08,4.853044873964691e-10,9.72779566820142e-06,5.997703422819878e-11,6.690439682654955e-07,1.6983207718053265e-12,1.6871436369557642e-07,6.099770325008091e-13,3.406222456569481e-14,4.1292467854610684e-20,2.6867799035658676e-14
1.236349426861535e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4408478804374536,0.09869242290888754,0.015687668112916383,1.7917583193534912e-05,0.0002576188009531178,0.021029905360485626,0.010346391150157126,6.142871641008223e-05,1.1707595058705603e-11,0.0023250322610135045,6.359264418481754e-11,0.00044997824022609864,2.9483402942191646e-09,7.889265294047669e-06,8.465608434352334e-10,5.7358123271797486e-11,2.0516933347506607e-05,6.075747142377894e-06,0.007058164730269081,0.003562750721323441,0.0003524235188987103,3.4162463874775386e-07,9.074192463564794e-09,3.2976673079688076e-09,2.62167573675783e-12,1.1240082160075641e-07,3.93853179265715e-05,2.666969647541853e-05,0.0004186518215324946,9.61470509489029e-06,7.172994065455684e-09,8.892803830965954e-10,3.191129366051797e-08,1.1588300182067236e-08,4.878818399763804e-10,9.720910102076645e-06,6.019731201633734e-11,6.724939099380208e-07,1.7068135253783252e-12,1.6868497672956102e-07,6.147383135283479e-13,3.432811322119485e-14,4.180185452517713e-20,2.698496960200181e-14
1.2403791023523835e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4408515368933093,0.09865502476839086,0.0156685225779064,1.8047879098846898e-05,0.0002589422127979089,0.02110727291583189,0.01038638349802231,6.141693298196383e-05,1.1832083559252498e-11,0.00232454380160881,6.361824211868647e-11,0.0004502006782305802,2.9492353743850713e-09,7.898997478220982e-06,8.502544130745216e-10,5.760077052375174e-11,2.050468071073615e-05,6.1059249703669575e-06,0.00705554591519556,0.003559375230662712,0.00035297739307353973,3.4183444322392354e-07,9.061214127485742e-09,3.2968035425427314e-09,2.628540799410022e-12,1.1295884579573535e-07,3.951929322471527e-05,2.6768940091594348e-05,0.0004201982056819776,9.662462638502164e-06,7.171546606593791e-09,8.917414401592669e-10,3.2034908084871106e-08,1.1647656355291856e-08,4.904628997653349e-10,9.71401748600122e-06,6.041729990126409e-11,6.75943663974242e-07,1.7153053814012933e-12,1.686543169400025e-07,6.195145710910425e-13,3.459483827896432e-14,4.2314981233604466e-20,2.710179596164014e-14
1.244408777843232e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4408552289372316,0.09861764127002992,0.01564939990863272,1.8178494856832125e-05,0.00026026693915200984,0.021184616835031447,0.0104263646746331,6.140468977813576e-05,1.1957420187452363e-11,0.0023240504634118708,6.364297942341439e-11,0.0004504227465262001,2.9501096466490084e-09,7.908599828179567e-06,8.539496004636302e-10,5.7843237817287434e-11,2.0492377262114475e-05,6.1360983721888265e-06,0.007052928681817631,0.0035559634450948985,0.00035353022830957883,3.42038703351172e-07,9.048234670088151e-09,3.2959317867715618e-09,2.6354415976981995e-12,1.135194498409688e-07,3.9653873946235436e-05,2.6868157358636854e-05,0.0004217441792824043,9.710213180573902e-06,7.1700846494537e-09,8.941861509226321e-10,3.215849269557563e-08,1.1707071366378688e-08,4.930476509436606e-10,9.707117883896536e-06,6.063699775633605e-11,6.793932010245298e-07,1.7237962737784025e-12,1.6862240326795278e-07,6.243057190602257e-13,3.486239492927546e-14,4.2831850522752946e-20,2.7218273632185498e-14
1.2484384533340804e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44085895638848377,0.09858027242648099,0.015630300075704477,1.8309427756964016e-05,0.00026159296147741526,0.021261936988987356,0.010466334584737082,6.139199361696356e-05,1.2083607151099594e-11,0.002323552317423008,6.366686774024855e-11,0.00045064444606051013,2.9509634033974472e-09,7.918073027613507e-06,8.576463901672388e-10,5.8085524067207867e-11,2.048002325499476e-05,6.166267111250036e-06,0.0070503130274321545,0.0035525155417984737,0.00035408202936282833,3.4223742754290456e-07,9.035254411690187e-09,3.2950521455468206e-09,2.6423784404557985e-12,1.1408265155094969e-07,3.9789064177831115e-05,2.6967348082853747e-05,0.0004232897399309961,9.757956346645035e-06,7.168608409402438e-09,8.966144551775749e-10,3.228204721459572e-08,1.1766544396451037e-08,4.956360777731818e-10,9.700211359310606e-06,6.085640546429613e-11,6.828424921555952e-07,1.732286137354936e-12,1.6858925438956194e-07,6.291116708291769e-13,3.513077833570222e-14,4.335246476343958e-20,2.7334398145524184e-14
1.2524681288249289e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4408627190675624,0.09854291825036965,0.015611223049788818,1.844067508065189e-05,0.00026292026121225455,0.02133923325051196,0.01050629313430345,6.13788512216975e-05,1.2210646649829589e-11,0.002323049433591599,6.368991857172402e-11,0.0004508657777819925,2.951796933007148e-09,7.927417758367616e-06,8.613447668689287e-10,5.83276282063058e-11,2.0467618941706917e-05,6.1964309543034495e-06,0.00704769894935869,0.0035490316966550976,0.00035463280095342074,3.4243062420417694e-07,9.022273667062066e-09,3.29416472227573e-09,2.6493516382167984e-12,1.1464846889744237e-07,3.9924868043463775e-05,2.7066512073022777e-05,0.00042483488526162813,9.805691767551347e-06,7.16711809858737e-09,8.990262932153478e-10,3.2405571367525476e-08,1.1826074625569951e-08,4.982281645971102e-10,9.693297975424847e-06,6.107552291705442e-11,6.862915088448174e-07,1.7407749079043688e-12,1.6855488871954015e-07,6.339323393161863e-13,3.539998363529141e-14,4.387682615444288e-20,2.7450165047896155e-14
1.2564978043157773e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44086651679617916,0.09850557875427038,0.015592168801610604,1.8572234101322672e-05,0.0002642488197712037,0.021416505494300127,0.010546240230504666,6.136526922171695e-05,1.2338540875130195e-11,0.0023225418808325298,6.371214328276843e-11,0.0004510867426399738,2.952610519896453e-09,7.936634700417227e-06,8.650447153698275e-10,5.85695491850732e-11,2.0455164573584517e-05,6.226589671402719e-06,0.007045086444939124,0.0035455120842679275,0.0003551825477661074,3.426183017322679e-07,9.009292745518957e-09,3.2932696189042803e-09,2.6563615032527168e-12,1.1521692001107815e-07,4.006128970474271e-05,2.716564914035331e-05,0.0004263796129443011,9.853419079352821e-06,7.165613925986746e-09,9.014216058247091e-10,3.252906488353268e-08,1.18856612327517e-08,5.00823895838527e-10,9.68637779506058e-06,6.129435001547402e-11,6.897402229746409e-07,1.7492625221156137e-12,1.6851932441458384e-07,6.387676369675907e-13,3.5670005938732247e-14,4.4404936722515276e-20,2.7565569899811392e-14
1.2605274798066258e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44087034939724323,0.0984682539507062,0.01557313730195216,1.8704102084502194e-05,0.00026557861854589456,0.02149375359690321,0.010586175781698437,6.135125415376129e-05,1.2467292010353195e-11,0.002322029727042368,6.373355310181783e-11,0.00045130734158453883,2.9534044445760646e-09,7.94572453184476e-06,8.687462205872813e-10,5.881128597141554e-11,2.044266040099013e-05,6.256743035857325e-06,0.007042475511537292,0.0035419568779796553,0.00035573127445047745,3.4280046851672533e-07,8.996311951012263e-09,3.292366935939881e-09,2.6634083496086157e-12,1.1578802318332183e-07,4.0198333361315823e-05,2.7264759098448557e-05,0.00042792392068461977,9.90113792326247e-06,7.164096097459384e-09,9.038003342891116e-10,3.2652527495303654e-08,1.194530339598526e-08,5.034232560008257e-10,9.67945088068524e-06,6.151288666916113e-11,6.931886068270443e-07,1.75774891758043e-12,1.6848257937676623e-07,6.436174757608207e-13,3.5940840330526493e-14,4.493679832240129e-20,2.7680608276190372e-14
1.2645571552974742e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4408742166948429,0.09843094385214823,0.015554128521653018,1.8836276287896e-05,0.00026690963890532455,0.02157097743670309,0.010626099697409888,6.133681246314849e-05,1.259690223072591e-11,0.002321513039115273,6.375415912194213e-11,0.0004515275755664493,2.9541789836993277e-09,7.954687928817087e-06,8.724492675535323e-10,5.905283755037087e-11,2.043010667333945e-05,6.286890824188195e-06,0.007039866146538598,0.0035383662498902693,0.00035627898562154046,3.4297713294014775e-07,8.983331582219327e-09,3.2914567724736716e-09,2.670492493140831e-12,1.1636179686797535e-07,4.033600325126571e-05,2.7363841763268222e-05,0.00042946780622328063,9.9488479455761e-06,7.162564815793522e-09,9.061624203839276e-10,3.277595893898879e-08,1.2005000292249633e-08,5.060262296654402e-10,9.672517294418313e-06,6.17311327962594e-11,6.966366330780784e-07,1.7662340327809957e-12,1.68444671256892e-07,6.484817672074085e-13,3.621248186915646e-14,4.547241263686036e-20,2.7795275766193505e-14
1.2685868307883227e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4408781185142294,0.09839364847101548,0.015535142431609646,1.8968753961469713e-05,0.0002682418621962635,0.02164817689388691,0.010666011888314089,6.132195050498043e-05,1.2727373703362846e-11,0.0023209918829586447,6.377397230197996e-11,0.0004517474455370604,2.954934410112e-09,7.963525565563622e-06,8.76153841414425e-10,5.929420292383309e-11,2.0417503639123917e-05,6.317032816083892e-06,0.007037258347349659,0.0035347403708745526,0.0003568256858597823,3.431483033779188e-07,8.970351932631552e-09,3.2905392262024384e-09,2.6776142515528373e-12,1.1693825968338412e-07,4.047430365151092e-05,2.7462896953091813e-05,0.000431011267335567,9.996548797602965e-06,7.16102028075491e-09,9.085078063737225e-10,3.2899358954149035e-08,1.2064751097531358e-08,5.086328014933949e-10,9.66557709803703e-06,6.194908832324835e-11,7.000842747924718e-07,1.774717807077634e-12,1.6840561745781693e-07,6.53360422356022e-13,3.648492558725445e-14,4.6011781176697855e-20,2.7909567973487647e-14
1.272616506279171e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4408820546817986,0.09835636781967434,0.015516179002775212,1.9101532347528895e-05,0.00026957526974366044,0.02172535185042191,0.010705912266218752,6.130667454533556e-05,1.285870858727744e-11,0.002320466323508515,6.379300346768125e-11,0.0004519669524482436,2.9556709929015197e-09,7.97223811435514e-06,8.798599274281093e-10,5.953538111028013e-11,2.04048515459322e-05,6.347168794357382e-06,0.007034652111397924,0.0035310794105993157,0.0003573713797119598,3.433139881994291e-07,8.957373290641042e-09,3.289614393450202e-09,2.6847739444339044e-12,1.1751743041370175e-07,4.0613238878213114e-05,2.756192448848244e-05,0.0004325543018308521,1.0044240135597343e-05,7.159462689134049e-09,9.108364350095641e-10,3.302272728370297e-08,1.2124554986841533e-08,5.112429562214598e-10,9.658630352981829e-06,6.216675318474602e-11,7.035315054183084e-07,1.783200180696715e-12,1.6836543513773145e-07,6.582533517954378e-13,3.6758166491768796e-14,4.655490528079936e-20,2.802348051589357e-14
1.2766461817700196e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44088602502507523,0.09831910191043826,0.015497238206159312,1.92346086807985e-05,0.00027090984285104916,0.021802502190031013,0.010745800744047252,6.129099076244862e-05,1.2990909033393863e-11,0.002319936424744689,6.381126331285767e-11,0.00045218609725230526,2.9563889974457697e-09,7.980826245483327e-06,8.835675109637839e-10,5.977637114450592e-11,2.0392150640470408e-05,6.377298544903331e-06,0.007032047436131338,0.003527383537540374,0.00035791607169082174,3.43474195767154e-07,8.944395939625701e-09,3.288682369189427e-09,2.6919718932946718e-12,1.1809932801155908e-07,4.075281328718909e-05,2.7660924192250936e-05,0.0004340969075521093,1.0091921620690965e-05,7.15789223479272e-09,9.13148249526375e-10,3.314606367387474e-08,1.2184411134233482e-08,5.138566786660228e-10,9.651677120361542e-06,6.238412732331549e-11,7.069782987817678e-07,1.7916810947186827e-12,1.683241412134088e-07,6.631604656575744e-13,3.703219956413319e-14,4.7101786116172924e-20,2.8137009025918545e-14
1.280675857260868e-06,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44089002937269517,0.0982818507555675,0.015478320012827741,1.9367980188501843e-05,0.00027224556280095114,0.021879627798168166,0.010785677235821873,6.12749052478776e-05,1.3123977184558909e-11,0.002319402249705628,6.382876240053923e-11,0.00045240488090191576,2.957088685461328e-09,7.989290627241017e-06,8.872765775004206e-10,6.001717207735717e-11,2.0379401168581165e-05,6.40742185665599e-06,0.007029444319017978,0.0035236529189992686,0.00035845976627637324,3.4362893443883566e-07,8.931420158032858e-09,3.287743247061899e-09,2.6992084216070546e-12,1.1868397159876128e-07,4.089303127432943e-05,2.775989588942102e-05,0.0004356390823754295,1.0139592918826325e-05,7.156309108709666e-09,9.154431936403309e-10,3.326936787414304e-08,1.224431871281932e-08,5.164739537158534e-10,9.64471746095842e-06,6.260121068927533e-11,7.104246290819371e-07,1.8001604910662866e-12,1.682817523634183e-07,6.680816736204138e-13,3.7307019760429974e-14,4.765242467799519e-20,2.8250149150014426e-14
