Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3X(55),CO2X(24),COX(50),H2OX(23),CHOX(53),O(29),acetyl(44),C2H4X(215),C2H4X(70),C2H6X(52),HOCO(73),CHO2(74),S(216),CHO2X(213)
2.0032122271366666e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452297335566936,0.11866013844549547,0.022821424754310905,1.6281896350723573e-25,2.2006967035614878e-17,1.522952306425142e-11,2.2942360962207505e-17,1.9203904909306642e-17,3.5046595200148966e-37,1.767984814519356e-07,1.3017150975317154e-33,1.767483419175274e-07,2.1380670997447495e-23,1.7333359400371573e-22,3.8448833211854735e-29,3.784013777675474e-30,5.39844471336148e-13,5.511416267321293e-25,9.649632576684341e-06,2.858749710583873e-07,4.5728148383917885e-09,3.400796552344751e-15,7.150066771683998e-13,1.8581889573151327e-11,8.514456130594434e-15,6.887579367488478e-13,1.1329602874019417e-09,4.515577476647055e-16,1.1708296077624966e-15,9.213067477910654e-26,4.566961256059067e-13,1.0716097852193613e-24,3.372607333180576e-23,2.9731615450315735e-20,1.0243709252934803e-25,5.419507377443882e-13,8.539721208426666e-30,8.77234152621282e-31,1.5530951064093245e-31,2.841233669647797e-22,3.88296458729072e-36,1.1905005840153646e-37,3.638858567219307e-60,4.403211123950694e-33
2.1134476120758083e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522967888420506,0.11865959798026998,0.022821416888653488,2.1397767057808056e-25,2.5835664082226076e-17,1.693757370125494e-11,2.8415089383391555e-17,2.2551827657862227e-17,4.864146779092448e-37,1.8652757369573725e-07,1.792674022827005e-33,1.8647172052304827e-07,2.6447384138005173e-23,2.1475176101419263e-22,5.061097178719262e-29,4.9485092670970036e-30,6.008874470007998e-13,7.142523366921081e-25,1.0180304765355063e-05,3.0160605645186105e-07,4.830534629027285e-09,3.6091070301003965e-15,7.684825034268393e-13,1.8595685489284637e-11,8.520777590540179e-15,6.892740022530856e-13,1.1968063044379683e-09,5.295915279230354e-16,1.3730935499853e-15,1.248782233397769e-25,4.873717819640929e-13,1.3324013024616654e-24,4.3064560108587185e-23,3.179342879967707e-20,1.270422305860326e-25,6.031045804255307e-13,1.1255823433248727e-29,1.2422486447999504e-30,2.0151363593683527e-31,3.5193540319459408e-22,5.123495583642353e-36,1.652667722706044e-37,6.482702565536551e-60,5.4823826646163665e-33
2.22368299701495e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229624215234326,0.11865905755049233,0.022821409023014227,2.772026792901368e-25,3.008433191093367e-17,1.8736321166263203e-11,3.4805779886561574e-17,2.6267850759430512e-17,6.639384155990615e-37,1.962566670224592e-07,2.4287844591836147e-33,1.9619479040177456e-07,3.2360284899601865e-23,2.6318323320965856e-22,6.570094365417478e-29,6.382400844251262e-30,6.651986082863216e-13,9.13239909537437e-25,1.0710941457466264e-05,3.173370983828723e-07,5.088569078017647e-09,3.81959282779485e-15,8.22255181604745e-13,1.860948140939756e-11,8.527099052312555e-15,6.897903324032969e-13,1.2606996193768414e-09,6.159761297564658e-16,1.5973719563253268e-15,1.6674730132094147e-25,5.18077891696355e-13,1.637722211601171e-24,5.425830942029979e-23,3.38932727168202e-20,1.5580380859708362e-25,6.675258047595616e-13,1.4620549167439157e-29,1.733069442382313e-30,2.579314670159364e-31,4.312076327967888e-22,6.679491210766544e-36,2.2551765002995887e-37,1.1214351106562398e-59,6.750677064753254e-33
2.3339183819540915e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522956954978116,0.11865851715616015,0.022821401157393176,3.544941793764859e-25,3.4774810503018616e-17,2.0625760241913587e-11,4.220990815962219e-17,3.037117166848607e-17,8.927196361770534e-37,2.059857614890879e-07,3.24239567515287e-33,2.0591755157009194e-07,3.920742484794272e-23,3.193782501052079e-22,8.422697021309474e-29,8.129585353392401e-30,7.327778518880316e-13,1.1535379632198452e-24,1.1241542655393361e-05,3.330680968534744e-07,5.346918175863533e-09,4.032257881582953e-15,8.762746739401905e-13,1.862327734241771e-11,8.533420520004196e-15,6.903069283082355e-13,1.3246402316068902e-09,7.111050169720981e-16,1.844796344913492e-15,2.196077793512687e-25,5.488066052392314e-13,1.9922655104812203e-24,6.754362003314369e-23,3.6032187755128696e-20,1.8915764446680007e-25,7.352142660725432e-13,1.8742816918954855e-29,2.3836693244448123e-30,3.2611738734072657e-31,5.231612257125896e-22,8.613232374208769e-36,3.030061829886036e-37,1.8887876941244413e-59,8.229495971895286e-33
2.444153766893233e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522951488784531,0.11865797679727105,0.02282139329179038,4.480572407724927e-25,3.992893887949614e-17,2.260588571245314e-11,5.0727319862585166e-17,3.4880987616791474e-17,1.1840656966584355e-36,2.1571485714210596e-07,4.2709486126664685e-33,2.1564000404438517e-07,4.708096434725184e-23,3.841251710484785e-22,1.0675510904480481e-28,1.0238399892345927e-29,8.036250745062533e-13,1.441063492159617e-24,1.1772108361511614e-05,3.4879905186571955e-07,5.605581913156565e-09,4.247106127521171e-15,9.304993968685957e-13,1.8637073267374756e-11,8.539741984001833e-15,6.908237899260323e-13,1.3886281405475625e-09,8.153674763118891e-16,2.11649746549221e-15,2.855856463794108e-25,5.795521226016929e-13,2.400937882775529e-24,8.317110481558456e-23,3.821121367090283e-20,2.2755978553216642e-25,8.061698196984028e-13,2.3742861722183407e-29,3.234778235142199e-30,4.077647197784067e-31,6.290786760852928e-22,1.0996092206461342e-35,4.0145034953387554e-37,3.104648557001476e-59,9.941485008944549e-33
2.5543891518323748e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229460229426555,0.11865743647382268,0.022821385426205865,5.603108986095347e-25,4.55685551035083e-17,2.467669236372796e-11,6.046218399017396e-17,3.9816495613448496e-17,1.5510871775888483e-36,2.254439540195227e-07,5.557475525731107e-33,2.2536214784103818e-07,5.607713899517269e-23,4.582504735413241e-22,1.339127775306127e-28,1.2761819895516633e-29,8.777401728463135e-13,1.7822317542086106e-24,1.2302638578196123e-05,3.6452996342166e-07,5.8645602804286085e-09,4.464141501238826e-15,9.848947650367436e-13,1.8650869182950304e-11,8.546063443701077e-15,6.913409179721373e-13,1.4526633455978983e-09,9.291486678251793e-16,2.4136052999119464e-15,3.6708179341634735e-25,6.10310118848217e-13,2.8688568406975966e-24,1.0140558125501653e-22,4.043138712892187e-20,2.7148630793533494e-25,8.803923209789329e-13,2.975274301046773e-29,4.3347822696152656e-30,5.047100275851472e-31,7.503037299124878e-22,1.3909409684996716e-35,5.251323717722595e-37,4.990491397190596e-59,1.1910547205354224e-32
2.6646245367715164e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522940557452466,0.11865689618581265,0.022821377560639663,6.938970930518617e-25,5.1715496278085115e-17,2.6838174983183726e-11,7.15229469188478e-17,4.519689244494989e-17,2.0088864123941736e-36,2.35173052152443e-07,7.151120837059237e-33,2.3508398297643375e-07,6.629622641697139e-23,5.426187515655082e-22,1.6639232268925108e-28,1.5757654585284615e-29,9.55123043618543e-13,2.1839706696735603e-24,1.2833133307821834e-05,3.802608315233475e-07,6.123853268157943e-09,4.683367938300315e-15,1.0394320084330606e-12,1.8664665105415944e-11,8.552384906561234e-15,6.91858313840187e-13,1.5167458461386319e-09,1.0528296745020241e-15,2.7372490626262704e-15,4.667909256161646e-25,6.410773579665741e-13,3.401347902442985e-24,1.2252595377080708e-22,4.2693744040550084e-20,3.2143313042240505e-25,9.578816252637897e-13,3.6916848985984e-29,5.7406860290235474e-30,6.189372738032085e-31,8.882413129507087e-22,1.7445403131074236e-35,6.789523191773163e-37,7.859088274566813e-59,1.4161856094882335e-32
2.774859921710658e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522935092313938,0.1186563559332386,0.022821369695091787,8.51689485684994e-25,5.839159854391747e-17,2.9090328359873755e-11,8.402228702955479e-17,5.104137467521559e-17,2.5747564404321753e-36,2.4490215156630214e-07,9.107683310657723e-33,2.4480550946695385e-07,7.78425133468466e-23,6.381327139089764e-22,2.049546412940687e-28,1.9288740243390902e-29,1.0357735835382752e-12,2.6537348083177146e-24,1.3363592552763529e-05,3.9599165617283375e-07,6.383460866881244e-09,4.9047893743843594e-15,1.094087200866899e-12,1.8678461031747638e-11,8.558706371196028e-15,6.923759781815744e-13,1.5808756415704816e-09,1.186787551293018e-15,3.088557201186382e-15,5.8772059916149835e-25,6.718514297338706e-13,4.0039418343971436e-24,1.4682509019276465e-22,4.4999321890267704e-20,3.7791582354990637e-25,1.0386375879104932e-12,4.539239534116408e-29,7.51913913092693e-30,7.525818611110665e-31,1.0443574587341534e-21,2.1708122187568435e-35,8.684839394503519e-37,1.2145441581634689e-58,1.6721868874974323e-32
2.8850953066497996e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229296275270486,0.11865581571609815,0.022821361829562275,1.0368021541914839e-24,6.561869707971064e-17,3.143314728445673e-11,9.8077069896691e-17,5.736913864563202e-17,3.268390493366555e-36,2.5463125228186735e-07,1.1490179422262073e-32,2.545267273289796e-07,9.082426299263581e-23,7.457331824929439e-22,2.5043284982258567e-28,2.3423131338597304e-29,1.1196916893258487e-12,3.1995189985217505e-24,1.3894016315395826e-05,4.1172243737216964e-07,6.6433830671604805e-09,5.128409744700506e-15,1.1488404542383655e-12,1.8692256950502788e-11,8.56502783235989e-15,6.92893911323931e-13,1.645052731302824e-09,1.3313953735147352e-15,3.468657396735156e-15,7.33210352487323e-25,7.026305539454579e-13,4.682371938772954e-24,1.7460969446469592e-22,4.734915948092736e-20,4.414694133554772e-25,1.1226600642844265e-12,5.534991584136395e-29,9.747527152212794e-30,9.079345620988723e-31,1.2201792367061969e-21,2.681443804410219e-35,1.1000306343477318e-36,1.844548989517445e-58,1.961833955763953e-32
3.105566076528083e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522918699008089,0.11865473538810851,0.022821346098558352,1.5026978560149018e-24,8.181321887581013e-17,3.639076094794079e-11,1.3134109804712378e-16,7.155129605996338e-17,5.131083876642676e-36,2.740894576824347e-07,1.7824707716173762e-32,2.739682372330672e-07,1.215468921095747e-22,1.0011474816851117e-21,3.6585301017118975e-28,3.3801267652163953e-29,1.297330185410883e-12,4.55390677852735e-24,1.4954757403229916e-05,4.4318386942859294e-07,7.1641712344391375e-09,5.582263028149784e-15,1.2585780669403362e-12,1.8719848783244333e-11,8.57767075250868e-15,6.939305877803481e-13,1.7735487912396965e-09,1.654033542607413e-15,4.319740854293203e-15,1.1130036776303139e-24,7.641991124353993e-13,6.290670476068997e-24,2.419305197578343e-22,5.218576653865975e-20,5.920255905093368e-25,1.300503979714828e-12,8.046249426679922e-29,1.5924493159565107e-29,1.2937269514050424e-30,1.6373527156560804e-21,4.0095699457185753e-35,1.718389626664893e-36,4.058336184356621e-58,2.6538230899696136e-32
3.326036846406366e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522907771895398,0.1186536552018248,0.02282133036762799,2.121628516740452e-24,1.0047372389219113e-16,4.1710974330957e-11,1.723320297442154e-16,8.78969309695968e-17,7.811173997550912e-36,2.9354766845543955e-07,2.6825953994836497e-32,2.9340851281972623e-07,1.5940852468098256e-22,1.3171504235517786e-21,5.209048580664321e-28,4.754800316803177e-29,1.4880377057364e-12,6.322394592807128e-24,1.6015356590317893e-05,4.7464512770901855e-07,7.686217694159e-09,6.0449592677302536e-15,1.368543297907672e-12,1.8747440618265934e-11,8.590313673712329e-15,6.949683499337892e-13,1.902234021111365e-09,2.0236509955252034e-15,5.299505575047297e-15,1.6402582844054316e-24,8.25776078118398e-13,8.276059447268365e-24,3.2721382144558964e-22,5.721186986181814e-20,7.777641195265172e-25,1.491412214635303e-12,1.1390346311558006e-28,2.5151039720635394e-29,1.797891462471431e-30,2.1531962955682825e-21,5.852047498107211e-35,2.6013540143947074e-36,8.44425644110352e-58,3.5169982187187496e-32
3.5465076162846494e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228968461887864,0.11865257515722799,0.022821314636771253,2.9280233752459844e-24,1.2177485899612814e-16,4.739374581649115e-11,2.221310756268008e-16,1.0655960609787044e-16,1.1576479136362072e-35,3.1300588466817905e-07,3.9320161357695807e-32,3.12847554219971e-07,2.0541514828400238e-22,1.7026404854774786e-21,7.252390885097094e-28,6.541468113344195e-29,1.6918134242451912e-12,8.58970685081086e-24,1.707581389565099e-05,5.061062122298412e-07,8.209522370507817e-09,6.516529940291103e-15,1.4786656182550094e-12,1.8775032460198024e-11,8.602956598093699e-15,6.9600720413464e-13,2.0311084160877207e-09,2.4430938777094206e-15,6.41694546780746e-15,2.3556072180961938e-24,8.873574736742204e-13,1.069142743077379e-23,4.333979392296967e-22,6.243576826090516e-20,1.0036472442613841e-24,1.6953836122519363e-12,1.5756515633293156e-28,3.855901098017348e-29,2.444727690323749e-30,2.782116506944605e-21,8.359457704659483e-35,3.8319238695946747e-36,1.6736222745378845e-57,4.578360524826694e-32
3.7669783861629326e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228859218880646,0.11865149525429913,0.022821298905988174,3.960955351413917e-24,1.4589125569219506e-16,5.3439033813199014e-11,2.8188231609978484e-16,1.2769288061097586e-16,1.6757076972168694e-35,3.324641063644977e-07,5.631023901925361e-32,3.322853615648013e-07,2.606333282400205e-22,2.1671257942483585e-21,9.900310241254374e-28,8.825382022539362e-29,1.908656514960075e-12,1.145041556505144e-23,1.8136129338217877e-05,5.375671230074495e-07,8.73408518772563e-09,6.9970065196011065e-15,1.5888962029163265e-12,1.8802624293662616e-11,8.615599518603318e-15,6.970471559736876e-13,2.160171971356477e-09,2.915149116383177e-15,7.681042226215568e-15,3.3068476822813587e-24,9.48941071367038e-13,1.3592655300660725e-23,5.636298807751361e-22,6.786576203888712e-20,1.274931408989872e-24,1.9124170158965744e-12,2.1359799773037176e-28,5.757909235900239e-29,3.2613685731104245e-30,3.539489578073733e-21,1.17136361767929e-34,5.510942204865521e-36,3.178296125946258e-57,5.86710679043759e-32
3.987449156041216e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228749989930433,0.11865041549301923,0.022821283175278786,5.2643928811459065e-24,1.7299753012432206e-16,5.984679675540122e-11,3.527913916993757e-16,1.5145031011934237e-16,2.3754697800139398e-35,3.51922333571833e-07,7.899872551685032e-32,3.5172193498520155e-07,3.2618922537894503e-22,2.7207240724904842e-21,1.3281095207299176e-27,1.1702476238895736e-28,2.1385661519838885e-12,1.50093091724621e-23,1.9196302937004665e-05,5.690278600582251e-07,9.259906069991184e-09,7.486420477068216e-15,1.6992015314238266e-12,1.8830216120472116e-11,8.628242436072214e-15,6.980882117147339e-13,2.2894246820842403e-09,3.4425458351507062e-15,9.100765344492787e-15,4.5495578018550944e-24,1.0105257470161114e-12,1.7038538138198316e-23,7.212610730533517e-22,7.35101540951207e-20,1.5971618657318095e-24,2.142511269026807e-12,2.8442477422346636e-28,8.399152149666936e-29,4.277886825541297e-30,4.441659153720787e-21,1.613168480130072e-34,7.759389238272117e-36,5.811628396664604e-57,7.414668380873108e-32
4.207919925919499e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228640775035334,0.11864933587336934,0.022821267444643096,6.887445382320041e-24,2.0326828308336314e-16,6.66169931030886e-11,4.3612422382639936e-16,1.7798544667911833e-16,3.305284673321641e-35,3.7138056630650445e-07,1.0881195991571053e-31,3.711572746121416e-07,4.032676293346523e-22,3.37416258511205e-21,1.754088559806374e-27,1.5279920617301563e-28,2.3815415094994823e-12,1.9381749151316638e-23,2.025633471099493e-05,6.004884233985432e-07,9.786984941455115e-09,7.984803281505745e-15,1.8095586198980263e-12,1.8857807948563193e-11,8.640885354138898e-15,6.991303778683292e-13,2.418866543427787e-09,4.027956735766201e-15,1.0685072133168302e-14,6.147710055200044e-24,1.072110958337108e-12,2.109070933776725e-23,9.098431776009468e-22,7.937724551747196e-20,1.9761674152140234e-24,2.3856652152259526e-12,3.7275455951536175e-28,1.199808552471077e-28,5.5273978358737986e-30,5.505934018961204e-21,2.1870182306571857e-34,1.0720785447509273e-35,1.0274292336547028e-56,9.254749540995744e-32
4.4283906957977824e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228531574193465,0.11864825639533046,0.02282125171408111,8.884602534660852e-24,2.368781000116252e-16,7.374958134192896e-11,5.332057651376336e-16,2.0745183879379528e-16,4.5227668344031245e-35,3.908388045775473e-07,1.4742543981722644e-31,3.905913805765761e-07,4.931110071057736e-22,4.138778085748395e-21,2.284501442923492e-27,1.9676662827006592e-28,2.6375817617697093e-12,2.4694015569162494e-23,2.1316224679169692e-05,6.319488130447725e-07,1.0315321726290156e-08,8.492186399132346e-15,1.919951553009867e-12,1.8885399775376833e-11,8.653528271630442e-15,7.001736605518063e-13,2.5484975505511294e-09,4.673999447862832e-15,1.2442907734789934e-14,8.174280506125466e-24,1.1336963803458119e-12,2.58135670060611e-23,1.1331239742052307e-21,8.54753342151444e-20,2.4180553011114764e-24,2.641877698203038e-12,4.815962818384531e-28,1.6819476971127945e-28,7.046159355948155e-30,6.750585828056681e-21,2.9229600619831654e-34,1.4563709031186336e-35,1.7622513964496773e-56,1.1423365118096702e-31
4.6488614656760656e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45228422387402917,0.11864717705888361,0.022821235983592834,1.1315967345886316e-23,2.7400155100347415e-16,8.124451998326781e-11,6.454187799009824e-16,2.400030314159346e-16,6.095958479163145e-35,4.102970483890993e-07,1.9679037887589008e-31,4.100242530094448e-07,5.970185671440126e-22,5.026516763211284e-21,2.9379375784468577e-27,2.5023959208137006e-28,2.906686083137418e-12,3.108364199476188e-23,2.2375972860507406e-05,6.634090290132745e-07,1.0844916348659955e-08,9.008601293575441e-15,2.030369221900126e-12,1.891299159804832e-11,8.666171187233759e-15,7.012180658816476e-13,2.6783176986147773e-09,5.383237846303327e-15,1.438320513961569e-14,1.0711853140239844e-23,1.195281779803382e-12,3.127420252399923e-23,1.395043314357599e-21,9.181271747631207e-20,2.929206251886464e-24,2.911147561792787e-12,6.142719495229273e-28,2.31806973150937e-28,8.873668110444301e-30,8.194846838588631e-21,3.855892472608425e-34,1.9484420626668934e-35,2.9412813624662658e-56,1.3958877693648053e-31
4.869332235554349e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452283132146618,0.11864609786400987,0.02282122025317827,1.424748309317874e-23,3.148131908071305e-16,8.910176756413034e-11,7.742026540370665e-16,2.7579256594895463e-16,8.104572841174404e-35,4.2975529774180037e-07,2.5916145499756672e-31,4.2945589204167265e-07,7.163453389489999e-22,6.0499341879442696e-21,3.735181800634261e-27,3.146589443269491e-28,3.1888536480254457e-12,3.869974060844566e-23,2.343557927398397e-05,6.948690713204035e-07,1.1375768732702779e-08,9.534079425868425e-15,2.140803918828062e-12,1.8940583418721132e-11,8.678814101931649e-15,7.022636001781208e-13,2.8083269827700816e-09,6.158183336450946e-15,1.6514885201285412e-14,1.3853218492253317e-23,1.2568670215384862e-12,3.754233112790551e-23,1.6997291540985014e-21,9.839769333686457e-20,3.51626966087468e-24,3.193473649955598e-12,7.744295545649978e-28,3.145842437571614e-28,1.1052753567833426e-29,9.858907650981822e-21,5.0260461650412475e-34,2.570959103453288e-35,4.789267205934476e-56,1.6902034124460572e-31
5.089803005432632e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522820405596823,0.11864501881069021,0.022821204522837393,1.775115438463429e-23,3.594875588291346e-16,9.732128264722588e-11,9.210522337999645e-16,3.1497398024898924e-16,1.0641317565753174e-34,4.492135526337829e-07,3.371257135789815e-31,4.4888629780416943e-07,8.525012677527814e-22,7.222195258485108e-21,4.699356102244876e-27,3.915989036502771e-28,3.484083630936607e-12,4.770331869074707e-23,2.4495043938572763e-05,7.263289399825073e-07,1.1907878802550811e-08,1.0068652254485292e-14,2.251250358366094e-12,1.8968175238153993e-11,8.69145701607211e-15,7.03310269719103e-13,2.938525398165767e-09,7.001296108505854e-15,1.8846856652472804e-14,1.770196580136165e-23,1.31845205696208e-12,4.4690224514171884e-23,2.0514936758945553e-21,1.05238559279163e-19,4.1861589057018664e-24,3.4888548067775346e-12,9.66055659524959e-28,4.2095751441191235e-28,1.3629669215535074e-29,1.1763914953351515e-20,6.4794829309023776e-34,3.349913136503604e-35,7.6247971126982195e-56,2.0296001567550525e-31
5.3102737753109154e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522809491132032,0.11864393989890573,0.022821188792570224,2.1905262588696627e-23,4.0819917913860275e-16,1.0590302382095116e-10,1.087516692039051e-15,3.5770080862681634e-16,1.3813298781146812e-34,4.6867181306148934e-07,4.336325901210374e-31,4.6831547042783013e-07,1.0069503238574434e-21,8.557074147934516e-21,5.856063665130338e-27,4.827720452204177e-28,3.792375206453688e-12,5.826758743010282e-23,2.5554366873244576e-05,7.577886350159262e-07,1.2441246482332075e-08,1.0612351235307669e-14,2.36170491356612e-12,1.8995767055068484e-11,8.704099929069263e-15,7.043580807149389e-13,3.068912939948489e-09,7.914986362042867e-15,2.1388016120518302e-14,2.237306819060622e-23,1.3800368698363122e-12,5.279264544184739e-23,2.454829501010314e-21,1.1234361114167597e-19,4.946046801950224e-24,3.797289876470301e-12,1.1934876709640458e-27,5.560969176911326e-28,1.6654181612404393e-29,1.393196927156495e-20,8.268612406506254e-34,4.314912129940348e-35,1.1891979884049627e-55,2.4186402978818866e-31
5.751215315067482e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45227876664153877,0.11864178249986634,0.022821157332256946,3.251053926691741e-23,5.184321962232582e-16,1.2415301892233027e-10,1.485752022599997e-15,4.544048271438672e-16,2.257260471630334e-34,5.075883505042541e-07,6.960745607185785e-31,5.071701167821481e-07,1.3768486184137652e-21,1.1772828127634905e-20,8.862782678991299e-27,7.1538889803104185e-28,4.448139834036573e-12,8.48338468703688e-23,2.7672587628707736e-05,8.207075042620339e-07,1.3511754368135504e-08,1.1727253464112562e-14,2.582629438956601e-12,1.9050950682311128e-11,8.729385752078459e-15,7.064571522013618e-13,3.3302553832338603e-09,9.963497228528404e-15,2.7133425183493413e-14,3.470259045039369e-23,1.503205784900243e-12,7.21721975770409e-23,3.435065840946411e-21,1.2737945277987859e-19,6.765780587395428e-24,4.453317131943277e-12,1.774944660274587e-27,9.375383749187889e-28,2.4263143139278215e-29,1.915037679806649e-20,1.309856552127438e-33,6.941382186621661e-35,2.7375749026661722e-55,3.3651487715119217e-31
6.148062700848391e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45227680289721234,0.11863984132459092,0.02282112901822696,4.520091801588963e-23,6.331998259541094e-16,1.418164128283543e-10,1.9278617669942713e-15,5.551039436411358e-16,3.405222590329656e-34,5.426132530811082e-07,1.0338214222226875e-30,5.421350824790471e-07,1.7880815968193465e-21,1.537381479311289e-20,1.254016529522449e-26,9.936052994489714e-28,5.08299036662502e-12,1.1607908215092104e-22,2.9578501782571403e-05,8.773338929372049e-07,1.447951172992624e-08,1.276219242294409e-14,2.7814710467228102e-12,1.9100615938920687e-11,8.752142989201163e-15,7.083502833614204e-13,3.5661103456424877e-09,1.2071729219126047e-14,3.3108720025542395e-14,5.001836639168716e-23,1.6140568681256946e-12,9.367709156437935e-23,4.5422877953198926e-21,1.418984335580161e-19,8.788452172403895e-24,5.088374451590943e-12,2.4718261103214594e-27,1.4490966782851614e-27,3.321620814439672e-29,2.498772684124632e-20,1.92685513665677e-33,1.0323425767575076e-34,5.4859694855645505e-55,4.437706659295453e-31
6.544910086629301e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45227483960767095,0.11863790060759459,0.02282110070443564,6.152466049375963e-23,7.637616507066451e-16,1.6065277640913073e-10,2.459985265137959e-15,6.696778055171106e-16,5.0080035007025565e-34,5.776381735043699e-07,1.4974854473880875e-30,5.770960548411121e-07,2.2837300960762488e-21,1.9743740732297517e-20,1.7368631612613887e-26,1.3514005628019722e-27,5.760147626022452e-12,1.5566371623570902e-22,3.148395702642145e-05,9.339597193092246e-07,1.5451342567395307e-08,1.382718919847153e-14,2.9803165996716336e-12,1.915028118804944e-11,8.77490022293351e-15,7.102472107091553e-13,3.802578001843279e-09,1.444395418489835e-14,3.9899592757969336e-14,7.036722503579655e-23,1.7249069936965136e-12,1.1954469611779785e-22,5.89433483168821e-21,1.5740235977046153e-19,1.1225674886451212e-23,5.765708479861471e-12,3.3694456069926206e-27,2.176812862719823e-27,4.456301739523494e-29,3.2064415533586094e-20,2.7689600638342368e-33,1.4966940668443846e-34,1.0503548697498095e-54,5.753651594400023e-31
6.941757472410211e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522728767728044,0.11863596034876682,0.02282107239088291,8.219206862765813e-23,9.111349406640008e-16,1.806618690814081e-10,3.0929800149949553e-15,7.9902169694263e-16,7.20202843589999e-34,6.126631117345242e-07,2.121783705139687e-30,6.120530346311822e-07,2.874171770867721e-21,2.4984960165881183e-20,2.360724844563394e-26,1.8043940711167657e-27,6.4796068012862455e-12,2.050779573285556e-22,3.3388953470803375e-05,9.905849834731195e-07,1.6427246437645894e-08,1.49224271477657e-14,3.179163619899174e-12,1.919994643137221e-11,8.797657454044312e-15,7.121479712094809e-13,4.039658323358496e-09,1.7092573808695175e-14,4.755749288343212e-14,9.690666892801041e-23,1.83575620635234e-12,1.5029315145745735e-22,7.523458091329295e-21,1.7393958778837368e-19,1.412810984799677e-23,6.4853124807384364e-12,4.507298986551071e-27,3.1890420022576498e-27,5.873201382452238e-29,4.054352373514203e-20,3.89717251887085e-33,2.1217469073562802e-34,1.9326950944087112e-54,7.348921902551918e-31
7.33860485819112e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45227091439250233,0.11863402054799718,0.022821044077568742,1.0799436473130998e-22,1.0763368052431893e-15,2.0184345053183542e-10,3.838194263886442e-15,9.44030865026634e-16,1.0152689398518902e-33,6.47688067730331e-07,2.9479392887761013e-30,6.470060226119395e-07,3.570286787779781e-21,3.120621906439057e-20,3.155305780752864e-26,2.3700128881426385e-27,7.241363082312671e-12,2.6596202478800335e-22,3.529349122623595e-05,1.0472096855238346e-06,1.7407222897678086e-08,1.6048089600792242e-14,3.3780113757529662e-12,1.9249611667235457e-11,8.820414681776657e-15,7.140526018136512e-13,4.2773512816631995e-09,2.002955090837814e-14,5.613374403962573e-14,1.3095668424238268e-22,1.9466045437970623e-12,1.8646217046727754e-22,9.463536451537906e-21,1.9155846373722297e-19,1.7548818562553782e-23,7.247179719523089e-12,5.929437373364733e-27,4.5690591469734795e-27,7.619483264399743e-29,5.059797172203471e-20,5.3837252686479143e-33,2.9484582860983482e-34,3.4313092806307656e-54,9.26229873557316e-31
