Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CO2X(24),COX(50),H2OX(23),CHOX(53)
3.781749589250226e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44458791689612026,0.11117324142739207,0.022559311284485323,2.8751899848191993e-10,9.984837403614532e-09,8.2956268841884921e-05,1.6688822733070809e-05,1.1844421949557983e-07,2.1307827757373603e-17,0.00033033258156847434,1.0266520926285769e-15,0.00021870862771254144,4.2931892918638497e-12,3.818650381852587e-12,6.3535435203962302e-13,5.7145813218867514e-15,4.1379063354447863e-09,1.1640261363414919e-10,0.0071366901372023278,0.00050762914176287238,6.0756319492568089e-05,8.3253390801985194e-09,1.8536623893577216e-09,4.8590090781285016e-10,2.3304689165510378e-13,6.1576711816871442e-09,1.2598659489996779e-05,1.6806301353008403e-07,1.5025598418131674e-06,1.8303684435884662e-10,7.9091683883528278e-13,5.1890081551247729e-11,7.2560314940881674e-13,5.2556151245835148e-13
3.7989766439498685e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44457732301990632,0.11116326068452678,0.022558137330678525,2.9282233986870101e-10,1.0143788017561337e-08,8.3792083933396596e-05,1.6910046324518798e-05,1.2001555549196191e-07,2.1779040210938663e-17,0.00033180418893072344,1.0500127563697723e-15,0.00021933888447248919,4.3524153179356472e-12,3.9035006443196849e-12,6.4581239400030637e-13,5.8214303569656003e-15,4.1886687184625006e-09,1.1855483083121855e-10,0.0071449391890413853,0.00050975411881093652,6.0924399803303428e-05,8.3835027984905206e-09,1.8618247922033256e-09,4.8797974822334263e-10,2.3408595261862274e-13,6.1916149861507084e-09,1.2632904052379248e-05,1.6947436166035431e-07,1.5185760476713115e-06,1.8642659717475497e-10,8.0091639631763125e-13,5.2576802351171299e-11,7.353260340145312e-13,5.3145388480796215e-13
3.816203698649511e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44456681898362532,0.11115336631090642,0.022556963493670201,2.9819248059770573e-10,1.0304282884123726e-08,8.4631382350430149e-05,1.7132766947842983e-05,1.2160016851771295e-07,2.2257805400037899e-17,0.00033327533566211872,1.0737914738213737e-15,0.00021996670057366103,4.4121731711418996e-12,3.9897636125763561e-12,6.5637312003839484e-13,5.9296629326854337e-15,4.2397483472746825e-09,1.2073663053377303e-10,0.0071531012149997205,0.00051187736143335893,6.1091734616471876e-05,8.4417287434617882e-09,1.8699837605725471e-09,4.9005790340990609e-10,2.3512457860682133e-13,6.2253757310156956e-09,1.2666740516072654e-05,1.7088744978629971e-07,1.5346645999161094e-06,1.8986301981751113e-10,8.1097738500888727e-13,5.3268157700281067e-11,7.4512720242534452e-13,5.3736976468315605e-13
3.833430753349153e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44455640386690681,0.11114355740716232,0.022555789772975222,3.0362982872429971e-10,1.0466327455793595e-08,8.5474152304639415e-05,1.7356981107622585e-05,1.231981037357844e-07,2.2744195645793514e-17,0.00033474601967707309,1.0979936605309604e-15,0.00022059208538216451,4.472464926442299e-12,4.0774546817368421e-12,6.6703665202744113e-13,6.0392878835386572e-15,4.2911451222265748e-09,1.2294827727515636e-10,0.0071611771168020614,0.00051399887412042556,6.1258335219541973e-05,8.5000170253559334e-09,1.8781392832524977e-09,4.9213537066914628e-10,2.3616276638966305e-13,6.2589538496259896e-09,1.2700172044311798e-05,1.7230224702719455e-07,1.5508252336893592e-06,1.93346530353699e-10,8.2109969947897853e-13,5.3964136708556589e-11,7.5500690838617562e-13,5.4330903630684476e-13
3.8506578080487956e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44454607675889629,0.11113383308327188,0.022554616168113429,3.0913479159935695e-10,1.062992718689036e-08,8.6320382134559564e-05,1.7582685270736093e-05,1.2480940615906978e-07,2.3238283439061905e-17,0.00033621623889502786,1.1226247740404485e-15,0.00022121504823715467,4.5332926527986423e-12,4.1665893222682448e-12,6.7780310596745337e-13,6.1503140156968391e-15,4.3428589444872872e-09,1.2519003661340985e-10,0.0071691677868237734,0.00051611866138924912,6.1424212667101147e-05,8.5583677512775889e-09,1.886291349060562e-09,4.9421214730574945e-10,2.3720051283572702e-13,6.2923498127693178e-09,1.2733201835778903e-05,1.7371872344424755e-07,1.5670576869684568e-06,1.9687754847317924e-10,8.312832364760932e-13,5.4664728370570488e-11,7.6496540576663702e-13,5.4927158662930895e-13
3.867884862748438e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44453583675815811,0.11112419245846115,0.022553442678609585,3.1470777588396119e-10,1.0795087533624065e-08,8.7170060303720548e-05,1.7809875868156372e-05,1.2643412065030017e-07,2.3740141438747061e-17,0.00033768599124050293,1.1476903139516998e-15,0.00022183559845063473,4.59465841315543e-12,4.257183079866226e-12,6.8867259206944901e-13,6.2627501067949751e-15,4.3948897160268446e-09,1.2746217512826683e-10,0.0071770741081878947,0.00051823672778208464,6.1589377784938054e-05,8.6167810252004693e-09,1.8944399468446682e-09,4.9628823063247225e-10,2.3823781491275312e-13,6.3255641277515422e-09,1.2765833122818648e-05,1.7513685003189203e-07,1.5833617005387273e-06,2.0045649548433831e-10,8.4152789497526638e-13,5.5369921571033846e-11,7.7500294857986005e-13,5.5525730532554303e-13
3.88511191744808e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44452568297257822,0.11111463466110898,0.022552269303993316,3.2034918756447101e-10,1.0961813954148293e-08,8.8023175398756765e-05,1.8038549296722639e-05,1.2807229192194232e-07,2.4249842470144333e-17,0.00033915527464314823,1.1731958219907769e-15,0.00022245374530726369,4.6565642644207668e-12,4.349251575330335e-12,6.9964521484042607e-13,6.3766049057273189e-15,4.4472373395920475e-09,1.2976496041813798e-10,0.0071848969548611846,0.00052035307786467151,6.1753841174126613e-05,8.6752569477749205e-09,1.9025850654835648e-09,4.9836361797014543e-10,2.3927466968592262e-13,6.3585973372605938e-09,1.2798069169676924e-05,1.7655659870878651e-07,1.5997370179647396e-06,2.0408379430932193e-10,8.5183357623082553e-13,5.6079705090267053e-11,7.8511979100194725e-13,5.612660847704046e-13
3.902338972147723e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44451561451926913,0.11110515882865188,0.022551096043799065,3.2605943196793278e-10,1.113011190860006e-08,8.8879716127515944e-05,1.826870192088887e-05,1.2972396453609886e-07,2.4767459523312415e-17,0.00034062408703779281,1.1991468820708428e-15,0.00022306949806417085,4.719012257447495e-12,4.4428105044389202e-12,7.1072107316870183e-13,6.491887132454605e-15,4.4999017186813239e-09,1.3209866109708635e-10,0.0071926371917491357,0.0005224677162245947,6.1917613215106565e-05,8.7337956159698318e-09,1.9107266938871231e-09,5.0043830664768182e-10,2.4031107431217431e-13,6.3914500181834675e-09,1.282991327076362e-05,1.7797794230854057e-07,1.6161833855606982e-06,2.077598694792546e-10,8.6220018383714884e-13,5.6794067609599419e-11,7.9531618727830722e-13,5.6729782001964698e-13
3.919566026847365e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44450563052447423,0.11109576410748982,0.022549922897566018,3.3183891377782104e-10,1.1299986859129785e-08,8.9739671317169256e-05,1.8500330074448099e-05,1.3138918290441028e-07,2.5293065751478035e-17,0.00034209242636449325,1.2255491203537102e-15,0.00022368286595077759,4.7820044370146043e-12,4.5378756378236182e-12,7.2190026040956347e-13,6.6086054778224946e-15,4.5528827575186137e-09,1.3446354679179417e-10,0.00720029567479005,0.00052458064746967203,6.2080704071754676e-05,8.7923971231733204e-09,1.9188648209965782e-09,5.0251229400205802e-10,2.4134702604172894e-13,6.4241227807847983e-09,1.2861368748939269e-05,1.7940085457017412e-07,1.6327005523599936e-06,2.1148514712944346e-10,8.7262762376784171e-13,5.751299771669494e-11,8.055923917448966e-13,5.7335240881023451e-13
3.9367930815470074e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44449573012347504,0.11108644965289335,0.022548749864838093,3.3768803705008907e-10,1.1471444269923769e-08,9.0603029912324543e-05,1.8733430062232613e-05,1.3306799128795984e-07,2.5826734469471836e-17,0.00034356029056858099,1.2524082053100366e-15,0.00022429385816862517,4.845542841808888e-12,4.6344628208433549e-12,7.3318286447117751e-13,6.7267686033911045e-15,4.6061803610264462e-09,1.368598881385201e-10,0.0072078732510480912,0.00052669187622636266,6.2243123695443259e-05,8.8510615590942486e-09,1.9269994357847906e-09,5.045855773783176e-10,2.4238252221776328e-13,6.4566162676432261e-09,1.2892438953826632e-05,1.8082531012832183e-07,1.6492882700840016e-06,2.1526005499456798e-10,8.8311580441697229e-13,5.8236483910800045e-11,8.159486588864403e-13,5.7942975153224358e-13
3.95402013624665e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44448591246049746,0.11107721462891115,0.022547576945163874,3.4360720522951209e-10,1.1644489607214657e-08,9.1469780973145611e-05,1.8967998161789347e-05,1.3476043379717985e-07,2.6368539152191394e-17,0.00034502767760070875,1.2797298477781715e-15,0.00022490248389121038,4.9096295044068759e-12,4.7325879734578669e-12,7.445689679007081e-13,6.8463851412754426e-15,4.6597944347982466e-09,1.3928795678004729e-10,0.0072153707588053836,0.00052880140713820116,6.2404881829081782e-05,8.9097890093378275e-09,1.935130527256532e-09,5.0665815412958342e-10,2.4341756026831815e-13,6.4889311524337819e-09,1.2923127260147298e-05,1.8225128450320055e-07,1.6659462931102072e-06,2.190850224038561e-10,8.9366463665615986e-13,5.8964514607916077e-11,8.2638524320479998e-13,5.8552975120268293e-13
3.971247190946292e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44447617668862049,0.11106805820827906,0.02254640413809654,3.4959682116630482e-10,1.1819128339283048e-08,9.233991367347844e-05,1.9204030625030416e-05,1.3646655439176105e-07,2.6918553433097746e-17,0.00034649458541689539,1.3075198010216579e-15,0.00022550875226382732,4.9742664512569881e-12,4.8322670901006808e-12,7.5605864797059601e-13,6.9674636939965941e-15,4.7137248850699955e-09,1.4174802536262326e-10,0.0072227890276531769,0.00053090924486425461,6.2565988011136549e-05,8.9685795555889648e-09,1.9432580844487092e-09,5.087300216170334e-10,2.4445213770869388e-13,6.5210681392139208e-09,1.2953437066083059e-05,1.8367875409034622e-07,1.6826743784397291e-06,2.229604802762451e-10,9.0427403386523697e-13,5.9697078145896402e-11,8.3690239923108409e-13,5.9165231347035438e-13
3.9884742456459345e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44446652196968472,0.1110589795723297,0.022545231443193852,3.5565728713299723e-10,1.1995365936454708e-08,9.3213417298986778e-05,1.9441523679858445e-05,1.3818639688056314e-07,2.7476851102744224e-17,0.00034796101197857073,1.3357838607853813e-15,0.0002261126724034162,5.0394557026619847e-12,4.9335162395515497e-12,7.6765197676494574e-13,7.0900128343434789e-15,4.7679716186913331e-09,1.4424036753289053e-10,0.0072301288785820185,0.00053301539407760461,6.2726451579625495e-05,9.0274332756416332e-09,1.9513820964306038e-09,5.1080117720989996e-10,2.4548625214376412e-13,6.5530279614574241e-09,1.2983371791662984e-05,1.8510769615012936e-07,1.6994722856643224e-06,2.2688686111552978e-10,9.1494391196070265e-13,6.0434162789461917e-11,8.4750038164727559e-13,5.9779734658582911e-13
4.005701300345577e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4444569474742025,0.11104997791090332,0.022544058860018083,3.6178900484154824e-10,1.217320787108649e-08,9.4090281245298564e-05,1.9680473531766354e-05,1.399200049215285e-07,2.804350610733085e-17,0.00034942695525261855,1.364527865350381e-15,0.0002267142533984188,5.1051992727616364e-12,5.0363515648083086e-12,7.7934902126597489e-13,7.2140411052450365e-15,4.8225345430961456e-09,1.4676525793480883e-10,0.0072373911240710348,0.00053511985946385384,6.2886281676085973e-05,9.0863502428675552e-09,1.9595025523041415e-09,5.128716182854895e-10,2.4651990125634824e-13,6.5848113807659706e-09,1.301293487717657e-05,1.8653808879706978e-07,1.7163397769329217e-06,2.3086459900549635e-10,9.2567418945042709e-13,6.1175756735138295e-11,8.5817944510706398e-13,6.0396476136533772e-13
4.022928355045219e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44444745238126881,0.11104105242225927,0.022542886388135976,3.6799237546068456e-10,1.2352659617543752e-08,9.4970495016164758e-05,1.9920876365411537e-05,1.416674220215974e-07,2.8618592547292486e-17,0.0003508924132114187,1.3937576955873123e-15,0.00022731350430864049,5.1714991695156611e-12,5.1407892829581265e-12,7.911498434404816e-13,7.3395570196526387e-15,4.8774135662727593e-09,1.4932297220656878e-10,0.0072445765681762491,0.00053722264571965707,6.3045487249509746e-05,9.1453305264610541e-09,1.9676194412041081e-09,5.1494134222915286e-10,2.4755308280994445e-13,6.6164191862597036e-09,1.3042129781612186e-05,1.8796991098895665e-07,1.7332766169177914e-06,2.3489412960504276e-10,9.3646478745739451e-13,6.1921848116116395e-11,8.6893984421592356e-13,6.1015447120173469e-13
4.0401554097448616e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44443803587847264,0.11103220231298863,0.022541714027118721,3.7426779963344501e-10,1.2533726652176926e-08,9.5854048221631868e-05,2.0162728346163971e-05,1.4342869153662581e-07,2.9202184675921352e-17,0.00035235738383288917,1.4234792750085719e-15,0.00022791043416511904,5.2383573946869111e-12,5.2468456850481389e-12,8.0305450032627769e-13,7.4665690604325856e-15,4.9326085967337818e-09,1.5191378697749763e-10,0.0072516860066180024,0.00053932375755127852,6.3204077060243779e-05,9.2043741916489576e-09,1.9757327522983617e-09,5.170103464342787e-10,2.4858579465569386e-13,6.6478521937491998e-09,1.3070959981121878e-05,1.8940314251577787e-07,1.7502825727803542e-06,2.3897589014328638e-10,9.473156297331785e-13,6.2672425007028811e-11,8.7978183375133173e-13,6.1636639203488933e-13
4.057382464444504e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44442869716180988,0.11102342679792765,0.022540541776541845,3.8061567749491362e-10,1.2716414453287517e-08,9.6740930576229666e-05,2.0406025621628345e-05,1.4520385667130486e-07,2.9794356898012599e-17,0.00035382186510052554,1.4536985698190813e-15,0.00022850505196999953,5.305775943824798e-12,5.3545371359554376e-12,8.1506304411855158e-13,7.5950856802684905e-15,4.9881195434856663e-09,1.5453797986495608e-10,0.0072587202268674534,0.00054142319967317315,6.3362059683855915e-05,9.26348129900888e-09,1.9838424747880809e-09,5.1907862830232266e-10,2.4961803471588795e-13,6.6791112443328637e-09,1.3099428967513123e-05,1.9083776398848546e-07,1.7673574141367405e-06,2.4311031941465797e-10,9.5822664271141287e-13,6.3427475428645165e-11,8.9070566843077096e-13,6.2260044230192012e-13
4.0746095191441464e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44441943543559681,0.11101472510007213,0.022539369635985247,3.8703640869012871e-10,1.29007285010848e-08,9.7631131897175217e-05,2.0650764323139766e-05,1.4699296047908333e-07,3.0395183768543294e-17,0.00035528585500344131,1.4844215889657342e-15,0.00022909736669641609,5.3737568062489857e-12,5.4638800742563852e-12,8.2717552225610908e-13,7.7251153015734048e-15,5.0439463159980657e-09,1.5719582947122789e-10,0.0072656800082321832,0.00054352097680659441,6.3519443514959052e-05,9.3226519047358407e-09,1.9919485979079886e-09,5.2114618524277613e-10,2.5064980098569771e-13,6.710197203877655e-09,1.3127540246766204e-05,1.9227375682759953e-07,1.7845009130231291e-06,2.4729785777398361e-10,9.6919775552722031e-13,6.418698735248964e-11,9.0171160281888412e-13,6.2885654295551446e-13
4.091836573843789e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44441024991238415,0.1110060964504925,0.022538197605033079,3.9353039239214705e-10,1.3086674277645893e-08,9.8524642102594342e-05,2.0896940567233058e-05,1.4879604586209159e-07,3.1004739991388956e-17,0.00035674935153640584,1.5156543841855061e-15,0.00022968738728837966,5.44230196503331e-12,5.5748910120952595e-12,8.3939197750745722e-13,7.8566663164114873e-15,5.1000888241730394e-09,1.5988761538040059e-10,0.0072725661219409203,0.00054561709367822661,6.3676236770993848e-05,9.3818860611088836e-09,2.0000511109265189e-09,5.2321301467314277e-10,2.5168109154787544e-13,6.7411109623902801e-09,1.3155297337578345e-05,1.9371110325165207e-07,1.801712843860927e-06,2.5153894713155267e-10,9.8022890001281274e-13,6.4950948705373702e-11,9.1279989169374294e-13,6.3513461743860599e-13
4.109063628543431e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44440113981287288,0.11099754008825026,0.022537025683273763,4.000980273202508e-10,1.3274257266866198e-08,9.9421451209761485e-05,2.1144550457085471e-05,1.5061315557106777e-07,3.1623100418059794e-17,0.00035821235269988281,1.5474030500522326e-15,0.00023027512266067215,5.5114133969899517e-12,5.6875865350521981e-12,8.5171244805668467e-13,7.9897470864290403e-15,5.1565469783141655e-09,1.6261361815523931e-10,0.007279379331227364,0.00054771155501884435,6.3832447495970111e-05,9.4411838156173096e-09,2.0081500031460652e-09,5.2527911401899001e-10,2.5271190455005057e-13,6.7718534324516336e-09,1.3182703769935629e-05,1.9514978626549947e-07,1.8189929834218327e-06,2.5583403094817485e-10,9.9132001075040382e-13,6.5719347373844224e-11,9.2397078976786348e-13,6.4143459161606713e-13
4.1262906832430735e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44439210436582982,0.11098905526031463,0.022535853870299896,4.067397117582812e-10,1.3463482954398202e-08,0.00010032154933335924,2.1393590083932631e-05,1.5244433220528651e-07,3.2250340046469011e-17,0.00035967485650006611,1.5796737240220545e-15,0.00023086058169874681,5.5810930726538623e-12,5.8019833020104162e-12,8.6413696758910114e-13,8.1243659427947786e-15,5.2133206890955929e-09,1.6537411933405219e-10,0.0072861203914131529,0.00054980436556199776,6.3988083564160296e-05,9.5005452111799853e-09,2.0162452639031923e-09,5.2734448071390925e-10,2.5374223820271903e-13,6.8024255487535326e-09,1.3209763083710618e-05,1.9658978964851009e-07,1.8363411107928378e-06,2.6018355423022385e-10,1.0024710250913587e-12,6.6492171208553998e-11,9.3522455145455866e-13,6.4775639380086242e-13
4.143517737942716e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44438314280800462,0.11098064122148074,0.02253468216570825,4.1345584357308412e-10,1.365435682759862e-08,0.00010122492668375759,2.1644055528457701e-05,1.5428961821248963e-07,3.2886534019743374e-17,0.00036113686094891645,1.6124725864775366e-15,0.00023144377325863422,5.6513429562674079e-12,5.9180980450227037e-12,8.7666556537659692e-13,8.2605311861490792e-15,5.2704098675311238e-09,1.6816940142754819e-10,0.0072927900499899717,0.00055189553004272071,6.4143152683745352e-05,9.5599702869732683e-09,2.0243368825687794e-09,5.2940911219947966e-10,2.5477209080618636e-13,6.8328282677572034e-09,1.3236478827286923e-05,1.9803109794261587e-07,1.853757007341213e-06,2.645879635246694e-10,1.0136818831302973e-12,6.7269408028546803e-11,9.4656143144002735e-13,6.5409995473906281e-13
4.160744792642358e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44437425438404804,0.11097229723428809,0.022533510569099691,4.2024682023304911e-10,1.3846884375467583e-08,0.00010213157356531481,2.189594286215363e-05,1.561490558888189e-07,3.3531757625049427e-17,0.00036259836406419616,1.6458058607704528e-15,0.00023202470616685503,5.7221650057652833e-12,6.0359475691771761e-12,8.8929826636268361e-13,8.3982510865621033e-15,5.3278144249433528e-09,1.7099974791568834e-10,0.0072993890467007915,0.00055398505319627139,6.4297662400415116e-05,9.619459077333634e-09,2.0324248485482507e-09,5.3147300592533559e-10,2.5580146072071846e-13,6.8630625659146002e-09,1.3262854556212242e-05,1.9947369644026611e-07,1.8712404566795017e-06,2.690477069140971e-10,1.0249525277571554e-12,6.8051045625455381e-11,9.579816843859678e-13,6.6046520751691472e-13
4.1779718473420006e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44436543834643022,0.1109640225689401,0.022532339080079167,4.2711303882673403e-10,1.4041071088571758e-08,0.00010304148037469944,2.2149248148658432e-05,1.5802268737875114e-07,3.4186086292448713e-17,0.00036405936386950361,1.6796798132632521e-15,0.00023260338922033764,5.7935611727596476e-12,6.1555487524622667e-12,9.0203509124718013e-13,8.5375338835006158e-15,5.3855342729328684e-09,1.7386544324452821e-10,0.007305918113620277,0.00055607293975689254,6.4451620100916331e-05,9.6790116118171888e-09,2.0405091512817868e-09,5.335361593491301e-10,2.5683034635578723e-13,6.8931294391955877e-09,1.3288893831877163e-05,2.0091757117229222e-07,1.8887912446305917e-06,2.7356323401171699e-10,1.0362829046819991e-12,6.8837071767621825e-11,9.6948556444873514e-13,6.6685208759376264e-13
4.195198902041643e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4443566939553602,0.11095581650322485,0.022531167698255632,4.3405489608155525e-10,1.4236922458981345e-08,0.00010395463759923512,2.2403967445063458e-05,1.5991055467503532e-07,3.4849595593801963e-17,0.00036551985839430645,1.7141007533691984e-15,0.00023317983118634233,5.8655334025255107e-12,6.2769185456309554e-12,9.1487605657050965e-13,8.6783877858032148e-15,5.4435693233476243e-09,1.767667728230545e-10,0.0073123779752343587,0.00055815919445660058,6.4605033016547676e-05,9.7386279165251687e-09,2.0485897802444415e-09,5.3559856993647328e-10,2.5785874621548351e-13,6.9230299031549609e-09,1.3314600220220641e-05,2.0236270889565806e-07,1.9064091591928679e-06,2.7813499595636065e-10,1.0476729623834356e-12,6.9627474204133039e-11,9.8107332612578078e-13,6.7326053280643938e-13
4.212425956741285e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4443480204787062,0.11094767832243588,0.022529996423242046,4.4107278838252997e-10,1.4434443980202555e-08,0.00010487103581526779,2.2660096803194604e-05,1.6181269961863182e-07,3.5522361241684872e-17,0.00036697984567397391,1.7490750335911918e-15,0.00023375404080239079,5.9380836339863405e-12,6.4000739720642052e-12,9.278211747975688e-13,8.8208209716639659e-15,5.5019194882525102e-09,1.7970402302001365e-10,0.0073187693485189621,0.00056024382202400223,6.4757908226607057e-05,9.7983080127758278e-09,2.0566667249463514e-09,5.3766023516102032e-10,2.588866588618386e-13,6.9527649908974628e-09,1.3339977290464713e-05,2.0380909708114168e-07,1.9240939905055079e-06,2.8276344540746592e-10,1.0591226521577854e-12,7.0422240668767061e-11,9.927452240095581e-13,6.7969048324459992e-13
4.229653011440928e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44433941719191694,0.11093960731929449,0.022528825254655275,4.4816711179106074e-10,1.4633641147086568e-08,0.00010579066568655662,2.291763227086651e-05,1.6372916389865426e-07,3.6204459088326437e-17,0.00036843932374980965,1.7846090495592707e-15,0.00023432602677620095,6.0112137996999289e-12,6.5250321276336249e-12,9.4087045440114457e-13,8.9648415886241e-15,5.560584679899053e-09,1.8267748116073367e-10,0.0073250929430179485,0.00056232682718313702,6.4910252661783721e-05,9.8580519168298809e-09,2.0647399749329529e-09,5.3972115250444867e-10,2.5991408288681462e-13,6.982335752482357e-09,1.3365028613874933e-05,2.052567239009674e-07,1.9418455308139343e-06,2.8744903654005186e-10,1.0706319281579722e-12,7.1221358883861325e-11,1.0045015119009896e-12,6.8614188128663598e-13
4.24688006614057e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44433088337794341,0.11093160279387246,0.022527654192116119,4.5533826206374708e-10,1.4834519455758343e-08,0.00010671351796268836,2.3176569893109645e-05,1.656599890523126e-07,3.6895965124606316e-17,0.00036989829066908165,1.8207092400667953e-15,0.00023489579778562765,6.0849258258444706e-12,6.6518101805633266e-12,9.5402389994483178e-13,9.1104577535717221e-15,5.6195648106954274e-09,1.8568743552393936e-10,0.0073313494609202091,0.00056440821465234198,6.5062073107492507e-05,9.9178596418817606e-09,2.0728095197850823e-09,5.4178131945635493e-10,2.6094101698429244e-13,7.0117432555588583e-09,1.338975776254677e-05,2.0670557821634095e-07,1.9596635744354616e-06,2.9219222503968227e-10,1.0822007473118757e-12,7.2024816564098741e-11,1.0163424439973544e-12,6.9261467163643603e-13
4.2641071208402124e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44432241832716168,0.11092366405351589,0.02252648323524923,4.6258663467120569e-10,1.5037084403547289e-08,0.0001076395834775162,2.3436905713370368e-05,1.6760521646485929e-07,3.7596955479059811e-17,0.00037135674448505286,1.8573820871053225e-15,0.00023546336247860829,6.1592216322048984e-12,6.7804253712909776e-12,9.6728151216544074e-13,9.2576775527492448e-15,5.6788597931767822e-09,1.8873417533856039e-10,0.0073375395971359975,0.00056648798914314777,6.5213376207160219e-05,9.9777311965405706e-09,2.080875349119145e-09,5.438407335143701e-10,2.6196745990958768e-13,7.0409885830532221e-09,1.3414168308222078e-05,2.081556495649409e-07,1.9775479177251692e-06,2.9699346809741818e-10,1.0938290693637327e-12,7.2832601420201409e-11,1.0282682748358523e-12,6.991088011593373e-13
4.281334175539855e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44431402133729642,0.1109157904127694,0.022525312383683056,4.699126248168954e-10,1.5241341488883065e-08,0.00010856885314762257,2.3698635774684054e-05,1.6956488736953724e-07,3.8307506416894642e-17,0.00037281468325701088,1.8946341158981673e-15,0.0002360287294731141,6.2341031321594324e-12,6.9108950123280437e-12,9.8064328805484374e-13,9.4065090417684811e-15,5.7384695399757263e-09,1.9181799078053303e-10,0.0073436640393724313,0.00056856615535920028,6.5364168465454714e-05,1.0037666583962794e-08,2.0889374525873511e-09,5.4589939218415771e-10,2.6299341042051926e-13,7.070072832268945e-09,1.343826382113119e-05,2.0960692814840254e-07,1.9954983590420131e-06,3.0185322440475953e-10,1.1055168569385424e-12,7.3644701162547243e-11,1.0402792577766562e-12,7.0562421891286965e-13
4.298561230239497e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44430569171334544,0.11090798119330156,0.022524141637049855,4.7731662745593193e-10,1.5447296211217004e-08,0.00010950131797080711,2.3961756120821157e-05,1.7153904284752942e-07,3.9027694339080086e-17,0.00037427210505029624,1.9324718949326562e-15,0.00023659190735710584,6.3095722326663703e-12,7.043236488119199e-12,9.9410922094124834e-13,9.556960245633108e-15,5.7983939637932515e-09,1.9493917296959515e-10,0.0073497234682082359,0.00057064271799520398,6.55144562514524e-05,1.0097665804703562e-08,2.0969958198777966e-09,5.4795729297926082e-10,2.6401886738569157e-13,7.0989971162918171e-09,1.3462047868859824e-05,2.110594048197197e-07,2.0135146987152177e-06,3.067719541485774e-10,1.1172640754266095e-12,7.4461103504706646e-11,1.0523756465764284e-12,7.1216087623384618e-13
4.3157882849391395e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44429742876750411,0.11090023572383086,0.022522970994985594,4.8479903731387084e-10,1.5654954070956419e-08,0.000110436969024599,2.422626279740644e-05,1.7352772382791154e-07,3.9757595781442038e-17,0.00037572900793633116,1.9709020359910698e-15,0.00023715290468849523,6.3856308342511062e-12,7.1774672549009358e-12,1.0076793005698592e-12,9.7090391587683986e-15,5.8586329773700542e-09,1.9809801396607474e-10,0.0073557185571677007,0.00057271768173589586,6.5664245801758342e-05,1.0157728855127163e-08,2.105050440714597e-09,5.5001443342123869e-10,2.650438297483478e-13,7.1277625614226924e-09,1.3485524015246878e-05,2.1251307107062062e-07,2.0315967390109486e-06,3.1175011900603553e-10,1.1290706930079985e-12,7.5281796166885873e-11,1.0645576957680056e-12,7.1871872652785688e-13
