Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CH3X(55),C2H4(47),COX(50),CHOX(53),O(29),acetyl(44),C2H4X(215),CH4OX(63),C2H4X(70),C2H6X(52),OH(D)X(68)
1.8509510067261504e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522980912259526,0.11866088501449182,0.02282143561867948,0.0,1.939161492185505e-17,1.2815844957397035e-11,2.4190910342814705e-16,1.5160221126350607e-17,3.416215171452595e-36,1.6336356528213012e-07,8.127834762257148e-34,1.633174650706731e-07,1.5636543248116045e-23,1.4434123742149098e-22,4.0195545736738174e-28,4.028015983276e-29,4.612233650361984e-13,1.5721298189190485e-23,8.916590007621316e-06,2.64146489382138e-07,3.776238591639646e-09,5.229134499599407e-14,6.417568059782055e-13,1.624386645119612e-10,4.396572888426635e-19,7.444556252738547e-14,6.837734992930072e-13,8.976472922347888e-10,5.777149232354297e-17,9.042017091875096e-16,4.144029164024131e-13,7.627339643241768e-23,3.6080514130135497e-22,9.544902487453269e-26,4.628561531356526e-13,8.352298119968791e-29,1.8331997207606754e-27,8.576194573235654e-28,4.481994821306001e-30,2.0739964816330774e-22,9.687448742014653e-19
1.8748143026529163e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522979728600475,0.11866076800322946,0.022821433915947858,0.0,2.0133957100656955e-17,1.3148140479817241e-11,2.5291655556868613e-16,1.5753931832401222e-17,3.678295819851402e-36,1.6546972813760599e-07,8.774328494193917e-34,1.6542245877852395e-07,1.645257556006699e-23,1.515192154663227e-22,4.2685475339777025e-28,4.2715624655051576e-29,4.731923699090942e-13,1.615963902040649e-23,9.031481332946854e-06,2.675519050125689e-07,3.831639138773315e-09,5.3079701170426333e-14,6.531863553675616e-13,1.6248315592857247e-10,4.469175463046165e-19,7.446595428128722e-14,6.839681841416092e-13,9.113586920120964e-10,5.953192748375796e-17,9.39573014226112e-16,4.2102593029491987e-13,7.740422832625506e-23,3.8029119992831555e-22,9.982740324812918e-26,4.748403417103648e-13,8.864849155028186e-29,1.8895002762998497e-27,9.05647138194538e-28,4.607772738569591e-30,2.1828815095570162e-22,9.986553923175439e-19
1.922540894506448e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229773613317076,0.11866053398568889,0.022821430510487146,0.0,2.1674418373717193e-17,1.3825482524501567e-11,2.7593513011341063e-16,1.6987457269658518e-17,4.2515078899964644e-36,1.696820540178201e-07,1.0196164589610114e-33,1.6963240278479556e-07,1.8179573302569495e-23,1.6668227128052309e-22,4.801952849570833e-28,4.7919847480106665e-29,4.975902781954713e-13,1.7051018132013742e-23,9.26125899260307e-06,2.7436273015708907e-07,3.942497372501758e-09,5.466193704571568e-14,6.761067256246971e-13,1.6256780565361871e-10,4.614919602410539e-19,7.450475827468846e-14,6.843395493139917e-13,9.387924543690985e-10,6.31329394501406e-17,1.0130558577726162e-15,4.342799143004962e-13,7.96581943459804e-23,4.2147680456358776e-22,1.0898491465332178e-25,4.992681071516485e-13,9.960889390584633e-29,2.004581444485283e-27,1.0078887478130532e-27,4.8635734864916876e-30,2.4134474860583835e-22,1.0599174619963426e-18
1.9654948271746265e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229752308460747,0.11866032337558419,0.0228214274455754,0.0,2.3125647565597852e-17,1.4449626199442117e-11,2.9782345824683345e-16,1.8151254475453867e-17,4.827500703021646e-36,1.7347314750583292e-07,1.1634905299543485e-33,1.734213029046589e-07,1.9846426920296085e-23,1.8128580136914815e-22,5.324479552529957e-28,5.300185725643733e-29,5.200726759984035e-13,1.7869883914291335e-23,9.468053196691398e-06,2.804924658146373e-07,4.042333056493347e-09,5.609224826313234e-14,6.968005930136003e-13,1.626396734858612e-10,4.74670427423183e-19,7.453769977473682e-14,6.846558986002646e-13,9.63494714598982e-10,6.646520952861046e-17,1.0823771961509023e-15,4.4621668337013464e-13,8.167829581025364e-23,4.611503397112378e-22,1.176945594488298e-25,5.217767906692866e-13,1.1032103150835395e-28,2.110971616867294e-27,1.1072888772946063e-27,5.098594404685602e-30,2.636140089810106e-22,1.1166973572963315e-18
2.008448759842805e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522973100413754,0.11866011277086207,0.022821424380666394,0.0,2.4639637193586172e-17,1.5087540330176384e-11,3.20852047243089e-16,1.9367031563648334e-17,5.465298528806353e-36,1.772642411824483e-07,1.3238688968197678e-33,1.7721015614431874e-07,2.1624792154946393e-23,1.968371405558483e-22,5.889604135616393e-28,5.848178673704528e-29,5.430517560338984e-13,1.8704376530023954e-23,9.674842010775973e-06,2.8662219486676116e-07,4.142226889839849e-09,5.752852940626741e-14,7.17552079512341e-13,1.627080506036605e-10,4.879072142636307e-19,7.456904475412608e-14,6.849578348649387e-13,9.882076243443187e-10,6.988403185080717e-17,1.1547871070121139e-15,4.581603238123999e-13,8.369072746898421e-23,5.03385349879982e-22,1.2685966469464204e-25,5.447815970550891e-13,1.2188057250080058e-28,2.2200198485048888e-27,1.2140576412564604e-27,5.338126057126152e-30,2.8738888828487623e-22,1.1750360103253022e-18
2.0514026925109833e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452297097003476,0.11865990217152243,0.022821421315760145,0.0,2.6217696418306342e-17,1.5739224595752005e-11,3.4505012879353416e-16,2.0635924365473036e-17,6.169862985646015e-36,1.8105533505055005e-07,1.5022280027129914e-33,1.809989625047917e-07,2.3519473914785975e-23,2.133771028961388e-22,6.499686455717602e-28,6.438009881624266e-29,5.665275140502692e-13,1.9554400786293396e-23,9.881625434997337e-06,2.9275191731357693e-07,4.2421773933670756e-09,5.897078308811565e-14,7.383571857073427e-13,1.6277343084057246e-10,5.012023860743918e-19,7.459901335272451e-14,6.852474532782496e-13,1.0129306892368104e-09,7.338941141605898e-17,1.2303526077694558e-15,4.701100813172511e-13,8.569584030015141e-23,5.482710141187881e-22,1.3649201462649592e-25,5.682825177487494e-13,1.3433132380534628e-28,2.3317162015503217e-27,1.328566335310831e-27,5.582139581337929e-30,3.127356514296523e-22,1.2349344993678599e-18
2.0943566251791618e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522968839709103,0.11865969157756513,0.022821418250856644,0.0,2.7861134394786786e-17,1.6404678676959565e-11,3.704469365222688e-16,2.1959068708774245e-17,6.946425722978834e-36,1.8484642911291913e-07,1.70014061478908e-33,1.8478772198708772e-07,2.5535373355070152e-23,2.3094738382656514e-22,7.157158744071793e-28,7.071777424126278e-29,5.904999457968958e-13,2.0419883987063777e-23,1.008840346949603e-05,2.9888163315520103e-07,4.342183297350872e-09,6.041901208674577e-14,7.592121898268706e-13,1.6283623807705815e-10,5.145560129678019e-19,7.462779406842029e-14,6.855265527982264e-13,1.0376634849318062e-09,7.698135655238554e-17,1.3091406980449265e-15,4.820652843057915e-13,8.769399390110089e-23,5.95896782290366e-22,1.4660341190931076e-25,5.922795441901475e-13,1.4771820160509893e-28,2.4460512070663617e-27,1.4511961458728783e-27,5.830612603409993e-30,3.397219803399072e-22,1.2963937893346923e-18
2.1373105578473402e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229667094367937,0.11865948098898998,0.022821415185955898,0.0,2.9571260273698866e-17,1.7083902256089412e-11,3.970717070646346e-16,2.333760041776907e-17,7.800496515901473e-36,1.886375233722252e-07,1.9192798607698974e-33,1.8857643459221102e-07,2.7677487571825715e-23,2.4959055999772087e-22,7.864526231580875e-28,7.751631165023252e-29,6.149690470242611e-13,2.1300775843598252e-23,1.0295176114412598e-05,3.050113423917498e-07,4.44224351171794e-09,6.187321933373012e-14,7.801136284374098e-13,1.6289683618639474e-10,5.279681690601132e-19,7.465557062237989e-14,6.857966531771157e-13,1.0624056471551043e-09,8.065987863955392e-17,1.3912183596816124e-15,4.940253348324915e-13,8.968555467263089e-23,6.463523535581667e-22,1.5720567796688994e-25,6.167726678193504e-13,1.6208723189171632e-28,2.5630158752566337e-27,1.5823381588010664e-27,6.0835292138192166e-30,3.684169733045631e-22,1.3594147435419434e-18
2.1802644905155187e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452296457921784,0.1186592704057969,0.022821412121057916,0.0,3.134938320240089e-17,1.7776895016724664e-11,4.249536810526567e-16,2.4772655312835854e-17,8.737871427467128e-36,1.924286178310213e-07,2.1614233444677618e-33,1.9236510032116065e-07,2.995090929660248e-23,2.6935008912232987e-22,8.624367775568126e-28,8.479772762866588e-29,6.39934813483987e-13,2.2197048362619967e-23,1.0501943369887578e-05,3.111410450233388e-07,4.54235710054866e-09,6.333340789963961e-14,8.010582784965237e-13,1.629555375637976e-10,5.414389318368798e-19,7.468247991333612e-14,6.860590825814737e-13,1.0871568631596224e-09,8.442499184161617e-17,1.4766525567548692e-15,5.059897004943796e-13,9.1670894341864e-23,6.997276569166477e-22,1.6831065317811928e-25,6.417618800766094e-13,1.7748555104073095e-28,2.682601703515862e-27,1.7223933669451805e-27,6.340879936479012e-30,3.9889114432890476e-22,1.4239981342579226e-18
2.223218423183697e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522962449052247,0.11865905982798573,0.022821409056162693,0.0,3.319681232582301e-17,1.8483656643562227e-11,4.541221040139228e-16,2.626536921033402e-17,9.764641037368835e-36,1.9621971249174075e-07,2.428457338168518e-33,1.961537191749315e-07,3.236082659217283e-23,2.902703098365131e-22,9.439336487817267e-28,9.258455678250064e-29,6.653972409288644e-13,2.3108695717036766e-23,1.0708705236061503e-05,3.1727074105008434e-07,4.642523260141077e-09,6.479958097737677e-14,8.220431406433798e-13,1.6301261044812552e-10,5.549683816413244e-19,7.470863095635401e-14,6.863149910831666e-13,1.111916864398197e-09,8.827671285226833e-17,1.5655102355825452e-15,5.179579072238738e-13,9.365038877349495e-23,7.5611283354200235e-22,1.7993019701804988e-25,6.672471724023621e-13,1.9396140641019724e-28,2.8048006827129998e-27,1.871772676745054e-27,6.602661692464981e-30,4.312164224866319e-22,1.4901446521618916e-18
2.2661723558518756e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229603189400225,0.11865884925555632,0.022821405991270236,0.0,3.511485678721396e-17,1.9204186822259697e-11,4.846062271855185e-16,2.7816877922450696e-17,1.0887198738575912e-35,2.0001080735669652e-07,2.7223810533422366e-33,1.9994229115451488e-07,3.491252254919991e-23,3.123964415739347e-22,1.0312160363804675e-27,1.0089985182674571e-28,6.913563251128818e-13,2.403573410242188e-23,1.0915461713074903e-05,3.2340043047210204e-07,4.742741300309181e-09,6.627174187163388e-14,8.430654236793449e-13,1.6306828515560544e-10,5.685566012616051e-19,7.473414986348256e-14,6.865653297368375e-13,1.1366854202887243e-09,9.221506065508946e-17,1.6578583247343483e-15,5.299295329012303e-13,9.562441703124161e-23,8.155982208560552e-22,1.9207618817576524e-25,6.932285362372295e-13,2.115641569572765e-28,2.929605301971671e-27,2.0308969139570838e-27,6.868877759387981e-30,4.654661512719846e-22,1.5578549147882781e-18
2.309126288520054e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522958188881168,0.11865863868850854,0.022821402926380546,0.0,3.710482572878438e-17,1.9938485239306404e-11,5.164353082496632e-16,2.9428317257069075e-17,1.2112249101082236e-35,2.0380190242808114e-07,3.0453109882347352e-33,2.0373081626089868e-07,3.7611374983860204e-23,3.35774584450983e-22,1.1245642912969558e-27,1.0976718368789774e-28,7.1781206179125e-13,2.497820158384467e-23,1.1122212801068306e-05,3.295301132895078e-07,4.84301062842773e-09,6.774989398894887e-14,8.641225301281675e-13,1.6312275942578654e-10,5.822036755885932e-19,7.475912370910881e-14,6.868109389065494e-13,1.1614623328556786e-09,9.624005630218569e-17,1.7537637350405092e-15,5.419042016702276e-13,9.759336064226239e-23,8.782743380947555e-22,2.0476052462638723e-25,7.197059630220169e-13,2.303442738663993e-28,3.0570085523405423e-27,2.2001968286424232e-27,7.139537727781275e-30,5.017150879519796e-22,1.6271294740926576e-18
2.3520802211882324e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229560588756895,0.11865842812684221,0.02282139986149363,0.0,3.916802829226738e-17,2.0686551581911022e-11,5.496386119971164e-16,3.1100823017655144e-17,1.3446816302821422e-35,2.0759299770796873e-07,3.399485352009802e-33,2.075192944950683e-07,4.0462856136419386e-23,3.6045171916229463e-22,1.2242663789897518e-27,1.1921064161870413e-28,7.447644467204251e-13,2.593615793632839e-23,1.1328958500182233e-05,3.35659789502417e-07,4.9433307356520795e-09,6.923404082392425e-14,8.852120427949287e-13,1.6317620302209811e-10,5.95909691328431e-19,7.478360875709035e-14,6.870525608753402e-13,1.1862474321256412e-09,1.003517227103858e-16,1.8532933595998594e-15,5.538815788719692e-13,9.95576030359547e-23,9.44231873226563e-22,2.179951236495694e-25,7.466794441977135e-13,2.5035334118588635e-28,3.1870039296344894e-27,2.380113099515058e-27,7.414657455473996e-30,5.400394029187864e-22,1.6979688232395399e-18
2.395034153856411e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229539289235904,0.11865821757055725,0.022821396796609477,0.0,4.130577361941041e-17,2.1448385537903328e-11,5.84245410925063e-16,3.2835531003160034e-17,1.4898252627642952e-35,2.1138409319831726e-07,3.787268564931766e-33,2.1130772585800685e-07,4.347253237075727e-23,3.864757068856706e-22,1.3306179426304543e-27,1.2925483332397915e-28,7.722134756581278e-13,2.6909684481317297e-23,1.153569881055721e-05,3.4178945911094526e-07,5.043701184992127e-09,7.072418595377399e-14,9.063317122503628e-13,1.6322876169590753e-10,6.096747367621312e-19,7.480769725997645e-14,6.872907836812413e-13,1.211040572167183e-09,1.0455008447426145e-16,1.9565140737874044e-15,5.6586136652614e-13,1.0151752912238414e-22,1.013561671086472e-21,2.317919218414268e-25,7.741489712054912e-13,2.7164405647126808e-28,3.319585436656023e-27,2.5710963377302978e-27,7.694259020676894e-30,5.805166790422647e-22,1.770373402696192e-18
2.4379880865245893e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229517990248713,0.1186580070196535,0.022821393731728104,0.0,4.351937085240604e-17,2.2223986795652946e-11,6.202849857746139e-16,3.463357700793618e-17,1.6474247030632147e-35,2.1517518890097162e-07,4.211155834544715e-33,2.1509611035069513e-07,4.66460638748432e-23,4.1389528919581246e-22,1.443922366373139e-27,1.3992488509645901e-28,8.001591443633631e-13,2.789888392081979e-23,1.1742433732333751e-05,3.4791912211520813e-07,5.144121601184601e-09,7.222033303196026e-14,9.27479445183576e-13,1.6328056058980293e-10,6.23498901544344e-19,7.483144814695522e-14,6.875261350096277e-13,1.235841627675521e-09,1.0883516769415753e-16,2.0634927352614512e-15,5.77843299307353e-13,1.0347352499655395e-22,1.0863547226233935e-21,2.4616287511448295e-25,8.021145354867051e-13,2.9427023143394396e-28,3.4547475849467354e-27,2.7736070901736117e-27,7.97837067428124e-30,6.23225911022679e-22,1.844343605695512e-18
2.4809420191927678e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229496691795346,0.11865779647413077,0.022821390666849503,0.0,4.5810129134269777e-17,2.3013355043998478e-11,6.577866260127243e-16,3.649609682166564e-17,1.8182833770878767e-35,2.1896628481766748e-07,4.6737778076285626e-33,2.188844479741125e-07,4.9989204362161044e-23,4.427600879860388e-22,1.564490838686237e-27,1.512464419617198e-28,8.28601448596437e-13,2.890388017080561e-23,1.1949163265652368e-05,3.5404877851532096e-07,5.244591661972736e-09,7.372248577226846e-14,9.486532935659328e-13,1.6333170715297638e-10,6.373822765308621e-19,7.48548783152902e-14,6.877591058168919e-13,1.2606504910529425e-09,1.1320699981860983e-16,2.174296183970355e-15,5.898271409657455e-13,1.0542597775954374e-22,1.1627021551610562e-21,2.6111995865874526e-25,8.305761284828932e-13,3.182867925930691e-28,3.5924853962123495e-27,2.9881158423073297e-27,8.267026791834106e-30,6.682475047436051e-22,1.9198797831293507e-18
2.5238959518609462e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229475393875823,0.11865758593398898,0.022821387601973685,0.0,4.8179357609173166e-17,2.381648997218422e-11,6.967796302631515e-16,3.842422622929843e-17,2.0032401111727152e-35,2.2275738095003548e-07,5.177905297644865e-33,2.2267273872923684e-07,5.35078007740817e-23,4.731206053972448e-22,1.692642415738425e-27,1.6324566783121456e-28,8.575403841189699e-13,2.992481819534568e-23,1.215588741065357e-05,3.601784283113991e-07,5.345111090540741e-09,7.523064794686798e-14,9.698514445693888e-13,1.6338229363988087e-10,6.513249536304706e-19,7.487805966531542e-14,6.879900532968299e-13,1.2854670699193372e-09,1.176656095015308e-16,2.288991242158932e-15,6.018126811423064e-13,1.0737527542260635e-22,1.24269522357504e-21,2.766751668955862e-25,8.595337416357757e-13,3.437497819287396e-28,3.7327944035577366e-27,3.215103020630911e-27,8.560267825642026e-30,7.156632766250469e-22,1.9969822479321722e-18
2.5668498845291247e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522945409649014,0.118657375399228,0.022821384537100642,0.0,5.0628365422739436e-17,2.4633391269809862e-11,7.372933066913076e-16,4.0419101010999835e-17,2.203170008850788e-35,2.26548477299605e-07,5.726454087302456e-33,2.2646098261704444e-07,5.720779298318036e-23,5.0502822375334655e-22,1.8287040848305424e-27,1.7594924566253092e-28,8.86975946693911e-13,3.0961863842777356e-23,1.2362606167477869e-05,3.6630807150355785e-07,5.44567964915846e-09,7.674482338623621e-14,9.910722111843002e-13,1.634323992565818e-10,6.653270256780772e-19,7.490103902465506e-14,6.882193008818092e-13,1.3102912849538149e-09,1.2221102647317398e-16,2.4076447143745975e-15,6.137997325328151e-13,1.0932180688332395e-22,1.3264253022938743e-21,2.928405134375593e-25,8.88987366387255e-13,3.7071635753512896e-28,3.875670652651892e-27,3.455058994805924e-27,8.858140257395808e-30,7.655564529767695e-22,2.075651279011139e-18
2.609803817197303e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229432799638325,0.11865716486984763,0.022821381472230375,0.0,5.315846172230685e-17,2.5464058626786375e-11,7.793569733476152e-16,4.248185694210488e-17,2.4189853343767254e-35,2.3033957386780944e-07,6.322489805923804e-33,2.3024917963851088e-07,6.109521349749591e-23,5.385352055025431e-22,1.9730108278664518e-27,1.8938437762607422e-28,9.169081320855489e-13,3.201520368487136e-23,1.2569319536265763e-05,3.724377080919123e-07,5.546297133688209e-09,7.826501596016196e-14,1.0123140234871485e-12,1.6348209200641102e-10,6.793885863233194e-19,7.492380138607851e-14,6.884471882720395e-13,1.3351230680425702e-09,1.268432814231167e-16,2.5303233874732602e-15,6.257881283611431e-13,1.1126596197901906e-22,1.4139838780437953e-21,3.0962803102658273e-25,9.189369941794166e-13,3.9924479427289026e-28,4.0211107029176714e-27,3.708484079488716e-27,9.160696551603623e-30,8.180116693518668e-22,2.155887124770818e-18
2.6527577498654815e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522941150332036,0.11865695434584778,0.022821378407362897,0.0,5.577095565716318e-17,2.6308491733294022e-11,8.22999958473538e-16,4.461362979307945e-17,2.6516364030001164e-35,2.341306706559901e-07,6.969232881335435e-33,2.3403732979461058e-07,6.517618716572978e-23,5.736946931638425e-22,2.1259056848567186e-27,2.0357878527748373e-28,9.473369360595224e-13,3.3085044859704566e-23,1.2776027517157753e-05,3.785673380765776e-07,5.646963368718001e-09,7.97912295780885e-14,1.03357542051363e-12,1.6353143027578694e-10,6.935097299339376e-19,7.49464056899889e-14,6.886739266043842e-13,1.3599623607079478e-09,1.315624058952565e-16,2.6570940306250177e-15,6.377777201287743e-13,1.1320813158285687e-22,1.5054625432674786e-21,3.2704977147202313e-25,9.493826164545262e-13,4.293944844202924e-28,4.169111628818508e-27,3.9758885359065486e-27,9.467995110044353e-30,8.731149699005653e-22,2.2376900062736428e-18
2.69571168253366e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522939020753625,0.11865674382722828,0.022821375342498205,0.0,5.846715637875599e-17,2.7166690279751356e-11,8.682516007739337e-16,4.681555532948683e-17,2.9021124779965723e-35,2.379217676654009e-07,7.670063566022818e-33,2.3782543308631711e-07,6.945693088338319e-23,6.105607092783738e-22,2.2877398174495475e-27,2.1856070973516885e-28,9.782623543828313e-13,3.41716149188015e-23,1.2982730110294334e-05,3.8469696145766914e-07,5.747678203562566e-09,8.132346819721121e-14,1.0548550426960398e-12,1.6358046419495215e-10,7.076905515131854e-19,7.496889973248495e-14,6.888997003485753e-13,1.3848091127359012e-09,1.36368432193472e-16,2.788023395319668e-15,6.497683756113112e-13,1.1514870773705982e-22,1.6009529901544291e-21,3.451178055997384e-25,9.803242246550336e-13,4.612259383225619e-28,4.319671021302551e-27,4.257792573208379e-27,9.780100227417915e-30,9.309538067242744e-22,2.3210601200726622e-18
2.7386656152018384e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229368912286017,0.11865653331398898,0.022821372277636292,0.0,6.124837304088049e-17,2.803865395678868e-11,9.151412496590124e-16,4.908876931195904e-17,3.1714426744607e-35,2.417128648972132e-07,8.42852703727236e-33,2.4161348951460355e-07,7.394375329982906e-23,6.49188156364962e-22,2.458872572483915e-27,2.343589118624039e-28,1.0096843828238403e-12,3.52751616790459e-23,1.3189427315815996e-05,3.908265782353016e-07,5.848441508839367e-09,8.286173579766027e-14,1.0761516248260224e-12,1.6362923680518222e-10,7.219311466251963e-19,7.499124003125415e-14,6.891247627830934e-13,1.4096632809977384e-09,1.4126139329591083e-16,2.9231782153720704e-15,6.617599770751088e-13,1.1708808384648034e-22,1.7005470052253497e-21,3.6384422317774404e-25,1.0117618102235692e-12,4.948007850389283e-28,4.472786989459636e-27,4.554726349618662e-27,1.0097082048341618e-29,9.916170392298928e-22,2.4059976407502593e-18
2.781619547870017e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522934761756962,0.11865632280612978,0.022821369212777165,0.0,6.411591479984759e-17,2.8924382455219148e-11,9.636982654590162e-16,5.1434407496172354e-17,3.460696869856772e-35,2.455039623525199e-07,9.248338571008352e-33,2.4540149908044203e-07,7.864305452631731e-23,6.896328168795178e-22,2.6396715455602827e-27,2.5100267245346597e-28,1.0416030171522912e-12,3.639595307975639e-23,1.339611913386323e-05,3.9695618840959026e-07,5.949253173308352e-09,8.440603638282162e-14,1.0974639895059155e-12,1.6367778506070467e-10,7.362316113287525e-19,7.501347489518131e-14,6.893492353462959e-13,1.4345248284694637e-09,1.4624132277892733e-16,3.0626252069273733e-15,6.737524196895051e-13,1.1902665488987503e-22,1.804336464417247e-21,3.8324113285182433e-25,1.0436953646029448e-12,5.301817729870494e-28,4.62845816243743e-27,4.867229973419716e-27,1.0419016525811234e-29,1.0551949334843677e-21,2.4925027231937432e-18
2.8245734805381953e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522932632338708,0.11865611230365049,0.022821366147920824,0.0,6.707109081463597e-17,2.9823875466019826e-11,1.0139520196145338e-15,5.385360563282619e-17,3.770986621331282e-35,2.4929506003234e-07,1.0133388789031757e-32,2.491894617848046e-07,8.356132584490965e-23,7.31951353177873e-22,2.8305126446247227e-27,2.6852179242335443e-28,1.0740182531393058e-12,3.7534277045212106e-23,1.360280556457652e-05,4.030857919806502e-07,6.050113101364936e-09,8.595637399993493e-14,1.118791041054437e-12,1.6372614068937267e-10,7.505920421217706e-19,7.503566515196195e-14,6.895732006247281e-13,1.4593937233605572e-09,1.513082547497416e-16,3.20643106846613e-15,6.857456101128562e-13,1.2096481763939744e-22,1.9124133286211572e-21,4.0332066210556865e-25,1.0761248792361551e-12,5.674327705846721e-28,4.786683691653698e-27,5.195853503785008e-27,1.0745985381218747e-29,1.1217791615695223e-21,2.580575504635504e-18
2.8675274132063738e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45229305029738387,0.11865590180655103,0.02282136308306727,0.0,7.011521024702941e-17,3.073713268031715e-11,1.065931894845079e-15,5.634749946762514e-17,4.1034660897913464e-35,2.5308615793762247e-07,1.1087748979376567e-32,2.529773776286623e-07,8.870514941834194e-23,7.76201307481636e-22,3.0317801535627182e-27,2.8694659300067917e-28,1.1069300865573934e-12,3.8690441352844004e-23,1.3809486608096346e-05,4.09215388948596e-07,6.151021210953019e-09,8.751275270737588e-14,1.140131759835166e-12,1.6377433093200073e-10,7.650125358902755e-19,7.505774016313762e-14,6.897968674393323e-13,1.4842699383562555e-09,1.5646222378476892e-16,3.3546624808093187e-15,6.977394652333254e-13,1.2290297093553115e-22,2.02486963962959e-21,4.240949571821115e-25,1.1090503455663745e-12,6.066187668884713e-28,4.947463253336102e-27,5.5411569514825074e-27,1.1078076065990878e-29,1.1914628009371462e-21,2.6702161064820906e-18
2.910481345874552e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522928373662353,0.11865569131483121,0.022821360018216507,0.0,7.324958226173897e-17,3.1664153789365557e-11,1.11966728529829e-15,5.891722474126337e-17,4.4593329707410063e-35,2.568772560692511e-07,1.2115676489505749e-32,2.567652466129862e-07,9.408119800081138e-23,8.2244110184673655e-22,3.2438667957993654e-27,3.0630791592335994e-28,1.1403385131804537e-12,3.98647735072174e-23,1.4016162264563186e-05,4.1534497931354287e-07,6.2519774314561324e-09,8.907517657052036e-14,1.161485196978616e-12,1.63822379177136e-10,7.794931898619541e-19,7.507973530832651e-14,6.900203074105133e-13,1.5091534500110637e-09,1.6170326487537676e-16,3.507386107123281e-15,7.097339110476591e-13,1.2484151596520752e-22,2.141797516455306e-21,4.455761830189615e-25,1.1424717550369607e-12,6.478058722300288e-28,5.110797051412843e-27,5.903710279464681e-27,1.1415381724887949e-29,1.264340333764359e-21,2.7614246359538886e-18
2.9534352785427306e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522926244404251,0.11865548082849091,0.022821356953368538,0.0,7.647551602651575e-17,3.260493848453579e-11,1.1751875966818484e-15,6.156391718941164e-17,4.839829431881804e-35,2.6066835442804733e-07,1.3221620192069453e-32,2.605530687387472e-07,9.969623464968544e-23,8.707300381344526e-22,3.467173797903097e-27,3.266371236368107e-28,1.1742435287837845e-12,4.1057620619870375e-23,1.4222832534117514e-05,4.2147456307560564e-07,6.352981702114907e-09,9.064364970059243e-14,1.1828504694706934e-12,1.6387030550585534e-10,7.940341015688201e-19,7.510173679248561e-14,6.902435194253494e-13,1.534044238196692e-09,1.6703141338086614e-16,3.66466859292458e-15,7.217288816629338e-13,1.2678085652114597e-22,2.263289151986613e-21,4.677765232345194e-25,1.1763890990914526e-12,6.910613188489593e-28,5.2766858207720284e-27,6.284093403359703e-27,1.1758001160988762e-29,1.3405076463092489e-21,2.8542011875548585e-18
