Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CH3X(55),C2H4(47),COX(50),CHOX(53),O(29),acetyl(44),C2H4X(215),CH4OX(63),C2H4X(70),C2H6X(52),OH(D)X(68)
6.331085628352644e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999677,0.11866996602996221,0.02282156769305424,0.0,1.5783036062195343e-45,1.997268725372502e-30,6.223783356033705e-72,1.0529192253845318e-45,5.40731321618938e-110,5.58768513173828e-17,1.5045848460989173e-89,5.587685131737436e-17,8.14553777014719e-61,2.417086849962332e-59,7.071540600292089e-93,8.199435192614186e-94,7.194170662765384e-32,3.094291243672121e-71,3.0515882470950665e-15,9.035210431555686e-17,3.617097713879025e-19,6.058221341662995e-32,2.2432556572661086e-31,3.617097703027527e-19,1.2808980829267893e-45,5.401978248514295e-28,1.509152949870343e-33,3.7403885595590064e-38,2.4586252923149927e-63,8.284563725391415e-44,2.0181723282176006e-31,1.0373956590542577e-61,1.2453648528146012e-86,1.2777995940532981e-89,6.793025952911524e-25,3.78136438115203e-102,1.0255183969652079e-75,2.2717252268454494e-73,3.050245060762049e-85,1.055526000213457e-59,2.094503710180983e-46
1.2667671765504899e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999936,0.1186699660299591,0.022821567693054195,0.0,1.2636025633120865e-44,7.994280082033547e-30,4.032846734407757e-70,8.431893353456324e-45,1.4014491336544354e-107,1.118022489869125e-16,9.644225978385808e-88,1.1180224898687866e-16,1.3047016577144892e-59,3.871839584009044e-58,9.164039731351664e-91,1.062568315898371e-91,2.879543120095531e-31,1.3472948579654344e-69,6.10582774375164e-15,1.8078270741852746e-16,7.2373380083380985e-19,2.424867347581226e-31,8.978868716582179e-31,7.2373379649037695e-19,1.0254973022253012e-44,2.1621930508191615e-27,1.2082364936825495e-32,3.0288962527855146e-37,7.966153663418214e-62,6.632688464341862e-43,8.077948813843925e-31,3.3237550740939275e-60,1.6138736418001214e-84,1.6567410623649088e-87,1.3591955192954326e-24,9.805008361208306e-100,6.57153280548832e-74,7.278262498241691e-72,2.652724606517326e-83,1.6906760009328076e-58,1.6768765146287642e-45
2.534084403980941e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679998733,0.11866996602995289,0.022821567693054105,0.0,1.0112660887467318e-43,3.198753454475059e-29,2.639799819134975e-68,6.748932171938003e-44,3.668984263645848e-105,2.2365304432598146e-16,6.177071469146931e-86,2.236530443258461e-16,2.0886557895458807e-58,6.198546163562211e-57,1.1996162190474336e-88,1.390952268268864e-89,1.152192325903884e-30,6.593486531422875e-68,1.2214306737060087e-14,3.6164391362446253e-16,1.4477818629939152e-18,9.702627869250442e-31,3.5927170340870195e-30,1.4477818456144772e-18,8.207095033636471e-44,8.651540216799944e-27,9.669508072955866e-32,2.4789556830846156e-36,2.6076338351535635e-60,5.308166764354165e-42,3.232231720771535e-30,1.064251790362777e-58,2.112637057162668e-82,2.169568394184104e-85,2.7189817995164208e-24,2.5677039930407965e-97,4.208393967840937e-72,2.330443651272995e-70,2.5930901906363753e-81,2.706549958653159e-57,1.3420108464051339e-44
5.068718858841843e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997473,0.11866996602994044,0.022821567693053924,0.0,8.09166523245971e-43,1.2797097668876485e-28,1.7631875697172165e-66,5.400513066549543e-43,9.800171909197177e-103,4.473546350041578e-16,3.954851816849776e-84,4.473546350036164e-16,3.342756030790089e-57,9.920556972472367e-56,1.602261053792685e-86,1.8578180337552685e-87,4.609519566240274e-30,3.569915447911766e-66,2.4431264723658193e-14,7.233663260363082e-16,2.895878000387539e-18,3.8816828992269666e-30,1.4373207538326725e-29,2.8958779308580843e-18,6.566922843858241e-43,3.461140736813206e-26,7.736986052901894e-31,2.0714254183449166e-35,8.711215932681991e-59,4.2473402011816497e-41,1.2931031535375085e-29,3.406617260862822e-57,2.821732494512888e-80,2.8989845847565648e-83,5.4385560888081084e-24,6.860354520988495e-95,2.6941857615009196e-70,7.459659823155197e-69,2.805162015060408e-79,4.331654953851559e-56,1.0738125718066552e-43
1.0137987768563648e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999496,0.11866996602991556,0.022821567693053563,0.0,6.473946927501695e-42,5.119256436171698e-28,1.2223067693093685e-64,4.320957450725312e-42,2.716419664564139e-100,8.947578163606643e-16,2.5315936164515638e-82,8.947578163584987e-16,5.349135164763847e-56,1.5875197712167068e-54,2.2208833735525136e-84,2.575109196979931e-85,1.843957889730878e-29,2.0766535513518116e-64,4.886518069677924e-14,1.446811150859902e-15,5.792070327470476e-18,1.5527994915961832e-29,5.749750908129258e-29,5.7920700493269295e-18,5.25403690184158e-42,1.384538007332959e-25,6.1900332767164e-30,1.7979210802386971e-34,3.02114409799339e-57,3.398195263631721e-40,5.172833544215329e-29,1.0902607626249032e-55,3.9111845882737984e-78,4.020705360277191e-81,1.0877711582790326e-23,1.902183504698566e-92,1.724510051162824e-68,2.3874495709461863e-67,3.2614607436690644e-77,6.931588074544488e-55,8.591316196071798e-43
2.0276525588007256e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679989924,0.11866996602986579,0.02282156769305284,0.0,5.179403558755305e-41,2.047786506132767e-27,9.022621371369403e-63,3.456984771501642e-41,8.015350194403005e-98,1.789564179074293e-15,1.6203762361964065e-80,1.789564179065629e-15,8.559196711437178e-55,2.5402160742832885e-53,3.277303938388469e-82,3.800026415723282e-83,7.376131696266713e-29,1.2624141594282583e-62,9.77330126427207e-14,2.8937008005066983e-15,1.1584455190835351e-17,6.211450420002539e-29,2.2999939284083434e-28,1.1584454078191151e-17,4.203428737534302e-41,5.538129672657072e-25,4.9520324740443826e-29,1.66339814551884e-33,1.1160423014937787e-55,2.7186860225807672e-39,2.069217582400264e-28,3.488944380570723e-54,5.771640526924221e-76,5.938690453630798e-79,2.1756050232350135e-23,5.615406086647548e-90,1.1037229803981648e-66,7.640411792624893e-66,3.963842553997278e-75,1.1091293086644634e-53,6.873379152138975e-42
4.055360122689447e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767997986,0.11866996602976626,0.02282156769305139,0.0,4.1436214275458336e-40,8.191317530078754e-27,7.309593849304991e-61,2.7656753419549467e-40,2.5950720138956953e-95,3.57917690450401e-15,1.0370908154927116e-78,3.579176904469353e-15,1.3695179094141908e-53,4.064492959489509e-52,5.3069438886379575e-80,6.153389252902145e-81,2.9505127071937666e-28,7.865648001000781e-61,1.9546867653340105e-13,5.787480099798726e-15,2.3169225754490957e-17,2.4846304842709054e-28,9.200162713396725e-28,2.316922130362577e-17,3.362822286106144e-40,2.215098788303539e-24,3.961353268279766e-28,1.6906990671443133e-32,4.5262730300207287e-54,2.175001645918437e-38,8.277038467652986e-28,1.1164034740063587e-52,9.346027156033126e-74,9.628372852061973e-77,4.3512838177851254e-23,1.8191834765643428e-87,7.0634649657568084e-65,2.4450232481352062e-64,4.938446211620193e-73,1.774667067828962e-52,5.498833690040986e-41
8.110775250466891e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767995973,0.11866996602956718,0.022821567693048498,0.0,3.314936848720266e-39,3.2765642239894776e-26,6.642407133801224e-59,2.2125752803418532e-39,9.423306795938054e-93,7.15840235537328e-15,6.637541283284445e-77,7.158402355234652e-15,2.1912657981294577e-52,6.503305513538081e-51,9.63860626936744e-78,1.1175941691952225e-78,1.1802170888416265e-27,4.964930114974602e-59,3.9094000430995147e-13,1.1575038698376521e-14,4.633877023054521e-17,9.938621167694937e-28,3.6801023785388876e-27,4.6338752425320185e-17,2.690288919779411e-39,8.858900457854185e-24,3.1685335691886193e-27,1.9283457175890048e-31,2.0593559983500033e-52,1.74002389063221e-37,3.310848859472036e-27,3.5719088432205314e-51,1.6974490975666277e-71,1.7511092058638618e-74,8.702685665437948e-23,6.610369779859143e-85,4.5198886632088006e-63,7.824219245874279e-63,6.2337917304750656e-71,2.8395154435428634e-51,4.399118918832755e-40
1.6221605506021778e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767991947,0.11866996602916903,0.02282156769304271,0.0,2.6519658000609487e-38,1.3106354590982158e-25,6.764015228797228e-57,1.7700742212390087e-38,3.834903322869373e-90,1.4316853257151188e-14,4.248077619219988e-75,1.4316853256596656e-14,3.50605497232664e-51,1.0405378992283145e-49,1.9618441087977797e-75,2.2747536507809836e-76,4.720892368360324e-27,3.1545979548546825e-57,7.818826598438112e-13,2.3150155895507085e-14,9.267787258593394e-17,3.975467191028757e-27,1.4720483244003746e-26,9.267780135201359e-17,2.1522425675263882e-38,3.542310971570958e-23,2.533903700794613e-26,2.4634288767605343e-30,1.0497846817341834e-50,1.3920304487833124e-36,1.3243461139015236e-26,1.1426053243795387e-49,3.4549913800437136e-69,3.568483466806782e-72,1.7405666394953982e-22,2.6917645648505244e-82,2.8917112409202395e-61,2.503772368466873e-61,7.921152882174873e-69,4.543263201982498e-50,3.519315631959221e-39
3.244326601713155e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679838945,0.11866996602837274,0.022821567693031137,0.0,2.121579869792171e-37,5.242579970340588e-25,7.542016192936935e-55,1.4160649664348314e-37,1.7092989687352977e-87,2.8633755060864436e-14,2.718786029893679e-73,2.863375505864631e-14,5.609711650009083e-50,1.6648668114864794e-48,4.373117296338199e-73,5.07061900285162e-74,1.8883617507205507e-26,2.0105099053095512e-55,1.5637679708345664e-12,4.630039028966807e-14,1.8535613097618628e-16,1.5901897234033562e-26,5.888207358128296e-26,1.8535584593864925e-16,1.7217970191383009e-37,1.4159152154021377e-22,2.025629325346431e-25,3.4423602060886277e-29,5.8576921826776564e-49,1.1136325800396218e-35,5.297396600666396e-26,3.6536915056941396e-48,7.70146785825091e-67,7.961263732477074e-70,3.481233599082755e-22,1.2002933420017533e-79,1.8493668840727893e-59,8.012100927673461e-60,1.0096391476838584e-66,7.269251865825557e-49,2.815460240406426e-38
6.48865870393511e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452307276796779,0.11866996602678015,0.022821567693007985,0.0,1.697267909792171e-36,2.097054456170432e-24,8.930857098072584e-53,1.1328541939472791e-36,8.093045724210364e-85,5.726755866892068e-14,1.740028254084174e-71,5.726755866004818e-14,8.975557396846294e-49,2.6637885054820164e-47,1.0354098905559326e-70,1.2005551568457826e-71,7.553456615781489e-26,1.2826404360290222e-53,3.1275385925082198e-12,9.260085907758951e-14,3.7071286300448423e-16,6.360757405157642e-26,2.3552852069793577e-25,3.707117220451618e-16,1.3774362292381084e-36,5.65558202780551e-22,1.6181111104300906e-24,5.103422225251163e-28,3.47001699106247e-47,8.909152375123773e-35,2.1189602731261913e-25,1.1674829843216447e-46,1.8234527128607434e-64,1.8859359068321223e-67,6.962850772994036e-22,5.684541200312532e-77,1.1818891710412686e-57,2.563873032790738e-58,1.2882016292043556e-64,1.1630827415227751e-47,2.2523705439532194e-37
1.2977322908379019e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679355814,0.11866996602359497,0.022821567692961685,0.0,1.3578177286937642e-35,8.388380938277167e-24,1.0946581349692182e-50,9.062842195068368e-36,3.9670118193387735e-82,1.1453516588755224e-13,1.1136196960852015e-69,1.1453516585206216e-13,1.4360906204790604e-47,4.262052235044905e-46,2.5378450523560595e-68,2.9426243267550604e-69,3.0213845738021016e-25,8.178145025453098e-52,6.255079834624097e-12,1.8520179665183035e-13,7.414271922748454e-16,2.5442969184517274e-25,9.421140968336096e-25,7.414226219931192e-16,1.1019443135952672e-35,2.2557912012088007e-21,1.2906731787591301e-23,7.82589901385282e-27,2.127219768694752e-45,7.127452331184649e-34,8.475837988994046e-25,3.72510502237612e-45,4.46937637728272e-62,4.623728468005788e-65,1.3927218139762562e-21,2.786813003102442e-74,7.542314982891816e-56,8.20436953953989e-57,1.6426709241070926e-62,1.8609342882646888e-46,1.8018961881156973e-36
2.5954651317266837e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678711635,0.11866996601722461,0.022821567692869086,0.0,1.086258415691807e-34,3.35547866475861e-23,1.3644839971682415e-48,7.25027682990925e-35,1.9777389159934143e-79,2.290703803348914e-13,7.127170591931563e-68,2.2907038019293105e-13,2.297745938948214e-46,6.819241967468662e-45,6.326381994197853e-66,7.335419397386088e-67,1.2085542189456618e-24,5.20174513173161e-50,1.2510162313930137e-11,3.704036717939036e-13,1.4828593451170448e-15,1.0177129619944701e-24,3.768452905793008e-24,1.482841012844438e-15,8.815469984762542e-35,8.972032125909715e-21,1.0264796358184805e-22,1.2198739516756667e-25,1.325964451561366e-43,5.70216267292332e-33,3.390329479526048e-24,1.1851469371233781e-43,1.11413161601793e-59,1.1526984596615248e-62,2.786048494908118e-21,1.3894379542265393e-71,4.799413594286e-54,2.625378166972008e-55,2.08955104310282e-60,2.9774962144751795e-45,1.4415149513608817e-35
5.1909308135042474e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767742328,0.11866996600448389,0.022821567692683883,0.0,8.69013021321204e-34,1.3422902830959777e-22,1.7088707604410714e-46,5.8002220798083005e-34,9.9073547420255e-77,4.581408092698736e-13,4.561389829236337e-66,4.581408087020328e-13,3.676393608368826e-45,1.091064471360058e-43,1.58459475269076e-63,1.83733094886561e-64,4.834217686046445e-24,3.290593968186682e-48,2.5020327252839357e-11,7.408074220524164e-13,2.9657378910373406e-15,4.070803465105687e-24,1.5073776583199675e-23,2.9656641584943195e-15,7.052236829941133e-34,3.548547541697392e-20,8.116379732286055e-22,1.9099386077194177e-24,8.303462033689349e-42,4.562044057633531e-32,1.3561265723270205e-23,3.749064090962982e-42,2.790601487883637e-57,2.8869652644852196e-60,5.5745146870825166e-21,6.960302703968966e-69,3.036744707943764e-52,8.401074197325225e-54,2.643422966777059e-58,4.76399448749039e-44,1.1532081209531029e-34
1.0381862177059375e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727674846577,0.11866996597900245,0.02282156769231348,0.0,6.952202851429353e-33,5.369926078251463e-22,2.1281590766777203e-44,4.640176928372194e-33,4.935466089940248e-74,9.16281667301049e-13,2.9192886734345295e-64,9.162816650296917e-13,5.88222777540911e-44,1.7456523403580783e-42,3.946876688148982e-61,4.576379315230167e-62,1.9336872616014193e-23,2.0588031825027136e-46,5.004065705184635e-11,1.4816149224669078e-12,5.9315539763950555e-15,1.6282822928021272e-23,6.029481163955457e-23,5.931255906588539e-15,5.641565251792292e-33,1.3881987633225052e-19,6.344974069556818e-21,2.972850963770336e-23,5.170164182990903e-40,3.650121558239991e-31,5.42446324061586e-23,1.172744123890326e-40,6.950726632382053e-55,7.188824654903964e-58,1.115869839265905e-20,3.467148834845196e-66,1.9001885981753092e-50,2.688248860909352e-52,3.3071569302497154e-56,7.622389893028428e-43,9.225600959930016e-34
2.0763724904169632e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727669693166,0.11866996592803958,0.02282156769157267,0.0,5.561919378839725e-32,2.1485458380434534e-21,2.6022894326672108e-42,3.7121396776707297e-32,2.4142927322520187e-71,1.832563384008221e-12,1.8683431765989016e-62,1.8325633749228314e-12,9.411556177450032e-43,2.7928873003925964e-41,9.653142742516139e-59,1.1192722666739339e-59,7.734749621795642e-23,1.2609274372495937e-44,1.0008131633461458e-10,2.9632299228857563e-12,1.1863437309885196e-14,6.512815676360633e-23,2.411768602944975e-22,1.186222123799469e-14,4.512892869458206e-32,5.317846126806138e-19,4.852730936532253e-20,4.542094514563637e-22,3.160537543934035e-38,2.9208302718412296e-30,2.169750599410378e-22,3.5902184126131055e-39,1.6999629804017627e-52,1.7571204021678917e-55,2.23560710886017e-20,1.6957790825987028e-63,1.1638494571991084e-48,8.601806711752341e-51,4.049432396125356e-54,1.2195817287804727e-41,7.380377331266134e-33
4.152745035839014e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072765938634,0.11866996582611383,0.022821567690091058,0.0,4.449786491827527e-31,8.598277813564377e-21,3.064819880858605e-40,2.96970848307011e-31,1.1376408737436027e-68,3.665126820001642e-12,1.195737448931898e-60,3.665126783660404e-12,1.5058461947333005e-41,4.468119346365211e-40,2.274149507110075e-56,2.636836179267378e-57,3.0939001245890857e-22,7.42228711236419e-43,2.0016263363916789e-10,5.92645992208293e-12,2.3728315369719925e-14,2.6048753610518027e-22,9.646882940991254e-22,2.372327930599672e-14,3.609739223516415e-31,1.9599252597012214e-18,3.563607285829891e-19,6.680931762934508e-21,1.8605584677070617e-36,2.3377115027931098e-29,8.678724318117791e-22,1.0559923228946861e-37,4.0047731665550312e-50,4.1342957651282836e-53,4.486683761867591e-20,7.988237594735893e-61,6.851074045756383e-47,2.7522011384080017e-49,4.763586435010175e-52,1.951328479271171e-40,5.904135962480537e-32
