Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),CHOX(53)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.2192467651223754e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,0.0,1.2429075935544443e-65,2.889736781174108e-36,5.5223236333540545e-89,1.7456630035932448e-54,1.827297143517887e-132,5.488978465945501e-20,-6.10071445278443e-106,5.488978465945501e-20,2.4856023606576324e-72,5.034521417594695e-71,1.2221239761658083e-112,1.417049962426082e-113,3.973433853585705e-52,1.1519414497059425e-85,2.9976818271489012e-18,8.875603103045467e-20,3.553201542820448e-22,8.765302931958701e-38,3.2456416223579106e-37,3.5532015428047467e-22,3.183838898646218e-54,7.815843147551317e-34,3.7512068927132194e-42,9.19090465502391e-47,1.128836325303782e-77,2.0592360950387004e-52,4.8172642081737433e-76,2.1522753428024112e-106,-3.3675888844323675e-109
1.7413890942342651e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,0.0,2.7805487660549157e-64,1.7454010158827605e-35,6.102433531938259e-87,2.638045932359662e-53,6.593538641005953e-130,1.5369139704647406e-19,1.1777516430653369e-104,1.5369139704647396e-19,7.009796356839565e-71,1.5829340774891534e-69,2.443131756694602e-110,2.8328056985540162e-111,4.717260670955883e-51,5.968636594362726e-84,8.393509116016921e-18,2.4851688688527303e-19,9.948964319922753e-22,5.29424297087724e-37,1.960367539902207e-36,9.948964319827924e-22,3.779853540442881e-53,4.720769239233375e-33,4.453432802061853e-41,1.0911647798425782e-45,6.86738962884681e-76,2.444725092098689e-51,2.930576886792355e-74,4.30258496002745e-104,3.4081512997835996e-107
3.9803179296783205e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996531,0.022821567693054285,0.0,5.494085184098424e-63,8.403354560458298e-35,5.521242812216158e-85,2.837889433203331e-52,2.387457671812167e-127,3.512946218205121e-19,1.2435813755895131e-102,3.5129462182051176e-19,1.5247838207909143e-69,3.531438849147715e-68,4.4232165394039704e-108,5.128709487082801e-109,4.631434499674191e-50,2.6112968628372382e-82,1.9185163693752944e-17,5.680385985949098e-19,2.274048987422937e-21,2.5489500925748637e-36,9.438325837787233e-36,2.2740489873772805e-21,3.711082620169311e-52,2.2728471544764948e-32,4.37240668914796e-40,1.0713556421031885e-44,3.1003922392721184e-74,2.400245592590215e-50,1.3230024779527776e-72,7.789700618961368e-102,7.137476297491083e-105
8.458175600566431e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996528,0.022821567693054285,0.0,9.776585792632912e-62,3.6699657129219103e-34,4.1788937666374235e-83,2.6085093144152522e-51,7.239750129063655e-125,7.465010713685883e-19,9.829474350636917e-101,7.465010713685868e-19,2.82669222826774e-68,6.613994132303374e-67,6.702898255451232e-106,7.771995236359556e-107,4.09645136555557e-49,9.759529267470019e-81,4.0768472849224944e-17,1.2070820220141834e-18,4.832354098325063e-21,1.1131934723187364e-35,4.1219648603639905e-35,4.8323540981256685e-21,3.28241055075359e-51,9.926120458132094e-32,3.867344121614631e-39,9.47679476890258e-44,1.1707434119403723e-72,2.122990044988621e-49,4.995405524683662e-71,1.1804434674150607e-99,1.1471246460431999e-102
1.741389094234265e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999998,0.11866996602996524,0.022821567693054285,0.0,1.6489766862873613e-60,1.5321384421262266e-33,2.9036433528315543e-81,2.2316346370399987e-50,2.0139753633127455e-122,1.5369139704647413e-18,6.966783315069863e-99,1.536913970464735e-18,4.8583617174056094e-67,1.1424030078709713e-65,9.320382913459698e-104,1.0806962726211441e-104,3.4433142023268865e-48,3.388721775844096e-79,8.393509116016867e-17,2.48516886885273e-18,9.948964320292523e-21,4.6473636141643313e-35,1.7208391881466647e-34,9.94896431946009e-21,2.759063847791162e-50,4.143959731499448e-31,3.2507356262704604e-38,7.967121528493182e-43,4.062507414422883e-71,1.7845010529949517e-48,1.7331381666978445e-69,1.6414071502463054e-97,1.6403228734358566e-100
3.532532162589509e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999997,0.11866996602996516,0.022821567693054285,0.0,2.7084593442398335e-59,6.259285463825018e-33,1.9358848600153613e-79,1.845158673485477e-49,5.373421315585475e-120,3.1177397686570494e-18,4.688325792192947e-97,3.117739768657023e-18,8.052378251197643e-66,1.898119683440288e-64,1.2431790633768751e-101,1.4414632879988263e-102,2.8230370191301465e-47,1.1421287498049002e-77,1.7026832778205523e-16,5.041342562529821e-18,2.0182184764880278e-20,1.8985996759690353e-34,7.030189579459302e-34,2.0182184761479507e-20,2.2620472377246912e-49,1.692942630617577e-30,2.6651492496288763e-37,6.534066857063359e-42,1.3534206753730227e-69,1.463041778972307e-47,5.772073244711831e-68,2.1893553328893084e-95,2.2180136165105295e-98
7.114818299299997e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.02282156769305428,0.0,4.390537509118242e-58,2.5301032644909016e-32,1.2650152488105706e-77,1.5004523896557192e-48,1.4048426991968425e-117,6.279391365041674e-18,3.076182036400169e-95,6.279391365041567e-18,1.3111210539205893e-64,3.0944141439642956e-63,1.6249760879934751e-99,1.8841560670506e-100,2.286168569914242e-46,3.835739095667749e-76,3.4293480102582457e-16,1.0153689949884001e-17,4.064862565666712e-20,7.674443448962132e-34,2.8417150309807054e-33,4.0648625642920655e-20,1.8318645001409334e-48,6.843143709661275e-30,2.1583066079794492e-36,5.294921710868084e-41,4.420637484966275e-68,1.1848091656888846e-46,1.884100539421199e-66,2.8617358260805414e-93,2.918858294638885e-96
1.4279390572720972e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999992,0.11866996602996463,0.022821567693054278,0.0,7.07083188096663e-57,1.0173433969833082e-31,8.188364696140189e-76,1.210169209873366e-47,3.6377875383759045e-115,1.2602694557810958e-17,1.993320179458002e-93,1.2602694557810522e-17,2.1161546670562222e-63,4.997487105790778e-62,2.1038294652637272e-97,2.4393854655551927e-98,1.8401073566664746e-45,1.312337597338491e-74,6.882677475133484e-16,2.0378384724592344e-17,8.158150745068616e-20,3.08585995637316e-33,1.1426411155622496e-32,8.158150739541222e-20,1.4744439175124164e-47,2.751597118648076e-29,1.737192358230879e-35,4.267391475609455e-40,1.430513845050588e-66,9.536374944775107e-46,6.0890854143895156e-65,3.7050416905378647e-91,3.7917470876576734e-94
2.8608535119562925e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999985,0.11866996602996392,0.022821567693054268,0.0,1.13502563816622e-55,4.080002056942538e-31,5.280372637740611e-74,9.720737211875722e-47,9.383915100571883e-113,2.524930094334967e-17,1.2836423956033985e-91,2.5249300943347915e-17,3.4006037402108667e-62,8.033314557909029e-61,2.7134437161727116e-95,3.1462317986415128e-96,1.4765702668949372e-44,4.692844271727519e-73,1.378933640488336e-15,4.0827774274008945e-17,1.634472710805056e-19,1.2375678601425711e-32,4.582501931506101e-32,1.634472708588324e-19,1.1831483852681625e-46,1.103512815134855e-28,1.393986550873139e-34,3.4332646338602815e-39,4.612153739574941e-65,7.652340343168841e-45,1.9581573544298543e-63,4.7786297594215756e-89,4.89875283991941e-92
5.726682421324683e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999705,0.11866996602996252,0.022821567693054247,0.0,1.8190009627737472e-54,1.6341289542349097e-30,3.4051776086902683e-72,7.792374061109025e-46,2.4205794527342993e-110,5.054251371442764e-17,8.240738939234537e-90,5.054251371442062e-17,5.452798011450922e-61,1.2883249887451858e-59,3.499661580488195e-93,4.057849618322468e-94,1.1830530412382983e-43,1.809416055614045e-71,2.76026542643807e-15,8.172655337284182e-17,3.271787985072704e-19,4.956726553660825e-32,1.835390992414855e-31,3.271787976194207e-19,9.479584720543728e-46,4.4198015644926975e-28,1.116884112774177e-33,2.76513415037788e-38,1.4871305647841386e-63,6.13118440790831e-44,6.281583037468062e-62,6.163233410908399e-87,6.323698200211116e-90
1.1458340240061464e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999942,0.1186699660299597,0.022821567693054205,0.0,2.912771850320136e-53,6.54077458945109e-30,2.2041574974126642e-70,6.240219142140939e-45,6.26705264812411e-108,1.011289392565858e-16,5.282224446521604e-88,1.011289392565577e-16,8.733953245953676e-60,2.063718846660254e-58,4.53050176643248e-91,5.25310646117e-92,9.471617775357579e-43,7.746530374889847e-70,5.522928998336578e-15,1.6352411157050634e-16,6.546418540293069e-19,1.983982376407457e-31,7.346347132599469e-31,6.5464185047559e-19,7.589431736389893e-45,1.769067985767428e-27,8.94184063399028e-33,2.2367572387438814e-37,4.8133511659060475e-62,4.908675625653299e-43,2.0125830477192878e-60,7.978639989000442e-85,8.19043331117193e-88
2.2921655877535026e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999885,0.11866996602995408,0.022821567693054122,0.0,4.662332124960769e-52,2.617161898793483e-29,1.4398633878787042e-68,4.994704506236815e-44,1.637404914735148e-105,2.0230179034091098e-16,3.383234486180886e-86,2.0230179034079854e-16,1.3981910657599122e-58,3.303870486043803e-57,5.918672312314768e-89,6.8626870392983355e-90,7.580172800651383e-42,3.7289067531335936e-68,1.1048256142129752e-14,3.271192279658303e-16,1.30956796774743e-18,7.9385137201181e-31,2.939495755842697e-30,1.3095679535278978e-18,6.073851918918111e-44,7.07854046095392e-27,7.156152658330463e-32,1.8268490274128983e-36,1.5723829049266583e-60,3.928432470061312e-42,6.444206113226659e-59,1.0423338949266965e-82,1.0703891281010746e-85
4.584828715248215e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999771,0.11866996602994283,0.02282156769305396,0.0,7.46124941477901e-51,1.0470352490112153e-28,9.58059465207731e-67,3.996775528727303e-43,4.357086158221223e-103,4.046474925095967e-16,2.166105916310901e-84,4.046474925091469e-16,2.237712714925179e-57,5.287729487450354e-56,7.875254803993838e-87,9.131339966668815e-88,6.065289873568795e-41,1.9929175627302962e-66,2.2098910429700723e-14,6.543094607564582e-16,2.6194202058800675e-18,3.175922379226699e-30,1.1759897082258535e-29,2.619420148992392e-18,4.8600042800929464e-43,2.8318484670964643e-26,5.725949455064515e-31,1.520588566093747e-35,5.23266092299438e-59,3.1433430388188083e-41,2.0627606978106685e-57,1.3869064809701524e-80,1.4247941120589084e-83
9.17015497023764e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995436,0.11866996602992032,0.022821567693053633,0.0,1.1939213322176984e-49,4.188482420231783e-28,6.596703730284993e-65,3.1978252413008486e-42,1.1995698348633625e-100,8.093388968471099e-16,1.386575316720446e-82,8.093388968453105e-16,3.580826019703431e-56,8.461596561278988e-55,1.0842235904405704e-84,1.2571547760843623e-85,4.852692529000631e-40,1.1494520425709276e-64,4.420021900478117e-14,1.308689926337634e-15,5.239124724932408e-18,1.270472317012036e-29,4.704341656462777e-29,5.239124497360898e-18,3.888372458861047e-42,1.1328086613025458e-25,4.5810986011996614e-30,1.3107232865264927e-34,1.802395133302242e-57,2.514913517536518e-40,6.601715930465379e-56,1.9094197620009162e-78,1.9626922278697188e-81
1.834080748021649e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679990884,0.1186699660298753,0.022821567693052977,0.0,1.91037118076739e-48,1.6754615920756135e-27,4.816359893974426e-63,2.558422129296636e-41,3.5011226711200015e-98,1.6187217055227027e-15,8.874938214832502e-81,1.618721705515505e-15,5.729710196271067e-55,1.3539537482573545e-53,1.5825608344279414e-82,1.8349756666109527e-83,3.8823381694382756e-39,6.952958675487808e-63,8.840283615469609e-14,2.6174508574996657e-15,1.0478533934197367e-17,5.082095843834599e-29,1.8818132176380623e-28,1.0478533023855978e-17,3.110845424678193e-41,4.531235700631308e-25,3.664899407466907e-29,1.1992454890916593e-33,6.585309637949261e-56,2.012026831086372e-39,2.1126248597780274e-54,2.787038505803569e-76,2.867271414296483e-79
3.668211250017419e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767998178,0.11866996602978526,0.02282156769305167,0.0,3.056671218962947e-47,6.701986312084732e-27,3.843027056084135e-61,2.046802478386939e-40,1.1164552638192465e-95,3.237487322876156e-15,5.68023444597441e-79,3.2374873228473632e-15,9.167847165430998e-54,2.166404446838059e-52,2.524009077650682e-80,2.9265827334462985e-81,3.1059440109524683e-38,4.320491820519562e-61,1.7680807045354202e-13,5.23497271982245e-15,2.095735303746452e-17,2.0328795236521574e-28,7.527405884302412e-28,2.0957349395878445e-17,2.4887350616157406e-40,1.812384506465619e-24,2.9317436059967815e-28,1.2003829178449681e-32,2.630345705408197e-54,1.6096604764162575e-38,6.760102759089169e-53,4.4450173200709596e-74,4.578426601912561e-77
7.336472254008958e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767996357,0.1186699660296052,0.022821567693049053,0.0,4.8907348164977696e-46,2.6808246679749257e-26,3.43272858183675e-59,1.6374678906373566e-39,3.985011844018922e-93,6.475018557592127e-15,3.635437715181471e-77,6.475018557476957e-15,1.4668804113538697e-52,3.466309260384112e-51,4.506037680340699e-78,5.224740288643161e-79,2.4847843032174555e-37,2.723374972154984e-59,3.536185390472981e-13,1.0470016444462896e-14,4.191499398371719e-17,8.13159942937971e-28,3.0109928774779736e-27,4.1914979416052996e-17,1.9910111179735004e-39,7.248438827140834e-24,2.3450299813959805e-27,1.3457705949870181e-31,1.176350359744039e-52,1.2877449516353242e-37,2.1629179307046985e-51,7.935555678955418e-72,8.184838518385858e-75
1.4672994261992038e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767992716,0.11866996602924505,0.022821567693043818,0.0,7.825221204192655e-45,1.0723376182452863e-25,3.442004336166302e-57,1.309984671844206e-38,1.5968391577130264e-90,1.2950081027060337e-14,2.326708180881603e-75,1.295008102659966e-14,2.3470285385084674e-51,5.546142563736546e-50,9.030871359379381e-76,1.047127424862871e-76,1.987838606676962e-36,1.7291819106869353e-57,7.072394762190678e-13,2.0940103893723312e-14,8.383028684124512e-17,3.252655208219068e-27,1.204403192357335e-26,8.383022856092346e-17,1.5928174493007265e-38,2.898452341397123e-23,1.87540701002664e-26,1.6930513584838417e-30,5.904934918051883e-51,1.0302041338468362e-36,6.91912254782407e-50,1.590421134637375e-69,1.6424116113206978e-72
2.93460382779582e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767985432,0.11866996602852478,0.022821567693033347,0.0,1.252038009946296e-43,4.289379739786347e-25,3.7950166506896025e-55,1.047991874959511e-37,7.037644397395655e-88,2.5900205966141828e-14,1.4891021948537482e-73,2.5900205964299105e-14,3.7552615283814414e-50,8.873859996696958e-49,1.9905102986027205e-73,2.3079919338019232e-74,1.5902745929868662e-35,1.1017290668339015e-55,1.4144813504996363e-12,4.188027879216221e-14,1.676609164655387e-16,1.301064506140844e-26,4.817624344888855e-26,1.6766068326877234e-16,1.2742563052420545e-37,1.1586342128590698e-22,1.49932597410761e-25,2.3397754009190397e-29,3.258242769438099e-49,8.241690444503728e-36,2.2126709833896617e-48,3.505474623797922e-67,3.623359399480001e-70
