Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25)
6.0787155479250926e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756499437336418,0.11866751513562657,0.022821508761592786,0.0,1.0099517629940635e-19,5.9178070068999443e-18,6.1897312597307463e-20,5.8517875506133132e-22,5.3246047193115793e-47,6.2304685817079462e-13,4.9524149209667727e-49,6.1808789521922225e-13,4.245425329091789e-33,7.6256112416557909e-24,1.9438767474578582e-36,1.1670450761133268e-37,3.764984579253163e-18,4.8092827344294571e-37,2.4508482674738884e-06,1.1786290302228785e-07,3.7249251975927657e-11,1.9968422066611875e-14,6.9996974369599008e-11,1.1075804343632393e-19,2.5786616118168e-15,2.8133785262267223e-14,8.1682968224635242e-12,4.1480462633617751e-19
6.212474503094439e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756493785891589,0.11866746121667439,0.022821507464848609,0.0,1.0893478651229154e-19,6.1723591242546641e-18,6.8722018961705365e-20,6.2075219766444281e-22,6.1823985663232802e-47,6.3685302888050356e-13,5.6195621939945068e-49,6.3168794048289652e-13,4.6083034448189153e-33,8.2723080714849585e-24,2.2074130971096274e-36,1.3250783333220315e-37,4.0103516100858633e-18,5.3395986358098773e-37,2.5047662053897527e-06,1.2045639055430674e-07,3.7908970353414159e-11,2.0797506087759903e-14,7.2018463094136164e-11,1.1662116831112787e-19,2.6246193521557227e-15,2.8632983438304144e-14,8.5084979246242447e-12,4.5022524567123028e-19
6.346233458263785e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756488134495438,0.11866740729822574,0.022821506168104935,0.0,1.172893444733633e-19,6.4319225926105094e-18,7.6122414278035717e-20,6.5757986264373677e-22,7.155034296276492e-47,6.5066277676259179e-13,6.3588847350887717e-49,6.452879585135121e-13,4.9929694255820542e-33,8.9573037782395677e-24,2.4996987442517273e-36,1.5003226786863498e-37,4.2657868456099779e-18,5.9146951175739159e-37,2.5586836397383161e-06,1.2304987705607179e-07,3.8562751675931825e-11,2.1641053778596297e-14,7.4057829027055082e-11,1.2263596157334193e-19,2.6695419976219339e-15,2.9128418855174641e-14,8.8546586496615246e-12,4.8776602491769554e-19
6.4799924134331315e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756482483147959,0.11866735338028064,0.022821504871361767,0.0,1.2606942758642816e-19,6.6964777461381918e-18,8.4132615868126622e-20,6.9567186374721309e-22,8.2549511893464748e-47,6.6447606955475047e-13,7.1763642858971043e-49,6.5888794936712278e-13,5.4001816407630073e-33,9.6818891885143333e-24,2.8231450138224608e-36,1.6942179153608558e-37,4.5314635134234569e-18,6.5372345443716823e-37,2.612600570524282e-06,1.2564336252771937e-07,3.9210649533715316e-11,2.2498935881494214e-14,7.6114910287281649e-11,1.2880161220023328e-19,2.7149560916256626e-15,2.9618374507166931e-14,9.2067256299389603e-12,5.2750001483098348e-19
6.613751368602478e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756476831849197,0.11866729946283909,0.022821503574619113,0.0,1.3528554861513786e-19,6.9660063320500639e-18,9.2788037811281527e-20,7.3503778679109198e-22,9.4957568067046484e-47,6.782928753193344e-13,8.0783692164738587e-49,6.7248791309922369e-13,5.830704981806207e-33,1.044736363201254e-23,3.1803229776971682e-36,1.9082987849694538e-37,4.8075531175080121e-18,7.2099815513933669e-37,2.6665169977523566e-06,1.2823684696938406e-07,3.9852716977700485e-11,2.3371024731313225e-14,7.8189549356304386e-11,1.3511727764775454e-19,2.7591701052992928e-15,3.0104822384496108e-14,9.5646455658688771e-12,5.6950083759320598e-19
6.747510323771824e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756471180599146,0.11866724554590105,0.022821502277876961,0.0,1.4494818125607524e-19,7.2404890850063986e-18,1.0212485800567113e-19,7.7568691991611644e-22,1.0891787099379231e-46,6.92113162306625e-13,9.0715034833366498e-49,6.860878497649842e-13,6.2853079503136042e-33,1.1255030915345417e-23,3.5739006686896382e-36,2.1441576344340351e-37,5.0942261650044607e-18,7.9357610643612518e-37,2.7204329214272444e-06,1.3083033038119995e-07,4.0489006746655144e-11,2.4257193348900263e-14,8.0281587003152306e-11,1.4158209882901843e-19,2.8035528848684336e-15,3.0586261373515917e-14,9.928365882571206e-12,6.1384241993660084e-19
6.8812692789411705e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756465529397817,0.11866719162946655,0.022821500981135324,0.0,1.5506773631830641e-19,7.5199080873244851e-18,1.1218047832393425e-19,8.1762807719993429e-22,1.2458563121055027e-46,7.0593689906686297e-13,1.0162751997501683e-48,6.996877594190572e-13,6.7647647502382658e-33,1.2106201894923242e-23,4.0067027398481254e-36,2.4034798323881155e-37,5.3916515730764267e-18,8.7174946500956163e-37,2.7743483415536489e-06,1.3342381276329937e-07,4.1119571081084186e-11,2.5157316309382192e-14,8.2390868196308994e-11,1.4819519084768309e-19,2.8463880431162838e-15,3.1064653823836193e-14,1.0297834124897474e-11,6.6059917484517809e-19
7.015028234110517e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756459878245237,0.11866713771353558,0.022821499684394189,0.0,1.6565455511679964e-19,7.8042438709126971e-18,1.2299363178088033e-19,8.6086956730387499e-22,1.4212945110146343e-46,7.1976405447269136e-13,1.1359521473929317e-48,7.1328764211553881e-13,7.2698555198528304e-33,1.3002194718660594e-23,4.481727701007327e-36,2.6880539701018189e-37,5.6999965512428366e-18,9.558209047267456e-37,2.8282632581362762e-06,1.3601729411581376e-07,4.1744461685948576e-11,2.6071269238184454e-14,8.4517235313041626e-11,1.5495564304723086e-19,2.8907058339169263e-15,3.1536664460118772e-14,1.0672998923902303e-11,7.0984601567470206e-19
7.148787189279863e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756454227141414,0.11866708379810811,0.022821498387653561,0.0,1.7671890146148787e-19,8.0934795767221936e-18,1.3460449899186832e-19,9.0541916799854236e-22,1.6173344562082453e-46,7.3359459774036101e-13,1.2669690185394995e-48,7.2688749790793171e-13,7.8013663597591996e-33,1.3944334715069854e-23,5.0021696747596541e-36,2.9997847276051401e-37,6.0194264902427049e-18,1.046104548887186e-36,2.882177671179829e-06,1.3861077443887268e-07,4.2363729695438746e-11,2.6998929577252478e-14,8.6660538116607394e-11,1.6186252083117721e-19,2.9331367328701161e-15,3.2006081182294547e-14,1.1053808757668505e-11,7.6165836315183755e-19
7.269170248932275e-12,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756449141189682,0.11866703527465389,0.022821497220587437,0.0,1.8709354482749264e-19,8.3579657424669815e-18,1.4577021215429066e-19,9.4663843834992974e-22,1.8129858533265331e-46,7.4604495801681574e-13,1.3952540790305739e-48,7.391273451620399e-13,8.3029674629551317e-33,1.4832814684200528e-23,5.5121349960567446e-36,3.3051925182884008e-37,6.3165269456466549e-18,1.132936257721781e-36,2.9307002123970078e-06,1.4094490584954781e-07,4.2916305587471289e-11,2.7845443033609778e-14,8.8603863492259018e-11,1.6820312360104668e-19,2.9711598918700109e-15,3.2424769664744126e-14,1.1401322255544934e-11,8.1054552005250118e-19
