Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2OX(23),CO2X(24)
1.7374256772185714e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3331769863935452,0.11461076254773195,0.022656393544188556,1.7084788352865763e-10,6.3358430795108463e-09,3.3572269025615946e-09,6.169745506314279e-10,2.8581046988616953e-18,5.4282012964796586e-29,1.8220352511132232e-09,4.3881271108951155e-35,1.7053530366826391e-09,4.840605969499346e-26,3.5704175629156551e-17,6.8457046839660454e-22,3.7441249114835548e-24,1.0415523804965948e-08,1.4748486944231304e-26,0.0040588981331914969,0.00033019151815616188,1.3639885004877167e-12,1.1611841435544946e-06,9.444247415354951e-17,1.1433513101354593e-12,1.8689931758402524e-07,2.3229893569002875e-08,1.1583696038281286e-07,1.886336968211597e-12,3.9887776995141753e-13
1.7393171273987667e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33317436439089687,0.11460849607883429,0.022656216483482743,1.7177957411868749e-10,6.3708085119904526e-09,3.3712856307369191e-09,6.1963259009653882e-10,2.8679724156074516e-18,5.4670709681833508e-29,1.8243992241284091e-09,4.4180611534330201e-35,1.7072479295581809e-09,4.8632864897828473e-26,3.5910216488705636e-17,6.8867996930876504e-22,3.7645730484356318e-24,1.0453900928494521e-08,1.4830712209627553e-26,0.0040611640842839582,0.00033054513206703441,1.3650513584452718e-12,1.1630480339880065e-06,9.4516075213584531e-17,1.1455834885525823e-12,1.8704343376462236e-07,2.3291787117639274e-08,1.1620469068993948e-07,1.8958707462286563e-12,4.0057370180431027e-13
1.741208577578962e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33317174538968869,0.11460623260185657,0.022656039427547299,1.7271522310096919e-10,6.4059339797155512e-09,3.3853890001871402e-09,6.2229878138689326e-10,2.8778657482267371e-18,5.5061732368569815e-29,1.8267651766875719e-09,4.4481744152130012e-35,1.7091430867056817e-09,4.8860577739308693e-26,3.6117254125047059e-17,6.9280914266333302e-22,3.7851088194145056e-24,1.0492379019794678e-08,1.491332260984778e-26,0.0040634270430570801,0.00033089873539051193,1.3661141054362862e-12,1.164912907547705e-06,9.4589668943991187e-17,1.1478171317151992e-12,1.871872637913558e-07,2.3353778690321784e-08,1.1657309249330918e-07,1.9054440218256737e-12,4.0227465798718392e-13
1.7431000277591572e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33316912938597287,0.11460397211285379,0.022655862376379562,1.736548421872785e-10,6.4412200595297181e-09,3.3995371046621392e-09,6.2497313805542907e-10,2.8877847514024675e-18,5.5455092112647818e-29,1.8291331142464653e-09,4.4784678541160256e-35,1.7110385085408545e-09,4.9089201584466662e-26,3.6325292493717253e-17,6.9695805726925664e-22,3.8057324911757992e-24,1.0530958234029774e-08,1.4996319684512775e-26,0.0040656870134557982,0.0003312523281311488,1.3671768259115312e-12,1.166778762687067e-06,9.4663268814861768e-17,1.1500534791732854e-12,1.8733080762570227e-07,2.3415868314971508e-08,1.1694216579846228e-07,1.9150569205971647e-12,4.0398064585553153e-13
1.7449914779393525e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33316651637580785,0.11460171460788761,0.022655685329976846,1.7459844311099418e-10,6.4766673301287813e-09,3.4137300380005826e-09,6.2765567364837845e-10,2.8977294799976997e-18,5.5850800050576892e-29,1.8315030422709502e-09,4.5089424341024359e-35,1.7129341954783045e-09,4.9318739814913532e-26,3.653433556723711e-17,7.0112678211294121e-22,3.8264443310282018e-24,1.0569638726400447e-08,1.5079704980463116e-26,0.0040679439994184829,0.00033160591029348865,1.3682396246703524e-12,1.1686455978583934e-06,9.4736873464391512e-17,1.1522913207793361e-12,1.8747406523402162e-07,2.3478056019302982e-08,1.1731191060850318e-07,1.9247095651852895e-12,4.056916727569355e-13
1.7468829281195477e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.333163906355257,0.11459946008302413,0.022655508288336488,1.7554603762018801e-10,6.5122763714707469e-09,3.4279678941012727e-09,6.3034640170739766e-10,2.907699988998689e-18,5.6248867352146557e-29,1.8338749662337652e-09,4.5395991232988869e-35,1.714830147931883e-09,4.9549195823632087e-26,3.6744387328732029e-17,7.0531538630253919e-22,3.8472446066567742e-24,1.0608420652132365e-08,1.5163480049459397e-26,0.0040701980048790422,0.00033195948188206848,1.3693024163438047e-12,1.1705134115121569e-06,9.4810469701294412e-17,1.1545294571038073e-12,1.8761703658452108e-07,2.3540341830848471e-08,1.1768232692488042e-07,1.9344020771069291e-12,4.0740774603277155e-13
1.748774378299743e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33316129932038907,0.11459720853433542,0.022655331251455822,1.7649763748269968e-10,6.548047765209607e-09,3.442250766943837e-09,6.3304533576789606e-10,2.9176963335578271e-18,5.6649305232111949e-29,1.8362488916169155e-09,4.5704388954578304e-35,1.7167263663144261e-09,4.9780573018919415e-26,3.6955451775676452e-17,7.0952393910889053e-22,3.8681335862531553e-24,1.0647304166484652e-08,1.5247646449928586e-26,0.0040724490337653721,0.0003323130429014157,1.3703651016414789e-12,1.1723822020932014e-06,9.488405932042745e-17,1.1567690976742965e-12,1.8775972164525461e-07,2.3602725776938229e-08,1.1805341474681717e-07,1.9441345806084642e-12,4.0912887301657604e-13
1.7506658284799383e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33315869526727709,0.11459495995789715,0.022655154219332185,1.7745325447798001e-10,6.583982093998533e-09,3.4565787505551111e-09,6.357524893615962e-10,2.9277185689257071e-18,5.7052124931687791e-29,1.8386248239078537e-09,4.6014627276651236e-35,1.7186228510381723e-09,5.001287481815346e-26,3.7167532914825036e-17,7.1375250989926521e-22,3.8891115383067238e-24,1.0686289424735801e-08,1.5332205744224146e-26,0.0040746970900018544,0.00033266659335605284,1.3714278129161905e-12,1.1742519680438699e-06,9.4957658216608466e-17,1.1590113943373791e-12,1.8790212038541841e-07,2.3665207884726976e-08,1.1842517407223015e-07,1.9539072015071551e-12,4.1085506103637793e-13
1.7525572786601335e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33315609419200021,0.11459271434979161,0.022654977191962931,1.7841290040759855e-10,6.6200799424017271e-09,3.4709519390518871e-09,6.3846787601312638e-10,2.9377667505403288e-18,5.7457337742647339e-29,1.8410027686044207e-09,4.6326716033742166e-35,1.7205196025142174e-09,5.0246104656027294e-26,3.7380634769894851e-17,7.180011682238154e-22,3.9101787318742547e-24,1.0725376582200962e-08,1.5417159502217037e-26,0.0040769421775061453,0.00033302013325049127,1.3724905162631593e-12,1.1761227078062493e-06,9.5031252699152986e-17,1.1612545864916896e-12,1.8804423277979124e-07,2.3727788181149107e-08,1.1879760489655028e-07,1.9637200628818126e-12,4.1258631741188815e-13
1.7544487288403288e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33315349609064399,0.11459047170610716,0.022654800169345395,1.7937658709276467e-10,6.6563418966810734e-09,3.4853704266305368e-09,6.411915092407382e-10,2.9478409340069591e-18,5.7864955001833713e-29,1.8433827312136928e-09,4.664066511735003e-35,1.7224166211526439e-09,5.048026598270113e-26,3.759476137951287e-17,7.2226998379513757e-22,3.9313354365166765e-24,1.0764565794227407e-08,1.5502509300496329e-26,0.0040791843001899506,0.00033337366258923389,1.3735532066743127e-12,1.1779944198167456e-06,9.5104846310130242e-17,1.1634992485746135e-12,1.8818605880300837e-07,2.379046669293794e-08,1.1917070721300454e-07,1.9735732888370829e-12,4.1432264945464519e-13
1.756340179020524e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33315090095929845,0.11458823202293691,0.022654623151476937,1.8034432637081199e-10,6.692768544496926e-09,3.4998343075524729e-09,6.4392340255736797e-10,2.9579411750691457e-18,5.8274988083274922e-29,1.8457647172503443e-09,4.6956484466210561e-35,1.7243139073626966e-09,5.0715362261140206e-26,3.7809916794642013e-17,7.2655902645941924e-22,3.9525819222092037e-24,1.0803857216188311e-08,1.5588256721210712e-26,0.0040814234619600855,0.00033372718137677539,1.3746158849679401e-12,1.1798671025096593e-06,9.5178439108710348e-17,1.1657453805689623e-12,1.8832759843209354e-07,2.3853243446639626e-08,1.1954448101301328e-07,1.9834670044013308e-12,4.1606406446906868e-13
1.7582316292007193e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33314830879405866,0.11458599529637878,0.022654446138354916,1.8131613009450717e-10,6.7293604748524299e-09,3.5143436761411354e-09,6.4666356947081337e-10,2.968067529603455e-18,5.8687448396710022e-29,1.8481487322363295e-09,4.7274184064596031e-35,1.7262114615528168e-09,5.0951396966641499e-26,3.8026105078135363e-17,7.3086836619093632e-22,3.973918459323833e-24,1.0843251003481321e-08,1.5674403351859454e-26,0.0040836596667186819,0.00033408068961760347,1.3756785510271804e-12,1.1817407543167576e-06,9.5252031083527828e-17,1.1679929735167301e-12,1.8846885164582025e-07,2.3916118468611229e-08,1.1991892628626995e-07,1.993401334496163e-12,4.1781056975303095e-13
1.7601230793809146e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33314571959102462,0.11458376152253559,0.02265426912997669,1.8229201013293651e-10,6.7661182781724495e-09,3.5288986267854372e-09,6.4941202348340908e-10,2.9782200536275085e-18,5.9102347389711673e-29,1.850534781701307e-09,4.7593773945124776e-35,1.728109284130598e-09,5.1188373587587743e-26,3.8243330305478927e-17,7.3519807309955646e-22,3.9953453186522713e-24,1.0882747311529769e-08,1.5760950785617122e-26,0.0040858929183629324,0.00033443418731619813,1.3767412049073004e-12,1.1836153736671055e-06,9.53256222407197e-17,1.1702420226180975e-12,1.8860981842479652e-07,2.3979091785013862e-08,1.2029404302064262e-07,2.0033764041294135e-12,4.1956217259766578e-13
1.763905979741305e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33314055005599935,0.11457930281743134,0.0226539151274411,1.8425604671679972e-10,6.8401338729552513e-09,3.558145652142186e-09,6.549338467861191e-10,2.9986038349665126e-18,5.9939507405882146e-29,1.8553130062277425e-09,4.823866494113873e-35,1.7319057360750006e-09,5.1665166599107114e-26,3.8680907960897448e-17,7.4391886960675482e-22,4.0384710893424496e-24,1.0962048111720282e-08,1.593525446540734e-26,0.0040903505778709676,0.0003351411511045668,1.3788664763687522e-12,1.1873675086994408e-06,9.5472802116381369e-17,1.1747444653246007e-12,1.8889089261066247e-07,2.410533340476461e-08,1.2104629081455191e-07,2.0234492635899375e-12,4.2308070009709482e-13
1.7676888801016957e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33313539232312522,0.11457485587654979,0.02265356114384914,1.8623653141566569e-10,6.9148200820102055e-09,3.5875761400937364e-09,6.6048898036846891e-10,3.019092970191247e-18,6.0786560505813943e-29,1.8600994352279857e-09,4.8891238734232403e-35,1.7357032664388543e-09,5.2145769478128406e-26,3.9122682629970781e-17,7.5272197969404842e-22,4.0819614093802167e-24,1.1041760860671842e-08,1.6111180625375627e-26,0.0040947964715585582,0.00033584807277756113,1.3809916997917144e-12,1.1911234949825601e-06,9.5619978765693542e-17,1.1792526617246961e-12,1.8917082087287021e-07,2.4231968511234985e-08,1.2180122425966273e-07,2.0436865880377569e-12,4.2661970515233646e-13
1.7714717804620862e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33313024636138749,0.11457042066889898,0.02265320717917985,1.8823355979478168e-10,6.9901816823714519e-09,3.6171908481906295e-09,6.6607753203940522e-10,3.039687912793888e-18,6.1643599700984507e-29,1.8648941132292822e-09,4.9551577428070821e-35,1.7395018784508437e-09,5.2630210629220126e-26,3.9568687395062127e-17,7.6160796934213057e-22,4.1258184608748396e-24,1.1121886802706043e-08,1.6288742226603886e-26,0.0040992306304177464,0.00033655495237073309,1.3831168756061054e-12,1.1948833198469628e-06,9.5767152218463415e-17,1.1837665649317557e-12,1.8944960312512586e-07,2.4358997306611013e-08,1.2255884319059506e-07,2.0640893863472527e-12,4.3017924583189769e-13
1.7752546808224767e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33312511213985319,0.11456599716356869,0.022652853233412353,1.9024722769010352e-10,7.066223474934335e-09,3.646990535051066e-09,6.7169960951257285e-10,3.0603891186638215e-18,6.2510718641380818e-29,1.8696970848874877e-09,5.0219763956745513e-35,1.743301575325396e-09,5.3118518680434647e-26,4.0018955552509394e-17,7.705774067933728e-22,4.1700444329196093e-24,1.1202427182541518e-08,1.6467952327012096e-26,0.0041036530853586928,0.00033726178991950713,1.3852420042415106e-12,1.1986469705777976e-06,9.5914322504470068e-17,1.1882861280138006e-12,1.8972723931145196e-07,2.448641998990976e-08,1.2331914741187813e-07,2.0846586708822369e-12,4.3375938008766024e-13
1.782820481543258e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33311487879407081,0.11455718513663535,0.022652145398499513,1.9432486671776704e-10,7.220366959583094e-09,3.7071478847837766e-09,6.830447722332978e-10,3.1021121558399762e-18,6.4275573561324513e-29,1.8793280884392383e-09,5.1580016464815177e-35,1.7509042364485888e-09,5.4106851124577275e-26,4.0932416306275004e-17,7.8876890934560168e-22,4.2596119297853478e-24,1.1364756236378286e-08,1.6831370746059073e-26,0.0041124630067202244,0.00033867533902492638,1.3894921216792634e-12,1.2061856985528114e-06,9.6208653694317043e-17,1.1973420457790908e-12,1.9027907341243874e-07,2.4742447800430416e-08,1.2484781079470066e-07,2.1263007658906763e-12,4.409816605511949e-13
1.7903862822640395e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33310469203994453,0.11454841955009389,0.022651437638944869,1.9847022056634915e-10,7.3772894211406272e-09,3.7680542792020806e-09,6.9452532828314276e-10,3.1442657772685392e-18,6.6081887304361793e-29,1.8889928056971843e-09,5.2972676632287296e-35,1.7585112752382151e-09,5.511100036552564e-26,4.1863335578014484e-17,8.0730107841110871e-22,4.3506815518195645e-24,1.15287579874289e-08,1.720154230778558e-26,0.0041212264812990331,0.00034008872037468124,1.3937420554884064e-12,1.2137395762814342e-06,9.6502972569779798e-17,1.2064200384461929e-12,1.9082632332797772e-07,2.5000053471174818e-08,1.263872122488837e-07,2.1686210430090519e-12,4.4828700780787204e-13
1.797952082984821e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33309455163293711,0.11453970015958206,0.022650729954583743,2.0268406559031872e-10,7.5370301287829484e-09,3.829715824710214e-09,7.0614213580467138e-10,3.186853717743744e-18,6.7930432261438719e-29,1.8986915985298282e-09,5.4398438630192205e-35,1.7661227168946157e-09,5.6131203641967087e-26,4.2811987545791692e-17,8.2617854114390603e-22,4.4432710619365044e-24,1.1694442406590817e-08,1.7578575031623107e-26,0.0041299437534574037,0.00034150193424761392,1.397991809013462e-12,1.221308500409435e-06,9.6797279362695803e-17,1.2155197286342545e-12,1.9136898968616303e-07,2.5259238479159843e-08,1.2793734914281596e-07,2.2116277287162808e-12,4.556758812183893e-13
1.8055178837056023e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33308445732980085,0.11453102672202435,0.022650022345252541,2.0696718241308304e-10,7.6996287373597152e-09,3.8921386439127544e-09,7.1789605128379677e-10,3.2298797518391328e-18,6.9821991262390957e-29,1.9084248308613152e-09,5.5858010724459218e-35,1.7737385863876754e-09,5.7167701939939653e-26,4.3778649920212749e-17,8.454059607901088e-22,4.5373983339151068e-24,1.1861819470045157e-08,1.796257855765148e-26,0.0041386150662708916,0.00034291498092055322,1.402241385560179e-12,1.2288923668521671e-06,9.709157430220403e-17,1.224640738213934e-12,1.919070735868127e-07,2.5520004249697135e-08,1.2949821837673694e-07,2.2553291057954622e-12,4.6314873822002395e-13
1.8130836844263837e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33307440888857059,0.11452239899562508,0.022649314810788707,2.1132035590914974e-10,7.8651252890044733e-09,3.955328875321927e-09,7.2978792950456235e-10,3.2733476944356742e-18,7.1757357660590748e-29,1.9181928686723521e-09,5.7352115574072942e-35,1.781358908455829e-09,5.8220740056120809e-26,4.4763603985181719e-17,8.6498803668254757e-22,4.6330813521854749e-24,1.2030899158894199e-08,1.8353664172986974e-26,0.0041472406615351044,0.0003443278606683214,1.4064907883956109e-12,1.2364910707923554e-06,9.7385857614750922e-17,1.2337826883673521e-12,1.9244057659726103e-07,2.5782352156054454e-08,1.3106981638693711e-07,2.2997335131521575e-12,4.7070603430753889e-13
1.820649485147165e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33306440606855758,0.11451381673986193,0.022648607351030751,2.1574437518608229e-10,8.0335602146261395e-09,4.0192926730670275e-09,7.4181862350594359e-10,3.3172614012361435e-18,7.3737335413946411e-29,1.9279960800007605e-09,5.8881490525955482e-35,1.7889837076051216e-09,5.9290566659912411e-26,4.5767134637554277e-17,8.8492950422854266e-22,4.7303382116017183e-24,1.2201691458806091e-08,1.8751944837703253e-26,0.0041558207797723597,0.00034574057376373995,1.4107400207482352e-12,1.2441045066781133e-06,9.7680129524097872e-17,1.2429451996461938e-12,1.9296950074816414e-07,2.6046283519117189e-08,1.326521391499443e-07,2.3448493455940545e-12,4.7834822301427131e-13
1.835781086588728e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3330445363357688,0.1144967876844821,0.02264719265499179,2.2480812857026951e-10,8.3794088635718424e-09,4.1495656604428868e-09,7.6629986203599437e-10,3.4064417373841422e-18,7.7834394305505049e-29,1.9477095056482625e-09,6.2049075325439651e-35,1.8042468340039636e-09,6.1481599738733538e-26,4.7831083589098427e-17,9.2590973617786353e-22,4.9296463840000632e-24,1.2548453855240164e-08,1.9570551673799622e-26,0.0041728455409277962,0.00034856550107885328,1.4192379867266838e-12,1.259375148395168e-06,9.8268640014855733e-17,1.2613303849909373e-12,1.9401362288568477e-07,2.6578901634974302e-08,1.3584894056651436e-07,2.4372491430645755e-12,4.938890824995886e-13
1.8509126880302907e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33302484623119072,0.11447993765691812,0.022645778255864654,2.3416483938477232e-10,8.7375059613392556e-09,4.2830071401248821e-09,7.9134655467918629e-10,3.4974524421418113e-18,8.2119814746349752e-29,1.9675680932615202e-09,6.536696922849859e-35,1.8195281569492612e-09,6.3742870397236226e-26,4.9972849735251562e-17,9.6838526072423229e-22,5.135469809284114e-24,1.290218662238455e-08,2.04193372136504e-26,0.0041896912487036182,0.00035138976500871167,1.4277353085555669e-12,1.2747034328259658e-06,9.8857107511133313e-17,1.2797932482791725e-12,1.950394653484464e-07,2.7117868103827994e-08,1.3908858140572274e-07,2.5325967657297292e-12,5.0977490502362049e-13
1.864531129327697e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33300727716475087,0.11446492414747313,0.022644505549472692,2.4284169831511812e-10,9.0705446588984602e-09,4.4058546586160595e-09,8.1437762679455893e-10,3.580953780002395e-18,8.6143376720391437e-29,1.9855674296131166e-09,6.8486921026478709e-35,1.8332970607659417e-09,6.5839830567849199e-26,5.1968966357518424e-17,1.0079240784142557e-21,5.3264043053916572e-24,1.3226571909574676e-08,2.1209845322763073e-26,0.0042047008484819189,0.00035393103709677236,1.4353823676734633e-12,1.2885474536595389e-06,9.9386692898578964e-17,1.2964737172145615e-12,1.9594712114640442e-07,2.7608372932135457e-08,1.4204084609152309e-07,2.6209871480437632e-12,5.2437002828166382e-13
1.8781495706251036e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33298985071690401,0.1144500527721683,0.022643233081659796,2.5176584469138569e-10,9.4140284662872764e-09,4.531345393893174e-09,8.3787709441332907e-10,3.6659880103952647e-18,9.0330130609189105e-29,2.0036890148458131e-09,7.1738743907047282e-35,1.8470809898925845e-09,6.7997015773838372e-26,5.4031871036637915e-17,1.0487347721899197e-21,5.5228462047443299e-24,1.3556726363168376e-08,2.2026305811384432e-26,0.0042195682934127073,0.00035647177507061568,1.4430289422441982e-12,1.3024368164482013e-06,9.9916246039002575e-17,1.3132124045572496e-12,1.9684002516060644e-07,2.8104032642504909e-08,1.450277316553932e-07,2.7118722765369795e-12,5.3925002162802617e-13
1.89176801192251e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33297256554350774,0.11443532218770033,0.022641960851533423,2.6094207885836052e-10,9.7682120781621489e-09,4.6595159161157311e-09,8.6184983978890649e-10,3.7525796902496673e-18,9.4685290147882609e-29,2.0219350937825174e-09,7.5127510913282396e-35,1.86088007592536e-09,7.0216075979671888e-26,5.6163407193371393e-17,1.0908466794844015e-21,5.7249062619846612e-24,1.389270835729268e-08,2.2869463549217705e-26,0.0042342949267988169,0.00035901198042710231,1.450675049273173e-12,1.316370870093648e-06,1.0044576811048439e-16,1.3300070799934246e-12,1.9771821042446191e-07,2.8604852358520462e-08,1.4804919361018749e-07,2.805303726868178e-12,5.5441743248548997e-13
1.9053864532199165e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33295542031315373,0.11442073106347082,0.022640688858211539,2.7037524367477685e-10,1.0133354406478463e-08,4.7904029278958477e-09,8.86300722751393e-10,3.8407538600198292e-18,9.9214188557723949e-29,2.0403079328501141e-09,7.8658482694396249e-35,1.8746944479247656e-09,7.2498708617240535e-26,5.8365460418861935e-17,1.1342895139304833e-21,5.9326963648560978e-24,1.4234576276867612e-08,2.3740083826703904e-26,0.0042488820792380318,0.00036155165464272701,1.4583207053705257e-12,1.3303489556203341e-06,1.0097526026358719e-16,1.3468555123133738e-12,1.9858171438813767e-07,2.9110836620015762e-08,1.5110518308850597e-07,2.90133363402974e-12,5.6987478607304025e-13
1.919004894517323e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33293841370704647,0.11440627808146586,0.022639417100822519,2.800702241373804e-10,1.0509718603082871e-08,4.9240432579764477e-09,9.112345799905295e-10,3.9305360546469126e-18,1.0392228007650278e-28,2.0588098200727268e-09,8.2337114568882013e-35,1.8885242323973026e-09,7.4846659979871032e-26,6.0639959320986317e-17,1.1790933646645212e-21,6.1463295287722689e-24,1.4582388510400594e-08,2.4638952943015321e-26,0.004263331068743696,0.00036409079917373025,1.4659659267528601e-12,1.3443704061513252e-06,1.0150472362147588e-16,1.3637554704447061e-12,1.9943057883091392e-07,2.9621989376830703e-08,1.541956469301611e-07,3.0000146860938379e-12,5.8562458515943359e-13
1.9326233358147294e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33292154441888472,0.11439196193613667,0.022638145578505069,2.9003194700150624e-10,1.0897572081163341e-08,5.0604738547868065e-09,9.3665622435908969e-10,4.0219523147150407e-18,1.0881514148320068e-28,2.0774430650619944e-09,8.6169063858388264e-35,1.9023695532771338e-09,7.7261726653711902e-26,6.2988876385806578e-17,1.2252886955561547e-21,6.3659198912258218e-24,1.4936203442721884e-08,2.5566878810890556e-26,0.0042776432008638423,0.00036662941545620778,1.4736107292449094e-12,1.3584345468867778e-06,1.0203415928003145e-16,1.380704724461637e-12,2.0026484977266825e-07,3.0138313982572081e-08,1.5732052777051021e-07,3.1014001174776055e-12,6.0166930983393207e-13
1.9462417771121358e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33290481115474296,0.11437778133428179,0.022636874290408098,3.0026538039830068e-10,1.1297186535653531e-08,5.199731779873641e-09,9.6257044419405573e-10,4.1150291978138536e-18,1.1389847362009888e-28,2.0962099990046339e-09,9.0160197499956593e-35,1.916230531907695e-09,7.974575698788313e-26,6.5414228855043118e-17,1.2729063443705208e-21,6.591582706048734e-24,1.5296079447652964e-08,2.6524691578819788e-26,0.0042918197687991612,0.00036916750490621823,1.4812551282811558e-12,1.3725406950847896e-06,1.0256356830796243e-16,1.3977010465710894e-12,2.0108457738450942e-07,3.0659813188441651e-08,1.6047976412963321e-07,3.2055437019347749e-12,6.1801141729972723e-13
1.9598602184095422e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33288821263295443,0.11436373499493013,0.022635603235690617,3.1077553344844952e-10,1.170883796259213e-08,5.3418542012010346e-09,9.8898200265471235e-10,4.2097937901233539e-18,1.1917810291388456e-28,2.1151129746472479e-09,9.4316599954674832e-35,1.9301072870232386e-09,8.2300652605919551e-26,6.7918079620743142e-17,1.3219775218634551e-21,6.8234343375227218e-24,1.5662074880600408e-08,2.7513244271692124e-26,0.0043058620535199434,0.00037170506891988819,1.4888991389074742e-12,1.3866881600446378e-06,1.0309295174691865e-16,1.4147422120980647e-12,2.0188981589853126e-07,3.1186489137127447e-08,1.6367329050238049e-07,3.3124997452139686e-12,6.3465334168138723e-13
1.9734786597069487e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33287174758399535,0.11434982164922484,0.022634332413521672,3.2156745587263857e-10,1.2132806677377351e-08,5.4868783863195203e-09,1.0158956370782239e-09,4.3062737182224518e-18,1.246599828946962e-28,2.1341543662782625e-09,9.8644581424190445e-35,1.9439999347303405e-09,8.492836995945293e-26,7.0502538137199917e-17,1.3725338108086263e-21,7.0615922543398842e-24,1.6034248071076913e-08,2.853341345035337e-26,0.0043197713238820115,0.00037424210887351773,1.4965427757827049e-12,1.4008762430925664e-06,1.0362231061159932e-16,1.431826000444624e-12,2.0268062351676156e-07,3.1718343356707173e-08,1.669010374492199e-07,3.4223230771795879e-12,6.5159749384726787e-13
1.987097101004355e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33285541475037,0.11433604004030885,0.022633061823080201,3.3264623759915908e-10,1.2569377331843794e-08,5.6348416954067294e-09,1.0433160583537211e-09,4.4044971611199895e-18,1.3035019571149867e-28,2.153336569706897e-09,1.0315068638601853e-34,1.9579085884893809e-09,8.7630921924826775e-26,7.3169761349985489e-17,1.424607164955941e-21,7.3061750234166422e-24,1.6412657315154466e-08,2.9586099890442631e-26,0.0043335488367415532,0.0003767786261236825,1.5041860531801714e-12,1.4151042375702252e-06,1.0415164588985762e-16,1.448950196017908e-12,2.0345706231941203e-07,3.2255376754612018e-08,1.7016293168777315e-07,3.5350690436365671e-12,6.6884626125527451e-13
2.0007155423017616e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33283921288649654,0.11432238892321081,0.022631791463554991,3.4401700836909248e-10,1.3018838930125487e-08,5.785781574182049e-09,1.071247950315198e-09,4.5044928625091499e-18,1.3625495364308908e-28,2.1726620022391354e-09,1.0784170245795685e-34,1.9718333590960242e-09,9.0410379443415295e-26,7.5921954642113765e-17,1.4782299079225635e-21,7.557302303567331e-24,1.6797360867852313e-08,3.0672229280872245e-26,0.0043471958370687952,0.00037931462200733551,1.5118289849892478e-12,1.4293714288257897e-06,1.0468095854280924e-16,1.4661125891615843e-12,2.0421919817253075e-07,3.2797589611680407e-08,1.7345889618494084e-07,3.6507934978751265e-12,6.8640200781395633e-13
2.014333983599168e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33282314075859476,0.1143088670647327,0.022630521334144511,3.5568493733937427e-10,1.3481484843290137e-08,5.9397355466956697e-09,1.0996959691529839e-09,4.6062901432504637e-18,1.4238060060490953e-28,2.1921331026507281e-09,1.1272466960421944e-34,1.9857743546626988e-09,9.3268873206914911e-26,7.876137279769113e-17,1.533434732018455e-21,7.8150948390433302e-24,1.718841693545991e-08,3.17927529425173e-26,0.0043607135580605973,0.00038185009784190774,1.5194715847168627e-12,1.4436770942078443e-06,1.0521024950493632e-16,1.4833109770612786e-12,2.0496710063512593e-07,3.3344981576248659e-08,1.7678885024954768e-07,3.7695527916162004e-12,7.0426707375567804e-13
