Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2OX(23),CO2X(24)
6.450778387925648e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999726,0.11866996602996273,0.022821567693054223,1.4092234963943032e-95,1.1516774895343436e-54,5.0547160781354395e-34,2.8923895746435974e-73,1.8631880484994026e-53,2.8265127199082724e-117,6.5595161307080302e-22,1.1110409644232021e-106,6.5595161307074265e-22,2.8871045581227477e-73,1.8648391282204054e-61,2.81952512411495e-98,1.7036875143169345e-99,1.1403397599353315e-44,8.6193340615890636e-86,2.6014104975124807e-15,1.2507812848323788e-16,4.8211864563687392e-20,4.8211872961638398e-20,4.19221400149637e-27,4.5187667928592649e-30,5.0255822932980421e-34,3.4349451485565477e-32,6.6574456842954461e-59,6.4108557769630263e-46,3.527442710943246e-86
1.2907161274885116e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999454,0.11866996602996012,0.02282156769305416,3.6199561896535652e-93,1.8441846212397973e-53,4.0255708133977074e-33,1.8566503881343824e-71,1.4920613114934038e-52,7.2574888231414827e-115,1.3124731232859164e-21,7.121651205325761e-105,1.3124731232856744e-21,4.624384079767894e-72,2.9872147346989324e-60,3.6197677019212122e-96,2.187231099911286e-97,9.1296518312426219e-44,2.761282224801823e-84,5.2050811257771009e-15,2.5026492606159265e-16,9.6465607663751564e-20,9.6465641295493247e-20,1.6761723540432912e-26,3.6141261008548551e-29,4.030633173258256e-33,1.3748732316125982e-31,2.1367232160875975e-57,5.1325826858963525e-45,4.5305612670796741e-84
2.581992704880405e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999891,0.11866996602995492,0.022821567693054035,9.306842251747074e-91,2.9518964947717909e-52,3.2083485110832588e-32,1.193086490095322e-69,1.1942534062184334e-51,1.8654461856639885e-112,2.6255161437162224e-21,4.5613753793161017e-103,2.6255161437152542e-21,7.4030285214953347e-71,4.7823225784880946e-59,4.6520980065086694e-94,2.8110128266299012e-95,7.3064961490928454e-43,8.8410566391343496e-83,1.0412422382301648e-14,5.0063852121829258e-16,1.9297306865087324e-19,1.9297320336567553e-19,6.6924653349531613e-26,2.8865981119195291e-28,3.2370812153189598e-32,5.5012837789617297e-31,6.8654257974446545e-56,4.1076260286645267e-44,5.8240154397599131e-82
5.164545859664192e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997816,0.11866996602994451,0.022821567693053785,2.399818876537416e-88,4.7239954841762771e-51,2.5541727279505777e-31,7.690154535163218e-68,9.5564406693736374e-51,4.8093949991016546e-110,5.2516021845771516e-21,2.9204053553267722e-101,5.2516021845732771e-21,1.1848052226752579e-69,7.6539383874404801e-58,5.9969675149002106e-92,3.623645198614808e-93,5.8463070259442035e-42,2.8299296326563599e-81,2.0827104895331955e-14,1.0013857115316534e-15,3.8598788977314281e-19,3.8598842986558083e-19,2.6659632046295012e-25,2.3004872576186691e-27,2.6082143524325938e-31,2.2008717314269028e-30,2.2126946014276932e-54,3.2867248881999551e-43,7.5088531951801989e-80
1.0329652169231765e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995634,0.11866996602992368,0.022821567693053286,6.2271620929540895e-86,7.5591616558978757e-50,2.0262416097112506e-30,4.988292813341873e-66,7.6461106626510316e-50,1.2477722183628386e-107,1.0503774266300277e-20,1.8694178171187724e-99,1.0503774266284776e-20,1.8959431544207368e-68,1.2248074179635135e-56,7.7795985985783816e-90,4.7007933655109869e-91,4.6774897041944836e-41,9.05703312939974e-80,4.1656469921317468e-14,2.0028800921582208e-15,7.7201712861020685e-19,7.7201929821159317e-19,1.0574134013452958e-24,1.8259654760811343e-26,2.1153316115304454e-30,8.8042034029466117e-30,7.1771431538863293e-53,2.6296295312402782e-42,9.7423996269721014e-78
2.0659864788366913e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991266,0.11866996602988202,0.022821567693052283,1.6355323339942187e-83,1.2095273509067247e-48,1.595316525490921e-29,3.2751271319755009e-64,6.117260030464239e-49,3.2765058485119772e-105,2.1008118429751599e-20,1.196539889395982e-97,2.1008118429689599e-20,3.0337072494530514e-67,1.9598319919814162e-55,1.0214637220031467e-87,6.1721563472619668e-89,3.7421693955496812e-40,2.8984466325352952e-78,8.3315199972987975e-14,4.0058688534107363e-15,1.5440739926578163e-18,1.5440827421679421e-18,4.1590520619936679e-24,1.4380120007372065e-25,1.7370096635501814e-29,3.5218246509538984e-29,2.3565664079859841e-51,2.1038034272434289e-41,1.2794553186186271e-75
4.132029002663721e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319982534,0.11866996602979869,0.022821567693050281,4.3889876597724288e-81,1.9352928610056317e-47,1.2373915594449162e-28,2.197005289351774e-62,4.8939377907076496e-48,8.789581375340705e-103,4.2016806756674526e-20,7.6581869654824006e-96,4.2016806756426515e-20,4.8540720844907829e-66,3.135837821008209e-54,1.3702042141949338e-85,8.2794077298306409e-87,2.9938065541431698e-39,9.2753088823312991e-77,1.6663266007512709e-13,8.0118463759132912e-15,3.0881812662739013e-18,3.0882168052788931e-18,1.6096127409388488e-23,1.1155183882377803e-24,1.4579532952262435e-28,1.4087585102272953e-28,7.9067010044989138e-50,1.6830825815946172e-40,1.7168630517154669e-73
8.26411405031778e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631996507,0.11866996602963205,0.022821567693046274,1.2184077548771949e-78,3.0965075676363924e-46,9.3307408999377265e-28,1.5245464415242819e-60,3.9151719987674272e-47,2.43879625191975e-100,8.4034183410601523e-20,4.9013095679402584e-94,8.4034183409609488e-20,7.7665698628389866e-65,5.0174083205420878e-53,1.9011506351103754e-83,1.1487631619736175e-84,2.3950736314593373e-38,2.9681218263614739e-75,3.3326758027459762e-13,1.6023801420908488e-14,6.1763699958054977e-18,6.1765161031199593e-18,6.0434136832774011e-23,8.4121344391829838e-24,1.2665585310470405e-27,5.6350912721620591e-28,2.7446921993426617e-48,1.3464818699428098e-39,2.3833514976305161e-71
1.6528284145625898e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319930137,0.11866996602929877,0.022821567693038263,3.5322129668730972e-76,4.9544423726257069e-45,6.69257135659618e-27,1.1047516279753827e-58,3.1320980808097444e-46,7.0657711063877039e-98,1.6806893671878002e-19,3.1368141235055388e-92,1.6806893671481186e-19,1.242637024648498e-63,8.0278515535724181e-52,2.7544636394916745e-81,1.6643743523640745e-82,1.9160702167910335e-37,9.4978873442149858e-74,6.6653742065430773e-13,3.2047711510859249e-14,1.2352644185792467e-17,1.235325530751295e-17,2.1504090184716081e-22,6.0336524941001537e-23,1.1494078920098044e-26,2.2540479000153145e-27,9.9507721900625182e-47,1.0771916075214307e-38,3.4552456484273078e-69
3.3056624336242133e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319860276,0.11866996602863222,0.022821567693022238,1.0629968400159464e-73,7.9271290426086248e-44,4.4299667361426663e-26,8.3105875650773342e-57,2.5055855013546715e-45,2.1253006084514086e-95,3.3613844333640951e-19,2.0074940061630896e-90,3.3613844332056262e-19,1.9881486693057336e-62,1.2844381865994309e-50,4.1430786532340665e-79,2.5034397762203718e-80,1.532860628151058e-36,3.0392184181876536e-72,1.3330771013368044e-12,6.4095531690602262e-14,2.47047795032755e-17,2.4707382052876704e-17,7.0207335742792396e-22,3.9935582949901624e-22,1.0824910110671934e-25,9.0162139412925602e-27,3.7446988910478097e-45,8.6175539411279958e-38,5.1998302533490879e-67
6.611330471747461e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319720554,0.11866996602729912,0.02282156769299019,3.2284959367498395e-71,1.2683413990361972e-42,2.6261747720590411e-25,6.3099396166868576e-55,2.0043077780893236e-44,6.4540551851605753e-93,6.7227745657691206e-19,1.2846987488660237e-88,6.7227745651344795e-19,3.180791841103355e-61,2.0550293043100474e-49,6.2909940168968986e-77,3.8013095846323358e-78,1.2262901724745397e-35,9.7247596964150635e-71,2.6661564623941047e-12,1.281911720494541e-13,4.940739799877805e-17,4.9418578563973546e-17,2.0378626485752155e-21,2.3670965692522089e-21,1.0277470255658423e-24,3.6064896919274311e-26,1.4217864500953506e-43,6.8940462007751632e-37,7.8966094696595024e-65
1.3222666547993955e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319441111,0.11866996602463291,0.022821567692926096,9.5539831191739453e-69,2.029343811665019e-41,1.3773331596228393e-24,4.6686080616453087e-53,1.6031845113559786e-43,1.910586455964882e-90,1.3445554830786814e-18,8.2207881032254582e-87,1.344555482824755e-18,5.0884636021221493e-60,3.2878059698178714e-48,9.3107833816752937e-75,5.6260059613862224e-76,9.8103262684810822e-35,3.111439843381581e-69,5.3323151832779289e-12,2.563824527646214e-13,9.8806027315788589e-17,9.885369913747024e-17,5.2026105875907409e-21,1.2410506611329579e-20,9.4949523353634939e-24,1.4425964176335198e-25,5.257928900281364e-42,5.5152295647428448e-36,1.1683073906051199e-62
2.6445338700486946e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631888222,0.11866996601930049,0.022821567692797903,2.7054153911693586e-66,3.246938525817373e-40,6.492248153957792e-24,3.3055609539783499e-51,1.2821271281314691e-42,5.4135583177132866e-88,2.6891115361652007e-18,5.2596497240379432e-85,2.6891115351495423e-18,8.1389590850736628e-59,5.2594625292003122e-47,1.3188835474054587e-72,7.9693042829485624e-74,7.8482601041334399e-34,9.9534994324174103e-68,1.0664632620122478e-11,5.1276501418480979e-13,1.9757686232289831e-16,1.9777643552742901e-16,1.1936206186972383e-20,5.8459614174680064e-20,8.3877654168557339e-23,5.7703844945283913e-25,1.8602649160094581e-40,4.4121669095203242e-35,1.6539039330030197e-60
5.2890683005472925e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317764441,0.11866996600863566,0.022821567692541522,7.3544886381904344e-64,5.1950614437865452e-39,2.8417176590023014e-23,2.2468332541853448e-49,1.0250286381158675e-41,1.4725205232903863e-85,5.3782236426698254e-18,3.3640554912399109e-83,5.3782236386079244e-18,1.3014065258084551e-57,8.4122187474401842e-46,1.7934565508809547e-70,1.083689349912817e-71,6.2786031331100712e-33,3.1831293884300324e-66,2.1329267474119179e-11,1.0255301369846023e-12,3.9501289435136558e-16,3.95833462540936e-16,2.558211156367617e-20,2.5553920735199932e-19,7.1137082373744205e-22,2.308151756446583e-24,6.3184581265104429e-39,3.5297047767360308e-34,2.2476809594511372e-58
1.0578137161544488e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631552888,0.11866996598730599,0.022821567692028758,1.9421238624965572e-61,8.3119672080208919e-38,1.1907483747194583e-22,1.4834947919935607e-47,8.1894721426508946e-41,3.8902636386105502e-83,1.0756447857002368e-17,2.1502840042877787e-81,1.0756447840760968e-17,2.0796070979790242e-56,1.3450241612457254e-44,2.3688148889553319e-68,1.4313473671405818e-69,5.0228731889078645e-32,1.0173288554993719e-64,4.265853710334297e-11,2.0510603824218507e-12,7.8946285815768408e-16,7.9279551098444615e-16,5.2889913669932336e-20,1.0678890225116993e-18,5.8633245935367239e-21,9.2325884938688893e-24,2.0849958742366798e-37,2.8237170355985994e-33,2.9674398944766226e-56
2.115627488353888e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756311057762,0.11866996594464665,0.022821567691003228,5.0313966212285393e-59,1.3298726064922779e-36,4.8724090885351078e-22,9.6089073593646613e-46,6.5344136046106236e-40,1.0081463530827481e-80,2.1512896290936242e-17,1.3727201778466644e-79,2.1512896226020637e-17,3.3189353313999255e-55,2.1490652567325676e-43,3.0691176430021266e-66,1.8545024130579225e-67,4.018283084291083e-31,3.2473296470067756e-63,8.5317076046712157e-11,4.1021208726469995e-12,1.5766779905897646e-15,1.5901202243513888e-15,1.0739453429802323e-19,4.3462455474780421e-18,4.7429849540617343e-20,3.6930201320353248e-23,6.7504678109740144e-36,2.2588984603976267e-32,3.8435422592238986e-54
3.173441260553327e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756306586644,0.11866996590198732,0.022821567689977697,3.8229602042271428e-58,4.894771053734482e-36,1.0418592976221749e-21,5.3912599037854854e-45,1.9370120446983235e-39,7.603483174835637e-80,3.2269344730138899e-17,7.7872915717944111e-79,3.2269344592445545e-17,1.2540872694500204e-54,8.1896921898682918e-43,2.0156078742888245e-65,1.2179231825058763e-66,1.1489752705531025e-30,1.5133228164054099e-62,1.2797561467500295e-10,6.1531813622228018e-12,2.3622119259671378e-15,2.3908538537593213e-15,1.6178293064189947e-19,9.2591722838700211e-18,1.3575279763072532e-19,7.8476453259339098e-23,3.1612368795660372e-35,6.4589142728349237e-32,2.5458765402015002e-53
4.231255032752766e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756302115526,0.11866996585932799,0.022821567688952167,1.8817075929033727e-57,1.2414171363237731e-35,1.7825318340317272e-21,1.9684405432862293e-44,4.2139792167787936e-39,3.461280831377466e-79,4.3025793174561689e-17,2.9921002085070947e-78,4.3025792939841501e-17,3.260324267329065e-54,2.2015918075431299e-42,8.2543480572059606e-65,4.9876572207526885e-66,2.4235167304272508e-30,4.6033696032717299e-62,1.7063415298821534e-10,8.2042418511492585e-12,3.1460682547221724e-15,3.1950045377437758e-15,2.160551792688512e-19,1.5787764112065011e-17,2.8614677188768803e-19,1.3387124407605476e-22,1.0198702879203032e-34,1.3623484494869591e-31,1.1498563546057836e-52
6.346882577151644e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756293173285,0.1186699657740093,0.022821567686901106,2.3877448968632395e-56,4.3413330640542392e-35,3.6993027343523904e-21,1.2802619894979177e-43,1.2191991608132627e-38,3.0724290053138242e-78,6.4538690075547876e-17,2.2716463973751249e-77,6.4538689589699822e-17,1.1934114847503954e-53,8.8859084710514921e-42,6.2964528448223769e-64,3.8046056219662646e-65,6.6193536646102055e-30,2.0928719703518017e-61,2.5595122887517031e-10,1.2306362827478187e-11,4.7098547798436617e-15,4.8113501284114136e-15,3.2432784155043722e-19,3.2578893777216656e-17,7.7942425094562041e-19,2.7716219061654609e-22,5.6022244906411222e-34,3.7208886560421694e-31,1.3279218262758035e-51
8.462510121550521e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756284231043,0.11866996568869062,0.022821567684850046,1.2204363157618874e-55,1.084781685490557e-34,6.2969656159177747e-21,4.7003276973673589e-43,2.6588967505267304e-38,1.3943539453933111e-77,8.605158699552854e-17,8.5656738960713291e-77,8.6051586169645739e-17,3.0880418942027369e-53,2.4033906025090962e-41,2.5894427470902475e-63,1.5646598800803345e-64,1.3849860934390263e-29,6.2757079800809237e-61,3.4126830360346978e-10,1.640848380141924e-11,6.2675018621620585e-15,6.4403266833443956e-15,4.3217542354006378e-19,5.5157021791012314e-17,1.625620349710261e-18,4.7137832705888497e-22,1.7946707324552321e-33,7.7851442449006553e-31,5.9677773268385449e-51
1.05781376659494e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756275288802,0.11866996560337194,0.022821567682798985,4.7790246420342041e-55,2.3014730747911982e-34,9.621513070963542e-21,1.3817841014018465e-42,4.9743642590279339e-38,5.0313938365870308e-77,1.0756448393569951e-16,2.6158288776595853e-76,1.0756448267474557e-16,6.7374407884316587e-53,5.3907594166314527e-41,8.4840370353190222e-63,5.1264427839322067e-64,2.5213066539669067e-29,1.5631964425582231e-60,4.2658537709035246e-10,2.0510604772801848e-11,7.8185947977042844e-15,8.0828871990361047e-15,5.3956921355284989e-19,8.3813239430703449e-17,2.9483799819675254e-18,7.2015649769263407e-22,4.678026805148475e-33,1.4172188328433667e-30,2.122407816278062e-50
1.2693765210348277e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675626634656,0.11866996551805326,0.022821567680747924,1.6127015890491222e-54,4.3817251290922831e-34,1.3683097473870372e-20,3.5318046193816559e-42,8.3960182188461159e-38,1.5684021590889836e-76,1.2907738089623599e-16,6.9599992934845666e-76,1.2907737910366631e-16,1.3104784491141887e-52,1.0671240882648338e-40,2.4062460108134361e-62,1.4539634587457783e-63,4.1819261709261323e-29,3.4445134114928598e-60,5.1190244931319712e-10,2.461272574157939e-11,9.3630420453892173e-15,9.7393368952236215e-15,6.4650287215518849e-19,1.1851694601811119e-16,4.8698522037436675e-18,1.0244901501818121e-21,1.0656540663809841e-32,2.3505916160613088e-30,6.5777684635783911e-50
1.6925020299146033e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756248462066,0.11866996534741592,0.022821567676645803,2.4541595314380196e-53,1.3492097905390092e-33,2.3997939980091512e-20,2.189756868060635e-41,1.9788211270153243e-37,2.0917696384568793e-75,1.7210317487727577e-16,4.509610729182783e-75,1.7210317173356441e-16,4.15663289046116e-52,3.4070319421238256e-40,2.1629181546577771e-61,1.306932645249311e-62,9.6834265815390646e-29,1.4888944296577669e-59,6.8253658996916396e-10,3.2816967671324214e-11,1.2432174740143644e-14,1.3094191796783138e-14,8.5900193255712481e-19,2.0525308128981102e-16,1.1147403971674033e-17,1.7997141789462719e-21,4.6411653437697666e-32,5.4425596520973076e-30,6.4509272636606306e-49
2.115627538794379e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756230577578,0.11866996517677857,0.022821567672543681,1.3022425025618372e-52,3.193098212334949e-33,3.7215073435053232e-20,7.881134787636079e-41,3.8275669686393063e-37,1.0995258651609314e-74,2.1512896893720714e-16,1.6411335970411671e-74,2.1512896406039564e-16,9.964736626064427e-52,8.1801030084026639e-40,9.4645840059433073e-61,5.7189261480130962e-62,1.8617580166589182e-28,4.3888572516533518e-59,8.5317072557970822e-10,4.1021209590670906e-11,1.5475138169995425e-14,1.6505153368334545e-14,1.0696890984557971e-18,3.14388794498249e-16,2.1196668348006377e-17,2.7966784142007032e-21,1.3590720872832588e-31,1.0463392386573534e-29,2.8193950307790897e-48
2.5387530476741544e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756212693079,0.11866996500614124,0.02282156766844156,4.8239529477596745e-52,6.437521152066571e-33,5.3309271475119976e-20,2.1835086097664144e-40,6.5416901164829504e-37,4.0448082773946755e-74,2.581547630745482e-16,4.6063926587696052e-74,2.5815475608488603e-16,2.0205941211667666e-51,1.6621704357636415e-39,3.0352847865314776e-60,1.8340545245619472e-61,3.1789721857120182e-28,1.0462349463411045e-58,1.0238048561476088e-09,4.9225451499625199e-11,1.8492159798807796e-14,1.9972553401006281e-14,1.2785801190261822e-18,4.4490992126797132e-16,3.5804329980197324e-17,4.0152545808344692e-21,3.2261262924090534e-31,1.7865372143460405e-29,9.1145627398995355e-48
2.96187855655393e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756194808574,0.1186699648355039,0.022821567664339439,1.4612203691599661e-51,1.1657572595227586e-32,7.2255846413742551e-20,5.1533347081426473e-40,1.0278208341989235e-36,1.2083056967604465e-73,3.0118055728781219e-16,1.105168824159393e-73,3.011805478076554e-16,3.6668638247865837e-51,3.0248764570021856e-39,8.0870100340939749e-60,4.8865303562044858e-61,5.003081453851679e-28,2.1754457367059768e-58,1.1944389816737924e-09,5.7429693398188998e-11,2.1483462233404901e-14,2.3496724216435217e-14,1.4856904070107483e-18,5.9581633786465988e-16,5.5747890327898322e-17,5.4553956465819021e-21,6.7019801698211178e-31,2.8115081619451971e-29,2.4772872877922379e-47
