Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),CHOX(53),H2OX(23),CO2X(24)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.305033531594134e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,-9.484036065641606e-122,1.3111129442296077e-65,2.9700072473191348e-36,5.9954205400577225e-89,1.8189017431915876e-54,2.0389482133132277e-132,5.564692090377849e-20,-6.623360050894024e-106,5.564692090377849e-20,2.625609261725581e-72,6.852384888224635e-73,1.3451250879026777e-112,1.559669470891945e-113,5.334634238317327e-54,1.2336263706017961e-85,3.0390311159895404e-18,8.998030998167262e-20,3.6022135345444512e-22,9.008783565416967e-38,3.335798334090026e-37,3.602213534528314e-22,8.032949901117903e-34,3.908587624826445e-42,9.576509052906232e-47,1.2088687792049387e-77,2.1456307125830893e-52,5.1587980210973414e-76,2.368891876878663e-106,-3.7065210967463287e-109,3.3174158799093106e-54,-3.884534275829374e-109
1.7654093888463576e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,1.718205145572013e-119,2.932913427546459e-64,1.7938843774366062e-35,6.625230088189312e-87,2.748724337228074e-53,7.357252917765941e-130,1.558113785305798e-19,1.2786491330237028e-104,1.558113785305797e-19,7.404638275093393e-71,2.154499448989599e-71,2.689022324066284e-110,3.117915250489736e-111,6.333277765501158e-53,6.3919629891854395e-84,8.50928712477071e-18,2.5194486794868334e-19,1.0086197896750674e-21,5.441305271420445e-37,2.0148221937883227e-36,1.008619789665321e-21,4.851901717469307e-33,4.640275206045648e-41,1.1369448931269596e-45,7.354277030224094e-76,2.5472927820512598e-51,3.1383485707062213e-74,4.735621391274586e-104,3.7511669029402866e-107,3.938436131228292e-53,3.931324290395021e-107
4.035221460220246e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996531,0.022821567693054285,7.253566974151221e-117,5.794948187057288e-63,8.636781076041773e-35,5.994251949052807e-85,2.9569522121089126e-52,2.6639928086829905e-127,3.5614029378418242e-19,1.3501184716224392e-102,3.561402937841821e-19,1.6106705636420292e-69,4.8065697482300795e-70,4.868396678657063e-108,5.644894842990203e-109,6.218049661272235e-52,2.7965794949229265e-82,1.944979914233304e-17,5.758739838827048e-19,2.3054166621267963e-21,2.619754257686146e-36,9.70050155550299e-36,2.3054166620798706e-21,2.3359817970362268e-32,4.555849666837952e-40,1.1163052841404631e-44,3.3202071341746515e-74,2.50094715881196e-50,1.4168005466293027e-72,8.573704742520155e-102,7.855836543076682e-105,3.866779945282161e-52,8.23312900364262e-105
8.574845602968022e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996528,0.022821567693054285,2.3332983297495168e-114,1.0311805152210603e-61,3.771909204960953e-34,4.536907824686481e-83,2.7179485210652037e-51,8.078326851425297e-125,7.567981242913878e-19,1.0671561305669237e-100,7.567981242913862e-19,2.9859117750460484e-68,9.002173170735264e-69,7.377527901800536e-106,8.554226772317524e-107,5.4997944998237e-51,1.0452573405090997e-80,4.1330823177457633e-17,1.2237322157507477e-18,4.899010407072188e-21,1.1441155095662757e-35,4.2364638842624983e-35,4.8990104068672545e-21,1.0201846020928193e-31,4.029597353505594e-39,9.87441294076378e-44,1.2537494119412135e-72,2.212059439917394e-49,5.349569176162463e-71,1.299252097444395e-99,1.262579840606593e-102,3.420123066437022e-51,1.3232177948491036e-102
1.7654093888463574e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999998,0.11866996602996524,0.022821567693054285,6.675570628571398e-112,1.7392370197909932e-60,1.5746978433076913e-33,3.152411147749232e-81,2.325262182431756e-50,2.247258072440925e-122,1.558113785305799e-18,7.56362472688943e-99,1.5581137853057924e-18,5.1320194375927035e-67,1.5549015420526803e-67,1.0258478258967117e-103,1.1894682139314336e-104,4.622908650449188e-50,3.6297490341902595e-79,8.509287124770657e-17,2.519448679486833e-18,1.0086197897130714e-20,4.7764570172089595e-35,1.7686402767058797e-34,1.0086197896275156e-20,4.259069719430333e-31,3.3871192366789557e-38,8.301417039323616e-43,4.350549872470709e-71,1.8593692462907736e-48,1.8560139839770614e-69,1.8066145695144125e-97,1.8054212190678287e-100,2.874819506339416e-50,1.8921302308234215e-100
3.581259045945468e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999997,0.11866996602996516,0.022821567693054285,1.8056895608970715e-109,2.8567023061705224e-59,6.433154504579397e-33,2.1017498272174213e-79,1.922571738595595e-49,5.9958615018478494e-120,3.1607451073346242e-18,5.089972701301009e-97,3.1607451073345965e-18,8.505945853308229e-66,2.5834921511699994e-66,1.3683108848288623e-101,1.5865533495167597e-102,3.7901397928415266e-49,1.2236191717350958e-77,1.7261696738820348e-16,5.1108816069590024e-18,2.0460572877918735e-20,1.951338530701977e-34,7.2254726233297695e-34,2.04605728744235e-20,1.7399688110212136e-30,2.776964761115269e-37,6.80826301339362e-42,1.4493881997935868e-69,1.524423247222189e-47,6.181300979158534e-68,2.4097242472949025e-95,2.4412672862770322e-98,2.356950706021882e-49,2.5585140956890338e-98
7.21295836014369e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.02282156769305428,4.7530263401756954e-107,4.63083772454926e-58,2.600383910801726e-32,1.3734127754799435e-77,1.5634034085595622e-48,1.5675889750751315e-117,6.366007751392283e-18,3.339717264441035e-95,6.36600775139217e-18,1.3849727799514618e-64,4.211744192456106e-65,1.7885532678199555e-99,2.0738234338982e-100,3.0693534327199546e-48,4.111053991554862e-76,3.4766515966919347e-16,1.0293747461903335e-17,4.120932284217864e-20,7.887622229943105e-34,2.920651559616303e-33,4.120932282805034e-20,7.033231004316729e-30,2.24885768830883e-36,5.517168038776881e-41,4.734135368280223e-68,1.2345174701648676e-46,2.0176792617724989e-66,3.1498106348674575e-93,3.2126837396127583e-96,1.9087197662373454e-48,3.366979393187702e-96
1.4476356988540132e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999992,0.11866996602996462,0.022821567693054278,1.2349685258730643e-104,7.457821407294668e-57,1.0456029358487402e-31,8.890171419969652e-76,1.2609414871763346e-47,4.059283874153678e-115,1.2776533039507637e-17,2.164087085263805e-93,1.2776533039507187e-17,2.235351650616855e-63,6.801977947496238e-64,2.315650668334413e-97,2.684991667291099e-98,2.4704826099465294e-47,1.4075575817954133e-74,6.977615442311581e-16,2.065947917179199e-17,8.270682278143397e-20,3.171578124529161e-33,1.1743811465478715e-32,8.270682272462466e-20,2.828030347303931e-29,1.810075713435068e-35,4.446588838829864e-40,1.5319885926894574e-66,9.936470625494869e-46,6.5207885949476245e-65,4.0780787647173374e-91,4.173515125053948e-94,1.5363036847873998e-47,4.3739566692033613e-94
2.9003154245333017e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999985,0.11866996602996391,0.022821567693054268,3.1912186914074117e-102,1.1971454597690975e-55,4.193335447897353e-31,5.733142578807125e-74,1.0128567754317785e-46,1.0471557613189623e-112,2.5597583615738484e-17,1.393611502582215e-91,2.5597583615736684e-17,3.592150092860345e-62,1.0933980333536202e-62,2.986747311321811e-95,3.4631266937168304e-96,1.9824066119549557e-46,5.0395665223147116e-73,1.3979543133550254e-15,4.1390942591569213e-17,1.657018227028866e-19,1.2719446135745695e-32,4.709793651807908e-32,1.6570182247505577e-19,1.134165929116636e-28,1.452470802017736e-34,3.577563457426422e-39,4.939495270827955e-65,7.973391931484947e-45,2.0969865195597528e-63,5.2599431123679566e-89,5.392168199985401e-92,1.2327868931148802e-46,5.6511380710319874e-92
