Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),H2OX(23)
6.450778387925648e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999726,0.11866996602996273,0.022821567693054223,0.0,1.1513539955924272e-54,4.307598716366418e-36,8.4030492013125764e-76,1.6144345158885703e-48,8.166860232150139e-120,6.5595161321710307e-22,9.6270629892072891e-102,6.5595161307074265e-22,2.5016483061453952e-68,4.0562615027716211e-61,8.161509107381499e-101,4.9315613630484134e-102,4.81045329884966e-48,7.4685699697373278e-81,2.6014104975124807e-15,1.2507812848323788e-16,4.8211868759460447e-20,3.4349430232891762e-32,4.8211868761200272e-20,8.139139549536957e-31,1.7013396335984301e-37,5.6150899775886304e-44,7.3284721162139239e-69,1.5231803751396757e-49,6.4108520744740613e-46
1.2907161274885116e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999454,0.11866996602996012,0.02282156769305416,0.0,1.8436654649518402e-53,1.7241620806369718e-35,1.0410802300332405e-73,1.2928569766707266e-47,4.0465369648984784e-117,1.3124731238714984e-21,6.1708431553802898e-100,1.3124731232856744e-21,4.0069849090654885e-67,6.4975673054930431e-60,2.0220652020327099e-98,1.2218253380145913e-99,3.8512853752181145e-47,2.3926248250910999e-79,5.2050811257771009e-15,2.5026492606159265e-16,9.6465624457777021e-20,1.3748715301074276e-31,9.6465624464740895e-20,3.257776259616573e-30,1.3621055080951599e-36,8.6984438801887714e-43,4.5408380482819061e-67,1.2194704599540506e-48,5.1325767570933367e-45
2.581992704880405e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999891,0.11866996602995492,0.022821567693054035,0.0,2.9510621162930431e-52,6.8988941593971369e-35,1.3104525970176673e-71,1.0348095828281884e-46,2.0372246538542925e-114,2.6255161460593126e-21,3.9523896779797493e-98,2.6255161437152542e-21,6.414655932898494e-66,1.0402141416270363e-58,5.0901955654660181e-96,3.075731638619754e-97,3.082195222425347e-46,7.6606939579134532e-78,1.0412422382301648e-14,5.0063852121829258e-16,1.9297313584884032e-19,5.5012701617648676e-31,1.9297313587670484e-19,1.3035343037336677e-29,1.0900972799447117e-35,1.3688676053669354e-41,2.858240384983765e-65,9.7594699147676121e-48,4.1076165387292221e-44
5.164545859664192e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997816,0.11866996602994451,0.022821567693053785,0.0,4.7226495746092122e-51,2.7600069021598678e-34,1.6631995009483253e-69,8.2805731796481692e-46,1.0341903981684319e-111,5.251602193951037e-21,2.5305058534480425e-96,5.2516021845732771e-21,1.0266234347661273e-64,1.664822489973507e-57,1.2920317858683338e-93,7.8070537578970693e-95,2.4662187708997083e-45,2.4521093989038278e-76,2.0827104895331955e-14,1.0013857115316534e-15,3.8598815860868733e-19,2.2008608356256551e-30,3.8598815872016352e-19,5.2149816638197666e-29,8.7224169039276709e-35,2.1718677117052953e-40,1.8139294120032945e-63,7.8090587612542673e-47,3.2867097012478658e-43
1.0329652169231765e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995634,0.11866996602992368,0.022821567693053286,0.0,7.556974129817048e-50,1.1040926205787072e-33,2.119808369682322e-67,6.6252972514917622e-45,5.2723214130617621e-109,1.0503774303798873e-20,1.619836284811988e-94,1.0503774266284776e-20,1.6428203154187789e-63,2.6640903595295577e-56,3.2934282220779717e-91,1.990041689163174e-92,1.9731532323667175e-44,7.8478499745134395e-75,4.1656469921317468e-14,2.0028800921582208e-15,7.7201820403926293e-19,8.8041162286628824e-30,7.720182044852046e-19,2.0861589499702016e-28,6.9785679663468778e-34,3.4603176642164965e-39,1.1559981523797409e-61,6.2478402338329651e-46,2.6296052297539164e-42
2.0659864788366913e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991266,0.11866996602988202,0.022821567693052283,0.0,1.209166509981012e-48,4.4165502532302074e-33,2.707518324746885e-65,5.3005733024969457e-44,2.6935882313043521e-106,2.1008118579752093e-20,1.0367952473732592e-92,2.1008118429689599e-20,2.6286907720937776e-62,4.2628134502623003e-55,8.4129703206010324e-89,5.0835058597837757e-90,1.5785829298477635e-43,2.511487987916592e-73,8.3315199972987975e-14,4.0058688534107363e-15,1.5440782945439408e-18,3.5217549088607002e-29,1.5440782963277829e-18,8.3449474415713244e-28,5.5830744155527117e-33,5.524737781595126e-38,7.3825982279796275e-60,4.9985095371710327e-45,2.1037645432363784e-41
4.132029002663721e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319982534,0.11866996602979869,0.022821567693050281,0.0,1.9346808914099361e-47,1.7666560921844145e-32,3.4618382652418786e-63,4.2405928429597556e-43,1.3776022463855732e-103,4.2016807356688702e-20,6.6358097003903865e-91,4.2016806756426515e-20,4.2060478508295053e-61,6.8206185511190947e-54,2.1513590891676684e-86,1.2999506853029752e-87,1.2628729687180151e-42,8.0370431591392536e-72,1.6663266007512709e-13,8.0118463759132912e-15,3.0881984741274029e-18,1.4087027162598436e-28,3.0881984812629425e-18,3.3380245549313601e-27,4.4664935550480199e-32,8.8300601942312111e-37,4.7197417968318568e-58,3.9989026483119768e-44,1.6830203667176134e-40
8.26411405031778e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631996507,0.11866996602963205,0.022821567693046274,0.0,3.0954176668835229e-46,7.0666966397110403e-32,4.4286037147083378e-61,3.392527949723904e-42,7.0492441322789192e-101,8.4034185810682624e-20,4.2470206728008358e-89,8.4034183409609488e-20,6.7297906444220015e-60,1.0912769476128686e-52,5.5042995674127251e-84,3.3259524304508646e-85,1.0102730051574188e-41,2.5718988631755258e-70,3.3326758027459762e-13,1.6023801420908488e-14,6.1764388275907552e-18,5.6346449316267448e-28,6.1764388561334044e-18,1.3352055370514648e-26,3.5731220616996988e-31,1.4120149626659972e-35,3.018909271381511e-56,3.1991602481818381e-43,1.3463823284463329e-39
1.6528284145625898e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319930137,0.11866996602929877,0.022821567693038263,0.0,4.9523442035511426e-45,2.8266933409720828e-31,5.6666571130961183e-59,2.7140438207287054e-41,3.6079629222648006e-98,1.6806894631915327e-19,2.7181260506381819e-87,1.6806893671481186e-19,1.0767756262139605e-58,1.7459250857110961e-51,1.4086132785705948e-81,8.5114930530599283e-83,8.0816342998521048e-41,8.2301484192031157e-69,6.6653742065430773e-13,3.2047711510859249e-14,1.2352919511703166e-17,2.2536908518716837e-27,1.2352919625875956e-17,5.3407063775500839e-26,2.8583303209321732e-30,2.2584825367374565e-34,1.9314388744830798e-54,2.559343645003945e-42,1.0770323515468284e-38
3.3056624336242133e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319860276,0.11866996602863222,0.022821567693022238,0.0,7.922638385458059e-44,1.1306804580598435e-30,7.2512400206899223e-57,2.1712436260248614e-40,1.8467463693200167e-95,3.3613848173802577e-19,1.7396112144845502e-85,3.3613844332056257e-19,1.7228482888683363e-57,2.7930644692933356e-50,3.6050145401657054e-79,2.1783165488783349e-80,6.4643705030761304e-40,2.6336590058881344e-67,1.3330771013368044e-12,6.4095531690602262e-14,2.4705880788670825e-17,9.0133579700961593e-27,2.4705881245376012e-17,2.1361736436500418e-25,2.286376217255922e-29,3.6126408815461303e-33,1.2357667840081573e-52,2.0474814058511469e-41,8.6150062032459682e-38
6.611330471747461e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319720554,0.11866996602729912,0.02282156769299019,0.0,1.2672603003367789e-42,4.5227295525064772e-30,9.2781326896029966e-55,1.7369983046500791e-39,9.451826944427164e-93,6.7227761018349451e-19,1.1133546014185015e-83,6.7227745651344757e-19,2.7565630546498565e-56,4.4675431608004942e-49,9.2254054207196929e-77,5.5744166904721982e-78,5.1699749377682693e-39,8.4277271260686867e-66,2.6661564623941047e-12,1.2819117204945413e-13,4.9411802977577471e-17,3.6042055872949689e-26,4.9411804804503369e-17,8.5437908537901487e-25,1.8286321027964554e-28,5.7783990612222564e-32,7.9059584699451643e-51,1.6379882185307087e-40,6.8899709839944512e-37
1.3222666547993955e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319441111,0.11866996602463291,0.022821567692926096,0.0,2.026454734395537e-41,1.8090945461790226e-29,1.1868368953620655e-52,1.3895999669284571e-38,4.836229552460072e-90,1.3445560975053201e-18,7.125481054976496e-82,1.3445554828247522e-18,4.4105054027148833e-55,7.1436965533776054e-48,2.3601868181490242e-74,1.4261340388030825e-75,4.133538496850599e-38,2.6968755380736916e-64,5.3323151832779289e-12,2.5638245276462155e-13,9.8823645895276164e-17,1.4407702128907078e-25,9.8823653203807418e-17,3.4167870643004562e-24,1.4621526622388133e-27,9.2405191870044511e-31,5.0565471861805965e-49,1.3103926087458291e-39,5.5087129549080653e-36
2.6445338700486946e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631888222,0.11866996601930049,0.022821567692797903,0.0,3.2386123975062199e-40,7.2363930774523687e-29,1.5172741632947457e-50,1.1116804415064064e-37,2.473098642899583e-87,2.6891139938724712e-18,4.5603124192887895e-80,2.6891115351494991e-18,7.0568118767308491e-54,1.141592741809237e-46,6.0346267668181294e-72,3.6464005507161776e-73,3.3029274925083125e-37,8.6300058370697833e-63,1.0664632620122478e-11,5.127650141848115e-13,1.9764732589021546e-16,5.7557921079765258e-25,1.9764735513094282e-16,1.3661304505084596e-23,1.1685173713138373e-26,1.4769843405069745e-29,3.232176463642298e-47,1.0483161739110564e-38,4.4017522854025567e-35
5.2890683005472925e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317764441,0.11866996600863566,0.022821567692541522,0.0,5.1699282059303917e-39,2.8945677528951863e-28,1.9373665776948718e-48,8.8934444227867411e-37,1.2631422755176338e-84,5.3782334735003328e-18,2.9186024651313096e-78,5.3782236386075454e-18,1.1290900373207466e-52,1.8220865421436181e-45,1.5410978829508304e-69,9.3120257743993032e-71,2.6361166011912539e-36,2.7616022337306742e-61,2.1329267474119179e-11,1.025530136984616e-12,3.952946625182649e-16,2.2965053622385233e-24,3.9529477953389245e-16,5.4598497931546506e-23,9.32890156181871e-26,2.3584486234687256e-28,2.063519916231485e-45,8.3865580848955528e-38,3.5130795055769311e-34
1.0578137161544488e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631552888,0.11866996598730599,0.022821567692028758,0.0,8.2342116644636812e-38,1.1578352234211947e-27,2.4677754660334147e-46,7.1147543247330951e-36,6.4359450997391029e-82,1.0756487180326785e-17,1.8679098112536125e-76,1.0756447840757848e-17,1.8065437803973065e-51,2.9011580972349952e-44,3.9260716818039862e-67,2.3723138475638097e-68,2.0989999078062253e-35,8.8371258608849278e-60,4.265853710334297e-11,2.0510603824219457e-12,7.905892423270689e-16,9.1398546117553072e-24,7.9058971081140324e-16,2.180210725562952e-22,7.4324792502796117e-25,3.7585081795943411e-27,1.3142082202870914e-43,6.709290410869682e-37,2.7972378006813774e-33
2.115627488353888e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756311057762,0.11866996594464665,0.022821567691003228,0.0,1.3055783625141498e-36,4.6314050137879209e-27,3.1282211492920519e-44,5.6918004627247689e-35,3.2634472609080722e-79,2.1513053584234728e-17,1.1954660574537888e-74,2.1512896225995286e-17,2.8904685805407496e-50,4.5970980258965208e-43,9.9537875168016688e-65,6.0145374356621133e-66,1.6635840307789582e-34,2.8278788711921349e-58,8.5317076046712157e-11,4.102120872647737e-12,1.5811780281556818e-15,3.6195232259042522e-23,1.5811799054703871e-15,8.6911505476790368e-22,5.8973989712169649e-24,5.9660473252493615e-26,8.3293155672263754e-42,5.3675015706611039e-36,2.2169143745330878e-32
4.2312550327527663e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756302115526,0.11866996585932797,0.022821567688952167,0.0,2.0518539092347801e-35,1.8526127069601501e-26,3.9275116603196903e-42,4.5534351526999692e-34,1.6390098168761455e-76,4.3026422352847437e-17,7.6510299176756043e-73,4.3025792920217489e-17,4.6247445715399068e-49,7.2160054360997362e-42,2.4995110896872656e-62,1.5103194997248517e-63,1.3065448135175517e-33,9.0492024714400604e-57,1.7063415267313691e-10,8.2042418505056845e-12,3.1623541046583911e-15,1.4194732431759194e-22,3.16236164097493e-15,3.4529312473038182e-21,4.6415769011111557e-23,9.396179372678006e-25,5.2283665072148934e-40,4.294110730977641e-35,1.741016473276088e-31
