Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),H2OX(23)
5.188128281204112e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33571224528240956,0.11691472445812334,0.022771616202844461,0.0,4.2415521508781174e-15,2.9726682499002993e-11,2.1203963822065008e-09,4.8476874610736856e-15,1.0492188819770816e-29,8.369805997244295e-09,6.3292494736043132e-32,5.1326089398044696e-10,3.8677453835483838e-23,1.5275467161927536e-19,3.880838208072046e-22,4.6431405426565177e-24,3.1566144375364434e-17,5.187512945508404e-24,0.0017551864530202098,9.9900859475034521e-05,2.8878495449636074e-09,5.0514999799323259e-13,1.8597577531223334e-07,2.0009768121248364e-13,1.5247698570857228e-10,4.1588044282500829e-08,3.8784715325451025e-14,2.0547093905347828e-13,5.0024403209520323e-18
5.33956051281234e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33566705175131967,0.11687243457776682,0.022770167609346512,0.0,4.6427380037603703e-15,3.2830814562597791e-11,2.3269492519084156e-09,5.0904031640558079e-15,1.2414712373274701e-29,8.691128373371244e-09,7.2561895639804151e-32,5.2792243171325405e-10,4.1547229093371129e-23,1.6909439243220067e-19,4.4620182820105025e-22,5.2433474903663635e-24,3.4534328822043623e-17,5.7316086528155088e-24,0.0017974742560221513,0.0001027978398817217,2.9260894834352206e-09,5.3847966146009488e-13,1.9317391955417822e-07,2.0276162819073611e-13,1.6410362099525301e-10,4.3087651301680816e-08,4.1388809517814263e-14,2.3038404557585927e-13,5.3360864554347747e-18
5.490992744420569e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33562230378591729,0.11683058936419061,0.02276871949605545,0.0,5.0702617285141988e-15,3.6169967988392876e-11,2.5469508039487117e-09,5.3396319161048612e-15,1.4619846712256282e-29,9.0163619754859325e-09,8.2886498912154313e-32,5.4257123686384372e-10,4.4547037806913114e-23,1.8672707249380467e-19,5.1099323446305974e-22,5.9009031037663185e-24,3.7694963101888159e-17,6.3155202346641914e-24,0.0018393173660006851,0.00010569384642454895,2.9643027594251062e-09,5.731072669968533e-13,2.0046437680563517e-07,2.0542512037025951e-13,1.7627266842569981e-10,4.4595625622791934e-08,4.4087067695797377e-14,2.5752480038885263e-13,5.6830689118048931e-18
5.642424976028797e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33557799670264504,0.11678918414071961,0.022767271859015767,0.0,5.5251631836017364e-15,3.975587497686855e-11,2.7808601406325504e-09,5.5954592327474169e-15,1.7139417354651366e-29,9.345502005007341e-09,9.4355269501174772e-32,5.5720773215345109e-10,4.7679684073100576e-23,2.0572256427390638e-19,5.8300112812939611e-22,6.6194598023565108e-24,4.1055381886395929e-17,6.9410309706202175e-24,0.0018807204596545826,0.00010858888655536803,3.0024898108421197e-09,6.0905260736049482e-13,2.0784703158442468e-07,2.080882698881012e-13,1.8899403016707303e-10,4.6111478980003212e-08,4.6879907899812395e-14,2.8702668882002703e-13,6.0436149427544213e-18
5.793857207637026e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33553412586732684,0.11674821427997398,0.022765824694314714,0.0,6.0085003329150103e-15,4.3600594066439881e-11,3.0291369792797258e-09,5.8579707117805891e-15,2.0007783968207161e-29,9.6785437120394338e-09,1.0706236085364696e-31,5.7183233818530466e-10,5.0947995949870129e-23,2.2615295135709788e-19,6.6279495184949411e-22,7.4027906619666925e-24,4.462302664153038e-17,7.6099623488117526e-24,0.0019216881643869333,0.00011148296763997543,3.0406510690114458e-09,6.4633543744428056e-13,2.153217693076635e-07,2.1075119102462829e-13,2.0227740020155638e-10,4.7634723027819345e-08,4.9767697301150671e-14,3.1902764413313221e-13,6.4179523902748377e-18
5.945289439245254e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3354906866946441,0.1167076752033472,0.022764377998081765,0.0,6.5213493466145863e-15,4.7716513626222241e-11,3.2922413801819497e-09,6.1272520379316382e-15,2.326195980606545e-29,1.0015482394644514e-08,1.2110730535399357e-31,5.8644547346174617e-10,5.4354825256531015e-23,2.4809257813497308e-19,7.5097084799946768e-22,8.2547894443903005e-24,4.8405445313914841e-17,8.324174389677732e-24,0.0019622250588271057,0.00011437609695933199,3.0787869587690928e-09,6.849754745513164e-13,2.2288847627141022e-07,2.1341400020570358e-13,2.1613225635245953e-10,4.9164869615949619e-08,5.2750752353898135e-14,3.5367009911869192e-13,6.8063097003438276e-18
6.096721670853483e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33544767464761827,0.11666756238048982,0.022762931766488179,0.0,7.0648047041912352e-15,5.2116355333461333e-11,3.5706334763527947e-09,6.40338898745079e-15,2.6941732578430409e-29,1.0356313398127062e-08,1.3659520865746368e-31,6.0104755440112183e-10,5.7903047380535542e-23,2.7161807942346936e-19,8.4815198091119522e-22,9.179470556326592e-24,5.2410292018887053e-17,9.0855659670244456e-24,0.0020023356733470869,0.00011726828171076938,3.1168978985579624e-09,7.2499239866083265e-13,2.3054703963040437e-07,2.1607681600204149e-13,2.3056785256813614e-10,5.0701431062203638e-08,5.5829338988393868e-14,3.9110103779198068e-13,7.2089159375027476e-18
6.248153902461711e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.335405085237098,0.11662787132879862,0.022761485995746521,0.0,7.6399792997036156e-15,5.6813177635894612e-11,3.8647732052833803e-09,6.6864674326394667e-15,3.1089786632418616e-29,1.070103211432788e-08,1.5363694790547311e-31,6.1563899535444816e-10,6.1595561090399808e-23,2.9680841000579563e-19,9.5498883587763652e-22,1.0180968938936879e-23,5.6645326730341235e-17,9.8960751265090762e-24,0.0020420244905723171,0.00012015952900918411,3.1549843005246165e-09,7.6640585268719668e-13,2.3829734737788548e-07,2.1873975912572076e-13,2.4559321147084196e-10,5.2243920423192042e-08,5.900367284566964e-14,4.3147204716422321e-13,7.6260007993509242e-18
6.39958613406994e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33536291402125351,0.11658859761291111,0.022760040682110225,0.0,8.2480045491639075e-15,6.1820379199193937e-11,4.1751200429115564e-09,6.9765733463159382e-15,3.5751826329998242e-29,1.1049633980928918e-08,1.7234937383530879e-31,6.3022020862185571e-10,6.543528835463692e-23,3.2374487410355488e-19,1.0721594949605408e-21,1.1263539888880805e-23,6.111841497231003e-17,1.0757679401641887e-23,0.0020812959458871017,0.0001230498458882183,3.1930465706130269e-09,8.0923544273160515e-13,2.4613928832548794e-07,2.2140295242358629e-13,2.6121711717740528e-10,5.3791851762619535e-08,6.2273919552331569e-14,4.7493936906053618e-13,8.0577946309424462e-18
6.551018365678168e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33532115660507389,0.11654973684420557,0.022758595821873135,0.0,8.8900305000590349e-15,6.7151702339526217e-11,4.5021327400100592e-09,7.2737928062194651e-15,4.0976700528639575e-29,1.1402114480768754e-08,1.9285551682047701e-31,6.4479160446881513e-10,6.9425174166615213e-23,3.5251115477816283e-19,1.2003698895022038e-21,1.243155881127198e-23,6.5837527512253256e-17,1.1672396127374984e-23,0.0021201544279346274,0.00012593923930142781,3.2310851086549627e-09,8.5350073832641237e-13,2.5407275208320328e-07,2.2406652086754057e-13,2.7744810839815023e-10,5.5344740416957712e-08,6.5640195035275595e-14,5.216639519634105e-13,8.5045284390904522e-18
6.702450597286397e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33527980863987156,0.11651128468030643,0.022757151411369036,0.0,9.5672259429928892e-15,7.2821236441267863e-11,4.8462690611968017e-09,7.5782119993537361e-15,4.6816528066715692e-29,1.1758469141168249e-08,2.1528479687602873e-31,6.5935359114214149e-10,7.3568186375250593e-23,3.8319334326331946e-19,1.3403540292838937e-21,1.3689520905083558e-23,7.0810740056014931e-17,1.2642282751347566e-23,0.0021586042791116341,0.00012882771612343725,3.2691003084592361e-09,8.9922127267207557e-13,2.6209762903939421e-07,2.2673059154189361e-13,2.9429447182018533e-10,5.6902103258285563e-08,6.9102565875608836e-14,5.7181150286136892e-13,8.9664339065826685e-18
6.853882828894625e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33523886582279161,0.11647323682459487,0.022755707446971234,0.0,1.0280778525426265e-14,7.8843421359957156e-11,5.2079855267661581e-09,7.8899172262707365e-15,5.3326824147480179e-29,1.2118693533266101e-08,2.3977323765033274e-31,6.7390657488578471e-10,7.7867315521417922e-23,4.158799682289045e-19,1.4928742083790353e-21,1.5042040781838143e-23,7.6046232944400784e-17,1.3669437142868507e-23,0.002196649796057801,0.00013171528315108152,3.3070925579007871e-09,9.4641654286669545e-13,2.7021381034084737e-07,2.293952936278628e-13,3.1176423578076659e-10,5.8463458954091353e-08,7.266104970110308e-14,6.2555253908243372e-13,9.4437434063087679e-18
7.005315060502854e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33519832389632592,0.11643558902572454,0.022754263925092149,0.0,1.1031894867489068e-14,8.5233050810576308e-11,5.5877371575350635e-09,8.2089949052964232e-15,6.0566627513755413e-29,1.2482783271364214e-08,2.6646368442033778e-31,6.8845095995640559e-10,8.2325574679959936e-23,4.5066202497711351e-19,1.6587211877976288e-21,1.6493852018549234e-23,8.1552290851325792e-17,1.4755997899719135e-23,0.0022342952301399122,0.00013460194710453478,3.3450622390087097e-09,9.9510601012813402e-13,2.7842118787285659e-07,2.3206075838519187e-13,3.2986516423599933e-10,6.0028328223835999e-08,7.6315615616466446e-14,6.8306244009375286e-13,9.93669001530132e-18
7.156747292111082e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33515817864783376,0.11639833707714278,0.022752820842182792,0.0,1.1821800679843154e-14,9.2005275741228359e-11,5.9859772228928562e-09,8.535531576699416e-15,6.8598628309447188e-29,1.2850734012282944e-08,2.9550602611194092e-31,7.0298714863873946e-10,8.6945999307185036e-23,4.8763300457199319e-19,1.838714355010053e-21,1.8049806645835452e-23,8.733730248348639e-17,1.5904144652852706e-23,0.0022715447879308576,0.00013748771462842555,3.3830097280523662e-09,1.0453091000086291e-12,2.8671965423932924e-07,2.3472711913086013e-13,3.4860475102970879e-10,6.1596234092084095e-08,8.006618467067885e-14,7.4452149925140346e-13,1.0445507528691742e-17
7.308179523719311e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33511842590906499,0.1163614768166165,0.022751378194732445,0.0,1.2651740883576863e-14,9.917560769224484e-11,6.4031569922394452e-09,8.8696139068038727e-15,7.7489296527132554e-29,1.3222541454725955e-08,3.270574213711991e-31,7.1751554126075106e-10,9.173164709375549e-23,5.2688892290341371e-19,2.0337018604352007e-21,1.9714874572091666e-23,9.3409760281514103e-17,1.7116098369061774e-23,0.0023084026316835355,0.00014037259229293889,3.420935395625884e-09,1.0970452026018812e-12,2.9510910274290589e-07,2.3739451121494325e-13,3.6799021446692037e-10,6.3166702138012058e-08,8.3912630360604891e-14,8.1011497548636464e-13,1.0970430473582553e-17
7.45961175532754e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33507906155569134,0.11632500412576358,0.022749935979268159,0.0,1.3522979732111926e-14,1.0675992214075651e-10,6.8397254899917612e-09,9.2113286920476099e-15,8.7309010940952372e-29,1.3598201338654547e-08,3.6128252871152775e-31,7.3203653620858083e-10,9.6685597822868124e-23,5.685283496862354e-19,2.2445607310054113e-21,2.1494142944657494e-23,9.9778260122566203e-17,1.8394121651684322e-23,0.002344872879799691,0.00014325658659490522,3.4588396067316573e-09,1.1503336727425618e-12,3.0358942736508536e-07,2.4006307199371066e-13,3.8802849219597458e-10,6.4739260741108114e-08,8.7854779170064543e-14,8.8003314491366029e-13,1.1511694122837593e-17
7.611043986935768e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33504008150684056,0.1162889149295888,0.02274849419235438,0.0,1.4436800935102018e-14,1.1477446183075997e-10,7.29612925433342e-09,9.5607628629865428e-15,9.8132188423244211e-29,1.3977709444671218e-08,3.9835374075970444e-31,7.4655052994128461e-10,1.0181095323362711e-22,6.1265243739531476e-19,2.4721969609579596e-21,2.3392815449012552e-23,1.064515010243067e-16,1.9740519039420246e-23,0.0023809596072937563,0.0001461397039588754,3.496722720862895e-09,1.2051938301982031e-12,3.121605227463437e-07,2.4273294080000772e-13,4.0872623640287973e-10,6.6313441322884319e-08,9.1892411143508467e-14,9.5447135235250595e-13,1.2069534508791369e-17
7.762476218543996e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33500148172463617,0.11625320519602507,0.022747052830592536,0.0,1.5394507784302057e-14,1.2323584008870792e-10,7.7728120998771943e-09,9.9180034882465231e-15,1.1003741354392948e-28,1.4361061593412445e-08,4.3845142262281682e-31,7.6105791700537002e-10,1.0711083688950838e-22,6.5936495013702815e-19,2.717545580028317e-21,2.5416211547082399e-23,1.1343828485023095e-16,2.1157637303329062e-23,0.0024166668462517493,0.0001490219507381827,3.5345850920849014e-09,1.2616449598534091e-12,3.2082228416624388e-07,2.454042589109559e-13,4.3008980932105743e-10,6.7888778584427292e-08,9.602526049341127e-14,1.0336300627463964e-12,1.2644188436878622e-17
7.913908450152225e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33496325821374279,0.11621787093547947,0.022745611890620583,0.0,1.639742328138816e-14,1.3216104412463856e-10,8.2702148844044935e-09,1.0283137778423622e-14,1.2310756835331814e-28,1.4748253644950515e-08,4.8176415439917827e-31,7.755590900491294e-10,1.125883940518202e-22,7.0877229245803457e-19,2.9815706992354907e-21,2.7569765655761916e-23,1.207475160162875e-16,2.2647865742077588e-23,0.0024519985862852802,0.00015190333321599074,3.5724270691149736e-09,1.3197063118863335e-12,3.2957460752352787e-07,2.4807716951301582e-13,4.5212527905921583e-10,6.9464810739619607e-08,1.0025301624046557e-13,1.117714912473273e-12,1.323589349918529e-17
8.065340681760453e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33492540702091533,0.11618290820038399,0.022744171369112685,0.0,1.7446890267708558e-14,1.4156743831884904e-10,8.7887752798407231e-09,1.0656253089933918e-14,1.374299622504847e-28,1.5139281498204273e-08,5.2848897785697986e-31,7.9005443983677225e-10,1.1824679155806699e-22,7.6098353809193106e-19,3.2652655344660686e-21,2.9859026266787078e-23,1.2838820119875134e-16,2.4213636475504005e-23,0.0024869587749807159,0.00015478385760632883,3.6102489954010782e-09,1.3793971019373706e-12,3.3841738931618447e-07,2.507518176644862e-13,4.7483841574966847e-10,7.1041079743869869e-08,1.0457532288563372e-13,1.2069367605368622e-12,1.3844888087921763e-17
8.216772913368682e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3348879242345531,0.11614831308475115,0.022742731262778728,0.0,1.8544271555946221e-14,1.5147276749410848e-10,9.3289275476196716e-09,1.1037436928813787e-14,1.5309646184034392e-28,1.5534141090358666e-08,5.7883164730432208e-31,8.045443552623588e-10,1.2408921770512557e-22,8.1611045864438402e-19,3.5696524080853896e-21,3.2289655009126505e-23,1.3636944904330177e-16,2.585742473656423e-23,0.0025215513183435632,0.00015766353005511229,3.6480512091994669e-09,1.4407365112699949e-12,3.4735052662148639e-07,2.5342835025551285e-13,4.9823468801898365e-10,7.2617131518194713e-08,1.0899178111308425e-13,1.3015117396310109e-12,1.4471411408819418e-17
8.36820514497691e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33485080598425959,0.11611408172373451,0.022741291568363988,0.0,1.9690950063673219e-14,1.6189516017340252e-10,9.8911023185845582e-09,1.1426776954471681e-14,1.7020362068348419e-28,1.5932828396292827e-08,6.3300688467390032e-31,8.1902922336353573e-10,1.3011888213714288e-22,8.7426755221722755e-19,3.8957827288269935e-21,3.4867425655108195e-23,1.4470046987525758e-16,2.7581749161725125e-23,0.0025557800812381183,0.0001605423566411507,3.6858340436511885e-09,1.5037436869237036e-12,3.5637391707599328e-07,2.5610691596567284e-13,5.2231925978243239e-10,7.4192516168503652e-08,1.1350194852301745e-13,1.4016613070694806e-12,1.5115703494451545e-17
8.519637376585139e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33481404844040608,0.11608021029319349,0.022739852282648711,0.0,2.0888328948777325e-14,1.7285313182319102e-10,1.0475726377567349e-08,1.1824360983392295e-14,1.8885280884408145e-28,1.6335339428016805e-08,6.9123863884554945e-31,8.3350942933507582e-10,1.3633901573806846e-22,9.3557207197202653e-19,4.2447369502316686e-21,3.7598223071533317e-23,1.5339057541092288e-16,2.9389172079868362e-23,0.0025896488878224262,0.00016342034337714096,3.72359782685741e-09,1.568437741858989e-12,3.6548745885551192e-07,2.5878766521919936e-13,5.4709698736326195e-10,7.5766788199942436e-08,1.1810534039335651e-13,1.507612295574305e-12,1.577800521747905e-17
8.671069608193367e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33477764781369973,0.11604669500926321,0.022738413402447741,0.0,2.2137831746741429e-14,1.8436558808215482e-10,1.1083222452782064e-08,1.2230276992794145e-14,2.0915034214273013e-28,1.6741670234116591e-08,7.5376034923007949e-31,8.4798535654222229e-10,1.4275287052873309e-22,1.0001440546335435e-18,4.6176245079251443e-21,4.0488042117058492e-23,1.6244917846999509e-16,3.1282299799767194e-23,0.0026231615219786146,0.00016629749621064789,3.7613428819535766e-09,1.634837755094291e-12,3.7469105065501431e-07,2.6147075013792441e-13,5.7257241693741263e-10,7.7339506726157995e-08,1.2280143046926162e-13,1.6195969639164349e-12,1.6458558303822137e-17
8.822501839801596e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33474160035475747,0.11601353212792871,0.022736974924610142,0.0,2.344090250975643e-14,1.9645182797539515e-10,1.1714009010161801e-08,1.2644613124241416e-14,2.3120761102256054e-28,1.7151816899207438e-08,8.2081521363800751e-31,8.6245738653384305e-10,1.4936371956839117e-22,1.0681063489335398e-18,5.0155837360413371e-21,4.3542986487156789e-23,1.7188579268898808e-16,3.3263782896197257e-23,0.0026563217277386403,0.00016917382102507044,3.7990695271824756e-09,1.7029627718348595e-12,3.8398459166850551e-07,2.6415632449202205e-13,5.9874978230387241e-10,7.8910235673353912e-08,1.2758965177940041e-13,1.7378530474029153e-12,1.7157605345758306e-17
8.973934071409824e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33470590235368292,0.11598071794460367,0.022735536846018801,0.0,2.4799005947648481e-14,2.0913154711404587e-10,1.2368500052762987e-08,1.3067457687211042e-14,2.551412089385081e-28,1.7565775543395301e-08,8.9265646045683366e-31,8.7692589905538934e-10,1.5617485686064322e-22,1.1395846439952499e-18,5.439781763116329e-21,4.6769267507998398e-23,1.8171003223562231e-16,3.533631649474112e-23,0.0026891332097055071,0.00017204932364059427,3.8367780759662345e-09,1.7728318035934649e-12,3.9336798156883934e-07,2.6684454364863695e-13,6.2563300298045713e-10,8.0478543979012683e-08,1.3246939747789281e-13,1.8626238082052695e-12,1.7875389814947482e-17
9.125366303018053e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33467055013964891,0.11594824879371377,0.022734099163590083,0.0,2.6213627570601318e-14,2.2242484088024766e-10,1.3047104925354286e-08,1.3498899162615852e-14,2.8107306018115113e-28,1.7983542321746302e-08,9.6954762516049581e-31,8.913912720616684e-10,1.6318959726365751e-22,1.2147074976588521e-18,5.8914143877962489e-21,5.0173202880621465e-23,1.9193161152413299e-16,3.7502640555345797e-23,0.0027215996334699964,0.00017492400981513055,3.8744688369772401e-09,1.8444638283029122e-12,4.0284112048747938e-07,2.6953556451848104e-13,6.5322568262437878e-10,8.2044005785166304e-08,1.3744002171082553e-13,1.9941580855241617e-12,1.8612156075384904e-17
9.276798534626281e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33463554008048407,0.11591612104828432,0.02273266187427345,0.0,2.7686273833654626e-14,2.3635220759742727e-10,1.3750228124301194e-08,1.3939026206284639e-14,3.091305470482074e-28,1.8405113423764086e-08,1.0517628311747196e-30,9.0585388172942409e-10,1.7041127640461138e-22,1.2936063647482021e-18,6.3717059347192894e-21,5.3761215376790583e-23,2.0256034493144847e-16,3.9765540154690756e-23,0.0027537246260229643,0.00017779788524524131,3.9121421142079738e-09,1.9178777904202786e-12,4.1240390899420164e-07,2.7222954550048617e-13,6.8153110777656985e-10,8.3606200626104902e-08,1.4250084050622025e-13,2.132710345585751e-12,1.9368149396282184e-17
9.42823076623451e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33460086858226373,0.11588433111953242,0.022731224975051097,0.0,2.9218472282959268e-14,2.5093455168581728e-10,1.4478269112851153e-08,1.4387927652400041e-14,3.3944663627854239e-28,1.8830485072874909e-08,1.13958707512207e-30,9.2031410246973318e-10,1.7784325059827378e-22,1.3764156252790643e-18,6.8819090909481381e-21,5.7539831487965016e-23,2.1360614651418973e-16,4.212784576742333e-23,0.0027855117761632453,0.00018067095556705074,3.9497982070397959e-09,1.9930926010228272e-12,4.2205624807673822e-07,2.7492664642460607e-13,7.1055224692832713e-10,8.5164713610419137e-08,1.4765113268632179e-13,2.2785407314654978e-12,2.0143615964877176e-17
9.579662997842738e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33456653208890563,0.1158528754564634,0.022729788462937592,0.0,3.0811771703770398e-14,2.6619318680314197e-10,1.5231622141917418e-08,1.4845692516895015e-14,3.7216000466536689e-28,1.9259653525920435e-08,1.2333165164706555e-30,9.3477230694021323e-10,1.8548889676965426e-22,1.4632726126090382e-18,7.4233047233448452e-21,6.1515680028821817e-23,2.2507902972644111e-16,4.4592433546317133e-23,0.0028169646349012248,0.00018354322635714249,3.9874374103106939e-09,2.0701271378955266e-12,4.3179803912035922e-07,2.7762702849286076e-13,7.4029174990844121e-10,8.6719135597278583e-08,1.5289014080105994e-13,2.4319151127354169e-12,2.0938802899172928e-17
9.731095229450967e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33453252708176906,0.11582175054547149,0.022728352334979537,0.0,3.2467742270159631e-14,2.8214983897039068e-10,1.6010676076453716e-08,1.5312410000808745e-14,4.0741516376716113e-28,1.9692615072658036e-08,1.3332587716105018e-30,9.4922886605704712e-10,1.9335161238064169e-22,1.5543176415293222e-18,7.9972016772953051e-21,6.5695490696800667e-23,2.3698910713824391e-16,4.7162225601408151e-23,0.0028480867158581103,0.00018641470313344397,4.0250600143820178e-09,2.1490002456101448e-12,4.4162918388739239e-07,2.8033085421872065e-13,7.7075194758860003e-10,8.8269063366856161e-08,1.5821707208153066e-13,2.5931051349310562e-12,2.1753958260606387e-17
9.882527461059195e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33449885007925911,0.11579095290994486,0.022726916588255205,0.0,3.4187975696426939e-14,2.9882664968258925e-10,1.6815814227505139e-08,1.5788169493602726e-14,4.4536258363678221e-28,2.0129366035268492e-08,1.4397332123817103e-30,9.6368414900682575e-10,2.014348153605611e-22,1.6496940362984314e-18,8.6049365572052842e-21,7.0086092589158504e-23,2.493465901547625e-16,4.9840190278162001e-23,0.0028788814956609596,0.00018928539135609602,4.0626663052042019e-09,2.2297307355958299e-12,4.5154958449667986e-07,2.8303828736492908e-13,8.019348519044556e-10,8.9814099784814183e-08,1.6363109941232698e-13,2.7623882688346349e-12,2.2589331066646977e-17
9.999999999999999e-09,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33447294909018221,0.11576728507143805,0.022725803078090186,0.0,3.5567724371851776e-14,3.1227395249687199e-10,1.7458601370683356e-08,1.6163521591346468e-14,4.7675390860194004e-28,2.0470780343249641e-08,1.5270399306049216e-30,9.7489709315787663e-10,2.0785935932653408e-22,1.726758072311264e-18,9.1005573894995524e-21,7.3641668176438115e-23,2.5924754685591846e-16,5.1994028080245468e-23,0.0029025471011753104,0.00019151176882942509,4.0918280770055256e-09,2.2936481318816788e-12,4.5930668251639711e-07,2.8514115021117828e-13,8.266236432373632e-10,9.1009033131564987e-08,1.6789043596170342e-13,2.899463098444495e-12,2.3251450174784037e-17
1.0033959692667424e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33446549763643529,0.11576047910987471,0.022725481219874163,0.0,3.5974085390193815e-14,3.1624617900447289e-10,1.7647414190014135e-08,1.6273060576437887e-14,4.8615881549119886e-28,2.0569902767871065e-08,1.5530712690786303e-30,9.7813852325820438e-10,2.0974194404057604e-22,1.7495481586179253e-18,9.2478734892038603e-21,7.4694412679039637e-23,2.6216178873607323e-16,5.2629342434725425e-23,0.0029093524143334998,0.0001921552964283098,4.1002565643814881e-09,2.3123373862011386e-12,4.6155914340297092e-07,2.8574949287986121e-13,8.3384215618938798e-10,9.1353853960775954e-08,1.6913136232154857e-13,2.9400478595709928e-12,2.3445171303325593e-17
1.0185391924275652e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33443246634462298,0.1157303257414687,0.022724046226976984,0.0,3.782770660715826e-14,3.3443140865096052e-10,1.8505847686454229e-08,1.6767173025413386e-14,5.2996661324634374e-28,2.1014221656045692e-08,1.6736167379543829e-30,9.9259235457338452e-10,2.1827645709186639e-22,1.8540294355501859e-18,9.9274038665033933e-21,7.9527474252085041e-23,2.7544511111752625e-16,5.5532743718313115e-23,0.0029395028756828041,0.00019502442369720893,4.1378310692356669e-09,2.396838942747477e-12,4.7165776337625284e-07,2.8846463683252575e-13,8.6647523581762664e-10,9.2887941400712403e-08,1.747169679873058e-13,3.1263731755131262e-12,2.4321729937694225e-17
1.0336824155883881e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33439975283103057,0.11570048943676838,0.022722611606734885,0.0,3.9750496607493074e-14,3.5340574505231565e-10,1.9391480416357228e-08,1.7270596814767923e-14,5.7695505384366906e-28,2.1462319116362325e-08,1.8017260932502049e-30,1.007046007019411e-09,2.2704183346751281e-22,1.9632903873782272e-18,1.064494607787784e-20,8.4592395305118883e-23,2.8920706353062908e-16,5.8553502840781303e-23,0.0029693362476818433,0.00019789277845465883,4.1753900928688507e-09,2.4832541175738664e-12,4.8184534748101789e-07,2.9118388634630872e-13,8.9983514915302968e-10,9.4415984153181076e-08,1.8038699225953601e-13,3.3216594569942328e-12,2.5219258930216526e-17
1.048825638749211e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33436735375837007,0.11567096686327069,0.022721177356349369,0.0,4.1744134813868333e-14,3.7319302240387877e-10,2.03046719117934e-08,1.7783422120044239e-14,6.2729965629712982e-28,2.1914191595917194e-08,1.9377688037742036e-30,1.0214998429792913e-09,2.3604157234802026e-22,2.0774866554074869e-18,1.140194521973334e-20,8.9896386908464706e-23,3.034582499244026e-16,6.1694775853437307e-23,0.0029988558628479744,0.00020076036593808219,4.2129339042253005e-09,2.5716015900730335e-12,4.9212179905546954e-07,2.939074095315696e-13,9.3392263879948071e-10,9.5937610949361009e-08,1.8614048069594058e-13,3.5262079648232739e-12,2.6138011247089672e-17
1.0639688619100338e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33433526582448109,0.11564175472355342,0.022719743473051925,0.0,4.3810322971079037e-14,3.9381750570024447e-10,2.1245775398857549e-08,1.8305739321217509e-14,6.811824993915084e-28,2.2369835571875977e-08,2.0821276540542368e-30,1.0359542231629436e-09,2.4527919309041474e-22,2.1967770297095176e-18,1.2199872792256195e-20,9.544675153345527e-23,3.1820937168715695e-16,6.4959766421134443e-23,0.0030280650186174083,0.00020362719133126044,4.2504627681523068e-09,2.6619000067187404e-12,5.024870216906697e-07,2.9663537541719321e-13,9.687381331485214e-10,9.7452457336834677e-08,1.9197644961085325e-13,3.7403260286011791e-12,2.7078240872497593e-17
