Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),HOX(22),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),H2OX(23),COX(50),CHOX(53)
2.1786045242460115e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33747614047053237,0.11858277244799034,0.022819456248616837,0.0,1.4745024396932794e-17,5.7499101670836652e-15,1.2819953977416975e-13,4.6287766610748842e-19,1.2937994654536599e-34,2.3068897376634695e-11,4.2341186484092142e-41,2.2124026282091525e-11,2.0205440144524139e-28,1.8123409197564488e-23,3.9261057515075119e-28,1.1729006289767569e-29,1.4946342839821194e-18,1.1920344058710564e-30,8.7191903275315113e-05,4.2228887003055001e-06,1.1378477123959437e-10,6.2819589530173437e-09,3.0245349843903771e-14,7.878483481339625e-15,9.7059769691171402e-14,1.5415966515827384e-09,1.6188197605968942e-14,3.7349227316815413e-18,2.9041478707531545e-19,1.017854678278861e-19,2.3217597791078945e-23
2.2185241005737513e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33747447764762084,0.11858118710090636,0.022819417572112106,0.0,1.5361908429130272e-17,5.9864440162417432e-15,1.3596775398503162e-13,4.7261691457628883e-19,1.4263420253456712e-34,2.3492884533107325e-11,4.5769954674030524e-41,2.252890159431421e-11,2.1038709854409031e-28,1.8887085222817011e-23,4.2529822256657824e-28,1.2682715089569944e-29,1.5564559886390791e-18,1.2657880042120331e-30,8.8777219072053501e-05,4.3002417006160208e-06,1.1385548011128779e-10,6.4052172757700103e-09,3.0976246573945134e-14,7.8835871572852075e-15,9.7552229198916825e-14,1.5723802870046083e-09,1.6839589181313689e-14,3.9500096799173807e-18,2.974913196558894e-19,1.0804789194026904e-19,2.4626494971481465e-23
2.258443676901491e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33747281526732159,0.1185796021956167,0.022819378896054014,0.0,1.5993807700687059e-17,6.2289469892188835e-15,1.4404525155248804e-13,4.8236827889041636e-19,1.5695808517819897e-34,2.391687431826666e-11,4.9403702871567529e-41,2.2933758693856149e-11,2.1889197816893804e-28,1.9669562347407519e-23,4.6002327814863826e-28,1.3693626998080973e-29,1.6197597131470532e-18,1.3425527390656298e-30,9.0362093055491955e-05,4.3775938073238295e-06,1.1392618442915771e-10,6.5285514959431922e-09,3.1713607885069288e-14,7.8882580736220671e-15,9.8054043742000529e-14,1.6031825681663394e-09,1.7504053561754569e-14,4.1737221140663915e-18,3.0463093002734426e-19,1.1456344154491124e-19,2.6091907974346679e-23
2.298363253229231e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33747115332951128,0.11857801773199812,0.022819340220442453,0.0,1.6640859437302829e-17,6.4774884102583478e-15,1.5243816718308653e-13,4.9213176604974718e-19,1.7241550569124732e-34,2.4340866732762998e-11,5.3250491402946346e-41,2.3338597590727129e-11,2.2756919850169697e-28,2.0471024830729624e-23,4.968720459488223e-28,1.4763994215106618e-29,1.6845584895994838e-18,1.4223902205304292e-30,9.1946525348873646e-05,4.4549450206335016e-06,1.1399688476962698e-10,6.651961608106877e-09,3.2457439635564129e-14,7.8931094085643255e-15,9.8564561925293015e-14,1.6340034876397408e-09,1.8181603216549147e-14,4.4062681793882938e-18,3.118336783732627e-19,1.213372108438982e-19,2.7614996961025318e-23
2.3382828295569707e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33746949183406633,0.11857643370992743,0.022819301545277313,0.0,1.7303201064720213e-17,6.7321377281095865e-15,1.6115264104494859e-13,5.0190738314791651e-19,1.8907298084470759e-34,2.4764861777336811e-11,5.7318543337663378e-41,2.3743418294935292e-11,2.3641891779903061e-28,2.1291657390887287e-23,5.3593292390520364e-28,1.5896114128481672e-29,1.7508653618647023e-18,1.5053621165219786e-30,9.3530516075406456e-05,4.5322953407495414e-06,1.1406758155898705e-10,6.7754476078564497e-09,3.320774770249322e-14,7.8981237648722968e-15,9.9083819266280004e-14,1.6648430380851854e-09,1.8872250612486331e-14,4.6478582069297612e-18,3.1909962490126503e-19,1.2837429848209405e-19,2.9196924726057068e-23
2.3782024058847107e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33746783078086368,0.11857485012928143,0.0228192628705585,0.0,1.7980970207853206e-17,6.992964515105544e-15,1.70194818737108e-13,5.1169513734562821e-19,2.0699967652624763e-34,2.51888594527931e-11,6.1616243835231993e-41,2.4148220816487208e-11,2.4544129439366698e-28,2.2131645201857024e-23,5.7729640853531334e-28,1.7092329114961692e-29,1.8186933855168988e-18,1.5915301524959695e-30,9.5114065358263219e-05,4.6096447678763887e-06,1.1413827511598557e-10,6.8990094913749207e-09,3.3964537943795533e-14,7.902994357036395e-15,9.9612165818994331e-14,1.6957012122402554e-09,1.9576008213057222e-14,4.8987047012885913e-18,3.264288297882463e-19,1.3567980752399277e-19,3.0838857049352391e-23
2.4181219822124507e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33746617016977981,0.11857326698993698,0.022819224196285896,0.0,1.8674304655034483e-17,7.2600384447941805e-15,1.7957085030880923e-13,5.2149503584461388e-19,2.2626697717347025e-34,2.5612859759976416e-11,6.6152111088155638e-41,2.4553005165388164e-11,2.546364866815834e-28,2.2991173811167261e-23,6.2105472962490238e-28,1.8355018455872441e-29,1.8880556257290006e-18,1.6809561010938562e-30,9.6697173320588065e-05,4.6869933022184267e-06,1.1420896569339194e-10,7.0226472546419567e-09,3.4727816217990556e-14,7.9078557189125354e-15,1.0014947097959026e-13,1.7265780029436186e-09,2.0292888478615529e-14,5.1590219482296373e-18,3.3382135322248241e-19,1.4325884464607014e-19,3.2541962685441781e-23
2.458041558540191e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33746451000069133,0.11857168429177101,0.022819185522459408,0.0,1.9383342436387944e-17,7.5334293407077612e-15,1.8928689238586519e-13,5.313070858926167e-19,2.4694960312599993e-34,2.6036862699775627e-11,7.0934860168144446e-41,2.4957771351641583e-11,2.64004653153205e-28,2.3870429318711354e-23,6.6730269454563721e-28,1.9686616037182823e-29,1.9589651618650941e-18,1.7737018047502102e-30,9.8279840085482717e-05,4.7643409439799572e-06,1.1427965346993581e-10,7.1463608938711202e-09,3.5497588395175629e-14,7.9128303840978937e-15,1.0069561745948033e-13,1.7574734031004338e-09,2.1022903864932223e-14,5.4290268660627351e-18,3.4127725541861791e-19,1.5111652188274365e-19,3.4307412679409112e-23
2.497961134867931e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33746285027347517,0.1185701020346604,0.022819146849078927,0.0,2.0108221771761984e-17,7.8132071440523993e-15,1.9934910674657263e-13,5.411312947634929e-19,2.6912495079335063e-34,2.6460868273104887e-11,7.5973360685046317e-41,2.5362519385249438e-11,2.7354595237360647e-28,2.4769598257227271e-23,7.1613714798257743e-28,2.1089598582205403e-29,2.0314350844092421e-18,1.8698291606333297e-30,9.9862065776015589e-05,4.8416876933652168e-06,1.1435033858196571e-10,7.2701504057096397e-09,3.627386034098592e-14,7.9177053753255375e-15,1.0125085332324791e-13,1.7883874056235174e-09,2.1766066823637671e-14,5.7089384359096015e-18,3.487965965882718e-19,1.5925795545646857e-19,3.6136380924754187e-23
2.537880711195671e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33746119098800798,0.11856852021848215,0.02281910817614434,0.0,2.0849081090559651e-17,8.0994419257597032e-15,2.0976366085199866e-13,5.5096766975066505e-19,2.9287342625903125e-34,2.688487648089731e-11,8.1276652981380087e-41,2.5767249276212134e-11,2.8326054299081801e-28,2.5688867637343234e-23,7.6765719749074402e-28,2.2566490133551448e-29,2.1054784961165862e-18,1.9694001263465739e-30,0.00010144385051521839,4.9190335505783725e-06,1.1442102113397978e-10,7.3940157867167391e-09,3.7056637908171758e-14,7.9224707230656123e-15,1.0181520516461084e-13,1.8193200034706278e-09,2.2522389802041408e-14,5.9989779144068625e-18,3.5637943693947033e-19,1.6768826622469578e-19,3.8030044756715707e-23
2.577800287523411e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33745953214416657,0.1185669388431133,0.022819069503655552,0.0,2.1606059002753504e-17,8.3922038685444588e-15,2.205367270500492e-13,5.6081621815902489e-19,3.182781011135258e-34,2.7308887324097285e-11,8.6853924578537118e-41,2.6171961034528725e-11,2.9314858372455714e-28,2.6628424881041021e-23,8.2196391871106651e-28,2.4119855491289467e-29,2.1811085103037822e-18,2.0724767115275465e-30,0.00010302519442609129,4.9963785158235323e-06,1.1449170121139715e-10,7.517957033225239e-09,3.784592696439952e-14,7.9274286348597474e-15,1.0238835975057131e-13,1.850271189641644e-09,2.3291885243239911e-14,6.2993685154881142e-18,3.6402583670862409e-19,1.7641257901410927e-19,3.9989583964680427e-23
2.6576394401788904e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33745621578086865,0.1185637774143118,0.022818992160014939,0.0,2.3168926044984651e-17,8.9975905862458877e-15,2.4318311207584048e-13,5.80549864509897e-19,3.7440336042811923e-34,2.8156916920547512e-11,9.8867969321276631e-41,2.6981330193212378e-11,3.1344565081685834e-28,2.8569154919906294e-23,9.3935262497823844e-28,2.7466492052087524e-29,2.3371808576561778e-18,2.2893950662657918e-30,0.0001061865602546739,5.1510657712259538e-06,1.1463305419913771e-10,7.7660671099237947e-09,3.9444063011114565e-14,7.9373883060563586e-15,1.0356172314669791e-13,1.9122292988581962e-09,2.4870443262493742e-14,6.9321067420513155e-18,3.7950955539822764e-19,1.9476373188682076e-19,4.4111019927716163e-23
2.726516100947902e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33745335619636102,0.11856105148805382,0.022818925437646142,0.0,2.4570302485371877e-17,9.5414890739454544e-15,2.6392998984053148e-13,5.9761313096605772e-19,4.2897793353333981e-34,2.8888514411726657e-11,1.1020184832929647e-40,2.7679508942503395e-11,3.3151471415623883e-28,3.031037152927822e-23,1.0505647383075034e-27,3.0624202692040303e-29,2.4770452615950153e-18,2.4883762486547231e-30,0.00010891243212543498,5.2845104852734788e-06,1.1475499094372036e-10,7.9803536738553268e-09,4.0843745285064992e-14,7.9456188301115514e-15,1.0460348354143303e-13,1.9657397872723334e-09,2.6274704587294101e-14,7.5133593182976118e-18,3.9307208210249184e-19,2.1158800691806314e-19,4.7889346560208115e-23
2.795392761716914e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33745049792482212,0.11855832687233675,0.022818858716602972,0.0,2.6021621131498926e-17,1.0105810865247025e-14,2.8583118633239381e-13,6.1471274026817924e-19,4.8977383684378464e-34,2.962011976203183e-11,1.2248712758840703e-40,2.837763385231648e-11,3.5010236668195358e-28,3.2114638957370473e-23,1.1715827950501627e-27,3.4047460024957896e-29,2.6218178462284687e-18,2.6986681160885731e-30,0.00011163699339882005,5.4179525468406362e-06,1.1487692092621251e-10,8.1948660402961633e-09,4.226289443481414e-14,7.9542189382429917e-15,1.0567189581196124e-13,2.0193055138192821e-09,2.7718354590571058e-14,8.128653364281619e-18,4.0682466971951547e-19,2.2935978090362867e-19,5.1880489272060827e-23
2.8642694224859256e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33744764096562035,0.11855560356652989,0.022818791996884902,0.0,2.7523600114624186e-17,1.0690920267164853e-14,3.0891857155277765e-13,6.318487301410918e-19,5.5731419890129961e-34,3.035173297651754e-11,1.3577603642416421e-40,2.9075704973965127e-11,3.6920942609510891e-28,3.3982933935380827e-23,1.3029945466548396e-27,3.7750831481613721e-29,2.7715663267260228e-18,2.9205909519582351e-30,0.00011436024470553139,5.5513919569737287e-06,1.1499884423546017e-10,8.4096041937978859e-09,4.3701540575658769e-14,7.962207294827791e-15,1.0676811024090614e-13,2.0729264425111115e-09,2.9201457032241876e-14,8.7792020832377393e-18,4.2076762781631564e-19,2.4810551228214349e-19,5.6090596017201117e-23
2.9331460832549373e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33744478531812405,0.11855288157000288,0.022818725278491381,0.0,2.9076959333476939e-17,1.1297182676359755e-14,3.3322406284068673e-13,6.4902113832017202e-19,6.3215173794726882e-34,3.1083354060250797e-11,1.5012224810969297e-40,2.9773722358749887e-11,3.8883671079836748e-28,3.5916237213424394e-23,1.4454078518630415e-27,4.1749283199297918e-29,2.9263585208306783e-18,3.1544655474866954e-30,0.00011708218667596489,5.6848287167184717e-06,1.1512076093624463e-10,8.6245681162953794e-09,4.515971376622123e-14,7.9715626394458749e-15,1.078900543152055e-13,2.1266025376020744e-09,3.0724075626447432e-14,9.4662376718292054e-18,4.3490126573089887e-19,2.6785169799828614e-19,6.0525836128111586e-23
3.002022744023949e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33744193098170239,0.11855016088212558,0.022818658561421887,0.0,3.0682420434191066e-17,1.1924964570696531e-14,3.5877962421487292e-13,6.6623000254957009e-19,7.1486928620606767e-34,3.1814983018309454e-11,1.655808642791405e-40,3.0471686057958571e-11,4.089850398864112e-28,3.7915533514207571e-23,1.5994506514673362e-27,4.6058175426737901e-29,3.0862623475792115e-18,3.4006131955974944e-30,0.00011980281994021439,5.8182628271199972e-06,1.1524267107200146e-10,8.8397577940477545e-09,4.6637444179449066e-14,7.9795974314998338e-15,1.0904073652905977e-13,2.1803337629091018e-09,3.2286274044208102e-14,1.0191011065137439e-17,4.4922589323319273e-19,2.8862487295225238e-19,6.5192408536906821e-23
3.0708994047929607e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33743907795572448,0.11854744150226823,0.022818591845675862,0.0,3.2340706818452387e-17,1.2574633509706518e-14,3.8561726651574353e-13,6.8347536058144588e-19,8.0608042263757631e-34,3.254661985578181e-11,1.8220842180461518e-40,3.1169596122866229e-11,4.2965523314814607e-28,3.9981811549708115e-23,1.765771174148466e-27,5.0693264249733996e-29,3.2513458276334208e-18,3.6593556929564632e-30,0.00012252214512807055,5.9516942892228544e-06,1.153645746657215e-10,9.0551732096656117e-09,4.8134761891561312e-14,7.9877058788262575e-15,1.1021872040159208e-13,2.2341200825887114e-09,3.3888115911530789e-14,1.09547919986859e-17,4.6374182003269256e-19,3.1045161011552966e-19,7.0096533555786744e-23
3.1397760655619724e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33743622623955999,0.11854472342980139,0.022818525131252782,0.0,3.4052543812984076e-17,1.324655823983087e-14,4.1376905178529141e-13,7.0075725016915301e-19,9.0643343867405314e-34,3.3278264577760099e-11,2.0006303223340337e-40,3.1867452604733927e-11,4.5084811113227883e-28,4.2116064404598463e-23,1.9450401276722228e-27,5.5670739714734692e-29,3.4216770928632607e-18,3.9310153881655538e-30,0.00012524016286899242,6.0851231040709555e-06,1.154864717301389e-10,9.2708143466369966e-09,4.9651696933811035e-14,7.996362743417384e-15,1.1142357103715876e-13,2.2879614606773239e-09,3.5529664804297176e-14,1.1758870777622376e-17,4.7844935558751783e-19,3.3335852412146278e-19,7.5244456127386684e-23
3.208652726330984e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33743337583257854,0.1185420066640958,0.022818458418152106,0.0,3.581865804992331e-17,1.3941108312658674e-14,4.4326707667892609e-13,7.1807570906264905e-19,1.016601026670218e-33,3.4009917189335281e-11,2.1920387605952119e-40,3.2565255554813267e-11,4.7256449490154694e-28,4.4319288128495212e-23,2.1379436689984245e-27,6.1007086156271939e-29,3.597324350404157e-18,4.2159150038498063e-30,0.00012795687379221459,6.2185492727077806e-06,1.1560836227780181e-10,9.4866811898588485e-09,5.1188279477422894e-14,8.0045037572455856e-15,1.1265652948228574e-13,2.3418578610420511e-09,3.721098426345775e-14,1.2604551621414572e-17,4.9334880966418021e-19,3.5737225765921321e-19,8.0642456163877185e-23
3.277529387099996e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3374305267341503,0.1185392912045226,0.022818391706373297,0.0,3.763977810342621e-17,1.4658654474112068e-14,4.7414348925729304e-13,7.3543077500771428e-19,1.137292756904722e-33,3.474157769559707e-11,2.3969172417758524e-40,3.3263005024341838e-11,4.948052062821478e-28,4.6592483180193181e-23,2.3451910632670173e-27,6.6719225540219411e-29,3.7783559192022813e-18,4.5143778186799186e-30,0.00013067227852663852,6.3519727961761705e-06,1.1573024631958448e-10,9.7027737219005761e-09,5.2744539467934727e-14,8.0136357819143498e-15,1.1391603661871433e-13,2.3958092477323162e-09,3.8932137777083456e-14,1.3493159420701746e-17,5.0844049192527755e-19,3.8251949521692501e-19,8.629681012308578e-23
3.3464060478690075e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33742767894364578,0.11853657705045324,0.022818324995915809,0.0,3.9516634979028658e-17,1.5399568968944116e-14,5.0643050179244837e-13,7.5282248574547714e-19,1.2692653474712746e-33,3.5473246101634339e-11,2.6158933953877948e-40,3.3960701064539703e-11,5.1757106805403978e-28,4.8936655537578358e-23,2.5675207262445906e-27,7.2824627796325628e-29,3.9648402580330244e-18,4.8267278071699273e-30,0.00013338637770074919,6.4853936755181637e-06,1.1585212386339582e-10,9.9190919285173367e-09,5.4320507180872388e-14,8.0217905645336621e-15,1.152043182943705e-13,2.449815584430215e-09,4.0693188779273502e-14,1.44260449001294e-17,5.2372471231510865e-19,4.0882697376192017e-19,9.2213854950253679e-23
3.415282708638019e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33742483246043564,0.11853386420125948,0.022818258286779115,0.0,4.1449960738545146e-17,1.6164224689086571e-14,5.4016035430751042e-13,7.7025087901496503e-19,1.4132970766775317e-33,3.6204922412535482e-11,2.8496035136601279e-40,3.4658343726619302e-11,5.4086290340947232e-28,5.1352813574381562e-23,2.8056839826810688e-27,7.9341000750917713e-29,4.1568458861665817e-18,5.1532892456138857e-30,0.0001360991719428513,6.6188119117754559e-06,1.1597399491592697e-10,1.0135635792099312e-08,5.5916212529018886e-14,8.0307041170918068e-15,1.1651956580939152e-13,2.5038768351232142e-09,4.2494200672655767e-14,1.540456995911261e-17,5.3920178059813698e-19,4.363214525641664e-19,9.8399939311020975e-23
3.484159369407031e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33742198728389111,0.11853115265631335,0.022818191578962674,0.0,4.3440489543543838e-17,1.6952995819316389e-14,5.753653419393243e-13,7.8771599255036445e-19,1.5702094662559777e-33,3.6936606633387358e-11,3.0987011133210051e-40,3.5355933061778016e-11,5.6468153635968111e-28,5.3841970426889422e-23,3.0604579010708477e-27,8.6286525136841534e-29,4.3544414431217893e-18,5.4943870100901913e-30,0.00013881066188089182,6.7522275059890487e-06,1.1609585948261992e-10,1.0352405298189521e-08,5.7531685760343964e-14,8.0386657030979752e-15,1.1786372480139264e-13,2.5579929634405772e-09,4.4335236806296381e-14,1.6430118696640354e-17,5.5487200674731936e-19,4.6502973578865379e-19,1.0486142165437623e-22
3.5530360301760426e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3374191434133833,0.11852844241498717,0.022818124872465956,0.0,4.5488956898170112e-17,1.7766257366743064e-14,6.1207779499787455e-13,8.0521786408238655e-19,1.740852202732803e-33,3.7668298769275447e-11,3.3638507294832313e-40,3.6053469121203628e-11,5.8902779143868322e-28,5.6405142275781634e-23,3.332636130866258e-27,9.3679683969494908e-29,4.5576956451538724e-18,5.850346359930434e-30,0.00014152084814258919,6.8856404591995069e-06,1.1621771756867134e-10,1.0569400429062612e-08,5.9166956747134588e-14,8.0475614067696571e-15,1.1923482303237903e-13,2.6121639332997497e-09,4.6216360489430785e-14,1.7504089384743176e-17,5.7073570055127524e-19,4.9497865604691159e-19,1.1160471534985708e-22
3.6219126909450543e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33741630084828406,0.1185257334766536,0.022818058167288414,0.0,4.7596100676203413e-17,1.8604385795903745e-14,6.5033010575921389e-13,8.2275653133558202e-19,1.9261255353681834e-33,3.8399998825282805e-11,3.6457363518772145e-40,3.6750951956066941e-11,6.1390249410166689e-28,5.9043350674338356e-23,3.6230417579385032e-27,1.0153949382464752e-28,4.7666773438738547e-18,6.2214932306594547e-30,0.00014422973135525924,7.0190507724466261e-06,1.16339569179023e-10,1.0786621170397462e-08,6.0822055759796394e-14,8.0555521819608401e-15,1.206349461563649e-13,2.66638970822735e-09,4.813763497435648e-14,1.8627905276429977e-17,5.8679317208804653e-19,5.26195096540903e-19,1.1863621384631305e-22
3.690789351714066e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33741345958796526,0.11852302584068554,0.022817991463429523,0.0,4.9762660033755003e-17,1.9467758355572497e-14,6.9015469990414886e-13,8.4033203203116843e-19,2.1269579922576607e-33,3.9131706806491172e-11,3.9450525060462855e-40,3.7448381617529612e-11,6.3930647030051283e-28,6.1757620081681624e-23,3.9325140110538316e-27,1.0988525989031834e-28,4.9814554639052065e-18,6.6081539232850751e-30,0.0001469373121460006,7.1524584467697784e-06,1.1646141431843091e-10,1.1004067504561476e-08,6.2497012663160887e-14,8.0644430030910402e-15,1.220622101910964e-13,2.7206702520443462e-09,5.0099123476806611e-14,1.9803003101377432e-17,6.0304473125462081e-19,5.587059674564059e-19,1.2596240058737547e-22
3.7596660124830777e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33741061963179908,0.11852031950645629,0.022817924760888741,0.0,5.198937640811707e-17,2.0356753695871366e-14,7.3158406242995442e-13,8.5794440388440482e-19,2.3443292984002772e-33,3.986342271797985e-11,4.2625124666495394e-40,3.8145758156737077e-11,6.652405468692261e-28,6.4548980125411781e-23,4.2619210025121736e-27,1.187368007661857e-28,5.2020990596821623e-18,7.0106553887117546e-30,0.00014964359114152606,7.2858634832075965e-06,1.165832529915029e-10,1.1221739417228007e-08,6.4191857729943802e-14,8.0724203662464139e-15,1.2351867323262268e-13,2.7750055281924338e-09,5.2100889158036012e-14,2.103084353049226e-17,6.1949068823353113e-19,5.9253822736570433e-19,1.3358970143815185e-22
3.8285426732520894e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33740778097915813,0.11851761447333937,0.022817858059665533,0.0,5.4276992522073903e-17,2.1271751252012125e-14,7.7465071165236024e-13,8.7559368460716741e-19,2.5792487854576262e-33,4.0595146564826824e-11,4.5988400807764076e-40,3.8843081624825577e-11,6.9170555113740505e-28,6.7418463344345889e-23,4.6121473033404824e-27,1.2811422424021037e-28,5.4286772585756662e-18,7.429324943683592e-30,0.00015234856896833158,7.4192658827982972e-06,1.1670508520275076e-10,1.1439636890758954e-08,6.5906620801048613e-14,8.0813148522813765e-15,1.2500242332707738e-13,2.8293955004080006e-09,5.4142995141536711e-14,2.2312900691096363e-17,6.361313529924076e-19,6.2771886174992869e-19,1.4152466556155483e-22
3.897419334021101e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33740494362941531,0.11851491074070863,0.022817791359759365,0.0,5.6626253398385483e-17,2.2213131870461771e-14,8.1938722539843995e-13,8.9327991190527462e-19,2.8327796702336704e-33,4.132687835210755e-11,4.9547781181004597e-40,3.9540352072915076e-11,7.1870231132000318e-28,7.0367107485319401e-23,4.9841070883497183e-27,1.3803815552010789e-28,5.6612593183997089e-18,7.8644905592634338e-30,0.00015505224625252565,7.5526656465793534e-06,1.1682691095666701e-10,1.1657759910862674e-08,6.7641332160135396e-14,8.0892932740857137e-15,1.2651554027426131e-13,2.8838401320434647e-09,5.6225504495264439e-14,2.3650672756439608e-17,6.5296703581139114e-19,6.6427490463600664e-19,1.4977375396099026e-22
3.966295994790113e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33740210758194383,0.11851220830793824,0.022817724661169703,0.0,5.9037905353816443e-17,2.3181277186929227e-14,8.6582621486812519e-13,9.1100312348113713e-19,3.1060162195626232e-33,4.2058618084896104e-11,5.3310800012520671e-40,4.0237569552116383e-11,7.462316561285672e-28,7.3395953223925708e-23,5.3787313692788723e-27,1.485295107923536e-28,5.8999145701387042e-18,8.3164805742504899e-30,0.00015775462361999947,7.686062775587819e-06,1.1694873025767865e-10,1.1876108459916243e-08,6.9396021627162244e-14,8.098188631928859e-15,1.280561094042792e-13,2.9383393867481739e-09,5.8348480249302735e-14,2.5045671393198596e-17,6.6999804673959505e-19,7.0223341700497013e-19,1.5834358091191763e-22
4.0351726555591245e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33739927283611704,0.11850950717440267,0.022817657963896006,0.0,6.1512697014633109e-17,2.417657025258164e-14,9.1400035071987245e-13,9.2876335703108901e-19,3.40010912934706e-33,4.2790365768264065e-11,5.7285181728254801e-40,4.0934734113523948e-11,7.7429441515955504e-28,7.6506046462179057e-23,5.7969813701561807e-27,1.5960972558129617e-28,6.1447124753181086e-18,8.785623983525203e-30,0.00016045570169625649,7.8194572708599973e-06,1.1707054311023174e-10,1.2094682523649401e-08,7.1170719495035844e-14,8.1061627717194244e-15,1.2962621618936193e-13,2.9928932277865194e-09,6.0511985378290612e-14,2.6499432319889003e-17,6.8722469615798771e-19,7.4162150833818482e-19,1.6724064356054742e-22
4.104049316328136e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33739643939130887,0.11850680733947663,0.02281759126793775,0.0,6.4051378303600154e-17,2.5199394908264373e-14,9.6394233687949637e-13,9.4656065024806411e-19,3.7162414934663504e-33,4.3522121407281618e-11,6.1478757595672744e-40,4.1631845808223127e-11,8.0289141850464325e-28,7.9698436034688911e-23,6.2398354585026971e-27,1.7130052681784701e-28,6.3957225685196774e-18,9.2722501498706122e-30,0.00016315548110658361,7.9528491334317926e-06,1.171923495187141e-10,1.231348208444652e-08,7.2965455559999566e-14,8.1150595704717126e-15,1.3122393403063686e-13,3.0475016187216683e-09,6.2716082818756179e-14,2.8013504721422993e-17,7.0464729419575757e-19,7.8246631498290874e-19,1.7647161990813028e-22
4.172925977097148e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33739360724689316,0.11850410880253526,0.022817524573294397,0.0,6.6654701458497774e-17,2.6250136412000685e-14,1.0156849365717896e-12,9.6439504081892844e-19,4.0556553378027963e-33,4.4253885007016381e-11,6.5899549727815848e-40,4.2328904687282927e-11,8.3202349713839428e-28,8.2974176011735624e-23,6.7083027747244981e-27,1.8362416177654934e-28,6.6530145147317261e-18,9.7766890927571132e-30,0.00016585396247588058,8.0862383643383486e-06,1.1731414948754857e-10,1.2532507128063039e-08,7.4780260126265141e-14,8.1230310557467282e-15,1.3285135935698036e-13,3.1021645227297794e-09,6.496083545166523e-14,2.9589461798088775e-17,7.222661513343271e-19,8.2479502165220227e-19,1.8604304463091943e-22
4.2418026378661597e-10,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33739077640224446,0.11850141156295382,0.022817457879965405,0.0,6.9323420017886926e-17,2.7329180813020412e-14,1.0692609462303331e-12,9.8226656642714797e-19,4.4196264853718427e-33,4.4985656572534655e-11,7.0555687537773081e-40,4.3025910801763288e-11,8.6169148252991517e-28,8.6334323404074041e-23,7.2034099302063666e-27,1.9660316996489492e-28,6.9166580519873073e-18,1.0299271200232018e-29,0.00016855114642883064,8.2196249646143924e-06,1.174359430211028e-10,1.2751757636893185e-08,7.6615162966035233e-14,8.1319290503899045e-15,1.345065568327806e-13,3.1568819032877709e-09,6.7246306119623145e-14,3.1228890208779613e-17,7.400815777848352e-19,8.6863483987582169e-19,1.9596165847230564e-22
