Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),C2H4(47),COX(50),CO2X(24),CHOX(53)
6.359683619899616e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45199726863250311,0.11836361088506756,0.022817033230365436,1.2587389137745939e-16,4.1651246294118024e-14,1.4958503040049536e-08,1.1671343505423657e-11,6.1377351162001859e-13,7.1589946061094425e-28,5.6131033297293295e-06,7.2828629409523985e-25,5.5625535212104565e-06,1.0957244999339992e-17,1.864467130462014e-18,2.7271951988429127e-21,6.7189586637018638e-23,6.9475434664668336e-12,5.4720766269999692e-18,0.00030069780648284106,9.0688159779399746e-06,1.9729979070005024e-07,2.1233933880754082e-11,3.156351423091577e-11,2.6290194983770752e-11,1.2046470609481353e-14,1.0431535647582054e-12,4.4156899568488525e-08,6.3776797224939253e-12,1.9972628301700201e-16,3.3388278793575193e-11,6.0039344410093707e-18,3.5901085160598069e-17,2.383202777043221e-17,6.3668094455094733e-20
6.799193141450417e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45197626603817859,0.11834286403421979,0.022816720120970149,1.7177995455678389e-16,5.2058989498696622e-14,1.7084921831748895e-08,1.4747798515080885e-11,7.4995793130848242e-13,1.0821846182985624e-27,6.0010307030636087e-06,1.0517843132727928e-24,5.9432930282376936e-06,1.3799039824813723e-17,2.5776834920946848e-18,3.8524273782554592e-21,9.0972481860152925e-23,8.4516647076189977e-12,7.3133412917266987e-18,0.00032105309154681203,9.6950214868271774e-06,2.1476038868261779e-07,2.4378814670593343e-11,3.3765114609920365e-11,2.6840222457215851e-11,1.2298497730034173e-14,1.0757788601877089e-12,4.7788034152925388e-08,7.5201582882466775e-12,2.296889995755511e-16,4.0537071152517751e-11,8.2009106078692095e-18,4.5446092794970301e-17,3.0297733740246082e-17,8.1724014526621224e-20
7.238702663001219e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4519553171597675,0.11832217132113662,0.022816407044964793,2.2965067359304337e-16,6.4350464190244135e-14,1.935104873532353e-08,1.8353953042850687e-11,9.0491985521532354e-13,1.593140873459038e-27,6.3889594544360515e-06,1.4827152476807112e-24,6.3235620876277303e-06,1.7109135640636586e-17,3.4977454474789594e-18,5.3214222698740882e-21,1.2077516798873561e-22,1.0171937213634438e-11,9.5915707918523073e-18,0.000341354162332212,1.0321159090378258e-05,2.3271150374229091e-07,2.779070026017418e-11,3.5966662471079616e-11,2.7390248512851595e-11,1.255052415971192e-14,1.1097414516866908e-12,5.1493625315597231e-08,8.7734327553940174e-12,2.6227763758775533e-16,4.8603522421004684e-11,1.0966436885813936e-17,5.6647492592114821e-17,3.7911040252748698e-17,1.0332132233338855e-19
7.67821218455202e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45193442185343075,0.1183015326014458,0.02281609400227461,3.0153391852388335e-16,7.8761608154350555e-14,2.1756619212795672e-08,2.2539243943032559e-11,1.0798696718064014e-12,2.2912574447688032e-27,6.776889527883624e-06,2.0462656627395357e-24,6.7033616897615592e-06,2.0925220317755157e-17,4.6681994793059696e-18,7.2070389543804987e-21,1.5759511957262319e-22,1.2126228783177877e-11,1.2372485173026417e-17,0.00036160116327154919,1.0947228858326169e-05,2.5115247280085461e-07,3.1478672813752363e-11,3.8168157505074477e-11,2.7940273109720692e-11,1.2802549883740051e-14,1.1451157781313585e-12,5.5273613651307232e-08,1.0140692070198518e-11,2.9759528248220754e-16,5.7634594734964089e-11,1.4394199725484737e-17,6.9660875844675585e-17,4.6784005988006738e-17,1.288961339292054e-19
8.117721706102822e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45191357997572512,0.11828094773116138,0.022815780992825028,3.8967139614235581e-16,9.5547693480618012e-14,2.4301373018370993e-08,2.735447002259545e-11,1.2760173511257172e-12,3.2277304105727369e-27,7.1648208676368993e-06,2.7713559285661062e-24,7.0826928227474731e-06,2.5285074365544229e-17,6.1387827171414176e-18,9.5915441314647761e-21,2.025194791172138e-22,1.433299960202451e-11,1.5726596781676548e-17,0.00038179423841075519,1.1573230858030662e-05,2.7008262868922213e-07,3.5451797039708393e-11,4.0369599403589499e-11,2.8490296206887917e-11,1.3054574887625644e-14,1.1819778994564949e-12,5.9127938420272508e-08,1.1625116022723197e-11,3.3574641023822814e-16,6.7675968698343062e-11,1.8585440836825671e-17,8.4646114517243222e-17,5.7032373541408121e-17,1.5891309640946443e-19
8.557231227653624e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45189279138360178,0.11826041656668285,0.02281546801654169,4.9650492067516365e-16,1.1498428709868741e-13,2.6985054219434262e-08,3.2851787048622561e-11,1.4945724442386828e-12,4.4635614466136924e-27,7.5527534181191997e-06,3.6909054868791913e-24,7.4615564724247416e-06,3.0226554566995702e-17,7.9659412258410936e-18,1.2567125548372393e-20,2.5672741879676844e-22,1.6811300826895929e-11,1.9729218871237282e-17,0.00040193353141022983,1.2199165154482039e-05,2.8950130003347733e-07,3.9719120040194543e-11,4.2570987860818283e-11,2.9040317763439279e-11,1.3306599157171024e-14,1.2204054890496141e-12,6.3056537549956398e-08,1.322987831995545e-11,3.7683695966663786e-16,7.8772076746785364e-11,2.3648976225958976e-17,1.0176734411806906e-16,6.8775572588948136e-17,1.9386607388164659e-19
8.996740749204425e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45187205593440577,0.11823993896479389,0.022815155073350468,6.24682689581745e-16,1.3736823281475585e-13,2.9807411218016505e-08,3.9084703719602604e-11,1.7367440826785856e-12,6.0707162059774452e-27,7.9406871239457581e-06,4.8420982238132243e-24,7.8399536223672354e-06,3.5787581732286942e-17,1.0213365917268257e-17,1.6236397895254857e-20,3.2149249235464239e-22,1.9580773160048238e-11,2.4460473119188331e-17,0.00042201918554588208,1.2825031810304956e-05,3.0940781114158083e-07,4.42896711565036e-11,4.4772322571648631e-11,2.9590337738481394e-11,1.3558622678487689e-14,1.26047782601401e-12,6.7059347636940606e-08,1.4958148655652553e-11,4.2097440594312848e-16,9.0966135732206599e-11,2.9701212143378878e-17,1.2119294980436401e-16,8.2136722171207003e-17,2.3427894525911892e-19
9.436250270755228e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45185137348587512,0.11821951478266141,0.022814842163177442,7.7706556229532445e-16,1.6301865534052777e-13,3.2768196772728632e-08,4.6108078554910468e-11,2.0037409778963263e-12,8.1333439301429523e-27,8.3286219299228674e-06,6.2666479605915925e-24,8.217885253886959e-06,4.2006132158454416e-17,1.2952546545231026e-17,2.0712901308367029e-20,3.9818497716702368e-22,2.2661645414131527e-11,3.0005296161419945e-17,0.00044205134371016959,1.3450830885762235e-05,3.2980148189076322e-07,4.9172461810226818e-11,4.6973603231470396e-11,3.0140356091140664e-11,1.381064543801047e-14,1.3022757873005727e-12,7.1136303948838059e-08,1.6813093821527634e-11,4.6826783541159243e-16,1.0430017872135423e-10,3.6866158248022307e-17,1.4309555556545723e-16,9.7242631398632634e-17,2.8070632554756059e-19
9.87575979230603e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45183074389613925,0.11819914387783459,0.022814529285948886,9.5673333886454779e-16,1.9227798641460079e-13,3.5867168021145695e-08,5.3978117335402005e-11,2.2967714207133745e-12,1.0749058524660264e-26,8.716557781047044e-06,8.0110640782357775e-24,8.5953523460375156e-06,4.8920231801026045e-17,1.6263343930804461e-17,2.6121592840238129e-20,4.8827420785292129e-22,2.6074733067047876e-11,3.6453445402086294e-17,0.00046203014841313388,1.4076562438758716e-05,3.506816276156212e-07,5.4376485340231074e-11,4.9174829537094697e-11,3.069037278056253e-11,1.4062667422511976e-14,1.3458818397073936e-12,7.5287340426246799e-08,1.8797878226702843e-11,5.1882802165710494e-16,1.1881508601767905e-10,4.527543872464733e-17,1.6765201525709443e-16,1.1422379852358823e-16,3.3373430925296243e-19
9.999999999999999e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45182492190327611,0.11819339508561126,0.022814440848021172,1.0129184947019894e-15,2.0125323928733558e-13,3.676820193674941e-08,5.6364213893204077e-11,2.3844913766958875e-12,1.1603857400035366e-26,8.8262193658466274e-06,8.569148309808498e-24,8.7019703652168479e-06,5.100605323939763e-17,1.7314889166430599e-17,2.7838093751723932e-20,5.1638342922130767e-22,2.710270812877871e-11,3.8452898085126788e-17,0.00046766808828185906,1.4253431510953707e-05,3.5667211059411818e-07,5.5907030555483468e-11,4.9797060571262739e-11,3.0845850760845546e-11,1.4133908657625815e-14,1.3585477144999953e-12,7.6474173150965775e-08,1.9382910800483906e-11,5.3372805607607782e-16,1.2313774319922676e-10,4.7897176997028396e-17,1.750996163307688e-16,1.1938241251136604e-16,3.500053482222703e-19
1.0315269313856833e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45181016702371873,0.11817882610824376,0.022814216441591293,1.1669910366107298e-15,2.2551301264059386e-13,3.9104086502612131e-08,6.275237069071825e-11,2.617043280777879e-12,1.4030280243303716e-26,9.1044946225041887e-06,1.0126917266022101e-23,8.9723558756174895e-06,5.6567952001933229e-17,2.0234580183817748e-17,3.2599331422089872e-20,5.9333090308329998e-22,2.9841436806638848e-11,4.389950439843151e-17,0.00048195574178343302,1.4702226524845132e-05,3.7204755899691705e-07,5.991071683547018e-11,5.1376001186556874e-11,3.1240387765910799e-11,1.431468861911733e-14,1.3913800317464836e-12,7.9512389684744319e-08,2.0915664230387722e-11,5.7276750282603019e-16,1.3455061543484509e-10,5.5068302212191911e-17,1.9504340414112127e-16,1.3321440998417643e-16,3.939812117442136e-19
1.0754778835407635e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45178964272752409,0.11815856133219937,0.022813903630031367,1.4113751644543851e-15,2.6311594465947986e-13,4.2478718181440157e-08,7.2489731703091106e-11,2.9657640060239093e-12,1.8105637079426623e-26,9.4924323996687641e-06,1.2671105387188904e-23,9.3488968171737792e-06,6.4987406153410794e-17,2.4964646681496208e-17,4.0295356775504138e-20,7.1502948612723443e-22,3.3983741064976145e-11,5.2442887980945906e-17,0.00050182826556937222,1.5327823197222022e-05,3.9389858195108347e-07,6.578411296367344e-11,5.3577117878734328e-11,3.1790401006366906e-11,1.4566709015319061e-14,1.438855985376976e-12,8.3811383016921754e-08,2.3169612418390259e-11,6.3020066017038867e-16,1.5154543184947495e-10,6.6391631003214573e-17,2.254550104951692e-16,1.5435233911789155e-16,4.6209829697125516e-19
1.1194288356958438e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45176917086685475,0.11813834940839098,0.022813590851196025,1.6936599939954651e-15,3.0550550750950992e-13,4.5990833470479581e-08,8.3250433589303264e-11,3.3441406221338251e-12,2.3121425725621357e-26,9.8803710581029587e-06,1.5706119474946467e-23,9.7249761430048404e-06,7.4216747177695132e-17,3.0562129756202663e-17,4.9371762577039109e-20,8.5515039883310397e-22,3.8524212541954108e-11,6.2187847139868454e-17,0.00052164786113993082,1.5953352506743652e-05,4.162339975204405e-07,7.2005611795948132e-11,5.5778179313551913e-11,3.2340412461129048e-11,1.4818728598992371e-14,1.4883968876041614e-12,8.8184250394458318e-08,2.5562881761783771e-11,6.9124379780446942e-16,1.6983713605020134e-10,7.9399949603188275e-17,2.5907632749672315e-16,1.7777914329109149e-16,5.3877050091019231e-19
1.163379787850924e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45174875130139786,0.11811819019588633,0.022813278105012387,2.0178638254093913e-15,3.5312805212914524e-13,4.9640207255041319e-08,9.5096047483128084e-11,3.7533797320037788e-12,2.9243132310914417e-26,1.0268310543555864e-05,1.9300309870501418e-23,1.0100594823163845e-05,8.429416574915295e-17,3.7146454127995621e-17,6.0003964100880846e-20,1.0155824088781114e-21,4.3485998717882679e-11,7.3243473697171118e-17,0.00054141466948578641,1.6578814501922014e-05,4.3905310176413799e-07,7.8584132627323407e-11,5.7979185192091744e-11,3.2890422089411529e-11,1.5070747358410493e-14,1.5400914819437135e-12,9.2630920470235706e-08,2.8098629635276454e-11,7.5601522366611931e-16,1.8946229289547708e-10,9.425543270389186e-17,2.9610104545769644e-16,2.0364006023089397e-16,6.2471715468499134e-19
1.2073307400060043e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45172838389122799,0.11809808355413014,0.022812965391407765,2.3882552473155564e-15,4.0645868788130711e-13,5.342661891715499e-08,1.0808948024551577e-10,4.1946875152123219e-12,3.6657012921261979e-26,1.0656250801962659e-05,2.3528152499481717e-23,1.0475753825461807e-05,9.5257889033695438e-17,4.4848544057405809e-17,7.2381160573738712e-20,1.1983249105256625e-21,4.889282635481846e-11,8.5723704822441833e-17,0.00056112883122033739,1.7204209228930791e-05,4.6235518564983025e-07,8.552857579327042e-11,6.0180135216452642e-11,3.3440429850444e-11,1.532276528226048e-14,1.5940300597505244e-12,9.715132058049262e-08,3.0780011768055936e-11,8.2463533167158618e-16,2.1045645879546116e-10,1.1112791273809811e-16,3.3672704416726723e-16,2.3208400508276136e-16,7.2069270556241926e-19
1.2512816921610845e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45170806849680567,0.11807802934294329,0.022812652710309706,2.8093593913668424e-15,4.6600243589146463e-13,5.7349852360138239e-08,1.2229497223371988e-10,4.6692697274921064e-12,4.5571733699477366e-26,1.10441917794438e-05,2.847051528077865e-23,1.0850454115470613e-05,1.0714617970978566e-16,5.3811502126287063e-17,8.670679250043511e-20,1.4054902191344436e-21,5.4768999986391283e-11,9.9747327453742312e-17,0.00058079048658072078,1.7829536731609415e-05,4.8613953494609137e-07,9.2847822482235263e-11,6.2381029089733343e-11,3.3990435703470682e-11,1.5574782359659071e-14,1.6503044514115618e-12,1.0174537674701963e-07,3.3610182196076103e-11,8.9722668504878631e-16,2.3285420853634285e-10,1.3019488719063016e-16,3.8115638511219039e-16,2.6326356774272709e-16,8.2748743158360127e-19
1.2952326443161648e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45168780497897643,0.11805802742252156,0.022812340061645939,3.2859641816590568e-15,5.3229540299221796e-13,6.1409696033456889e-08,1.3777809502607085e-10,5.1783317002046367e-12,5.6220070370989871e-26,1.1432133422304187e-05,3.4214924672433481e-23,1.1224696656525971e-05,1.1999733516718249e-16,6.4191305556103206e-17,1.0319899420521407e-19,1.6393058593950262e-21,6.1139400395873685e-11,1.1543798265040918e-16,0.00060039977542882894,1.8454797051467097e-05,5.1040543011557873e-07,1.0055073454421973e-10,6.4581866516096379e-11,3.4540439607749564e-11,1.5826798580168816e-14,1.7090080174022163e-12,1.0641301367939326e-07,3.6592293219209879e-11,9.7391410083373618e-16,2.566891614648268e-10,1.5164152574288943e-16,4.2959530356348244e-16,2.9733500908399668e-16,9.4592814973467692e-19
1.339183596471245e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45166759319897037,0.11803807765343487,0.022812027445344416,3.823126577417305e-15,6.0590597610744185e-13,6.5605942957855694e-08,1.546057491278786e-10,5.7230783398180938e-12,6.8860667205024053e-26,1.1820075677032382e-05,4.0855832363137879e-23,1.1598482409730314e-05,1.3384968687437269e-16,7.615752000702947e-17,1.2209104178954864e-19,1.9021168471422875e-21,6.8029483082230918e-11,1.3292416988024395e-16,0.00061995683725232233,1.9079990227686935e-05,5.3515214620895215e-07,1.0864615429544425e-10,6.6782647200748021e-11,3.5090441522551759e-11,1.6078813933814527e-14,1.7702356392056184e-12,1.1115415477725034e-07,3.9729495337843259e-11,1.0548247355166853e-15,2.8199400704824915e-10,1.756606772575832e-16,4.8225420061522239e-16,3.3445825625234837e-16,1.076878920634692e-18
1.3831345486263253e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45164743301840071,0.11801817989662616,0.022811714861333283,4.426178807667892e-15,6.874360369231135e-13,6.9938390750741063e-08,1.7284616166209956e-10,6.3047141273881755e-12,8.3779855493030279e-26,1.2208018490299788e-05,4.8494882110116231e-23,1.197181233395563e-05,1.4874159989750787e-16,8.9894030814181929e-17,1.4363179666963501e-19,2.1963879646775241e-21,7.546527671389064e-11,1.5233925124561902e-16,0.00063946181116564054,1.970511629713007e-05,5.6037895275955938e-07,1.1714290431913005e-10,6.8983370849905989e-11,3.5640441407160627e-11,1.6330828411099842e-14,1.8340837100944068e-12,1.1596872213260184e-07,4.3024937165317245e-11,1.1400881718250375e-15,3.0880052982474193e-10,2.0245287661651152e-16,5.3934763518766341e-16,3.7479689826370592e-16,1.2212417507152479e-18
1.4270855007814056e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45162732429926294,0.1179983340134103,0.022811402309540905,5.1007345982478882e-15,7.7752219667466241e-13,7.4406841651796543e-08,1.9256888402692516e-10,6.9244431180419915e-12,1.0129353160107894e-25,1.2595961808959861e-05,5.7241176717622219e-23,1.2344687385846216e-05,1.6471147251826711e-16,1.0559979160501035e-16,1.6808614484570195e-19,2.5247060296255058e-21,8.3473381569981923e-11,1.7382145566218071e-16,0.00065891483591100884,2.0330175294339757e-05,5.8608511367889382e-07,1.260497872624357e-10,7.1184037170810913e-11,3.6190439220871009e-11,1.6582842003024026e-14,1.9006501257745028e-12,1.2085663653218647e-07,4.648176533413793e-11,1.2298365066292618e-15,3.371396337581366e-10,2.3222635145059544e-16,6.0109431593474819e-16,4.1851818209229452e-16,1.3799572901698011e-18
1.4710364529364858e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45160726690393421,0.11797853986547324,0.022811089789895819,5.8526953918512347e-15,8.7683705086338344e-13,7.901110254881159e-08,2.1384478950854625e-10,7.5834689404649344e-12,1.2174909463415563e-25,1.2983905580047291e-05,6.7211545152937025e-23,1.2717108519821358e-05,1.8179773590296365e-16,1.2348959022959159e-16,1.9573543205708502e-19,2.8897821573301243e-21,9.2080967968797051e-11,1.9751388300259126e-16,0.0006783160498594449,2.095516725154566e-05,6.1226988715283744e-07,1.3537558562958591e-10,7.3384645871729984e-11,3.6740434922988548e-11,1.6834854701099031e-14,1.9700342748904267e-12,1.2581781745986379e-07,5.0103124407797845e-11,1.3242044399571034e-15,3.6704136601254138e-10,2.6519702879766198e-16,6.6771709301670967e-16,4.6579300836537447e-16,1.554005525303627e-18
1.514987405091566e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45158726069517185,0.11795879731487097,0.0228107773023268,6.6882565605782076e-15,9.8609045371290029e-13,8.3750985003705258e-08,2.3674607085281169e-10,8.2829947963905711e-12,1.4552744378172954e-25,1.3371849750777238e-05,7.8530809801996453e-23,1.3089076688077966e-05,2.0003885380671772e-16,1.4379483193590788e-16,2.2687789496940685e-19,3.2944540167287785e-21,1.0131577468323174e-10,2.2356450820960805e-16,0.00069766559101175948,2.1580092198667995e-05,6.3893252553869397e-07,1.4512906157122998e-10,7.5585196661942432e-11,3.7290428472828829e-11,1.7086866497366734e-14,2.0423370293917534e-12,1.3085218309904665e-07,5.3892156794584253e-11,1.4233293651012719e-15,3.9853494016107952e-10,3.0158854170009968e-16,7.3944294975024486e-16,5.1679592631478153e-16,1.7444064658153298e-18
1.5589383572466463e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45156730553611313,0.11793910622402838,0.022810464846762812,7.6139136097978268e-15,1.1060308121816418e-12,8.8626305278725757e-08,2.6134623780252784e-10,9.0242234600934857e-12,1.7304503545962098e-25,1.375979426854452e-05,9.1332053866586594e-23,1.3460592840593118e-05,2.1947332231342465e-16,1.6676433972785002e-16,2.6182908852009027e-19,3.7416880796316403e-21,1.1120610734295762e-10,2.52126185378398e-16,0.00071696359699955649,2.2204950163321825e-05,6.6607227526302403e-07,1.553189566700681e-10,7.7785689251734296e-11,3.7840419829716624e-11,1.7338877384416345e-14,2.1176607347603101e-12,1.3595965033517343e-07,5.7852002656709937e-11,1.5273514598058866e-15,4.3164875884258264e-10,3.4163223574197016e-16,8.1650299415884788e-16,5.7170512855116136e-16,1.9522208279947722e-18
1.6028893094017266e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4515474012902736,0.11791946645573846,0.022810152423133008,8.6364683728975634e-15,1.2374463993470963e-12,9.3636884362808665e-08,2.877201146000557e-10,9.8083572778850788e-12,2.0475600038698276e-25,1.4147739080922831e-05,1.0575688890103215e-22,1.3831657925126555e-05,2.4013966960688503e-16,1.9266517184521154e-16,3.009223095296632e-19,4.2345818633606016e-21,1.2178083682308587e-10,2.8335665180936608e-16,0.00073621020508622985,2.2829741170821319e-05,6.9368837672028865e-07,1.6595399172278229e-10,7.9986123352398888e-11,3.8390408952985122e-11,1.7590887355402066e-14,2.1961092000977438e-12,1.4114013475821902e-07,6.198579981518941e-11,1.6364137785168804e-15,4.6641043587958273e-10,3.8556717552916719e-16,8.9913245042212345e-16,6.3070244606208054e-16,2.1785507137437254e-18
1.6468402615568068e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45152754782154675,0.11789987787316118,0.022809840031366765,9.7630351972504792e-15,1.381166686971914e-12,9.878254799807527e-08,3.1594383745084818e-10,1.0636598167612359e-11,2.4115432074427521e-25,1.453568413566396e-05,1.2195572248455554e-22,1.4202272887223108e-05,2.6207645576096354e-16,2.2178345630204887e-16,3.4450901667791407e-19,4.7763661667198195e-21,1.3306939761908251e-10,3.1741853203472521e-16,0.00075540555216795666,2.3454465244184106e-05,7.2178006417231362e-07,1.7704286651831329e-10,8.2186498676231315e-11,3.8940395801975138e-11,1.7842896404060922e-14,2.2777876880731437e-12,1.463935506652454e-07,6.6296683654909417e-11,1.7506623456812205e-15,5.0284681787073906e-10,4.3364015112176889e-16,9.8757065020943061e-16,6.9397334314651697e-16,2.4245402846327245e-18
1.690791213711887e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45150774499420304,0.1178803403398226,0.022809527671393645,1.1001047121412635e-14,1.5380636970564632e-12,1.0406312670645402e-07,3.4609485194625748e-10,1.1510147618159594e-11,2.827760675688623e-25,1.4923629380697015e-05,1.4008802602728652e-22,1.4572438670215037e-05,2.8532227253944428e-16,2.5442524241710121e-16,3.9295924694073141e-19,5.3704072992593487e-21,1.4510178620770056e-10,3.5447934182132784e-16,0.00077454977477468953,2.4079122404135602e-05,7.5034656564858168e-07,1.8859425961252091e-10,8.4386814936521974e-11,3.9490380336034386e-11,1.8094904524730769e-14,2.3628029047303846e-12,1.5171981106299121e-07,7.0787787031655043e-11,1.8702462500794381e-15,5.409840052706116e-10,4.8610568442564123e-16,1.082061023892225e-15,7.6170691194024281e-16,2.6913764306420285e-18
1.7347421658669674e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45148799267288836,0.1178608537196137,0.022809215343143417,1.2358262042919348e-14,1.7090533721798418e-12,1.0947845581640733e-07,3.7825191044732634e-10,1.2430206688952936e-11,3.302016985638405e-25,1.5311574764127646e-05,1.6032260270966221e-22,1.4942156215224342e-05,3.0991574320343313e-16,2.9091736926957622e-16,4.4666202857671024e-19,6.0202093037794966e-21,1.5790855939369638e-10,3.9471149215040439e-16,0.00079364300907114403,2.4703712669113438e-05,7.7938710284736362e-07,2.0061682809926876e-10,8.6587071847553493e-11,4.0040362514516578e-11,1.834691171236849e-14,2.4512629891549238e-12,1.5711882767050011e-07,7.5462240179474196e-11,1.9953177401757656e-15,5.8084737296935391e-10,5.4322603554502703e-16,1.1828510916408024e-15,8.3409586663915005e-16,2.9802894338363415e-18
1.7786931180220476e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45146829072262401,0.11784141787678966,0.02280890304654605,1.3842768876072016e-14,1.8950969644297418e-12,1.1502837548974729e-07,4.1249506943109426e-10,1.33979760094679e-11,3.8405841651424062e-25,1.569952023423726e-05,1.8283785555439391e-22,1.5311426461164986e-05,3.3589552232685653e-16,3.3160835101406238e-16,5.0602579074176963e-19,6.7294161720241195e-21,1.7152083264209935e-10,4.3829229317415481e-16,0.00081268539085778565,2.5328236055271835e-05,8.0890089103769683e-07,2.1311920737797348e-10,8.8787269124596734e-11,4.0590342296780703e-11,1.8598917962568345e-14,2.5432775029998038e-12,1.6259051092178887e-07,8.0323170616942845e-11,2.1260323204700321e-15,6.2246159038452017e-10,6.0527120909585748e-16,1.2901924544105851e-15,9.1133653767798671e-16,3.2925536271695487e-18
1.8226440701771279e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45144863900880522,0.11782203267596864,0.022808590781531701,1.5462993699564825e-14,2.0972024427189553e-12,1.2071273074852273e-07,4.4890568679904025e-10,1.4414655778739776e-11,4.4502258851784934e-25,1.6087465739482276e-05,2.0782205562872388e-22,1.5680250344745055e-05,3.6330029561875415e-16,3.7686927898798901e-16,5.7147876980050201e-19,7.501814053518991e-21,1.859702783958069e-10,4.8540395814961674e-16,0.00083167705557181198,2.5952692576486129e-05,8.3888713896222144e-07,2.2611001091765926e-10,9.0987406483905831e-11,4.1140319642190318e-11,1.8850923271580564e-14,2.6389574198706219e-12,1.6813476996855285e-07,8.5373703052804054e-11,2.262548848835214e-15,6.6585064107686021e-10,6.7251896048089653e-16,1.4043407848166158e-15,9.9362886586146938e-16,3.6294880482144416e-18
1.866595022332208e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45142903739720025,0.11780269798213092,0.022808278548030744,1.7227705893930409e-14,2.3164259182827228e-12,1.2653137150196179e-07,4.8756641914671344e-10,1.5481445764876857e-11,5.1382222624856372e-25,1.6475411228493316e-05,2.3547361037440201e-22,1.6048628800468857e-05,3.9216877974961919e-16,4.2709474054391865e-16,6.4346941239748166e-19,8.3413334575139346e-21,2.0128912437828062e-10,5.3623360735061497e-16,0.00085061813828813358,2.6577082244357198e-05,8.6934504874088365e-07,2.3959783001756025e-10,9.318748364271377e-11,4.1690294510112534e-11,1.9102927636329975e-14,2.7384151145692783e-12,1.7375151268291196e-07,9.0616959292028091e-11,2.4050296348243321e-15,7.1103784190170793e-10,7.4525480212889661e-16,1.5255558178930415e-15,1.0811763962828572e-15,3.9924570874950401e-18
1.910545974487288e-09,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45140948575394962,0.11778341366061794,0.022807966345973728,1.9146024268518519e-14,2.5538730881475823e-12,1.3248415257345359e-07,5.2856121899448839e-10,1.6599545304576556e-11,5.9123952748178781e-25,1.6863356650074492e-05,2.6600133206357402e-22,1.6416562760638989e-05,4.2253972218003408e-16,4.8270375453791077e-16,7.2246677534784979e-19,9.2520514479838742e-21,2.1751015188112155e-10,5.9097327195833578e-16,0.00086950877372035163,2.7201405068216046e-05,9.002738157755175e-07,2.5359123356431128e-10,9.5387500319228512e-11,4.2240266859917467e-11,1.9354931054434936e-14,2.8417643521963405e-12,1.7944064566019371e-07,9.6056058142457732e-11,2.5536405389301122e-15,7.5804586170728718e-10,8.2377200969920172e-16,1.654101341737334e-15,1.1741862719912438e-15,4.3828711313059688e-18
