Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),O(29),COX(50),CHOX(53),CO2X(24),OH(D)X(68),CH4OX(63),acetyl(44),CHO2X(213),C2H4X(215),C2H6X(52),C2H4X(70),S(216),HOCO(73),CHO3(123),CHO2(74)
6.219750675996892e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4438920894405305,0.10410072525130497,0.01891377678852216,5.00689588940458e-05,0.002687825280503301,0.006911918964978188,0.004272412610892253,5.907900646955442e-05,8.88127051569805e-13,0.002446752325674458,5.579484334749782e-11,0.0003952943782345567,2.908964850317046e-09,6.291334641727395e-05,3.069159016949861e-10,2.016678279625732e-11,0.00022347731747613745,2.153808349060079e-06,0.00749673649391077,0.0004451149248973041,0.00022335690066458186,9.999631281746576e-07,1.151299158534597e-08,3.331913508711917e-09,2.626404864084502e-12,1.7676478892658015e-07,9.844274535400251e-05,1.1631356685278331e-05,1.2134272115526386e-07,0.0001381891129352168,7.600632078096588e-09,3.4080798567726522e-06,1.0904370598703851e-05,1.3268276518915456e-08,1.339282812642642e-10,2.5990244807649883e-09,6.929504603001643e-10,6.988509268739108e-10,2.6159046486720173e-11,1.2856086651725606e-12,2.2625805411576386e-07,1.6316623143728262e-07,6.092309960982788e-13,4.1405542136394295e-20,1.5099803155066593e-12,9.57642084281953e-15,8.426923798246235e-14
6.236439450014286e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44389494107733396,0.10408358785880406,0.018904127608223454,5.022653708422088e-05,0.002694792037698655,0.006939233336640252,0.004288474872241917,5.919198271873349e-05,8.96687663127448e-13,0.0024476344920376846,5.599281996734489e-11,0.0003954191713891594,2.9138439815575868e-09,6.304558965636404e-05,3.0816823143012404e-10,2.0265918461466755e-11,0.00022263396261158684,2.1668881548955184e-06,0.0074955494588632675,0.0004417481776120448,0.0002237212449624941,9.94011470050775e-07,1.151126712194905e-08,3.3329345537144953e-09,2.638863336399112e-12,1.7840183832906013e-07,9.919388840284014e-05,1.1671629025540614e-05,1.2165326968808645e-07,0.0001387376791454197,7.603421398150405e-09,3.428778494075045e-06,1.0901755640528796e-05,1.3318245117362472e-08,1.3461035310895727e-10,2.589411083342747e-09,6.903398750615229e-10,7.003244516297693e-10,2.6266859418090272e-11,1.282373433255116e-12,2.2772324294485396e-07,1.6348101126226442e-07,6.12934717437034e-13,4.178811854177312e-20,1.5152049444353766e-12,9.570306910727258e-15,8.456113734965458e-14
6.253128224031681e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4438977620357895,0.10406646180789614,0.01889448287841181,5.038346259421919e-05,0.002701727185765705,0.006966581891234343,0.0043045378446490545,5.9304096818628717e-05,9.053070292478341e-13,0.0024485029043835446,5.618965723776933e-11,0.0003955439512925161,2.918678055406323e-09,6.317628798386543e-05,3.0942133344471734e-10,2.0365119465152173e-11,0.0002217904886428885,2.179988000558439e-06,0.007494362708747566,0.00043840639927625,0.0002240850622645498,9.880892275093661e-07,1.1509476479737468e-08,3.3339382093449286e-09,2.6514278002871247e-12,1.8005225936613308e-07,9.995025697125012e-05,1.1711896935281647e-05,1.2196242902475225e-07,0.0001392869341137712,7.606167500737532e-09,3.4495088516085608e-06,1.0899114742068886e-05,1.3368215642087688e-08,1.3529356899888126e-10,2.5798046468279083e-09,6.87728838836025e-10,7.017807852919899e-10,2.6374599468430446e-11,1.2791229408148774e-12,2.2919111103632473e-07,1.6379339741581464e-07,6.166441122828739e-13,4.2172119320948423e-20,1.5204128239721158e-12,9.563836473153668e-15,8.485210213188314e-14
6.269816998049076e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439005523701574,0.10404934708039212,0.018884842602905957,5.0539736040147415e-05,0.0027086307996453023,0.006993964396779221,0.004320601427488234,5.9415350491747746e-05,9.13985371537268e-13,0.002449357665971487,5.638535177759974e-11,0.00039566871605272504,2.923467292691344e-09,6.330544340530166e-05,3.106751989197254e-10,2.0464384478318663e-11,0.0002209469694028455,2.1931076753336054e-06,0.0074931762433414935,0.000435089530462644,0.00022444835167969592,9.821965876045694e-07,1.1507620248073774e-08,3.3349246116099623e-09,2.6640989935873156e-12,1.8171610739586244e-07,0.00010071186203898557,1.1752160218879522e-05,1.222702022961405e-07,0.0001398368731105224,7.608870706189669e-09,3.4702705958768436e-06,1.0896448309357114e-05,1.3418187771911188e-08,1.3597792270274626e-10,2.570206250830647e-09,6.851175811891464e-10,7.032199495928844e-10,2.648226548345949e-11,1.2758578105315764e-12,2.3066163246701801e-07,1.641033945041352e-07,6.203591204468716e-13,4.2557534677050725e-20,1.5256039467833599e-12,9.557014205732659e-15,8.514213189330224e-14
6.28650577206647e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439033121376515,0.10403224365753257,0.018875206785461836,5.0695358107209774e-05,0.0027155029564519275,0.007021380620768599,0.004336665521200138,5.952574550160738e-05,9.227229113780436e-13,0.002450198879704718,5.657990035712223e-11,0.0003957934638067865,2.9282119158120235e-09,6.343305806312733e-05,3.11929819104195e-10,2.05637121789832e-11,0.00022010347788946468,2.206246969566592e-06,0.007491990062432032,0.00043179750919682683,0.00022481111236129575,9.763337302951857e-07,1.1505699013531076e-08,3.3358938959237095e-09,2.6768776500458322e-12,1.8339343698438588e-07,0.00010147871414087048,1.1792418683646728e-05,1.2257659272709425e-07,0.00014038749139543786,7.61153133380948e-09,3.4910633950620877e-06,1.089375674518189e-05,1.3468161189069368e-08,1.3666340802835024e-10,2.5606169579799463e-09,6.825063291069451e-10,7.046419677989595e-10,2.6589856327176922e-11,1.272578659874668e-12,2.3213478141690054e-07,1.6441100725002062e-07,6.240796820423085e-13,4.294435482431125e-20,1.530778307666564e-12,9.549844798849276e-15,8.543122631726103e-14
6.303194546083865e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44390604139839984,0.10401515151999631,0.01886557542977282,5.08503295485952e-05,0.0027223437354327432,0.007048830330205401,0.004352730027294577,5.963528365219464e-05,9.315198699243868e-13,0.0024510266481277032,5.6773299896880414e-11,0.00039591819272052713,2.932912148679717e-09,6.355913423495433e-05,3.131851853159671e-10,2.0663101252228494e-11,0.00021926008626303183,2.219405674670554e-06,0.007490804165815206,0.00042853027100161583,0.00022517334350694374,9.705008284919551e-07,1.1503713359886701e-08,3.336846197106402e-09,2.6897644991811233e-12,1.850843018911488e-07,0.00010225082336199916,1.1832672139828137e-05,1.228816036347509e-07,0.0001409387842184967,7.614149701861941e-09,3.5118869190357552e-06,1.0891040449088816e-05,1.3518135579225079e-08,1.3735001882321174e-10,2.5510378138805283e-09,6.798953069866072e-10,7.060468646912073e-10,2.6697370881829372e-11,1.2692861009913535e-12,2.336105321704036e-07,1.6471624049135963e-07,6.278057374867142e-13,4.333256998988095e-20,1.5359359035221109e-12,9.54233295608872e-15,8.571938520474195e-14
6.319883320101259e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439087402154035,0.1039980706479087,0.018855948539469935,5.1004651184362293e-05,0.0027291532179267155,0.007076313291635883,0.004368794848353366,5.974396678742889e-05,9.403764680984766e-13,0.002451841073423667,5.6965547466458127e-11,0.0003960429009885195,2.937568216659069e-09,6.368367433177165e-05,3.144412889423668e-10,2.0762550390256468e-11,0.00021841686584335917,2.232583583132717e-06,0.0074896185532959516,0.00042528774894131836,0.000225535044358271,9.646980481060017e-07,1.1501663868115833e-08,3.3377816493831426e-09,2.702760266150054e-12,1.8678875505440038e-07,0.00010302819933310481,1.187292040059825e-05,1.231852384268733e-07,0.0001414907468205895,7.616726127565635e-09,3.532740839368863e-06,1.0888299817382492e-05,1.3568110631477227e-08,1.3803774897519113e-10,2.54146984707459e-09,6.772847366275257e-10,7.074346665453178e-10,2.6804808047874458e-11,1.265980740596937e-12,2.350888591177272e-07,1.6501909917963816e-07,6.315372275038225e-13,4.372217041561388e-20,1.5410767333250822e-12,9.534483392702834e-15,8.600660847278942e-14
6.336572094118654e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439114086544974,0.10398100102084981,0.01884632611812212,5.115832390032204e-05,0.002735931487323797,0.007103829271183577,0.004384859888032968,5.985179679062531e-05,9.49292926586532e-13,0.002452642257412101,5.715664028324542e-11,0.00039616758683399335,2.942180346509918e-09,6.380668089616e-05,3.1569812144087543e-10,2.0862058292440935e-11,0.00021757388710720525,2.245780488520607e-06,0.007488433224687988,0.00042206987366593047,0.0002258962142007412,9.589255480984512e-07,1.1499551116385266e-08,3.3387003863826597e-09,2.7158656716150353e-12,1.8850684857696373e-07,0.00010381085122610273,1.1913163282057621e-05,1.2348750060018202e-07,0.00014204337443421254,7.619260927084127e-09,3.553624829341841e-06,1.0885535243128361e-05,1.3618086038369736e-08,1.3872659241308947e-10,2.5319140690088246e-09,6.746748372229245e-10,7.088054011118318e-10,2.6912166743941845e-11,1.2626631798684052e-12,2.3656973675610947e-07,1.653195883784456e-07,6.352740931254559e-13,4.4113146359814394e-20,1.5462007980968433e-12,9.526300834094486e-15,8.629289615292772e-14
6.353260868136048e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439140467843095,0.1039639426178631,0.0188367081692365,5.131134864691894e-05,0.0027426786290241957,0.007131378034583089,0.004400925051067012,5.9958775583959385e-05,9.582694658349743e-13,0.0024534303015462913,5.734657571118835e-11,0.00039629224850874393,2.9467487663298043e-09,6.392815660050073e-05,3.1695567433978463e-10,2.0961623665379837e-11,0.0002167312196858663,2.2589961854880108e-06,0.007487248179813711,0.00041887657345525837,0.00022625685236343744,9.531834805311572e-07,1.1497375680047308e-08,3.3396025411360793e-09,2.7290814316125375e-12,1.9023863371229778e-07,0.00010459878774981307,1.1953400603228482e-05,1.237883937386883e-07,0.0001425966622841586,7.621754415517334e-09,3.574538563953981e-06,1.088274711615453e-05,1.3668061495900008e-08,1.3941654310723026e-10,2.5223714740068157e-09,6.72065825352014e-10,7.101590975962209e-10,2.7019445906791965e-11,1.2593340143408167e-12,2.3805313969106098e-07,1.656177132619836e-07,6.390162756933297e-13,4.450548809894722e-20,1.5513081008764688e-12,9.517790014320109e-15,8.657824838956979e-14
6.369949642153443e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439166546762208,0.1039468954174635,0.018827094696258633,5.146372643811072e-05,0.0027493947303977237,0.007158959347213703,0.004416990243268565,6.006490512793268e-05,9.673063060466664e-13,0.002454205306910852,5.753535125952323e-11,0.00039641688429303194,2.951273705497091e-09,6.404810424518047e-05,3.1821393923882985e-10,2.1061245222946796e-11,0.00021588893236293918,2.272230469780669e-06,0.007486063418504051,0.0004157077742629605,0.00022661695821883982,9.474719906186104e-07,1.1495138131633684e-08,3.3404882460757015e-09,2.7424082574228927e-12,1.9198416085085572e-07,0.00010539201714586848,1.1993632186049519e-05,1.240879215120287e-07,0.00014315060558820386,7.624206906892938e-09,3.5954817199324486e-06,1.0879935823053681e-05,1.371803670352661e-08,1.401075950700193e-10,2.5128430392464547e-09,6.694579149726862e-10,7.11495786638921e-10,2.7126644491271767e-11,1.2559938338064457e-12,2.395390426375645e-07,1.6591347911357756e-07,6.427637168607787e-13,4.4899185929311605e-20,1.5563986466920055e-12,9.508955674610893e-15,8.686266543841691e-14
6.386638416170838e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44391923240432474,0.103929859397646,0.0188174857025728,5.1615458350246815e-05,0.0027560798807432407,0.007186572974132824,0.004433055371532241,6.017018742083996e-05,9.764036671772181e-13,0.002454967374219266,5.772296458149584e-11,0.00039654149249548014,2.9557553946147133e-09,6.416652675679124e-05,3.1947290780980686e-10,2.116092168634199e-11,0.00021504709307225558,2.285483138241715e-06,0.007484878940598368,0.00041256339976050656,0.00022697653118259402,9.417912167809019e-07,1.1492839040849586e-08,3.3413576330337777e-09,2.7558468554415758e-12,1.9374347950676484e-07,0.00010619054718481154,1.2033857855369822e-05,1.243860876738017e-07,0.00014370519955779173,7.626618714157832e-09,3.616453975740902e-06,1.0877101747185046e-05,1.376801136417642e-08,1.4079974235648854e-10,2.5033297247425663e-09,6.668513174147417e-10,7.128155002953077e-10,2.7233761470268065e-11,1.2526432222173245e-12,2.410274204212405e-07,1.6620689132419085e-07,6.465163585944087e-13,4.529423016867754e-20,1.5614724425315882e-12,9.499802561912817e-15,8.714614766485012e-14
6.403327190188232e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439217800453867,0.1039128345358937,0.01880788119150228,5.176654552094635e-05,0.002762734171248209,0.007214218680109226,0.004449120343836107,6.027462449823756e-05,9.855617689313724e-13,0.0024557166038114476,5.7909413473066176e-11,0.0003966660714529622,2.960194065454553e-09,6.428342718632678e-05,3.2073257179716575e-10,2.126065178414245e-11,0.0002142057688959875,2.298753988816851e-06,0.00748369474594432,0.0004094433713810498,0.00022733557071327094,9.361412906978596e-07,1.1490478974567819e-08,3.3422108332413225e-09,2.7693979270521696e-12,1.955166383048267e-07,0.00010699438516238709,1.2074077438942044e-05,1.2468289605990662e-07,0.00014426043939871203,7.628990149169596e-09,3.6374550115876883e-06,1.0874245268676432e-05,1.381798518425112e-08,1.4149297906481652e-10,2.493832473334706e-09,6.642462413736576e-10,7.141182720156256e-10,2.7340795834658118e-11,1.24928275758999e-12,2.425182479794782e-07,1.664979553909427e-07,6.50274143175675e-13,4.5690611157886155e-20,1.5665294973144122e-12,9.490335427446043e-15,8.742869554231337e-14
6.420015964205627e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439242976788034,0.10389582080918652,0.018798281166309664,5.1916989147975586e-05,0.0027693576949483446,0.007241896229656097,0.00446518506924336,6.0378218432412996e-05,9.947808307594599e-13,0.0024564530956513128,5.809469587159924e-11,0.0003967906195304876,2.9645899509024305e-09,6.43988087073756e-05,3.2199292301858655e-10,2.136043425235162e-11,0.0002133650260629224,2.3120428205592717e-06,0.0074825108343977475,0.0004063476083632098,0.00022769407631211756,9.305223373642087e-07,1.1488058496823041e-08,3.3430479773269092e-09,2.783062168500797e-12,1.9730368496786368e-07,0.00010780353789603381,1.2114290767414662e-05,1.2497835058688432e-07,0.00014481632031177705,7.631321522688001e-09,3.658484509433646e-06,1.087136676442633e-05,1.3867957873632902e-08,1.4218729933683195e-10,2.484352210680028e-09,6.616428929048806e-10,7.154041366248763e-10,2.7447746593257497e-11,1.245913011914325e-12,2.4401150036253356e-07,1.6678667691562826e-07,6.540370132023833e-13,4.608831926241137e-20,1.5715698218615847e-12,9.48055902528375e-15,8.771030965068986e-14
6.436704738223021e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439267853865626,0.10387881819400929,0.01878868563019716,5.206679048812532e-05,0.002775950546687406,0.0072696053870638985,0.004481249457903817,6.0480971331856185e-05,1.004061071853931e-12,0.0024571769493243684,5.827880985454257e-11,0.00039691513512108106,2.968943284903757e-09,6.451267461431094e-05,3.2325395336553256e-10,2.1460267834448188e-11,0.00021252492994690972,2.3253494336343405e-06,0.007481327205822554,0.0004032760277947617,0.00022805204752279849,9.249344751458603e-07,1.148557816880616e-08,3.3438691953155055e-09,2.796840270772646e-12,1.9910466630441233e-07,0.00010861801172158008,1.2154497674323436e-05,1.2527245525026252e-07,0.00014537283749349247,7.633613144366601e-09,3.679542152999511e-06,1.086846660810614e-05,1.3917929145689624e-08,1.428826973584933e-10,2.4748898452513293e-09,6.590414754186609e-10,7.166731303026699e-10,2.7554612772765377e-11,1.2425345510640923e-12,2.4550715273459247e-07,1.670730616032426e-07,6.578049115901208e-13,4.648734487388625e-20,1.576593428866851e-12,9.470478110950978e-15,8.79909906746714e-14
6.453393512240416e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439292432532012,0.10386182666636015,0.018779094586306885,5.2215950856088556e-05,0.002782512823077092,0.007297345916432991,0.004497313421055171,6.0582885340731815e-05,1.0134027111459593e-12,0.0024578882640353115,5.846175363809079e-11,0.00039703961664565567,2.973254302409813e-09,6.462502832047843e-05,3.245156548037835e-10,2.1560151281434262e-11,0.00021168554506547616,2.3386736293240055e-06,0.007480143860090574,0.0004002285446562295,0.0002284094839311295,9.193778158372141e-07,1.1483038548858715e-08,3.344674616627297e-09,2.8107329194700542e-12,2.0091962819678685e-07,0.00010943781249014805,1.2194697996082002e-05,1.2556521412290168e-07,0.000145929986136725,7.635865322744287e-09,3.700627627772914e-06,1.0865545170162488e-05,1.3967898717279112e-08,1.4357916736035268e-10,2.4654462683400182e-09,6.564421896754098e-10,7.179252905630434e-10,2.766139341770703e-11,1.2391479347119082e-12,2.470051803748018e-07,1.6735711526050755e-07,6.615777815736091e-13,4.6887678411589684e-20,1.5816003328672163e-12,9.46009744004353e-15,8.827073940212142e-14
6.470082286257811e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439316713657657,0.10384484620175902,0.01876950803772122,5.2364471623338726e-05,0.0027890446224570972,0.007325117581706069,0.004513376871024047,6.068396263835337e-05,1.022805967302121e-12,0.0024585871386056486,5.864352557583819e-11,0.0003971640625528813,2.9775232393246796e-09,6.473587335638169e-05,3.2577801937394557e-10,2.1660083351882783e-11,0.0002108469350786111,2.352015210030984e-06,0.007478960797081472,0.0003972050718643771,0.00022876638516480208,9.138524647195542e-07,1.1480440192467532e-08,3.345464370076546e-09,2.8247407946929114e-12,2.0274861558951213e-07,0.00011026294556527096,1.2234891571971665e-05,1.2585663135334779e-07,0.00014648776143136422,7.638078365236968e-09,3.7217406210150096e-06,1.0862602817819655e-05,1.4017866308752941e-08,1.4427670361799357e-10,2.4560223540643543e-09,6.538452337815939e-10,7.191606562342553e-10,2.776808759037375e-11,1.2357537162459625e-12,2.485055586782663e-07,1.6763884379440234e-07,6.653555667079944e-13,4.728931032389765e-20,1.5865905502134578e-12,9.449421766867361e-15,8.854955672243235e-14
6.486771060275205e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44393406981377015,0.10382787677525566,0.018759925987463115,5.2512354217008936e-05,0.002795546044855287,0.00735292014670035,0.0045294397212268045,6.0784205438658475e-05,1.0322710587211476e-12,0.0024592736714713344,5.882412415741922e-11,0.00039728847131904817,2.9817503324528254e-09,6.48452133678661e-05,3.270410391919407e-10,2.1760062811984143e-11,0.00021000916278772025,2.3653739792826943e-06,0.007477778016682604,0.00039420552031559737,0.00022912275089309944,9.083585206204117e-07,1.147778365225938e-08,3.346238583870459e-09,2.8388645709208623e-12,2.0459167247815382e-07,0.00011109341582022718,1.2275078244130291e-05,1.2614671116418588e-07,0.00014704615856498112,7.640252578129262e-09,3.742880821766704e-06,1.0859639915082156e-05,1.4067831643959235e-08,1.449753004524538e-10,2.4466189593823673e-09,6.512508031861529e-10,7.203792674385538e-10,2.7874694370759894e-11,1.2323524426909623e-12,2.5000826315701407e-07,1.6791825321069743e-07,6.691382108700565e-13,4.769223108969607e-20,1.5915640990405639e-12,9.43845584309869e-15,8.882744362487814e-14
6.5034598342926e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44393643868915555,0.10381091836143827,0.01875034843849643,5.265960011877231e-05,0.002802017191948047,0.007380753375139541,0.004545501886170134,6.0883615989685854e-05,1.0417982035307512e-12,0.0024599479606804246,5.900354800713814e-11,0.00039741284144792515,2.985935819447351e-09,6.49530521143017e-05,3.283047064494723e-10,2.1860088435592036e-11,0.0002091722901347483,2.378749741734953e-06,0.007476595518788907,0.0003912297989291915,0.00022947858082660426,9.02896075974006e-07,1.1475069477995814e-08,3.3469973856080708e-09,2.8531049168980333e-12,2.064488418985391e-07,0.00011192922763559502,1.2315257857540372e-05,1.2643545785040043e-07,0.00014760517272348128,7.642388266566241e-09,3.7640479208545187e-06,1.085665682273741e-05,1.4117794450244919e-08,1.456749522306197e-10,2.4372369241102337e-09,6.48659090677447e-10,7.215811655719303e-10,2.7981212856497488e-11,1.228944654631149e-12,2.515132694409278e-07,1.6819534961249212e-07,6.729256582593561e-13,4.8096431219755714e-20,1.596520999238081e-12,9.427204416465039e-15,8.910440119696199e-14
6.520148608309994e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44393877808624865,0.10379397093444147,0.018740775393726303,5.280621086372387e-05,0.002808458167020782,0.007408617030685563,0.004561563281451413,6.098219657305382e-05,1.0513876195845263e-12,0.002460610103890745,5.918179588258775e-11,0.0003975371714706126,2.990079938758886e-09,6.505939346676529e-05,3.29569013414468e-10,2.1960159004268522e-11,0.00020833637820146891,2.3921423031754334e-06,0.00747541330330277,0.00038827781469053733,0.00022983387471689842,8.974652168826223e-07,1.1472298216568081e-08,3.3477409022791396e-09,2.867462495519671e-12,2.08320165916395e-07,0.00011277038489703242,1.235543026001628e-05,1.2672287577773878e-07,0.00014816479909175267,7.64448573454524e-09,3.7852416108960653e-06,1.0853653898358618e-05,1.4167754458457133e-08,1.4637565336560867e-10,2.4278770709450105e-09,6.46070286380729e-10,7.227663932838646e-10,2.808764216278782e-11,1.2255308861374583e-12,2.530205532786452e-07,1.6847013919875586e-07,6.767178533993078e-13,4.8501901258071195e-20,1.6014612724203905e-12,9.415672229447452e-15,8.938043062275986e-14
6.536837382327389e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44394108810172017,0.10377703446795496,0.018731206855999476,5.295218803926454e-05,0.0028148690749285814,0.007436510876970036,0.00457762382375882,6.107994950344027e-05,1.0610395244589221e-12,0.002461260198367592,5.93588666732581e-11,0.00039766145994539086,2.994182929585164e-09,6.5164241406222e-05,3.3083395243149974e-10,2.206027330732828e-11,0.00020750148720894237,2.4055514705268954e-06,0.007474231370133918,0.0003853494726941412,0.0002301886323562536,8.920660231790106e-07,1.1469470411992229e-08,3.3484692602630783e-09,2.8819379637216244e-12,2.1020568561740397e-07,0.00011361689099328473,1.2395595302190639e-05,1.2700896938108027e-07,0.00014872503285430947,7.646545284907702e-09,3.8064615863051653e-06,1.0850631496307738e-05,1.4217711402943849e-08,1.470773983171211e-10,2.41854020549285e-09,6.434845777561398e-10,7.239349944570526e-10,2.8193981422330616e-11,1.2221116646966327e-12,2.5453009053842724e-07,1.687426282628733e-07,6.805147411381871e-13,4.890863178316047e-20,1.6063849418969364e-12,9.403864018004197e-15,8.965553318126107e-14
6.553526156344784e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44394336883454394,0.10376010893523144,0.01872164282810466,5.3097533283987035e-05,0.002821250022057066,0.007464434677625502,0.004593683430871216,6.117687712806437e-05,1.0707541354502931e-12,0.0024618983409814364,5.953475939913588e-11,0.0003977857054575637,2.9982450318212603e-09,6.526760002170718e-05,3.3209951592217975e-10,2.2160430141881945e-11,0.00020666767651713992,2.418977051850177e-06,0.007473049719199281,0.0003824446761865695,0.00023054285357731482,8.866985684897009e-07,1.1466586605404267e-08,3.3491825853278824e-09,2.896531972371897e-12,2.1210544109769532e-07,0.00011446874881442421,1.2435752837499885e-05,1.272937431628102e-07,0.0001492858691959293,7.64856721933112e-09,3.827707543296597e-06,1.0847589967738648e-05,1.4267665021553738e-08,1.4778018159177719e-10,2.4092271163017693e-09,6.409021495972268e-10,7.250870141871427e-10,2.8300229785250344e-11,1.2186875111447745e-12,2.560418572089935e-07,1.6901282319119333e-07,6.843162666500684e-13,4.931661340932919e-20,1.6112920326423922e-12,9.391784510316048e-15,8.992971024470541e-14
6.570214930362178e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439456203859551,0.1037431943090951,0.018712083312772902,5.324224828656435e-05,0.002827601116283422,0.007492388196316393,0.004609742021657776,6.127298182616995e-05,1.080531669572016e-12,0.0024625246282056635,5.97094732092941e-11,0.00039790990661929694,3.0022664860105e-09,6.536947350850877e-05,3.333656963855317e-10,2.2260628312878666e-11,0.000205835004624734,2.4324188563469676e-06,0.007471868350422884,0.00037956332660925605,0.00023089653825277535,8.813629202993078e-07,1.146364733505551e-08,3.349881002629099e-09,2.9112451661651426e-12,2.1401947145477423e-07,0.00011532596075032397,1.2475902722168982e-05,1.2757720169120064e-07,0.00014984730330228638,7.650551838321013e-09,3.848979179890481e-06,1.0844529660600486e-05,1.4317615055635277e-08,1.4848399774343006e-10,2.3999385748992736e-09,6.383231840299823e-10,7.262224987624667e-10,2.840638641901986e-11,1.2152589396027e-12,2.5755582940032847e-07,1.6928073046158223e-07,6.88122375435699e-13,4.972583678789525e-20,1.6161825712667885e-12,9.379438425553374e-15,9.020296327691806e-14
6.586903704379573e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44394784285940875,0.10372629056194978,0.01870252831267797,5.3386334784641226e-05,0.002833922466937615,0.007520371196769735,0.0046257995160773726,6.136826600851041e-05,1.0903723435516874e-12,0.0024631391561143277,5.988300738047383e-11,0.00039803406206945257,3.006247533296058e-09,6.546986616635067e-05,3.34632486398339e-10,2.2360866633147725e-11,0.00020500352916905405,2.4458766943623545e-06,0.007470687263735706,0.00037670532364118077,0.00023124968629504442,8.760591400157106e-07,1.146065313630807e-08,3.350564636708803e-09,2.9260781835195747e-12,2.159478147789084e-07,0.00011618852868936989,1.2516044815195324e-05,1.278593495987955e-07,0.00015040933036057844,7.652499441202973e-09,3.870276195916327e-06,1.0841450919641153e-05,1.4367561250034981e-08,1.4918884137345672e-10,2.3906753358349576e-09,6.357478605123985e-10,7.273414956437818e-10,2.8512450508381443e-11,1.2118264574157383e-12,2.590719833444542e-07,1.6954635664198085e-07,6.91933013323304e-13,5.0136292608378755e-20,1.6210565859856165e-12,9.366830472665346e-15,9.04752938316428e-14
6.603592478396967e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4439500363605378,0.10370939766578716,0.018692977830436688,5.352979456372851e-05,0.0028402141847638116,0.007548383442805572,0.004641855835177711,6.146273211683545e-05,1.1002763738283897e-12,0.002463742020379932,6.005536131565762e-11,0.00039815817047341833,3.010188415373209e-09,6.556878239757711e-05,3.358998786154672e-10,2.2461143923439284e-11,0.00020417330692620714,2.459350377387146e-06,0.007469506459075561,0.00037387056524141373,0.00023160229765590624,8.707872830361749e-07,1.1457604541630414e-08,3.3512336114946e-09,2.9410316564768943e-12,2.1789050814497018e-07,0.00011705645401741292,1.2556178978331784e-05,1.2814019158080328e-07,0.000150971945560148,7.654410326114776e-09,3.89159829301671e-06,1.0838354086410995e-05,1.4417503353094843e-08,1.4989470713102783e-10,2.381438136727734e-09,6.331763558345401e-10,7.284440534440185e-10,2.8618421255264974e-11,1.208390565095482e-12,2.605902953961745e-07,1.6980970838896611e-07,6.957481264693285e-13,5.0547971599652364e-20,1.6259141065899068e-12,9.353965349191219e-15,9.074670355087391e-14
