Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),O(29),COX(50),CHOX(53),CO2X(24),OH(D)X(68),CH4OX(63),acetyl(44),CHO2X(213),C2H4X(215),C2H6X(52),C2H4X(70),S(216),HOCO(73),CHO3(123),CHO2(74)
4.2956442455981526e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.444325074938287,0.11090847969920047,0.022522861227540096,2.4595657994653916e-08,4.420879978331538e-06,0.00010342031693623763,2.4750438715268394e-05,1.7113297241174854e-07,3.8802329178342187e-17,0.0003746782021579125,1.9361031283915563e-15,0.00023470359277476854,6.338839811389438e-12,1.210713677296876e-08,1.0192574860155652e-12,1.003291211669048e-14,9.400898986013086e-06,1.9240989391933357e-10,0.0073488200127215285,0.0005566875817800383,6.158616183339041e-05,3.458955533969165e-07,2.0991504145850933e-09,5.483366865216552e-10,2.619487510597379e-13,6.263680512220232e-09,1.2631334508313506e-05,2.1525627161906434e-07,2.4415391309726347e-10,1.9067836787617952e-06,1.1649453956067542e-09,3.03619953355216e-10,1.526017974122694e-06,7.691572517337982e-11,6.827410156482011e-13,5.644366313690778e-11,2.9171871628410535e-11,1.3456489571820027e-13,2.3204574208430432e-14,8.221871859391376e-15,5.9847203067624504e-12,4.4464593476522143e-10,5.4478116820358175e-17,1.8120446985942292e-27,4.45845723540229e-16,1.9789173160812104e-19,2.458037270731335e-17
4.3125576664545935e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44431711895039133,0.11090085346833684,0.02252170317848344,2.4966673707835116e-08,4.478800682448656e-06,0.00010425990836824483,2.5013905843164834e-05,1.7308542862570505e-07,3.950345770261093e-17,0.0003761172835086918,1.9740603758638795e-15,0.00023524255300371916,6.414407326006516e-12,1.2320692724626098e-08,1.032685299310263e-12,1.018816844947615e-14,9.488293891061563e-06,1.9547702861767965e-10,0.007354718550370514,0.0005585812470718417,6.171114302824748e-05,3.477807786121021e-07,2.1071057606437665e-09,5.503638069324792e-10,2.6293767306483616e-13,6.286034839115442e-09,1.265050934569013e-05,2.1667192866072e-07,2.4720826340397103e-10,1.923072872618628e-06,1.1693992337179705e-09,3.0846334377173305e-10,1.5353903822430917e-06,7.773323591731972e-11,6.886381359328559e-13,5.700917582515712e-11,2.944257001790453e-11,1.369362627046271e-13,2.354166734529807e-14,8.32119918758432e-15,6.098464398642964e-12,4.49826043291125e-10,5.5345543180772186e-17,1.8687207127335852e-27,4.535800587419986e-16,2.0274429268240527e-19,2.5008444683978662e-17
4.3294710873110344e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44430922747539187,0.1108932880769169,0.022520545225026833,2.5341393983083437e-08,4.537181682591189e-06,0.00010510198137037282,2.5278669456548662e-05,1.750520058851063e-07,4.021360186545269e-17,0.00037755593744365684,2.012602665509196e-15,0.00023577939795114391,6.490562143607739e-12,1.2537037860683247e-08,1.0462107778753187e-12,1.0345037165392769e-14,9.576067738161993e-06,1.9858049740856968e-10,0.00736055560014018,0.000560472562410833,6.183565238861292e-05,3.496666479268772e-07,2.1150578920775764e-09,5.52390253439945e-10,2.6392612297367483e-13,6.3082522111307585e-09,1.266942767432624e-05,2.1808859130118852e-07,2.502855813459947e-10,1.9394137640355305e-06,1.1738517531545198e-09,3.1336415262398236e-10,1.5447739445080584e-06,7.855475924885231e-11,6.945514944314582e-13,5.757725309624294e-11,2.971443915224919e-11,1.3933857088999975e-13,2.3881855911834714e-14,8.421172620747494e-15,6.213887191948247e-12,4.5504447891862013e-10,5.622323376340352e-17,1.9269035035166643e-27,4.61407848756367e-16,2.0769093488402075e-19,2.5441710337159124e-17
4.346384508167475e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4443013998755132,0.11088578290119404,0.022519387366986304,2.571983553500067e-08,4.596024291991657e-06,0.00010594652681219534,2.5544725749275104e-05,1.7703274405100652e-07,4.0932828110050213e-17,0.00037899416241870485,2.0517365156906607e-15,0.0002363141358620047,6.567306265756183e-12,1.275619527893421e-08,1.0598338777954797e-12,1.050352564122886e-14,9.664219969739944e-06,2.0172057997831448e-10,0.007366331787561299,0.000562361531290167,6.19596954240441e-05,3.5155315865144506e-07,2.123006800689483e-09,5.544160240344693e-10,2.6491410073235133e-13,6.3303339103900056e-09,1.2688092939004502e-05,2.1950625837682502e-07,2.533859271472012e-10,1.95580615268922e-06,1.178302949442803e-09,3.1832282224532443e-10,1.554168533502905e-06,7.938028336512684e-11,7.00481065027696e-13,5.8147893027533346e-11,2.9987477313876826e-11,1.417720762591474e-13,2.422514935305341e-14,8.521792991031687e-15,6.3310061828127725e-12,4.603013535570293e-10,5.711126750640534e-17,1.9866260021688892e-27,4.693296851244256e-16,2.1273298364790522e-19,2.588020266669658e-17
4.363297929023916e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44429363551949186,0.1108783373237841,0.02251822960418055,2.6102015065678004e-08,4.65532982213706e-06,0.00010679353563442029,2.5812070929885317e-05,1.7902768285400376e-07,4.1661202966458015e-17,0.0003804319568946598,2.0914684880449293e-15,0.00023684677495169773,6.644641689457629e-12,1.2978188149187932e-08,1.073554552586117e-12,1.0663641225399951e-14,9.752750028542426e-06,2.0489755694371366e-10,0.007372047731798363,0.0005642481571833211,6.208327753199151e-05,3.5344030795288917e-07,2.1309524783116266e-09,5.564411167121977e-10,2.659016062946623e-13,6.352281222354927e-09,1.2706508568357298e-05,2.2092492921867194e-07,2.5650936096006203e-10,1.9722498399932075e-06,1.1827528181156892e-09,3.2333979644228195e-10,1.5635740224575297e-06,8.020979650960739e-11,7.0642682333147e-13,5.872109382449434e-11,3.026168278622474e-11,1.4423703559465684e-13,2.4571557061183894e-14,8.623061146381063e-15,6.449838969516075e-12,4.655967787572978e-10,5.80097236104601e-17,2.0479217023732323e-27,4.773461592256263e-16,2.178717758645323e-19,2.6323954660831764e-17
4.380211349880357e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4442859337825104,0.11087095073360058,0.022517071936430936,2.6487949265530634e-08,4.715099582742624e-06,0.00010764299884763776,2.6080701222377525e-05,1.810368618942181e-07,4.239879305102679e-17,0.0003818693193372943,2.131805187537328e-15,0.00023737732340604819,6.722570407150176e-12,1.3203039712965631e-08,1.0873727532628975e-12,1.0825391238063119e-14,9.84165735760147e-06,2.0811170984980177e-10,0.007377704045714439,0.0005661324435434715,6.220640400048838e-05,3.553280928504074e-07,2.1388949168057257e-09,5.584655294750175e-10,2.668886396885026e-13,6.374095436273782e-09,1.272467797410837e-05,2.2234460363937328e-07,2.5965594259742314e-10,1.9887446290679597e-06,1.187201354712499e-09,3.2841552049096854e-10,1.5729902852438113e-06,8.104328697446284e-11,7.123887468717258e-13,5.929685381928863e-11,3.053705385363702e-11,1.4673370647351993e-13,2.4921088375227066e-14,8.724977914661514e-15,6.5704032525134786e-12,4.709308657118641e-10,5.891868153818709e-17,2.1108246672462216e-27,4.854578622509015e-16,2.231086599226644e-19,2.677299929686793e-17
4.397124770736798e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44427829404613206,0.11086362252579045,0.02251591436356145,2.687765481412309e-08,4.775334881726841e-06,0.00010849490753109289,2.635061286695257e-05,1.8306032064127075e-07,4.3145665065802586e-17,0.0003833062482173532,2.172753262516006e-15,0.00023790578938130883,6.801094406693989e-12,1.3430773283197472e-08,1.101288428410547e-12,1.0988782971236273e-14,9.930941400198374e-06,2.113633211675869e-10,0.007383301335935364,0.0005680143938028636,6.232908001075677e-05,3.5721651023733255e-07,2.146834108063048e-09,5.60489260330458e-10,2.678752009575997e-13,6.39577784334879e-09,1.2742604550342297e-05,2.2376528192018632e-07,2.6282573189368873e-10,2.0052903247114837e-06,1.19164855477876e-09,3.33550441133515e-10,1.582417196373001e-06,8.188074310283676e-11,7.183668146858874e-13,5.987517146933057e-11,3.081358880123564e-11,1.4926234726380488e-13,2.527375258434037e-14,8.827544167490593e-15,6.692716834464828e-12,4.763037252545339e-10,5.98382210134829e-17,2.1753695397806354e-27,4.936653851994673e-16,2.2844499571433485e-19,2.722736954323135e-17
4.414038191593239e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4442707156982358,0.11085635210167048,0.022514756885398668,2.727114838098505e-08,4.836037025187882e-06,0.00010934925283148273,2.6621802120734194e-05,1.8509809843426616e-07,4.39018857978812e-17,0.00038474274201057417,2.214319404765083e-15,0.00023843218100416243,6.88021567136121e-12,1.366141224391856e-08,1.1153015242506895e-12,1.1153823688922009e-14,1.002060159982873e-05,2.1465267429178487e-10,0.007388840202913284,0.000569894011372235,6.2451310639784e-05,3.591055568743776e-07,2.1547700440043493e-09,5.625123072918142e-10,2.6886129012936383e-13,6.417329736370523e-09,1.2760291672797664e-05,2.2518696479810892e-07,2.6601878868659654e-10,2.0218867333703505e-06,1.196094413867149e-09,3.387450065744886e-10,1.5918546309931232e-06,8.272215329105557e-11,7.243610073754262e-13,6.045604535583259e-11,3.109128591479984e-11,1.5182321712124895e-13,2.562955892828795e-14,8.930760803159973e-15,6.816797620261161e-12,4.817154678603601e-10,6.076842202084031e-17,2.2415915467045788e-27,5.0196931893108625e-16,2.3388215470048797e-19,2.7687098357531822e-17
4.429260270364036e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4442639471714021,0.11084985763512814,0.022513715235885114,2.762854511669857e-08,4.891069184333128e-06,0.0001101202396454804,2.6866961725710923e-05,1.8694437364082348e-07,4.4590532877715923e-17,0.00038603521316946473,2.2522629461086335e-15,0.0002389041665863021,6.951937106711593e-12,1.3871490801399336e-08,1.127996558899715e-12,1.13037761978206e-14,1.010161693395439e-05,2.176455963163482e-10,0.007393775722669079,0.0005715836755359121,6.256094151908607e-05,3.608062340622597e-07,2.1619095964029546e-09,5.643324631902665e-10,2.6974836684308954e-13,6.436615921333233e-09,1.2776008124748459e-05,2.2646733928504855e-07,2.6891248258545324e-10,2.036866702125438e-06,1.2000945368407577e-09,3.43471483390746e-10,1.6003572170569095e-06,8.348279363575969e-11,7.297695531025662e-13,6.098101636176582e-11,3.134220555256862e-11,1.5415577066964366e-13,2.5952478758689517e-14,9.024212558987044e-15,6.929996167559205e-12,4.866193722430461e-10,6.161478485410122e-17,2.302654892998114e-27,5.095257787133578e-16,2.3886294449705744e-19,2.810546309697541e-17
4.4444823491348326e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44425722744101437,0.11084340906551074,0.022512673662822738,2.7989035781654535e-08,4.946481493476275e-06,0.00011089318664025822,2.7113150473384e-05,1.8880230752784616e-07,4.5286855391144654e-17,0.0003873273295733169,2.2907175171182327e-15,0.00023937448438436944,7.0241453688598244e-12,1.4083958870095817e-08,1.1407704164927839e-12,1.1455075501685602e-14,1.0182936099194777e-05,2.2066952739153397e-10,0.007398664830175931,0.0005732714554204969,6.26702192289885e-05,3.6250741565884984e-07,2.169046499628005e-09,5.661520620897445e-10,2.706350613359109e-13,6.455798383725807e-09,1.279153577175408e-05,2.2774852960442534e-07,2.7182511465147105e-10,2.0518874541204674e-06,1.2040935667935974e-09,3.4824696551501887e-10,1.6088681364065542e-06,8.42466190350044e-11,7.351911339506682e-13,6.150805600589568e-11,3.159406390777241e-11,1.5651483034107158e-13,2.6277957828703488e-14,9.118192492442017e-15,7.044653932491547e-12,4.915549411316948e-10,6.246990720093387e-17,2.3651322495245204e-27,5.171612401745235e-16,2.4392753753263534e-19,2.8528218977077924e-17
4.4597044279056295e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44425055607370484,0.11083700596894819,0.022511632166090378,2.8352632510274463e-08,5.002274900879087e-06,0.00011166808749726882,2.736036567306342e-05,1.9067192850230838e-07,4.5990902200587394e-17,0.0003886190901214009,2.3296880865543523e-15,0.0002398431402613143,7.096841894039786e-12,1.4298833643485784e-08,1.153623053179882e-12,1.1607726838290175e-14,1.0264558690169044e-05,2.2372467602219185e-10,0.00740350795058551,0.0005749573534655595,6.277914726393877e-05,3.642090990336447e-07,2.1761807478518443e-09,5.679711025539151e-10,2.715213736986982e-13,6.474878068618722e-09,1.2806877033957229e-05,2.2903053718963394e-07,2.747567281717529e-10,2.0669488515676416e-06,1.2080915004986517e-09,3.530717827125599e-10,1.6173872993376364e-06,8.50136211485463e-11,7.406257391439481e-13,6.203716350483943e-11,3.184685973170579e-11,1.5890058668310858e-13,2.6606002773855982e-14,9.21270127362499e-15,7.160784180217671e-12,4.965222543168111e-10,6.333384790897515e-17,2.42905053977689e-27,5.248761337172798e-16,2.49076957782806e-19,2.895539000430489e-17
4.4734042987993466e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.444244592838592,0.1108312817143131,0.02251069488419457,2.8682535275841868e-08,5.052815589279854e-06,0.00011236716363187972,2.7583734755655654e-05,1.9236460324841362e-07,4.663118903087307e-17,0.00038978136945092283,2.3652069074486158e-15,0.00024026351443812169,7.162687416195991e-12,1.4494292919441897e-08,1.165257744963437e-12,1.17462733437019e-14,1.0338278116047971e-05,2.2650117361279896e-10,0.007407827788233743,0.0005764730547372012,6.287688636124652e-05,3.6574104084856164e-07,2.1825992964266435e-09,5.696077603254202e-10,2.723187282102176e-13,6.491962691780709e-09,1.2820526800185196e-05,2.3018504417901424e-07,2.7741144510538157e-10,2.0805387480658604e-06,1.2116887008783223e-09,3.5745657299498473e-10,1.6250615204285238e-06,8.570663228043933e-11,7.455280116018133e-13,6.251512768454612e-11,3.207517647709917e-11,1.6107075094155327e-13,2.6903442507112792e-14,9.29821188982674e-15,7.266571393708741e-12,5.010200433138552e-10,6.411898301913398e-17,2.4878315750025047e-27,5.31887807980298e-16,2.537848157858196e-19,2.9343638716197104e-17
4.487104169693064e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4442386681194399,0.11082559364913153,0.022509757663943173,2.9014972617913526e-08,5.103666423848476e-06,0.0001130678127620961,2.780793115192395e-05,1.94066788063597e-07,4.727780786089784e-17,0.00039094335885063913,2.4011513975198526e-15,0.00024068255143892454,7.228930635035642e-12,1.4691728188662328e-08,1.176956177274972e-12,1.1885923016579263e-14,1.0412242693006594e-05,2.2930327964350398e-10,0.0074121110220205805,0.0005779872354389114,6.297434746244873e-05,3.6727338487385316e-07,2.189015685525615e-09,5.712439635622239e-10,2.7311577339857403e-13,6.508965520151081e-09,1.2834029288806861e-05,2.313402159485482e-07,2.800816033351377e-10,2.0941613575601333e-06,1.2152850083421135e-09,3.618818343030831e-10,1.632742281676919e-06,8.640220380465949e-11,7.504408194617372e-13,6.299476579173472e-11,3.2304250650759976e-11,1.632628338824833e-13,2.7202970743955802e-14,9.384151912463096e-15,7.373571882289514e-12,5.055436674657514e-10,6.491135194398806e-17,2.5478220963119643e-27,5.389644843908569e-16,2.585629767888064e-19,2.9735500630846593e-17
4.500804040586781e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44423278160853596,0.11081994147242338,0.02250882050525119,2.93499533737623e-08,5.154828093229378e-06,0.00011377003036649251,2.8032952927523682e-05,1.9577850347853951e-07,4.7930794424018795e-17,0.0003921050575250515,2.43752523852109e-15,0.0002411002554975862,7.2955725912582e-12,1.4891152080190167e-08,1.1887183153373443e-12,1.2026679637925911e-14,1.0486452125607272e-05,2.3213114735914678e-10,0.007416357953855072,0.0005794998973165395,6.307153298814248e-05,3.6880612903015503e-07,2.1954299109414882e-09,5.728797112251222e-10,2.7391250934624343e-13,6.5258872423386156e-09,1.284738623508226e-05,2.3249605408506702e-07,2.827672343118185e-10,2.1078165816757577e-06,1.2188804205481375e-09,3.6634780900654326e-10,1.6404295185400057e-06,8.710032972626463e-11,7.553641568398784e-13,6.347607741382612e-11,3.25340813426277e-11,1.6547697546741265e-13,2.750459226014141e-14,9.47052186038358e-15,7.481795455749809e-12,5.100931844500772e-10,6.571099793466602e-17,2.6090425743401925e-27,5.46106476518275e-16,2.6341220326996327e-19,3.013099323749294e-17
4.514503911480498e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4442269330007161,0.11081432488569777,0.02250788340803466,2.968748637845626e-08,5.206301285215685e-06,0.00011447381194964707,2.825879815710969e-05,1.9749976996770398e-07,4.85901844888479e-17,0.00039326646468086505,2.4743321310376654e-15,0.00024151663083528366,7.362614323562168e-12,1.509257725284308e-08,1.2005441235313002e-12,1.2168546977063929e-14,1.0560906118416987e-05,2.3498493039599456e-10,0.007420568883155191,0.0005810110421053233,6.316844532051732e-05,3.703392711800312e-07,2.2018419684800612e-09,5.745150022774706e-10,2.747089361786952e-13,6.542728547260398e-09,1.2860599364694952e-05,2.3365256033753175e-07,2.854683692571194e-10,2.121504322673359e-06,1.2224749351582454e-09,3.708547400947768e-10,1.648123166742051e-06,8.780100407847982e-11,7.602980186524243e-13,6.395906218702196e-11,3.27646676426531e-11,1.6771331598765932e-13,2.780831181149493e-14,9.5573222247433e-15,7.591251967939299e-12,5.14668651789702e-10,6.651796435273969e-17,2.671513749944516e-27,5.533140978754614e-16,2.683332628040285e-19,3.0530134021177667e-17
4.528203782374215e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4442211219933448,0.11080874359293261,0.02250694637221063,3.002758046511725e-08,5.258086686740999e-06,0.00011517915304177832,2.848546492453003e-05,1.9923060794933234e-07,4.925601385908835e-17,0.0003944275795269935,2.5115757945033632e-15,0.00024193168166051696,7.430056868641978e-12,1.529601639510576e-08,1.2124335654167765e-12,1.2311528791686401e-14,1.0635604375996929e-05,2.378647827809436e-10,0.007424744106868482,0.0005825206715297298,6.326508680411797e-05,3.7187280913579466e-07,2.208251853960355e-09,5.761498356850903e-10,2.7550505406588016e-13,6.559490123519444e-09,1.2873670393563305e-05,2.3480973661287635e-07,2.88185039228564e-10,2.1352244834398704e-06,1.2260685498377124e-09,3.7540287117565566e-10,1.655823162273513e-06,8.850422092329552e-11,7.652424004431974e-13,6.444371979568254e-11,3.2996008640770083e-11,1.6997199606316905e-13,2.8114134135116355e-14,9.64455349904187e-15,7.701951316772118e-12,5.192701268527569e-10,6.733229467001484e-17,2.7352566396927064e-27,5.605876618927847e-16,2.7332692805031574e-19,3.0932940464646905e-17
4.541903653267932e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44421534828629317,0.11080319730055424,0.022506009397697174,3.037024446517254e-08,5.310184983870939e-06,0.00011588604919839646,2.8712951323004932e-05,2.0097103778544395e-07,4.9928318373366526e-17,0.0003955884012745662,2.5492599672159457e-15,0.00024234541216911992,7.497901261184854e-12,1.55014822250219e-08,1.2243866037537626e-12,1.2455628827912109e-14,1.0710546602892469e-05,2.4077085893071773e-10,0.007428883919492355,0.0005840287873032996,6.336145974656416e-05,3.734067406791698e-07,2.2146595632143978e-09,5.777842104162226e-10,2.7630086308999105e-13,6.576172657589974e-09,1.2886601027667678e-05,2.3596758497182418e-07,2.9091727565929777e-10,2.1489769674797985e-06,1.2296612622551139e-09,3.799924464742448e-10,1.6635294413901478e-06,8.920997435198809e-11,7.701972979484746e-13,6.493004997168401e-11,3.322810342684079e-11,1.7225315664134473e-13,2.8422063952262866e-14,9.732216257488908e-15,7.813903444230211e-12,5.238976668526079e-10,6.815403246824026e-17,2.8002925393398472e-27,5.679274819609278e-16,2.7839397675254962e-19,3.133943004841027e-17
4.5556035241616495e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44420961158191924,0.11079768571741702,0.022505072484413358,3.0715487208607453e-08,5.3625968617957075e-06,0.00011659449599995121,2.894125545530934e-05,2.0272107978183351e-07,5.06071339050794e-17,0.0003967489291369333,2.5873884063527926e-15,0.00024275782654427087,7.566148533867787e-12,1.570898749008632e-08,1.2364032005230676e-12,1.2600850820339666e-14,1.078573250362328e-05,2.437033136510671e-10,0.0074329886130944395,0.0005855353911285389,6.345756641932424e-05,3.749410635299291e-07,2.2210650920871722e-09,5.794181254418309e-10,2.770963633567414e-13,6.5927768363896205e-09,1.289939296286974e-05,2.3712610762479026e-07,2.9366510973319865e-10,2.1627616789064324e-06,1.2332530700834529e-09,3.8462371083153737e-10,1.6712419406121211e-06,8.991825848569273e-11,7.751627078681244e-13,6.541805249376963e-11,3.3460951090630257e-11,1.745569389957844e-13,2.873210596421526e-14,9.82031100916044e-15,7.927118336366985e-12,5.285513288478283e-10,6.898322143889347e-17,2.8666430185201698e-27,5.75333871466849e-16,2.835351918286759e-19,3.1749620246377265e-17
4.567933407965995e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4442044799412578,0.11079275473030364,0.022504229314743173,3.102841780030422e-08,5.4100362291051675e-06,0.00011723342028984121,2.9147426776585657e-05,2.0430435271305235e-07,5.122366448081412e-17,0.000397793152292841,2.622086969901677e-15,0.00024312787763501365,7.627916393687393e-12,1.5897496505147893e-08,1.247272448040426e-12,1.2732512963483493e-14,1.0853607911167285e-05,2.4636520483703595e-10,0.0074366530500244,0.0005868900432535535,6.354383661302675e-05,3.763222867354304e-07,2.2268282004234657e-09,5.808882550681035e-10,2.778120498086371e-13,6.607654171232143e-09,1.2910788510334509e-05,2.381693564781003e-07,2.9615152177827056e-10,2.175195394839482e-06,1.236484921784846e-09,3.888276957547071e-10,1.6781884558482447e-06,9.055787312443298e-11,7.796405627614618e-13,6.585868447394139e-11,3.367115694610639e-11,1.766498017580506e-13,2.901295357213727e-14,9.8999660432859e-15,8.030099692080007e-12,5.327620059837212e-10,6.973589846424617e-17,2.9275004730977152e-27,5.820567978008819e-16,2.882263488444455e-19,3.2121969891813047e-17
4.5802632917703406e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441993778201519,0.11078785141493243,0.022503386194546626,3.134345076098968e-08,5.457730649398937e-06,0.00011787359385480714,2.935425756411668e-05,2.0589544261996477e-07,5.184552426662856e-17,0.000398837136196022,2.6571512134819823e-15,0.0002434968690675285,7.690012171241538e-12,1.608767714610791e-08,1.2581931177057997e-12,1.2865089613298704e-14,1.0921680239689005e-05,2.490487017720684e-10,0.007440289484705023,0.0005882434732956945,6.362989454587722e-05,3.777038232931779e-07,2.2325895362861022e-09,5.823580107545603e-10,2.7852748644705905e-13,6.622469093169682e-09,1.292207429870176e-05,2.392131552316818e-07,2.986506155591087e-10,2.1876550687124457e-06,1.2397160371954649e-09,3.930658269886505e-10,1.6851399122583295e-06,9.119952865442949e-11,7.841269287208301e-13,6.630067081606043e-11,3.388197123142732e-11,1.7876120629955054e-13,2.929551925501499e-14,9.979971821441166e-15,8.134119353508403e-12,5.369939294054951e-10,7.049467842340266e-17,2.98945656868792e-27,5.888341274643589e-16,2.9297879687210747e-19,3.2497343925842755e-17
4.592593175574686e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44419430500670537,0.11078297556402347,0.022502543123766768,3.166059252569921e-08,5.505680620327775e-06,0.00011851501352347536,2.9561746455337595e-05,2.0749436418867724e-07,5.2472739485971e-17,0.00039988088027764556,2.692583915360713e-15,0.00024386480386510964,7.752436615163234e-12,1.6279538766647687e-08,1.2691651802647604e-12,1.2998583468597613e-14,1.0989949273691958e-05,2.5175391811462147e-10,0.0074438981250847126,0.000589595682472635,6.37157418014598e-05,3.790856714484957e-07,2.2383490966734902e-09,5.838273917563006e-10,2.792426733488393e-13,6.637222100792152e-09,1.2933251542590981e-05,2.402575057916339e-07,3.0116241374454846e-10,2.200140631855055e-06,1.2429464146269004e-09,3.97338284297074e-10,1.6920962641113885e-06,9.184322085405681e-11,7.886218044951695e-13,6.674401145359752e-11,3.4093393282721566e-11,1.8089125628174055e-13,2.9579806404260337e-14,1.0060328729553398e-14,8.239184692059014e-12,5.412471403871494e-10,7.125959339456092e-17,3.052527620766488e-27,5.95666088825136e-16,2.977931173581714e-19,3.287575508062974e-17
4.6036900709985966e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44418976435879365,0.11077861061024791,0.022501784402269593,3.194782845965682e-08,5.549054500786209e-06,0.00011909335403532255,2.974904801530842e-05,2.0894010177969662e-07,5.304183377084214e-17,0.00040082004443472134,2.7247906851458005e-15,0.0002441950442521523,7.808900242113457e-12,1.6453659208846025e-08,1.2790839529411119e-12,1.3119514373646449e-14,1.1051559409340875e-05,2.5420727705914077e-10,0.0074471223079235075,0.000590811627892462,6.379282549353941e-05,3.803295997247899e-07,2.243531180517181e-09,5.851495136880367e-10,2.798861282043291e-13,6.650447282954107e-09,1.294321925477931e-05,2.411978947364966e-07,3.03433912774531e-10,2.2113997175580624e-06,1.2458531219494677e-09,4.0121299356614466e-10,1.6983611287242461e-06,9.242428171388497e-11,7.926744679462698e-13,6.714417591843504e-11,3.428419222001357e-11,1.8282432896376197e-13,2.9837139485706796e-14,1.0132950463517393e-14,8.33464366646672e-12,5.450932651654104e-10,7.195328887413133e-17,3.1102584963079647e-27,6.018617528168477e-16,3.021793900270436e-19,3.321893238208942e-17
4.614786966422507e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4441852471274774,0.11077426758710042,0.022501025720713674,3.2236782427722445e-08,5.592636141821197e-06,0.00011967269904476804,2.9936880557146004e-05,2.103922055368422e-07,5.361530636459119e-17,0.00040175901346417017,2.7573002094758213e-15,0.00024452443339940423,7.865631238023818e-12,1.662915568205024e-08,1.2890443078225016e-12,1.3241192352176173e-14,1.1113328544687758e-05,2.5667840420567626e-10,0.007450324293991233,0.0005920265862686757,6.386974092565683e-05,3.815737776313558e-07,2.248711821626095e-09,5.864713309822723e-10,2.805293809865976e-13,6.663623079985961e-09,1.2953100899581606e-05,2.4213873377204547e-07,3.0571573694651064e-10,2.2226796687226545e-06,1.248759228915765e-09,4.051157845009805e-10,1.7046298886455833e-06,9.300698582545684e-11,7.96734023127532e-13,6.754543732448691e-11,3.4475482425761735e-11,1.8477266445550298e-13,3.0095872150259377e-14,1.0205857229757037e-14,8.430961048104592e-12,5.489566961623919e-10,7.265200324026067e-17,3.1689180245742396e-27,6.081020197993388e-16,3.0661668172524405e-19,3.3564589346023034e-17
4.6258838618464176e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44418075316154637,0.11076994634665922,0.022500267079058788,3.2527459120586616e-08,5.636425904975535e-06,0.00012025304627179835,3.0125243101571934e-05,2.118506860896412e-07,5.419317643069088e-17,0.0004026977869543761,2.7901145395354093e-15,0.0002448529734936812,7.922630145888982e-12,1.680603504455587e-08,1.2990462226456158e-12,1.336361935627817e-14,1.11752565225421e-05,2.591673829364765e-10,0.007453504231694686,0.0005932405584731473,6.39464892073269e-05,3.8281820383018274e-07,2.253891017830248e-09,5.877928430993903e-10,2.8117243180476333e-13,6.676749853712895e-09,1.2962897347684729e-05,2.4308002446647604e-07,3.080079026074338e-10,2.2339804360655645e-06,1.251664734300286e-09,4.090467889809046e-10,1.710902510892354e-06,9.359133015500408e-11,8.008004698725463e-13,6.79477956829458e-11,3.4667263415700714e-11,1.867363387632676e-13,3.035600684764785e-14,1.0279049313305227e-14,8.528142270814618e-12,5.528374632556926e-10,7.335576002615636e-17,3.228518499541835e-27,6.143870561687129e-16,3.1110542338114183e-19,3.3912735251918225e-17
