Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CH3X(55),C2H4(47),O(29),COX(50),OH(D)X(68),CH4OX(63),CHOX(53),C2H6X(52),acetyl(44),C2H4X(215),C2H4X(70),CHO2X(213)
4.853341541080138e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435490422830318,0.10554054321978087,0.019719022892517715,0.0,0.0020229440824707785,0.004793937140154769,0.0030130899182277716,4.696320694543813e-05,3.6899063049229033e-13,0.002321245189361366,3.654618200818587e-11,0.000385044614129421,2.3505602053847595e-09,4.73239071237061e-05,2.1074943153845556e-10,1.2577019274094343e-11,0.000286857793054118,1.1757280234797196e-06,0.007594665159638981,0.0008219504864459578,0.00019143753380887113,1.583947817677474e-06,1.138741947366641e-08,1.9454423117965093e-08,9.181298421935304e-08,2.4907518589622066e-11,4.891958980126773e-07,5.183724091218957e-05,2.2520673264479787e-07,9.566873831806995e-05,7.205172214186646e-09,1.8603076922961773e-06,1.098865191658129e-05,9.35008699921979e-09,8.887866317960859e-10,5.252707676588699e-10,1.3634905877191736e-11,1.2945343791623894e-07,1.7502149481140025e-11,1.18278117206145e-07,3.323117261446381e-13,2.4189459780085736e-13
4.873241835732426e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.443555293674981,0.10551897903051324,0.019707108840633532,0.0,0.002034489126197308,0.004822196078926203,0.0030319633754121687,4.718422916413292e-05,3.744350063202427e-13,0.0023241141380158205,3.686339870594574e-11,0.00038518269060764916,2.3614278827418744e-09,4.7626177137914e-05,2.121472423970601e-10,1.2684601100638172e-11,0.00028626548180551265,1.1884813049411327e-06,0.007593218241411955,0.0008156550268851888,0.00019191270315794108,1.5756927698238657e-06,1.1394605646736309e-08,1.94760925687049e-08,9.23256421159517e-08,2.5135522815215238e-11,4.946373434127555e-07,5.228492579501474e-05,2.264869973054773e-07,9.623580580383814e-05,7.214179352018612e-09,1.8804887554228734e-06,1.0990141327691659e-05,9.408787676993664e-09,8.869640252658391e-10,5.286333344149593e-10,1.3746260318553539e-11,1.3006740728143897e-07,1.7633547464281544e-11,1.196576884568784e-07,3.3592109203986565e-13,2.419984730281184e-13
4.893142130384714e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435615163648656,0.10549742908215871,0.01969520036299498,0.0,0.0020459971870872076,0.004850522842541691,0.0030508538666471708,4.740410052484214e-05,3.7993742907317473e-13,0.002326950135175746,3.718021663357696e-11,0.0003853211042015622,2.372222622531369e-09,4.792690192780749e-05,2.1354738710829355e-10,1.2792461179707459e-11,0.0002856611001070973,1.2012914164830053e-06,0.007591771837961038,0.0008093821050490369,0.0001923874592694776,1.567418207309694e-06,1.1401616579208892e-08,1.949749591580198e-08,9.283666280299669e-08,2.5366345836209966e-11,5.001425857149997e-07,5.273725406005007e-05,2.277680136087641e-07,9.680424574835931e-05,7.22308398734651e-09,1.900759764793062e-06,1.0991529731339078e-05,9.467542257154722e-09,8.851039091447673e-10,5.319788099576586e-10,1.3858013263107833e-11,1.3067821405325977e-07,1.7765064067911316e-11,1.21044351939712e-07,3.3954660068295827e-13,2.4208581274691744e-13
4.913042425037002e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435677098089604,0.10547589346761445,0.019683297472377854,0.0,0.0020574678608734514,0.00487891731887575,0.003069761087267616,4.762281506535009e-05,3.854982764707144e-13,0.0023297533908858085,3.7496606708905015e-11,0.0003854598486609022,2.3829441722898665e-09,4.822605798554614e-05,2.1494984557223789e-10,1.2900596542885011e-11,0.0002850448402583278,1.2141579433442077e-06,0.0075903259464683345,0.0008031322330036236,0.0001928617954345151,1.5591254699022984e-06,1.1408453611730059e-08,1.9518635023996086e-08,9.334602937790558e-08,2.560002445131182e-11,5.057122998429875e-07,5.3194267287615624e-05,2.2904976309246936e-07,9.737405583800835e-05,7.231886757304017e-09,1.9211200640667247e-06,1.0992818343948841e-05,9.526349773378692e-09,8.832068769738654e-10,5.353069313125287e-10,1.397016295719484e-11,1.3128584111759018e-07,1.789669481897049e-11,1.224380632274681e-07,3.43188134391936e-13,2.4215674302929374e-13
4.93294271968929e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435738734752248,0.10545437227759465,0.0196714001815738,0.0,0.0020689007529515733,0.004907379389838573,0.0030886847343064654,4.784036699516748e-05,3.9111792675777437e-13,0.0023325241147291453,3.78125401242691e-11,0.00038559891774442583,2.3935922941681683e-09,4.85236222275878e-05,2.1635459770234558e-10,1.3009004225460374e-11,0.00028441689453296025,1.227080469532448e-06,0.007588880564175773,0.0007969059110475908,0.00019333570497414646,1.5508158854647388e-06,1.1415118079970448e-08,1.953951175085093e-08,9.385372533683161e-08,2.583659575440289e-11,5.113471646572416e-07,5.365600717867802e-05,2.3033222740649689e-07,9.794523363802003e-05,7.240588297816664e-09,1.9415689949534077e-06,1.0994008369862817e-05,9.58520926450267e-09,8.812735222951254e-10,5.38617440205062e-10,1.408270763408913e-11,1.318902718371886e-07,1.8028435273655955e-11,1.2383877762028253e-07,3.4684557511529224e-13,2.4221139320356363e-13
4.952843014341578e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4435800068432323,0.10543286560063751,0.01965950850338453,0.0,0.0020802954783473338,0.004935908931410817,0.003107624506496094,4.805675069429638e-05,3.9679675868947925e-13,0.0023352625158290273,3.812798835139902e-11,0.0003857383052217473,2.4041667647886325e-09,4.8819571995774464e-05,2.1776162342656153e-10,1.3117681266618456e-11,0.000283777455142619,1.2400585779042204e-06,0.007587435688384048,0.0007907036277898696,0.00019380918124171998,1.54249076980135e-06,1.142161131463895e-08,1.956012794679459e-08,9.435973457332017e-08,2.6076097132795257e-11,5.170478628800975e-07,5.412251554704524e-05,2.3161538831344063e-07,9.851777659319288e-05,7.24918924360764e-09,1.962105897338768e-06,1.0995101001614321e-05,9.644119774535672e-09,8.793044385382889e-10,5.419100830737994e-10,1.4195645514343003e-11,1.3249149004841868e-07,1.8160281017725578e-11,1.2524645015569283e-07,3.5051880445487617e-13,2.422498957836338e-13
4.972743308993866e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44358610940409776,0.1054113735231125,0.019647622450616277,0.0,0.0020916516616825208,0.004964505813680044,0.0031265801042698665,4.827196071199063e-05,4.025351515160157e-13,0.002337968802850279,3.8442923146139756e-11,0.00038587800487512627,2.414667375100412e-09,4.911388505829106e-05,2.1917090268848064e-10,1.3226624709627076e-11,0.00028312671420071596,1.2530918502439446e-06,0.007585991316451604,0.0007845258602285214,0.0001942822176249858,1.534151426506177e-06,1.1427934641495167e-08,1.958048545515856e-08,9.486404137689411e-08,2.6318566265310564e-11,5.228150810172459e-07,5.459383431132101e-05,2.328992276891997e-07,9.909168202862653e-05,7.257690228202812e-09,1.9827301094098343e-06,1.0996097420192914e-05,9.70308035267004e-09,8.773002189086545e-10,5.451846110820268e-10,1.430897480613486e-11,1.3308948005796943e-07,1.8292227666798242e-11,1.266610356186604e-07,3.542077036885581e-13,2.422723863987754e-13
4.992643603646154e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44359218066040396,0.105389896129228,0.01963574203607427,0.0,0.002102968937138919,0.0049931699008787835,0.0031455512297639816,4.848599176551186e-05,4.0833348496740847e-13,0.0023406431840004615,3.8757316553023953e-11,0.0003860180105012083,2.42509393023265e-09,4.940653961049879e-05,2.205824154485434e-10,1.333583160202338e-11,0.0002824648636867246,1.2661798673422792e-06,0.007584547445793592,0.000778373073830622,0.00019475480754819544,1.525799146815262e-06,1.1434089381360676e-08,1.9600586112214847e-08,9.536663043157921e-08,2.656404112022016e-11,5.28649509275696e-07,5.507000548661667e-05,2.3418372752361114e-07,9.96669471504919e-05,7.266091883934877e-09,2.0034409677789567e-06,1.0996998795299401e-05,9.762090053293628e-09,8.752614562759425e-10,5.484407801280683e-10,1.4422693705619529e-11,1.3368422663956032e-07,1.842427086664851e-11,1.2808248855152403e-07,3.5791215379266266e-13,2.422790037213641e-13
5.012543898298442e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44359822012612804,0.10536843350103903,0.019623867272557455,0.0,0.002114246948420479,0.005021901051424161,0.003164537586819613,4.8698838738881096e-05,4.1419213923823014e-13,0.002343285867030823,3.907114090969238e-11,0.00038615831591271347,2.4354462493456827e-09,4.969751427564406e-05,2.2199614168526795e-10,1.3445298995799189e-11,0.00028179209541081087,1.279322209073601e-06,0.007583104073880867,0.000772245722613163,0.00019522694447415094,1.517435209461708e-06,1.1440076850129238e-08,1.9620431747211764e-08,9.586748681435932e-08,2.681255995299856e-11,5.345518414783555e-07,5.5551071176019015e-05,2.3546886992110077e-07,0.00010024356904683391,7.274394841946777e-09,2.0242378076064502e-06,1.099780628559129e-05,9.821147936002876e-09,8.731887430642361e-10,5.516783508541909e-10,1.4536800397285058e-11,1.342757150306323e-07,1.8556406293496265e-11,1.2951076326388334e-07,3.616320354641775e-13,2.4226988939557967e-13
5.03244419295073e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44360422732656635,0.10534698571845577,0.019611998172853293,0.0,0.0021254853487136975,0.005050699117959101,0.0031835388809853225,4.891049668162645e-05,4.2011149497224424e-13,0.002345897059237026,3.938436885116306e-11,0.00038629891494007854,2.4457241654803487e-09,4.9986788105444354e-05,2.234120613965177e-10,1.3555023947585316e-11,0.0002811086009788223,1.2925184544726358e-06,0.00758166119823898,0.0007661442492249397,0.00019569862190620908,1.5090608805349247e-06,1.144589835877593e-08,1.9640024182407947e-08,9.636659599357487e-08,2.7064161303938113e-11,5.40522774974883e-07,5.603707356181254e-05,2.367546371013508e-07,0.00010082154468840594,7.282599732194303e-09,2.0451199627218774e-06,1.0998521038918903e-05,9.88025306561668e-09,8.710826711429928e-10,5.548970886541302e-10,1.465129305430945e-11,1.3486393092902433e-07,1.868862965429095e-11,1.30945813842409e-07,3.6536722914272564e-13,2.422451879636281e-13
5.052344487603018e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44361020179825944,0.10532555285925192,0.019600134749732743,0.0,0.0021366838006462614,0.005079563947395055,0.0032025548195197514,4.9120960807526616e-05,4.2609193324699036e-13,0.0023484769674596427,3.96969733139491e-11,0.00038643980143305136,2.4559275254054606e-09,5.0274340580552394e-05,2.248301546008051e-10,1.3665003518834834e-11,0.00028041457175763726,1.3057681818102371e-06,0.007580218816447185,0.0007600690850294062,0.0001961698333902339,1.500677413342414e-06,1.1451555213365261e-08,1.965936523310497e-08,9.686394382724994e-08,2.7318883995561612e-11,5.465630105491441e-07,5.652805489645498e-05,2.3804101139998462e-07,0.00010140087092953529,7.290707183447959e-09,2.0660867657440026e-06,1.0999144192552481e-05,9.939404512191129e-09,8.689438317191438e-10,5.580967636792574e-10,1.4766169838925485e-11,1.3544886048963622e-07,1.8820936686990753e-11,1.3238759416058007e-07,3.691176150323051e-13,2.422050467936391e-13
5.072244782255306e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44361614308891545,0.10530413499907362,0.019588277015945326,0.0,0.0021478419762439465,0.005108495380956227,0.0032215851113946018,4.933022649335062e-05,4.321338355583118e-13,0.0023510257980844376,4.000892754002599e-11,0.0003865809692622414,2.466056189463526e-09,5.056015161089978e-05,2.2625040133863093e-10,1.3775234776005405e-11,0.00027971019884087613,1.319070968668299e-06,0.007578776926137459,0.000754020650188459,0.00019664057251650733,1.4922860482761805e-06,1.145704871505823e-08,1.9678456707678358e-08,9.735951656136813e-08,2.7576767129903566e-11,5.52673252322767e-07,5.7024057493305135e-05,2.393279752692686e-07,0.00010198154450901973,7.2987178232940305e-09,2.087137548199357e-06,1.0999676873400385e-05,9.998601351034997e-09,8.667728152302778e-10,5.61277150843393e-10,1.4881428902783045e-11,1.3603049032107788e-07,1.8953323160836532e-11,1.3383605788834444e-07,3.7288307312278704e-13,2.421496160042904e-13
5.092145076907594e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4436220507573338,0.1052827322114486,0.019576424984214393,0.0,0.0021589595568858315,0.005137493254225263,0.0032406294672978845,4.95382892775938e-05,4.3823758380483403e-13,0.002353543757042434,4.0320205080648686e-11,0.00038672241232062425,2.476110031414788e-09,5.084420153592171e-05,2.2767278167385855e-10,1.3885714790740616e-11,0.00027899567301497793,1.3324263920137918e-06,0.007577335524993529,0.0007479993537471342,0.00019711083292158586,1.4838880126812875e-06,1.1462380160118467e-08,1.969730040760717e-08,9.785330082807297e-08,2.7837850085564394e-11,5.588542076553293e-07,5.7525123717101575e-05,2.406155112788297e-07,0.00010256356205105357,7.30663227813498e-09,2.108271640639432e-06,1.1000120198218769e-05,1.0057842662726129e-08,8.645702112389285e-10,5.644380298262922e-10,1.4997068387322243e-11,1.3660880748230614e-07,1.9085784876620556e-11,1.3529115850170241e-07,3.766634832111752e-13,2.4207904839229175e-13
5.112045371559882e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4436279243733277,0.10526134456779578,0.019564578667232463,0.0,0.0021700362332578303,0.0051665573971904,0.0032596875996374567,4.974514485921026e-05,4.44403560272394e-13,0.002356031049809771,4.063077980001919e-11,0.00038686412452500446,2.486088938279659e-09,5.1126471124663775e-05,2.29097275695122e-10,1.3996440640050375e-11,0.0002782711847256431,1.3458340282719203e-06,0.007575894610749912,0.0007420055937191792,0.00019758060829012,1.4754845207297024e-06,1.146755083991736e-08,1.9715898127502156e-08,9.834528364382614e-08,2.810217251465117e-11,5.651065870404247e-07,5.803129597419254e-05,2.4190360211639017e-07,0.00010314692006618351,7.314451173189087e-09,2.1294883727564752e-06,1.100047527381282e-05,1.0117127533128618e-08,8.623366083279668e-10,5.675791850758069e-10,1.511308642413982e-11,1.3718379947924841e-07,1.9218317666950132e-11,1.3675284929221066e-07,3.804587249226189e-13,2.4199349935525094e-13
5.13194566621217e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44363376351764583,0.10523997213743504,0.01955273807765673,0.0,0.002181071705304586,0.005195687634294005,0.0032787592225448285,4.9950789096341744e-05,4.5063214761842943e-13,0.002358487881407349,4.094062587880516e-11,0.0003870060998174349,2.4959928101796207e-09,5.140694157577259e-05,2.305238635172692e-10,1.4107409406490433e-11,0.0002775369240446444,1.3592934533983873e-06,0.007574454181190971,0.0007360397571734835,0.00019804989235661577,1.4670767732955434e-06,1.1472562040938261e-08,1.9734251655132383e-08,9.883545240748265e-08,2.8369774339457465e-11,5.714311039984906e-07,5.854261670251562e-05,2.4319223058851604e-07,0.00010373161495229345,7.322175132489383e-09,2.1507870734978693e-06,1.1000743197229935e-05,1.0176455053410772e-08,8.600725939971031e-10,5.707004058087468e-10,1.52294811353713e-11,1.3775545426141428e-07,1.9350917396505956e-11,1.3822108337640547e-07,3.8426867773118184e-13,2.4189312681924404e-13
5.151845960864458e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44363956778189434,0.105218614987597,0.019540903228104704,0.0,0.0021920656821797406,0.005224883784482505,0.003297844051879244,5.0155218005043275e-05,4.569237288563286e-13,0.0023609144564002834,4.124971781751032e-11,0.00038714833216659634,2.505821560176662e-09,5.168559451737137e-05,2.3195252528283757e-10,1.4218618178340981e-11,0.0002767930806370105,1.3728042429507582e-06,0.007573014234149974,0.0007301022203213301,0.00019851867890716506,1.4586659578367501e-06,1.1477415044779829e-08,1.9752362771450622e-08,9.932379489833698e-08,2.864069574905914e-11,5.778284749651817e-07,5.905912836132816e-05,2.44481379621384e-07,0.00010431764299561722,7.329804778881913e-09,2.172167071179096e-06,1.1000925055944922e-05,1.0235824320063918e-08,8.577787545605158e-10,5.738014860104502e-10,1.534625063405963e-11,1.3832376021849484e-07,1.948357996229545e-11,1.396958137051437e-07,3.880932209803593e-13,2.4177809115954494e-13
5.171746255516746e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44364533676845724,0.10519727318343386,0.019529074131149987,0.0,0.0022030178821946223,0.005254145661257682,0.0033169418052320454,5.0358427758005606e-05,4.632786873397474e-13,0.002363310978897153,4.155803043969741e-11,0.00038729081556913565,2.5155751141113425e-09,5.196241200682195e-05,2.333832411635633e-10,1.4330064049784402e-11,0.0002760398437285809,1.3863659721589203e-06,0.007571574767508171,0.00072419334860445,0.00019898696178111174,1.450253248276797e-06,1.1482111128158436e-08,1.9770233250617255e-08,9.981029927407281e-08,2.8914977195596544e-11,5.842994191767927e-07,5.958087342068722e-05,2.457710322615584e-07,0.00010490500037177936,7.337340734023314e-09,2.193627693595262e-06,1.1001021928037577e-05,1.0295234434921986e-08,8.554556750456057e-10,5.768822244330789e-10,1.5463393024547507e-11,1.3888870617695073e-07,1.9616301293900826e-11,1.4117699307285923e-07,3.919322339033455e-13,2.4164855512914347e-13
5.191646550169034e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44365107009041704,0.10517594678802968,0.019517250799318136,0.0,0.002213928032765361,0.0052834730727292665,0.003336052201931298,5.056041468327447e-05,4.696974067468984e-13,0.002365677652549057,4.1865538895064414e-11,0.00038743354405096575,2.525253410439521e-09,5.223737653037475e-05,2.348159913619228e-10,1.4441744121082198e-11,0.00027527740207393853,1.3999782159946293e-06,0.007570135779193892,0.0007183134967838484,0.0001994547348726972,1.4418398048946992e-06,1.1486651562909743e-08,1.9787864860022814e-08,1.0029495406870516e-07,2.919265939053323e-11,5.908446585507235e-07,6.010789435068088e-05,2.470611716767889e-07,0.0001054936831468627,7.3447836183777375e-09,2.2151682681311835e-06,1.100103488236273e-05,1.0354684505181907e-08,8.531039390928929e-10,5.799424245926595e-10,1.5580906402845488e-11,1.394502813965888e-07,1.974907735372203e-11,1.426645741267351e-07,3.9578559564304767e-13,2.4150468377646006e-13
5.211546844821322e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4436567673714747,0.10515463586241143,0.01950543324508269,0.0,0.0022247958703584796,0.0053128658216688475,0.0033551749630466926,5.076117526296698e-05,4.761802710648151e-13,0.002368014680548488,4.217221866237494e-11,0.0003875765116685259,2.5348564000678637e-09,5.251047100270805e-05,2.362507561127064e-10,1.455365549875105e-11,0.00027450594392471864,1.4136405492401331e-06,0.007568697267181628,0.0007124630090293754,0.00019992199213262945,1.4334267742127523e-06,1.1491037615989448e-08,1.980525936030939e-08,1.0077774819040146e-07,2.9473783300506945e-11,5.974649175635329e-07,6.064023361041013e-05,2.4835178115681404e-07,0.00010608368727850278,7.3521340512131174e-09,2.2367881218700057e-06,1.1000964978713079e-05,1.0414173643424782e-08,8.507241288570531e-10,5.829818947648778e-10,1.569878885703738e-11,1.40008475567128e-07,1.9881904137214637e-11,1.441585093757873e-07,3.996531852718423e-13,2.4134664437627777e-13
5.23144713947361e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4436624282458688,0.10513334046556032,0.019493621480861357,0.0,0.0022356211404349615,0.005342323705565028,0.0033743098113947112,5.096070613198517e-05,4.827276645735975e-13,0.0023703222656280146,4.2478045552243724e-11,0.00038771971251000647,2.5443840461881606e-09,5.278167876635795e-05,2.376875156846227e-10,1.4665795295738154e-11,0.0002737256569982991,1.4273525465558714e-06,0.007567259229491157,0.000706642219010017,0.00020038872756964905,1.425015288895729e-06,1.1495270549473244e-08,1.9822418505390534e-08,1.0125867091933094e-07,2.9758390143269864e-11,6.04160923123212e-07,6.117793363672394e-05,2.496428441141884e-07,0.00010667500861700767,7.359392650596816e-09,2.258486581700366e-06,1.100081326797499e-05,1.0473700967637843e-08,8.483168249091142e-10,5.86000447979648e-10,1.581703846764238e-11,1.405632788047543e-07,2.001477767312245e-11,1.4565875119986173e-07,4.0353488181107563e-13,2.411746063428652e-13
5.251347434125898e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4436680523582948,0.10511206065442308,0.019481815519012225,0.0,0.0022464035973928645,0.005371846516679826,0.0033934564715440586,5.1159004076726826e-05,4.893399718306414e-13,0.002372600610058785,4.278299570977819e-11,0.0003878631406965343,2.5538363241105666e-09,5.305098359104071e-05,2.391262503819344e-10,1.4778160631595683e-11,0.00027293672844687237,1.4411137825472416e-06,0.007565821664186676,0.000700851449984881,0.00020085493525199733,1.416606467643671e-06,1.149935162055595e-08,1.9839344042470054e-08,1.0173771190535015e-07,3.004652138306262e-11,6.109334044400606e-07,6.172103683270648e-05,2.5093434408510814e-07,0.00010726764290650367,7.366560033390645e-09,2.2802629744220792e-06,1.1000580792277435e-05,1.0533265601237139e-08,8.458826061398105e-10,5.889979020144712e-10,1.593565330803973e-11,1.4111468164866573e-07,2.014769402370508e-11,1.471652518585406e-07,4.0743056425030406e-13,2.409887411656726e-13
5.271247728778186e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4436736393638235,0.10509079648392379,0.019470015371830213,0.0,0.002257143004508451,0.005401434042106267,0.0034126146698213546,5.135606603379369e-05,4.960175776548608e-13,0.002374849915648856,4.3087045617076844e-11,0.00038800679038332453,2.5632132210957746e-09,5.3318369672868746e-05,2.405669405461231e-10,1.4890748632654556e-11,0.0002721393448269052,1.4549238318304275e-06,0.007564384569375924,0.0006950910148948449,0.00020132060930891192,1.408201415101761e-06,1.1503282081549908e-08,1.985603771205948e-08,1.0221486116577744e-07,3.03382187262773e-11,6.177830928903389e-07,6.226958555592116e-05,2.5222626473026954e-07,0.00010786158578610521,7.373636815245294e-09,2.3021166268503333e-06,1.1000268585134327e-05,1.0592866673091085e-08,8.434220496641174e-10,5.919740793865998e-10,1.6054631444815466e-11,1.4166267505760759e-07,2.028064928496033e-11,1.4867796349995882e-07,4.113401115662729e-13,2.40789222315004e-13
5.291148023430475e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4436791889278191,0.105069548006976,0.01945822105154354,0.0,0.002267839133875933,0.0054310860638271796,0.0034317841343170863,5.155188908869719e-05,5.027608671109012e-13,0.002377070383741353,4.339017209558601e-11,0.0003881506557607951,2.5725147361862816e-09,5.3583821633461834e-05,2.420095665575847e-10,1.5003556432197447e-11,0.00027133369206897994,1.4687822690972868e-06,0.007562947943209341,0.0006893612164548525,0.00020178574393198552,1.3998012217563466e-06,1.1507063179882672e-08,1.9872501247994434e-08,1.0269010908292532e-07,3.063352411627625e-11,6.247107218804156e-07,6.28236221064093e-05,2.535185898357097e-07,0.00010845683279110914,7.380623610594162e-09,2.3240468659184024e-06,1.0999877671580445e-05,1.065250331754459e-08,8.409357307269456e-10,5.949288073440207e-10,1.6173970938217724e-11,1.4220725040639752e-07,2.0413639586841535e-11,1.501968381695273e-07,4.1526340274163136e-13,2.405762251867247e-13
5.311048318082763e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4436847007258571,0.10504831527449483,0.01944643257031041,0.0,0.002278491766345781,0.005460802358775072,0.003450964594891818,5.174647047456189e-05,5.095702254933574e-13,0.002379262215212454,4.369235230831547e-11,0.00038829473105564833,2.5817408800366954e-09,5.38473245189551e-05,2.434541088373523e-10,1.5116581170631058e-11,0.0002705199554480346,1.4826886691792844e-06,0.0075615117838792375,0.0006836623472468173,0.0002022503333766066,1.391406963858174e-06,1.1510696158093952e-08,1.9888736377449742e-08,1.0316344640183198e-07,3.093247972886726e-11,6.317170267010858e-07,6.338318871445106e-05,2.5481130331369786e-07,0.00010905337935421217,7.387521032646617e-09,2.346053018778848e-06,1.0999409068301115e-05,1.0712174674444134e-08,8.384242226100507e-10,5.978619178552821e-10,1.629366984247131e-11,1.4274839948244196e-07,2.0546661093469594e-11,1.5172182781856403e-07,4.1920031678338446e-13,2.403499269949494e-13
5.330948612735051e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.443690174443642,0.10502709833540949,0.019434649940215713,0.0,0.0022891006914617157,0.005490582698893222,0.003470155783182639,5.193980757082659e-05,5.164460383109892e-13,0.0023814256104692185,4.399356376191457e-11,0.00038843901053191727,2.590891674743306e-09,5.410886379890528e-05,2.4490054784884813e-10,1.5229819995657662e-11,0.0002696983195539835,1.4966426071104824e-06,0.007560076089618962,0.0006779946898131263,0.0002027143719631904,1.3830197033180744e-06,1.1514182253831872e-08,1.990474482095336e-08,1.0363486422760548e-07,3.123512796642635e-11,6.388027443859098e-07,6.394832752808382e-05,2.5610438920358396e-07,0.00010965122080675175,7.394329693380699e-09,2.3681344129032265e-06,1.0998863783755872e-05,1.077187988916336e-08,8.358880965401071e-10,6.007732475981691e-10,1.6413726206285303e-11,1.432861144822434e-07,2.0679710003340088e-11,1.5325288431282968e-07,4.231507327410777e-13,2.4011050673366505e-13
5.350848907387339e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44369560977692407,0.10500589723667623,0.01942287317326796,0.0,0.0022996657073963015,0.005520426851197714,0.0034893574326098804,5.213189790194339e-05,5.23388691270954e-13,0.0023835607694472497,4.42937843086098e-11,0.00038858348849197985,2.5999671536727944e-09,5.4368425365096626e-05,2.4634886409966125e-10,1.5343270062445945e-11,0.00026886896826274707,1.5106436581895674e-06,0.007558640858702109,0.0006723585167506969,0.0002031778540785941,1.3746404876485765e-06,1.1517522699848586e-08,1.9920528292399286e-08,1.0410435402316839e-07,3.154151145336218e-11,6.459686135548946e-07,6.45190806003908e-05,2.573978316727276e-07,0.00011025035237996864,7.401050203535267e-09,2.3902903761802758e-06,1.0998242818296315e-05,1.083161811262955e-08,8.333279215980226e-10,6.036626379472551e-10,1.6534138073104643e-11,1.4382038800789906e-07,2.081278254952503e-11,1.5478995944096883e-07,4.27114529724716e-13,2.3985814504584935e-13
5.368759172574399e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44370046851469525,0.10498682982854696,0.019412279105866674,0.0,0.0023091365194786795,0.00554734095120924,0.0035066476424804316,5.230371128553498e-05,5.296945461910114e-13,0.002385458435374066,4.456311755000638e-11,0.0003887136836822707,2.608070726244018e-09,5.460032850819648e-05,2.4765393769154384e-10,1.5445553389159738e-11,0.00026811610681152695,1.5232845351480823e-06,0.007557349545640477,0.0006673130974935201,0.0002035945076147529,1.3671069259898652e-06,1.1520405585672405e-08,1.9934542476788125e-08,1.0452523960349471e-07,3.1820485632382294e-11,6.524870369580838e-07,6.503759322674871e-05,2.5856222178844523e-07,0.00011079066982801477,7.40702379769939e-09,2.410293944667807e-06,1.0997620062546806e-05,1.0885410038965866e-08,8.310036709099412e-10,6.062442037500167e-10,1.6642811087453768e-11,1.4429828593030006e-07,2.093256496479249e-11,1.5617843308602217e-07,4.306932879342635e-13,2.3962010523223433e-13
5.386669437761459e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44370529571482964,0.10496777531902812,0.019401689805917378,0.0,0.002318571473467934,0.005574306369779061,0.0035239459195819224,5.2474511297500425e-05,5.360551356247424e-13,0.002387333536562751,4.4831614843198903e-11,0.000388844030963659,2.6161133689001785e-09,5.4830608923652334e-05,2.489605019516423e-10,1.5548003460558004e-11,0.00026735727720785364,1.5359629209024915e-06,0.007556058605317075,0.000662293578308724,0.00020401070192132116,1.3595814605808759e-06,1.152317238154988e-08,1.9948377056807064e-08,1.0494455112681088e-07,3.2102551437105613e-11,6.590715228886591e-07,6.556071787441692e-05,2.5972687665332864e-07,0.00011133202471629367,7.412926927047495e-09,2.430356880991278e-06,1.0996937527126419e-05,1.0939227408064224e-08,8.286608114345021e-10,6.08807764900634e-10,1.675176903785893e-11,1.44773385763118e-07,2.105236080544948e-11,1.5757170747997175e-07,4.3428269890964043e-13,2.39371864408332e-13
