Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CH3X(55),C2H4(47),O(29),COX(50),OH(D)X(68),CH4OX(63),CHOX(53),C2H6X(52),acetyl(44),C2H4X(215),C2H4X(70),CHO2X(213)
6.921303519395935e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522729782490995,0.11863606034048747,0.022821073850189607,0.0,9.942037606028846e-16,1.7887084274606183e-10,1.73901995966319e-14,7.92009308993641e-16,4.9841789720156534e-33,6.108648830182511e-07,2.0852902894477084e-30,6.102513589130361e-07,2.841385424975638e-21,2.5467494365826413e-20,1.5141069497083523e-25,1.1770970827266073e-26,6.4654794315335144e-12,2.2515045527205466e-22,3.329077905225774e-05,9.876659296582279e-07,1.6062988258447767e-08,5.285881609343021e-13,3.168950398936285e-12,1.1735084295775608e-10,4.818564305221481e-18,5.3781218661991183e-14,7.127057573262319e-13,3.922405143451714e-09,2.0950786450647753e-15,4.685688371332622e-14,1.830064097925835e-12,1.4457206501607083e-22,6.447189797676986e-12,4.410818954234931e-20,1.8238682175826127e-17,2.3317930501603205e-25,1.0390421938364638e-23,4.0071493114942305e-20,2.5447943057833921e-26,8.370831804774495e-27,6.450921555019133e-29,7.352545518655027e-28
7.259179941185737e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45227130742906957,0.11863440874230975,0.022821049744168768,0.0,1.1439387267842066e-15,1.9674271140694947e-10,2.0227295558063262e-14,9.137446801883765e-16,6.478436152371774e-33,6.406855373364885e-07,2.764412831300092e-30,6.400108060606698e-07,3.422124494671073e-21,3.075329829722425e-20,1.8777048985458536e-25,1.4388565764504328e-26,7.112280672489325e-12,2.7712702884331534e-22,3.4912354309155386e-05,1.0358763035866563e-06,1.689525112361872e-08,5.63595404017535e-13,3.3382521890901145e-12,1.1760960251441673e-10,5.147873664982845e-18,5.389980160849261e-14,7.145930728989703e-13,4.124143908866458e-09,2.318806008882984e-15,5.402897960393893e-14,1.9244417891966525e-12,1.7506942153794681e-22,7.0913168481834014e-12,5.182990602052804e-20,2.016876881132853e-17,2.841499148978125e-25,1.2098487278204925e-23,4.845323381932534e-20,3.110900101511958e-26,1.0023059456083745e-26,7.941859686695161e-29,8.67732901998612e-28
7.93493278476534e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522679667772835,0.11863110654181187,0.02282100153264579,0.0,1.4869244769230466e-15,2.3503539806180155e-10,2.6801823374838653e-14,1.193392456520538e-15,1.0570877774671282e-32,7.003268868136197e-07,4.6784398919273734e-30,6.995210211613773e-07,4.840292997429484e-21,4.375542379402049e-20,2.8070991447986305e-25,2.091291378395159e-26,8.498397028087669e-12,4.103191326220749e-22,3.8154507593605305e-05,1.1322958261712504e-06,1.8568623052141652e-08,6.360889294567096e-13,3.676855810289643e-12,1.1812712155054373e-10,5.831528964922277e-18,5.4136967400786905e-14,7.184195307375594e-13,4.528951290253727e-09,2.8012007478326726e-15,7.048680674223701e-14,2.1131952085036037e-12,2.559975947928288e-22,8.47146295002463e-12,6.991079129653085e-20,2.4321161365624465e-17,4.108309149023974e-25,1.6069120185271773e-23,6.907536995823591e-20,4.522039967628185e-26,1.4444581748388482e-26,1.1763575513974953e-28,1.1832491944555436e-27
8.610685628344945e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522646274427428,0.11862780566866986,0.022820953321814212,0.0,1.892267362900816e-15,2.767256975305019e-10,3.46768337497049e-14,1.5249594594130677e-15,1.657133269485475e-32,7.599682905729339e-07,7.579729035841628e-30,7.590196671384084e-07,6.650115917867832e-21,6.05113382228512e-20,4.0620168933694224e-25,2.9447560254411895e-26,1.0007873522241575e-11,5.9078854801803965e-22,4.1395331693392336e-05,1.2287137153767536e-06,2.0253788032902855e-08,7.119160389415604e-13,4.0154590378444914e-12,1.1864464046589294e-10,6.549031449736901e-18,5.437413305070427e-14,7.223160275418134e-13,4.935531683389898e-09,3.3304375901788416e-15,8.997276027380552e-14,2.301946018030841e-12,3.706877573640529e-22,9.974104022427716e-12,9.182323138397942e-20,2.886319815984424e-17,5.760073702791292e-25,2.0845652410716554e-23,9.56488418665945e-20,6.368240261908191e-26,2.0881180306296368e-26,1.6943571099618047e-28,1.5746900990560494e-27
9.286438471924549e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522612894249043,0.11862450612233875,0.022820905111673753,0.0,2.36517326602766e-15,3.2181242824179914e-10,4.3973040198594025e-14,1.9128652354216615e-15,2.511141962247416e-32,8.196097484076642e-07,1.1832961896663091e-29,8.185067477534912e-07,8.914186934100372e-21,8.168411399584926e-20,5.718088546853402e-25,4.03715260141997e-26,1.1640720428428552e-11,8.297179533928464e-22,4.46348271536769e-05,1.3251299715826905e-06,2.195074381032277e-08,7.911105627495419e-13,4.3540617730102376e-12,1.1916215924980394e-10,7.300939387035278e-18,5.4611298553462684e-14,7.262836925638452e-13,5.343884940804004e-09,3.90682304924796e-15,1.1273785737077466e-13,2.4906942237430734e-12,5.292129528323868e-22,1.1599206838424743e-11,1.179472847886322e-19,3.379490240545258e-17,7.868259109261386e-25,2.6509419536653045e-23,1.2921265433232258e-19,8.731692550065703e-26,3.0133531440837074e-26,2.3803521995082646e-28,2.0529093706350183e-27
9.962191315504153e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45225795272322467,0.11862120790227385,0.022820856902224174,0.0,2.9108511187665664e-15,3.7029441089389766e-10,5.4811923992742426e-14,2.3615290218790013e-15,3.696228116945352e-32,8.792512601114437e-07,1.7893224874975095e-29,8.779822667670312e-07,1.1698713541242396e-20,1.0799094802048649e-19,7.861230749444321e-25,5.409752857657929e-26,1.339694836871649e-11,1.139755210296603e-21,4.7872994519394746e-05,1.421544595167232e-06,2.365948812743384e-08,8.737063222517932e-13,4.692663639801182e-12,1.1967967791537317e-10,8.087811246416323e-18,5.484846391517513e-14,7.30323661067745e-13,5.754010914239682e-09,4.53066364655703e-15,1.3903206998436913e-13,2.679439822037355e-12,7.434222008396994e-22,1.3346738182110237e-11,1.4866542819764303e-19,3.9116298440216315e-17,1.051045474487331e-24,3.314343555150336e-23,1.708866968180592e-19,1.1701958218121932e-25,4.3229168720130933e-26,3.2707295872195264e-28,2.6295075086013162e-27
9.999999999999999e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45225776607208956,0.11862102340450154,0.022820854204903554,0.0,2.9436372647169432e-15,3.731072737324634e-10,5.5466407165456556e-14,2.3885162487750496e-15,3.774119902089394e-32,8.825882318945485e-07,1.829649452373543e-29,8.813096081362112e-07,1.1871277024095286e-20,1.0962984657027954e-19,7.99743662887368e-25,5.495715799069911e-26,1.3498855087939527e-11,1.1594821356067885e-21,4.8054132261399015e-05,1.426938989779432e-06,2.375544135634364e-08,8.784287518655404e-13,4.71160853808621e-12,1.1970863332096807e-10,8.132881250791091e-18,5.486173342287082e-14,7.305518581269702e-13,5.777010016187658e-09,4.56697586890816e-15,1.4061253952122188e-13,2.6900001485771497e-12,7.573214768396501e-22,1.3448129292550502e-11,1.505276145460009e-19,3.9425545196345706e-17,1.0675727196141177e-24,3.3544980127713134e-23,1.7348187217628921e-19,1.1887999495298605e-25,4.4100318505659866e-26,3.327388722881726e-28,2.664921266053647e-27
1.0637944159083757e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522546173371609,0.11861791100793068,0.022820808693465214,0.0,3.5345129594025745e-15,4.22170468455381e-10,6.731573404354026e-14,2.875369747444383e-15,5.305303947157613e-32,9.388928254779992e-07,2.631915655474487e-29,9.374462279381138e-07,1.5073335823274874e-20,1.4020316830035067e-19,1.0588251199968891e-24,7.107219547548618e-26,1.527656831364557e-11,1.5350732804521835e-21,5.1109834335257066e-05,1.5179575865071949e-06,2.5380018725968552e-08,9.597371299701849e-13,5.031264282743102e-12,1.2019719646648485e-10,8.910205705585565e-18,5.508562913773264e-14,7.344370741254701e-13,6.165909454688438e-09,5.202265911637559e-15,1.6910432907567729e-13,2.8681828103825214e-12,1.0270627134295087e-21,1.521666484863663e-11,1.8436255626985656e-19,4.482741170672627e-17,1.3770373574063289e-24,4.083240378805249e-23,2.218711469782285e-19,1.537602498214822e-25,6.14612562353449e-26,4.406267899095273e-28,3.3168492817223075e-27
1.1989449846242965e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45224795050971045,0.11861132119423262,0.02282071227801811,0.0,5.036652721849274e-15,5.36100111540183e-10,9.781096584655878e-14,4.116256191452987e-15,1.0261947046192346e-31,1.0581761163734416e-06,5.313068821730603e-29,1.0563394917826448e-06,2.3887273493725254e-20,2.2569979006141554e-19,1.824034209283626e-24,1.1672526633358332e-25,1.9406029841017944e-11,2.6463052742259378e-21,5.757953349513757e-05,1.7107786739538896e-06,2.885642972762014e-08,1.1422390959144494e-12,5.708461922759885e-12,1.2123223320603034e-10,1.0663798209340654e-17,5.555995915698322e-14,7.428888272813574e-13,6.99502363682011e-09,6.689981602015166e-15,2.415735387861637e-13,3.2456609663552763e-12,1.868005594692247e-21,1.932357138607524e-11,2.722454320395384e-19,5.741889719711228e-17,2.250885523013937e-24,5.972252306798828e-23,3.5696876689174433e-19,2.526100125506118e-25,1.2017326860013478e-25,7.5991576486655005e-28,5.0771506056421616e-27
1.3340955533402173e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522412889382138,0.11860473667689314,0.022820615865330372,0.0,6.913353028941665e-15,6.63591986687638e-10,1.3645207539087944e-13,5.6708698433391676e-15,1.851645566693706e-31,1.1774596194430784e-06,9.933848381697211e-29,1.1751865693333594e-06,3.59756906533133e-20,3.454274886482642e-19,2.9688872060761755e-24,1.8158987544683975e-25,2.4029199739933214e-11,4.309313249281348e-21,6.404392898651958e-05,1.9035932369102497e-06,3.2379958722339615e-08,1.3388867835200584e-12,6.3856548100696815e-12,1.2226726944777285e-10,1.2566190653533303e-17,5.60342886026646e-14,7.516481974606251e-13,7.831226279959263e-09,8.372422509005334e-15,3.321162702771132e-13,3.623128704499622e-12,3.204084707576479e-21,2.391966103294834e-11,3.8472341326614487e-19,7.156958447130573e-17,3.4875900561861305e-24,8.389160648524352e-23,5.456908701876933e-19,3.931321103337395e-25,2.2354613127746367e-25,1.237888833339878e-27,7.448691974024997e-27
1.469246122056138e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45223463261833563,0.11859815745156448,0.022820519455399955,0.0,9.206427421649684e-15,8.046367594732707e-10,1.842446776280865e-13,7.574551072860456e-15,3.158603193902183e-31,1.2967433330375544e-06,1.7456750980406814e-28,1.2939874906154208e-06,5.200361364232007e-20,5.075063152211581e-19,4.615885354176132e-24,2.704806542080922e-25,2.9146178308174546e-11,6.6975727517701294e-21,7.05030251590167e-05,2.0964012783421104e-06,3.5950587595239665e-08,1.5499503735260725e-12,7.062843320585805e-12,1.2330230518839947e-10,1.4621860406907393e-17,5.650861747422077e-14,7.60724523828693e-13,8.674516164673129e-09,1.0252041135311078e-14,4.426869055326477e-13,4.0005860347205505e-12,5.224179959510604e-21,2.900466854811302e-11,5.249626612198726e-19,8.727971681443043e-17,5.1761718411139126e-24,1.1407921396584118e-22,8.004719389869553e-19,5.858175481223036e-25,3.9584962038851195e-25,1.9244740868076958e-27,1.0559726629769111e-26
1.7395472594879794e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522213357161105,0.11858501485956596,0.022820326643802815,0.0,1.5209232703614862e-14,1.1273478424422755e-09,3.113681649728206e-13,1.2570453349682517e-14,8.079318877271527e-31,1.5353113852146467e-06,4.675851417686116e-28,1.5314509843687962e-06,9.873007400616157e-20,9.95532382358819e-19,1.0026853409563698e-23,5.424322323431952e-25,4.0861990454918453e-11,1.4493133867666747e-20,8.340533692789772e-05,2.4819978083875453e-06,4.323307240375917e-08,2.0164052712347752e-12,8.417206747756216e-12,1.2537237514409953e-10,1.921096046978135e-17,5.745727348881825e-14,7.798658692977693e-13,1.0382352720254358e-08,1.461262208212839e-14,7.316484836554146e-13,4.755469496539565e-12,1.227953772358963e-20,4.0640377100803854e-11,9.015827880543163e-19,1.2337937819853908e-16,1.0314075814487981e-23,1.9560899445986326e-22,1.5640458054158478e-18,1.1758788823794635e-24,1.0928754780531286e-24,4.166214394886507e-27,1.958368275673881e-26
1.9828182831766368e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4522093864212237,0.11857320458189997,0.022820153122774765,0.0,2.2456384343712153e-14,1.4640458302292223e-09,4.674169232456832e-13,1.8615011273719505e-14,1.675952539043516e-30,1.7500233356640016e-06,9.99113229587687e-28,1.7450105750887523e-06,1.6170271720919925e-19,1.678808872867413e-18,1.8343659887357372e-23,9.292851644679422e-25,5.309616709229958e-11,2.6345514740192494e-20,9.499933741128828e-05,2.829012411125174e-06,4.994820812518013e-08,2.4882245990290757e-12,9.636118398592383e-12,1.272354363286451e-10,2.39103552945789e-17,5.83110619205762e-14,7.982726742458701e-13,1.1943631503989693e-08,1.9236098330842502e-14,1.0794847827078577e-12,5.434829087443324e-12,2.3721753194445794e-20,5.2781956620006626e-11,1.3680383712180376e-18,1.61205177877536e-16,1.75774265794798e-23,2.975685166409755e-22,2.6268259694451035e-18,2.0163027404686073e-24,2.405720359347274e-24,7.575423564947472e-27,3.181562010018935e-26
2.2260893068652942e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45219745407432216,0.11856141138289497,0.022819979610648446,0.0,3.170549314309579e-14,1.844511703825567e-09,6.693164772387442e-13,2.6339939116259773e-14,3.19980994971593e-30,1.9647359426523057e-06,1.9490971737322395e-27,1.9584210854861786e-06,2.4942662658693604e-19,2.6652211380795882e-18,3.135472016050459e-23,1.4949779669399403e-24,6.693209775103211e-11,4.464778943962041e-20,0.00010657623558303739,3.176005929260007e-06,5.681566469162254e-08,3.0109467776734566e-12,1.0855015233053396e-11,1.2909849578142343e-10,2.917618172074709e-17,5.916484845934384e-14,8.178559286023216e-13,1.3527853429764958e-08,2.4536576190230298e-14,1.5218704616425208e-12,6.114155072733187e-12,4.228985387080524e-20,6.650351306048791e-11,1.9754460291335987e-18,2.040881701130622e-16,2.8137534760535696e-23,4.31833805997832e-22,4.152175794566891e-18,3.246799129954735e-24,4.825131461263972e-24,1.284081128895462e-26,4.9111719200656847e-26
2.4693603305539515e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4521855386502528,0.11854963523732355,0.022819806107411907,0.0,4.3202573727867094e-14,2.2686923447404638e-09,9.233749250090323e-13,3.595116664440833e-14,5.7203408430639136e-30,2.1794491966281825e-06,3.538722674417349e-27,2.1716826899062445e-06,3.6693449841122673e-19,4.0334952683814e-18,5.0777068111297395e-23,2.288558860737589e-24,8.23705682200414e-11,7.156981323459e-20,0.00011813605668076708,3.522978379307549e-06,6.383533562065819e-08,3.58614232767956e-12,1.2073897113768404e-11,1.3096155346093075e-10,3.5034702234285753e-17,6.001863309317299e-14,8.386734704801218e-13,1.5135010946100405e-08,3.0528361849754507e-14,2.0696273968060368e-12,6.793447498193455e-12,7.074500398868876e-20,8.180350590435526e-11,2.7436667978817126e-18,2.5203041149290975e-16,4.2868286762812134e-23,6.037670935901911e-22,6.2554567589280214e-18,4.9752748373459074e-24,8.980500836955832e-24,2.058705927995099e-26,7.278341135091732e-26
2.712631354242609e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45217364012390165,0.11853787611999587,0.022819632613053222,0.0,5.719434554347867e-14,2.73653501911577e-09,1.236028917319066e-12,4.7654573385431595e-14,9.695276391294811e-30,2.3941630880589224e-06,6.062551593502888e-27,2.3847955624735683e-06,5.1947909034709235e-19,5.871478526442594e-18,7.869353808223336e-23,3.365443288662051e-24,9.941242244376314e-11,1.0965598771345824e-19,0.0001296788259046785,3.86992977755689e-06,7.100711417290096e-08,4.215380257211269e-12,1.3292764094773011e-11,1.3282460932947403e-10,4.151222930750447e-17,6.087241581233018e-14,8.607841129598212e-13,1.676509637399329e-08,3.722576214215196e-14,2.733415480410877e-12,7.472706408578005e-12,1.124080870502189e-19,9.868039647664857e-11,3.6929663878330455e-18,3.050341432018207e-16,6.274667641279706e-23,8.190491766217174e-22,9.063762608676868e-18,7.323935268178101e-24,1.572792465314021e-23,3.1546692230624484e-26,1.0433090208788433e-25
2.9559023779312663e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4521617584701923,0.11852613400575933,0.022819459127560476,0.0,7.392826875766633e-14,3.247987378409733e-09,1.6138435836666526e-12,6.165598889659213e-14,1.5722414435625203e-29,2.608877607430687e-06,9.90066095313574e-27,2.5977598770924473e-06,7.124984695174036e-19,8.276146473578623e-18,1.1758487364715036e-22,4.7875371249269354e-24,1.1805856245268564e-10,1.6183689415532206e-19,0.00014120456841760755,4.216860140070883e-06,7.833089334583444e-08,4.9002280569065176e-12,1.4511616170178752e-11,1.346876633440381e-10,4.863512834961742e-17,6.172619660512995e-14,8.842476420784721e-13,1.8418101906998465e-08,4.464308440925837e-14,3.5237348874052765e-12,8.151931849615318e-12,1.711833320866123e-19,1.1713264794270776e-10,4.844014904274441e-18,3.6310179077222097e-16,8.885287127723406e-23,1.0836859689798624e-21,1.2715622455545666e-17,1.0429631577494305e-23,2.619222666804336e-23,4.6563417505749414e-26,1.4545546813823425e-25
3.1991734016199237e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4521498936640865,0.11851440886949868,0.02281928565092178,0.0,9.365258149326062e-14,3.8029974601165945e-09,2.063512455789297e-12,7.816119303269831e-14,2.4565188585870435e-29,2.8235927452485006e-06,1.5531351532784266e-26,2.8105758074471053e-06,9.51586267205809e-19,1.135361074988468e-17,1.703619805218731e-22,6.62336210144619e-24,1.383099482924014e-10,2.3143928236216e-19,0.00015271330934508054,4.563769482686334e-06,8.580656586749388e-08,5.642251694253665e-12,1.5730453237262467e-11,1.365507154617468e-10,5.642982083048261e-17,6.257997546046213e-14,9.09124814637776e-13,2.0094019611296952e-08,5.279463635880552e-14,4.450928355487746e-12,8.831123867022874e-12,2.515785859986226e-19,1.371587253054937e-10,6.217886557613714e-18,4.2623596383420093e-16,1.2237028553925647e-22,1.4040158730406734e-21,1.7360705674006008e-17,1.444424232681744e-23,4.181133316534278e-23,6.659498884016258e-26,1.9807353749567958e-25
3.6857154489972385e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4521262144947236,0.11849100943063003,0.022818938724159056,0.0,1.4306943477623335e-13,5.043484875187082e-09,3.2058285115586206e-12,1.1950583954247676e-13,5.474089550436785e-29,3.2530248383357297e-06,3.464863667698028e-26,3.235763209001623e-06,1.5909883401872918e-18,1.999710411496142e-17,3.31547771598344e-22,1.1844081424371521e-23,1.8363258731836227e-10,4.382406263940273e-19,0.00017567988675953533,5.257525170439588e-06,1.012131604862842e-07,7.304082704361477e-12,1.816808213875669e-11,1.4027681384629941e-10,7.414056984735267e-17,6.428752732209994e-14,9.633679596449883e-13,2.3514559162047575e-08,7.135766118877528e-14,6.756533912450129e-12,1.0189407811263956e-11,4.983683532307717e-19,1.8192622690604568e-10,9.720414972813827e-18,5.677152440209028e-16,2.168891318080295e-22,2.2388085007272896e-21,3.0283309434192275e-17,2.5884841354221626e-23,9.609287541426427e-23,1.2611660039737921e-25,3.466064227485137e-25
4.123603291636822e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452104960610697,0.11847000774913077,0.022818626520234534,0.0,2.0027931694629664e-13,6.30837760155109e-09,4.549430096020794e-12,1.6734235324296512e-13,1.0357353487079237e-28,3.6395157423282335e-06,6.524638884838825e-26,3.617926134119498e-06,2.3825131123013175e-18,3.1329080147692574e-17,5.632107126292319e-22,1.8784893218849684e-23,2.2992371971591278e-10,7.256959378435642e-19,0.00019629191230762126,5.881833555617356e-06,1.1559748900922453e-07,9.010950389985388e-12,2.036189627901326e-11,1.4363029549609663e-10,9.264409150175992e-17,6.582431728083456e-14,1.0176507709261955e-12,2.667132218617985e-08,9.071898686697815e-14,9.400300455878141e-12,1.1411749504280934e-11,8.525429194121529e-19,2.2758410135464339e-10,1.3854425797170368e-17,7.124040537945778e-16,3.4129129972161396e-22,3.251206324623088e-21,4.703022869233056e-17,4.113287144654247e-23,1.8501407392516193e-22,2.088566347998374e-25,5.436676342461063e-25
4.561491134276405e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45208376092524855,0.118449060687379,0.02281831434481307,0.0,2.710782629281975e-13,7.71360695157287e-09,6.235797545002788e-12,2.2648918531708858e-13,1.840509182997817e-28,4.026008503272021e-06,1.1495300737498046e-25,3.999610985324483e-06,3.415125302021317e-18,4.6909663146205247e-17,9.08100176726305e-22,2.844735373265265e-23,2.814334233688599e-10,1.1402116527713355e-18,0.00021684924177164534,6.506074072305171e-06,1.304722707154528e-07,1.092735152498181e-11,2.2555661050804745e-11,1.4698377036505252e-10,1.1373801500905392e-16,6.736110082955662e-14,1.077502837523063e-12,2.9902191444820216e-08,1.1268173306665119e-13,1.2641426572558985e-11,1.2633983605316997e-11,1.3760214194487427e-18,2.7831738314406893e-10,1.9056568737547973e-17,8.735573791559609e-16,5.12838259021183e-22,4.558492284180719e-21,6.980253240596352e-17,6.241013033179222e-23,3.3219351227274044e-22,3.281728076854241e-25,8.189713528712624e-25
4.999378976915988e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4520626152937263,0.11842816810024336,0.022818002197825985,0.0,3.5694725161106777e-13,9.258883940497652e-09,8.308599901090975e-12,2.981446792259375e-13,3.106650466031383e-28,4.412503066464689e-06,1.9183824180716202e-25,4.38081876761617e-06,4.724573567708769e-18,6.768925899663558e-17,1.402833695808652e-21,4.148668759918993e-23,3.381693856302486e-10,1.7163624139659121e-18,0.00023735202034196257,7.1302468047136785e-06,1.458368694322558e-07,1.3062363028241951e-11,2.4749376009749054e-11,1.5033723819410547e-10,1.3757886395062386e-16,6.889787792060564e-14,1.1433133345087334e-12,3.3207116072425385e-08,1.3732933823701227e-13,1.653482659252108e-11,1.3856110377110919e-11,2.1186367865444735e-18,3.341171862673743e-10,2.5464321488802525e-17,1.0511970632519832e-15,7.421768415230551e-22,6.2104831433573615e-21,9.983980007566694e-17,9.11899019303176e-23,5.635329304865653e-22,4.940171340023349e-25,1.1931876536537981e-24
5.437266819555572e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4520415235718738,0.11840732984297955,0.022817690079204835,0.0,4.593785980961902e-13,1.0943923700230213e-08,1.081284768361255e-11,3.835066752383309e-13,5.0234500491178905e-28,4.798999377396884e-06,3.060583235362739e-25,4.7615504837020365e-06,6.3471106498436854e-18,9.47149871142174e-17,2.0909463806972e-21,5.863738259883698e-23,4.0013989722477125e-10,2.4932687839678598e-18,0.00025780039282165707,7.754351834695117e-06,1.6169064566873066e-07,1.542504535732999e-11,2.6943041025660245e-11,1.5369069878094457e-10,1.6432400502973586e-16,7.043464853967926e-14,1.2154814455543901e-12,3.658604387253598e-08,1.6474523402086202e-13,2.1133931000941913e-11,1.507813007874513e-11,3.1373405415925685e-18,3.9497464379896807e-10,3.321938001570663e-17,1.2453468619832768e-15,1.041045734096975e-21,8.261053970307522e-21,1.3847784029258713e-16,1.291320195215955e-22,9.120365013914322e-22,7.176490517928991e-25,1.690457940936958e-24
5.875154662195155e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45202048561582997,0.11838654577122934,0.022817377988881334,0.0,5.798767877465623e-13,1.2768445496642815e-08,1.379489120728622e-11,4.837725145637849e-13,7.8326284102646455e-28,5.185497381752115e-06,4.701216916624937e-25,5.1418071340017655e-06,8.319303948644096e-18,1.2913092085025006e-16,3.0234623246559394e-21,8.071560444473196e-23,4.673538508363868e-10,3.514663410997082e-18,0.0002781945036276207,8.37838924174693e-06,1.7803295649651035e-07,1.802444241869947e-11,2.913665558757041e-11,1.5704415180898063e-10,1.9413170215331954e-16,7.197141262708902e-14,1.2944163892942347e-12,4.0038921319512795e-08,1.950128429911846e-13,2.649072613972809e-11,1.6300042971588543e-11,4.4963359335324874e-18,4.608809078431717e-10,4.246765240045014e-17,1.4560324390653397e-15,1.4222779365567314e-21,1.07680567965536e-20,1.8714402898729472e-16,1.7808363779293736e-22,1.4187767775375293e-21,1.0116549012574862e-24,2.338256593316463e-24
6.313042504834738e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45199950128212674,0.1183658157410193,0.022817065926787446,0.0,7.199593339494235e-13,1.4732172747524878e-08,1.7302418856843737e-11,6.001390433973424e-13,1.1836917954640905e-27,5.571997025404958e-06,6.991519990738294e-25,5.52158971665157e-06,1.0677881166909405e-17,1.7217834233739064e-16,4.259463137100571e-21,1.0862163553631938e-22,5.398207396749325e-10,4.828945692271381e-18,0.0002985344967916435,9.002359103015556e-06,1.9486315542827505e-07,2.0869581376433248e-11,3.1330219698912016e-11,1.603975972123546e-10,2.2716120586266437e-16,7.35081702477759e-14,1.3805371883067819e-12,4.356569356003913e-08,2.282155756320236e-13,3.2655793732931183e-11,1.7521849310477676e-11,6.267187613412399e-18,5.318271494822783e-10,5.3359252616054405e-17,1.6832813610662965e-15,1.8998033871687217e-21,1.379400202644553e-20,2.473527308130577e-16,2.401002397036551e-22,2.1338812404917376e-21,1.3899614296545337e-24,3.1688741451376125e-24
6.750930347474322e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4519785704276896,0.11834513960875992,0.022816753892855278,0.0,8.811576186718359e-13,1.6834833040637542e-08,2.1384455406551756e-11,7.338026161995261e-13,1.740938058926729e-27,5.958498254421321e-06,1.0111372813421392e-24,5.900899227508027e-06,1.3459761574205541e-17,2.251960165538078e-16,5.866587154015942e-21,1.433421199502871e-22,6.175506561345594e-10,6.489175034603825e-18,0.0003188205159614136,9.62626149329983e-06,2.121805923088712e-07,2.396947263445173e-11,3.352373279732547e-11,1.637510345249141e-10,2.635727748737015e-16,7.504492128869672e-14,1.4742730196796394e-12,4.716630441501716e-08,2.644368286607835e-13,3.9678345415395085e-11,1.874354935805202e-11,8.528806276276092e-18,6.078045587287901e-10,6.604849437176276e-17,1.9271230926791096e-15,2.488651801005321e-21,1.7405024936233143e-20,3.2070152838074135e-16,3.174235486740074e-22,3.1174909516206626e-21,1.8678376082478305e-24,4.2172641830515755e-24
7.188818190113905e-10,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45195769290983523,0.11832451723124458,0.02281644188701717,0.0,1.0650177441690402e-12,1.90761581520233e-08,2.6091360323342624e-11,8.859590988110864e-13,2.500307490855696e-27,6.3450010150567014e-06,1.4271855187055721e-24,6.279736660151806e-06,1.6702069404313e-17,2.896204782351499e-16,7.92152131442668e-21,1.8595228438653418e-22,7.005542904588709e-10,8.553069958641003e-18,0.00033905270440150935,1.0250096485054587e-05,2.299846132045907e-07,2.73331095577422e-11,3.57171946951181e-11,1.6710446377153472e-10,3.035278042122655e-16,7.658166587553446e-14,1.5760625263649307e-12,5.0840696380982556e-08,3.037599814594642e-13,4.760625630353488e-11,1.9965143367470933e-11,1.1367445232425549e-17,6.888043444781824e-10,8.069388500030846e-17,2.187588992098628e-15,3.2049556617075285e-21,2.1672880380685882e-20,4.088676226535086e-16,4.1253169931512658e-22,4.440704967947008e-21,2.4618874863831976e-24,5.525384477684689e-24
