Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49)
6.349184977503971e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999731,0.11866996602996277,0.022821567693054226,0.0,1.0168235742971508e-64,4.1729862564240716e-36,7.5273264855562259e-76,1.5393522374839742e-48,7.087176161977231e-120,6.4562102092800956e-22,8.7524363254071049e-102,6.4562102078622275e-22,2.3477383029365739e-68,1.1822939688307777e-65,7.1958461497399458e-101,4.3480631314136638e-102,1.4254933863471895e-52,6.8986917942049687e-81,2.5604408426187943e-15,1.2310827106795958e-16,4.7452579279116321e-20,3.2646571167462832e-32,4.7452579280802419e-20,7.8847914645730803e-31,1.6222156840044305e-37,5.2751256505213814e-44,6.6697266561258597e-69,1.4523420401736556e-49
1.2703886188698215e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999465,0.1186699660299602,0.022821567693054164,0.0,1.5994821415680812e-63,1.6702820155723156e-35,9.321046054647312e-74,1.2327302595426786e-47,3.5097569683184658e-117,1.2918029639650541e-21,5.610216932411147e-100,1.2918029633975375e-21,3.7604614234533071e-67,1.8597468842074197e-64,1.7818960960983436e-98,1.0767040537239444e-99,1.1214243550059557e-51,2.2100591297073381e-79,5.1231062211549425e-15,2.4632349979974568e-16,9.494638581905788e-20,1.2823893270258321e-31,9.4946385825809059e-20,3.1559707722866524e-30,1.2987582798834832e-36,8.1676853921830507e-43,4.1305586321336941e-67,1.1627567191815197e-48
2.5413288611086704e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319998926,0.11866996602995508,0.022821567693054039,0.0,2.47143710376202e-62,6.6833037165578327e-35,1.1729625658893503e-71,9.8668383946337665e-47,1.766502195108925e-114,2.5841668508906976e-21,3.5933117949162566e-98,2.5841668486198915e-21,6.0200042495400983e-66,2.8734933552011479e-63,4.4843926624320393e-96,2.7096774995088323e-97,8.672809554637009e-51,7.0761560458832971e-78,1.0248436978222694e-14,4.9275395726330864e-16,1.8993399889354512e-19,4.9464004680141355e-31,1.8993399892057716e-19,1.2627988733747716e-29,1.0394003124246451e-35,1.2850023020305056e-41,2.5992903101457944e-65,9.3055876230002948e-48
5.083209345586368e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997849,0.11866996602994483,0.022821567693053792,0.0,3.6965520763709127e-61,2.6737566861808037e-34,1.4884929908944117e-69,7.8954697303259597e-46,8.9663363107318522e-112,5.1688946281482038e-21,2.300607296110384e-96,5.168894619063499e-21,9.6346203204551116e-65,4.2976337817666205e-62,1.1381034597134121e-93,6.8769476023904687e-95,6.5007147551034896e-50,2.2650048211799739e-76,2.0499098492339999e-14,9.8561487219039711e-16,3.7990922502093621e-19,1.8450402298261426e-30,3.7990922512921584e-19,5.0520136199127109e-29,8.3167652185926541e-35,2.0385288006466853e-40,1.6493639321933568e-63,7.4458839657292045e-47
1.0166970314541763e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995701,0.11866996602992433,0.0228215676930533,0.0,5.2250712651821413e-60,1.0695897259563471e-33,1.89700482662542e-67,6.3171754863984258e-45,4.5707304294414729e-109,1.033835019628809e-20,1.4726728137021735e-94,1.033835015994631e-20,1.5417483624329945e-63,6.0739642787661501e-61,2.9008549589359055e-91,1.7528307627322714e-92,4.614192827309202e-49,7.2490313997383205e-75,4.1000421520501837e-14,1.9713367020444249e-15,7.598596771893851e-19,6.4915674022332613e-30,7.5985967762342847e-19,2.020966589263262e-28,6.6540175344477889e-34,3.247652831043093e-39,1.0510487823532506e-61,5.9572728077950033e-46
2.0334492252452552e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991404,0.11866996602988332,0.022821567693052314,0.0,6.7592311834836291e-59,4.2785330559824819e-33,2.4228570845796872e-65,5.0540602873561965e-44,2.3350673188673257e-106,2.0677261387067357e-20,9.4260153847204258e-93,2.0677261241694322e-20,2.4669646797136066e-62,7.8557295896306597e-60,7.4098884196309777e-89,4.4773973717034481e-90,3.0067304724944204e-48,2.3198526148889533e-73,8.2003067576534412e-14,3.9427803617518894e-15,1.5197605811809497e-18,2.0840756594793051e-29,1.5197605829223226e-18,8.084168685894418e-28,5.3234245122644651e-33,5.1850185272853358e-38,6.7121189963579768e-60,4.766044556981778e-45
4.066953612827413e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319982811,0.11866996602980132,0.022821567693050344,0.0,7.7730236842477528e-58,1.7114480878362093e-32,3.0978141563343403e-63,4.0433761896551091e-43,1.1942195869042532e-103,4.1355083986623879e-20,6.0329408801487415e-91,4.1355083405119889e-20,3.9472773288964081e-61,9.0310979171712605e-59,1.8948174700266596e-86,1.1449363712017514e-87,1.748395286503249e-47,7.4237884786761032e-72,1.6400835968743523e-13,7.8856676811644603e-15,3.0395623877827442e-18,5.9269022310061438e-29,3.0395623947724959e-18,3.2337119690952457e-27,4.2587731312392406e-32,8.286952875761048e-37,4.2910236387342207e-58,3.8129262436234653e-44
8.133962387991729e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631996562,0.11866996602963731,0.022821567693046402,0.0,7.8908616899096678e-57,6.8458623579806813e-32,3.9628841353185921e-61,3.2347521309250546e-42,6.1108109147561262e-101,8.2710730057728869e-20,3.8611753183953895e-89,8.2710727731689254e-20,6.3157507907679705e-60,9.1642854545196909e-58,4.8478870251550442e-84,2.9293176064696953e-85,9.000699618429568e-47,2.3756539278645783e-70,3.2801894390457937e-13,1.5771442319980197e-14,6.0791659954609957e-18,1.4845279323931835e-28,6.0791660235090877e-18,1.293480909215958e-26,3.406950837178306e-31,1.3251557916056915e-35,2.7446610961831198e-56,3.0503773487117264e-43
1.6267979938320361e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319931241,0.11866996602930928,0.022821567693038516,0.0,7.2338524957239791e-56,2.7383591646756028e-31,5.0707153266449123e-59,2.58782216779561e-41,3.1276351824606088e-98,1.6542202568790653e-19,2.471182041499865e-87,1.6542201638370081e-19,1.0105286884158324e-58,8.3978097964066167e-57,1.2406233186083016e-81,7.496420003102968e-83,4.183931436104423e-46,7.602159128530716e-69,6.5604011232023793e-13,3.1542991597574078e-14,1.2158373188716157e-17,3.3609870618143104e-28,1.2158373301168168e-17,5.1738136646401768e-26,2.7254038902789728e-30,2.1195463252817813e-34,1.7559711968910691e-54,2.4403166031666371e-42
3.2536015038977627e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631986248,0.11866996602865322,0.022821567693022744,0.0,6.2111288742968846e-55,1.095346686233313e-30,6.4886292619772102e-57,2.0702659054403054e-40,1.6008832434644487e-95,3.3084463090013268e-19,1.5815660901238976e-85,3.308445936832152e-19,1.6168527403030309e-57,7.2081830839442502e-56,3.1750719026119857e-79,1.9185253187445353e-80,1.816059429707862e-45,2.432701554824693e-67,1.3120824490770351e-12,6.308609015261155e-14,2.4316787486821101e-17,7.152449585971286e-28,2.4316787937270341e-17,2.0694217060613405e-25,2.1800528945622922e-29,3.3903995060093312e-33,1.1234954739869685e-52,1.9522594643278286e-41
6.5072085240292155e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319724956,0.11866996602734112,0.0228215676929912,0.0,5.1469166786256416e-54,4.3813941939051764e-30,8.3023202481033452e-55,1.6562159703605771e-39,8.193442111810976e-93,6.6168989713206744e-19,1.0122054097735798e-83,6.6168974826420952e-19,2.5869698213042743e-56,5.9718667359150015e-55,8.125128307024509e-77,4.9095783639571937e-78,7.5782827234473506e-45,7.7846618879246106e-66,2.6241671222925511e-12,1.2617228726208527e-13,4.8633615729409466e-17,1.4743819196196948e-27,4.8633617532682504e-17,8.2768252943216322e-25,1.743602327975801e-28,5.4229406154285893e-32,7.1876605605853606e-51,1.5618105114600497e-40
1.301442256429212e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631944991,0.1186699660247169,0.022821567692928115,0.0,4.1897523253490393e-53,1.75256029356152e-29,1.0620063469912066e-52,1.3249740387259399e-38,4.1923227709729751e-90,1.3233806528258603e-18,6.4781251616610792e-82,1.3233800573540597e-18,4.139155953905886e-55,4.8606916335772015e-54,2.0786832793042307e-74,1.2560365808404396e-75,3.0971151263693418e-44,2.4910944451980573e-64,5.2483364675312697e-12,2.5234468147862783e-13,9.7267270800100176e-17,2.992750957982283e-27,9.7267278016800255e-17,3.3100347834803983e-24,1.3941751743400909e-27,8.6721516870603942e-31,4.5971032466040021e-49,1.2494503325603565e-39
2.602885064481793e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318899822,0.11866996601946846,0.022821567692801942,0.0,3.3808057554450323e-52,7.0102554096905888e-29,1.3576719359145491e-50,1.059979678408619e-37,2.1437985057983333e-87,2.6467630571330874e-18,4.1460042188817382e-80,2.646760675245206e-18,6.6226525672541595e-54,3.9219426459028365e-53,5.3148017754528098e-72,3.2114490057199656e-73,1.2523158632314032e-43,7.9715060347277169e-63,1.0496675153239452e-11,5.046894699020936e-13,1.945345752835378e-16,6.029494496001221e-27,1.9453460416187718e-16,1.3234567117448467e-23,1.1142094677458778e-26,1.386159108916891e-29,2.9384610762934791e-47,9.9956223043595872e-39
5.205770680586955e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317799647,0.11866996600897158,0.022821567692549598,0.0,2.7162610013870906e-51,2.8041122038307625e-28,1.7335332276016226e-48,8.479838296223202e-37,1.0949251061500237e-84,5.2935314374256714e-18,2.6534449679312352e-78,5.2935219098732822e-18,1.0596245417683724e-52,3.1509207604982691e-52,1.3572394959019571e-69,8.2010684199445202e-71,5.0365865523506907e-43,2.5508822747389619e-61,2.0993352505578806e-11,1.009379046710548e-12,3.890691616186407e-16,1.2102981843678987e-26,3.8906927718873512e-16,5.2893719637603987e-23,8.8956206140354927e-26,2.2134879871700349e-28,1.8759579186242703e-45,7.9965247960514855e-38
1.041154191279728e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315599296,0.11866996598797783,0.022821567692044908,0.0,2.1776586219222216e-50,1.1216526280345036e-27,2.2080315136361494e-46,6.7838695113486873e-36,5.578581637146879e-82,1.0587082484720126e-17,1.6982085728447137e-76,1.0587044374512575e-17,1.695399012362953e-51,2.5260841419574332e-51,3.4575127344922916e-67,2.089188893775501e-68,2.0201968050112654e-42,8.1628221266368244e-60,4.1986707133949455e-11,2.0187582001735463e-12,7.7813824376177925e-16,2.4249957002804953e-26,7.7813870642448991e-16,2.1121927615123427e-22,7.0877355795820687e-25,3.5277140189229431e-27,1.1946970261623354e-43,6.3972610885828373e-37
2.082308437721793e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756311198594,0.11866996594599033,0.022821567691035528,0.0,1.7439893369389679e-49,4.4866716621796443e-27,2.7986951434043118e-44,5.4270928016899006e-35,2.8284382677797922e-79,2.117424172611946e-17,1.0868568691298115e-74,2.117408928532372e-17,2.7126370665358937e-50,2.0230060697454173e-50,8.7650123420128394e-65,5.2962246749758424e-66,8.0924828967223499e-42,2.612101806629004e-58,8.3973416085458578e-11,4.0375165064839028e-12,1.5562760459399615e-15,4.8543909167133909e-26,1.5562778995120762e-15,8.4204553384011021e-22,5.6245800864830309e-24,5.6003933680923281e-26,7.5711399648096482e-42,5.1178738659993546e-36
4.164616930605923e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756302397189,0.11866996586201534,0.022821567689016772,0.0,1.3959400658714904e-48,1.7947170233554567e-26,3.513116430972745e-42,4.3416693469824447e-34,1.420263166566698e-76,4.2348788795946873e-17,6.9559261588493964e-73,4.2348179033076242e-17,4.3402145449174784e-49,1.6192597806066486e-49,2.2005757064884178e-62,1.3296890096511447e-63,3.2397684381207968e-41,8.3587167702530126e-57,1.67946832767548e-10,8.0750331166420612e-12,3.1125502018653441e-15,9.7131820880042242e-26,3.1125576393449428e-15,3.3457407089166453e-21,4.4279779483287788e-23,8.8224626812404978e-25,4.751541855259973e-40,4.0944018632714283e-35
6.246925423490053e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756293595785,0.11866996577804034,0.022821567686998015,0.0,4.1422723190114065e-48,3.8138441396882041e-26,2.2821672928077916e-41,1.288932250139349e-33,1.2008868275470477e-75,6.3523564452590627e-17,3.9493664061308638e-72,6.3522268706959015e-17,1.6419904435773123e-48,4.8078981921389843e-49,1.6438871369138325e-61,9.9331211914030843e-63,6.8867306092416999e-41,3.8993212598302178e-56,2.5192024822870865e-10,1.2112549724337663e-11,4.6688229093611413e-15,1.4571974244626643e-25,4.6688387481025377e-15,7.0769915781363204e-21,1.2545101550894858e-22,3.2231096172192725e-24,2.6324822354825998e-39,1.1707597903097766e-34
1.0411542409258312e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756275992977,0.11866996561009036,0.022821567682960498,0.0,1.9400493240431601e-47,1.0544651221812182e-25,9.9221637811679693e-40,6.0376164985247438e-33,1.6281246386414403e-73,1.0587403011143682e-16,1.0617155402640527e-70,1.058704477592456e-16,1.295872703058769e-47,2.2524676952953913e-48,1.2545145958616774e-59,7.5803483392579755e-61,1.9049455563325657e-40,5.2253326084667037e-55,4.1986707426731481e-10,2.0187582929878643e-11,7.7813625306455724e-15,2.4289561512030568e-25,7.7814065647779477e-15,1.933649256087395e-20,5.6088032821168163e-22,2.4154686864564242e-23,6.6082473614591031e-38,5.3806059980269513e-34
1.4159697696449746e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675626015045,0.11866996545893538,0.022821567679326735,0.0,4.4753635446316838e-47,1.877747556239334e-25,4.6706158819913549e-39,1.3932393618229677e-32,8.9774290323180767e-73,1.4399018777150013e-16,4.6101522555776013e-70,1.4398380866762858e-16,3.636637778893775e-47,5.1980597945279047e-48,6.4501040386404693e-59,3.8974448636217933e-60,3.3930890050352003e-40,1.7342499022564929e-54,5.7101921375720929e-10,2.7455112806908937e-11,1.0582643509906509e-14,3.3035393414029969e-25,1.0582722211765773e-14,3.4165199869243007e-20,1.2433902050876806e-21,6.5725938522450943e-23,2.7920546246927384e-37,1.2111973149652589e-33
1.790785298364118e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756244307923,0.1186699653077804,0.022821567675692971,0.0,8.6149027877279382e-47,2.9312799424277193e-25,1.6206975826448795e-38,2.6825947423088287e-32,4.110360212675719e-72,1.8210712718824112e-16,1.3959587133581367e-69,1.8209716932337932e-16,8.3262912747669048e-47,1.0008870807898391e-47,2.5851226033693145e-58,1.5620480649973148e-59,5.298006049494757e-40,4.6599460700989812e-54,7.2217134907155968e-10,3.4722642675517361e-11,1.3383919535604011e-14,4.1781228358087656e-25,1.338404284932894e-14,5.2916833384408526e-20,2.3129663651972662e-21,1.4607311694421918e-22,8.2552931575228035e-37,2.2892972346470686e-33
2.165600827083261e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756228465395,0.11866996515662542,0.022821567672059208,0.0,1.4644052542918466e-46,4.2023240628328504e-25,4.5223281447195541e-38,4.5610648151601456e-32,1.3867876829354037e-71,2.2022480505580969e-16,3.6240813822800697e-69,2.2021052974049187e-16,1.6236759923205427e-46,1.7017905278358488e-47,7.9437239158521772e-58,4.7999562191983096e-59,7.5968261536317051e-40,1.0308904496850073e-53,8.7332348044166619e-10,4.1990172536170419e-11,1.6185190882143818e-14,5.0527066639055669e-25,1.6185368290703696e-14,7.529867673146854e-20,3.809260164761606e-21,2.7735876878738245e-22,2.0916000527025717e-36,3.8265590543658888e-33
2.915231884521548e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756196780341,0.1186699648543155,0.022821567664791678,0.0,3.2362503022628626e-46,7.2404897002441914e-25,2.1263439088826751e-37,1.0084537581340416e-31,8.1827830579318936e-71,2.9646184481099992e-16,1.6030357867707753e-68,2.9643725003050712e-16,4.3107875346607361e-46,3.7627708796888501e-47,4.1822096293728496e-57,2.5270767896373648e-58,1.309337978522018e-39,3.2435010530690532e-53,1.1756277341871039e-09,5.6525232239334498e-11,2.1787722904513219e-14,6.8018753007203495e-25,2.1788030388673462e-14,1.2812821221603067e-19,7.9402365260209377e-21,7.0358590789435441e-22,8.8167659012784766e-36,8.1695597771829241e-33
3.664862941959835e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756165095286,0.11866996455200558,0.022821567657524147,0.0,6.0606278277264684e-46,1.1082799741798278e-24,6.964277833777667e-37,1.8893204574791545e-31,3.2127299737243417e-70,3.7270161417081304e-16,4.8237016805913262e-68,3.7266396943841929e-16,9.3506679638320505e-46,7.0496135179392376e-47,1.5084057003678905e-56,9.1144528994008477e-58,2.0047782804850145e-39,8.0228401885279587e-53,1.4779319733530119e-09,7.1060291913092345e-11,2.7390237630878182e-14,8.5510451919348278e-25,2.739071100417761e-14,1.9376184917115017e-19,1.4116946392443684e-20,1.4642658602902446e-21,2.5658964108212685e-35,1.4855953317108886e-32
4.414493999398122e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756133410243,0.11866996424969568,0.022821567650256617,0.0,1.0253962423655305e-45,1.5783902529151566e-24,1.9267986705249599e-36,3.1974887742123e-31,1.0604609904696866e-69,4.4894429826971285e-16,1.2486844708087916e-67,4.4889068790439747e-16,1.8071256636439949e-45,1.1930935174337136e-46,4.5801941414790761e-56,2.7675537423036998e-57,2.856041543082895e-39,1.7449992964985428e-52,1.7802361969504941e-09,8.5595351555449369e-11,3.2992733888145235e-14,1.0300216372335577e-24,3.2993412020509523e-14,2.7258054587583846e-19,2.2825739926261753e-20,2.7219591222971508e-21,6.4136792817021348e-35,2.4575469043344401e-32
5.913756114274695e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675607004015,0.11866996364507593,0.022821567635721556,0.0,2.4375832514647818e-45,2.7811509881308718e-24,1.4982577543206141e-35,7.603983860388715e-31,1.7104018739055696e-68,6.014385748739016e-16,7.7270544870848767e-67,6.0134412195747686e-16,5.6864534688898098e-45,2.8373649944569729e-46,5.0835985690891408e-55,3.0717240854908382e-56,5.0357788994478386e-39,7.3109528932055465e-52,2.384844596562919e-09,1.1466547074419169e-10,4.4197669955021568e-14,1.3798562547595358e-24,4.4198880433650228e-14,4.675868511135925e-19,4.9811427938670494e-20,7.8561570370141713e-21,3.5460247927728797e-34,5.6692398362509307e-32
7.413018229151269e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756006670063,0.11866996304045624,0.022821567621186496,0.0,4.7595670803721306e-45,4.332929778772012e-24,6.1606777884464403e-35,1.4850215676555717e-30,9.9977905616806568e-68,7.5394469227350711e-16,2.796226703108236e-66,7.5379755218402225e-16,1.365991908127611e-44,5.5413073043418983e-46,2.5074921731382389e-54,1.5151303975672886e-55,7.8507320891856942e-39,2.1399172183808141e-51,2.9894529329297408e-09,1.4373558980537054e-10,5.540253099331975e-14,1.72969138351126e-24,5.5404440898494779e-14,7.0967675475450719e-19,9.0865984388495452e-20,1.770605250366587e-20,1.2006876051069235e-33,1.0891507777338745e-31
1.0411542458904416e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756755879929906,0.11866996183121704,0.022821567592116378,0.0,1.330744555028267e-44,8.4846394527113805e-24,7.0812649398345234e-34,4.1527206498312977e-30,2.96136562977515e-66,1.0589924726743515e-15,2.4506422421504313e-65,1.0587044011498957e-15,5.4972801361931728e-44,1.549601612528094e-45,4.5740951630895537e-53,2.7638453545270602e-54,1.5394862649347487e-38,1.2641042313769062e-50,4.19866941580042e-09,2.0187582754478338e-10,7.78120278371704e-14,2.4293631738462834e-24,7.7815867835139559e-14,1.3165761516047002e-18,2.2278614371535276e-19,6.2608844258196494e-20,8.899243878902844e-33,2.9962350913317597e-31
1.6408590918410708e-14,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675562644968,0.11866995941273942,0.022821567533976139,0.0,5.3550170115023612e-44,2.0982851160276373e-23,1.8590424443687365e-32,1.6711766546868942e-29,2.8614422614690842e-64,1.6692302184985161e-15,4.7521607578523211e-64,1.6685180531312174e-15,3.7195182659878817e-43,6.2362058568774649e-45,2.2840704281347273e-51,1.3801136429237208e-52,3.8187288357789855e-38,1.4946489083953643e-49,6.6171016220620947e-09,3.1815630149177363e-10,1.2263012057790338e-13,3.828712886080996e-24,1.2264011897984455e-13,2.9272102417407601e-18,7.0075641530021946e-19,3.3239828248884859e-19,1.2566623284257049e-31,1.1926311535456088e-30
