Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),HX(5),C2H3X(75),C4H6(49),C4H5X(118),C6H8(51),C4H5X(117),C6H8(233)
1.334948028544527e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332281063797803,0.66999999226655227,0.0,0.0,7.733448131141265e-09,7.4662880420760585e-09,1.3358004389506055e-10,2.7440954563134667e-19,7.0971715985506981e-21,1.3955908932630948e-19,1.1981313850993416e-21
1.3838762889642108e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332281010063675,0.66999999198310745,0.0,0.0,8.0168929781429771e-09,7.7201845550612774e-09,1.4835421080575661e-10,3.1566390488779368e-19,8.7651632647119595e-21,1.6073805413357494e-19,1.4810905888301886e-21
1.4328045493838947e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228095652962,0.66999999169966262,0.0,0.0,8.3003378238728014e-09,7.9720802891520996e-09,1.6412876651705448e-10,3.6126178707433588e-19,1.0742509652274498e-20,1.8419066893046805e-19,1.8169488844636281e-21
1.4817328098035786e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280903200501,0.6699999914162178,0.0,0.0,8.5837826683340037e-09,8.2219265081416001e-09,1.8092807913333438e-10,4.1146891439979414e-19,1.3072003381891907e-20,2.1006377769764632e-19,2.2131310770346654e-21
1.5306610702232625e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280850081031,0.66999999113277298,0.0,0.0,8.8672275115299918e-09,8.4696764457825412e-09,1.9877553177917813e-10,4.6655434240817763e-19,1.5800377269074873e-20,2.3850715557286257e-19,2.6777682587362029e-21
1.5795893306429464e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280797175662,0.66999999084932815,0.0,0.0,9.1506723534642946e-09,8.7152853231050047e-09,2.1769351394055355e-10,5.2678999051914804e-19,1.897847156465709e-20,2.6967332380990089e-19,3.2197317480399903e-21
1.6285175910626303e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280744488668,0.66999999056588333,0.0,0.0,9.4341171941405648e-09,8.9587103655545562e-09,2.3770341289573206e-10,5.9245017336413863e-19,2.2661400196664386e-20,3.0371736476882209e-19,3.8486668959257424e-21
1.6774458514823142e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280692024141,0.66999999028243851,0.0,0.0,9.7175620335625894e-09,9.1999108139717499e-09,2.5882560822554007e-10,6.638111380955037e-19,2.6908707383831175e-20,3.4079673599289905e-19,4.5750259757904094e-21
1.726374111901998e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228063978595,0.66999998999899368,0.0,0.0,1.0001006871734256e-08,9.4388479304332871e-09,2.810794688927641e-10,7.4115060880212286e-19,3.1784514788781954e-20,3.8107108409365274e-19,5.4101000866180196e-21
1.775302372321682e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280587777757,0.66999998971554886,0.0,0.0,1.0284451708659575e-08,9.6754850014388423e-09,3.0448335164874684e-10,8.2474733777642425e-19,3.7357661871767793e-20,4.2470205948099729e-19,6.3660502361298365e-21
1.824230632741366e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280536003034,0.66999998943210404,0.0,0.0,1.0567896544342664e-08,9.9097873408773079e-09,3.2905459955026421e-10,9.1488065810383901e-19,4.3701844981089397e-20,4.7185313130991834e-19,7.455938236859945e-21
1.8731588931610498e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280484465055,0.66999998914865921,0.0,0.0,1.0851341378787738e-08,1.0141722287366661e-08,3.5480954328958232e-10,1.0118300494509737e-18,5.0895743158158624e-20,5.2268940393467797e-19,8.6937560495201404e-21
1.9220871535807337e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280433166878,0.66999998886521439,0.0,0.0,1.1134786211999116e-08,1.0371259196831108e-08,3.8176350490589061e-10,1.1158747167100842e-18,5.9023131604502037e-20,5.7737743512155793e-19,1.0094453625342958e-20
1.9710154140004176e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280382111368,0.66999998858176957,0.0,0.0,1.1418231043981204e-08,1.0598369432728662e-08,4.0993080267151043e-10,1.2272931778636858e-18,6.8172987373278526e-20,6.3608505601016922e-19,1.1673965721358453e-20
2.0199436744201015e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280331301201,0.66999998829832474,0.0,0.0,1.1701675874738507e-08,1.0823026356224353e-08,4.3932475600528446e-10,1.3463628534854401e-18,7.8439593825927891e-20,6.9898119148051772e-19,1.3449238510541869e-20
2.0678227563856985e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280281820426,0.66999998802095784,0.0,0.0,1.1979042740234035e-08,1.1040467242267454e-08,4.6928774542023352e-10,1.470551387247406e-18,8.9662916276174946e-20,7.6474662669393957e-19,1.539323093377432e-20
2.1157018383512954e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280232579059,0.66999998774359093,0.0,0.0,1.2256409604565502e-08,1.1255514002111339e-08,5.0044779733151688e-10,1.6025875863852725e-18,1.0214951244402842e-19,8.3484534784362134e-19,1.7559725385659176e-20
2.1635809203168924e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280183579066,0.66999998746622402,0.0,0.0,1.253377646773736e-08,1.1468147134730425e-08,5.3281466225328199e-10,1.7427262521763681e-18,1.160029283910203e-19,9.0943772738099205e-19,1.9967542910556393e-20
2.2114600022824893e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280134822201,0.66999998718885712,0.0,0.0,1.2811143329754106e-08,1.1678348902495208e-08,5.6639720900165763e-10,1.8912198261489539e-18,1.3133184371571265e-19,9.8868451611838758e-19,2.2636513716818883e-20
2.2593390842480863e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332280086310073,0.66999998691149021,0.0,0.0,1.3088510190620318e-08,1.1886103308687214e-08,6.0120343593728161e-10,2.0483180857754888e-18,1.482501148634356e-19,1.0727466957442568e-18,2.5587494156864406e-20
2.3072181662136833e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733228003804411,0.6699999866341233,0.0,0.0,1.3365877050340625e-08,1.2091396071158979e-08,6.372404841353067e-10,2.2142678633976375e-18,1.6687680153632576e-19,1.1617853369282431e-18,2.8842381282003424e-20
2.3550972481792805e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279990025565,0.66999998635675639,0.0,0.0,1.3643243908919705e-08,1.2294214598421349e-08,6.745146493417485e-10,2.3893127524932854e-18,1.8733620231283891e-19,1.2559614544686027e-18,3.242412863139383e-20
2.4029763301448777e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733227994225555,0.66999998607938949,0.0,0.0,1.3920610766362299e-08,1.2494547960039143e-08,7.1303139677565907e-10,2.5736928500809108e-18,2.0975786472093423e-19,1.355435871395924e-18,3.6356758358272148e-20
2.450855412110475e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279894734979,0.66999998580202258,0.0,0.0,1.4197977622673185e-08,1.269238685597329e-08,7.5279537645804552e-10,2.7676445123330861e-18,2.3427658697260784e-19,1.4603690868900474e-18,4.0665371977713768e-20
2.498734494076072e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279847464619,0.66999998552465567,0.0,0.0,1.4475344477857185e-08,1.288772358716579e-08,7.9381043791940115e-10,2.9714001011055534e-18,2.6103242573986409e-19,1.5709211418133131e-18,4.5376161976924094e-20
2.5466135760416693e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279800445086,0.66999998524728877,0.0,0.0,1.4752711331919163e-08,1.3080552021751976e-08,8.360796470935646e-10,3.1851877699988462e-18,2.9017067816541547e-19,1.6872514950916742e-18,5.0516419459725283e-20
2.5944926580072665e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279753676847,0.66999998496992186,0.0,0.0,1.5030078184864016e-08,1.3270867563292578e-08,8.7960530220168335e-10,3.4092312325015114e-18,3.2184187531189493e-19,1.8095188951912016e-18,5.6114543456192414e-20
2.642371739972864e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279707160206,0.66999998469255495,0.0,0.0,1.5307445036696672e-08,1.3458667113542511e-08,9.243889523678341e-10,3.64374958130358e-18,3.5620174279205118e-19,1.9378812657900234e-18,6.2200045210684631e-20
2.690250821938461e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279660895331,0.66999998441518827,0.0,0.0,1.5584811887422095e-08,1.3643949035254314e-08,9.7043141621728325e-10,3.8889571139514478e-18,3.9341115825512145e-19,2.0724955937548985e-18,6.8803551763823361e-20
2.7535755819540314e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279600092224,0.66999998404834349,0.0,0.0,1.595165662329366e-08,1.3885135391270306e-08,1.0332606052246704e-09,4.230041226873911e-18,4.4728402134756451e-19,2.2604038620800651e-18,7.8387113093036262e-20
2.816900341969602e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279539729221,0.66999998368149871,0.0,0.0,1.6318501357248681e-08,1.4121920750297748e-08,1.0982902917079861e-09,4.5906595385873079e-18,5.0683004418063336e-19,2.4598787123777538e-18,8.9008925179109037e-20
2.8738926259836155e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279485778199,0.66999998335133848,0.0,0.0,1.6648661616179173e-08,1.4331270680591527e-08,1.1586954550907354e-09,4.9322934083369971e-18,5.65612956156637e-19,2.6495878846913481e-18,9.9522229219056445e-20
2.930884909997629e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733227943218226,0.66999998302117825,0.0,0.0,1.6978821873575196e-08,1.4537069726998716e-08,1.2208760595974996e-09,5.2904374324814415e-18,6.2963673442925639e-19,2.8492073191614895e-18,1.1100181676439628e-19
2.987877194011643e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279378940372,0.66999998269101801,0.0,0.0,1.7308982129445283e-08,1.4739328423077925e-08,1.2848268384516331e-09,5.6653997507318145e-18,6.9922237297176395e-19,3.0589887656469202e-18,1.235105541191294e-19
3.0448694780256566e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279326051218,0.66999998236085778,0.0,0.0,1.7639142383797976e-08,1.4938059684366004e-08,1.3505413338873718e-09,6.0574770080880845e-18,7.7470028211422121e-19,3.2791807048353843e-18,1.3711353847610958e-19
3.1018617620396703e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279273513288,0.66999998203069755,0.0,0.0,1.7969302636641802e-08,1.5133278711932122e-08,1.418011945372794e-09,6.4669541444629625e-18,8.5641007746064126e-19,3.5100281496375198e-18,1.5187808575981268e-19
3.158854046053684e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279221324846,0.66999998170053732,0.0,0.0,1.8299462887985322e-08,1.5325002893071693e-08,1.4872299792628557e-09,6.8941042522064031e-18,9.4470033144983294e-19,3.7517724684799546e-18,1.6787371184084962e-19
3.2158463300676977e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279169483947,0.66999998137037708,0.0,0.0,1.862962313783707e-08,1.5513251703887971e-08,1.5581856975085918e-09,7.3391884357393418e-18,1.0399283289010171e-18,4.0046512119105856e-18,1.8517211348530743e-19
3.2728386140817114e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279117988428,0.66999998104021685,0.0,0.0,1.8959783386205552e-08,1.5698046609727301e-08,1.6308683674394839e-09,7.8024557334413423e-18,1.1424597891804521e-18,4.2688979596224803e-18,2.0384714332216375e-19
3.329830898095725e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279066835968,0.66999998071005662,0.0,0.0,1.9289943633099263e-08,1.5879410968172116e-08,1.705266310266963e-09,8.2841430389856641e-18,1.2526685953739425e-18,4.5447421707035215e-18,2.239747848117589e-19
3.386823182109739e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332279016024047,0.66999998037989639,0.0,0.0,1.9620103878526684e-08,1.6057369930683835e-08,1.781366950262962e-09,8.784475079256257e-18,1.3709364942801873e-18,4.8324090529341106e-18,2.4563312186715907e-19
3.4438154661237525e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332278965549983,0.66999998004973615,0.0,0.0,1.9950264122496235e-08,1.6231950347145865e-08,1.8591568624884024e-09,9.303664391363862e-18,1.4976528047046113e-18,5.1321194357558816e-18,2.6890230850451489e-19
3.500807750137766e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332278915410929,0.66999997971957592,0.0,0.0,2.0280424365016318e-08,1.6403180669481295e-08,1.9386218209843581e-09,9.8419113526611991e-18,1.6332140991743225e-18,5.4440896613736314e-18,2.9386453357009526e-19
3.55780003415178e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332278865603887,0.66999997938941569,0.0,0.0,2.0610584606095294e-08,1.6571090858390775e-08,2.0197468454031063e-09,1.0399404209339712e-17,1.7780238950975853e-18,5.7685314797869629e-18,3.2060398555086503e-19
3.6147923181657937e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332278816125721,0.66999997905925546,0.0,0.0,2.094074484574147e-08,1.67357122896289e-08,2.1025162478699288e-09,1.0976319153483992e-17,1.9324923225369599e-18,6.1056519607571445e-18,3.4920681298558552e-19
3.6717846021798074e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332278766973167,0.66999997872909522,0.0,0.0,2.1270905083963079e-08,1.6897077663692511e-08,2.1869136781389839e-09,1.1572820397171344e-17,2.0970358031547924e-18,6.4556534096401817e-18,3.7976108511872907e-19
3.728776886193821e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332278718142816,0.66999997839893499,0.0,0.0,2.160106532076834e-08,1.7055220915473272e-08,2.2729221687669798e-09,1.2189060290559292e-17,2.272076708883905e-18,6.8187332989648392e-18,4.1235674866627237e-19
3.789520858999527e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332278666448839,0.66999997804704092,0.0,0.0,2.1952959348260685e-08,1.7220266650569442e-08,2.3663463128732455e-09,1.2867754454631673e-17,2.4706785340948445e-18,7.2203287524483079e-18,4.4944879871066462e-19
3.850264831805233e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332278615112521,0.66999997769514685,0.0,0.0,2.2304853374163076e-08,1.7381735756888172e-08,2.4615587704852457e-09,1.3569186830660099e-17,2.6822163714850193e-18,7.6372268493995387e-18,4.8907749393325208e-19
3.911008804610939e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733227856412937,0.66999997734325278,0.0,0.0,2.2656747398485192e-08,1.7539673290653141e-08,2.5585370134941468e-09,1.4293498407743041e-17,2.9072213537651764e-18,8.0696481175574775e-18,5.3135843945819321e-19
3.971752777416645e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733227851349474,0.66999997699135871,0.0,0.0,2.3008641421236624e-08,1.7694125451568666e-08,2.6572579420507626e-09,1.504081567065691e-17,3.1462304877679563e-18,8.5178065922410081e-18,5.7640941815213771e-19
4.032496750222351e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332278463203941,0.66999997663946464,0.0,0.0,2.3360535442426845e-08,1.7845139474424206e-08,2.7576979387633067e-09,1.5811250855779117e-17,3.3997861901820881e-18,8.9819097791482127e-18,6.2435032360820224e-19
4.093240723028057e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332278413252131,0.66999997628757058,0.0,0.0,2.3712429462065269e-08,1.7992763524534812e-08,2.8598329209771586e-09,1.6604902234233368e-17,3.6684358210388076e-18,9.4621586318583867e-18,6.7530309091535532e-19
4.153984695833763e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332278363634416,0.66999997593567651,0.0,0.0,2.4064323480161153e-08,1.8137046596328731e-08,2.9636383914810619e-09,1.742185440348284e-17,3.9527312244622255e-18,9.9587475375281747e-18,7.2939162709046088e-19
4.214728668639469e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332278314345837,0.66999997558378244,0.0,0.0,2.4416217496723683e-08,1.8278038415594812e-08,3.0690894873834352e-09,1.8262178599072749e-17,4.25322827042522e-18,1.0471864314635464e-17,7.8674174004099753e-19
4.275472641445175e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332278265381343,0.66999997523188837,0.0,0.0,2.4768111511761927e-08,1.8415789345144776e-08,3.1761610272812035e-09,1.9125933014308031e-17,4.5704864047818842e-18,1.1001690219049746e-17,8.4748106730808682e-19
4.336216614250881e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332278216735856,0.66999997487999452,0.0,0.0,2.5120005525284823e-08,1.8550350294295503e-08,3.284827556518702e-09,2.0013163134326513e-17,4.9050682039087854e-18,1.1548399960461326e-17,9.1173900395390082e-19
4.396960587056587e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332278168404212,0.66999997452810056,0.0,0.0,2.5471899537301201e-08,1.8681772631956176e-08,3.3950633906440466e-09,2.0923902076524351e-17,5.2575389388363332e-18,1.2112161726753512e-17,9.7964663042834076e-19
4.457704559862293e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733227812038127,0.6699999741762066,0.0,0.0,2.5823793547819767e-08,1.8810108103480919e-08,3.5068426569828597e-09,2.1858170940850787e-17,5.6284661463689934e-18,1.2693137217167667e-17,1.0513366400729906e-18
4.518448532667999e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332278072661798,0.66999997382431264,0.0,0.0,2.6175687556849116e-08,1.8935408751096697e-08,3.6201393344242958e-09,2.2815979164624848e-17,6.0184192104571959e-18,1.3291481682653311e-17,1.1269432668279999e-18
4.579192505473705e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332278025240586,0.66999997347241869,0.0,0.0,2.652758156439771e-08,1.9057726838006491e-08,3.7349272913694647e-09,2.3797324883625998e-17,6.4279689523721243e-18,1.3907343973717361e-17,1.206602212979339e-18
4.639936478279411e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733227797811239,0.66999997312052473,0.0,0.0,2.6879475570473892e-08,1.9177114776052764e-08,3.851180321899694e-09,2.4802195295756279e-17,6.8576872320187359e-18,1.4540866594695407e-17,1.2904505773400028e-18
4.700680451085117e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332277931271959,0.66999997276863077,0.0,0.0,2.7231369575085855e-08,1.9293625056989237e-08,3.968872180140638e-09,2.58305670279721e-17,7.3081465595617348e-18,1.5192185764439843e-17,1.3786267838068875e-18
4.761424423890823e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332277884714051,0.66999997241673681,0.0,0.0,2.7583263578241716e-08,1.9407310187248606e-08,4.0879766128784196e-09,2.6882406503861713e-17,7.7799197189215216e-18,1.5861431482612045e-17,1.4712705105725076e-18
4.822168396696528e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332277838433405,0.66999997206484285,0.0,0.0,2.7935157579949406e-08,1.9518222626192894e-08,4.2084673904344532e-09,2.795767031200257e-17,8.2735794026154668e-18,1.6548727601384733e-17,1.5685226199903988e-18
4.882912369502234e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332277792424792,0.66999997171294889,0.0,0.0,2.8287051580216755e-08,1.9626414727737266e-08,4.3303183358535484e-09,2.9056305573206669e-17,8.7896978589715362e-18,1.725419190191954e-17,1.6705250892965437e-18
4.943656342307939e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332277746683004,0.66999997136105494,0.0,0.0,2.8638945579051461e-08,1.9731938685308733e-08,4.4535033524245501e-09,3.0178250306490241e-17,9.3288465513993051e-18,1.79779361753529e-17,1.7774209422145906e-18
5.004400315113645e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332277701202828,0.66999997100916098,0.0,0.0,2.8990839576461096e-08,1.983484648003965e-08,4.5779964495835752e-09,3.1323433792368346e-17,9.8915958303917941e-18,1.8720066307778172e-17,1.8893541815937565e-18
5.06514428791935e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332277655979093,0.66999997065726702,0.0,0.0,2.934273357245309e-08,1.993518983213734e-08,4.7037717672292171e-09,3.2491776933169764e-17,1.0478514618039843e-17,1.9480682368923419e-17,2.0064697231187255e-18
5.125888260725056e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332277611006656,0.66999997030537306,0.0,0.0,2.9694627567034738e-08,2.0033020155327563e-08,4.8308035985008135e-09,3.3683192609323923e-17,1.1090170105455963e-17,2.0259878704088645e-17,2.1289133302019167e-18
5.186632233530761e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332277566280427,0.6699999699534791,0.0,0.0,3.0046521560213225e-08,2.0128388514295792e-08,4.9590664110578013e-09,3.4897586031275705e-17,1.1727127462917543e-17,2.1057744029034499e-17,2.2568315500990499e-18
5.247376206336466e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332277521795317,0.66999996960158514,0.0,0.0,3.0398415551995591e-08,2.0221345585023498e-08,5.0885348669115793e-09,3.6134855086241142e-17,1.2389949562927607e-17,2.1874361527446281e-17,2.3903716513296854e-18
5.308120179142172e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332277477546318,0.66999996924969119,0.0,0.0,3.0750309542388743e-08,2.0311941617934703e-08,5.219183840852218e-09,3.73948906794738e-17,1.3079196716006702e-17,2.27098089506782e-17,2.5296815624395909e-18
5.368864151947877e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733227743352844,0.66999996889779723,0.0,0.0,3.1102203531399485e-08,2.0400226403750993e-08,5.3509884375209662e-09,3.867757706945192e-17,1.3795426419269063e-17,2.3564158719449963e-17,2.6749098121642367e-18
5.429608124753583e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332277389736753,0.66999996854590327,0.0,0.0,3.1454097519034433e-08,2.0486249241964489e-08,5.4839240071737754e-09,3.9982792196698273e-17,1.4539193117579166e-17,2.4437478027220164e-17,2.8262054710232331e-18
5.490352097559288e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332277346166395,0.66999996819400931,0.0,0.0,3.1805991505300146e-08,2.0570058911827097e-08,5.6179661601866426e-09,4.1310408005797232e-17,1.5311047977230149e-17,2.5329828944947707e-17,2.9837180943871802e-18
5.551096070364994e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332277302812519,0.66999996784211535,0.0,0.0,3.2157885490203016e-08,2.0651703645762292e-08,5.7530907803497516e-09,4.2660290760377526e-17,1.6111538671914063e-17,2.624126852698907e-17,3.1475976670384946e-18
5.611840043170699e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332277259670373,0.66999996749022139,0.0,0.0,3.2509779473749303e-08,2.0731231105099077e-08,5.8892740370004848e-09,4.4032301350749391e-17,1.694120918084232e-17,2.7171848917877994e-17,3.3179945492531168e-18
5.672584015976405e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733227721673524,0.66999996713832743,0.0,0.0,3.2861673455945161e-08,2.0808688358033717e-08,6.0264923960425366e-09,4.5426295594025229e-17,1.7800599598760199e-17,2.8121617459760895e-17,3.4950594244161526e-18
5.73332798878211e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332277174002506,0.66999996678643348,0.0,0.0,3.3213567436796613e-08,2.0884121859721464e-08,6.1647226299000821e-09,4.6842124526513537e-17,1.8690245957651652e-17,2.9090616800266339e-17,3.6789432481862145e-18
5.794071961587816e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332277131467542,0.66999996643453952,0.0,0.0,3.3565461416309535e-08,2.0957577434404701e-08,6.3039418264536862e-09,4.8279634688274048e-17,1.9610680059853811e-17,3.0078885000607408e-17,3.8697971992133354e-18
5.854815934393521e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332277089125867,0.66999996608264556,0.0,0.0,3.3917355394489736e-08,2.1029100259482678e-08,6.444127397005443e-09,4.9738668399707167e-17,2.0562429322331374e-17,3.1086455643723602e-17,4.0677726314151114e-18
5.915559907199227e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332277046973008,0.6699999657307516,0.0,0.0,3.4269249371342848e-08,2.1098734851431514e-08,6.5852570833189608e-09,5.1219064030120482e-17,2.1546016631809697e-17,3.2113357942286113e-17,4.2730210278084147e-18
5.976303880004932e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332277005004585,0.66999996537885764,0.0,0.0,3.462114334687441e-08,2.1166525053483316e-08,6.7273089637798344e-09,5.2720656258213535e-17,2.2561960210483998e-17,3.3159616846399213e-17,4.4856939558928838e-18
6.037047852810638e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332276963216295,0.66999996502696368,0.0,0.0,3.4973037321089848e-08,2.1232514024976311e-08,6.8702614587205444e-09,5.4243276324473353e-17,2.3610773491988077e-17,3.422525315084526e-17,4.7059430245768748e-18
6.097791825616343e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332276921603876,0.66999996467506973,0.0,0.0,3.5324931293994464e-08,2.1296744232289098e-08,7.0140933349533563e-09,5.5786752275477597e-17,2.4692965007317815e-17,3.53102836017299e-17,4.9339198426349696e-18
6.158535798422049e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332276880163153,0.66999996432317577,0.0,0.0,3.5676825265593424e-08,2.1359257441274918e-08,7.1587837095531787e-09,5.7350909200140728e-17,2.5809038280382596e-17,3.6414721002397322e-17,5.1697759786819772e-18
6.219279771227754e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332276838890041,0.66999996397128181,0.0,0.0,3.6028719235891818e-08,2.142009471111354e-08,7.3043120529316114e-09,5.8935569457945678e-17,2.6959491732866075e-17,3.7538574318493604e-17,5.4136629226467243e-18
6.28002374403346e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332276797780469,0.66999996361938785,0.0,0.0,3.6380613204894582e-08,2.147929638950129e-08,7.4506581912419476e-09,6.0540552899232759e-17,2.8144818598064429e-17,3.8681848782068447e-17,5.6657320487256698e-18
