Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),H2OX(23),OCX(25),CO2X(24),COX(50)
1.0900270491524476e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33428067715572007,0.11559220467585056,0.022717276951097272,8.6547662242304717e-13,3.90976715730115e-11,5.8215336280791699e-10,2.6997051268738576e-08,9.9207776254759073e-19,9.2176096958086128e-28,1.0856154947562339e-09,4.6055509369622785e-36,1.0696646282269261e-09,1.1404760547719152e-26,2.0377250736153114e-17,1.616953766601812e-20,1.2380829834128618e-22,1.2556079881223002e-11,2.6329314188291591e-27,0.0030776098625822524,0.00020855262437964473,7.1611441894324101e-11,5.9957368747040652e-07,4.9589345652374411e-15,2.0390529837927914e-11,1.2208252813499847e-07,5.7562243459604864e-10,8.0539732003479764e-15,1.2334402765984183e-09,2.7117010195036756e-15,2.2217279169885525e-14
1.1026418346880191e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33425461626223962,0.11556853912633895,0.022716083277101614,9.0840848273490845e-13,4.1139335257497528e-11,6.0771606283012771e-10,2.7999099404223353e-08,1.0228802688478582e-18,9.8496028381187862e-28,1.0979258067466456e-09,4.8920761143869719e-36,1.0819276233935125e-09,1.1854095748688695e-26,2.1310217439556675e-17,1.7074141138600867e-20,1.2992435140693713e-22,1.3043035462528021e-11,2.7643611104775186e-27,0.0031012728698002088,0.00021093892058805984,7.2121647872898012e-11,6.0961969692116753e-07,4.9942937283921463e-15,2.0982845507764883e-11,1.2357835000228537e-07,5.9177446341796574e-10,8.3465154096388262e-15,1.2644072206256953e-09,2.8117067636085928e-15,2.304038100481964e-14
1.1152566202235907e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33422876332848694,0.11554508106057722,0.022714889851189871,9.5291300771206086e-13,4.3267353771445312e-11,6.3413043709319164e-10,2.9025250711553608e-08,1.0543204639215384e-18,1.0516601076654816e-27,1.1102312863222445e-09,5.1931878787816525e-36,1.0941950824866367e-09,1.2316328481258586e-26,2.2276047760090616e-17,1.801731541194976e-20,1.3626467718397308e-22,1.3543478428895148e-11,2.9009420898343731e-27,0.0031247283755160768,0.00021332469579825357,7.2631674973671762e-11,6.1973454447628676e-07,5.0296417415911584e-15,2.1584748812942381e-11,1.2506747265212469e-07,6.0820860200668193e-10,8.6478247608738324e-15,1.2957162379108221e-09,2.9140396024963902e-15,2.3883215094474266e-14
1.1278714057591622e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33420311653386181,0.11552182866048215,0.022713696671836831,9.9902649571821228e-13,4.5484565111812627e-11,6.6141633826849178e-10,3.007573335235641e-08,1.0864048224093621e-18,1.1220079937908409e-27,1.1225319635302349e-09,5.5094658988862875e-36,1.1064672259246049e-09,1.2791688008986673e-26,2.3275568974936688e-17,1.9000174480192056e-20,1.4283458004801118e-22,1.4057639317625516e-11,3.0428214257225648e-27,0.0031479781978205048,0.00021570995283110185,7.3141525449940397e-11,6.2991815244425807e-07,5.0649787877849637e-15,2.2196226769043429e-11,1.2654966431093426e-07,6.2492696567031579e-10,8.9581280060633141e-15,1.3273634697090572e-09,3.0187162749407299e-15,2.4745966248866695e-14
1.1404861912947338e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33417767407373788,0.11549878012392487,0.022712503737530896,1.0467855005474191e-12,4.7793875004799513e-11,6.8959389574313387e-10,3.1150771530660042e-08,1.1191398129464138e-18,1.1961556950857723e-27,1.134827868337778e-09,5.8415063952746802e-36,1.1187442732503847e-09,1.328040495594026e-26,2.4309621317048448e-17,2.0023847316882173e-20,1.496394125214046e-22,1.4585750286960342e-11,3.1901487859210668e-27,0.0031710241388496524,0.00021809469448424065,7.3651201526757262e-11,6.4017044284910051e-07,5.1003050480663153e-15,2.2817263575355813e-11,1.2802469733961616e-07,6.4193166549957247e-10,9.2776568921917679e-15,1.3593449825160459e-09,3.1257529526267291e-15,2.5628816019043025e-14
1.1531009768303053e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33415243415932189,0.1154759336645905,0.022711311046773909,1.0962268225784001e-12,5.0198257931032648e-11,7.1868351699119805e-10,3.2250585440361542e-08,1.1525318982269687e-18,1.2742592197636676e-27,1.1471190306340874e-09,6.1899224232115585e-36,1.1310264431346899e-09,1.3782711292154715e-26,2.5379058061046784e-17,2.1089477700624867e-20,1.56684574391391e-22,1.5128045111248932e-11,3.3430764524597422e-27,0.0031938679849256397,0.00022047892353236262,7.4160705401287874e-11,6.5049133742036771e-07,5.1356207016849535e-15,2.3447840638457537e-11,1.2949234828212033e-07,6.5922480834579123e-10,9.6066482363792976e-15,1.391656770722437e-09,3.2351652371418707e-15,2.6531942655267594e-14
1.1657157623658769e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33412739501751437,0.11545328751183893,0.022710118598081096,1.1473874998855851e-12,5.2700758157071176e-11,7.4870588893373771e-10,3.3375391215121899e-08,1.1865875350690308e-18,1.3564788857633286e-27,1.1594054802325119e-09,6.5553441568497685e-36,1.1433139533790052e-09,1.4298840319337439e-26,2.6484745608856507e-17,2.2198224035451123e-20,1.6397551181790312e-22,1.5684759176101242e-11,3.5017593367511466e-27,0.0032165115066957253,0.00022286264272750885,7.4670039243158984e-11,6.6088075758323467e-07,5.1709259260620077e-15,2.4087936597481641e-11,1.3095239791157977e-07,6.7680849679846547e-10,9.9453440014391174e-15,1.4242947592835342e-09,3.3469681574058889e-15,2.7455521067193331e-14
1.1783305479014484e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33410255489077123,0.11543083991056675,0.022708926389980927,1.2003047993137101e-12,5.5304490773187923e-11,7.7968197928742285e-10,3.4525400880694786e-08,1.2213131744785978e-18,1.442979374483647e-27,1.1716872468725985e-09,6.9384191747507167e-36,1.1556070209185562e-09,1.4829026656815066e-26,2.7627563575081837e-17,2.3351259166117546e-20,1.7151771643156512e-22,1.6256129473524558e-11,3.6663549945621179e-27,0.0032389564592702753,0.000225245854799356,7.517920519480356e-11,6.7133862444865701e-07,5.2062208968040407e-15,2.4737527351028566e-11,1.3240463127401472e-07,6.9468482916224361e-10,1.0293991371826269e-14,1.4572548064020603e-09,3.4611761675373875e-15,2.839972278601681e-14
1.19094533343702e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33407791203696652,0.11540858912107074,0.022707734421014952,1.2550162075227279e-12,5.8012642737378998e-11,8.116330379017135e-10,3.5700822309692827e-08,1.2567152617136429e-18,1.533929783825681e-27,1.1839643602221421e-09,7.3398127467117197e-36,1.1679058618252172e-09,1.5373506227721739e-26,2.8808404872118785e-17,2.4549770188501996e-20,1.7931672442239985e-22,1.6842394597043837e-11,3.8370236408279021e-27,0.0032612045823594937,0.00022762856245549836,7.5688205371801016e-11,6.8186485880360757e-07,5.2415057877168056e-15,2.5396586085692562e-11,1.3384883772960256e-07,7.128558994334125e-10,1.065284282997292e-14,1.4905327062221277e-09,3.5778031451546523e-15,2.9364715928620581e-14
1.2035601189725915e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33405346472925707,0.11538653341891218,0.022706542689737753,1.3115594220097703e-12,6.0828473925554232e-11,8.445805980844573e-10,3.6901859178793382e-08,1.2928002363478353e-18,1.6295036805253612e-27,1.1962368498792192e-09,7.7602081218844143e-36,1.1802106913103645e-09,1.593251624542638e-26,3.0028175795002342e-17,2.5794958255269909e-20,1.8737811561977269e-22,1.7443794736805427e-11,4.0139281643115218e-27,0.0032832576004089512,0.00023001076838172609,7.6197041863213399e-11,6.9245938110138548e-07,5.2767807708186921e-15,2.6065083306167493e-11,1.3528481099151317e-07,7.3132379727586799e-10,1.1022156233006106e-14,1.5241241915325063e-09,3.6968623901077815e-15,3.0350665163704035e-14
1.216174904508163e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33402921125594737,0.11536467109478248,0.02270535119471678,1.3699723421148386e-12,6.3755318187860052e-11,8.7854647791579702e-10,3.8128710928385e-08,1.3295745323340031e-18,1.7298791517606752e-27,1.2085047453742073e-09,8.2003068181687952e-36,1.1925217237276714e-09,1.6506295200196928e-26,3.1287796105986146e-17,2.7088038376987374e-20,1.9570751256409623e-22,1.8060571674663481e-11,4.1972341421110849e-27,0.0033051172227339118,0.0002323924752422973,7.6705716731916853e-11,7.0312211145199811e-07,5.3120460163538667e-15,2.6742986866897032e-11,1.3671234916231077e-07,7.5009060799657649e-10,1.1402194889842152e-14,1.5580249364773e-09,3.8183666236387664e-15,3.1357731679902367e-14
1.2287896900437346e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33400514992035635,0.11534300045437029,0.022704159934532227,1.4302930600168504e-12,6.6796584411085368e-11,9.1355278155027956e-10,3.93815727246533e-08,1.367044578067342e-18,1.8352388560178544e-27,1.220768076171784e-09,8.6608289128679575e-36,1.2048391725758493e-09,1.709508284609949e-26,3.2588199118852624e-17,2.8430239218858611e-20,2.0431057957082064e-22,1.8692968779248966e-11,4.3871098540176904e-27,0.0033267851436524728,0.00023477368568020686,7.7214232014929173e-11,7.1385296961261915e-07,5.3473016928051653e-15,2.7430262005232207e-11,1.3813125476792505e-07,7.69158412520534e-10,1.1793227638653956e-14,1.5922305592721528e-09,3.9423279879659891e-15,3.2386073155892693e-14
1.2414044755793062e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33398127904068509,0.1153215198182292,0.022702968907776948,1.4925598517266177e-12,6.9955757587101001e-11,9.4962190050704751e-10,4.0660635424103688e-08,1.4052167964483845e-18,1.9457700732017496e-27,1.2330268716729214e-09,9.1425133345890541e-36,1.2171632505013308e-09,1.7699120188130453e-26,3.3930331782951161e-17,2.9822802893266726e-20,2.1319302178723347e-22,1.9341231001020561e-11,4.5837262967265853e-27,0.0033482630426175217,0.00023715440231744989,7.772258972373292e-11,7.2465187497811568e-07,5.3825479669066991e-15,2.812687137605919e-11,1.3954133478919564e-07,7.88529287365221e-10,1.2195528924705722e-14,1.6267366249241265e-09,4.0687580462891342e-15,3.3435843732483924e-14
1.2540192611148777e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33395759694988592,0.11530022752164727,0.022701778113056324,1.5568111680832548e-12,7.3236399887280977e-11,9.8677651494800639e-10,4.1966085540517152e-08,1.4440976049457349e-18,2.0616647539762251e-27,1.2452811612168543e-09,9.6461181563764787e-36,1.2294941693009007e-09,1.8318649469579467e-26,3.5315154766962024e-17,3.1266984748297859e-20,2.2236058424259082e-22,2.000560486729723e-11,4.7872571979041797e-27,0.0033695525843475296,0.00023953462775528077,7.8230791844594453e-11,7.3551874657164985e-07,5.4177850036562142e-15,2.8832775087858538e-11,1.4094240069099533e-07,8.0820530461456136e-10,1.2609378878549882e-14,1.6615386479533999e-09,4.1976677832103056e-15,3.450719398668706e-14
1.2666340466504492e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33393410199553236,0.11527912191451718,0.022700587548988148,1.6230856257604544e-12,7.6642151742855185e-11,1.0250395949438452e-09,4.3298105214332898e-08,1.4836934156585744e-18,2.183119568321091e-27,1.2575309740830382e-09,1.0172420890063662e-35,1.2418321399242686e-09,1.8953914159621516e-26,3.6743642542383849e-17,3.2764053152429892e-20,2.3181905089210118e-22,2.0686338477271976e-11,4.9978790301135397e-27,0.0033906554189561872,0.00024191436457446749,7.8738840338878688e-11,7.464535030353511e-07,5.4530129663272073e-15,2.9547930740156867e-11,1.4233426844894033e-07,8.2818853189238904e-10,1.303506339458224e-14,1.6966320951149633e-09,4.3290676055665903e-15,3.5600270907760138e-14
1.2792488321860208e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33391079253969014,0.11525820136120785,0.02269939721420252,1.6914219982889967e-12,8.0176732931140144e-11,1.0644344017277993e-09,4.4656872184451112e-08,1.5240106353789501e-18,2.3103359532927401e-27,1.2697763394930946e-09,1.0722218781830389e-35,1.2541773724765928e-09,1.9605158941136041e-26,3.8216783466741898e-17,3.4315289275567754e-20,2.4157424365528149e-22,2.1383681497006379e-11,5.215771024600912e-27,0.0034115731820808931,0.0002442936153355415,7.924673714335992e-11,7.5745606262105971e-07,5.4882320164808206e-15,3.0272293462330678e-11,1.4371675857369577e-07,8.4848103233542316e-10,1.3472874209948857e-14,1.7320123881184931e-09,4.4629673436693152e-15,3.6715217875221519e-14
1.2918636177215923e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33388766695878996,0.11523746424043704,0.022698207107341731,1.7618592071017661e-12,8.3843943667594957e-11,1.1049844889370363e-09,4.6042559762446741e-08,1.5650556656538485e-18,2.4435201599763529e-27,1.2820172866127366e-09,1.1296329108952946e-35,1.2665300762209461e-09,2.0272629698751316e-26,3.973557986651517e-17,3.5921986866608188e-20,2.516320214492014e-22,2.2097885154405556e-11,5.4411151849458617e-27,0.0034323074950101027,0.00024667238257904334,7.9754484170528517e-11,7.6852634318114317e-07,5.5234423139775156e-15,3.1005815953721093e-11,1.4508969613288647e-07,8.690848645657606e-10,1.3923108983800428e-14,1.7676749063446255e-09,4.5993762529446822e-15,3.7852174638823749e-14
1.3044784032571639e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33386472364350067,0.11521690894514508,0.022697017227060152,1.8344363126074829e-12,8.7647665703648793e-11,1.1467137038415471e-09,4.7455336809184053e-08,1.606834902847068e-18,2.5828832996181805e-27,1.2942538445536854e-09,1.1895589477734856e-35,1.2788904595807318e-09,2.0956573507112121e-26,4.1301048119779358e-17,3.7585452027717377e-20,2.6199827921713006e-22,2.2829202234173114e-11,5.6740963005775356e-27,0.0034528599648095577,0.00024905066882576312,8.0262083308893458e-11,7.7966426215937929e-07,5.5586440169885409e-15,3.1748448525018271e-11,1.4645291077062635e-07,8.9000208266288308e-10,1.4386071376889089e-14,1.8036149895558535e-09,4.7383030159702389e-15,3.9011277300479012e-14
1.3170931887927354e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33384196099860475,0.11519653388237,0.022695827572024117,1.9091925052992584e-12,9.1591863430244218e-11,1.1896461885604248e-09,4.889536771382041e-08,1.6493547382008896e-18,2.7286413889271048e-27,1.3064860423755658e-09,1.2520858122606415e-35,1.2912587301420462e-09,2.1657238619368962e-26,4.2914218738563466e-17,3.9307002985505376e-20,2.7267894695309901e-22,2.3577887072745694e-11,5.9149019601595787e-27,0.0034732321844473863,0.0002514284765769772,8.0769536423281205e-11,7.9086973658191305e-07,5.5938372820072052e-15,3.2500139140872555e-11,1.4780623672467806e-07,9.1123473613518583e-10,1.4862071131500856e-14,1.8398279406003077e-09,4.8797557449014131e-15,4.0192658298126097e-14
1.329707974328307e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33381937744287266,0.11517633747312318,0.022694638140911837,1.9861670969039859e-12,9.5680584987041629e-11,1.2338063812654076e-09,5.0362812375185719e-08,1.6926215578975624e-18,2.8810153945353558e-27,1.3187139090877928e-09,1.3173014206381608e-35,1.3036350946559903e-09,2.2374874455887011e-26,4.4576136450917314e-17,4.1087969859281521e-20,2.8367998872288841e-22,2.434419555320674e-11,6.1637225648461928e-27,0.0034934257329181182,0.00025380580831468018,8.127684535513049e-11,8.0214268304828093e-07,5.6290222638599789e-15,3.3260833463689663e-11,1.4914951284125879e-07,9.3278486989103771e-10,1.535142415172077e-14,1.8763090281067028e-09,5.0237419842819752e-15,4.1396446391527332e-14
1.3423227598638785e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33379697140894088,0.11515631815226669,0.022693448932413287,2.0653995115784935e-12,9.9917963377227533e-11,1.2792190173715726e-09,5.1857826185523308e-08,1.7366417431206014e-18,3.0402312766089207e-27,1.3309374736514418e-09,1.3852958121661521e-35,1.3160197590409299e-09,2.3109731593172958e-26,4.6287860282687522e-17,4.2929694426575415e-20,2.9500740168194105e-22,2.51283851001791e-11,6.4207513414118043e-27,0.0035134421753655778,0.00025618266650181238,8.1784011922783094e-11,8.1348301772250612e-07,5.6641991157174124e-15,3.4030474898565834e-11,1.5048258258750791e-07,9.5465452420936319e-10,1.5854452584022594e-14,1.9130534891687432e-09,5.1702687142320981e-15,4.2622766649983419e-14
1.35493754539945e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33377474134318924,0.11513647436839139,0.022692259945230053,2.1469292771582814e-12,1.0430821758786962e-10,1.3259091307150499e-09,5.3380560016575725e-08,1.7814216701159124e-18,3.2065200315988774e-27,1.3431567649811023e-09,1.4561611793373647e-35,1.3284129283847038e-09,2.386206175301803e-26,4.8050463638998984e-17,4.4833529886107813e-20,3.0666721509070743e-22,2.5930714674696138e-11,6.6861843552568242e-27,0.0035332830632047105,0.00025855905358248313,8.2291037921770931e-11,8.2489065632426149e-07,5.6993679891049037e-15,3.4809004639318913e-11,1.5180529406163463e-07,9.7684573470976106e-10,1.6371484898179557e-14,1.9500565320173354e-09,5.3193423540072988e-15,4.3871740441952048e-14
1.3675523309350216e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33375268570562028,0.11511680458369622,0.022691071178075291,2.2307960164645489e-12,1.0885565371576055e-10,1.3739020547176443e-09,5.4931160207998365e-08,1.8269677102527452e-18,3.3801177341255367e-27,1.3553718119467202e-09,1.5299918982437079e-35,1.3408148069467847e-09,2.4632117791855484e-26,4.9865034385439444e-17,4.6800840618395857e-20,3.1866548932791917e-22,2.675144476905079e-11,6.9602205232918708e-27,0.0035529499342423247,0.00026093497198218977,8.2797925125099382e-11,8.3636551412010122e-07,5.7345290339133117e-15,3.5596361715570313e-11,1.5311750000076336e-07,9.9936053232215864e-10,1.6902855968489721e-14,1.9873133386789485e-09,5.4709687659214732e-15,4.5143485426556133e-14
1.3801671164705932e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33373080296973934,0.11509730727386848,0.02268988262967361,2.3170394386751172e-12,1.1356466609869107e-10,1.4232234235382319e-09,5.650976855808207e-08,1.8732862300844847e-18,3.5612655779879805e-27,1.367582643375427e-09,1.606884559054377e-35,1.3532255981603873e-09,2.5420153690330779e-26,5.1732674928944325e-17,4.8833001944176959e-20,3.3100831490228329e-22,2.7590837401622441e-11,7.24306162670295e-27,0.0035724443127967609,0.00026331042410803244,8.3304675283526963e-11,8.4790750591476231e-07,5.7696823984094472e-15,3.639248304083292e-11,1.5441905778649883e-07,1.0222009432560074e-09,1.744890715531017e-14,2.0248190676185286e-09,5.6251532596268062e-15,4.6438115546965513e-14
1.3927819020061647e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33370909162243556,0.11507798092796528,0.022688694298760914,2.4056993307647576e-12,1.1843973845209264e-10,1.4738991732108183e-09,5.8116522316764445e-08,1.9203835914092907e-18,3.7502099162922096e-27,1.3797892880533491e-09,1.686937996604671e-35,1.3656455046345306e-09,2.6226424543082892e-26,5.3654502298378983e-17,5.0931399880834992e-20,3.4370181146308735e-22,2.8449156111681076e-11,7.5349123235999146e-27,0.0035917677098165142,0.00026568541234892458,8.3811290125840836e-11,8.595165460425331e-07,5.8048282292464158e-15,3.7197303461558722e-11,1.5570982944823059e-07,1.0453689889690233e-09,1.8009986386894802e-14,2.0625688563653772e-09,5.7819005967432606e-15,4.7755741025635234e-14
1.4053966875417363e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3336875501638642,0.1150588240482959,0.022687506184084365,2.4968155490202709e-12,1.23485445010989e-10,1.5259555427691248e-09,5.975155418090857e-08,1.9682661513305784e-18,3.947202300691842e-27,1.3919917747274101e-09,1.7702533210946067e-35,1.3780747281560481e-09,2.7051186548734972e-26,5.5631648224815535e-17,5.3097430897012234e-20,3.5675212681019822e-22,2.9326665954168402e-11,7.8359801615506406e-27,0.0036109216229977979,0.00026805993907579924,8.4317771359129121e-11,8.7119254835868848e-07,5.8399666714738619e-15,3.8010755807100618e-11,1.5698968166420159e-07,1.0688666861354703e-09,1.8586448241529089e-14,2.1005578241204342e-09,5.9412149958299062e-15,4.909646836138291e-14
1.4180114730773078e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33366617710732976,0.11503983515030526,0.022686318284402259,2.5904280106356027e-12,1.2870645167719463e-10,1.5794190753575821e-09,6.1414992291826562e-08,2.0169402623173709e-18,4.1524995197359114e-27,1.4041901321071149e-09,1.8569339488964847e-35,1.3905134696915538e-09,2.7894697000092722e-26,5.7665259221501546e-17,5.5332501665589769e-20,3.7016543590393589e-22,3.0223633494455532e-11,8.1464755900032185e-27,0.0036299075369010782,0.00027043400664181081,8.4824120669049553e-11,8.8293542623099512e-07,5.875097868548092e-15,3.8832770940541527e-11,1.5825848576036326e-07,1.0926960466140008e-09,1.9178654029957156e-14,2.1387810743434612e-09,6.1031001376905033e-15,5.0460400328285694e-14
1.4306262586128793e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33364497097917079,0.11502101276245852,0.022685130598483913,2.6865766853921101e-12,1.3410751717169785e-10,1.6343166193286083e-09,6.3106960235023874e-08,2.0664122722644999e-18,4.3663636363190113e-27,1.4163843888663212e-09,1.9470856334706008e-35,1.4029619293893542e-09,2.8757214274549094e-26,5.9756496663517742e-17,5.763802881521816e-20,3.8394793987529302e-22,3.1140326803076979e-11,8.4666119725985539e-27,0.0036487269230665682,0.00027280761738253368,8.5330339720094068e-11,8.9474509253128222e-07,5.9102219623421238e-15,3.9663277810344166e-11,1.5951611770704321e-07,1.1168590774150474e-09,1.9786971878094039e-14,2.1772336973186286e-09,6.2675591710051237e-15,5.1847635976377608e-14
1.4432410441484509e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33362393031864446,0.11500235542612655,0.022683943125109567,2.7853015874289868e-12,1.3969349419216522e-10,1.6906753293260371e-09,6.4827577042139337e-08,2.1166885245526928e-18,4.5890620242296989e-27,1.4285745736449971e-09,2.0408164963883377e-35,1.4154203065813227e-09,2.9638997824693343e-26,6.1906536867121189e-17,6.0015438680579677e-20,3.981058650369711e-22,3.2077015450440436e-11,8.7966055993756618e-27,0.003667381240128709,0.00027518077361615587,8.5836430155850655e-11,9.0662145962707866e-07,5.9453390931556296e-15,4.050220350277493e-11,1.6076245811345222e-07,1.1413577806677731e-09,2.0411776810016988e-14,2.2159107726970575e-09,6.4345947182796689e-15,5.3258270634125745e-14
1.4558558296840224e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33360305367781373,0.11498386169547241,0.022682755863070298,2.8866427671087352e-12,1.4546933057550233e-10,1.7485226673545769e-09,6.6576957195054778e-08,2.1677753581085201e-18,4.8208674037936895e-27,1.440760715050966e-09,2.1382370584619059e-35,1.4278887997847181e-09,3.0540308169123292e-26,6.4116571168772172e-17,6.2466167051562096e-20,4.1264546189569417e-22,3.3033970501512108e-11,9.1366756988719622e-27,0.0036858719339296388,0.0002775534776436694,8.6342393599261012e-11,9.1856443937331828e-07,5.9804493997248095e-15,4.134947329505403e-11,1.6199739222005689e-07,1.1661941535865877e-09,2.1053450831231962e-14,2.2548073720148962e-09,6.6042088821049312e-15,5.4692395912664145e-14
1.468470615219594e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33358233962143402,0.11496553013733894,0.022681568811167931,2.9906403029824232e-12,1.5144007046540663e-10,1.8078864038351678e-09,6.835521063214671e-08,2.2196791074642378e-18,5.0620578766090629e-27,1.4529428416616361e-09,2.2394602709800536e-35,1.4403676067039634e-09,3.1461406883458892e-26,6.6387806003840397e-17,6.4991658921522615e-20,4.2757300416625689e-22,3.4011464510477299e-11,9.4870444501208914e-27,0.0037042004376316522,0.00027992573174905581,8.68482316528749e-11,9.3057394310411195e-07,6.0155530192322001e-15,4.2205010709185331e-11,1.6322080988884837e-07,1.1913701884372263e-09,2.171238301220512e-14,2.2939185611855526e-09,6.7764032517165412e-15,5.6150099711762185e-14
1.4810854007551655e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.333561786726842,0.11494735933113726,0.022680381968214904,3.0973342938593324e-12,1.5761085548484568e-10,1.8687946186461109e-09,7.0162442756651347e-08,2.2724061028175189e-18,5.3129169593713281e-27,1.4651209820257184e-09,2.3446015470490803e-35,1.4528569242323738e-09,3.2402556591555891e-26,6.8721462984988498e-17,6.759336823482024e-20,4.4289478778775794e-22,3.500977151537567e-11,9.8479369945490544e-27,0.0037223681718286791,0.00028229753819946908,8.7353945899101443e-11,9.4264988162458323e-07,6.050650087316422e-15,4.3068737566417851e-11,1.6443260559153512e-07,1.2168878725023981e-09,2.2388969572157182e-14,2.3332394029647281e-09,6.9511789098471484e-15,5.7631466227504106e-14
