Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),H2OX(23),CHOX(53),CO2X(24),CH3X(55),C2H4X(215)
1.803913986709716e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4467339258652742,0.11321939359209113,0.022695044372242592,1.7232143184054984e-12,1.4802423687997685e-10,1.411057263116549e-05,1.624792943986379e-06,1.350493959289898e-08,4.345153639907813e-19,0.00015893245404104259,2.5399137707663663e-17,0.00012752378610633085,4.5104450865916994e-13,1.9515351716813676e-14,3.3787155110573114e-14,2.5001849316529146e-16,1.025364862756953e-10,5.775852828169208e-12,0.005284365772946304,0.00025141853919057505,3.171769240385444e-05,1.0378728192029476e-09,8.970588964194281e-10,3.058231120809024e-09,1.6013974224849082e-12,1.7958628753467914e-08,5.599739811741006e-06,2.18309148062599e-10,2.2641375496626486e-07,9.078664340642103e-12,5.073340390228097e-12,2.8109713221991733e-14,4.490406514324627e-15,1.1225271107966493e-14,4.967708591200309e-10,8.713208668368324e-14
1.807068650723395e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44672833576847376,0.11321401299794154,0.0226948260011997,1.7369617223607364e-12,1.4918755224396778e-10,1.4170961401611069e-05,1.6346943465558374e-06,1.3574942960231501e-08,4.389542808733595e-19,0.00015920914519344575,2.562341176525158e-17,0.00012770321319594197,4.5346442156258023e-13,1.970231911727506e-14,3.404803466980628e-14,2.5198920638261533e-16,1.0314260270440515e-10,5.8169788022891285e-12,0.00528944605439737,0.00025184536997726725,3.178605576135825e-05,1.0418858840606367e-09,8.986124936025101e-10,3.06315007421514e-09,1.605001480564113e-12,1.804088960997325e-08,5.613229141773875e-06,2.1925684949304357e-10,2.2745259532841638e-07,9.143415467870332e-12,5.104202959615605e-12,2.827168891347912e-14,4.51967711145106e-15,1.1293275649978434e-14,4.97629655947166e-10,8.78893766273562e-14
1.810223314737074e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4467227555349661,0.11320864210975806,0.022694607637718137,1.7507923113295647e-12,1.5035747948273765e-10,1.4231515891925258e-05,1.6446364054995505e-06,1.3645184204689679e-08,4.434294342737911e-19,0.0001594858296021201,2.5849265089095763e-17,0.0001278825161912779,4.558930281172975e-13,1.9890713260237414e-14,3.4310394201562196e-14,2.5397175508728937e-16,1.037509964992401e-10,5.858324674942568e-12,0.005294516598708041,0.0002522721449686831,3.1854348828594946e-05,1.045904076237049e-09,9.001660229598095e-10,3.068068887603195e-09,1.6086105318977107e-12,1.8123287752364275e-08,5.626715117210858e-06,2.202066040686523e-10,2.2849457884705549e-07,9.208513395647063e-12,5.135191899915104e-12,2.843424954841833e-14,4.549064752035397e-15,1.136155039383226e-14,4.984884210520109e-10,8.865187342608093e-14
1.813377978750753e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44671718514658854,0.11320328090897824,0.02269438928178804,1.7647064153026794e-12,1.5153403857737624e-10,1.4292236189260757e-05,1.6546191934139156e-06,1.3715663703733242e-08,4.479410375887572e-19,0.0001597625072545333,2.607670596862914e-17,0.0001280616951836614,4.583303440270603e-13,2.0080542074729123e-14,3.457423871058234e-14,2.559661867373442e-16,1.0436167011378999e-10,5.8998912315125066e-12,0.005299577424454015,0.00025269886411198724,3.192257131664916e-05,1.0499273728051971e-09,9.017194844228436e-10,3.072987560739963e-09,1.6122245699319977e-12,1.8205822422995476e-08,5.640197664744826e-06,2.2115840943912697e-10,2.2953970870969868e-07,9.273959364686613e-12,5.166307435192317e-12,2.8597395532384915e-14,4.5785694914774464e-15,1.1430095726035682e-14,4.993471544331781e-10,8.941960335320447e-14
1.816532642764432e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44671162458520974,0.11319792937707511,0.02269417093339953,1.778704364740619e-12,1.527172494815256e-10,1.4353122379355979e-05,1.6646427827169508e-06,1.3786381834681077e-08,4.524893048808525e-19,0.00016003917813814706,2.6305742721771463e-17,0.00012824075026418588,4.607763849941118e-13,2.0271813515261508e-14,3.483957320280045e-14,2.579725488698964e-16,1.0497462598690288e-10,5.941679258774893e-12,0.005304628550175517,0.0002531255273544854,3.199072293971007e-05,1.0539557508771248e-09,9.032728779230955e-10,3.0779060933921047e-09,1.6158435879949926e-12,1.8288492863082696e-08,5.653676711247908e-06,2.2211226324042603e-10,2.3058798807764612e-07,9.33975461790781e-12,5.19754978895656e-12,2.876112728278872e-14,4.608191383716734e-15,1.1498912031424795e-14,5.002058560891566e-10,9.019259276557039e-14
1.819687306778111e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44670607383273103,0.1131925874955571,0.022693952592542775,1.792786490571701e-12,1.5390713212115297e-10,1.4414174546537449e-05,1.6747072456477296e-06,1.3857338974711173e-08,4.570744508776626e-19,0.0001603158422404173,2.6536383694973423e-17,0.00012841968152371643,4.632311667191881e-13,2.04645355618297e-14,3.510640268528873e-14,2.599908891009241e-16,1.0558986654271309e-10,5.983689544898392e-12,0.005309669994377352,0.00025355213464362545,3.205880341506518e-05,1.0579891876038533e-09,9.048262033920175e-10,3.0828244853261883e-09,1.6194675792944063e-12,1.8371298312729757e-08,5.667152183772013e-06,2.230681630948089e-10,2.3163942008594398e-07,9.405900400433659e-12,5.2289191841590226e-12,2.8925445206682405e-14,4.6379304811317684e-15,1.1567999693094145e-14,5.010645260183127e-10,9.097086810361789e-14
1.8259966348054687e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4466950016822374,0.11318193260988701,0.02269351593338525,1.8212045974527532e-12,1.5630699217089344e-10,1.453677714242069e-05,1.6949590804507391e-06,1.399997179002536e-08,4.663562412150151e-19,0.00016086915005072107,2.7002511830278084e-17,0.00012877717294212354,4.681670152387352e-13,2.0854363520477565e-14,3.564456665473265e-14,2.6406369471528193e-16,1.0682721132556662e-10,6.068380053365615e-12,0.005319723912064603,0.00025440518115233687,3.219474980726123e-05,1.0660711458268206e-09,9.079326499615146e-10,3.0926608461065107e-09,1.6267304538439781e-12,1.853731119576476e-08,5.694092115992972e-06,2.2498609138318133e-10,2.337517544322909e-07,9.53924854490989e-12,5.2920399878825005e-12,2.925584117907619e-14,4.697760493350674e-15,1.1706990608979364e-14,5.027817706890004e-10,9.25433827370853e-14
1.8323059628328266e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4466839685509542,0.11317131610474133,0.022693079304237085,1.8499633926477112e-12,1.5873377757166828e-10,1.4660044623379616e-05,1.7153752721354552e-06,1.4143565164279986e-08,4.757881396852421e-19,0.00016142243058497324,2.7475157718441475e-17,0.00012913417016129395,4.731380151609164e-13,2.1250090300335642e-14,3.6188770696210254e-14,2.6818498607695167e-16,1.080737235622449e-10,6.153969090109004e-12,0.005329739324848564,0.00025525800322056977,3.233040829326025e-05,1.074173065495e-09,9.110388235822947e-10,3.1024966412131608e-09,1.6340131368891067e-12,1.8703854971949518e-08,5.7210168814384205e-06,2.269121750091048e-10,2.358767363026854e-07,9.674013803168287e-12,5.355671618745059e-12,2.958858661755665e-14,4.758059916623496e-15,1.1847071503777413e-14,5.044988884296974e-10,9.413736045278547e-14
1.8386152908601845e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44667297429523606,0.1131607378334558,0.022692642705020197,1.879065540207614e-12,1.6118764671051228e-10,1.4783977613456195e-05,1.735956392115815e-06,1.4288122109821727e-08,4.853718879513809e-19,0.00016197568374260728,2.795438916267443e-17,0.00012949067390007846,4.781442920359663e-13,2.1651780658839538e-14,3.6739054901783986e-14,2.7235514692985885e-16,1.0932942211908824e-10,6.24046301059171e-12,0.005339716379499745,0.000256110600433085,3.246577672224144e-05,1.0822947653016327e-09,9.141447237047893e-10,3.112331868777819e-09,1.6413155698758399e-12,1.8870923525400283e-08,5.747925903048702e-06,2.2884639446152205e-10,2.380143898288358e-07,9.81020621550437e-12,5.419815840090756e-12,2.992368463975269e-14,4.818829115150972e-15,1.1988245380079872e-14,5.062158792228907e-10,9.575301579373819e-14
1.8449246188875424e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4466620187719443,0.11315019764992645,0.022692206135656808,1.908513711465017e-12,1.636687575091133e-10,1.4908576714352789e-05,1.7567030088898415e-06,1.443364563673815e-08,4.951092382237204e-19,0.0001625289094229613,2.844027442690544e-17,0.0001298466848738129,4.831859713887165e-13,2.2059499761195394e-14,3.729545937656291e-14,2.765745622580647e-16,1.1059432562985479e-10,6.32786819253747e-12,0.005349655222228534,0.00025696297237697604,3.260085299231978e-05,1.0904360646335163e-09,9.172503497789037e-10,3.122166526931553e-09,1.6486376924105836e-12,1.903851072549995e-08,5.774818606689993e-06,2.3078873001571818e-10,2.40164738719275e-07,9.947835857443998e-12,5.484474406172515e-12,3.026113829148339e-14,4.8800684289857465e-15,1.2130515212740455e-14,5.079327430491078e-10,9.739056464994391e-14
1.8512339469149003e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4466511018384443,0.11313969540860742,0.022691769596069427,1.938310584966171e-12,1.6617726741664138e-10,1.5033842505523762e-05,1.777615688022567e-06,1.4580138752856092e-08,5.050019532280119e-19,0.00016308210752527768,2.893288223718353e-17,0.00013020220379436335,4.882631787181737e-13,2.2473313180365995e-14,3.785802423698609e-14,2.808436182784721e-16,1.1186845249671841e-10,6.41619103592281e-12,0.005359555998687335,0.00025781511864168713,3.273563505031781e-05,1.0985967835918147e-09,9.203557012540164e-10,3.1320006138049204e-09,1.6559794422830997e-12,1.9206610427890012e-08,5.80169442117021e-06,2.3273916173554566e-10,2.423278062585218e-07,1.0086912839731109e-11,5.5496490621000406e-12,3.060095055755239e-14,4.9417781741889926e-15,1.2273883948728308e-14,5.096494798869214e-10,9.905022426151301e-14
1.8575432749422582e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44664022335260434,0.11312923096450872,0.022691333086180838,1.96845884640297e-12,1.6871333340277196e-10,1.5159775544270641e-05,1.798694992129204e-06,1.472760446374006e-08,5.150518061732352e-19,0.00016363527794870282,2.94322817830787e-17,0.00013055723137017026,4.933760394970984e-13,2.2893286897046223e-14,3.842678960910913e-14,2.851627024334989e-16,1.1315182089128969e-10,6.505437962969193e-12,0.005369418853972699,0.00025866703881903357,3.287012089153004e-05,1.1067767430124341e-09,9.234607775789741e-10,3.1418341275279493e-09,1.663340755489783e-12,1.9375216475454806e-08,5.8285527782547e-06,2.3469766947570014e-10,2.445036153063339e-07,1.0227447308315336e-11,5.615341543788522e-12,3.094312436383498e-14,5.003958642981597e-15,1.2418354507193167e-14,5.113660897129562e-10,1.0073221322178451e-13
1.863852602969616e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44662938317279294,0.11311880417319421,0.022690896605914123,1.9989611885447773e-12,1.7127711195089953e-10,1.5286376365840907e-05,1.8199414808585645e-06,1.4876045772690599e-08,5.252605807189115e-19,0.00016418842059228673,2.9938542719080346e-17,0.0001309117683062932,4.985246791715851e-13,2.3319487299627963e-14,3.900179562689381e-14,2.8953220338371595e-16,1.144444487556603e-10,6.595615418135107e-12,0.005379243932627452,0.00025951873250321935,3.300430855948048e-05,1.1149757644859896e-09,9.265655782020913e-10,3.1516670662301137e-09,1.6707215662572186e-12,1.95443226992984e-08,5.855393112681702e-06,2.3666423288398264e-10,2.466921882970536e-07,1.0369449444339578e-11,5.681553577908071e-12,3.128766257526735e-14,5.066610103903732e-15,1.2563929779423923e-14,5.130825725018963e-10,1.0243675148043515e-13
1.870161930996974e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44661858115787734,0.11310841489077955,0.022690460155192653,2.0298203111701485e-12,1.7386875905152943e-10,1.541364548353046e-05,1.8413557108767392e-06,1.5025465680742668e-08,5.356300709419729e-19,0.000164741535354983,3.0451735165993063e-17,0.00013126581530445493,5.037092231606423e-13,2.3751981184153968e-14,3.95830824305011e-14,2.9395251100045156e-16,1.1574635380347095e-10,6.686729868108103e-12,0.0053890313786428105,0.00026037019929085585,3.313819614567297e-05,1.1231936703773548e-09,9.296701025711507e-10,3.1614994280403616e-09,1.678121807066063e-12,1.9713922919713326e-08,5.88221486217753e-06,2.3863883140356945e-10,2.488935472390466e-07,1.0512929464127464e-11,5.748286881833996e-12,3.1634567997869815e-14,5.129732801975223e-15,1.2710612628726555e-14,5.14798928226491e-10,1.0416406034657783e-13
1.876471259024332e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.446607817167222,0.11309806297392985,0.022690023733940093,2.06103892099841e-12,1.7648843019584914e-10,1.554158338878969e-05,1.8629382358510408e-06,1.5175867186664042e-08,5.461620813032076e-19,0.0001652946221356485,3.0971929712330197e-17,0.0001316193730630853,5.08929796855776e-13,2.4190835754260895e-14,4.0170690164587904e-14,2.984240163583606e-16,1.1705755352100295e-10,6.778787801796775e-12,0.005398781335460488,0.0002612214387809803,3.3271781789334056e-05,1.131430283844764e-09,9.32774350133402e-10,3.1713312110871245e-09,1.6855414086751685e-12,1.9884010947140695e-08,5.909017467471516e-06,2.4062144427528785e-10,2.5110771371423877e-07,1.0657897619170707e-11,5.815543163597888e-12,3.198384337989251e-14,5.193326958860261e-15,1.2858405890382708e-14,5.16515156857563e-10,1.0591436249184945e-13
1.8827805870516898e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4465970910606855,0.11308774827985794,0.022689587342080375,2.0926197316211065e-12,1.7913628036948094e-10,1.567019055133319e-05,1.8846896064342083e-06,1.5327253286953663e-08,5.5685842661330935e-19,0.00016584768083304302,3.149919741570485e-17,0.00013197244227736466,5.141865256205712e-13,2.4636118621111658e-14,4.076465897660748e-14,3.0294711172795993e-16,1.183780651682925e-10,6.871795730322676e-12,0.0054084939459748075,0.0002620724505750731,3.340506367714916e-05,1.139685428858509e-09,9.358783203355587e-10,3.1811624134983143e-09,1.6929803001459825e-12,2.00545805831224e-08,5.935800372310713e-06,2.4261205053989643e-10,2.5333470887774545e-07,1.0804364196116405e-11,5.8833241218394765e-12,3.2335491412466806e-14,5.257392773034731e-15,1.3007312371634547e-14,5.182312583640137e-10,1.0768788195348824e-13
1.8890899150790477e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4465864026986201,0.1130774706663219,0.022689150979537734,2.1245654634333597e-12,1.8181246404641527e-10,1.5799467419252723e-05,1.906610370248865e-06,1.547962697584002e-08,5.67720931998535e-19,0.00016640071134582928,3.20336098042187e-17,0.00013232502363926747,5.194795347902769e-13,2.5087897803317542e-14,4.13650290151138e-14,3.07522190568132e-16,1.1970790578026644e-10,6.965760187012174e-12,0.005418169352534779,0.00026292323427707585,3.353804004299199e-05,1.1479589302191956e-09,9.389820126237992e-10,3.190993033401331e-09,1.7004384088671781e-12,2.022562562124432e-08,5.962563023474328e-06,2.4461062904037026e-10,2.5557455345759177e-07,1.0952339516754196e-11,5.95163144575933e-12,3.268951473070747e-14,5.321930419956717e-15,1.31573348516271e-14,5.199472327128309e-10,1.0948484413740098e-13
1.8953992431064056e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44657575194186905,0.11306722999162315,0.022688714646236677,2.1568788435651146e-12,1.845171351831258e-10,1.5929414419133595e-05,1.928701071872237e-06,1.563299124527952e-08,5.787514328659821e-19,0.00016695371357257273,3.2575238877848306e-17,0.0001326771178376051,5.248089496713894e-13,2.554624172685029e-14,4.197184042806985e-14,3.1214964751859554e-16,1.2104709216789953e-10,7.060687727388271e-12,0.0054278076969461915,0.0002637737894934084,3.3670709167647526e-05,1.1562506135755892e-09,9.420854264437662e-10,3.200823068923076e-09,1.7079156605795295e-12,2.039713984807107e-08,5.98930487078792e-06,2.4661715842418995e-10,2.578272677545244e-07,1.1101833938003402e-11,6.020466815072311e-12,3.304591591472089e-14,5.386940052239981e-15,1.3308476081353152e-14,5.216630798690958e-10,1.1130547582121944e-13
1.9017085711337635e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44656513865176506,0.11305702611460443,0.022688278342102002,2.1895626058122743e-12,1.872504472128647e-10,1.606003195617429e-05,1.95096225282113e-06,1.5787349084954877e-08,5.899517748684983e-19,0.0001675066874117414,3.312415710982901e-17,0.00013302872555806858,5.301748955412405e-13,2.601121922494407e-14,4.258513336116014e-14,3.1682987839234613e-16,1.2239564091939223e-10,7.156584929162351e-12,0.005437409120473695,0.0002646241158329863,3.380306937852854e-05,1.1645603054420343e-09,9.45188561240565e-10,3.2106525181899546e-09,1.7154119794010041e-12,2.056911704407175e-08,6.016025367137355e-06,2.4863161714563574e-10,2.600928716419132e-07,1.125285785190001e-11,6.0898318999618584e-12,3.340469749055733e-14,5.452421799830213e-15,1.3460738783624492e-14,5.233787997959901e-10,1.1315000515734718e-13
1.9080178991611214e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4465545626901284,0.1130468588946476,0.02268784206705878,2.222619490567762e-12,1.9001255304013637e-10,1.6191320414309256e-05,1.9733944515371603e-06,1.594270348227344e-08,6.013238138692357e-19,0.00016805963276170553,3.368043744803647e-17,0.00013337984748327123,5.35577497647582e-13,2.6482899537987625e-14,4.3204947956107496e-14,3.215632801680645e-16,1.2375356840136952e-10,7.2534583922258734e-12,0.005446973763842855,0.0002654742129072372,3.3935119049385814e-05,1.1728878332154437e-09,9.482914164587632e-10,3.2204813793278764e-09,1.7229272878520569e-12,2.0741550984536676e-08,6.042723968482493e-06,2.506539834680841e-10,2.6237138456574297e-07,1.140542168558361e-11,6.159728361035042e-12,3.376586193121556e-14,5.5183757701840676e-15,1.3614125653040224e-14,5.250943924548022e-10,1.1501866167599526e-13
1.920636555215837e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4465335222019652,0.1130266338661309,0.022686969603948396,2.2898636217460166e-12,1.9562375503012185e-10,1.6455911524046497e-05,2.0187740405750688e-06,1.625641388808308e-08,6.24590457153606e-19,0.0001691654375870133,3.4815378616101706e-17,0.00013408063666320972,5.464931714103819e-13,2.7446647605512257e-14,4.446430266860115e-14,3.3119119012271545e-16,1.2649762392277874e-10,7.450160612637145e-12,0.005465993270325397,0.0002671737177181283,3.419828049592657e-05,1.1895957105821211e-09,9.544962859349385e-10,3.2401373297181083e-09,1.7380145558900423e-12,2.1087764179549952e-08,6.096053325449123e-06,2.5472235102877476e-10,2.669672131705362e-07,1.17152109963089e-11,6.301122006016961e-12,3.449534903971061e-14,5.651700697653937e-15,1.3924282530408924e-14,5.285251958039106e-10,1.1882928128885118e-13
1.931993345665081e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4465147120496772,0.11300855530790357,0.0226861844858959,2.3516870430340745e-12,2.0077383453584538e-10,1.669634149373631e-05,2.0602058896494298e-06,1.654219140347797e-08,6.461364656398261e-19,0.00017016056347516126,3.5862745650429946e-17,0.00013470969229180518,5.564438979909918e-13,2.8337647444868338e-14,4.5620428554795125e-14,3.40042159653291e-16,1.289995088471669e-10,7.63059808855535e-12,0.005482986438812526,0.00026870248411436985,3.443404837455248e-05,1.2046920861069389e-09,9.600797067215673e-10,3.257825654857696e-09,1.7516572325792656e-12,2.140085560069939e-08,6.143969471401979e-06,2.5841070393980925e-10,2.711477941559542e-07,1.1999393224955476e-11,6.430210054646426e-12,3.516006059316528e-14,5.773308758256838e-15,1.4207294825022092e-14,5.316124831344062e-10,1.2234368486825586e-13
1.943350136114325e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4464960207147489,0.11299059335609074,0.022685399460947234,2.414762294053682e-12,2.0601955920357805e-10,1.6938950260473854e-05,2.1022000680742198e-06,1.6831244121627028e-08,6.682680976340481e-19,0.0001711555954732734,3.6935122233572736e-17,0.00013533718442350652,5.665153372354921e-13,2.925145982699068e-14,4.679830855141956e-14,3.490716291879774e-16,1.315320253956852e-10,7.814302305427546e-12,0.0054998626037289795,0.0002702305017644191,3.466878689808057e-05,1.2198436076932153e-09,9.656622130108476e-10,3.275512045292092e-09,1.7653601604048377e-12,2.171532992548534e-08,6.1918063585229625e-06,2.6212433094842014e-10,2.753704833273676e-07,1.2288728559617277e-11,6.561045145599181e-12,3.583252876921523e-14,5.896447483378211e-15,1.449399003465684e-14,5.346993574285047e-10,1.259398934651987e-13
1.954706926563569e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4464774474087129,0.11297274720983393,0.02268461452867548,2.4791055861995035e-12,2.113618009905191e-10,1.7183739311779454e-05,2.1447596029956084e-06,1.7123589382601238e-08,6.909965409288673e-19,0.0001721505329851075,3.803295114097421e-17,0.00013596311693350898,5.767082184651806e-13,3.0188503266218045e-14,4.799817640161062e-14,3.5828195504440534e-16,1.3409526117160718e-10,8.0013125547026e-12,0.005516622566563949,0.0002717577684950787,3.490248821741051e-05,1.2350493027171204e-09,9.712438015440325e-10,3.293196490074918e-09,1.7791228331427042e-12,2.2031150781512535e-08,6.239560926835587e-06,2.658630986879322e-10,2.796353786709814e-07,1.2583279078907873e-11,6.693636611640234e-12,3.651276620335417e-14,6.021116711075816e-15,1.478438285021903e-14,5.37785818392932e-10,1.2961929591556907e-13
1.9660637170128132e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4464589913480807,0.11295501607377245,0.022683829688656593,2.5447331945947007e-12,2.1680142592417657e-10,1.743070992277383e-05,2.187887488189677e-06,1.7419244502454942e-08,7.143330875642235e-19,0.00017314537541339358,3.915668024003364e-17,0.00013658749366797816,5.870232706582494e-13,3.114920053919652e-14,4.922026567429338e-14,3.676755051613644e-16,1.3668930155429412e-10,8.191668359985705e-12,0.0055332671233099375,0.0002732842821607722,3.513514494477782e-05,1.2503082090300034e-09,9.76824469056727e-10,3.3108789782552656e-09,1.7929447298748136e-12,2.234828181186477e-08,6.28723014963947e-06,2.696268719720428e-10,2.839425737158707e-07,1.2883107228871549e-11,6.8279936816992865e-12,3.720078505363667e-14,6.147316058464916e-15,1.5078487664526795e-14,5.408718657151114e-10,1.3338329575755716e-13
1.9774205074620573e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4464406517543107,0.11293739915800574,0.022683044940469386,2.6116614567787704e-12,2.2233929402772965e-10,1.7679863158972447e-05,2.231586683827151e-06,1.771822677319474e-08,7.382891331086472e-19,0.0001741401221598343,4.030676251579479e-17,0.00013721031844479985,5.974612224421554e-13,3.213397868132048e-14,5.0464809733230004e-14,3.772546589506365e-16,1.3931422972483406e-10,8.385409476872393e-12,0.005549797064500519,0.0002748100406438161,3.536675014736208e-05,1.2656193752086818e-09,9.824042122788993e-10,3.3285594988778478e-09,1.8068253154910433e-12,2.266668669077455e-08,6.334811033727241e-06,2.7341551383867895e-10,2.8829215754812903e-07,1.3188275822721882e-11,6.964125480156871e-12,3.789659701944234e-14,6.2750449254826995e-15,1.5376318572098564e-14,5.43957499063303e-10,1.3723331128727838e-13
1.9887772979113014e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44642242785377706,0.11291989567805578,0.0226822602836955,2.6799067713946907e-12,2.2797625925128376e-10,1.7931199879162204e-05,2.2758601162470057e-06,1.8020553462748204e-08,7.628761759326964e-19,0.00017513477262510657,4.148365609654934e-17,0.00013783159505431777,6.080228020860258e-13,3.314326898289378e-14,5.1732041706265985e-14,3.8702180714797447e-16,1.4197012669219744e-10,8.582575892780767e-12,0.005566213175247838,0.00027633504185468357,3.559729734073672e-05,1.2809818607902514e-09,9.87983027934886e-10,3.3462380409831866e-09,1.8207640411957367e-12,2.2986329138906604e-08,6.382300619592972e-06,2.7722888559398535e-10,2.9268421482774075e-07,1.3498848040577494e-11,7.102041026157867e-12,3.86002133601864e-14,6.4043024987467295e-15,1.5677889369060645e-14,5.470427180867443e-10,1.4117077561404444e-13
2.0001340883605455e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4464043188777381,0.1129025048548299,0.02268147571791941,2.749485596875873e-12,2.337131694088146e-10,1.8184720738353948e-05,2.3207106777387484e-06,1.8326241814932614e-08,7.881058164755413e-19,0.0001761293262088634,4.2687824279355466e-17,0.00013845132726006092,6.187087374931028e-13,3.417750698502793e-14,5.302219445477875e-14,3.96979351663283e-16,1.4465707131986528e-10,8.78320782678203e-12,0.005582516235279865,0.00027785928373225854,3.582678048217459e-05,1.2963947364958883e-09,9.935609127434092e-10,3.3639145936077542e-09,1.8347603450148627e-12,2.3307172938352936e-08,6.429695981632271e-06,2.8106684685630083e-10,2.971188258080458e-07,1.3814887429195047e-11,7.241749232951772e-12,3.931164491396651e-14,6.535087755446123e-15,1.5983213553147775e-14,5.501275224157862e-10,1.4519713671528998e-13
2.0114908788097896e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44638632406230633,0.11288522591458387,0.022680691242728382,2.8204144501332426e-12,2.395508661208634e-10,1.8440426190808474e-05,2.366141226333554e-06,1.8635309049423605e-08,8.13989756505084e-19,0.0001771237823097364,4.3919735555469675e-17,0.00013906951879945874,6.295197561932237e-13,3.523713247527947e-14,5.4335500543339656e-14,4.071297054300136e-16,1.4737514035291495e-10,8.9873457294292e-12,0.005598707018977365,0.0002793827642440817,3.605519396381378e-05,1.3118570844401267e-09,9.991378634175971e-10,3.381589145784134e-09,1.8488136523039353e-12,2.3629181947241244e-08,6.476994228333927e-06,2.84929255600123e-10,3.0159606635779495e-07,1.4136457901699437e-11,7.383258907260405e-12,4.0030902116090566e-14,6.667399467271245e-15,1.6292304323771624e-14,5.532119116620355e-10,1.493138574911466e-13
2.0228476692590337e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44636844264841785,0.11286805808888492,0.022679906857712456,2.892709905242904e-12,2.454901847628034e-10,1.869831649312982e-05,2.4121545856040834e-06,1.89477723617238e-08,8.405397983724884e-19,0.00017811814032533873,4.5179863635692257e-17,0.00013968617338454503,6.404565853353379e-13,3.632258948304193e-14,5.567219220959559e-14,4.1747529225382525e-16,1.5012440844552207e-10,9.19503028258413e-12,0.005614786295410641,0.0002809054813865863,3.628253260569687e-05,1.3273679983241097e-09,1.0047138766650008e-09,3.3992616865412233e-09,1.862923376258394e-12,2.395232011391906e-08,6.524192502463324e-06,2.8881596820018437e-10,3.0611600798567806e-07,1.4463623737311283e-11,7.52657874867234e-12,4.075799501744252e-14,6.801236204433824e-15,1.6605174582198712e-14,5.56295885418499e-10,1.5352241581867135e-13
2.0342044597082778e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4463506738818024,0.1128510006145756,0.022679122562464456,2.966388592134791e-12,2.5153195441858517e-10,1.8958391707421013e-05,2.4587535444729816e-06,1.9263648923131367e-08,8.677678442618126e-19,0.00017911239965226892,4.6468687475626296e-17,0.00014030129470265015,6.515199516800603e-13,3.743432627470225e-14,5.703250133437755e-14,4.2801854666055133e-16,1.5290494818884807e-10,9.406302399242829e-12,0.005630754828375997,0.0002824274331853261,3.6508791648692675e-05,1.3429265836191045e-09,1.010288949187617e-09,3.4169322049043973e-09,1.8770889184230524e-12,2.4276551490858e-08,6.571287981237479e-06,2.9272683947548257e-10,3.106787178672456e-07,1.479644958107167e-11,7.671717349064083e-12,4.1492933302755795e-14,6.936596339704993e-15,1.692183693183279e-14,5.593794432597226e-10,1.5782430460573043e-13
