Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),CH3X(55),COX(50),H2OX(23),O(29),CHOX(53),acetyl(44),C2H4X(215),CO2X(24),C2H4X(70),HOCO(73),CHO2(74)
2.566294063360602e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.441965293648507,0.10818699664466205,0.021104694478352816,3.0763285328205425e-08,1.280412731787128e-05,0.002594201576717949,0.0010379519197419142,1.5983240462589574e-05,4.497921213156075e-14,0.0016388749348467927,4.803986687701473e-12,0.00038374607182399805,6.829359349384995e-10,8.586090393373131e-07,7.222448450515182e-11,2.7956924309899577e-12,1.6418570420878115e-05,1.5154589259329603e-07,0.007758737016582158,0.0023559935460367837,0.00016214477872819255,5.020839387324761e-08,8.604778463232029e-09,2.9296770857918608e-08,2.622780569465673e-11,2.2286552244177042e-07,1.3450053605845152e-05,2.0459201945469173e-08,5.131301147164722e-05,2.397318019161225e-07,5.06889318051029e-09,3.2093671530626775e-09,5.773813711845323e-10,9.566364920088148e-06,2.1745858851723723e-12,4.2567649856865775e-12,1.3021114549325698e-08,9.977784097752853e-12,4.2680500904885916e-14,9.023388536892928e-16,5.027117930991651e-17
2.576895353391808e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44195957924580187,0.10817633288162083,0.021097901609534408,3.117073716144742e-08,1.2910414831432343e-05,0.002610523920803441,0.0010454341582109596,1.610758987830972e-05,4.5666189325843586e-14,0.0016426615475920517,4.870231613683279e-12,0.00038384306054365053,6.883775449582749e-10,8.672542393632344e-07,7.276474171444968e-11,2.825217326923992e-12,1.646011215917482e-05,1.5355296421869017e-07,0.007757865854774372,0.002361924981067247,0.00016247615804727947,5.043829192982376e-08,8.621884592634202e-09,2.936414136804807e-08,2.630842890658331e-11,2.2327265416255593e-07,1.3446965654819555e-05,2.0585117272469452e-08,5.163778919924798e-05,2.42907309129437e-07,5.080539438726445e-09,3.2324611235490985e-09,5.821606403860237e-10,9.58072100009219e-06,2.19246923183885e-12,4.297356829370327e-12,1.3211480107028262e-08,1.006472993399871e-11,4.324520196569266e-14,9.14512611543281e-16,5.094984909016883e-17
2.5874966434230143e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4419538861602162,0.10816566976771738,0.021091111070606947,3.158171300968385e-08,1.3017005375508069e-05,0.002626871240425392,0.0010529334460514116,1.623207697800045e-05,4.636075368371769e-14,0.001646429623757024,4.9369604062080715e-12,0.0003839395506481718,6.938264163392756e-10,8.759321715702522e-07,7.330636068281119e-11,2.854897585445441e-12,1.6501342714375688e-05,1.5557580590288301e-07,0.007756995147806904,0.0023678348309596094,0.00016280686434629415,5.066803871549334e-08,8.638881611587226e-09,2.943118525190199e-08,2.6388868590135223e-11,2.2367845611435825e-07,1.3443865968014549e-05,2.0711246581159253e-08,5.196306473161226e-05,2.4610777206419476e-07,5.0921283077717835e-09,3.2556073714481473e-09,5.869534373222243e-10,9.594921524574602e-06,2.2104213393898542e-12,4.338111875583951e-12,1.3403560313403416e-08,1.0152001687875769e-11,4.381433179993327e-14,9.26794426788507e-16,5.1634549281655674e-17
2.5980979334542203e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44194821430577846,0.10815500730695857,0.02108432286022973,3.1996225783755324e-08,1.3123897217109323e-05,0.0026432434044227665,0.0010604496998034359,1.6356697424047418e-05,4.7062956987726543e-14,0.0016501792522643085,5.004171808467162e-12,0.0003840355551136312,6.992823618114477e-10,8.846425768894136e-07,7.38493369267952e-11,2.8847329382532247e-12,1.654226365612584e-05,1.5761443641872864e-07,0.007756124894773448,0.002373723180791789,0.00016313690180112933,5.089763294609761e-08,8.65577008648782e-09,2.949790406545427e-08,2.6469125557681362e-11,2.2408293748313488e-07,1.3440754789300612e-05,2.083758881377942e-08,5.228883543664429e-05,2.493332204556584e-07,5.103660065580522e-09,3.2788056393757907e-09,5.917596841276209e-10,9.608967954987668e-06,2.2284421244663285e-12,4.379029454358023e-12,1.3597358824008722e-08,1.0239598323373771e-11,4.4387895596667505e-14,9.391847393792348e-16,5.2325304487229915e-17
2.6086992234854264e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4419425635969775,0.10814434550327895,0.021077536977061814,3.241428835032171e-08,1.3231088631888852e-05,0.0026596402824420424,0.0010679828364109684,1.6481446904052566e-05,4.777285113894533e-14,0.0016539105216852809,5.071864527531243e-12,0.0003841310865865259,7.047451951226199e-10,8.933851961110636e-07,7.43936659833379e-11,2.91472311407302e-12,1.6582876557865424e-05,1.596688739919102e-07,0.0077552550947435316,0.002379590115237581,0.00016346627454286056,5.112707335394458e-08,8.672550581220954e-09,2.956429935848914e-08,2.6549200618967832e-11,2.244861073713696e-07,1.3437632359242622e-05,2.096414291793559e-08,5.2615098698746404e-05,2.5258368317302815e-07,5.115134988966318e-09,3.302055671210233e-09,5.965793033296684e-10,9.622861741410589e-06,2.2465315035615527e-12,4.420108895298625e-12,1.3792879226445898e-08,1.0327518803305246e-11,4.496589839147227e-14,9.516839883896481e-16,5.302213926051012e-17
2.6193005135166324e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4419369339487582,0.10813368436054163,0.02107075341976208,3.283591353182061e-08,1.3338577904164688e-05,0.002676061744929381,0.0010755327732200363,1.6606321130960795e-05,4.849048815625357e-14,0.0016576235202389888,5.140037234747075e-12,0.00038422615739199016,7.102147310446448e-10,9.021597699129271e-07,7.493934340948209e-11,2.944867838701959e-12,1.6623182996542588e-05,1.6173913630401702e-07,0.007754385746764102,0.002385435718568379,0.0001637949866584325,5.135635868761014e-08,8.689223657157664e-09,2.963037267458376e-08,2.662909458110307e-11,2.2488797479911521e-07,1.343449891514832e-05,2.1090907846569233e-08,5.2941851918655744e-05,2.558591882243111e-07,5.1265533536191866e-09,3.325357212086514e-09,6.014122178497658e-10,9.636604322569118e-06,2.2646893930251987e-12,4.461349527639104e-12,1.3990125040610374e-08,1.0415762089362571e-11,4.554834506731466e-14,9.642926120090046e-16,5.372507810560684e-17
2.6299018035478385e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.441931325276518,0.10812302388253932,0.021063972186989348,3.326111410642812e-08,1.3446363326941881e-05,0.0026925076631229236,0.0010830994279770734,1.673131584318089e-05,4.921592017560896e-14,0.0016613183357911299,5.208688566135965e-12,0.0003843207795418027,7.156907853792992e-10,9.109660388877374e-07,7.548636478211458e-11,2.9751668350529408e-12,1.6663184552332637e-05,1.6382524049563937e-07,0.007753516849861,0.0023912600746549078,0.0001641230421913313,5.158548771174194e-08,8.705789873153244e-09,2.9696125551092e-08,2.670880824854407e-11,2.2528854870501843e-07,1.3431354691115993e-05,2.1217882557928778e-08,5.326909251328379e-05,2.591597627612173e-07,5.137915434102654e-09,3.3487100083910844e-09,6.06258351004154e-10,9.650197125857534e-06,2.282915709067357e-12,4.502750680290904e-12,1.41890997189454e-08,1.050432714217453e-11,4.61352403554295e-14,9.77011047536874e-16,5.44341454768536e-17
2.6405030935790445e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.441925737496103,0.1081123640729949,0.02105719327740241,3.3689902808021906e-08,1.3554443201932593e-05,0.0027089779090452093,0.0010906827188272366,1.685642680470058e-05,4.994919944932212e-14,0.0016649950558530998,5.277817122793929e-12,0.0003844149647421954,7.211731749639377e-10,9.198037435704036e-07,7.603472569771143e-11,3.0056198231985523e-12,1.670288280836315e-05,1.65927203169478e-07,0.007752648403040377,0.0023970632669689552,0.0001644504451422436,5.181445920686573e-08,8.722249785545875e-09,2.9761559519129586e-08,2.6788342423082577e-11,2.256878379473279e-07,1.342819991808136e-05,2.1345066015540895e-08,5.359681791555841e-05,2.624854330840803e-07,5.14922150385115e-09,3.372113807756398e-09,6.111176265047464e-10,9.663641567362815e-06,2.301210367762451e-12,4.544311681893566e-12,1.4389806646700634e-08,1.0593212921361602e-11,4.6726588836201107e-14,9.89839731378451e-16,5.5149365778542133e-17
2.6511043836102505e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4419201705238041,0.10810170493556276,0.021050416689660144,3.4122292326146655e-08,1.3662815839574609e-05,0.0027254723554957215,0.001098282564312714,1.698164980519603e-05,5.069037834533265e-14,0.0016686537675811217,5.347421471293397e-12,0.00038450872440146935,7.266617176769115e-10,9.286726244647248e-07,7.658442177209073e-11,3.0362265204146203e-12,1.6742279350445004e-05,1.680450403934687e-07,0.007751780405290004,0.0024028453785851,0.00016477719946970276,5.204327196919417e-08,8.738603948155606e-09,2.982667610356048e-08,2.6867697903832637e-11,2.2608585130488611e-07,1.3425034823863756e-05,2.1472457188181944e-08,5.392502557426869e-05,2.658362246468011e-07,5.160471835167616e-09,3.395568359055471e-09,6.15989968459884e-10,9.676939051890987e-06,2.319573285053167e-12,4.58603186086382e-12,1.4592249142195005e-08,1.068241838559079e-11,4.7322394940049227e-14,1.0027790990399494e-15,5.587076336466233e-17
2.6617056736414566e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4419146242763543,0.10809104647382937,0.021043642422421585,3.455829530598155e-08,1.3771479559048243e-05,0.0027419908760435573,0.0011058988833710375,1.710698066013572e-05,5.143950934648627e-14,0.001672294557775439,5.417500144086383e-12,0.0003846020696374217,7.321562324427519e-10,9.375724220696604e-07,7.713544864017287e-11,3.066986641223368e-12,1.6781375766809234e-05,1.7017876770392184e-07,0.0077509128555805235,0.0024086064921824478,0.00016510330909072236,5.2271924810438744e-08,8.754852912283759e-09,2.989147682298441e-08,2.69468754872185e-11,2.2648259747810608e-07,1.342185963321152e-05,2.1600055049849556e-08,5.4253712953912145e-05,2.6921216206181564e-07,5.1716666992213505e-09,3.4190734123964696e-09,6.208753013750244e-10,9.690090972995483e-06,2.338004376754272e-12,4.627910545443854e-12,1.479643045708381e-08,1.0771942492629419e-11,4.7922662948318875e-14,1.0158295851240656e-15,5.659836253864612e-17
2.6723069636726626e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44190909867092454,0.10808038869131462,0.021036870474345982,3.499792434831008e-08,1.3880432688291781e-05,0.002758533345020209,0.001113531595333388,1.723241521087888e-05,5.219664504981326e-14,0.0016759175128795826,5.4880516399089555e-12,0.00038469501128458964,7.37656539237122e-10,9.465028769051509e-07,7.768780195574775e-11,3.097899897436201e-12,1.6820173647849468e-05,1.7232840010867478e-07,0.0077500457528666255,0.002414346690046365,0.0001654287778814171,5.250041655762332e-08,8.77099722671265e-09,2.9955963189725664e-08,2.702587596696301e-11,2.2687808508993022e-07,1.341867456784671e-05,2.17278585797344e-08,5.4582877534544515e-05,2.72613269105083e-07,5.182806366046032e-09,3.4426287191172608e-09,6.2577355015336e-10,9.703098713007539e-06,2.3565035585564325e-12,4.6699470637487275e-12,1.5002353776629886e-08,1.086178419939831e-11,4.8527396994173604e-14,1.0289916233255282e-15,5.733218755311605e-17
2.6829082537038687e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4419035936251207,0.10806973159147241,0.021030100844092868,3.5441192009492104e-08,1.398967356401537e-05,0.0027750996375124734,0.001121180619922904,1.735794932476857e-05,5.296183816580807e-14,0.001679522718979705,5.5590744241869624e-12,0.00038478755990131394,7.431624590915434e-10,9.554637295375017e-07,7.824147739124924e-11,3.128965998196116e-12,1.6858674585870132e-05,1.7449395209025773e-07,0.0077491790960881575,0.0024200660540702073,0.0001657536096776115,5.272874605290066e-08,8.787037437705723e-09,3.002013670982293e-08,2.7104700134076847e-11,2.2727232268677585e-07,1.3415479846509045e-05,2.1855866762192047e-08,5.49125168116321e-05,2.76039568721095e-07,5.1938911045379915e-09,3.466234031779994e-09,6.306846400963724e-10,9.715963643068447e-06,2.3750707460299296e-12,4.712140743812976e-12,1.5210022219978773e-08,1.0951942462023946e-11,4.913660106349267e-14,1.042265646426721e-15,5.807226260963824e-17
2.6935095437350747e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44189810905698007,0.10805907517769198,0.02102333353032214,3.588811080143777e-08,1.4099200531713458e-05,0.002791689629355458,0.0011288458772529839,1.748357889521951e-05,5.373514151771041e-14,0.0016831102618039787,5.630566929442849e-12,0.00038487972577662866,7.486738140978996e-10,9.64454720604331e-07,7.879647063753627e-11,3.160184650019736e-12,1.6896880174839994e-05,1.76675437609072e-07,0.007748312884171164,0.002425764665757057,0.00016607780827543756,5.295691215337147e-08,8.802974089007978e-09,3.0083998883020346e-08,2.7183348776848486e-11,2.2766531873946501e-07,1.3412275684999204e-05,2.198407858671501e-08,5.52426282959063e-05,2.794910830279047e-07,5.204921182454665e-09,3.4898891041656484e-09,6.356084969043194e-10,9.728687123163634e-06,2.393705854628376e-12,4.754490913636363e-12,1.5419438840437715e-08,1.1042416235890099e-11,4.975027899577134e-14,1.0556520862933794e-15,5.881861185847944e-17
2.7041108337662807e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4418926448849685,0.10804841945329863,0.02101656853169414,3.6338693191583834e-08,1.4209011945675827e-05,0.0028083031971257127,0.0011365272878255926,1.760929984180074e-05,5.451660804078743e-14,0.0016866802267220607,5.70252755570348e-12,0.0003849715189369794,7.541904274127234e-10,9.734755908390821e-07,7.935277740368041e-11,3.191555556838969e-12,1.6934792010151247e-05,1.7887287010657937e-07,0.007747447116028884,0.002431442606221458,0.0001664013774319198,5.3184913730905205e-08,8.818807721846794e-09,3.014755120275953e-08,2.7261822680834145e-11,2.2805708164413866e-07,1.340906229622138e-05,2.2112493047904972e-08,5.557320951322057e-05,2.829678333221738e-07,5.215896866413233e-09,3.513593691268614e-09,6.405450466766618e-10,9.741270502158532e-06,2.412408799692339e-12,4.7969969012288645e-12,1.563060662575844e-08,1.1133204475688523e-11,5.036843448502429e-14,1.0691513738703683e-15,5.957125939836872e-17
2.714712123797487e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44188720102797696,0.108037764421555,0.021009805846869675,3.679295160287186e-08,1.4319106168997191e-05,0.0028249402181344616,0.0011442247725295617,1.773510811031322e-05,5.5306290781617564e-14,0.0016902326987446158,5.77495467090888e-12,0.00038506294915277534,7.597121232612641e-10,9.825260810951141e-07,7.991039341675987e-11,3.2230784200423022e-12,1.697241168838375e-05,1.8108626250850359e-07,0.007746581790562668,0.0024370999561911452,0.0001667243208655499,5.3412749671964035e-08,8.834538874933001e-09,3.021079515617272e-08,2.7340122628849028e-11,2.2844761972315756e-07,1.3405839890225198e-05,2.2241109145445032e-08,5.590425800440975e-05,2.864698400842378e-07,5.2268184218894666e-09,3.5373475492912336e-09,6.454942159124237e-10,9.753715117836078e-06,2.431179496452947e-12,4.839658034654817e-12,1.5843528498423625e-08,1.1224306135468964e-11,5.0991071080692186e-14,1.0827639391775334e-15,6.033022927626327e-17
2.725313413828693e-07,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44188177740531837,0.10802711008566176,0.02100304547451012,3.725089841372854e-08,1.4429481573585454e-05,0.002841600570420944,0.001151938252638893,1.7860999672862436e-05,5.6104242897375604e-14,0.0016937677625229052,5.847846611321764e-12,0.00038515402594477955,7.652387269413489e-10,9.916059323693636e-07,8.046931442165981e-11,3.254752938515725e-12,1.700974080707466e-05,1.8331562722804122e-07,0.007745716906662874,0.0024427367960087763,0.00016704664225684988,5.3640418877428265e-08,8.850168084462339e-09,3.027373222407695e-08,2.7418249400958827e-11,2.288369412259885e-07,1.3402608674246918e-05,2.2369925884072233e-08,5.623577132515143e-05,2.899971229831874e-07,5.2376861132167484e-09,3.56115043563838e-09,6.504559315104956e-10,9.766022296935842e-06,2.4500178600354195e-12,4.882473642076314e-12,1.605820731593679e-08,1.131572016868833e-11,5.161819218855086e-14,1.0964902113056287e-15,6.109554548711861e-17
