Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),CHOX(53),CO2X(24),H2OX(23)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.305033530381265e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,-8.3549835244613553e-121,1.3110990220893073e-65,2.9700081002468528e-36,1.2382291998078477e-88,1.8017298133371802e-54,4.2110239843090975e-132,5.5646936881172801e-20,-6.5608289538115907e-106,5.5646936881172801e-20,2.6008207365874262e-72,1.6064634461236568e-73,2.77807644704192e-112,3.221172339175339e-113,2.5830014177686875e-54,1.2209071727050638e-85,3.0390311154049371e-18,8.9980309964363556e-20,3.6022135338600681e-22,9.0087835581305725e-38,3.3357997036290013e-37,3.6022135338268326e-22,1.6590556342894604e-33,1.6672150656760833e-41,8.4364531485050619e-46,1.0649564221879753e-76,2.1456313283533211e-52,2.0268211903150187e-98,4.8924526194225911e-106,-1.5818677206078308e-108,-3.4220916224676318e-108,3.3174158765879761e-54
1.7654093885067544e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,1.5136418798461391e-118,2.9328790765209751e-64,1.7938848930411079e-35,1.3682900779963519e-86,2.7227741129322021e-53,1.5194732551459157e-129,1.5581142326728387e-19,1.266577710752486e-104,1.558114232672838e-19,7.3347306579065704e-71,5.0509781338002486e-72,5.553563866819358e-110,6.4393427080341752e-111,3.0665392809457818e-53,6.3197671889384378e-84,8.5092871231338226e-18,2.5194486790021794e-19,1.0086197894862129e-21,5.4413052647913803e-37,2.0148230209898635e-36,1.0086197894661383e-21,1.0020695933826883e-32,1.979317707446402e-40,1.0015849835126319e-44,6.4787085766315941e-75,2.5472935136608537e-51,1.9087220613821864e-96,9.7803457195076205e-104,1.6009059479677742e-106,3.4632774694113061e-106,3.9384361258083272e-53
4.03522145944401e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996531,0.022821567693054285,6.3898514892909884e-116,5.7948774754098635e-63,8.63678356289797e-35,1.2379501525745707e-84,2.9290361447184042e-52,5.5017571619991087e-127,3.5614039603950602e-19,1.3373723089381751e-102,3.5614039603950569e-19,1.5954641297131855e-69,1.1268454346161746e-70,1.0054357006530362e-107,1.1658000524806428e-108,3.0107464456406471e-52,2.7594576872319915e-82,1.9449799138591578e-17,5.7587398377192674e-19,2.3054166617081996e-21,2.6197542522251389e-36,9.7005055381223277e-36,2.3054166616115483e-21,4.8245336385915636e-32,1.943305823126885e-39,9.8338170272772793e-44,2.9248562572606303e-73,2.5009478783119781e-50,1.6682329363129191e-94,1.7706663661229399e-101,3.352608510144455e-104,7.2527767989813891e-104,3.8667799368324978e-52
8.57484560131852e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996528,0.022821567693054285,2.0553756719857759e-113,1.031167699153574e-61,3.7719102949396321e-34,9.3693607011237936e-83,2.6922888455961512e-51,1.6682907176262899e-124,7.5679834158395048e-19,1.0570813511239785e-100,7.5679834158394914e-19,2.9577216092773933e-68,2.1104567817112385e-69,1.5235654428432033e-105,1.7665701268296882e-106,2.6629711271506804e-51,1.0272769091900165e-80,4.1330823169507025e-17,1.2237322155153443e-18,4.8990104062384708e-21,1.144115505187376e-35,4.2364656235769958e-35,4.8990104058163686e-21,2.1070005047613599e-31,1.7188319235165869e-38,8.6982489364565818e-43,1.104413705773007e-71,2.2120600784441688e-49,1.2445535313499633e-92,2.6831413331169756e-99,5.3880426208173288e-102,1.165607925688086e-101,3.4201230533983994e-51
1.7654093885067543e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999982,0.11866996602996524,0.022821567693054285,5.8799404788561973e-111,1.7392152095816317e-60,1.5746983016143951e-33,6.5096332956247935e-81,2.3033097898374843e-50,4.6405252609637798e-122,1.5581142326728393e-18,7.4922182580960281e-99,1.5581142326728331e-18,5.0835677452479373e-67,3.645289232876743e-68,2.1183465222823119e-103,2.4562172252628283e-104,2.2383876742865145e-50,3.5391247095686257e-79,8.5092871231337665e-17,2.5194486790021791e-18,1.0086197895644204e-20,4.7764569822639636e-35,1.7686410028354436e-34,1.0086197893882009e-20,8.7963116159265276e-31,1.4447816816840135e-37,7.3119896895319104e-42,3.8320271405079815e-70,1.8593697866062842e-48,8.5848602785068553e-91,3.7306064786594681e-97,7.7039638527401044e-100,1.66661660970859e-99,2.874819486017825e-50
3.5812590452565587e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999971,0.11866996602996516,0.022821567693054285,1.5902112816170245e-108,2.8566663123379024e-59,6.4331564035697688e-33,4.339323670652277e-79,1.904421075881781e-49,1.2379228110446317e-119,3.1607460148506185e-18,5.0419194212972332e-97,3.1607460148505942e-18,8.425640726528394e-66,6.0567025005896154e-67,2.8250522413860328e-101,3.2756406492189758e-102,1.8351654298937996e-49,1.1745064560883986e-77,1.7261696735499801e-16,5.1108816059758468e-18,2.0460572875836449e-20,1.9513385028078326e-34,7.2254755898059646e-34,2.0460572868637299e-20,3.5935797171053438e-30,1.184519120111552e-36,5.9957741211238693e-41,1.276426833611008e-68,1.5244236961014376e-47,5.7012484665368379e-89,4.9751813894263482e-95,1.0415451277165569e-97,2.2531990578871014e-97,2.3569506740084077e-49
7.212958358756168e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.022821567693054282,4.1844317068580565e-106,4.6307791958840037e-58,2.6003846999559615e-32,2.8346335410270464e-77,1.5486435910808391e-48,3.2354138354312492e-117,6.3660095792061792e-18,3.3081877497965388e-95,6.3660095792060813e-18,1.3718971718312629e-64,9.8739534487194475e-66,3.6914667657176363e-99,4.2802460130624383e-100,1.486164507471206e-48,3.8269582885801415e-76,3.4766515960231483e-16,1.0293747459923178e-17,4.1209322841744016e-20,7.8876220070941753e-34,2.9206527587134078e-33,4.1209322812643906e-20,1.4525818973534031e-29,9.592539823019274e-36,4.8570934226487557e-40,4.1677872303018186e-67,1.2345178432285289e-46,3.7164050645548128e-87,6.501018452882896e-93,1.3702031816999268e-95,2.9641927512846457e-95,1.908719715445532e-48
1.4476356985755386e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999921,0.11866996602996462,0.022821567693054278,1.0865047082186676e-103,7.4577268621429966e-57,1.0456032704962283e-31,1.8336482106429834e-75,1.2490371596712019e-47,8.3725703223165388e-115,1.2776536707917318e-17,2.1436564290045342e-93,1.2776536707916922e-17,2.2142475663984297e-63,1.5946460354469283e-64,4.776186825887949e-97,5.5379760718774597e-98,1.1961944285819095e-47,1.2357016411413687e-74,6.9776154409693308e-16,2.0659479167817825e-17,8.2706822795651521e-20,3.1715779463832818e-33,1.1743816286995415e-32,8.2706822678641214e-20,5.8407640566311561e-29,7.7209055608182958e-35,3.9119227452175311e-39,1.3478083722831792e-65,9.9364737819635658e-46,2.4003554290391064e-85,8.4113119952516364e-91,1.7788031168176948e-93,3.8481265945553257e-93,1.5363036038761149e-47
2.9003154239753823e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999849,0.11866996602996391,0.022821567693054268,2.803837786640421e-101,1.197130214914793e-55,4.1933369290019632e-31,1.1809197443940678e-73,1.0032945721986802e-46,2.1569784186909644e-112,2.5597590965339658e-17,1.3804547318817505e-91,2.5597590965338071e-17,3.5582363960901044e-62,2.5633466585368033e-63,6.1522044036231378e-95,7.1334648364918115e-96,9.5987059827507986e-47,3.9720525073746272e-73,1.3979543130861079e-15,4.1390942583607037e-17,1.6570182279183617e-19,1.2719444711135219e-32,4.7097955854517375e-32,1.6570182232257216e-19,2.3424045205847469e-28,6.1955324090787635e-34,3.1431021187972907e-38,4.339826695703215e-64,7.9733947110658874e-45,1.5432570581003977e-83,1.0834607726624591e-88,2.295137920238973e-91,4.9651258089706566e-91,1.2327867639461114e-46
