Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),CO2X(24),H2X(49),H2OX(23),CHOX(53)
5.323492021935455e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997749,0.11866996602994385,0.022821567693053772,3.0596663547171466e-88,5.3316499813400599e-51,2.7965525261360853e-31,9.2278791529658707e-68,1.0466212756112658e-50,6.1317784609015622e-110,5.4132276276840383e-21,3.5029177164909522e-101,5.4132276276799209e-21,1.3375339697985333e-69,4.8600864666740816e-60,7.4175814282577045e-92,4.482045676916837e-93,3.6014401131614219e-44,3.2930472881481069e-81,2.1468088339816482e-14,1.0322047651573227e-15,3.9786720140567445e-19,3.9786777532848639e-19,2.8318397045881588e-25,2.5188738436437422e-27,2.8577284736497048e-31,2.3384253241279346e-30,2.575877677496765e-54,9.2876340453783353e-80,7.6149461954157589e-44,3.5996195923964958e-43,2.287750659693725e-82
1.0647561742408289e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995501,0.11866996602992239,0.022821567693053255,7.942465204368115e-86,8.5315047625315385e-50,2.2180212909670755e-30,5.9880926837759316e-66,8.3740192149620282e-50,1.5914808003784852e-107,1.0827042691900277e-20,2.242297128680688e-99,1.0827042691883808e-20,2.1403419130869226e-68,7.777261006091419e-59,9.6262459281874963e-90,5.8166226756494565e-91,2.8814246321704106e-43,1.0539215152062319e-79,4.2938506368982849e-14,2.0645215438537819e-15,7.9577700738751241e-19,7.9577931317624381e-19,1.1229142977760082e-24,1.9988211247275351e-26,2.3186207726412006e-30,9.3544589908516841e-30,8.3584619860001217e-53,1.205500172439598e-77,1.20820708135923e-42,2.8799680334447732e-42,2.9696117455014392e-80
2.1295701183353955e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319990999,0.11866996602987945,0.022821567693052221,2.0875417866528086e-83,1.3651092122698126e-48,1.7454971397182559e-29,3.9343783457327314e-64,6.6996217099715762e-49,4.1820514484755537e-105,2.1654672820338145e-20,1.4352049768274547e-97,2.1654672820272266e-20,3.4247705510735803e-67,1.2444497745401558e-57,1.2648326236503478e-87,7.6427026943808293e-89,2.3052474944976763e-42,3.3727767065617796e-78,8.5879342426996336e-14,4.1291551012460408e-15,1.5915949048732271e-18,1.5916042057781327e-18,4.4144410240650311e-24,1.5733963317150184e-25,1.9053354351018013e-29,3.7419329915488221e-29,2.7464265309762501e-51,1.5843016903509215e-75,1.9025920055043918e-41,2.3040820901371804e-41,3.9032551161582641e-78
4.2591980065245286e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319981995,0.11866996602979356,0.022821567693050156,5.6087431610494021e-81,2.1842271417389376e-47,1.3526567959479055e-28,2.642442145208375e-62,5.3598386414309902e-48,1.1232483895075146e-102,4.3309933077235426e-20,9.1857082884490474e-96,4.3309933076971923e-20,5.4797906388674225e-66,1.9911842720115953e-56,1.6987143018151769e-85,1.0264414583170228e-86,1.8442391381268316e-41,1.0793209261566343e-76,1.7176101454174625e-13,8.2584222160279254e-15,3.183223841962326e-18,3.1832616363494473e-18,1.7067930698356953e-23,1.2194350592497353e-24,1.6012118983020753e-28,1.4968013569431391e-28,9.2259945362275848e-50,2.1285033659311094e-73,2.9517934353535072e-40,1.8433066806018303e-40,5.2453334136419182e-76
8.518453782902795e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319963993,0.11866996602962179,0.022821567693046028,1.55974767321635e-78,3.494797797770767e-46,1.0182980744599934e-27,1.8368719478537778e-60,4.2878933969101429e-47,3.1221574445840472e-100,8.6620453591116205e-20,5.878935375940801e-94,8.6620453590062168e-20,8.7677238983489199e-65,3.1859280433634065e-55,2.3610976698945782e-83,1.4266835843291049e-84,1.4754046086560914e-40,3.4538526699051663e-75,3.4352435876613784e-13,1.651695644558117e-14,6.3664542848479956e-18,6.3666097664545014e-18,6.3968615091036536e-23,9.1804788536854079e-24,1.3934903617689548e-27,5.9872479949570422e-28,3.2083265143217328e-48,2.9599751602774219e-71,4.453018940222165e-39,1.4746584552835029e-39,7.2978175227771977e-74
1.7036965335659327e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319927989,0.11866996602927826,0.02282156769303777,4.5303817370488074e-76,5.5916798095323782e-45,7.2831870264136064e-27,1.3336358937088203e-58,3.4302692699606344e-46,9.0634451788088644e-98,1.732414946192226e-19,3.762487571175739e-92,1.732414946150064e-19,1.4028189881593295e-63,5.0974522399361257e-54,3.4274321578649044e-81,2.0710105816575435e-82,1.180323950508349e-39,1.1052202619162451e-73,6.870510471944883e-13,3.3034024904645548e-14,1.2732805447339159e-17,1.2733456317928676e-17,2.2692679284680245e-22,6.5661093144874929e-23,1.2670353029582059e-26,2.3948967083909579e-27,1.1654042680061389e-46,4.2993740797915053e-69,6.3929363164864204e-38,1.1797267401247399e-38,1.0609063488830816e-71
3.4073988441172392e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319855979,0.1186699660285912,0.022821567693021252,1.364880484480597e-73,8.9466130396885334e-44,4.8004365830250954e-26,1.0043775278117056e-56,2.7441101352966948e-45,2.7295526195109388e-95,3.4648357667681464e-19,2.4079087209397356e-90,3.4648357665994995e-19,2.2444279695537576e-62,8.1557080590723661e-53,5.1611993666954841e-79,3.1186279235596533e-80,9.4425117415415762e-39,3.5365777800632483e-72,1.3741044239694581e-12,6.6068161822605875e-14,2.546506889432599e-17,2.5467842543248576e-17,7.375114201389652e-22,4.3275127084696475e-22,1.1945823248379296e-25,9.5794938316076655e-27,4.390604550264498e-45,6.4772241971620157e-67,8.479609071640813e-37,9.437729530874483e-38,1.6004938672377411e-69
6.814803465219852e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319711956,0.11866996602721706,0.02282156769298822,4.1431703001521533e-71,1.4314273721437562e-42,2.8307642939058835e-25,7.6224740887521742e-55,2.1951066472362671e-44,8.2870184294503806e-93,6.9296774079751522e-19,1.5409409971651863e-88,6.9296774073005741e-19,3.5907982259830934e-61,1.3048354371634217e-51,7.8335359884100225e-77,4.7333620330092368e-78,7.5538479409725985e-38,1.1316161444869254e-70,2.7482111771924732e-12,1.3213643565785279e-13,5.0927840397344576e-17,5.0939756238607963e-17,2.1287388349071711e-21,2.5514777149464127e-21,1.1335885904641268e-24,3.8317085169128577e-26,1.6662419283097998e-43,9.8312325989336052e-65,1.0094655282143931e-35,7.5500150039843999e-37,2.4338509264831516e-67
1.3629612707425078e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319423908,0.1186699660244688,0.022821567692922151,1.2237708490120836e-68,2.2901800573345166e-41,1.4769468074758493e-24,5.6300175812043751e-53,1.7557898200610098e-43,2.449932688557639e-90,1.3859360690609786e-18,9.860434567539117e-87,1.3859360687911548e-18,5.7443421728975103e-60,2.0874804936246944e-50,1.1573968109366937e-74,6.9934594725935243e-76,6.0428065232081066e-37,3.6205918943477354e-69,5.4964246823308054e-12,2.6427298332565152e-13,1.0184636280752778e-16,1.018971362935159e-16,5.405675339845883e-21,1.3307807799680149e-20,1.0454190828281344e-23,1.5326092758680568e-25,6.1512349043837257e-42,1.4517957355524384e-62,1.065836192996395e-34,6.0397287882214706e-36,3.6016756511175871e-65
2.725923119183553e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318847819,0.11866996601897227,0.022821567692790014,3.4574947713558569e-66,3.6639518218825978e-40,6.9342310895640222e-24,3.9784417967641215e-51,1.4041571615236401e-42,6.9334096855399652e-88,2.7718727256760676e-18,6.3086322330533588e-85,2.7718727245969101e-18,9.187942058239716e-59,3.3389816595623405e-49,1.6362633951739372e-72,9.8868692725873502e-74,4.8338048995991763e-36,1.1582165936234896e-67,1.0992851687376673e-11,5.2854607865046877e-13,2.036553329866064e-16,2.0386770767874796e-16,1.2354922324866225e-20,6.2436883659529253e-20,9.2168712319000391e-23,6.1298382920063323e-25,2.172030460625285e-40,2.0505477200371496e-60,1.0126105222746885e-33,4.8313245716148608e-35,5.0992324618279357e-63
5.451846816065644e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317695641,0.11866996600797922,0.022821567692525739,9.378883151424095e-64,5.8612436218753357e-39,3.0276694578525205e-23,2.7000706221672183e-49,1.1225659269475062e-41,1.8859010926245546e-85,5.5437460392585334e-18,4.0349031614272122e-83,5.5437460349427847e-18,1.4691085038329936e-57,5.3394517957676606e-48,2.2216790173732154e-70,1.3423893049009946e-71,3.8663373966839437e-35,3.7039057223992081e-66,2.1985705676545238e-11,1.0570922692569833e-12,4.071610366800318e-16,4.0803365609341908e-16,2.6422896994929124e-20,2.722381963005695e-19,7.8050724841086562e-22,2.4514552301569514e-24,7.3661576119067741e-39,2.7807721648688894e-58,8.9245186214275932e-33,3.8643241683339627e-34,6.9274694955669914e-61
1.0903694209829825e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315391279,0.11866996598599309,0.022821567691997193,2.4711906861037236e-61,9.3745350716639544e-38,1.2669232379990991e-22,1.7809495553827595e-47,8.9683848290424636e-41,4.9924630527313731e-83,1.1087492667829263e-17,2.5789858408098142e-81,1.1087492650573155e-17,2.3474979319283772e-56,8.5338140744346359e-47,2.9315555936225045e-68,1.7712442999344724e-69,3.0919391941431868e-34,1.1837235799243952e-64,4.3971413571189661e-11,2.1141846502975355e-12,8.1372399206887214e-16,8.1726662323396968e-16,5.4569669507474934e-20,1.1360159116745213e-18,6.4268145999270699e-21,9.8019799976193142e-24,2.428284530716329e-37,3.6630521958256308e-56,7.5139012477936328e-32,3.0902823185747958e-33,9.1499194804428344e-59
1.6355541603594006e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756313086916,0.11866996596400697,0.022821567691468647,1.8820907142792252e-60,3.4498450218470465e-37,2.7278822574793339e-22,1.0028043936053328e-46,2.6604417268667235e-40,3.7790393486817551e-82,1.6631239297777855e-17,1.4636314891548947e-80,1.6631239261142144e-17,8.8754667901557418e-56,3.2522179501970043e-46,1.931348212522017e-67,1.1669054272995559e-68,8.83915683691902e-34,5.5191311905512186e-64,6.5957121382141387e-11,3.1712770311656093e-12,1.2198389895763331e-15,1.2274018685008352e-15,8.2687899486446536e-20,2.4413568087150138e-18,1.8499914722768844e-20,2.0823568088543463e-23,1.1417831097097719e-36,2.4327556109702005e-55,2.1770908711512835e-31,8.8343432102439773e-33,6.0774359867633917e-58
2.7259236391122367e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756308478192,0.11866996592003473,0.022821567690411555,1.736225846777172e-58,2.6526695042229963e-36,7.6326475897543831e-22,2.5253280145096298e-45,1.2429428170323154e-39,2.9385191762488094e-80,2.7718732563307389e-17,3.9244228920707271e-79,2.7718732462050802e-17,6.9872044048596986e-55,2.6682584750248308e-45,8.4447747174290812e-66,5.1017538221460743e-67,4.0595718640555706e-33,7.3780057336842276e-63,1.0992853666927401e-10,5.2854617922118791e-12,2.0302810972871816e-15,2.0512906490132716e-15,1.3880087159059733e-19,6.7973041893816407e-18,8.5405492506400978e-20,5.7530875609870292e-23,1.6786993312845388e-35,1.2777061040451951e-53,1.0155346504107437e-30,4.0572542771960176e-32,3.2105384466216048e-56
3.707256169989789e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756304330343,0.11866996588045971,0.02282156768946017,9.9716804618167876e-58,7.3034626160755093e-36,1.3645459223370984e-21,1.0321696168272781e-44,2.8636094016331911e-39,1.4782005746920606e-79,3.7697476506772295e-17,1.7022225258652122e-78,3.7697476326533892e-17,1.9583506184731888e-54,7.7723482339873829e-45,3.852049381873603e-65,2.3270283023429834e-66,9.1348393407423142e-33,2.4462160243734101e-62,1.4950281015728018e-10,7.1882280765962821e-12,2.7582376436344306e-15,2.7957197099189375e-15,1.892027591741729e-19,1.2112463705958675e-17,1.9227547324359206e-19,1.023980659262572e-22,6.0128662661470261e-35,6.7842344682487526e-53,2.2962318429642519e-30,9.1294908716659076e-32,1.7084958087811798e-55
4.688588700867342e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756300182483,0.11866996584088468,0.022821567688508786,3.9839522142134069e-57,1.6444292577332311e-35,2.1346486333054736e-21,3.2071195531880855e-44,5.5057104539253019e-39,6.0971910723641343e-79,4.7676220454992656e-17,5.1499405804138505e-78,4.7676220173725378e-17,4.4781218810920872e-54,1.7768607780330861e-44,1.3862450693667686e-64,8.3741023616543956e-66,1.725906705049006e-32,6.5657021193679091e-62,1.8907708335905949e-10,9.0909943603908554e-12,3.4846719657041411e-15,3.5432568916708268e-15,2.3949925206315466e-19,1.8886088000871238e-17,3.6302248284270307e-19,1.5977026474593489e-22,1.5884361991954251e-34,2.3190277834846817e-52,4.3519831614999623e-30,1.7248697297527765e-31,5.8453144589734863e-55
5.669921231744895e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756296034629,0.11866996580130969,0.022821567687557401,1.2651714656558109e-56,3.1596243147761438e-35,3.0639114293915167e-21,8.0905779242155801e-44,9.3471076861904183e-39,1.8972989498789238e-78,5.7654964407659708e-17,1.3356926873387984e-77,5.7654964004599055e-17,8.7220856345342557e-54,3.5099451298108048e-44,3.8849672725075127e-64,2.3467670786785886e-65,2.8837952901001482e-32,1.4510040182442126e-61,2.2865135629046723e-10,1.0993760643628304e-11,4.2096711786802596e-15,4.2937361703030395e-15,2.8969638161246214e-19,2.7022856737433896e-17,6.0584496074907277e-19,2.2894048623711764e-22,3.5952916566407265e-34,6.7739512913978248e-52,7.2866273964953319e-30,2.8820214259635954e-31,1.7108394922860424e-54
7.6325862935e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756287738926,0.11866996572215965,0.022821567685654635,7.9061386207405007e-56,8.1669112818747478e-35,5.2845059192566415e-21,3.2069281018636776e-43,2.060842664073366e-38,1.0001762803833825e-77,7.7612452323057483e-17,5.8954366026254373e-77,7.761245162916117e-17,2.3106828873259959e-53,9.79484748464198e-44,1.7527557364909207e-63,1.0586503698626489e-64,6.1531421614760748e-32,4.5572745366209105e-61,3.0779990153670526e-10,1.4799293208832753e-11,5.6564049145811773e-15,5.8014215172948895e-15,3.8986460172150502e-19,4.6363476182334167e-17,1.2893501454688629e-18,3.9414490429391153e-22,1.253222303984826e-33,3.9622785590223665e-51,1.5583225054368119e-29,6.1492147580514093e-31,1.0060018234712156e-53
9.595251355255105e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756279443223,0.11866996564300962,0.022821567683751869,3.1064592954133606e-55,1.7288233792895085e-34,8.0908176920092454e-21,9.3964585579629896e-43,3.8508435232374128e-38,3.619444754828924e-77,9.756994025474621e-17,1.7714764888632928e-76,9.7569939193457714e-17,5.0020735730198121e-53,2.1889152549358018e-43,5.6893367877848729e-63,3.4360039323091258e-64,1.1182935704693346e-31,1.1254421610066676e-60,3.869484457835399e-10,1.8604825771977957e-11,7.0978573757497983e-15,7.3200323461808604e-15,4.89667159598008e-19,7.0622124096641223e-17,2.3365095952009507e-18,6.0283943822045941e-22,3.256609632574966e-33,1.3891419468192302e-50,2.8362021595848768e-29,1.1175553376380739e-30,3.5387477353011439e-53
1.155791641701021e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756271147509,0.11866996556385959,0.022821567681849102,1.0055974635664876e-54,3.2693336446683171e-34,1.1520443487203216e-20,2.3620468883231742e-42,6.499687337232634e-38,1.1150914413987203e-76,1.1752742820369371e-16,4.5784963168161029e-76,1.1752742669344993e-16,9.6471696822706868e-53,4.3161017814417248e-43,1.5771624425010249e-62,9.524240889948099e-64,1.84888707332298e-31,2.4438413080795121e-60,4.6609698896318391e-10,2.2410358332924348e-11,8.5336895615671551e-15,8.8503497113540987e-15,5.8908058367971484e-19,1.0003472732809742e-16,3.850423422048514e-18,8.5787541369947634e-22,7.3407911624119575e-33,4.1028670182512758e-50,4.6936818072480925e-29,1.8476254419570559e-30,1.0490598279193912e-52
1.548324654052042e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756254556086,0.11866996540555953,0.02282156767804357,1.323231465008335e-53,9.8966998014477374e-34,2.0271167349949673e-20,1.3902416071977352e-41,1.5358591715682481e-37,1.4124348995788691e-75,1.5744240415350668e-16,2.815505148913793e-75,1.5744240149719936e-16,3.0181764580083612e-52,1.3701398342394665e-42,1.2956156783156776e-61,7.8211059593109747e-63,4.2591088668179232e-31,1.0183145093231687e-59,6.2439407206076456e-10,3.0021423448097403e-11,1.1388298976445493e-14,1.1947004924833769e-14,7.8672658936397698e-19,1.7400331004483265e-16,8.7911505972847398e-18,1.5089531676042387e-21,3.132333200293388e-32,3.6944154399158754e-49,1.0824172378484042e-28,4.2559660327081662e-30,9.5613932485975357e-52
