Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49)
0.0,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.895292112840976e-24,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,4.0911082029628732e-76,7.3793681479821758e-42,5.9916049265576247e-92,2.0246687765730021e-58,2.6401914133491307e-141,7.0115228147944361e-25,-3.8048753639610437e-119,7.0115228147944003e-25,6.2832926825494165e-81,6.5539444028890074e-79,1.2378301589124489e-119,7.4795424540210141e-121,4.8736292153987948e-61,3.8818164948039286e-96,2.780669898587693e-18,1.3369707978709934e-19,5.1534078279672356e-23,5.1534078279872537e-23,1.0012180354882094e-34,2.8093340553989295e-42,4.3408071746011272e-48,5.8842024498014382e-38,1.2719909594998686e-78,4.8778780009764656e-58
1.9306817915954733e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,1.2770162910288716e-74,4.4571408919275109e-41,6.6231709885955598e-90,3.0596794551361206e-57,9.5298330196652377e-139,1.9632263881424532e-24,7.3440931525359906e-118,1.9632263881424319e-24,1.7719890691501252e-79,2.0605945321112416e-77,2.4753326545642574e-117,1.4957105015039857e-118,5.785785501164144e-60,2.0093400140125183e-94,7.785875716045541e-18,3.7435182340387818e-19,1.442954191827584e-22,1.4429541918396754e-22,6.0473567704968414e-34,3.3352413059915099e-41,5.155228377083428e-47,3.5539327795080119e-37,7.7408316859371582e-77,5.7910197736745872e-57
4.412986952218225e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996531,0.022821567693054285,0.0,2.8429288266282467e-73,2.1459240532524263e-40,5.9966162725362384e-88,3.2914635366474827e-56,3.4530866483419372e-136,4.487374601468518e-24,7.7546524779322006e-116,4.4873746014684151e-24,3.8544632761973275e-78,4.5967401143630799e-76,4.4846690306687809e-115,2.7098444940611844e-116,5.6801222324719293e-59,8.7735648763832497e-93,1.7796287350961222e-17,8.5566131063743596e-19,3.298181009876336e-22,3.2981810099345511e-22,2.911541801421809e-33,3.2745595127808943e-40,5.0652933505446793e-46,1.7109378353616147e-36,3.4972059714811469e-75,5.6856639317751949e-56
9.377597273463728e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.1186699660299653,0.022821567693054285,0.0,5.3195073199994117e-72,9.3718367713983011e-40,4.5451196994061407e-86,3.0254220593573218e-55,1.0485916905250933e-133,9.5356710281208262e-24,6.1294069861049113e-114,9.5356710281203766e-24,7.1455253119654123e-77,8.607933259847345e-75,6.8056096950498894e-113,4.1122642127526422e-114,5.0232989813059714e-58,3.2661782239258383e-91,3.7817110620792512e-17,1.8182802851045512e-18,7.0086346459219644e-22,7.008634646176205e-22,1.271546651099552e-32,2.8963104871507319e-39,4.4870604299047667e-45,7.4709922682659653e-36,1.3224695267046874e-73,5.0289167049424074e-55
1.9306817915954735e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999992,0.11866996602996525,0.022821567693054285,0.0,9.182200078578286e-71,3.9125762931673849e-39,3.1670438689014853e-84,2.5883122677698457e-54,2.9252073199788102e-131,1.9632263881426163e-23,4.344306606888722e-112,1.9632263881424282e-23,1.2281332321247929e-75,1.4863736938524761e-73,9.4898686956673085e-111,5.7342176777041542e-112,4.2212002729070759e-57,1.1252479204256678e-89,7.7858757160454815e-17,3.7435182340387825e-18,1.4429541917805719e-21,1.4429541918867123e-21,5.3084557384247121e-32,2.4345229441122436e-38,3.7831948525445844e-44,3.1180542715893494e-35,4.602084577061439e-72,4.2271265915061322e-54
3.9165259200936747e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999981,0.11866996602996517,0.022821567693054282,0.0,1.5244926012913338e-69,1.5984305465834405e-38,2.1234037804555628e-82,2.1400666358948039e-53,7.8484057446066221e-129,3.9825449588039709e-23,2.9235191898641094e-110,3.9825449588032028e-23,2.0355407650801823e-74,2.4681952056062168e-72,1.2728959545610339e-108,7.691426213149594e-110,3.4588529809973786e-56,3.7342875869344827e-88,1.5794205023977832e-16,7.5939941319072389e-18,2.9271356460743217e-21,2.9271356465079384e-21,2.1686763783351188e-31,1.9959681180480137e-37,3.1206330104503988e-43,1.2730610645330743e-34,1.5418945972837234e-70,3.4656850713658013e-53
7.888214177090077e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999964,0.118669966029965,0.022821567693054278,0.0,2.4822172986922925e-68,6.4612368780422952e-38,1.4030976897139252e-80,1.7402666467401835e-52,2.0747675433780296e-126,8.0211821001278288e-23,1.9182278733139519e-108,8.0211821001247243e-23,3.3143504559816876e-73,4.0191036732608862e-71,1.6823898846746926e-106,1.0165777975295103e-107,2.7979284407463653e-55,1.2167632418608541e-86,3.1810863639842088e-16,1.5294945927644146e-17,5.8954985543298195e-21,5.8954985560825663e-21,8.7661285663471421e-31,1.6163853069068529e-36,2.557848528861659e-42,5.1397352022190331e-34,5.0931159735264715e-69,2.8066523200607594e-52
1.5831590691082882e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999931,0.11866996602996469,0.022821567693054271,0.0,3.9993338448275646e-67,2.5981354891962899e-37,9.283046138199974e-79,1.4035880956940626e-51,5.4906844315164103e-124,1.6098456382780147e-22,1.2429831142742358e-106,1.6098456382767663e-22,5.349374996968325e-72,6.4758047822294787e-70,2.2261553683180075e-104,1.345146057935762e-105,2.2469773140918194e-54,3.9288547747108546e-85,6.3844180871568824e-16,3.0696849519117916e-17,1.1832224369512802e-20,1.1832224376560531e-20,3.5248152305947081e-30,1.3010052249263442e-35,2.108165437850031e-41,2.0617107193123769e-33,1.6848629233252999e-67,2.2591195686594841e-51
3.171834371906849e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999864,0.11866996602996405,0.022821567693054257,0.0,6.3990099808603417e-66,1.0420491919591386e-36,6.244376607987599e-77,1.1274382882288624e-50,1.4770809604942166e-121,3.2253004948103169e-22,8.0044632975312931e-105,3.2253004948053112e-22,8.5963020076510366e-71,1.0361573631603216e-68,2.9945397351977065e-102,1.8094394387078904e-103,1.7950232739219122e-53,1.2628952597940198e-83,1.2791081533501516e-15,6.1500656702065314e-17,2.3705675994566707e-20,2.3705676022831357e-20,1.4136033362142366e-29,1.0439710795311961e-34,1.7709286676927049e-40,8.2289105284187318e-33,5.6681673871862275e-66,1.8129321499308892e-50
