Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),C2H2X(348),C4H7X(141),C4H6(54),C4H7X(140),C4H9X(153),C4H9X(171),C4H7X(142),SX(176),SX(174),C6H10(456),C6H10(549),C6H9X(432),C6H8(857),C6H9X(431)
5.984481975340973e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2664095224492371,0.6665502018761954,2.5459333540544314e-21,1.7339791297725432e-30,4.7927371963962435e-12,1.6183017692260801e-38,5.8930451261188962e-39,0.0,0.0,3.9626775705728452e-35,0.0,0.0034635052694407071,0.0034360909494903394,1.3707159987217724e-05,4.7652623476322565e-12,1.2532650991455225e-15,9.0257471125983565e-16,4.4049178927604636e-21,6.2412453103569405e-25,1.0676625111140968e-24,6.2134092307825887e-25,7.0394489756370295e-29,1.4594534886338631e-30,4.3271804594831778e-36,2.5720924800557688e-27,2.8804770338600203e-32,2.5721207529507962e-27
6.120716178911933e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26625630068416517,0.66647390037008658,2.7832427064444709e-21,1.9399880711335137e-30,5.0112182884960425e-12,1.6870583000183216e-38,6.5894533090634024e-39,0.0,0.0,4.531801162659905e-35,0.0,0.003540425528620674,0.0035117737012223811,1.4325913712011499e-05,4.9818450326032622e-12,1.3402422345027879e-15,9.6521378331476204e-16,4.7106560126464507e-21,6.8269474962870153e-25,1.1785909439305419e-24,6.7958169948165998e-25,7.8751239149631309e-29,1.6326967477068242e-30,4.951330583770212e-36,2.8757212925596735e-27,3.2942709490596383e-32,2.8757536272901818e-27
6.256950382482893e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2661032586830343,0.66639769529935078,3.0366484994198045e-21,2.1651014943479651e-30,5.23447013922612e-12,1.7570068350923413e-38,7.3499291031177711e-39,0.0,0.0,5.1672789258185166e-35,0.0,0.0036172624592370919,0.0035873469107437933,1.4957774260382344e-05,5.2031139400021764e-12,1.4311268109557506e-15,1.0306669108514683e-15,5.0301327949193862e-21,7.4528282776065985e-25,1.2983277282324093e-24,7.4180995963903297e-25,8.7882044759837536e-29,1.8219851343329313e-30,5.648688564086957e-36,3.20723786922176e-27,3.7563246251752699e-32,3.2072747395587928e-27
6.393184586053853e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26595039611181936,0.66632158647971329,3.3068496556320097e-21,2.4106148683626893e-30,5.4624864912534193e-12,1.8281344137336337e-38,8.1787592624810141e-39,0.0,0.0,5.8751309933142418e-35,0.0,0.0036940162110408155,0.003662810796852461,1.5602707108816471e-05,5.429061053429621e-12,1.5260023975313747e-15,1.0989942784955641e-15,5.3636423219758105e-21,8.1206724799683761e-25,1.4273673450997131e-24,8.0820214600469398e-25,9.7839291790159945e-29,2.0284043242680206e-30,6.4259564006750559e-36,3.5685030948560253e-27,4.2710186085132988e-32,3.5685450175815858e-27
6.529418789624812e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2657977126373553,0.66624557372737947,3.5945588544847603e-21,2.6778805863396458e-30,5.6952611003652551e-12,1.9004282248553812e-38,9.080413898651425e-39,0.0,0.0,6.6617740923614027e-35,0.0,0.0037706869334020844,0.0037381655777680308,1.6260677832609659e-05,5.6596783746779051e-12,1.6249524203492008e-15,1.1702559679538076e-15,5.7114781864798522e-21,8.8323026956053101e-25,1.5662210776433241e-24,8.7893838975523093e-25,1.0867765824902687e-28,2.2530874943860863e-30,7.290284290327767e-36,3.9614570061891791e-27,4.8430222611965522e-32,3.9615045439327284e-27
6.665652993195772e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26564520792733426,0.66616965685903262,3.9005024730315943e-21,2.9683090633923382e-30,5.9327877354350596e-12,1.9738756054379658e-38,1.0059549661384684e-38,0.0,0.0,7.5340385186198749e-35,0.0,0.003847274775311652,0.0038134114711336604,1.6931652105561987e-05,5.8949579236820769e-12,1.7280601629177946e-15,1.2445119582276041e-15,6.073933492497815e-21,9.5895792257273979e-25,1.7154171920616019e-24,9.5420250345501565e-25,1.2045415851992677e-28,2.4972162241751634e-30,8.249290382944907e-36,4.3881201332471122e-27,5.4773061028688062e-32,4.3881738974433587e-27
6.801887196766732e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26549288165030305,0.66609383569183134,4.2254205147587103e-21,3.2833700209369072e-30,6.1750601783814891e-12,2.0484640384669775e-38,1.1121013591978869e-38,0.0,0.0,8.499184599307815e-35,0.0,0.0039237798853821613,0.0038885486940181159,1.7615595699611688e-05,6.1348917384614166e-12,1.8354087664869849e-15,1.3218221258666807e-15,6.4513008568512752e-21,1.0394400012267366e-24,1.8755011735532722e-24,1.0341819723433361e-24,1.3322819456495992e-28,2.7620215555996317e-30,9.3110800074420928e-36,4.850595137179752e-27,6.17915386072117e-32,4.8506557911448456e-27
6.938121400337692e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2653407334756599,0.6660181100434106,4.5700665520727264e-21,3.6245935682443684e-30,6.4220722241349488e-12,2.1241811514683993e-38,1.2269846208555755e-38,0.0,0.0,9.5649206713617693e-35,0.0,0.004000202411849247,0.003963577462917478,1.8312474484537381e-05,6.3794718750716153e-12,1.94708123033839e-15,1.402246245178316e-15,6.8438724102269588e-21,1.1248700581339841e-24,2.0470358963227282e-24,1.1190679471465007e-24,1.4706159876707568e-28,3.0487848793986704e-30,1.0484266650436956e-35,5.3510681066296758e-27,6.9541754990716939e-32,5.3511363687654393e-27
7.074355603908651e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26518876307365213,0.66594247973187715,4.9352076497894074e-21,3.9935715713382479e-30,6.6738176805937659e-12,2.2010147142501574e-38,1.3511285650041052e-38,0.0,0.0,1.073941972969353e-34,0.0,0.0040765425025730134,0.0040384979937573996,1.9022254427565162e-05,6.6286904075420728e-12,2.0631604121623085e-15,1.4858439884987712e-15,7.2519397986262916e-21,1.2154453970240522e-24,2.2306018813180465e-24,1.2090552347524527e-24,1.6201868855526348e-28,3.3588390658718377e-30,1.17779915878502e-35,5.8918103225021669e-27,7.8083195178480465e-32,5.8918869696211943e-27
7.210589807479611e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26503697011537314,0.66586694457580964,5.3216243167255897e-21,4.3919586017400758e-30,6.9302903685956399e-12,2.2789526378311782e-38,1.4850770249758717e-38,0.0,0.0,1.2031338580481826e-34,0.0,0.0041528003050389627,0.0041133105018945444,1.9744901593116255e-05,6.8825394278351296e-12,2.1837290283077193e-15,1.5726749263733347e-15,7.6757941843149048e-21,1.3113670678590446e-24,2.4267974221591365e-24,1.3043422920266298e-24,1.7816630376395366e-28,3.6935692373578113e-30,1.3201946160778814e-35,6.4751793263501877e-27,8.7478866877362626e-32,6.4752651971359241e-27
7.346824011050571e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26488535427275922,0.6657915043942576,5.7301104285076387e-21,4.8214733182822196e-30,7.1914841218734264e-12,2.3579829721728704e-38,1.6293942714623076e-38,0.0,0.0,1.3449834795012924e-34,0.0,0.0042289759663594832,0.0041880152021188588,2.0480382142410591e-05,7.1410110457828186e-12,2.3088696541625264e-15,1.6627985278301651e-15,8.1157262472852143e-21,1.412839859466324e-24,2.6362388442237858e-24,1.4051312164010021e-24,1.9557386175599539e-28,4.0544139092977776e-30,1.4766391908190636e-35,7.1036206996716867e-27,9.7795426421538384e-32,7.1037166982622578e-27
7.483058214621531e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26473391521858741,0.66571615900673797,6.1614731676974136e-21,5.2838995933240794e-30,7.4573927870202906e-12,2.4380939046534366e-38,1.7846653333587454e-38,0.0,0.0,1.5004585583692119e-34,0.0,0.0043050696332750087,0.0042626123086553598,2.122866233315683e-05,7.4040973890370717e-12,2.4386647244561494e-15,1.756274160598212e-15,8.5720261864123954e-21,1.5200722936459284e-24,2.859560680999148e-24,1.5116277383853027e-24,2.1431340201435642e-28,4.4428659127077102e-30,1.6482182811213526e-35,7.7796694116246111e-27,1.0910331620950256e-31,7.7797765113317228e-27
7.61929241819249e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26458265262647201,0.66564090823323463,6.6165329594797635e-21,5.781087705028972e-30,7.7280102234524675e-12,2.519273758350412e-38,1.9514963434540409e-38,0.0,0.0,1.6705806219278212e-34,0.0,0.0043810814521552423,0.004337102035166027,2.1989708519220181e-05,7.6717906030164748e-12,2.5731965335821731e-15,1.8531610913395842e-15,9.044983720689353e-21,1.6332766188969411e-24,3.0974158716097948e-24,1.6240412135826816e-24,2.3445963345511582e-28,4.8604733731345994e-30,1.8360787007547153e-35,8.505951277069078e-27,1.2147689920094052e-31,8.5060705242291243e-27
7.75552662176345e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26443156617086278,0.66556575189419775,7.0961234184272203e-21,6.3149553705462295e-30,8.0033303033779647e-12,2.6015109908120851e-38,2.1305148216197657e-38,0.0,0.0,1.856427018850443e-34,0.0,0.0044570115690002084,0.0044114845947513916,2.2763487150345307e-05,7.9440828508615589e-12,2.712547235872064e-15,1.9535184858466699e-15,9.5348880902676677e-21,1.752668805069586e-24,3.3504759034504219e-24,1.7425846159169406e-24,2.5608997514810024e-28,5.3088405527240107e-30,2.0414310499182793e-35,9.2851841352755833e-27,1.3499460428441067e-31,9.2853166532436104e-27
7.89176082533441e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26428065552704161,0.66549068981054071,7.6010912757497759e-21,6.8874890680352468e-30,8.2833469117546865e-12,2.6847941920050849e-38,2.3223700672924342e-38,0.0,0.0,2.0591327328149762e-34,0.0,0.0045328601294416394,0.0044857601999526873,2.3549964771781793e-05,8.2209663133749311e-12,2.8567988459563306e-15,2.05740540930224e-15,1.0042028057843987e-20,1.8784685363545567e-24,3.6194310470524389e-24,1.8674745286920628e-24,2.7928460892137104e-28,5.7896289389241592e-30,2.2655518767685538e-35,1.012017951408345e-26,1.4973906045048526e-31,1.0120326507359035e-26
8.02799502890537e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2641299203711201,0.66541572180363961,8.1322963282461347e-21,7.5007450443367169e-30,8.568053946260257e-12,2.7691120831957902e-38,2.527733429792406e-38,0.0,0.0,2.2798924963355904e-34,0.0,0.0046086272787439668,0.0045599290627533805,2.4349108024017584e-05,8.5024331889781564e-12,3.0060332390296264e-15,2.1648808264703693e-15,1.0566691909665626e-20,2.0108992060932859e-24,3.9049904855481288e-24,1.9989311380338231e-24,3.0412651897805014e-28,6.3045580635665067e-30,2.5097861666638789e-35,1.1013843749221136e-26,1.6579724849165187e-31,1.1014006507723336e-26
8.164229232476329e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26397936038003617,0.66534084769533108,8.6906113568124084e-21,8.1568507684818079e-30,8.8574453172454081e-12,2.8544535145532044e-38,2.747298749511e-38,0.0,0.0,2.5199625484278201e-34,0.0,0.0046843131618058975,0.0046339913945815537,2.516088364236079e-05,8.7884756936451059e-12,3.1603321512510977e-15,2.2760036019847623e-15,1.1109167457071953e-20,2.1501879090183507e-24,4.2078825887853555e-24,2.137178222972978e-24,3.3070154987326326e-28,6.8554067030092643e-30,2.7755494732159633e-35,1.1969179863783352e-26,1.8326063393943443e-31,1.1969359767256356e-26
8.300463436047289e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2638289752315518,0.66526606730791116,9.2769220805660376e-21,8.8580058670014211e-30,9.1515149477065312e-12,2.9408074642583985e-38,2.9817825988724178e-38,0.0,0.0,2.7806628482969832e-34,0.0,0.0047599179231612989,0.0047079474063113037,2.5985258456698686e-05,9.0790860608627862e-12,3.3197771799870431e-15,2.3908325005235025e-15,1.1669742037410467e-20,2.2965654364871935e-24,4.5288550166743925e-24,2.2824431494439795e-24,3.5909844312066352e-28,7.4440136346961162e-30,3.06433052151835e-35,1.2989288555819493e-26,2.0222532480800057e-31,1.2989487078393318e-26
8.436697639618249e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26367876460425083,0.66519138046413373,9.8921270945428714e-21,9.6064833020836668e-30,9.4502567732493974e-12,3.0281630369335142e-38,3.2319246152803335e-38,0.0,0.0,3.0633791245346212e-34,0.0,0.0048354417069804033,0.0047817973082645788,2.6822199391174888e-05,9.3742565415794505e-12,3.4844497841268549e-15,2.5094261870366008e-15,1.2248702515242954e-20,2.4502662703207868e-24,4.8686748994125434e-24,2.4349568624627604e-24,3.8940888377710097e-28,8.0722786007769765e-30,3.3776936575823935e-35,1.4077369594324505e-26,2.2279222136782531e-31,1.4077588309222957e-26
8.572931843189209e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26352872817753581,0.665116786987209,1.0537137807846513e-20,1.0404630542510944e-29,9.7536647420530717e-12,3.1165094620888016e-38,3.4984878315766922e-38,0.0,0.0,3.3695649231419912e-34,0.0,0.004910884657071013,0.0048555413102130242,2.7671673463868677e-05,9.6739794041530723e-12,3.6544312843968617e-15,2.631843226972004e-15,1.2846335283543359e-20,2.6115285766830333e-24,5.2281290157714113e-24,2.5949538783569806e-24,4.2172754673421768e-28,8.7421632656522113e-30,3.7172812952531808e-35,1.5236723204357491e-26,2.4506716581862327e-31,1.5236963788753247e-26
8.845400250331128e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26322917664755002,0.66496787942903168,1.1920285639170486e-20,1.215970433476664e-29,1.0374454964793301e-11,3.2961324019351013e-38,4.0840491137581277e-38,0.0,0.0,4.0585107677987881e-34,0.0,0.0050615286294934921,0.0050027124504423192,2.940808956383523e-05,1.0287051435019599e-11,4.0106455674343725e-15,2.8883811328437828e-15,1.4098760913216847e-20,2.9577086540568182e-24,6.0091864954032963e-24,2.9383536906849066e-24,4.9278348468106154e-28,1.0214954092244432e-29,4.4821050596577633e-35,1.7782960322531724e-26,2.951901921688665e-31,1.7783250118410747e-26
9.075709570055964e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2629765153183517,0.66484230203381733,1.3190865492831965e-20,1.3820769931463668e-29,1.0913691782217041e-11,3.4509581137762921e-38,4.6375649231002704e-38,0.0,0.0,4.7285062513333271e-34,0.0,0.0051886125640107352,0.0051267833031376706,3.0914630477793998e-05,1.0819394326561857e-11,4.329036222007011e-15,3.117679270712664e-15,1.5218226226293403e-20,3.2761314763228026e-24,6.7381137948223163e-24,3.2541474917096205e-24,5.6002113415654093e-28,1.160857936526355e-29,5.2267389933014538e-35,2.0189252266075653e-26,3.4393730153514688e-31,2.0189589923474662e-26
9.282987957808316e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26274954218141433,0.66472950853505441,1.441794727317071e-20,1.5466167402624168e-29,1.1410338629774411e-11,3.5926043759216854e-38,5.1852732303359923e-38,0.0,0.0,5.4076482934924201e-34,0.0,0.0053027922026760025,0.0052381906590367889,3.2300771863710872e-05,1.1309539794786867e-11,4.6294766598940933e-15,3.3340500465691305e-15,1.6274599157229249e-20,3.5840038683714718e-24,7.4516804911321626e-24,3.5594176621708062e-24,6.2661397596608413e-28,1.2988819922277223e-29,5.9822875592084779e-35,2.2569780607036994e-26,3.9335233395907532e-31,2.2570166782566214e-26
9.490266345560668e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26252296773663497,0.6646169286542255,1.5727792000101637e-20,1.7264356086136772e-29,1.1917700842060178e-11,3.7363957847337911e-38,5.7832346382212469e-38,0.0,0.0,6.1658630396885191e-34,0.0,0.0054167867671279487,0.0053493558532173241,3.3715457002383823e-05,1.1810113372748485e-11,4.9433690252652299e-15,3.5601086128376207e-15,1.7378290946573297e-20,3.9129964652006785e-24,8.2230621295125981e-24,3.885568467213623e-24,6.9937964853792474e-28,1.4496981488035609e-29,6.8265987884646978e-35,2.5168191248283622e-26,4.4852334672775513e-31,2.5168631594318969e-26
9.69754473331302e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26229679087608238,0.66450456178050066,1.7123940181255917e-20,1.922569601536856e-29,1.2435757430785935e-11,3.8822975254024824e-38,6.4347888626405879e-38,0.0,0.0,7.0102973401512017e-34,0.0,0.0055305967544676121,0.0054602796102389264,3.5158572164509712e-05,1.2321088281211402e-11,5.2709961376034735e-15,3.7960586500620982e-15,1.8530298024459085e-20,4.2640444048250468e-24,9.0555660828793208e-24,4.2335190319973339e-24,7.787354678104798e-28,1.6141709941526455e-29,7.7678040646968178e-35,2.7998904292790397e-26,5.0997091976441342e-31,2.7999404973034946e-26
9.90482312106537e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26207101049608905,0.66439240730542592,1.8609998176798734e-20,2.1361000709534753e-29,1.2964487473390968e-11,4.0302753849489346e-38,7.1434159620731673e-38,0.0,0.0,7.9485649884012526e-34,0.0,0.0056442226599084143,0.0055709626517961349,3.6630004109532274e-05,1.2842437831878051e-11,5.6126400904186339e-15,4.0421033159562763e-15,1.9731614348774623e-20,4.6381022871474626e-24,9.952612718151077e-24,4.6042072626336658e-24,8.6511690877792921e-28,1.7932027187566171e-29,8.8145781238045701e-35,3.1076940597616721e-26,5.7824968011474558e-31,3.1077508320555432e-26
9.999999999999999e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2619674705023658,0.66434097985751295,1.9323483963720261e-20,2.2402836163012499e-29,1.3210836602279198e-11,4.09890925455625e-38,7.4889085921584444e-38,0.0,0.0,8.4130339293879559e-34,0.0,0.0056963352059620212,0.005621705000099988,3.7315102985934699e-05,1.3085296348051016e-11,5.7742872064619296e-15,4.158518110759938e-15,2.0300019097634055e-20,4.8178352621168862e-24,1.0387102012193887e-23,4.7822970170751854e-24,9.0725864793281925e-28,1.8805436388204438e-29,9.3331122450264877e-35,3.2577420301873838e-26,6.1205071216737077e-31,3.2578021214319489e-26
1.0112101508817722e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26184562549723051,0.66428046462291168,2.018963772251021e-20,2.3681546500071777e-29,1.3503870112761324e-11,4.1802957413151887e-38,7.9127388607168668e-38,0.0,0.0,8.988765894196772e-34,0.0,0.0057576649767854338,0.0056814056967326252,3.8129640083155946e-05,1.337413542698734e-11,5.9685822537107315e-15,4.2984452471777526e-15,2.0983231414524309e-20,5.0361441256909282e-24,1.0917736634557438e-23,4.9985897851589741e-24,9.5897797208996765e-28,1.9877338736744338e-29,9.9761624094585106e-35,3.4417932244037962e-26,6.5394970258356511e-31,3.4418574297769755e-26
1.0319379896570073e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26162063478430458,0.66416873312922187,2.1866595456463117e-20,2.6199081833478145e-29,1.4053884556950489e-11,4.3323255526938528e-38,8.7465258485365583e-38,0.0,0.0,1.0139505648255959e-33,0.0,0.005870924196564614,0.0057916094610553533,3.9657367814876142e-05,1.3916154558915755e-11,6.3391032764217019e-15,4.5652865610936818e-15,2.2286138263139903e-20,5.4591632995253633e-24,1.1954587871427699e-23,5.4176418847910443e-24,1.0607915493961415e-27,2.1987441258926426e-29,1.1262388982507777e-34,3.8038132895171151e-26,7.3769793917482674e-31,3.8038857183646802e-26
1.0526658284322424e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26139603726631011,0.66405721222296132,2.3644672448590415e-20,2.892583655431864e-29,1.4614510078901464e-11,4.4863323470418194e-38,9.6486930628336525e-38,0.0,0.0,1.1409915391601698e-33,0.0,0.0059840008088519305,0.0059015746579486397,4.1213075515522986e-05,1.4468468809780462e-11,6.7244830888774772e-15,4.8428288575395042e-15,2.3641321491750089e-20,5.908172505354982e-24,1.3066933092133381e-23,5.8623574454187336e-24,1.1710497876491097e-27,2.4272530114856459e-29,1.2683704868797683e-34,4.1954428063862804e-26,8.3015967094450034e-31,4.1955243144550585e-26
1.0733936672074775e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26117183185642662,0.66394590130506481,2.5527733733131822e-20,3.1874531166506269e-29,1.5185726016170175e-11,4.6422842117686305e-38,1.0623306951585794e-37,0.0,0.0,1.2809671965412749e-33,0.0,0.0060968953014025043,0.0060113019977881639,4.2796651874818381e-05,1.5031051851044354e-11,7.1250009052201871e-15,5.1312732205705717e-15,2.5049765262407855e-20,6.3842037097731711e-24,1.4258656745295416e-23,6.3337488893313988e-24,1.2902644523075767e-27,2.6743206864659448e-29,1.4251196814301787e-34,4.6184345292664956e-26,9.3203998046317084e-31,4.6185260415664563e-26
1.0941215059827126e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2609480174719937,0.66383479977878501,2.7519707844273972e-20,3.5058386070596022e-29,1.5767511770650429e-11,4.8001497836195708e-38,1.167458671655899e-37,0.0,0.0,1.4349018373130846e-33,0.0,0.0062096081601296475,0.0061207921881548779,4.4407986058947937e-05,1.5603877443123299e-11,7.5409352258293988e-15,5.4308202202058755e-15,2.6512451311271259e-20,6.8883081017027066e-24,1.5533762200715705e-23,6.832847117213812e-24,1.4189672893224181e-27,2.9410486750795993e-29,1.5976616493052404e-34,5.0746064236229318e-26,1.0440852472174838e-30,5.0747089384856458e-26
1.1148493447579477e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26072459303449058,0.66372390704968198,2.9624586355087768e-20,3.8491130777280179e-29,1.6359846808300367e-11,4.9598982387619833e-38,1.2806906735435777e-37,0.0,0.0,1.6038784576553854e-33,0.0,0.0063221398691138825,0.0062300459338488325,4.6046967708148158e-05,1.618691943499564e-11,7.9725638397322279e-15,5.741669914163757e-15,2.8030358957736269e-20,7.4215560450237585e-24,1.689637285881736e-23,7.3607014484115331e-24,1.557710385896679e-27,3.2285806155254512e-29,1.7872406200499269e-34,5.5658426642196697e-26,1.167084667565215e-30,5.5659572575062862e-26
1.1355771835331828e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26050155746951592,0.66361322252561095,3.1846423419619582e-20,4.2187013098394437e-29,1.6962710658870463e-11,5.1214992830636621e-38,1.402479896382963e-37,0.0,0.0,1.7890408615047775e-33,0.0,0.0064344909106118708,0.0063390639369029118,4.7713486934308306e-05,1.6780151763813808e-11,8.4201638270027664e-15,6.0640218495899303e-15,2.9604465113524114e-20,7.9850370313805646e-24,1.8350733234759582e-23,7.9183795614541166e-24,1.7070665300800131e-27,3.5381030032251509e-29,1.9951725020534443e-34,6.0940946234753352e-26,1.3018717984539083e-30,6.0942224529363968e-26
1.156305022308418e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26027890970676754,0.6635027456167113,3.4189335318002321e-20,4.6160808315935946e-29,1.7576082915632922e-11,5.2849231425505173e-38,1.5332955318070777e-37,0.0,0.0,1.9915958029109909e-33,0.0,0.0065466617650653145,0.0064478468965965133,4.9407434318586185e-05,1.7383548454518051e-11,8.8840115611512741e-15,6.3980750647781283e-15,3.1235744291724587e-20,8.5798596331612384e-24,1.9901210018663175e-23,8.5069674348272443e-24,1.8676295692312077e-27,3.8708459317160064e-29,2.2228475443241709e-34,6.6613818505321196e-26,1.4493261235197019e-30,6.6615241603214346e-26
1.177032861083653e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.26005664868002226,0.66339247573539561,3.6657500004580895e-20,5.042782832870729e-29,1.8199943235112494e-11,5.4501405540399936e-38,1.6736230038828169e-37,0.0,0.0,2.2128151583000143e-33,0.0,0.0066586529111097911,0.0065563955094691071,5.1128700909038067e-05,1.7997083619452188e-11,9.3643827115030218e-15,6.7440280908832895e-15,3.2925168615795373e-20,9.2071514566519312e-24,2.1552293112274e-23,9.1275692879951524e-24,2.040014767336356e-27,4.2280838311416651e-29,2.4717330428602627e-34,7.2697930410848555e-26,1.6103746411761068e-30,7.269951166429595e-26
1.1977606998588882e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2598347733271163,0.66328241229633833,3.9255156659093991e-20,5.5003930776266347e-29,1.8834271336818722e-11,5.6171227559514986e-38,1.8239642035298427e-37,0.0,0.0,2.4540381290575829e-33,0.0,0.0067704648255835524,0.0066647104693337445,5.2877178218262666e-05,1.8620731457981485e-11,9.8615522455666615e-15,7.1020789536272193e-15,3.4673707828516615e-20,9.8680590953680842e-24,2.3308596641810933e-23,9.7813075226769676e-24,2.224859161165854e-27,4.6111362043054977e-29,2.7433760924321044e-34,7.9214869978429348e-26,1.7859934750016756e-30,7.9216623698721577e-26
1.2184885386341233e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25961328258992517,0.66317255471646486,4.1986605240905976e-20,5.990552814034292e-29,1.947904700297972e-11,5.785841479292167e-38,1.9848377209978464e-37,0.0,0.0,2.7166734745366244e-33,0.0,0.0068820979835362388,0.0067727924672904821,5.4652758221059477e-05,1.925446625611256e-11,1.0375794431392151e-14,7.4724251749967214e-15,3.6482329300900979e-20,1.0563748083561931e-23,2.5174859947076406e-23,1.0469322664376161e-23,2.422821915275271e-27,5.0213683602972719e-29,3.0394063841807715e-34,8.6186935816323282e-26,1.9772095065078784e-30,8.6188877323661484e-26
1.2392163774093584e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25939217541434417,0.66306290241493981,4.4856206046240972e-20,6.5149596824042546e-29,2.0134250078277236e-11,5.956268938812844e-38,2.1567790764321383e-37,0.0,0.0,3.0022017749915669e-33,0.0,0.006993552858237587,0.0068806421917397076,5.6455333352100854e-05,1.9898262386115469e-11,1.090738283991839e-14,7.8552637749343091e-15,3.8351998041059769e-20,1.1295402849903856e-23,2.7155948547332407e-23,1.1192773304159445e-23,2.6345846758661431e-27,5.4601921457271529e-29,3.3615390486142503e-34,9.3637146532868117e-26,2.1851020299229218e-30,9.3639292207883503e-26
1.2806720549598288e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25895110755157502,0.66284421133472959,5.1027604568564338e-20,7.6735927632397694e-29,2.1475858145701632e-11,6.3021412926322542e-38,2.5360933965193154e-37,0.0,0.0,3.6482325260477469e-33,0.0,0.0072159296421172,0.0070956475602981456,6.0141041023137299e-05,2.1215936559885468e-11,1.2023689137261295e-14,8.6592036901361015e-15,4.2278325595418402e-20,1.2871441627547859e-23,3.1482700184200578e-23,1.2750705423109313e-23,3.1023513218149885e-27,6.4294990435252252e-29,4.0914167037874772e-34,1.1006773267635129e-25,2.6555059287117911e-30,1.1007034033790734e-25
1.3179821647552522e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.25855544776262207,0.6626480856330289,5.7099306211140562e-20,8.8517050260244987e-29,2.271876621689536e-11,6.6190011483214161e-38,2.921055301606135e-37,0.0,0.0,4.3243594935477208e-33,0.0,0.0074154637305925159,0.0072883648678308613,6.3549431504409404e-05,2.2435997726836352e-11,1.3090419159656632e-14,9.4274398328867316e-15,4.603043494350552e-20,1.4425146901145143e-23,3.5820906345279848e-23,1.4286024556374557e-23,3.5778483451617762e-27,7.4148008160364205e-29,4.8566353471384062e-34,1.2673650773730204e-25,3.1478633989248085e-30,1.2673959896037511e-25
