Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),H2OX(23),COX(50)
6.5507964204129525e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999726,0.11866996602996269,0.022821567693054223,0.0,1.224484379038186e-54,4.4422114476675728e-36,1.128755504133344e-75,1.6906993134762882e-48,1.132373683880188e-119,6.6612201205754022e-22,1.0558098222986297e-101,6.6612201202120174e-22,2.660444340953145e-68,1.3838254427213714e-60,1.1140054361857548e-100,6.7313361965744995e-102,6.7170953734362577e-47,8.065798308110836e-81,2.6417448485018057e-15,1.2701743992222695e-16,4.895938416759132e-20,3.5422870183712062e-32,4.8959384174569644e-20,3.4887054177854722e-30,3.0780874780123504e-36,1.2395954210897345e-42,1.6726072693585404e-67,1.5951344797983215e-49,6.7136999863685742e-46,9.8609274836182413e-91
1.310728423649959e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999448,0.11866996602996004,0.02282156769305416,0.0,1.9607703329140009e-53,1.7780423629534919e-35,1.2830733182656572e-73,1.3539306680795367e-47,5.1457999722265166e-117,1.3328227574736112e-21,6.7676266596113215e-100,1.3328227573281629e-21,4.2613345362803858e-67,2.2166973020544032e-59,2.5316473191601208e-98,1.5297384270083563e-99,5.3777603436455683e-46,2.5839523955153083e-79,5.2857848706323213e-15,2.5414523383221969e-16,9.7961304717567277e-20,1.4178378871373239e-31,9.7961304745498762e-20,1.3963901175969247e-29,2.4643387892610384e-35,1.7646238765884782e-41,9.5136612196833546e-66,1.2770775677445605e-48,5.3750419597662804e-45,2.2409577001236921e-88
2.6220259868672867e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319998893,0.11866996602995475,0.022821567693054032,0.0,3.1385092217946659e-52,7.1144863409087278e-35,1.5386259323231534e-71,1.0836932892214451e-46,2.4674260252940112e-114,2.6662242485237755e-21,4.3346260906589963e-98,2.6662242479417918e-21,6.8218362385713016e-66,3.5487780661520532e-58,6.070361265374946e-96,3.6679930980309452e-97,4.3038423072788292e-45,8.2732855952206391e-78,1.0573864914888509e-14,5.084008216521951e-16,1.9596514579654679e-19,5.6731978329449051e-31,1.9596514590830927e-19,5.5873694904533953e-29,1.9722155092067351e-34,2.6482108215023313e-40,5.7068961750453646e-64,1.0220503023493573e-47,4.3016667585020435e-44,5.3733482892830355e-86
5.2446211133019425e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997783,0.11866996602994417,0.022821567693053778,0.0,5.0226356924891173e-51,2.8462585093362957e-34,1.902999331718982e-69,8.6717418654706162e-46,1.220468073578374e-111,5.3330272314961913e-21,2.7752315888418067e-96,5.3330272291678782e-21,1.0917899605650724e-64,5.6796945741177963e-57,1.5013936829919964e-93,9.0721151933559298e-95,3.4437271437658624e-44,2.6481936847750304e-76,2.115002500338152e-14,1.0169119972921062e-15,3.919728278706164e-19,2.2696481215849438e-30,3.9197282831773996e-19,2.2353037327533299e-28,1.5780648784216584e-33,4.0968942034981002e-39,3.5300975612232596e-62,8.1779571622546878e-47,3.4419863493962103e-43,1.3290001684124371e-83
1.0489811366171253e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995568,0.11866996602992302,0.022821567693053268,0.0,8.0370318210081311e-50,1.1385966282572231e-33,2.3932808263416361e-67,6.9382718147411271e-45,6.138998240432787e-109,1.0666633200929376e-20,1.7764909781626358e-94,1.0666633191615363e-20,1.7471008992160847e-63,9.0888287776663498e-56,3.7761593830047145e-91,2.2817301882319345e-92,2.7552423345787685e-43,8.4754076369759785e-75,4.2302345180290071e-14,2.0339343485717692e-15,7.8398819168319795e-19,9.0793279470516129e-30,7.8398819347184414e-19,8.9418795024184946e-28,1.2625602895285657e-32,6.4427623751385476e-38,2.2200887454014016e-60,6.5429899639964623e-46,2.7538495271564394e-42,3.3425719519594915e-81
2.0980191871909876e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319991132,0.11866996602988072,0.022821567693052252,0.0,1.2859895880116758e-48,4.5545763552312897e-33,3.0361161968614855e-65,5.5509687933146701e-44,3.1150116080562242e-106,2.1333845153749151e-20,1.1370639207583065e-92,2.1333845116491588e-20,2.7955510177630617e-62,1.4543172124137188e-54,9.580540262814896e-89,5.7890056317536518e-90,2.204296956991723e-42,2.7123205095086028e-73,8.4606985533797296e-14,4.0679790511304547e-15,1.5680189179661299e-18,3.6318762212511836e-29,1.5680189251210564e-18,3.5768468384555203e-27,1.0100778061418882e-31,1.021845854847334e-36,1.4082999039323715e-58,5.2346453107840284e-45,2.2031825946433416e-41,8.4804801330124821e-79
4.196095288338712e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319982262,0.11866996602979611,0.022821567693050219,0.0,2.0576327494786162e-47,1.8218712203146139e-32,3.8686642575487627e-63,4.440915561357552e-43,1.5876358991906765e-103,4.2668269115202328e-20,7.2775601199293792e-91,4.2668268966169048e-20,4.4730332831698134e-61,2.3269886780636741e-53,2.4414905443273821e-86,1.4752615322176545e-87,1.7634769399086763e-41,8.6797297206335131e-72,1.6921626623957225e-13,8.1360684562452729e-15,3.1360803651630705e-18,1.4527778535379055e-28,3.1360803937837623e-18,1.4307274392157217e-26,8.0805202390725512e-31,1.6277131586485405e-35,8.9726971824533644e-57,4.187823399077554e-44,1.7625853272461099e-40,2.1611527940253322e-76
8.39224749063416e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319964526,0.11866996602962689,0.022821567693046149,0.0,3.2922449178486626e-46,7.2875879093373621e-32,4.9403894618001778e-61,3.552788637918831e-42,8.1097109140316231e-101,8.5337117261363192e-20,4.6577507883048648e-89,8.5337116665223981e-20,7.1569745346621755e-60,3.7232386316093654e-52,6.235645326094639e-84,3.7678653702343318e-85,1.4107943218365254e-40,2.7775621490179847e-70,3.3843482764616422e-13,1.6272247266464689e-14,6.272203238081257e-18,5.8111529930186366e-28,6.2722033525684229e-18,5.7226447539517143e-26,6.4640225218374215e-30,2.5984117479637686e-34,5.7292889566394196e-55,3.350310878280834e-43,1.4100808606428778e-39,5.5196533284285241e-74
1.6784551895225059e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319929054,0.11866996602928845,0.022821567693038013,0.0,5.2675954555048981e-45,2.9150731029984219e-31,6.3156752284602451e-59,2.8422533497079416e-41,4.1468779545739801e-98,1.7067481444670293e-19,2.9809964187622231e-87,1.7067481206213398e-19,1.1451256139615812e-58,5.9572010799850813e-51,1.5942932042248699e-81,9.63345705903973e-83,1.1286357974591135e-39,8.8882765906110878e-69,6.7687195043951648e-13,3.2544604886862652e-14,1.2544448898014856e-17,2.3244589917499698e-27,1.2544449355991718e-17,2.2888110079458842e-25,5.1704962029639197e-29,4.152277168358903e-33,3.6621231923541133e-53,2.6802844409747773e-42,1.1280647649607753e-38,1.4112323813984153e-71
3.3569160704406852e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319858111,0.11866996602861156,0.022821567693021742,0.0,8.4280838293872803e-44,1.1660506908089183e-30,8.077233806522806e-57,2.273811597418925e-40,2.12140222257726e-95,3.4135021238945435e-19,1.9078491674254677e-85,3.4135020285115442e-19,1.8322086876719659e-57,9.5314535341167238e-50,4.0779352802984301e-79,2.4640771366763863e-80,9.029011452879043e-39,2.8442608738453377e-67,1.3537461959468933e-12,6.5089320127495081e-14,2.5088939874270965e-17,9.2977473875289401e-27,2.5088941706389952e-17,9.1531996718757096e-25,4.1352056376165051e-28,6.6380967529076113e-32,2.3417863576764469e-51,2.1442656390632589e-41,9.0244390168933156e-38,3.6096953481322415e-69
6.713837832277045e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319716225,0.11866996602725778,0.022821567692989198,0.0,1.3484649355099443e-42,4.6643564746841822e-30,1.0330150568613329e-54,1.8190527519936107e-39,1.0852430125826909e-92,6.8270102256324442e-19,1.2210270916542265e-83,6.8270098440999724e-19,2.931539919168108e-56,1.525000355922029e-48,1.0430720694623021e-76,6.302723931931923e-78,7.2230571373125485e-38,9.1016541358871731e-66,2.7074946866443379e-12,1.3017875060810603e-13,5.0177920452338902e-17,3.7190139068908052e-26,5.0177927782478641e-17,3.6596314533539298e-24,3.3062449604900231e-27,1.0612036479125077e-30,1.4974808673169777e-49,1.7154657840765807e-40,7.2193925234024641e-37,9.2330311904021759e-67
1.3427681355949762e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319432446,0.11866996602455024,0.022821567692924108,0.0,2.1574476318160532e-41,1.8658618512954397e-29,1.3205933137208778e-52,1.455243442404599e-38,5.5494571044335174e-90,1.3654027000639669e-18,7.8145844406981679e-82,1.3654025474508902e-18,4.6904682205485911e-55,2.4398891955753538e-47,2.6669045213558168e-74,1.6114670609992284e-75,5.7781896278946587e-37,2.9125321335168176e-64,5.4149916667699906e-12,2.6035761156671212e-13,1.0035587611069824e-16,1.4875346915949087e-25,1.0035590544450328e-16,1.4625327248619412e-23,2.641922955114792e-26,1.69578069311961e-29,9.5717709600565058e-48,1.3724547108818651e-39,5.7752472797983868e-36,2.3606792620267479e-64
2.6855368403295197e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318864889,0.11866996601913514,0.022821567692793927,0.0,3.4516040878883011e-40,7.464391997105718e-29,1.6864639592783379e-50,1.1641950121438345e-37,2.8347915934931558e-87,2.7308062836779313e-18,5.0013368826416342e-80,2.730805673225506e-18,7.504751144015217e-54,3.9034597162364257e-46,6.8115699617358933e-72,4.1158655552059698e-73,4.6221368820758078e-36,9.3201055037644035e-63,1.082998562194435e-11,5.2071533347346114e-13,2.0071176543631563e-16,5.9495661997070187e-25,2.0071188287716793e-16,5.8395931093022613e-23,2.108632454972665e-25,2.7069658145985805e-28,6.1117655735422536e-46,1.09809356439816e-38,4.6197659573731559e-35,6.02942365809198e-62
5.3710742497986066e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631772978,0.11866996600830494,0.02282156769253357,0.0,5.5215647132781865e-39,2.9865072584199762e-28,2.1489823631629082e-48,9.3135573203703006e-37,1.4449157684154429e-84,5.461614365355536e-18,3.2008556220750963e-78,5.4616119235460561e-18,1.2007598659279307e-52,6.2443689484070309e-45,1.7359481782536991e-69,1.0489401317463584e-70,3.6970439101639552e-35,2.9824330249384144e-61,2.1659973511985275e-11,1.0414307772451073e-12,4.0142345612318533e-16,2.3793674157556405e-24,4.0142392672922522e-16,2.3274482931002904e-22,1.6790977820806854e-24,4.3115939316192449e-27,3.8939014491279748e-44,8.7868102848787799e-38,3.6951199049137134e-34,1.5366093064654503e-59
1.0742149068736782e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315459557,0.11866996598664456,0.022821567692012854,0.0,8.8312967144311006e-38,1.1951969898330827e-27,2.726292183175023e-46,7.4508386501347492e-36,7.3325225920357791e-82,1.0923234186506234e-17,2.0485470160449642e-76,1.0923224419272434e-17,1.9212140072974525e-51,9.9872534003832835e-44,4.4046750678996998e-67,2.6615081141895665e-68,2.9565699098817114e-34,9.5437770489359129e-60,4.3319949210835984e-11,2.0828616646209953e-12,8.0284648563977227e-16,9.5137968662915507e-24,8.028483747618575e-16,9.2433500660796497e-22,1.3309182926443548e-23,6.8370004949098412e-26,2.4698996957892627e-42,7.0327132215031838e-37,2.9549871050876539e-33,3.8988526863678107e-57
2.148429870661313e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756310919117,0.1186699659433238,0.022821567690971423,0.0,1.4119821366393572e-36,4.7854462758399141e-27,3.4285610862134939e-44,5.9606582849497066e-35,3.6887186621196764e-79,2.1846488459963924e-17,1.3110686256642862e-74,2.1846449391066306e-17,3.0739361107526464e-50,1.5967658924752777e-42,1.1078947140564428e-64,6.6944107418939991e-66,2.3635530314470673e-33,3.0540025049146298e-58,8.6639900283612784e-11,4.1657234387031686e-12,1.6056911372468309e-15,3.8025832293390797e-23,1.6056987466605233e-15,3.6452343488806641e-21,1.0453761892797794e-22,1.074661582356507e-24,1.5529536348194205e-40,5.631293995907357e-36,2.3622171028039804e-32,9.8064977934790372e-55
4.2968597982365825e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756301838231,0.11866996585668227,0.022821567688888562,0.0,2.2558969222454755e-35,1.917761489662686e-26,4.2385368231900653e-42,4.7685059696714019e-34,1.824250471829111e-76,4.36930555312992e-17,8.3908192366357946e-73,4.3692899256018553e-17,4.9182771257536342e-49,2.5510104112807585e-41,2.7394446927997396e-62,1.6552983997802773e-63,1.8881233476619686e-32,9.7727676479370728e-57,1.7327980112946804e-10,8.3314469841892668e-12,3.2113748107764236e-15,1.5186898535604792e-22,3.21140566166934e-15,1.4180148818899698e-20,8.0660439579447187e-22,1.660353855358389e-23,9.5978166303011645e-39,4.512926699826854e-35,1.8869433516608657e-31,2.4247276798999559e-52
6.445289725811853e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756292757345,0.11866996577004074,0.0228215676868057,0.0,8.2974235807812524e-35,4.0803386731939001e-26,2.7414678090110062e-41,1.4156467112340568e-33,1.5372507938181191e-75,6.5539681126849109e-17,4.7640516773102841e-72,6.5539349042335305e-17,1.8606803656799683e-48,9.7191346876991422e-41,2.0386401041097276e-61,1.23183997323242e-62,5.3943935726634215e-32,4.5589668934089034e-56,2.5991970067562487e-10,1.2497170526997114e-11,4.8170528546414563e-15,3.2237801397663231e-22,4.817119007802276e-15,2.9562834719421549e-20,2.2591572629158368e-21,6.0097149943276647e-23,5.2908435539771397e-38,1.2916740167502664e-34,5.3908370853893332e-31,1.804417468082327e-51
1.0742149580962393e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756274595578,0.11866996559675769,0.022821567682639977,0.0,6.3682851671363221e-34,1.1314867962549349e-25,1.1602140464721824e-39,6.6311311409233621e-33,2.0277772774169722e-73,1.0923316641316436e-16,1.2807026454979962e-70,1.0923224830042721e-16,1.4684559695501228e-47,7.9697245142367881e-40,1.5140578362577876e-59,9.148626411777818e-61,2.4728931298541284e-31,6.109263433522852e-55,4.3319949456914508e-10,2.0828617601901944e-11,8.0283864238725609e-15,8.8884048888039989e-22,8.0285733851706405e-15,7.7936932371362907e-20,9.7710295615287487e-21,4.3632315160719251e-22,1.2930246220668459e-36,5.9524649259869539e-34,2.471006318849745e-30,1.340023541722691e-49
1.4609323450597878e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756258249987,0.11866996544080294,0.022821567678890826,0.0,1.751863905822121e-33,2.0186518411666766e-25,5.4120122635577868e-39,1.530192865089053e-32,1.1109301162840734e-72,1.4855749226153824e-16,5.560977515691775e-70,1.4855585737863722e-16,4.1209498150215704e-47,2.3209704764240149e-39,7.725161863065707e-59,4.6678922855582959e-60,5.5587693428959487e-31,2.0276152169759391e-54,5.8915130487395567e-10,2.8326919960665258e-11,1.0918568446837207e-14,1.579889684796611e-21,1.0918906025412716e-14,1.3452170293062204e-19,2.1266622448430035e-20,1.1701596253533154e-21,5.4044894162168299e-36,1.3418580017631629e-33,5.5542076810125626e-30,6.8371158720512553e-49
1.8476497320233363e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756241904395,0.11866996528484822,0.022821567675141676,0.0,3.9407357978665247e-33,3.1568306532401974e-25,1.8650284022832241e-38,2.9462799588461906e-32,5.0533032731843296e-72,1.8788201825710821e-16,1.6838636415029474e-69,1.8787946618791645e-16,9.4351233618193254e-47,5.3042856886064106e-39,3.0754034443115738e-58,1.858297834850061e-59,1.0491229867075096e-30,5.448207094285972e-54,7.4510311073383229e-10,3.5825222310271417e-11,1.380873121689308e-14,2.4617209385984254e-21,1.3809265278422071e-14,2.0362913484266559e-19,3.8824635727552187e-20,2.5600546631670381e-21,1.5866987880575533e-35,2.5399181746222626e-33,1.0481986141108291e-29,2.7218128282990652e-48
2.234367118986885e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756225558804,0.11866996512889348,0.022821567671392526,0.0,7.5652595633302377e-33,4.5329766675526767e-25,5.1626834892068013e-38,5.0093762089426868e-32,1.6943111944421256e-71,2.2720673331174852e-16,4.3714818985298373e-69,2.2720307474316253e-16,1.8398995338581292e-46,1.0475579233105325e-38,9.3846240408888048e-58,5.6706126853879575e-59,1.7512058727680874e-30,1.2052695313802754e-53,9.0105491239499771e-10,4.3323524651229729e-11,1.6698875800649483e-14,3.5229107560268864e-21,1.6699650854140361e-14,2.8360566264216949e-19,6.284620307762356e-20,4.7924836544792284e-21,3.9821879208072131e-35,4.2509586165205338e-33,1.7495641709903255e-29,8.3054976151765346e-48
3.007801892913982e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756192867632,0.11866996481698404,0.022821567663894222,0.0,1.9527789786816414e-32,7.8302006625176568e-25,2.3860395403674379e-37,1.107568223226981e-31,9.8688493040093718e-71,3.0585659456338824e-16,1.9335915002966112e-68,3.0585029127433796e-16,4.8848263461208021e-46,2.9225224006668608e-38,4.8682228336216782e-57,2.9415961476687111e-58,3.7304675561373271e-30,3.7921358383515234e-53,1.2129585061422454e-09,5.8320129313428598e-11,2.2479123494968304e-14,6.0518571748286262e-21,2.2480485267625019e-14,4.6582621630908969e-19,1.2743630810313252e-19,1.1890721656140721e-20,1.6449442446779394e-34,9.0937706526301433e-33,3.7266291684510972e-29,4.3083283556951679e-47
3.7812366668410796e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756160176454,0.11866996450507458,0.022821567656395918,0.0,4.12864220322508e-32,1.2013350982038977e-24,7.7272781035410387e-37,2.0749967368671154e-31,3.8378350605284794e-70,3.8450715464444232e-16,5.8182982833053394e-68,3.8449750686650569e-16,1.0595783165499242e-45,6.5299942952158717e-38,1.7374845012238325e-56,1.0498646861451758e-57,6.7694926677282949e-30,9.3798593869509089e-53,1.5248620843693481e-09,7.3316733943668057e-11,2.8259303966279516e-14,9.2366312655101411e-21,2.8261426190334459e-14,6.8117300904636746e-19,2.2081324092318336e-19,2.4257822731877195e-20,4.732584512578573e-34,1.656615737845105e-32,6.7619423367382076e-29,1.5376268192330158e-46
4.554671440768177e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756127485288,0.11866996419316515,0.022821567648897621,0.0,7.7977888374360164e-32,1.7146995420791467e-24,2.1152346399209964e-36,3.5117051397684518e-31,1.2555162708568067e-69,4.6315846094681363e-16,1.5061269393347659e-67,4.6314472145597672e-16,2.0477486483601775e-45,1.2873743079281737e-37,5.2249054081928293e-56,3.1571160542263964e-57,1.1174667696661261e-29,2.0401482902038996e-52,1.836765646023611e-09,8.83133385397866e-11,3.4039412655786449e-14,1.3115886892011105e-20,3.4042487816503108e-14,9.2688421628095589e-19,3.4798067079063535e-19,4.4207960734231823e-20,1.1683688846170853e-33,2.7451703731673912e-32,1.1161221644279039e-28,4.623804650884898e-46
6.101540988622371e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756062102949,0.11866996356934638,0.022821567633901016,0.0,2.3520935352772225e-31,3.0341380284249341e-24,1.5754522776327666e-35,8.3510980948668508e-31,1.933982380491778e-68,6.204633542124214e-16,9.3197123816876949e-67,6.2043914757034138e-16,6.4435291531224116e-45,4.0831624611797809e-37,5.5482652886836516e-55,3.3524945814862602e-56,2.5642655223678763e-29,8.5474153671485874e-52,2.4605727186797565e-09,1.1830654762777506e-10,4.559941064959467e-14,2.2960130852235619e-20,4.5605018573408952e-14,1.4864391351360911e-18,7.1636298253545807e-19,1.2117949928441143e-19,6.1893471338811802e-33,6.3566525888300253e-32,2.5606173430913023e-28,4.9094016067955329e-45
