Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2OX(23),CH3OO(77)
4.947470368973667e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317908826,0.11866996601001326,0.022821567692574637,0.0,3.9774720034899621e-39,2.5327291811568285e-28,0.0,7.2791744654519348e-37,0.0,5.0309033138185255e-18,1.9552429595323304e-78,5.030867551471485e-18,8.6445966326760085e-53,1.243764591593683e-43,0.0,0.0,5.1389590112814164e-33,1.9777951565894362e-61,1.9951702802926336e-11,9.5929560310847027e-13,3.697643229532299e-16,2.0196329958006986e-24,3.6976435669556252e-16,2.8890224511934251e-34,1.2403725171303695e-28
9.894941262200214e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315817654,0.11866996599006117,0.02282156769209499,0.0,6.3638596924262793e-38,1.0130917608350461e-27,0.0,5.8233392982743178e-36,0.0,1.0061878679861227e-17,1.2513670188328105e-76,1.0061735630472843e-17,1.3831354128871711e-51,1.990019609928446e-42,0.0,0.0,4.1111599789798046e-32,6.3289443246484334e-60,3.9903407628113538e-11,1.9185913076781786e-12,7.3952861746340135e-16,8.0785166021503119e-24,7.3952875243274402e-16,2.3111820864064209e-33,4.9615200984533675e-28
1.978988304865331e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756311635305,0.11866996595015701,0.022821567691135695,0.0,1.0181868360645883e-36,4.052367267238915e-27,0.0,4.6586701361914568e-35,0.0,2.0124043969281804e-17,8.008860236736995e-75,2.0123471771795289e-17,2.21301606624145e-50,3.1840188129404431e-41,0.0,0.0,3.288915957759878e-31,2.025261655171156e-58,7.9806817002794343e-11,3.8371827162494166e-12,1.4790570036096993e-15,3.2313939508748867e-23,1.479057543487127e-15,1.8488880150375623e-32,1.9846318267327234e-27
3.95797666215595e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756303270607,0.1186699658703487,0.022821567689217104,0.0,1.6290005370607796e-35,1.6209469893985901e-26,0.0,3.7269336795147047e-34,0.0,4.0249232776992061e-17,5.1258119723361847e-73,4.0246943987719095e-17,3.5408234522287158e-49,5.094389364692169e-40,0.0,0.0,2.6311133427741385e-30,6.4808332474919804e-57,1.5961363464938155e-10,7.6743655311191752e-12,2.9581129644065886e-15,1.2925473514338061e-22,2.9581151239166444e-15,1.4790180701296381e-31,7.9387171323681911e-27
5.936965019446569e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675629490591,0.11866996579054039,0.022821567687298514,0.0,5.9956682365031326e-35,3.444512458326323e-26,0.0,1.1064330164195417e-33,0.0,6.0375279813101614e-17,2.9102806603638184e-72,6.0370416136921813e-17,1.339565014390535e-48,1.9422289783473892e-39,0.0,0.0,7.5233077964885163e-30,3.0232936762622585e-56,2.3942045119319436e-10,1.1511548343716222e-11,4.4371681137082385e-15,2.7466480999167249e-22,4.4371727026680457e-15,4.2289156169087583e-31,1.6870052578937766e-26
9.894941734027808e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675627817652,0.11866996563092376,0.02282156768346133,0.0,4.6126979214134964e-34,9.5230644852568657e-26,0.0,5.1827583622471551e-33,0.0,1.0063080679513425e-16,7.8242090441778957e-71,1.0061736016844291e-16,1.0571969304189171e-47,1.5971403634915985e-38,0.0,0.0,3.4573883353816902e-29,4.05140472528822e-55,3.9903407986972246e-10,1.918591395981946e-11,7.3952751663343722e-15,7.5935669313619811e-22,7.3952878534609804e-15,1.943241858792167e-30,4.6642719786581306e-26
1.3457120777150921e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756263120069,0.1186699654872688,0.022821567680007867,0.0,1.2703097654569196e-33,1.6957757124874399e-25,0.0,1.1959731194785608e-32,0.0,1.3686355403055643e-16,3.3975051104390899e-70,1.3683960958123441e-16,2.9668377197332401e-47,4.6580916276963009e-38,0.0,0.0,7.7824909971022487e-29,1.3446322551521885e-54,5.426863421155064e-10,2.6092843006969191e-11,1.0057568891742312e-14,1.3521766408946976e-21,1.0057591483758941e-14,4.3739548365642614e-30,8.3059208979701014e-26
1.7019299820274035e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756248063619,0.11866996534361383,0.022821567676554404,0.0,2.8609757909113168e-33,2.6471299409630707e-25,0.0,2.3027721782099259e-32,0.0,1.7309923637519406e-16,1.0287742472413808e-69,1.7306185876584154e-16,6.7927485411243828e-47,1.0658553806891072e-37,0.0,0.0,1.4709304501462485e-28,3.6130411428029593e-54,6.8633860058983127e-10,3.2999772046346303e-11,1.2719859841867215e-14,2.1107469026360284e-21,1.2719895108333064e-14,8.2665376188307951e-30,1.2966028963437592e-25
2.058147886339715e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756233007168,0.11866996519995887,0.022821567673100941,0.0,5.4984895940524319e-33,3.7948535799035538e-25,0.0,3.9152759490451421e-32,0.0,2.0933769123889704e-16,2.6708890339749378e-69,2.0928410773490436e-16,1.3246266616373e-46,2.1077909591905515e-37,0.0,0.0,2.4585872902742524e-28,7.9929057028434273e-54,8.2999085550161321e-10,3.9906701078381382e-11,1.538214817044582e-14,3.0258820850288924e-21,1.5382198727500532e-14,1.3816391359528696e-29,1.8588250604250434e-25
2.770583694964338e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756202894267,0.11866996491264899,0.022821567666194011,0.0,1.421810127800826e-32,6.5381177956446303e-25,0.0,8.6567036979500138e-32,0.0,2.8182092363738522e-16,1.1814872165679682e-68,2.8172860518148519e-16,3.5168275437231182e-46,5.8957790254774314e-37,0.0,0.0,5.2487440291918758e-28,2.5148175727412463e-53,1.1172953572008639e-09,5.3720559125708133e-11,2.0706718849222581e-14,5.2131848895603756e-21,2.0706805953513498e-14,2.9493607233110515e-29,3.2026981217530842e-25
3.4830195035889606e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756172781366,0.1186699646253391,0.022821567659287081,0.0,3.0108785572654312e-32,1.0007243552461243e-24,0.0,1.6218197794603801e-31,0.0,3.5431440437227106e-16,3.555364884951416e-68,3.5417310183132652e-16,7.6284692326851468e-46,1.3201472682330445e-36,0.0,0.0,9.5441692261257934e-28,6.2204360594140676e-53,1.4045998457315068e-09,6.7534417145895708e-11,2.6031279837719751e-14,7.9791832389758225e-21,2.6031413159575156e-14,5.3626096653781975e-29,4.9022673545905127e-25
4.195455312213584e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756142668465,0.11866996433802923,0.022821567652380151,0.0,5.6958906115555725e-32,1.4251464567871787e-24,0.0,2.7447728286047115e-31,0.0,4.2681882854627471e-16,9.2039986203533589e-68,4.2661759763038728e-16,1.474291742990879e-45,2.6083360963356299e-36,0.0,0.0,1.5787747489885889e-27,1.352970098629941e-52,1.6919043202003456e-09,8.1348275137103353e-11,3.1355830478686317e-14,1.1363102271013876e-20,3.1356020344357679e-14,8.8699917875621365e-29,6.9817079624914533e-25
5.620326929462829e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756082442679,0.11866996376340953,0.022821567638566295,0.0,1.7260084826435283e-31,2.5108869482688438e-24,0.0,6.5273897522630306e-31,0.0,5.7186112374569122e-16,5.6963039548511753e-67,5.7150658662822677e-16,4.6391397782860015e-45,8.3231431988852724e-36,0.0,0.0,3.6416340988330118e-27,5.668494995486384e-52,2.2665132261602449e-09,1.0897599103094604e-10,4.2004900135072512e-14,2.0019351808366378e-20,4.2005234649055418e-14,2.0455584183582065e-28,1.2301924154150538e-24
7.045198546712075e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756022216894,0.11866996318878989,0.022821567624752438,0.0,4.0588885200541623e-31,3.9115045949030142e-24,0.0,1.2747705606418184e-30,0.0,7.1694787560933049e-16,2.061537574808791e-66,7.1639557216983161e-16,1.1144096197070604e-44,2.0073830080634732e-35,0.0,0.0,6.9954631894220401e-27,1.6591720149065812e-51,2.8411220749950833e-09,1.3660370680706028e-10,5.2653927755630053e-14,3.1185471820980283e-20,5.2654448867696473e-14,3.9287096309439724e-28,1.9166061012479379e-24
