Time (s),Volume (m^3),Ne,N2,X(1),He(2),CH4(3),H2(4),C2H6(5),CH3(6),C3H8(7),H(8),C2H5(9),C4H8(10),C2H4(11),C2H4X(64),C2H4(48),HeX(49),C4H8a(86),HX(12),C2H3X(58),C4H6(99)
0.0,0.004023131612903226,0.0,0.0,0.010942917987096774,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.399404824677906e-25,0.004023131612903226,0.0,0.0,0.010942917987096774,0.5,4.2827663812001247e-169,1.7819753475861187e-50,1.1434967374865014e-105,3.3319026945722647e-126,7.7312088499677331e-185,1.3626130223032946e-39,2.1635138805232649e-54,0.0,0.5,3.1912121799373382e-19,2.2110736112282667e-18,9.6371247656328495e-20,3.1961366606164257e-35,3.722570458236033e-21,3.722570458236033e-21,7.7915306228273042e-48
6.718333509098136e-25,0.004023131612903226,0.0,0.0,0.010942917987096774,0.5,6.3874090568276871e-167,2.6929211455924306e-49,1.6753740439928166e-94,8.7870165579963608e-115,1.1530489649485765e-182,8.2301826547118855e-39,2.5685236789572157e-53,0.0,0.5,8.9353941038011129e-19,6.1910061114391366e-18,2.6983949343758937e-19,1.9304665430123184e-34,1.0423197283060892e-20,1.0423197283060892e-20,1.1774561078617052e-46
1.5356190877938598e-24,0.004023131612903226,0.0,0.0,0.010942917987096772,0.5,3.0734098469811692e-164,2.8969216834304976e-48,3.231078513515815e-93,3.4771479809003269e-113,1.2929611533424973e-179,3.9624786688579608e-38,2.5217917791379056e-52,0.0,0.5,2.0423757951434924e-18,1.4150871111860829e-17,6.1677598499958911e-19,9.2943654090725164e-34,2.3824450932710603e-20,2.3824450932710603e-20,1.2666535504521236e-45
3.263190561561952e-24,0.004023131612903226,0.0,0.0,0.010942917987096769,0.5,9.8447869000691542e-162,2.6627701227298995e-47,5.5311277377953981e-92,1.195159780928588e-111,8.6127262425459165e-177,1.7305185383251635e-37,2.2304962702642399e-51,0.0,0.5,4.3400485646327609e-18,3.0070601112704008e-17,1.3106489681215014e-18,4.0590935589828067e-33,5.0626958232010021e-20,5.0626958232010021e-20,1.1642728380560257e-44
6.718333509098136e-24,0.004023131612903226,0.0,0.0,0.010942917987096762,0.5,2.7914920114766188e-159,2.2780559009400385e-46,9.1310278874800146e-91,3.9507556240069713e-110,4.9763555696619837e-174,7.2245742442518815e-37,1.8748665126393264e-50,0.0,0.49999999999999994,8.9353941034613149e-18,6.1910061114389553e-17,2.6983949343569754e-18,1.6945916574587792e-32,1.0423197283060876e-19,1.0423197283060876e-19,9.960599251123455e-44
1.3628619404170506e-23,0.004023131612903226,0.0,0.0,0.01094291798709675,0.5,7.5080212268553742e-157,1.8835406721789937e-45,1.4833833646045651e-89,1.2843175002234804e-108,2.7021004249028153e-171,2.9514743108296714e-36,1.5371288417252184e-49,0.0,0.49999999999999989,1.8126085180518508e-17,1.2558898111775743e-16,5.4738868667945237e-18,6.9229598523611761e-32,2.11442002027806e-19,2.11442002027806e-19,8.2356160799323903e-43
2.744919119431524e-23,0.004023131612903226,0.0,0.0,0.010942917987096725,0.5,1.9693667887416402e-154,1.5316639935640901e-44,2.3913406330678941e-88,4.1419115699042889e-107,1.4242127728326756e-168,1.1930331064514757e-35,1.2448067887854838e-48,0.0,0.49999999999999972,3.6507467332233211e-17,2.5294682112448023e-16,1.1024870731536022e-17,2.7983710609290373e-31,4.2586206042219942e-19,4.2586206042219942e-19,6.6970662225504359e-42
5.509033477460471e-23,0.004023131612903226,0.0,0.0,0.010942917987096677,0.5,5.1027961075012731e-152,1.2353424991481631e-43,3.8404861893590392e-87,1.3305465286977731e-105,7.3979120805255794e-166,4.7971336495385908e-35,1.0019287993575345e-47,0.0,0.49999999999999944,7.3270231626063923e-17,5.0766250113787416e-16,2.2126838460484625e-17,1.1252126959163679e-30,8.5470217721098212e-19,8.5470217721098212e-19,5.4014265263721681e-41
1.1037262193518367e-22,0.004023131612903226,0.0,0.0,0.01094291798709658,0.5,1.3141940982001783e-149,9.9229427612283058e-43,6.156251835127483e-86,4.2659652327727325e-104,3.8150667257256396e-163,1.9238651505110429e-34,8.0398476221249152e-47,0.0,0.49999999999999883,1.4679576017533056e-16,1.0170938611644554e-15,4.4330773916244257e-17,4.5126061743020518e-30,1.7123824107885315e-18,1.7123824107885315e-18,4.3387195281575818e-40
