Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),H2X(49),CHOX(53),CO2X(24),COX(50)
6.649310165217264e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999972,0.11866996602996265,0.022821567693054223,5.8166823215679515e-101,2.2148831623697963e-62,4.578309036374466e-36,5.7927167578155875e-75,1.0381000749372482e-49,6.0087505653948233e-119,6.761396686841548e-22,6.7796308532508353e-103,6.761396686819554e-22,1.658094990151512e-69,3.5865097143224982e-65,5.8168059979354933e-100,3.5147820096883999e-101,2.9630275477205784e-50,5.1025227884585289e-82,2.6814725642086117e-15,1.2892758379774161e-16,4.9695656764809118e-20,4.9695656888970746e-20,6.2096523743898542e-29,9.6075176858087976e-34,1.7894437757509138e-39,3.649215277520102e-32,2.5119137155042119e-64,1.6686924479457152e-49,2.475545920985145e-92,1.4129666766657493e-91,5.1489049878850691e-90
1.3304397315808305e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999437,0.11866996602995997,0.022821567693054157,1.7413980396972615e-98,3.5475302564725776e-61,1.8331108147745243e-35,4.3333379040475645e-73,8.3132199421811939e-49,1.7967436261135018e-116,1.3528667740960554e-21,4.3456699717378053e-101,1.3528667740872525e-21,2.6558335847002314e-68,5.744462980310097e-64,8.6987239242650772e-98,5.2561694897999714e-99,2.3719725331789673e-49,1.6346399266563074e-80,5.3652748178718675e-15,2.5796718113483488e-16,9.9434489475550779e-20,9.9434489972524759e-20,2.4854407667954248e-28,7.6917423815946133e-33,1.6772661513774227e-38,1.4604714377232065e-31,9.4041015136316612e-63,1.3363728207934945e-48,3.7070922289871994e-90,2.1155507419689149e-89,7.6999134511892262e-88
2.6614571616990387e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319998876,0.1186699660299546,0.022821567693054028,5.7411784525135843e-96,5.6780897927053403e-60,7.339584805906452e-35,3.5708657644515635e-71,6.6539453134027356e-48,5.9169010923990495e-114,2.7063209849327675e-21,2.7833767002000239e-99,2.7063209848975455e-21,4.2516403160456628e-67,9.1944674714104224e-63,1.4327402407489658e-95,8.6572760968778604e-97,1.897897044134553e-48,5.2337817544167476e-79,1.0732879325193391e-14,5.1604637580901121e-16,1.9891215452416213e-19,1.9891215651273622e-19,9.9446926962382325e-28,6.1555498428336193e-32,1.7338515112873733e-37,5.8424626025506069e-31,3.8795421878493192e-61,1.0701513877877491e-47,6.1147941058136677e-88,3.4884317362543714e-87,1.268229204871251e-85
5.323492021935455e-20,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319997749,0.11866996602994385,0.022821567693053772,2.1250141849422321e-93,9.0835893377866349e-59,2.9401151844544717e-34,3.3049154265377939e-69,5.3245042865101911e-47,2.188296579734265e-111,5.4132294066578355e-21,1.7820487198098306e-97,5.4132294065169229e-21,6.804470249859468e-66,1.470896705292561e-61,2.6502914375525112e-93,1.6014280630110853e-94,1.5179632679674478e-47,1.6752797318431561e-77,2.1468088339816482e-14,1.0322047651573227e-15,3.9786748312989691e-19,3.9786749108573522e-19,3.9782783732761163e-27,4.9250843027192547e-31,2.0138560515458526e-36,2.3363055796267117e-30,1.7977192262190556e-59,8.5731898169029421e-47,1.1327656854394791e-85,6.4581092126001651e-85,2.345977889169969e-83
1.0647561742408289e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319995501,0.11866996602992239,0.022821567693053255,8.7866047596206638e-91,1.4523111195843738e-57,1.1791841793566438e-33,3.4195823813349402e-67,4.2601426497401948e-46,9.0491251596237503e-109,1.0827046250314547e-20,1.1407312570775716e-95,1.0827046249750847e-20,1.0888629057978832e-64,2.3517125973695447e-60,5.4813453809892005e-91,3.3120810281787186e-92,1.2134587268956681e-46,5.361646497785911e-76,4.2938506368982849e-14,2.0645215438537819e-15,7.9577813437541486e-19,7.9577816620333601e-19,1.5912438687492111e-26,3.9399762875784288e-30,2.6135794224902678e-35,9.3375137748585169e-30,9.3111820739884942e-58,6.8757663264283641e-46,2.3456227610743364e-83,1.3355433027125339e-82,4.8519624281760263e-81
2.1295701183353955e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319990999,0.11866996602987945,0.022821567693052221,3.9553999764818862e-88,2.3198005896755698e-56,4.7412603263260738e-33,3.857523945030279e-65,3.4083297257772246e-45,4.0807722536847399e-106,2.1654679938454277e-20,7.301384173056275e-94,2.165467993619938e-20,1.742298743148469e-63,3.7564241910219593e-59,1.2361688770660557e-88,7.4695004527097394e-90,9.6917350895528987e-46,1.7158470596634615e-74,8.5879342426996336e-14,4.1291551012460408e-15,1.5915994130026447e-18,1.5915995403353299e-18,6.3636590109799027e-26,3.1513864492342906e-29,3.6942358301094951e-34,3.7283990803074497e-29,5.256068946959387e-56,5.5273677560601406e-45,5.294341134230405e-81,3.0066513488872702e-80,1.0942285115913075e-78
4.2591980065245286e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319981995,0.11866996602979356,0.022821567693050156,1.878696244132625e-85,3.6988703371025941e-55,1.915994967785775e-32,4.6036383247305619e-63,2.7267498730162766e-44,1.9473353092928392e-103,4.330994731803894e-20,4.6731109533889226e-92,4.330994730901919e-20,2.7877723164652913e-62,5.9895150780888889e-58,2.9498113134132361e-86,1.7824112924904488e-87,7.727466773408019e-45,5.4909025940941951e-73,1.7176101454174625e-13,8.2584222160279254e-15,3.1832418748018868e-18,3.1832423842694574e-18,2.544255866677301e-25,2.5199790242056458e-28,5.5189989042540663e-33,1.486010440876414e-28,3.1378795597422244e-54,4.464361448657652e-44,1.2639999443019321e-78,7.1411759361626905e-78,2.6111052561369814e-76
8.518453782902795e-19,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319963993,0.11866996602962179,0.022821567693046028,9.1700128433966151e-83,5.8772842561616077e-54,7.8194620133272138e-32,5.6751914995513963e-61,2.1814340916845693e-43,9.6006900494266124e-101,8.66204820904291e-20,2.9908627174341891e-90,8.6620482054349739e-20,4.4605106863196633e-61,9.5169178816443472e-57,7.2718542411632556e-84,4.3939865565486909e-85,6.1406834971460763e-44,1.7571193638360898e-71,3.4352435876613784e-13,1.6516956445581179e-14,6.3665264165795464e-18,6.3665284554808959e-18,1.0167064626847552e-24,2.0141057107263135e-27,8.5113484562274441e-32,5.9014974992313945e-28,1.9346513342944832e-52,3.6392212044326526e-43,3.1168608122486473e-76,1.7429212749905196e-75,6.4368760795954662e-74
1.7036965335659327e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319927989,0.11866996602927826,0.02282156769303777,4.5070917968741417e-80,9.2750492738965962e-53,3.2517810932393834e-31,7.1156252535354117e-59,1.7451605600209964e-42,4.8147152283922129e-98,1.7324155168809276e-19,1.9141746746612473e-88,1.7324155154377457e-19,7.1368755360281903e-60,1.5018618573423453e-55,1.8233840657344623e-81,1.101771299720126e-82,4.8476640744208556e-43,5.6228296195481682e-70,6.870510471944883e-13,3.3034024904645618e-14,1.2733093972851938e-17,1.273310213655915e-17,4.0588188474153304e-24,1.608259957019153e-26,1.3344997407435242e-30,2.3272027427483753e-27,1.2130114058854123e-50,3.019408666882331e-42,7.8164512150819645e-74,4.2833187993675004e-73,1.6140159438569824e-71
3.4073988441172392e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319855979,0.1186699660285912,0.022821567693021252,2.1898035597969224e-77,1.4444006192224235e-51,1.3993539634539789e-30,8.9888683456388989e-57,1.3961331375226381e-41,2.4330083954552688e-95,3.4648369109495346e-19,1.2250784769291132e-86,3.4648369051767936e-19,1.1419042659071044e-58,2.3387825979692861e-54,4.6066747658416046e-79,2.783558380048249e-80,3.7781720749223176e-42,1.7993123356756582e-68,1.3741044239694581e-12,6.6068161822606418e-14,2.5466222976267931e-17,2.546625569530712e-17,1.6171448734727867e-23,1.281782981401332e-25,2.1076486291657192e-29,9.0519066998071648e-27,7.6621905258449449e-49,2.5874364243004372e-41,1.9748847562459527e-71,1.0405162531737842e-70,4.0777123025099435e-69
6.814803465219852e-18,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319711956,0.11866996602721706,0.02282156769298822,1.0286268254463112e-74,2.1934821617808555e-50,6.3778962916921425e-30,1.1368774110951294e-54,1.1169073855307616e-40,1.2310916287608724e-92,6.9296797075480754e-19,7.8405169086860692e-85,6.9296796844570892e-19,1.8270485858569336e-57,3.5515163897031959e-53,1.165266080409572e-76,7.0410406602897515e-78,2.8740118068510727e-41,5.7578055343211229e-67,2.7482111771924732e-12,1.3213643565785675e-13,5.093245654660837e-17,5.0932587930325324e-17,6.4180522721388084e-23,1.0177836518152481e-24,3.3321852331064316e-28,3.4303883108586859e-26,4.8454675462510487e-47,2.3420840988415143e-40,4.9954590573943394e-69,2.4436602076006663e-68,1.0314611219123768e-66
1.3629612707425078e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319423908,0.1186699660244688,0.022821567692922151,4.531771975629766e-72,3.1833441825098927e-49,3.1620623461868871e-29,1.4312599012685959e-52,8.9352465816470546e-40,6.2019701767566997e-90,1.3859365334590365e-18,5.0179268892752256e-83,1.3859365242226485e-18,2.9232740778180098e-56,5.153721424844054e-52,2.9340666035588459e-74,1.7728812459733025e-75,2.0926270846575482e-40,1.8424955971033117e-65,5.4964246823308038e-12,2.642729833256807e-13,1.0186482594150885e-16,1.018653554485655e-16,2.5276667183319578e-22,8.0225231422757295e-24,5.2431998162410973e-27,1.240413274627077e-25,3.0499628800188362e-45,2.2999843632685229e-39,1.2577303873928449e-66,5.382198063182124e-66,2.5971389409235289e-64
2.725923119183553e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756318847819,0.11866996601897227,0.022821567692790014,1.8027012701643791e-69,4.2864503977766281e-48,1.7330076681764814e-28,1.7796418717328252e-50,7.1481666569696641e-39,3.0871728348854571e-87,2.7718736724055089e-18,3.2114609142905885e-81,2.7718736354600497e-18,4.6772193797376098e-55,6.9384013405913861e-51,7.2969234074557402e-72,4.4090530789094709e-73,1.4174397259515044e-39,5.8959623141882897e-64,1.099285168737667e-11,5.2854607865066668e-13,2.0372917374969408e-16,2.0373132222822817e-16,9.8075217985040956e-22,6.2342147666701925e-23,8.1468804184441114e-26,4.1508345417700507e-25,1.8959864776372628e-43,2.4943469276884431e-38,3.1273766099001199e-64,1.0702349865493137e-63,6.458920211588785e-62
5.451846816065644e-17,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756317695641,0.11866996600797922,0.022821567692525739,6.2431016609267672e-67,5.1842375972221998e-47,1.0378491120459359e-27,2.1579557388649608e-48,5.7184801109986279e-38,1.4998440816070153e-84,5.5437480044501513e-18,2.0553169242087763e-79,5.5437478566689375e-18,7.4834837975180939e-54,8.3892520871580472e-50,1.7698337031278332e-69,1.0693742633991673e-70,8.655040514244598e-39,1.8866912894983638e-62,2.1985705676545212e-11,1.0570922692581914e-12,4.0745630545161655e-16,4.0746512379660786e-16,3.6998494686224318e-21,4.7160199107156969e-22,1.2340849826949354e-24,1.2432815208902198e-24,1.1492793992920649e-41,2.9615427727773073e-37,7.5825552804825132e-62,1.8525207687962108e-61,1.566543391818794e-59
1.0903694209829825e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756315391279,0.11866996598599309,0.022821567691997193,1.8397761798954164e-64,5.5304737839004878e-46,6.5085956861492874e-27,2.4995660360854066e-46,4.5746972506854796e-37,6.9718368214687034e-82,1.1087496885143118e-17,1.3153789911703626e-77,1.1087496294023082e-17,1.1973354250618883e-52,8.9459475542960469e-49,4.1009564679974355e-67,2.4777979754905108e-68,4.6779077637424906e-38,6.0373030829962102e-61,4.3971413571189583e-11,2.114184650304062e-12,8.1490431329376841e-16,8.1494112715694705e-16,1.3273080357211786e-20,3.3996693393868067e-21,1.7847379208503834e-23,3.2744905088072662e-24,6.6534738479355965e-40,3.6978076437673198e-36,1.7557859932614526e-59,2.7282067281572442e-59,3.6297341034399805e-57
2.180738899735819e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756310782554,0.11866996594202085,0.022821567690940101,4.5735399541704434e-62,5.2630956249427121e-45,4.0267763989072199e-26,2.6849085956405824e-44,3.6596181864490622e-36,3.0148273417658643e-79,2.2174995512916435e-17,8.4181178891699366e-76,2.2174993148476925e-17,1.9156659581082386e-51,8.5094626672897626e-48,8.8137406172223439e-65,5.3248574839992502e-66,2.2583091780428374e-37,1.9318668048696807e-59,8.794282902570741e-11,4.2283694117202326e-12,1.6297753075000283e-15,1.6299319491778453e-15,4.3875726984387883e-20,2.2646342217823481e-20,2.3915034866971982e-22,7.6894207907072244e-24,3.5709761385157511e-38,4.5788905796765329e-35,3.7686436201087299e-57,3.388913383819885e-57,7.8002646707881118e-55
4.3614778572414917e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756301565111,0.11866996585407637,0.022821567688825917,9.5694478488034707e-60,4.6215735322717962e-44,2.3232992691272495e-25,2.5891106448565175e-42,2.9274709131721285e-35,1.177518946781052e-76,4.4349996233798186e-17,5.3872009199545355e-74,4.4349986776367752e-17,3.0648389360836467e-50,7.4687362604748515e-47,1.7010147129929756e-62,1.0275192275363644e-63,1.003898321373773e-36,6.1815240135565731e-58,1.7588565859565942e-10,8.4567389318515204e-12,3.2594172161500118e-15,3.2600918317376757e-15,1.2935687091444548e-19,1.3480500837294149e-19,2.8736334412218188e-21,1.6707136360490195e-23,1.7199387972778716e-36,5.3148863514180859e-34,7.2566158199312129e-55,3.5427035227757966e-55,1.505137467951734e-52
6.542216814747164e-16,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756292347667,0.11866996576613188,0.022821567686711734,6.8504439974164914e-59,1.4078952928737336e-43,5.6656039652364955e-25,1.5702546108972274e-41,8.6905518282033806e-35,9.4667083685394213e-76,6.6525000419803048e-17,3.0586175987485908e-73,6.6524980323241719e-17,1.159449569183408e-49,2.2762877349643932e-46,1.1964465401205046e-61,7.2269662291775315e-63,2.2030951391527928e-36,2.8835814453447332e-57,2.6382848682652773e-10,1.2685108449281916e-11,4.8889590511876473e-15,4.8904429880462717e-15,2.2769671811783195e-19,3.3040931419219877e-19,9.3306727728137044e-21,2.5749880572987757e-23,8.8024996363459672e-36,1.7159172699284387e-33,5.1329158048605101e-54,2.1923089901165823e-54,1.0586149163345709e-51
1.0903694729758509e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756273912775,0.11866996559024293,0.022821567682483362,4.6745408065577076e-57,6.778407515286439e-43,1.8544584188090319e-24,4.8998849453287368e-40,4.0702338568832597e-34,9.532218371282439e-74,1.1087502265057582e-16,8.2211937255146834e-72,1.1087496709293638e-16,9.1492062141477252e-49,1.0958461402513198e-45,6.5274733435904416e-60,3.9412698564908802e-61,6.2866731373143541e-36,3.8636542225818151e-56,4.3971413793193004e-10,2.114184747333922e-11,8.1476424759960706e-15,8.1519570070589323e-15,4.4289489819203122e-19,1.074476722620701e-18,5.1325879312290017e-20,4.3842519164554727e-23,1.591841404659647e-34,9.4696302846259554e-33,3.3847707452209649e-52,8.5669434840863933e-53,5.7728680880977013e-50
1.4813184612269004e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756257388326,0.11866996543258167,0.022821567678693186,2.5861553155975273e-56,1.57214043526742e-42,3.5191174223093525e-24,2.0804113172018364e-39,9.3583286455239832e-34,5.0153910324583605e-73,1.5062898105515548e-16,3.5418542277628988e-71,1.50628882351032e-16,2.5543639479665451e-48,2.5421436759167331e-45,3.0669383042540772e-59,1.8514518360803558e-60,1.1297062588896258e-35,1.2735549875606405e-55,5.9737242903419741e-10,2.8722198964297468e-11,1.1068301911183465e-14,1.1076143315176196e-14,6.4151960089623637e-19,2.0234232053554938e-18,1.2201591528505635e-19,6.006064278901418e-23,5.9728060215690087e-34,2.2619884626300109e-32,1.8652690307188397e-51,4.3441222333181792e-52,2.7118318992731492e-49
1.87226744947795e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756240863878,0.11866996527492041,0.022821567674903009,9.1258300567293261e-56,3.039142421861473e-42,5.7310882286473799e-24,6.6707962390324411e-39,1.7990021445230714e-33,2.1380534141271689e-72,1.9038295123572769e-16,1.070614163395393e-70,1.903827973337142e-16,5.8390493222054712e-48,4.9148652017860974e-45,1.1399077196321547e-58,6.8807453429265589e-60,1.7739760071410863e-35,3.4172776686780889e-55,7.5503071558403905e-10,3.6302550446073694e-11,1.3988621251685855e-14,1.4001054860347608e-14,8.4230887289693866e-19,3.2638197082772425e-18,2.3936720204187944e-19,7.6278808285812682e-23,1.6264177502358587e-33,4.4679188428366312e-32,6.5324746583546584e-51,1.2806713527246667e-51,1.0078041743358768e-48
2.2632164377289996e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756224339429,0.11866996511725918,0.022821567671112833,2.7336431538219871e-55,5.1805982189889606e-42,8.4605778567893845e-24,1.7238343584505455e-38,3.0551913610066389e-33,6.878761773732645e-72,2.3013693251249707e-16,2.774735973590617e-70,2.3013671205686851e-16,1.1371230037918851e-47,8.3788419687205821e-45,3.2692959301907405e-58,1.9731559501475962e-59,2.5532230112692406e-35,7.5489023992585675e-55,9.1268899784378899e-10,4.3882901919196994e-11,1.6908620130015217e-14,1.6926660058041181e-14,1.0439730677926164e-18,4.7708940094211258e-18,4.0979866108256105e-19,9.249698532909525e-23,3.7760890248099073e-33,7.7033490605250819e-32,1.9513570192919375e-50,3.5697609867884522e-51,2.8899755400923787e-48
3.045114414231099e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756191290532,0.1186699648019367,0.02282156766353248,1.6646172574030231e-54,1.1485189850179164e-41,1.5100704356645673e-23,7.0526378258244982e-38,6.7439723734769281e-33,3.9929719977731107e-71,3.0964492034461817e-16,1.2226689256387208e-69,3.0964454091188338e-16,3.0124523058692372e-47,1.8579946835732367e-44,1.5200313775197862e-57,9.1698136427697971e-59,4.4192553910297617e-35,2.3686502285229207e-54,1.2280055525885577e-09,5.9043604845728441e-11,2.2747887831433992e-14,2.2779477426234079e-14,1.4478939306376892e-18,8.3686337374717352e-18,8.9692220275456123e-19,1.2493335614726545e-22,1.36088015111495e-32,1.7068185417857873e-31,1.1864419674213518e-49,2.0775347963500163e-50,1.3430187382137321e-47
3.827012390733198e-15,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756158241635,0.11866996448661424,0.022821567655952127,5.9687316614857188e-54,2.1556735046533697e-41,2.3658504263404562e-23,2.1073658975256497e-37,1.2622522557328235e-32,1.5258402084744296e-70,3.891529491980009e-16,3.6736171148894321e-69,3.891523688072673e-16,6.5270615713088068e-47,3.4878951100691807e-44,5.0332907151862881e-57,3.0353752173500567e-58,6.7844066602178584e-35,5.8516060437142696e-54,1.543322091469457e-09,7.4204307740263186e-11,2.8585970821991928e-14,2.8634935014949263e-14,1.8521710017578282e-18,1.288213638143911e-17,1.6532687783326839e-18,1.5736975141640408e-22,3.6017768003363401e-32,3.1846471904736311e-31,4.2308709195958413e-49,6.2756886711319445e-50,4.4455431345431048e-47
