Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),HOX(22),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49)
2.1921037110894592e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33262399100931228,0.11414367340841869,0.02261379193247972,0.0,1.1937236797108545e-21,8.7420078901764682e-09,2.7195621710375863e-11,4.182187888913084e-16,5.0267134087404599e-30,2.3872914409499302e-09,1.7001115943622613e-32,2.1797104855649384e-09,8.7742593522231316e-24,5.8807442452259609e-28,4.5078302954770559e-23,2.3641963777337963e-25,1.013328261933301e-19,4.5536601573626312e-24,0.0045258526895960412,0.00041555149391191062,4.8042458203741235e-10,1.7303874746749451e-06,5.8282402318143455e-16,3.3679380569972514e-14,8.6889829650337359e-10,4.3616806495376814e-07,4.1107006076707065e-14,1.0224215692097951e-10
2.2142358133532407e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33260066774461011,0.11412450602805282,0.022611727858651953,0.0,1.2651641384352521e-21,9.1048114917880096e-09,2.8153131128818141e-11,4.2811106074577453e-16,5.3319305500203016e-30,2.4121697003609298e-09,1.7847051171106438e-32,2.2032406756257395e-09,9.0321755688436397e-24,6.2486781697819382e-28,4.7350518081230523e-23,2.4708363407482125e-25,1.064800668332092e-19,4.7302003130135087e-24,0.004545012912202705,0.00041967964060882196,4.8407347141424673e-10,1.7581464710373745e-06,5.9801931002254922e-16,3.395244175808195e-14,8.9726180027667032e-10,4.432679746192285e-07,4.2194114768551712e-14,1.0672090844597673e-10
2.2363679156170222e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33257763942023177,0.11410563282570675,0.022609664260809945,0.0,1.3401687141742356e-21,9.4791962538173944e-09,2.9134717652504866e-11,4.3815470677056489e-16,5.6524280351226664e-30,2.4370659392987314e-09,1.8726769810864901e-32,2.2268354559287425e-09,9.2953025248941636e-24,6.6369439385607945e-28,4.9713574037660222e-23,2.5811940955421035e-25,1.1183813226135579e-19,4.911906453107802e-24,0.0045638789033328108,0.00042380683531012509,4.8772159250367853e-10,1.7860950498468954e-06,6.1346365056454086e-16,3.4226260356915548e-14,9.2628883815612375e-10,4.5042063621457595e-07,4.3299608039551678e-14,1.113509392036597e-10
2.2585000178808037e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33255490152511602,0.1140870492972285,0.022607601135206535,0.0,1.4188806930402675e-21,9.8654228254334862e-09,3.0140749598794771e-11,4.4835085138434284e-16,5.9888135060196545e-30,2.4619802138938937e-09,1.9641300260150165e-32,2.2504956581026583e-09,9.5636993651699113e-24,7.0465123194746838e-28,5.2170195218117276e-23,2.6953621514791299e-25,1.1741363262124711e-19,5.098882491529301e-24,0.0045824551671505538,0.00042793308550977528,4.9136896046696108e-10,1.8142326230272738e-06,6.291586960044268e-16,3.4500861976953802e-14,9.5598890100625672e-10,4.5762602755866115e-07,4.4423629528583815e-14,1.1613586891934347e-10
2.280632120144585e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33253244961732359,0.11406875100746669,0.0226055384781522,0.0,1.5014477673941001e-21,1.0263755219487535e-08,3.1171597309222581e-11,4.5870061902847808e-16,6.3417128132620467e-30,2.4869125797885379e-09,2.0591692811408964e-32,2.2742221070617644e-09,9.837425398708332e-24,7.4783927399332762e-28,5.4723162436829227e-23,2.8134344192190781e-25,1.2321332257308695e-19,5.2912335166184531e-24,0.0046007461388193199,0.00043205839858645039,4.950155900780626e-10,1.842558596708331e-06,6.4510608721676142e-16,3.4776272710796284e-14,9.8637152408214307e-10,4.6488412669217495e-07,4.5566322775852193e-14,1.210793678425158e-10
2.3027642224083666e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33251027932297622,0.11405073358921194,0.022603476286014137,0.0,1.5880221302246688e-21,1.067446081653946e-08,3.2227633137516481e-11,4.6920513416990068e-16,6.711770398327297e-30,2.511863092144024e-09,2.1579019927137849e-32,2.2980156210132965e-09,1.0116540098314554e-23,7.9336345010194968e-28,5.7375313650692692e-23,2.9355062184631153e-25,1.2924410303558792e-19,5.4890657944244756e-24,0.0046187561855602216,0.00043618278180535387,4.9866149573222798e-10,1.8710723711896937e-06,6.6130745463886594e-16,3.5052519138408139e-14,1.0174462863432008e-09,4.7219491187117955e-07,4.6727831223153938e-14,1.2618515685963716e-10
2.324896324672148e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33248838633521299,0.1140329927421546,0.022601414555215419,0.0,1.6787605706384682e-21,1.1097810368391948e-08,3.3309231437690577e-11,4.798655213037064e-16,7.0996496811995336e-30,2.5368318056485012e-09,2.2604376516021349e-32,2.3218770114643702e-09,1.0401103100121878e-23,8.4133280189475457e-28,6.0129544687215515e-23,3.0616742856562586e-25,1.3551302292675268e-19,5.6924867719484338e-24,0.0046364896076943555,0.00044030624231998966,5.0230669145415894e-10,1.8997733409061561e-06,6.7776441816931681e-16,3.5329628331810116e-14,1.0492228097978862e-09,4.795583615607704e-07,4.7908298214721462e-14,1.3145700759982479e-10
2.3470284269359295e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33246676641316231,0.11401552423185859,0.022599353282234082,0.0,1.7738245704580225e-21,1.1534078001129005e-08,3.4416768552211448e-11,4.9068290495552184e-16,7.5060334532309655e-30,2.5618187745243436e-09,2.3668880210357111e-32,2.3458070832284334e-09,1.0691174203186402e-23,8.91860609415669e-28,6.2988809977891485e-23,3.1920367816472524e-25,1.4202728090336204e-19,5.9016050803779078e-24,0.004653950639669043,0.00044442878717390871,5.0595119090606099e-10,1.9286608943946408e-06,6.9447858708208146e-16,3.5607627861988365e-14,1.08171075888384e-09,4.8697445442886012e-07,4.9107866998444055e-14,1.368987425333612e-10
2.369160529199711e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33244541538092992,0.11399832388875092,0.02259729246360228,0.0,1.8733804019278905e-21,1.1983541217655602e-08,3.5550622800237976e-11,5.0165840968364591e-16,7.9316242753341944e-30,2.5868240525354608e-09,2.4773671644772071e-32,2.3698066344312849e-09,1.0986813369114953e-23,9.4506452083845162e-28,6.5956123296994923e-23,3.3266932993060126e-25,1.4879422709887692e-19,6.1165305383139727e-24,0.0046711434510682539,0.00044855042330242722,5.0959500739572863e-10,1.9577344142628826e-06,7.1145155990815773e-16,3.5886545804042751e-14,1.1149198397555541e-09,4.9444316934020685e-07,5.0326680725922663e-14,1.4251423506296982e-10
2.3912926314634925e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33242432912660197,0.11398138760712678,0.022595232095905433,0.0,1.9775992265264583e-21,1.2446480899735417e-08,3.6711174465933146e-11,5.1279316008097787e-16,8.3771448815550481e-30,2.6118476929944878e-09,2.5919914736234325e-32,2.3938764565166514e-09,1.1288080721725416e-23,1.0010666850062878e-27,6.9034558505779649e-23,3.4657448710988075e-25,1.5582136485945859e-19,6.3373741549911211e-24,0.0046880721476075249,0.00045267115753431928,5.1323815388427369e-10,1.9869932771597075e-06,7.2868492432891903e-16,3.616641074086447e-14,1.1488597995994668e-09,5.0196448535056983e-07,5.1564882453132983e-14,1.4830740960779905e-10
2.413424733727274e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33240350360126442,0.11396471134417005,0.022593172175781398,0.0,2.0866571948828603e-21,1.2923181309523254e-08,3.789880578684752e-11,5.2408828077672163e-16,8.8433385880756203e-30,2.6368897487698645e-09,2.7108796965364776e-32,2.4180173342513491e-09,1.1595036546738748e-23,1.0599938868392607e-27,7.2227250302065359e-23,3.6092939766213506e-25,1.6311635247781204e-19,6.5642481334907696e-24,0.0047047407721135474,0.00045679099659348048,5.1688064299362871e-10,2.0164368537468591e-06,7.4618025709874953e-16,3.6447251770572082e-14,1.1835404260187651e-09,5.0953838170093983e-07,5.2822615141853831e-14,1.5428224168005938e-10
2.4355568359910554e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33238293481803616,0.1139482911189886,0.022591112699919657,0.0,2.200735547796905e-21,1.3413930090589278e-08,3.9113900942372961e-11,5.355448964378922e-16,9.3309697076973278e-30,2.6619502722927888e-09,2.8341529659053518e-32,2.4422300457300455e-09,1.1907741291501747e-23,1.1219776856439956e-27,7.553739497519149e-23,3.7574445500899766e-25,1.7068700492455446e-19,6.7972658739489469e-24,0.0047211533054887225,0.00046090994710056699,5.2052248701414869e-10,2.0460645086725537e-06,7.6393912392412793e-16,3.6729098511849013e-14,1.2189715462969387e-09,5.1716483781203696e-07,5.4100021659513586e-14,1.6044275795425809e-10
2.457688938254837e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33236261885111795,0.11393212301166475,0.022589053665060511,0.0,2.3200207183592363e-21,1.3919018268432184e-08,4.0356846042266052e-11,5.4716413177063247e-16,9.8408239698537968e-30,2.6870293155640614e-09,2.9619348274385572e-32,2.4665153623796302e-09,1.2226255564739924e-23,1.1871545563593013e-27,7.8968251166316776e-23,3.9103019877910439e-25,1.7854129557681086e-19,7.036541976758804e-24,0.004737313667660858,0.00046502801557460804,5.2416369791194676e-10,2.0758756005466313e-06,7.8196307934831237e-16,3.7011981106017865e-14,1.255163026674685e-09,5.248438332789359e-07,5.5397244779587372e-14,1.6679303632897678e-10
2.4798210405186183e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33234255183485639,0.11391620316231997,0.022586995067994265,0.0,2.4447044351709288e-21,1.4438740250478178e-08,4.1628029115240414e-11,5.5894711152133292e-16,1.0373708946203532e-29,2.7121269301608122e-09,3.0943512683880631e-32,2.4908740489632078e-09,1.2550640136339599e-23,1.255666033773711e-27,8.2523140634040383e-23,4.0679731554887544e-25,1.8668735794373724e-19,7.2821922457685026e-24,0.0047532257185182811,0.00046914520843459236,5.2780428733588809e-10,2.1058694819171759e-06,8.002536666856559e-16,3.7295930225159466e-14,1.2921247717468775e-09,5.3257534786571101e-07,5.6714427183336099e-14,1.7333720598113984e-10
2.5019531427823998e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33232272996282092,0.11390052777019444,0.02258493690556046,0.0,2.5749838266599409e-21,1.4973393825563141e-08,4.2927840097626862e-11,5.7089496047756376e-16,1.0930454481852254e-29,2.7372431672431193e-09,3.2315307462052285e-32,2.515306863583732e-09,1.2880955937158566e-23,1.3276588597492159e-27,8.6205449025318562e-23,4.2305663957915365e-25,1.9513348738867002e-19,7.5343336914750787e-24,0.0047688932588305704,0.0004732615320010309,5.3144426662470882e-10,2.1360454992488921e-06,8.1881241790053283e-16,3.7580977078239613e-14,1.3298667237070663e-09,5.4035936150036832e-07,5.8051711459468062e-14,1.80079447412721e-10
2.5240852450461813e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33230314948689571,0.11388509309274017,0.022582879174647127,0.0,2.7110615264903511e-21,1.5523280162895427e-08,4.4256670822100852e-11,5.8300880346885155e-16,1.1511913132254903e-29,2.7623780775605102e-09,3.3736042173291216e-32,2.5398145576872934e-09,1.3217264058864563e-23,1.4032851334841917e-27,9.0018626651648132e-23,4.3981915354771646e-25,2.0388814284760098e-19,7.7930845342148106e-24,0.0047843200311551322,0.00047737699249749278,5.3508364681399073e-10,2.1664029929030722e-06,8.376408534779965e-16,3.7867153410707192e-14,1.368398861573585e-09,5.4819585426992854e-07,5.9409240104139075e-14,1.8702399248983787e-10
2.5462173473099627e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33228380671638608,0.11386989544472863,0.022580821872189995,0.0,2.8531457800635433e-21,1.6088703810496446e-08,4.5614915006476422e-11,5.9528976536727293e-16,1.2118960605847253e-29,2.7875317114583543e-09,3.5207051661078133e-32,2.5643978760660668e-09,1.3559625753800822e-23,1.4827024648517391e-27,9.3966189270486294e-23,4.5709598927767555e-25,2.1295994854367411e-19,8.0585642073506705e-24,0.0047995097207298443,0.00048149159605211962,5.3872243864270631e-10,2.1969412971189661e-06,8.5674048237302476e-16,3.8154491513312403e-14,1.4077312006065528e-09,5.5608480641545061e-07,6.0787155523123719e-14,1.941751244741848e-10
2.5683494495737442e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33226469801713771,0.1138549311973716,0.022578764995171755,0.0,3.0014505521085398e-21,1.6669972693116543e-08,4.7002968242565784e-11,6.0773897108788206e-16,1.2752496212457131e-29,2.8127041188841501e-09,3.6729696338531423e-32,2.5890575568609464e-09,1.3908102434878046e-23,1.5660741308479208e-27,9.8051718871874356e-23,4.748984284617834e-25,2.2235769569740213e-19,8.3308933604573631e-24,0.0048144659563519772,0.000485605348699113,5.4236065255984366e-10,2.2276597399968947e-06,8.7611280189397195e-16,3.8443024230146745e-14,1.4478737915433098e-09,5.6402619832736349e-07,6.2185600031351158e-14,2.015371780467563e-10
2.5904815518375257e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33224581981066953,0.11384019677745592,0.022576708540621365,0.0,3.1561956353557611e-21,1.7267398109624132e-08,4.842122798510376e-11,6.2035754558899662e-16,1.3413443317545139e-29,2.8378953493936965e-09,3.8305362480294973e-32,2.6137943315638606e-09,1.4262755675492087e-23,1.6535692351816378e-27,1.0227886447023015e-22,4.9323790338265967e-25,2.3209034423229677e-19,8.6101938625044834e-24,0.0048291923112436146,0.00048971825638020102,5.4599829873104244e-10,2.2585576434830185e-06,8.9575929755149222e-16,3.8732784954556247e-14,1.4888367197560569e-09,5.7202001054099872e-07,6.3604715852318068e-14,2.0911453932381418e-10
2.612613654101307e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33222716857332119,0.11382568866649141,0.02257465250561326,0.0,3.3176067602932936e-21,1.7881294729865484e-08,4.987009354073671e-11,6.3314661387233326e-16,1.410274980232486e-29,2.8631054521571694e-09,3.9935462515771925e-32,2.6386089250198039e-09,1.4623647209466728e-23,1.7453628710426439e-27,1.0665134290127273e-22,5.1212599762895406e-25,2.421670244756087e-19,8.8965888050382963e-24,0.0048436923039037625,0.00049383032494608025,5.4963538704475469e-10,2.289634323355375e-06,9.1568144302532265e-16,3.902380763830228e-14,1.5306301046957872e-09,5.8006622373196155e-07,6.5044645120828433e-14,2.1691164586505214e-10
2.6347457563650886e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33220874083541135,0.11381140339987159,0.022572596887266708,0.0,3.4859157060032161e-21,1.8511980590992702e-08,5.134996605707498e-11,6.4610730098298158e-16,1.4821388529812348e-29,2.8883344759650793e-09,4.1621435323709745e-32,2.6635020554285754e-09,1.4990838931020854e-23,1.8416362870827786e-27,1.1117293962404019e-22,5.3157444680746269e-25,2.5259703885387144e-19,9.1902025053626024e-24,0.0048579693989473718,0.00049794156015783516,5.5327192711837459e-10,2.3208890892116826e-06,9.3588070006056106e-16,3.9316126803469259e-14,1.5732640991361526e-09,5.8816481871181938e-07,6.6505529882518463e-14,2.2493298667391544e-10
2.65687785862887e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33219053318041109,0.11379733756604793,0.022570541682745061,0.0,3.6613604120700032e-21,1.9159777093258615e-08,5.286124851180777e-11,6.5924073200925723e-16,1.5570357816854727e-29,2.9135824692341352e-09,4.3364746528142426e-32,2.6884744343462568e-09,1.5364392894759412e-23,1.9425770566403265e-27,1.1584750952795974e-22,5.5159513925121134e-25,2.6338986358294156e-19,9.4911605097192143e-24,0.004872027007931469,0.00050205196768833538,5.5690792830453811e-10,2.3523212444588575e-06,9.5635851828440768e-16,3.960977753315371e-14,1.6167488882390624e-09,5.9631577642408596e-07,6.7987512092416812e-14,2.3318310219003111e-10
2.6790099608926515e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33217254224412868,0.11378348780571608,0.022568486889255116,0.0,3.8441850915599307e-21,1.9825008995275978e-08,5.440434570188104e-11,6.7254803208242951e-16,1.6350681912187695e-29,2.9388494800129969e-09,4.5166888795695717e-32,2.7135267666864271e-09,1.5744371315687595e-23,2.0483792502441155e-27,1.2067897774492693e-22,5.7220011672352397e-25,2.7455515035223003e-19,9.799589596468487e-24,0.0048858684901685939,0.00050616155312361135,5.6054339969696461e-10,2.3839300863036861e-06,9.7711633519114204e-16,3.9904795479821238e-14,1.6610946890290507e-09,6.0451907793991133e-07,6.9490733618395728e-14,2.4166658427370863e-10
2.701142063156433e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33215476471390765,0.11376985081101516,0.022566432504046389,0.0,4.0346403450701817e-21,2.0508004408738858e-08,5.5979664232736465e-11,6.8603032637629768e-16,1.7163411480571413e-29,2.9641355559879306e-09,4.7029382134261221e-32,2.738659750721134e-09,1.6130836569247503e-23,2.1592436114337118e-27,1.2567134046634947e-22,5.9340157511808795e-25,2.8610272800281426e-19,1.0115617779270321e-23,0.0048994971535277262,0.00051027032196420611,5.6417835013610999e-10,2.4157149057452126e-06,9.9815557606492676e-16,4.0201216884276185e-14,1.7063117496740013e-09,6.1277470445407776e-07,7.101533624088484e-14,2.503880761824716e-10
2.7232741654202145e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33213719732783642,0.11375642332473909,0.022564378524410473,0.0,4.2329832758367493e-21,2.1209094792605325e-08,5.7587612507611076e-11,6.9968874010665869e-16,1.8009624093054528e-29,2.9894407444883659e-09,4.8953774193045356e-32,2.7638740780816348e-09,1.6523851191376858e-23,2.275377735923143e-27,1.3082866576510834e-22,6.1521186515503673e-25,2.980426041991262e-19,1.0439374310266147e-23,0.0049129162552229363,0.0005143782796265099,5.6781278821510683e-10,2.4476749875690082e-06,1.0194776537511162e-15,4.0499078559410241e-14,1.7524103484288817e-09,6.2108263728144087e-07,7.2561461650216851e-14,2.5935227253958057e-10
2.745406267683996e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33211983687397062,0.11374320213955993,0.022562324947680408,0.0,4.439477605899485e-21,2.1928614946739412e-08,5.9228600716898068e-11,7.1352439853067468e-16,1.8890424723415572e-29,3.0147650924923438e-09,5.0941640563999373e-32,2.7891704337589124e-09,1.6923477878589087e-23,2.3969962541443615e-27,1.3615509442238737e-22,6.3764349307305997e-25,3.1038496709390514e-19,1.0770989683262273e-23,0.004926129002589894,0.00051848543144406923,5.7144672228535403e-10,2.4798096103424028e-06,1.0410839686558984e-15,4.0798417895114141e-14,1.7994007931367043e-09,6.2944285785292215e-07,7.4129251450926523e-14,2.6856391929451207e-10
2.7675383699477774e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3321026801895674,0.11373018409726351,0.022560271771229979,0.0,4.654393793325423e-21,2.2666903005009845e-08,6.0903040827566856e-11,7.2753842694610287e-16,1.9806946250831171e-29,3.0401086466318741e-09,5.2994585084636503e-32,2.8145494961039866e-09,1.7329779488074256e-23,2.5243210172092647e-27,1.4165484075932085e-22,6.607091213175606e-25,3.2314018698610851e-19,1.1110595636915022e-23,0.0049391385538504534,0.00052259178266887869,5.7508016046172636e-10,2.5121180464113875e-06,1.062975908717021e-15,4.1099272889242908e-14,1.8472934205897869e-09,6.3785534771174673e-07,7.5718847161977116e-14,2.7802781367535778e-10
2.789670472211559e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33208572416033122,0.11371736608799651,0.022558218992473126,0.0,4.8780091504758468e-21,2.3424300427845843e-08,6.2611346572641763e-11,7.4173195069042178e-16,2.0760349968820065e-29,3.0654714531981973e-09,5.5114240142242452e-32,2.8400119368280278e-09,1.774281903782023e-23,2.6575812863144611e-27,1.4733219347340637e-22,6.8442156922487309e-25,3.3631881797146953e-19,1.1458325157918094e-23,0.0049519480188655188,0.00052669733847264966,5.7871311062812369e-10,2.5445995618995924e-06,1.0851548491142155e-15,4.1401682122979363e-14,1.8960985953162565e-09,6.463200885103565e-07,7.7330390212408766e-14,2.8774880413311034e-10
2.8118025744753403e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33206896571967126,0.11370474504952496,0.022556166608863296,0.0,5.1106079633138367e-21,2.4201151994247884e-08,6.4353933440740408e-11,7.561060951398812e-16,2.1751826100512145e-29,3.0908535581469372e-09,5.7302266979485928e-32,2.8655584210022867e-09,1.8162659706753676e-23,2.7970139256236343e-27,1.5319151647962742e-22,7.0879381370255446e-25,3.4993159958539555e-19,1.1814312484192487e-23,0.0049645604598763078,0.00053080210394806254,5.8234558044285205e-10,2.5772534167080635e-06,1.1076221522722411e-15,4.1705684757044517e-14,1.9458267090903194e-09,6.5483706200670187e-07,7.8964021946592053e-14,2.9773179027780424e-10
2.8339346767391218e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33205240184797008,0.11369231796650478,0.022554114617892848,0.0,5.3524816117578476e-21,2.4997805793251163e-08,6.6131218665669863e-11,7.7066198570843291e-16,2.2782594320291064e-29,3.1162550071031759e-09,5.9560356001435086e-32,2.8911896070578446e-09,1.8589364834900163e-23,2.9428635986704624e-27,1.5923724975623139e-22,7.338389899057714e-25,3.6398945843789425e-19,1.217869310807945e-23,0.0049769788922342673,0.00053490608410999526,5.8597757734345409e-10,2.6100788645165378e-06,1.1303791679113162e-15,4.2011320581847501e-14,1.996488180438037e-09,6.6340625006063558e-07,8.0619883625470018e-14,3.0798172280648078e-10
2.8560667790029033e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3320360295718644,0.11368008186976264,0.022552063017092429,0.0,5.6039286910625347e-21,2.5814613214842465e-08,6.7943621216078927e-11,7.8540074784655544e-16,2.3853904281859348e-29,3.1416758453664198e-09,6.1890227083986709e-32,2.9169061467852139e-09,1.9022997923563034e-23,3.0953829683024675e-27,1.6547391019510231e-22,7.5957039190978834e-25,3.785035098402211e-19,1.2551603779536784e-23,0.0049892062851197546,0.00053900928389673611,5.8960910855182849e-10,2.6430751527871382e-06,1.1534272326809379e-15,4.2318629984278517e-14,2.0480934532283593e-09,6.7202763463131955e-07,8.2298116419876643e-14,3.1850360342294952e-10
2.8781988812666847e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3320198459635354,0.1136680338355887,0.022550011804030372,0.0,5.8652551342199606e-21,2.6651928940329404e-08,6.9791561785169313e-11,8.0032350704002558e-16,2.4967036152774215e-29,3.1671161179154823e-09,6.429362988371475e-32,2.9427086853337731e-09,1.946362263552042e-23,3.2548329001973764e-27,1.7190609245666941e-22,7.8600147337858224e-25,3.9348505942293767e-19,1.2933182509338841e-23,0.0050012455622496874,0.00054311170817117457,5.9324018107942012e-10,2.6762415227686612e-06,1.1767676701419924e-15,4.262765392566995e-14,2.100652996153055e-09,6.8070119777383289e-07,8.3998861416784175e-14,3.2930248474931743e-10
2.9003309835304662e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33200384814001138,0.11365617098503954,0.022547960976312151,0.0,6.1367743353939167e-21,2.7510110932158794e-08,7.1675462780463179e-11,8.1543138880859084e-16,2.6123301155502467e-29,3.1925758694132702e-09,6.6772344149144638e-32,2.9685978612110787e-09,1.9911302795239958e-23,3.4214826700015391e-27,1.7853846982929082e-22,8.1314584822959003e-25,4.0894560474507106e-19,1.3323568572280634e-23,0.0050130996025743472,0.00054721336172197578,5.9687080173175656e-10,2.709577209502095e-06,1.2004017909417923e-15,4.2938434020924822e-14,2.154177302466675e-09,6.894269216356175e-07,8.5722259622320393e-14,3.4038347022926336e-10
2.9224630857942477e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33198803326248028,0.11364449048325222,0.022545910531579748,0.0,6.4188072743642638e-21,2.8389520423186125e-08,7.3595748313623756e-11,8.3072551870453519e-16,2.7324042115042441e-29,3.2180551442114791e-09,6.9328180033460125e-32,2.9945743062820319e-09,2.0366102389110675e-23,3.5956101741068274e-27,1.8537579509304596e-22,8.4101729129461032e-25,4.2489683689406712e-19,1.372290251038641e-23,0.0050247712409634583,0.00055131424926473408,6.0050097711310726e-10,2.7430814418289949e-06,1.2243308923595178e-15,4.3251012499713633e-14,2.2086768883468678e-09,6.9820478845439034e-07,8.7468451951937601e-14,3.517517140230317e-10
2.944595188058029e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.331972398535613,0.11363298953876864,0.022543860467511112,0.0,6.7116826419671869e-21,2.9290521905395906e-08,7.5552844190335345e-11,8.4620702231120137e-16,2.857063401316077e-29,3.2435539863552022e-09,7.1962978408649569e-32,3.0206386457679417e-09,2.0828085565691644e-23,3.777502144091027e-27,1.9242290138787319e-22,8.6962973897687156e-25,4.4135064207622583e-19,1.4131326136122887e-23,0.0050362632688817389,0.00055541437544311177,6.0413071363146891e-10,2.77675344240031e-06,1.248556258222297e-15,4.3565432149982028e-14,2.2641622922694612e-09,7.0703478055512954e-07,8.9237579237567513e-14,3.6341242089412482e-10
2.9667272903218106e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33195694120689706,0.11362166540287047,0.022541810781819615,0.0,7.0157369665550391e-21,3.0213483118068788e-08,7.7547177900237255e-11,8.6187702524144553e-16,2.9864484549291561e-29,3.2690724395874481e-09,7.4678611181098224e-32,3.0467914982454759e-09,2.1297316635976829e-23,3.9674543648810619e-27,1.9968470308598631e-22,8.9899728990428057e-25,4.583191031973143e-19,1.45489825356177e-23,0.0050475784350540931,0.00055951374482995626,6.0776001750290289e-10,2.8105924276859599e-06,1.2730791592650066e-15,4.3881736438268672e-14,2.320644075102857e-09,7.1591688034642857e-07,9.1029782233539967e-14,3.7537084608767468e-10
2.9888593925855924e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33194165856598062,0.11361051536892414,0.022539761472253474,0.0,7.3313147414493664e-21,3.1158775035398227e-08,7.9579178606908789e-11,8.7773665313598011e-16,3.1207034708145045e-29,3.2946105473535711e-09,7.7476981608633686e-32,3.0730334756455172e-09,2.1773860073675754e-23,4.1657718966524775e-27,2.0716619666849866e-22,9.2913420557887287e-25,4.7581450143304543e-19,1.4976016071883163e-23,0.0050587194461205786,0.00056361236192840262,6.1138889475573205e-10,2.8445976079878583e-06,1.2979008525872862e-15,4.4199969474793502e-14,2.378132818216212e-09,7.2485107031892209e-07,9.2845201602552371e-14,3.8763229520047433e-10
3.010991494849374e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33192654794402632,0.1135995367717358,0.022537712536595207,0.0,7.658768553359908e-21,3.2126771853558168e-08,8.1649277137913083e-11,8.9378703166167911e-16,3.2599759334072969e-29,3.3201683528056167e-09,8.0360024619031217e-32,3.0993651832519301e-09,2.2257780515509519e-23,4.3727693004782437e-27,2.1487246160618523e-22,9.6005491102246852e-25,4.9384931778911653e-19,1.5412572388045819e-23,0.0050696889672813255,0.00056771023117295721,6.1501735123527027e-10,2.8787681874533432e-06,1.3230225814273956e-15,4.4520175896560641e-14,2.4366391226235921e-09,7.3383733304275703e-07,9.4683977923424348e-14,4.0020212404265422e-10
3.0331235971131553e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33191160671307546,0.11358872698691655,0.022535663972661144,0.0,7.998459211808605e-21,3.3117850977216145e-08,8.375790597489447e-11,9.1002928650984432e-16,3.4044167712237211e-29,3.3457458988065784e-09,8.332970712998613e-32,3.1257872197002627e-09,2.2749142761521666e-23,4.5887708677998736e-27,2.2280866124431343e-22,9.9177399541856143e-25,5.1243623465050213e-19,1.5858798410581951e-23,0.0050804896229315524,0.00057180735693056488,6.1864539260804677e-10,2.9131033640885984e-06,1.3484455757822357e-15,4.4842401042087987e-14,2.4961736095864476e-09,7.4287565116368646e-07,9.6546251701573638e-14,4.1308573849098921e-10
