Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),HOX(22),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49)
6.959964083047852e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32065675944426403,0.11283627739614764,0.017319598201443659,0.0,5.7482234726219619e-14,0.00042964238974771554,2.7173305504555981e-06,5.3251430431018002e-12,4.068243660465839e-21,1.3598157496779393e-07,2.0617920032217319e-24,1.1646493476379576e-07,6.6919886155661017e-19,1.0552076049560991e-18,4.0143086298209606e-16,8.2291711685969837e-19,9.669027257241001e-14,9.604329433354497e-18,0.0055927184452847362,0.011001221084581288,9.9258031698625338e-09,7.2393658068290015e-05,6.6421245157964522e-13,3.920649871637357e-10,1.8939909779969452e-05,0.00021916607083808588,5.6727079348943107e-10,6.3537013812712755e-06
7.007530838170251e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32059151895416238,0.11283445289273106,0.017288054668964395,0.0,5.882493858464095e-14,0.00043532850831037504,2.7708566081119724e-06,5.4276373808928005e-12,4.2210769469570844e-21,1.3701599903660094e-07,2.1404021109934319e-24,1.1708221013196417e-07,6.8457023855128439e-19,1.0879413237394194e-18,4.1156118379811993e-16,8.4542159573546617e-19,9.8111402590117218e-14,9.8927969280692747e-18,0.0055914867430965085,0.011064254613146349,9.982788690331724e-09,7.2747677871283452e-05,6.7142088461785575e-13,4.0088884226175814e-10,1.9268567499565921e-05,0.00022183898190137032,5.7759662020881874e-10,6.4367003778632889e-06
7.05509759329265e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32052640250277181,0.11283261049076306,0.017256581373943234,0.0,6.0187311153610345e-14,0.00044104600678388206,2.8250106170622005e-06,5.5313583364102835e-12,4.3785105590301456e-21,1.3804975848374485e-07,2.2214206260175573e-24,1.1769847502145306e-07,7.0018567921550718e-19,1.1214051845975237e-18,4.218673507833069e-16,8.6836775996698375e-19,9.9539695104170568e-14,1.0187867333879467e-17,0.0055902563641103313,0.011127147038734941,1.0039685631945527e-08,7.3101056016997603e-05,6.7865465687304007e-13,4.0984821833551622e-10,1.9600542123058612e-05,0.00022452452396512048,5.8803136041686195e-10,6.5201340347887292e-06
7.102664348415049e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32046140973735465,0.1128307502391605,0.01722517811505947,0.0,6.1569451772989264e-14,0.00044679478952325919,2.8797944555373516e-06,5.6363115520249926e-12,4.5406485399035144e-21,1.3908284530723714e-07,2.3049033039046237e-24,1.1831373922071721e-07,7.1604734945757662e-19,1.1556086952617657e-18,4.3235097391578068e-16,8.9176077157049342e-19,1.0097507128455306e-13,1.0489645126369203e-17,0.0055890273049932094,0.01118989876211004,1.0096495197717614e-08,7.3453796882395564e-05,6.8591361575853557e-13,4.1894419879968302e-10,1.9935841466848913e-05,0.00022722264175636966,5.9857523830464402e-10,6.604000736918348e-06
7.150231103537448e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32039654030653747,0.11282887218668236,0.017193844691744436,0.0,6.297145871477163e-14,0.00045257476125045272,2.9352099760184294e-06,5.7425026602237065e-12,4.7075964884598144e-21,1.4011525190533708e-07,2.3909067725721144e-24,1.1892801227353311e-07,7.3215742025291632e-19,1.1905613815340687e-18,4.4301366218569766e-16,9.1560580790086188e-19,1.0241745261586174e-13,1.079823570523389e-17,0.0055877995624248004,0.011252510182556252,1.0153218595765762e-08,7.3805904767806874e-05,6.9319760956280761e-13,4.2817786647177782e-10,2.0274473255084335e-05,0.00022993328026491055,6.0922847389791615e-10,6.6882988764693187e-06
7.197797858659847e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32033179386030358,0.11282697638193052,0.017162580904177972,0.0,6.4393429187394954e-14,0.00045838582705180395,2.9912590054373942e-06,5.849937284270964e-12,4.879461569524852e-21,1.4114697106959052e-07,2.4794885394478905e-24,1.1954130348765649e-07,7.4851806769570346e-19,1.2262727865156425e-18,4.5385702352410207e-16,9.3990806144048769e-19,1.0386676090250265e-13,1.1113745396450085e-17,0.0055865731330973145,0.011314981697886761,1.0209857039279281e-08,7.4157383899010659e-05,7.0050648744180827e-13,4.375503035402229e-10,2.0616445120393686e-05,0.00023265638474177655,6.1999128309408352e-10,6.7730268529530059e-06
7.245364613782246e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32026717004998451,0.11282506287335038,0.017131386553284857,0.0,6.5835459340119604e-14,0.00046422789237556347,3.0479433453766981e-06,5.9586210388724902e-12,5.0563525240898576e-21,1.4217799597803411e-07,2.5707069986965462e-24,1.2015362194311651e-07,7.6513147305257812e-19,1.2627524698467699e-18,4.6488266473286437e-16,9.6467273958983902e-19,1.0532291827363498e-13,1.1436281454467741e-17,0.0055853480137154484,0.01137731370445022,1.0266411746486392e-08,7.4508238429252469e-05,7.078400994114104e-13,4.4706259153276429e-10,2.0961764604610259e-05,0.00023539190069773959,6.3086387769886672e-10,6.8581830731235319e-06
7.292931368904645e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32020266852825213,0.11282313170923162,0.017100261440731283,0.0,6.7297644267473055e-14,0.00047010086302944954,3.1052647722673001e-06,6.0685595308403962e-12,5.2383796794763389e-21,1.4320832018856226e-07,2.6646214384697671e-24,1.2076497650016049e-07,7.8199982281843946e-19,1.3000100069577208e-18,4.7609219141564404e-16,9.8990506445961461e-19,1.0678584718787158e-13,1.1765952064425761e-17,0.0055841242009962771,0.0114395065971376,1.0322883940621606e-08,7.485847244118442e-05,7.1519829634003139e-13,4.5671581128539281e-10,2.1310439159494866e-05,0.00023813977390181216,6.4184646546267136e-10,6.9437659509271274e-06
7.340498124027044e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32013828894911162,0.11282118293770871,0.017069205368921338,0.0,6.8780078013755913e-14,0.00047600464517824739,3.1632250375851889e-06,6.1797583597601175e-12,5.4256549594430204e-21,1.4423793763245198e-07,2.7612920481817601e-24,1.2137537580686421e-07,7.9912530877431868e-19,1.3380549883308344e-18,4.8748720790983402e-16,1.0156102726645287e-18,1.0825547043774288e-13,1.2102866344391835e-17,0.0055829016916691867,0.01150156076938904,1.0379274849893078e-08,7.5208089948747021e-05,7.2258092994129805e-13,4.6651104291158069e-10,2.1662476147444379e-05,0.00024089995037976811,6.5293925011663266e-10,7.0297739074522024e-06
7.388064879149443e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32007403096789239,0.1128192166067617,0.017038218140993541,0.0,7.0282853577606822e-14,0.00048193914534144864,3.2218258680464357e-06,6.2922231186590053e-12,5.6182918942346618e-21,1.4526684260804007e-07,2.8607799258107585e-24,1.2198482830642412e-07,8.1651012804731971e-19,1.3768970187737329e-18,4.9906931721950085e-16,1.0417936151186986e-18,1.0973171115393262e-13,1.2447134347627355e-17,0.0055816804824757862,0.011563476613200592,1.0435585707449928e-08,7.5557094898976761e-05,7.2998785276694194e-13,4.7644936577207013e-10,2.2017882842204479e-05,0.00024367237641266342,6.6414243140838481e-10,7.1162053708801582e-06
7.435631634271842e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.32000989424124171,0.11281723276421687,0.017007299560817351,0.0,7.1806062916622471e-14,0.00048790427039092888,3.2810689658007767e-06,6.4059593946765531e-12,5.8164056305724616e-21,1.4629502977454821e-07,2.9631470852276448e-24,1.2259334224414845e-07,8.3415648317260678e-19,1.4165457167036558e-18,5.1084012094931966e-16,1.0684603568326179e-18,1.1121449280929363e-13,1.2798867064878321e-17,0.0055804605701698295,0.011625254519130986,1.0491817751349535e-08,7.5905491173767687e-05,7.3741891819966568e-13,4.8653185844487324e-10,2.2376666429562011e-05,0.00024645699853538159,6.7545620513749284e-10,7.2030587764368861e-06
7.483198389394241e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3199458784271168,0.11281523145774727,0.016976449432989746,0.0,7.3349796952030116e-14,0.00049389992754866332,3.3409560086237478e-06,6.5209727697361811e-12,6.0201129415857667e-21,1.4732249414605028e-07,3.0684564635527559e-24,1.2320092567415954e-07,8.5206658215743223e-19,1.4570107134428939e-18,5.2280121923948278e-16,1.095615776711714e-18,1.1270373922265149e-13,1.3158176426693085e-17,0.0055792419515171346,0.011686894876308324,1.0547972224524908e-08,7.6253282591553771e-05,7.4487398044632761e-13,4.9675959869594896e-10,2.2738834008050567e-05,0.00024925376353516994,6.8688076319064044e-10,7.2903325663449576e-06
7.53076514451664e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31988198318477734,0.11281321273487352,0.016945667562831758,0.0,7.491414557340975e-14,0.0004999260243844769,3.4014886501073742e-06,6.6372688212186038e-12,6.2295322366847045e-21,1.4834923108557938e-07,3.1767719285419672e-24,1.2380758646582188e-07,8.7024263854719633e-19,1.4983016525253293e-18,5.3495421070155459e-16,1.1232651673564708e-18,1.1419937456240174e-13,1.3525175305767805e-17,0.0055780246232955029,0.011748398072436736,1.060405037475183e-08,7.66004729089643e-05,7.5235289453095056e-13,5.0713366344988853e-10,2.3104392589622518e-05,0.00025206261845021368,6.9841629357644956e-10,7.3780251897764676e-06
7.578331899639039e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31981820817477807,0.11281117664296433,0.0169149537563851,0.0,7.6499197643463227e-14,0.00050598246881383279,3.4626685198494374e-06,6.7548531226367186e-12,6.4447835713734099e-21,1.4937523629936866e-07,3.2881582860031779e-24,1.2441333230990641e-07,8.8868687149353465e-19,1.540428189014068e-18,5.4730069235526819e-16,1.151413834864108e-18,1.1570132334990858e-13,1.3899977519320482e-17,0.0055768085822946517,0.011809764493803014,1.0660053454616375e-08,7.6947065822382057e-05,7.5985551628825071e-13,5.1765512876157069e-10,2.3473349100354832e-05,0.00025488351056817961,7.1006298046011411e-10,7.4661351028065084e-06
7.625898654761438e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31975455305896155,0.11280912322923713,0.016884307820408777,0.0,7.8105041002827717e-14,0.00051206916909564935,3.5244972236413006e-06,6.8737312443119878e-12,6.665988657003587e-21,1.5040050583122409e-07,3.4026812872443056e-24,1.2501817072450552e-07,9.0740150582442153e-19,1.5833999888301348e-18,5.598422595662562e-16,1.1800670986318108e-18,1.1720951046271058e-13,1.4282697831494442e-17,0.0055755938253161308,0.011870994525283196,1.0715982721481832e-08,7.7293064969513757e-05,7.6738170235666158e-13,5.2832506978733469e-10,2.3845710381089639e-05,0.00025771638742483056,7.2182100419758686e-10,7.554660768367275e-06
7.673465409883837e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31969101750045126,0.11280705254075886,0.016853729562375689,0.0,7.973176247493053e-14,0.00051818603383015614,3.5869763436543651e-06,6.9939087540523046e-12,6.8932708704681384e-21,1.5142503605702294e-07,3.5204076365539243e-24,1.256221090607075e-07,9.2638877211627519e-19,1.6272267280922156e-18,5.725805059847072e-16,1.2092302911614911e-18,1.1872386113754163e-13,1.4673451955792133e-17,0.0055743803491732488,0.011932088550349116,1.0771839437456487e-08,7.763847393081334e-05,7.7493131017238551e-13,5.3914456075789473e-10,2.4221483188159359e-05,0.00026056119680255779,7.3369054136972207e-10,7.6436006562027778e-06
7.721032165006236e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3196276011636443,0.11280496462444645,0.016823218790469316,0.0,8.1379447870883678e-14,0.00052433297195677425,3.6501074386250833e-06,7.1153912178312658e-12,7.1267552638345664e-21,1.5244882367933579e-07,3.6414049987157058e-24,1.2622515450804577e-07,9.4565090676806402e-19,1.6719180924674097e-18,5.8551702348491941e-16,1.2389087578660718e-18,1.2024430097317144e-13,1.5072356557540076e-17,0.0055731681506910012,0.011993046951074905,1.0827624869360155e-08,7.7983296231009058e-05,7.8250419796211409e-13,5.5011467494947758e-10,2.4600674193964757e-05,0.00026341788672906534,7.4567176481575521e-10,7.7329532428241274e-06
7.768598920128635e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3195643037142043,0.11280285952706746,0.016792775313580383,0.0,8.3048181994414369e-14,0.00053050989275203817,3.713892044038643e-06,7.2381842004688751e-12,7.3665685739179059e-21,1.5347186572216774e-07,3.7657420065578269e-24,1.2682731409972633e-07,9.6519015207739912e-19,1.7174837765329767e-18,5.9865340210575577e-16,1.269107856877288e-18,1.2177075593307308e-13,1.5479529256385746e-17,0.0055719572267060062,0.012053870108143473,1.0883340288692582e-08,7.8327535340341986e-05,7.901002247381041e-13,5.612364846588377e-10,2.4983289987772542e-05,0.00026628640547583852,7.5776484366709734e-10,7.8227170114654265e-06
7.816165675251034e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31950112481905441,0.11280073729524087,0.01676239894130354,0.0,8.4738048646830865e-14,0.0005367167058275299,3.7783316723112016e-06,7.3622932663136205e-12,7.6128392317929082e-21,1.5449415952581648e-07,3.8934882685385448e-24,1.2742859471765341e-07,9.8500875631860764e-19,1.763933483149041e-18,6.11991229991968e-16,1.2998329588549853e-18,1.2330315234792275e-13,1.5895088628827415e-17,0.0055707475740664177,0.012114558400852947,1.0938986971598878e-08,7.8671194676155871e-05,7.977192502897057e-13,5.7251106117285679e-10,2.5369337076140377e-05,0.00026916670155698936,7.6996994337989588e-10,7.9128904520401449e-06
7.863732430373433e-07,0.11640260799999998,0.8585084662769803,0.0,0.0,0.31943806414637133,0.11279859797543744,0.016732089483934048,0.0,8.6449130632019951e-14,0.00054295332112786962,3.84342781297087e-06,7.4877239799258995e-12,7.8656973722452492e-21,1.5551570274184192e-07,4.0247143763691254e-24,1.2802900309724695e-07,1.0051089738227835e-18,1.8112769228422165e-18,6.2553209333642207e-16,1.3310894467979143e-18,1.2484141691793723e-13,1.6319154210777603e-17,0.0055695391896318728,0.012175112207123064,1.0994566198839956e-08,7.9014277603785756e-05,8.0536113518098771e-13,5.8393947474827921e-10,2.5758821883946046e-05,0.00027205872372750131,7.8228722576888996e-10,8.0034720610981303e-06
