Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),H2OX(23),COX(50),CHOX(53),CH3X(55),C2H4X(215)
1.6864859279933358e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4469492262254803,0.11342675944104619,0.02270317840889686,0.0,5.393861161696211e-09,1.1976825720728412e-05,1.2844482504468152e-06,1.1064872369788038e-08,2.930425521966567e-19,0.00014862843721558035,1.8099934035378075e-17,0.00012075499231910772,3.6700674196979585e-13,1.0446879451886406e-12,2.5082404567211588e-14,1.8464731352903295e-16,6.312829732671789e-09,4.394263692409784e-12,0.005088156059184862,0.00023547268982518788,2.9109405364246143e-05,7.855176041801011e-09,8.391813934305375e-10,2.8751585215114028e-09,1.4706672757812625e-12,1.499323517848311e-08,5.096127646424453e-06,1.845093562510168e-10,1.8991367483230807e-07,6.903784374733606e-12,4.144868623715178e-13,4.012258039351046e-12,3.4813983218812534e-15,4.647811418146968e-10,6.241061615778292e-14
1.6967521266970524e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4469298358758649,0.11340806778954746,0.022702466855391665,0.0,5.5532796614522634e-09,1.2154015191041781e-05,1.3120568566364086e-06,1.1265567836011114e-08,3.0367299528637906e-19,0.00014952963919428932,1.8661570846873026e-17,0.00012135366576185652,3.738949534244283e-13,1.080089348990761e-12,2.576837545626724e-14,1.8977146273209568e-16,6.445211278699274e-09,4.503942329438839e-12,0.0051058740892514646,0.00023686777417844846,2.933910977766805e-05,7.96432876196958e-09,8.44245089104106e-10,2.8911838990026476e-09,1.4817926505600522e-12,1.524298151249131e-08,5.140259915146948e-06,1.8734739026656075e-10,1.9293151755905976e-07,7.076409480690635e-12,4.249642787382278e-13,4.098350630359105e-12,3.562997316633983e-15,4.675796549557287e-10,6.43184124264302e-14
1.707018325400769e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4469105569367913,0.11338948604490758,0.022701755385747795,0.0,5.716138467310121e-09,1.2332915308673578e-05,1.3400679798346899e-06,1.146864180738665e-08,3.1461246522829918e-19,0.00015043077441832375,1.92370492899097e-17,0.00012195098920128052,3.8086941175817907e-13,1.116445925809545e-12,2.6468177923795153e-14,1.950039217107151e-16,6.579379802076553e-09,4.61566824583791e-12,0.005123481877335856,0.000238262282488724,2.956819463022085e-05,8.074033985581687e-09,8.493080919689438e-10,2.9072078865548873e-09,1.4929723242257652e-12,1.5494448007379285e-08,5.184385034573287e-06,1.9020793605044135e-10,1.9598125882702793e-07,7.252262613950462e-12,4.3563334529306706e-13,4.185694923039949e-12,3.645802812272191e-15,4.703778320208676e-10,6.627217007558458e-14
1.7172845241044855e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.446891388743552,0.11337101352457789,0.02270104399960248,0.0,5.882479351113664e-09,1.2513530714369802e-05,1.3684843169677652e-06,1.1674107456337374e-08,3.2586751564474485e-19,0.00015133184246302338,1.982662274063202e-17,0.00012254696607954076,3.879306597099276e-13,1.1537765198964723e-12,2.7181981928660242e-14,2.0034622933384348e-16,6.715343158505662e-09,4.7294668804770846e-12,0.0051409801064350655,0.0002396562127422695,2.9796646262173927e-05,8.184284478098068e-09,8.543703997051112e-10,2.9232304760152325e-09,1.504206220523048e-12,1.5747610526988127e-08,5.228500281724397e-06,1.9309093008302958e-10,1.990630371410808e-07,7.43138395711533e-12,4.4649589100871095e-13,4.2742992485380185e-12,3.729818554894595e-15,4.731756731133756e-10,6.827269927412714e-14
1.727550722808202e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4468723306352846,0.11335264955024728,0.022700332696595164,0.0,6.052343987098666e-09,1.269586588566639e-05,1.3973085472640934e-06,1.1881977939675901e-08,3.374447775259974e-19,0.00015223284290313534,2.0430547606283347e-17,0.0001231415998076107,3.9507923990142506e-13,1.1921001950003484e-12,2.7909957762356712e-14,2.0579993411761414e-16,6.85310906928208e-09,4.845363829277489e-12,0.005158369455309285,0.00024104956293885727,3.002445137670363e-05,8.295073017330358e-09,8.594320099893756e-10,2.9392516592269643e-09,1.5154942477351557e-12,1.6002444686091882e-08,5.272602951553364e-06,1.959963070443107e-10,2.021769882959102e-07,7.61381394133214e-12,4.575537350936255e-13,4.364171882650705e-12,3.815048106292403e-15,4.759731783219063e-10,7.032081918231607e-14
1.7378169215119187e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4468533819549461,0.11333439344781578,0.022699621476367452,0.0,6.2257739444864025e-09,1.287992513693247e-05,1.4265433320029247e-06,1.2092266398586981e-08,3.4935095899932725e-19,0.000153133775312806,2.104908334171551e-17,0.00012373489376583344,4.0231569483228483e-13,1.2314362345672183e-12,2.865227602909388e-14,2.1136659415147769e-16,6.992685121668202e-09,4.963384845136581e-12,0.005175650598508203,0.00024244233109205825,3.0251597039295887e-05,8.40639239631387e-09,8.644929204951672e-10,2.9552714280296163e-09,1.5268362988093594e-12,1.6258925862806563e-08,5.316690357182621e-06,1.9892399983781475e-10,2.0532324534406235e-07,7.799593246175011e-12,4.688086867749923e-13,4.455321045058497e-12,3.901494844663391e-15,4.78770347720571e-10,7.241735798983708e-14
1.7480831202156353e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4468345420492867,0.11331624454736831,0.022698910338563156,0.0,6.402810680256032e-09,1.306571261950842e-05,1.4561913142673843e-06,1.230498595860965e-08,3.6159284508471254e-19,0.0001540346392655725,2.1682492465857447e-17,0.00012432685130447677,4.096405668749878e-13,1.2718041419196073e-12,2.940910762588192e-14,2.1704777702346362e-16,7.134078769316436e-09,5.083555837852231e-12,0.005192824206397188,0.0002438345152295195,3.0478070676958157e-05,8.518235426135421e-09,8.695531288925335e-10,2.9712897742590467e-09,1.538232251548613e-12,1.6517029211085836e-08,5.36075983013643e-06,2.018739396147289e-10,2.0850193856588933e-07,7.98876279952585e-12,4.802625450940985e-13,4.54775489856955e-12,3.9891619654912055e-15,4.815671813690061e-10,7.456315295365688e-14
1.7583493189193518e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44681581026882466,0.11329820218314891,0.02269819928282822,0.0,6.5834955320987835e-09,1.3253232321936999e-05,1.4862551187022196e-06,1.2520149729619363e-08,3.7417729743763784e-19,0.00015493543433435514,2.2331040578143176e-17,0.00012491747574428538,4.170543982699042e-13,1.3132236404154421e-12,3.018062372262293e-14,2.2284505974458386e-16,7.27729733274076e-09,5.205902874045551e-12,0.005209890945183305,0.00024522611339323607,3.070386007724453e-05,8.630594938697747e-09,8.746126328480974e-10,2.9873066897475114e-09,1.5496819688124104e-12,1.6776729673089148e-08,5.4048087205688264e-06,2.0484605579816826e-10,2.1171319544141812e-07,8.181363777453032e-12,4.919170987177819e-13,4.6414815483787044e-12,4.078052482494046e-15,4.843636793124408e-10,7.675905043567947e-14
1.7686155176230684e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4467971859678206,0.1132802656935347,0.022697488308810757,0.0,6.767869711591783e-09,1.3442488070302833e-05,1.516737351277097e-06,1.2737770805810058e-08,3.8711125407705454e-19,0.00015583616009145015,2.2994996374891228e-17,0.00012550677037702864,4.2455773112033264e-13,1.3557146735833128e-12,3.096699574221275e-14,2.287600286722466e-16,7.422347999844484e-09,5.330452177082315e-12,0.005226851476941133,0.00024661712363981695,3.092895338706348e-05,8.74346378942379e-09,8.796714300250202e-10,3.0033221663237665e-09,1.5611852986846383e-12,1.7038001991481354e-08,5.44883439748612e-06,2.0784027610767227e-10,2.1495714062449078e-07,8.377437604087786e-12,5.037741257559777e-13,4.736509041343785e-12,4.168169228633107e-15,4.871598415817664e-10,7.900590594017019e-14
1.778881716326785e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44677866850425285,0.11326243442101024,0.022696777416161013,0.0,6.955974297439496e-09,1.3633483528601903e-05,1.5476405990516205e-06,1.2957862265676195e-08,4.00401729109192e-19,0.00015673681610852273,2.3674631665668683e-17,0.00012609473846604826,4.3215110738755137e-13,1.3992974052510247e-12,3.1768395340661206e-14,2.347942794333657e-16,7.569237826463507e-09,5.457230126993956e-12,0.005243706459638522,0.0002480075440407496,3.115333911142588e-05,8.856834859818745e-09,8.847295180829665e-10,3.0193361958131377e-09,1.572742074661398e-12,1.7300820721483884e-08,5.492834248967914e-06,2.108565265837484e-10,2.1823389591759948e-07,8.577025951499932e-12,5.158353935792198e-13,4.832845365266871e-12,4.2595148572199575e-15,4.899556681936046e-10,8.130458415110696e-14
1.7891479150305015e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4467602572397932,0.11324470771214197,0.022696066604531346,0.0,7.147850229003251e-09,1.3826222199249835e-05,1.578967429947563e-06,1.3180437171994732e-08,4.140558124328778e-19,0.00015763740195660046,2.437022138959223e-17,0.0001266813832468001,4.398350688858905e-13,1.4439922196438606e-12,3.258499438722015e-14,2.4094941684622384e-16,7.717973736981288e-09,5.586263260396725e-12,0.005260456547162115,0.0002493973726826561,3.1377006111914124e-05,8.970701060131832e-09,8.897868946780629e-10,3.0353487700375995e-09,1.584352115939789e-12,1.756516024333517e-08,5.536805682380532e-06,2.1389473161285268e-10,2.2154358024964562e-07,8.780170739570722e-12,5.28102658666329e-13,4.930498448198365e-12,4.352091843246639e-15,4.927511591503792e-10,8.365595896923192e-14
1.799414113734218e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4467419515397824,0.11322708491755297,0.022695355873576233,0.0,7.343538300081702e-09,1.402070742370141e-05,1.6107203925272411e-06,1.3405508571807006e-08,4.2808066942999995e-19,0.00015853791720606765,2.5082043631574972e-17,0.0001272667079273913,4.476101572778234e-13,1.4898197214583586e-12,3.3416964944544904e-14,2.472270548413112e-16,7.86856252500091e-09,5.717578270409352e-12,0.005277102389342647,0.0002507866076675429,3.15999436049295e-05,9.085055331909365e-09,8.948435574628741e-10,3.051359880815896e-09,1.5960152275598297e-12,1.7830994774316427e-08,5.580746124584767e-06,2.1695481395222824e-10,2.2488630965616077e-07,8.98691413586328e-12,5.405776664610618e-13,5.029476157760275e-12,4.445902484503148e-15,4.955463144403866e-10,8.606091354884794e-14
1.8096803124379347e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4467237507732068,0.11320956539189768,0.022694645222952257,0.0,7.54307915283461e-09,1.4216942383125561e-05,1.6429020157753443e-06,1.3633089496400637e-08,4.424835406487046e-19,0.0001594383614266597,2.5810379638542152e-17,0.00012785071568911465,4.554769140690712e-13,1.5368007359236628e-12,3.4264479248898817e-14,2.5362881638163915e-16,8.021010854045129e-09,5.851202006569886e-12,0.005293644631980145,0.00025217524711304735,3.182214115982959e-05,9.199890650256474e-09,8.998995040863742e-10,3.0673695199636205e-09,1.6077312006257746e-12,1.8098298380328944e-08,5.6246530221406165e-06,2.2003669475489887e-10,2.282621972608745e-07,9.197298555491795e-12,5.532621512177295e-13,5.12978630047945e-12,4.540948902969308e-15,4.983411340378682e-10,8.852034033447412e-14
1.8199465111416513e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4467056543126745,0.11319214849383696,0.02269393465231808,0.0,7.746513271770415e-09,1.441493009911052e-05,1.675514808882562e-06,1.3863192961291359e-08,4.57271741483131e-19,0.00016033873418745784,2.6555513835630812e-17,0.00012843340968698134,4.634358806037193e-13,1.5849563088561103e-12,3.512770969037632e-14,2.6015633338276394e-16,8.175325258271838e-09,5.987161474752111e-12,0.005310083916869054,0.00025356328915268216,3.204358869700518e-05,9.315200026100204e-09,9.049547321939118e-10,3.083377679293269e-09,1.6194998126382288e-12,1.83670449876551e-08,5.6685238415100566e-06,2.231402935950189e-10,2.316713532579924e-07,9.411366660989962e-12,5.661578358501548e-13,5.231436621126203e-12,4.637233046492941e-15,5.011356179030831e-10,9.103514109742699e-14
1.8302127098453678e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4466876615343924,0.11317483358601294,0.02269322416133442,0.0,7.953880978021498e-09,1.4614673434482037e-05,1.7085612610359038e-06,1.4095831966204812e-08,4.724526618384798e-19,0.000161239035056884,2.731773384233e-17,0.00012901479305024746,4.714875980593577e-13,1.634307706688731e-12,3.6006828793167706e-14,2.66811246631775e-16,8.331512143247044e-09,6.12548383708038e-12,0.005326420881823147,0.0002549507319360714,3.2264276485730545e-05,9.43097650902142e-09,9.100092394271903e-10,3.099384350614411e-09,1.6313208276769964e-12,1.8637208395687928e-08,5.712356069252181e-06,2.2626552849345748e-10,2.3511388489708187e-07,9.629161362177004e-12,5.792664318636752e-13,5.334434802075447e-12,4.734756690081634e-15,5.039297659823808e-10,9.360622697212829e-14
1.8404789085490844e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.446669771818143,0.11315762003502448,0.022692513749664092,0.0,8.165222423907775e-09,1.4816175094240432e-05,1.7420438412161246e-06,1.4331019495058257e-08,4.880337657808843e-19,0.00016213926360269704,2.809733048855749e-17,0.00012959486888293518,4.796326074422415e-13,1.6848764164742554e-12,3.6902009195873365e-14,2.735952057051937e-16,8.489577786778325e-09,6.266196411842763e-12,0.005342656160700211,0.0002563375736291811,3.248419514177964e-05,9.547213189003818e-09,9.150630234242494e-10,3.115389525733747e-09,1.6431939965629665e-12,1.8908762287401255e-08,5.756147212213499e-06,2.2941231594284108e-10,2.3858989647071793e-07,9.850725816020996e-12,5.925896392078739e-13,5.438788462688061e-12,4.833521437375651e-15,5.067235782082755e-10,9.623451849212207e-14
1.850745107252801e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44665198454726246,0.11314050721140274,0.022691803416971926,0.0,8.380577587667822e-09,1.50194376265617e-05,1.7759649979993902e-06,1.4568768515942257e-08,5.040225911794159e-19,0.0001630394193919884,2.8894597830698267e-17,0.00013017364026434868,4.878714495824686e-13,1.736684145873595e-12,3.781342363187387e-14,2.805098688862726e-16,8.649528339780429e-09,6.409326673403242e-12,0.005358790383426585,0.00025772381241454375,3.270333562491432e-05,9.663903198496475e-09,9.201160818194399e-10,3.131393196455183e-09,1.6551190572286417e-12,1.9181680240817035e-08,5.799894797713038e-06,2.3258057093342107e-10,2.4209948930372376e-07,1.007610342650065e-11,6.061291461408319e-13,5.544505158705336e-12,4.933528722628844e-15,5.095170544995201e-10,9.892094562592019e-14
1.8610113059565175e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44663429910861796,0.11312349448958642,0.022691093162924815,0.0,8.599986268234354e-09,1.5224463423804868e-05,1.8103271593597489e-06,1.4809091981102352e-08,5.204267493483822e-19,0.00016393950199117884,2.9709833167634936e-17,0.00013075111024959008,4.962046651291642e-13,1.7897528231425877e-12,3.874124490973817e-14,2.875569030822009e-16,8.811369827143727e-09,6.554902252113766e-12,0.005374824176021675,0.00025910944649148245,3.292168923635856e-05,9.781039715055135e-09,9.251684122433981e-10,3.147395354579987e-09,1.6670957351186056e-12,1.9455935741549355e-08,5.84359637372554e-06,2.357702069791273e-10,2.4564276174269673e-07,1.0305337844466853e-11,6.198866292024237e-13,5.651592381646901e-12,5.0347798125856724e-15,5.123101947611874e-10,1.0166644781281486e-13
1.871277504660234e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44661671489258553,0.11310658124789774,0.022690382987191653,0.0,8.823488080308806e-09,1.5431254723630957e-05,1.8451327324788742e-06,1.5052002826920665e-08,5.372539246747651e-19,0.00016483951096601474,3.054333705671282e-17,0.0001313272818700676,5.046327945456905e-13,1.8441045970935317e-12,3.968564589369296e-14,2.947379837402924e-16,8.975108148658927e-09,6.702950934224587e-12,0.00539075816062224,0.0002604944740763269,3.313924761605464e-05,9.898615963100624e-09,9.302200123230509e-10,3.163395991906902e-09,1.6791237430762302e-12,1.973150219289356e-08,5.8872495090598785e-06,2.3898113614265125e-10,2.49219809148251e-07,1.0538472967501675e-11,6.338637531644223e-13,5.760057558231575e-12,5.137275807422414e-15,5.151029988847385e-10,1.0447197399839816e-13
1.8815437033639507e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4465992312930295,0.1130897668685181,0.022689672889443364,0.0,9.051122449754413e-09,1.5639813610234327e-05,1.8803841035636516e-06,1.5297513973897445e-08,5.545118742324195e-19,0.00016573944588156583,3.1395413329633597e-17,0.00013190215813399574,5.131563781048843e-13,1.8997618370309117e-12,4.0646799484182494e-14,3.020547947631244e-16,9.140749079997972e-09,6.853500661792934e-12,0.00540659295550643,0.00026187889340262196,3.33560027396969e-05,1.0016625215362995e-08,9.352708796815899e-10,3.179395100232147e-09,1.6912027817672295e-12,2.0008352926301592e-08,5.930851793529273e-06,2.422132690618707e-10,2.5283072389013586e-07,1.0775552939774494e-11,6.480621707915493e-13,5.869908049820433e-12,5.24101764325069e-15,5.17895466748101e-10,1.073384826697655e-13
1.8918099020676673e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4465818477072795,0.11307305073746438,0.022688962869352867,0.0,9.282928608930147e-09,1.5850142015550486e-05,1.9160836376625517e-06,1.554563832663257e-08,5.722084274017394e-19,0.00016663930630222244,3.226636910835908e-17,0.00013247574202689678,5.217759558842958e-13,1.95674713269209e-12,4.1624878598463737e-14,3.095090284238376e-16,9.308298273682981e-09,7.0065795325919694e-12,0.005422329175117859,0.00026326270272133707,3.357194691580944e-05,1.0135060795241371e-08,9.40321011938439e-10,3.1953926713495805e-09,1.703332540468915e-12,2.02864612137245e-08,5.974400838120845e-06,2.454665149763866e-10,2.5647559534189875e-07,1.1016622151898568e-11,6.624835227777512e-13,5.981151151856115e-12,5.346006095026176e-15,5.20687598215757e-10,1.1026694189076699e-13
1.902076100771384e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44656456353611096,0.11305643224456492,0.022688252926595064,0.0,9.518945592439268e-09,1.6062241720593875e-05,1.952233678491177e-06,1.57963887738071e-08,5.903514854710597e-19,0.00016753909179169336,3.3156514820931605e-17,0.00013304803651209262,5.304920677614574e-13,2.015083294158173e-12,4.262005615127737e-14,3.1710238528026283e-16,9.477761260120244e-09,7.1622158000176315e-12,0.005437967430089391,0.00026464590030106356,3.37870727825679e-05,1.0253916079571147e-08,9.45370406709287e-10,3.211388697051008e-09,1.7155126965797863e-12,2.0565800278725746e-08,6.017894275157251e-06,2.487407817522793e-10,2.601545098788451e-07,1.126172524078466e-11,6.771294381557972e-13,6.093794093335763e-12,5.4522417760678495e-15,5.234793931388098e-10,1.1325832933689163e-13
1.9123422994751004e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44654737818372336,0.11303991078343587,0.02268754306084685,0.0,9.759212233104478e-09,1.6276114356865236e-05,1.9888365482636084e-06,1.6049778188164624e-08,6.089490212294488e-19,0.00016843880191300478,3.406616421724028e-17,0.0001336190445311894,5.393052534091703e-13,2.0747933517481067e-12,4.363250503563096e-14,3.248365740883626e-16,9.649143448668608e-09,7.320437872994365e-12,0.005453508327266751,0.0002660284844282112,3.4001373304490776e-05,1.0373184498615689e-08,9.504190616060703e-10,3.227383169125972e-09,1.727742915898751e-12,2.0846343304349205e-08,6.061329758455804e-06,2.520359759090215e-10,2.6386755087799433e-07,1.151090708949249e-11,6.920015337531143e-13,6.207844036295593e-12,5.559725141071043e-15,5.262708513550615e-10,1.163136323299198e-13
1.922608498178817e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4465302910577202,0.11302348575145776,0.022686833271787065,0.0,1.0003767157832025e-08,1.6491761407745655e-05,2.0258945475231536e-06,1.6305819426492735e-08,6.280090785680082e-19,0.00016933843622849812,3.499563438479198e-17,0.0001341887690045635,5.48216052290801e-13,2.135900555915432e-12,4.4662398103618716e-14,3.327133117157458e-16,9.822450128700611e-09,7.481274315880981e-12,0.005468952469732152,0.0002674104534072017,3.421484176915381e-05,1.0492859536908895e-08,9.554669742369138e-10,3.243376079361746e-09,1.740022853963536e-12,2.1128063443629803e-08,6.1047049634855105e-06,2.55352002647281e-10,2.676147987178178e-07,1.1764212827082155e-11,7.071014135670844e-13,6.323308075291019e-12,5.668456491446546e-15,5.290619726891074e-10,1.1943384787259878e-13
1.9328746968825336e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4465133015690882,0.11300715654975196,0.022686123559096525,0.0,1.0252648783963922e-08,1.6709184209995587e-05,2.0634099549815104e-06,1.6564525329604366e-08,6.475397720632689e-19,0.00017023799429982962,3.594524576440428e-17,0.00013475721283183717,5.572250036556048e-13,2.1984283771201716e-12,4.5709908147342354e-14,3.407343230542053e-16,9.997686470716062e-09,7.644753848374608e-12,0.005484300456827663,0.0002687918055606489,3.4427471783685775e-05,1.0612934740041603e-08,9.60514142206197e-10,3.25936741954431e-09,1.7523521556093302e-12,2.1410933836614344e-08,6.148017587509252e-06,2.5868876587207294e-10,2.713963307808546e-07,1.2021687828463449e-11,7.224306705711208e-13,6.440193236916373e-12,5.7784359721268045e-15,5.318527569524098e-10,1.226199826829828e-13
1.94314089558625e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4464964091321783,0.1129909225831576,0.022685413922457966,0.0,1.0505895315809913e-08,1.6928383955319678e-05,2.101385027363758e-06,1.6825908722319123e-08,6.675492865529862e-19,0.00017113747568796935,3.691532216584339e-17,0.00013532437889234773,5.663326465340713e-13,2.262400505684528e-12,4.677520787994149e-14,3.4890134093160313e-16,1.0174857527488189e-08,7.810905345413553e-12,0.005499552884178403,0.0002701725392295439,3.463925727116342e-05,1.0733403710455813e-08,9.655605631145457e-10,3.2753571814574724e-09,1.764730454373425e-12,2.169492761053314e-08,6.1912653497369795e-06,2.620461682207639e-10,2.7521222145826997e-07,1.228337771424275e-11,7.379908852813598e-13,6.558506479330711e-12,5.8896635750595484e-15,5.346432039433631e-10,1.2587305322854133e-13
1.952380474419595e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44648128843683715,0.11297639295032015,0.022684775314247056,0.0,1.0737580590369669e-08,1.712718388175194e-05,2.135957453363344e-06,1.7063453616183684e-08,6.859740625964955e-19,0.00017194694300975513,3.7806158876724206e-17,0.00013583373822001813,5.746143516976172e-13,2.321230061289292e-12,4.774933049212789e-14,3.563779311196243e-16,1.0335969741865005e-08,7.962750212593378e-12,0.005513198854519434,0.00027141466937103287,3.482913736837857e-05,1.0842157214865834e-08,9.701017012088098e-10,3.289746610966773e-09,1.7759125053617414e-12,2.1951460287835785e-08,6.230131011627103e-06,2.6508539531628447e-10,2.7867595876134525e-07,1.2522540240905288e-11,7.521938430904843e-13,6.666215101980012e-12,5.990835437700862e-15,5.371543176902879e-10,1.2885889476676599e-13
1.96162005325294e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4464662454594831,0.11296193955015295,0.02268413676715429,0.0,1.0972859752750676e-08,1.7327424648873823e-05,2.170905631837486e-06,1.730318697848576e-08,7.047994347868863e-19,0.00017275634754096634,3.871407811795093e-17,0.00013634206694423162,5.829768260564924e-13,2.3812664526298454e-12,4.8738128328603044e-14,3.639754707805839e-16,1.0498656593550676e-08,8.116804153741757e-12,0.005526768329953404,0.00027265629602808657,3.501832473667174e-05,1.0951219960082418e-08,9.746422304826517e-10,3.304134749429563e-09,1.7871336595533948e-12,2.2208861558794583e-08,6.2689406744071494e-06,2.681411875265691e-10,2.821676344100621e-07,1.2765187578733814e-11,7.665862811751835e-13,6.7750910255170175e-12,6.093017941424531e-15,5.396651579076327e-10,1.319005403223718e-13
1.970859632086285e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4464512797800877,0.11294756195641623,0.022683498280952365,0.0,1.1211760198273482e-08,1.752910683052333e-05,2.206231161664083e-06,1.754511812521575e-08,7.240315141490743e-19,0.00017356568896012472,3.963932300839168e-17,0.0001368493671237191,5.91420462090967e-13,2.44252740611424e-12,4.9741727058192486e-14,3.716952392810983e-16,1.0662921526096105e-08,8.273088540833778e-12,0.005540261737060161,0.00027389741803014956,3.520681558751892e-05,1.1060587412009418e-08,9.791821491791165e-10,3.318521590853211e-09,1.7983936288411833e-12,2.2467111855465717e-08,6.307692721518318e-06,2.7121347134373964e-10,2.856872964460562e-07,1.301135349500484e-11,7.811693274345117e-13,6.8851391784514186e-12,6.196210770101007e-15,5.421757244216259e-10,1.3499875129092181e-13
1.9800992109196302e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4464363909807816,0.11293325974525223,0.02268285985541525,0.0,1.1454309174774215e-08,1.7732230909506894e-05,2.2419356269331206e-06,1.7789256361824086e-08,7.436764567303447e-19,0.00017437496694530237,4.0582138916040616e-17,0.00013735564080504252,5.999456521262775e-13,2.505030791981249e-12,5.076025225115417e-14,3.795385209724971e-16,1.08287679087848e-08,8.431624847451316e-12,0.005553679500037959,0.0002751380342191458,3.5394606330204097e-05,1.1170255075151214e-08,9.837214555387282e-10,3.3329071292436695e-09,1.8096921203471367e-12,2.272619162601029e-08,6.346385551135275e-06,2.7430217249962677e-10,2.892349909673012e-07,1.3261071917806946e-11,7.95944099437238e-13,6.99636444328424e-12,6.3004135218443484e-15,5.446860170501521e-10,1.3815429554865444e-13
1.9893387897529752e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4464215786458423,0.11291903249517214,0.022682221490318136,0.0,1.1700533781069032e-08,1.7936797278660967e-05,2.2780205968692894e-06,1.8035610983210098e-08,7.637404633437793e-19,0.00017518418117412257,4.1542773467116204e-17,0.00013786089002285355,6.085527883299324e-13,2.568794624179598e-12,5.1793829368275426e-14,3.875066051373897e-16,1.0996199037375953e-08,8.59243464872259e-12,0.005567022040716733,0.0002763781434495633,3.5581693569402516e-05,1.1280218499639524e-08,9.882601477995344e-10,3.3472913586066e-09,1.8210288361178815e-12,2.2986081347159846e-08,6.385017576230134e-06,2.7740721597449546e-10,2.928107621352152e-07,1.3514376935945945e-11,8.109117074821468e-13,7.108771656280266e-12,6.40562570160628e-15,5.471960356027962e-10,1.4136794747206207e-13
1.9985783685863202e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44640684236168454,0.1129048797870426,0.022681583185437455,0.0,1.1950460965477615e-08,1.8142806241915193e-05,2.3144876257552306e-06,1.828419127371091e-08,7.842297793049994e-19,0.00017599333132376022,4.25214765551529e-17,0.00013836511680015204,6.172422627090253e-13,2.6338370602463863e-12,5.284258375000714e-14,3.956007859361911e-16,1.1165218134848659e-08,8.755539621261601e-12,0.005580289778571357,0.00027761774458854514,3.576807410278287e-05,1.1390473280563476e-08,9.927982241971865e-10,3.361674272946988e-09,1.8324034703108817e-12,2.3246761522849526e-08,6.423587224649678e-06,2.8052852600969316e-10,2.9641465218192063e-07,1.3771302798849984e-11,8.260732559586102e-13,7.222365607243244e-12,6.511846713806173e-15,5.497057798808614e-10,1.4464048795744467e-13
2.0078179474196652e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4463921817168476,0.11289080120407269,0.022680944940550875,0.0,1.2204117524497995e-08,1.8350258015370004e-05,2.351338252856835e-06,1.853500650709027e-08,8.05150694152399e-19,0.00017680241707094272,4.3518500350072004e-17,0.0001388683231485416,6.260144671075561e-13,2.7001764011812695e-12,5.390664060565822e-14,4.0382236235347573e-16,1.1335828352153643e-08,8.920961543107536e-12,0.005593483130734827,0.00027885683651598193,3.595374491858139e-05,1.1501015053724317e-08,9.973356829648785e-10,3.3760558662685556e-09,1.8438157115258774e-12,2.3508212687222052e-08,6.462092939186135e-06,2.836660261319672e-10,3.0004670141808624e-07,1.403188391647355e-11,8.414298396803769e-13,7.33715103928034e-12,6.6190758775821826e-15,5.522152496774405e-10,1.4797270444038032e-13
