Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),H2OX(23),COX(50),CHOX(53),CH3X(55),C2H4X(215)
5.883606884761695e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452307276799997,0.11866996602996244,0.022821567693054243,0.0,2.0245204786207406e-54,1.7249138772505544e-30,2.800158571918964e-72,8.559572122744316e-46,2.1010248728415754e-110,5.19274965477455e-17,9.816802724003875e-90,5.1927496547737523e-17,6.1537836262735044e-61,4.836251715163144e-60,2.9566599020856418e-93,3.4282404110211604e-94,3.0078379057810764e-44,2.870495373862758e-71,2.8359031411076443e-15,8.396605167098956e-17,3.3614426103609064e-19,5.232100203953606e-32,1.9373571586310344e-31,3.3614426038197025e-19,3.2463195927316495e-28,5.864678803062997e-34,1.015316530096671e-38,5.763442315772466e-64,6.649148277960175e-44,1.4851076803070142e-61,1.0280422237822428e-45,5.206956350993868e-87,3.7170832251348692e-90,1.742967010853917e-31,1.3643394289051817e-75
1.17723255044363e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999405,0.11866996602995955,0.022821567693054202,0.0,3.2418706703689506e-53,6.904150804326916e-30,1.8210687575551864e-70,6.854599816341313e-45,5.465180605968032e-108,1.0390010820978523e-16,6.292464270140494e-88,1.0390010820975327e-16,9.856748473712407e-60,7.747007793154353e-59,3.845517406709648e-91,4.4588686589198176e-92,2.408099192609959e-43,1.3932229196900884e-69,5.674270142458167e-15,1.68005053864715e-16,6.725805681334734e-19,2.09420358180629e-31,7.754477528622092e-31,6.725805655152845e-19,1.2993715033714914e-27,4.6952998564854714e-33,8.252631716735773e-38,1.874290277754705e-62,5.323361617971863e-43,4.758202642545863e-60,8.230588621237971e-45,6.772318065437582e-85,4.837118399397952e-88,6.9764103401938505e-31,8.742709630306388e-74
2.354976274378551e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999882,0.11866996602995376,0.02282156769305412,0.0,5.189104352409235e-52,2.762559661050658e-29,1.2004363779052097e-68,5.486458057053056e-44,1.4408208348971003e-105,2.0784533153387753e-16,4.03028730352882e-86,2.0784533153374959e-16,1.5779358172525e-58,1.2402421005317522e-57,5.0693538137438785e-89,5.877904178293049e-90,1.9272111826099426e-42,7.493750992316235e-68,1.1351004145155153e-14,3.360830582521605e-16,1.3454531842982937e-18,8.379541958130672e-31,3.1028010754253424e-30,1.3454531738221092e-18,5.199159725036985e-27,3.757652218373942e-32,6.802969190907897e-37,6.178893218005287e-61,4.26030721873781e-42,1.5235584337346393e-58,6.586972171467042e-44,8.927609143036857e-83,6.379258386322706e-86,2.7914728505295352e-30,5.598820742870743e-72
4.710463722248394e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999765,0.1186699660299422,0.022821567693053952,0.0,8.304256098820791e-51,1.1052037771316463e-28,8.123370503865364e-67,4.390277998070717e-43,3.8988717725899823e-103,4.157357781821134e-16,2.5803795769336227e-84,4.157357781816016e-16,2.5253823514340183e-57,1.9849641606340743e-56,6.859526459309663e-87,7.953605269513262e-88,1.5420616896627094e-41,4.3402743822527085e-66,2.27044721505329e-14,6.722390670270304e-16,2.691198424508253e-18,3.352362269764898e-30,1.2413224696448132e-29,2.6911983825965443e-18,2.0799873981003613e-26,3.0066692263601386e-31,5.7608347198325855e-36,2.09146622759042e-59,3.408893138369129e-41,4.876853166346468e-57,5.270578257410341e-43,1.208027160773453e-80,8.636377878046002e-84,1.1167709059458055e-29,3.58434090609688e-70
9.421438617988079e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995314,0.11866996602991908,0.022821567693053615,0.0,1.32881602422178e-49,4.421175113368626e-28,5.760704511825371e-65,3.5126670727649806e-42,1.1053947744208084e-100,8.315166714787903e-16,1.6517616252299328e-82,8.315166714767425e-16,4.0411598738214234e-56,3.17640394178266e-55,9.725590367723673e-85,1.1276799811255455e-85,1.2337663810346055e-40,2.6318533401324227e-64,4.541140816122349e-14,1.344551084576686e-15,5.3826889364502366e-18,1.3410539190704074e-29,4.9656939695174503e-29,5.382688768788554e-18,8.320506399354064e-26,2.40552622104335e-30,5.117023303977716e-35,7.420927310453143e-58,2.727373572231093e-40,1.5608096525935996e-55,4.2168625313612656e-42,1.7127679754317573e-78,1.225389842682516e-81,4.467447156766455e-29,2.2943026088715217e-68
1.884338840946745e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679990634,0.11866996602987283,0.022821567693052942,0.0,2.126213366668823e-48,1.7685421719098344e-27,4.405157723455001e-63,2.8103115372727884e-41,3.378535689328862e-98,1.6630784580729647e-15,1.0572294335184717e-80,1.6630784580647736e-15,6.466294313426254e-55,5.0826146268086887e-54,1.486648650902544e-82,1.723765708981664e-83,9.870597900306244e-40,1.6376447924121752e-62,9.0825280182345e-14,2.6891751196756596e-15,1.0765670086428769e-17,5.364432955102824e-29,1.9863583954410797e-28,1.0765669415745138e-17,3.3282417234116533e-25,1.9244522556282484e-29,4.906483418287672e-34,2.8403049034019374e-56,2.1820026295617886e-39,4.9948223941816795e-54,3.3736494831288363e-41,2.618128126136811e-76,1.8751170424634258e-79,1.7870515523920785e-28,1.4684239108065673e-66
3.7687287992426193e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767998128,0.11866996602978033,0.022821567693051596,0.0,3.402026555525272e-47,7.074313927487291e-27,3.738427907794474e-61,2.2483203811819034e-40,1.1457577916036752e-95,3.326202031264596e-15,6.766594761018865e-79,3.3262020312318315e-15,1.0346421709782865e-53,8.132475709038271e-53,2.521641847169527e-80,2.9238379341847968e-81,7.89666300172042e-39,1.0330872891453598e-60,1.8165302422354942e-13,5.378423189872255e-15,2.1531632890814543e-17,2.1458160375592423e-28,7.945595092459584e-28,2.1531630207948583e-17,1.3312467660015369e-24,1.5395022244160594e-28,5.225465615952144e-33,1.2067892916135283e-54,1.7456438400545025e-38,1.5983065191449209e-52,2.6989825383311653e-40,4.440848398754698e-74,3.1847657985114634e-77,7.148351435526769e-28,9.397707943479378e-65
7.537508715834368e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679962573,0.11866996602959533,0.022821567693048907,0.0,5.443307373256942e-46,2.8297554064007075e-26,3.568793680797824e-59,1.798684762033826e-39,4.370759246444442e-93,6.6524491776609876e-15,4.330725080018199e-77,6.652449177529929e-15,1.6554555334681884e-52,1.3012187426087224e-51,4.811273228977361e-78,5.578660199054047e-79,6.317400972025044e-38,6.563142881393742e-59,3.63308512301804e-13,1.0756919330260039e-14,4.306356051770469e-17,8.583345053869721e-28,3.1782702534500846e-27,4.3063549785516786e-17,5.324425252386899e-24,1.2314626210943544e-27,6.260366880345471e-32,5.767776031732017e-53,1.3965321293011754e-37,5.114050694775374e-51,2.1592098787822712e-39,8.473104133429965e-72,6.084587327801703e-75,2.859369494860043e-27,6.013917320989044e-63
1.5075068549017865e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767992516,0.11866996602922532,0.02282156769304353,0.0,8.709333299613587e-45,1.131908759173129e-25,3.789000257020882e-57,1.4389591863228932e-38,1.8547005792099285e-90,1.3304943470506295e-14,2.771697452752938e-75,1.3304943469982052e-14,2.648751284836783e-51,2.081965673102299e-50,1.021085821171019e-75,1.1839466232564548e-76,5.053943721384241e-37,4.1840913422692406e-57,7.266194884416958e-13,2.1513911611013998e-14,8.612742384718791e-17,3.433350355817038e-27,1.2713144759336045e-26,8.612738091329991e-17,2.1292883059394324e-23,9.849299798459913e-27,8.335048477061183e-31,3.0651026796557276e-51,1.117233106134927e-36,1.6361097261347795e-49,1.7273753096167007e-38,1.7982278753522215e-69,1.2926992666526383e-72,1.143753482258787e-26,3.848006124578468e-61
3.0150188215384854e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767985033,0.1186699660284853,0.022821567693032774,0.0,1.3934933183837167e-43,4.527653262188094e-25,4.34993445495478e-55,1.1511718897918645e-37,8.51254813512698e-88,2.6609932056406978e-14,1.7738970359580027e-73,2.6609932054310015e-14,4.2380199469784824e-50,3.33114988551607e-49,2.343664321159993e-73,2.7174731718799868e-74,4.04315569918033e-36,2.671620486066893e-55,1.4532414406550104e-12,4.302789617243542e-14,1.722551828347762e-16,1.3733395319753594e-26,5.085270102722804e-26,1.722550110594652e-16,8.513236403080198e-23,7.875530313624076e-26,1.1986977958668296e-29,1.760692673360373e-49,8.937903729107802e-36,5.2330034727823496e-48,1.3818997980008134e-37,4.127411811802069e-67,2.9692001884191545e-70,4.575024498962973e-26,2.4615352626978724e-59
6.0300427548118834e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679700666,0.11866996602700527,0.02282156769301126,0.0,2.2295786466348678e-42,1.8110689696973165e-24,5.244387644244627e-53,9.209393121909515e-37,4.1038850846008677e-85,5.3219909229048645e-14,1.135297487571297e-71,5.32199092206608e-14,6.780846055803882e-49,5.32981889764031e-48,5.6499746147987814e-71,6.551131413050205e-72,3.2345113195529965e-35,1.7066069801054235e-53,2.9064853448157633e-12,8.605586529493238e-14,3.4451083033082627e-16,5.493332289742533e-26,2.0341100407718572e-25,3.4451014291428724e-16,3.402152176914322e-22,6.294148984974033e-25,1.8087556561611266e-28,1.0618125608077706e-47,7.150353344312331e-35,1.6729205892325195e-46,1.1055141988313034e-36,9.950129174117644e-65,7.160895676758749e-68,1.8300112745917447e-25,1.573851448558585e-57
1.2060090621358681e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679401345,0.11866996602404523,0.022821567692968232,0.0,3.5672832085929285e-41,7.244323269270269e-24,6.496733590419296e-51,7.367521443934045e-36,2.033211970319374e-82,1.064398635776932e-13,7.265914384513445e-70,1.0643986354414178e-13,1.0849364450177332e-47,8.527614251027767e-47,1.3996783258265166e-68,1.6229231994977856e-69,2.5875821143315363e-34,1.0896036547371275e-51,5.8129731520737614e-12,1.7211180353854266e-13,6.890226450519121e-16,2.1973080546801107e-25,8.136440641516549e-25,6.890198928746668e-16,1.3583508629315367e-21,5.02529319628808e-24,2.802748174589905e-27,6.5783260185919075e-46,5.720318445121959e-34,5.342853812124881e-45,8.844003678955752e-36,2.4649613626441164e-62,1.7743286516252618e-65,7.320042936537673e-25,1.0053063437295735e-55
2.4120186354452273e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727678802696,0.11866996601812513,0.022821567692882176,0.0,5.707509930545165e-40,2.897764280362932e-23,8.154559598442684e-49,5.894019525664338e-35,1.0207366741627101e-79,2.1287977228842712e-13,4.650188085409464e-68,2.1287977215422144e-13,1.7358989963783243e-46,1.364385242370081e-45,3.51350665490602e-66,4.073899806793823e-67,2.0700202836185727e-33,6.944816501267439e-50,1.1625948762335729e-11,3.442236800202287e-13,1.37804836651556e-15,8.789024953761364e-25,3.2545735355466574e-24,1.3780373378045122e-15,5.413421584661462e-21,4.0042701233461643e-23,4.398879307280451e-26,4.128924802495457e-44,4.5763066445102885e-33,1.7030291080707909e-43,7.075019218445481e-35,6.187596312550421e-60,4.454176013509163e-63,2.9280126527859014e-24,6.409005005643987e-54
4.8240377820639456e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727677605403,0.11866996600628492,0.022821567692710064,0.0,9.131552225430846e-39,1.1591328587716333e-22,1.0276515275981343e-46,4.715215915869392e-34,5.145279929940364e-77,4.2575958976367407e-13,2.976120695497701e-66,4.257595892268515e-13,2.7774383768188956e-45,2.182908815071765e-44,8.855426100589273e-64,1.0267830512870795e-64,1.6559426578323884e-32,4.4099009185634107e-48,2.325189996584356e-11,6.884474329614625e-13,2.7561082811735198e-15,3.515442504349189e-24,1.3018266166183134e-23,2.756064007749721e-15,2.1495456240958828e-20,3.1781294899833654e-22,6.930228563676506e-25,2.6017543171423395e-42,3.6611255047537727e-32,5.407339065928458e-42,5.659718286188987e-34,1.5595140089068098e-57,1.1225323500448444e-60,1.1712008851976404e-23,4.0701354821938905e-52
9.648076075301384e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767521082,0.1186699659826045,0.02282156769236584,0.0,1.4608995683969736e-37,4.636743144254416e-22,1.2905312392340282e-44,3.77217180626099e-33,2.5846490621073723e-74,8.515192249292803e-13,1.904716579483912e-64,8.515192227819949e-13,4.4438995814521474e-44,3.4923011076070562e-43,2.2241742199621195e-61,2.578916973998638e-62,1.3246360626073945e-31,2.7791643802549784e-46,4.650380230479479e-11,1.3768949387553797e-12,5.512262808392551e-15,1.4060427027765197e-23,5.2072828443016e-23,5.512084468375509e-15,8.474153048233006e-20,2.5028521879870463e-21,1.0878280886902491e-23,1.633603807462558e-40,2.929025403115596e-31,1.703771738957755e-40,4.5272980913524846e-33,3.9169305494662056e-55,2.818693987269675e-58,4.684769016867748e-23,2.5651914604837304e-50
1.9296152661776257e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727670421644,0.11866996593524366,0.022821567691677393,0.0,2.3369629649906277e-36,1.8548597402087165e-21,1.6004062151391707e-42,3.017735403182929e-32,1.2822063824178337e-71,1.7030384961209237e-12,1.2190174140941276e-62,1.7030384875318145e-12,7.110232089137655e-43,5.586562278153319e-42,5.516755648195544e-59,6.396626117081076e-60,1.0595198499016107e-30,1.7256885039846374e-44,9.300760671043953e-11,2.7537899499890173e-12,1.1024716877528677e-14,5.623096037199322e-23,2.0828939919269133e-22,1.1023993875715201e-14,3.2943459974171743e-19,1.9413108912015094e-20,1.6859045773304716e-22,1.0128248206715199e-38,2.343412380016156e-30,5.288571872050361e-39,3.621075712572299e-32,9.71527997296629e-53,6.98744279518067e-56,1.873879764800659e-22,1.5928744515434132e-48
3.859230583472601e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452307276608433,0.11866996584052199,0.022821567690300498,0.0,3.7376169642195784e-35,7.420640799790956e-21,1.9322654225795266e-40,2.4141848320088546e-31,6.193404587565704e-69,3.406077041945767e-12,7.801695029603316e-61,3.406077007589586e-12,1.1376347041713294e-41,8.934919322548129e-41,1.3322955022447897e-56,1.5447745465696782e-57,8.473135776128821e-30,1.0416555253919234e-42,1.8601521443269814e-10,5.507579971039562e-12,2.2050250947428262e-14,2.2483789227630146e-22,8.331422308724038e-22,2.204728665991853e-14,1.2472098578942396e-18,1.4627422568408056e-19,2.5430735868331777e-21,6.112869197025215e-37,1.8750147298215923e-29,1.595417984189978e-37,2.8956406024057382e-31,2.3461790038942564e-50,1.6855387933670248e-53,7.495295886165638e-22,9.615053842705755e-47
5.788845900767576e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727651264957,0.11866996574580031,0.022821567688923603,0.0,1.3754298494375384e-34,1.5770517718900092e-20,1.2416427790733829e-39,7.167105267114445e-31,5.192507179386301e-68,5.109115591212166e-12,4.4295682549029046e-60,5.10911551820549e-12,4.3038987589634226e-41,3.405832478043172e-40,9.85797948222579e-56,1.143014439853503e-56,2.422290924118567e-29,5.728075929917319e-42,2.790228210659259e-10,8.261369990673377e-12,3.3076453273254177e-14,4.776543466524885e-22,1.7704046584460394e-21,3.3070053438814785e-14,2.5531297929559873e-18,4.0426800916058815e-19,9.104014786341844e-21,3.344445313040669e-36,5.3618118896879e-29,7.298755922577736e-37,8.277719345358917e-31,1.7359833005211543e-49,1.2530455900879098e-52,1.5927175858022964e-21,5.287351749340147e-46
9.648076535357525e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072763210827,0.11866996555635698,0.022821567686169813,0.0,1.0575399068301601e-33,4.3611197823861354e-20,5.062117162066776e-38,3.3572134052507944e-30,6.593465755919612e-66,8.515192703508875e-12,1.1907840958144923e-58,8.51519250166985e-12,3.3966669303124315e-40,2.798575734821898e-39,7.050454384877612e-54,8.174735739709367e-55,1.1125062810445243e-28,1.2927748212478187e-40,4.650380299762582e-10,1.3768950024274873e-11,5.513182206110931e-14,1.3196751161445498e-21,4.894487148163716e-21,5.511348317672989e-14,6.450861018466006e-18,1.6864179441068803e-18,6.382756235132725e-20,7.876029039091717e-35,2.4646325767393986e-28,9.621092781647792e-36,3.8013533369359416e-30,1.2415177679115738e-47,1.0919164485439965e-50,4.403161897126164e-21,1.1933245578080563e-44
1.3073805358509246e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072761510342,0.11866996538819354,0.02282156768372535,0.0,2.8615779012214268e-33,7.707474469680102e-20,2.2612038810608775e-37,7.654156010545171e-30,3.4128665648801636e-65,1.153867009679932e-11,5.035270697991406e-58,1.1538669740139215e-11,9.368817898507739e-40,8.024472898288682e-39,3.4241804253401477e-53,3.970173435970986e-54,2.4729809155008036e-28,4.955793746788411e-40,6.301584153187368e-10,1.8657871531232187e-11,7.471224622727399e-14,2.33092636569092e-21,8.648706262361904e-21,7.467915452396058e-14,1.0765141115493728e-17,3.56045320682951e-18,1.6586054565425768e-19,3.167210200932572e-34,5.481041567650058e-28,3.2281162836257573e-35,8.449486013865782e-30,6.029572153051858e-47,6.3321185082465765e-50,7.78041784762984e-21,4.574572374997662e-44
1.6499534181660967e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727598098575,0.1186699652200301,0.02282156768128089,0.0,6.410775120535099e-33,1.198777547005723e-19,7.6849523570256e-37,1.4661234925216871e-29,1.5424461587078518e-64,1.456214750161897e-11,1.515934909552213e-57,1.456214694696681e-11,2.133904735779099e-39,1.824854197400013e-38,1.3488140423287144e-52,1.563881130130639e-53,4.650296819216851e-28,1.482622515484395e-39,7.952787970116316e-10,2.3546793033442578e-11,9.429553051300948e-14,3.6232917052611496e-21,1.3449683424497947e-20,9.424306359901251e-14,1.5831818723306786e-17,6.348471513944713e-18,3.5527170820930514e-19,9.14751465654534e-34,1.0311578961521709e-27,8.183097383195662e-35,1.588773783530303e-29,2.3750650221016805e-46,2.3162789656356002e-49,1.2099238295914139e-20,1.3685788695519897e-43
1.9925263004812686e-15,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727581093727,0.11866996505186668,0.02282156767883643,0.0,1.2265762445382183e-32,1.7143330156218354e-19,2.0947258834487037e-36,2.483598575186676e-29,5.106593547562513e-64,1.7585624917240656e-11,3.913578209187463e-57,1.7585624124147203e-11,4.143135799592378e-39,3.591136879380173e-38,4.058570799866996e-52,4.705679633190902e-53,7.743023804370483e-28,3.6010179437350426e-39,9.603991752849938e-10,2.843571453120602e-11,1.1388162589034032e-13,5.178746659792139e-21,1.9231381488177407e-20,1.1380532162327577e-13,2.1498549408351323e-17,1.007109084982499e-17,6.531037844511709e-19,2.256834798267712e-33,1.717670347144515e-27,1.7735878999912839e-34,2.6452448019833116e-29,7.14644441236429e-46,7.256078592231856e-49,1.7300192209149724e-20,3.3240391251782074e-43
