Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HX(19),CH2X(27),CHX(28),CX(26),HOX(22),OCX(25),CO2X(24),H2X(49),H2OX(23),CHOX(53)
4.980588936644685e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33103731910377115,0.11307426897256849,0.022356672051332342,7.4455382932631431e-10,1.2176120849150219e-09,2.6325636005549063e-07,3.1570836768731511e-07,5.853085796472022e-17,3.6125564374194066e-22,4.6705669830833609e-09,1.3612465934574884e-32,5.8601292787280785e-09,1.7886282475898713e-24,5.2897664914950182e-19,1.9547406971734494e-18,6.6355963044473474e-21,1.3549897029972514e-11,1.7649029832667073e-24,0.0055939379869197458,0.00092838433067639467,1.3039844183021814e-11,6.4782394612309071e-06,9.0377465277727538e-16,3.7368134420199335e-11,3.5142478260579774e-07,2.0517554522539073e-09,1.0864712824871629e-06,4.9171262263084025e-13,3.5403415025591858e-09,8.5920422055679129e-14,2.2845256064580572e-14
4.9854507902878674e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33103582749307742,0.11307367158678831,0.022356228004226136,7.475013367919072e-10,1.2236035818272159e-09,2.6432575812683228e-07,3.1659289261295938e-07,5.8697449952499813e-17,3.6344786283031486e-22,4.6749125217844052e-09,1.3685284684704281e-32,5.8680456781166421e-09,1.7947062679716757e-24,5.3157017103472536e-19,1.9632586068290056e-18,6.6621095107254399e-21,1.3596415583548684e-11,1.7727076431338051e-24,0.0055945323407261532,0.00092926950622418826,1.305083684491882e-11,6.4881607113661921e-06,9.045389086526452e-16,3.7437888557993602e-11,3.5154775655583044e-07,2.0568592590165371e-09,1.0884883821117893e-06,4.9309737402487249e-13,3.5551709271158926e-09,8.6296842072440727e-14,2.2922825052237869e-14
4.9903126439310496e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33103433796500786,0.11307307625761069,0.0223557839699383,7.5045713608941844e-10,1.22961869905602e-09,2.6539837681949497e-07,3.1747875262309859e-07,5.8864351910651449e-17,3.6565088590516948e-22,4.6792578765010706e-09,1.3758418704427982e-32,5.875967735936006e-09,1.8007987118819833e-24,5.3417398250375942e-19,1.9718040081098808e-18,6.6886968089050522e-21,1.3643045987584232e-11,1.7805388108188795e-24,0.0055951246353926499,0.00093015465348397818,1.3061829284142536e-11,6.4980855176214752e-06,9.0530316252708254e-16,3.7507694887539958e-11,3.5167065585067738e-07,2.0619701411451487e-09,1.0905067505312283e-06,4.9448444543253118e-13,3.5700466488446974e-09,8.6674617110459226e-14,2.3000563791038416e-14
4.995174497574232e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33103285051259868,0.11307248297807174,0.022355339948462817,7.5342124102866549e-10,1.2356575044031249e-09,2.66474221966691e-07,3.183659477604994e-07,5.9031564114119813e-17,3.6786475324786855e-22,4.6836030477687241e-09,1.3831869038386706e-32,5.8838954522936524e-09,1.8069055991161448e-24,5.3678811447118195e-19,1.980376958461477e-18,6.7153583106374717e-21,1.368978838295564e-11,1.7883965491889597e-24,0.0055957148778831341,0.00093103977246803988,1.307282151112556e-11,6.5080138678011803e-06,9.0606741198408282e-16,3.7577553004010233e-11,3.5179348077348039e-07,2.0670880987493988e-09,1.0925263873518954e-06,4.9587382950487446e-13,3.5849687562553924e-09,8.7053750639394974e-14,2.30784723546933e-14
5.000036351217414e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33103136512891401,0.11307189174123583,0.022354895939793694,7.5639366542978909e-10,1.2417200657962971e-09,2.6755329940191257e-07,3.192544780673623e-07,5.9199086837851416e-17,3.7008950525992467e-22,4.6879480361223093e-09,1.3905636734125103e-32,5.8918288272799508e-09,1.8130269494822243e-24,5.3941259792492006e-19,1.9889775153920423e-18,6.7420941275789864e-21,1.3736642910463767e-11,1.7962809212145563e-24,0.0055963030751332741,0.00093192486318860413,1.3083813529513348e-11,6.5179457497114295e-06,9.0683164272535832e-16,3.7647462717739192e-11,3.5191623160512683e-07,2.0722131290660671e-09,1.0945472921827799e-06,4.97265510054439e-13,3.5999373378754135e-09,8.7434246325740375e-14,2.3156551155725714e-14
5.004898204860596e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33102988180703563,0.11307130254018477,0.022354451943924967,7.5937442311749947e-10,1.2478064512398703e-09,2.6863561495876207e-07,3.2014434358554126e-07,5.9366920356794161e-17,3.7232518241900136e-22,4.6922928420965091e-09,1.3979722840991202e-32,5.8997678609747027e-09,1.819162782796247e-24,5.4204746389762082e-19,1.9976057364499034e-18,6.7689043713889381e-21,1.3783609710861658e-11,1.804191989930184e-24,0.0055968892340613708,0.00093280992565787093,1.3094805321141958e-11,6.5278811511564907e-06,9.0759586209763731e-16,3.7717424586804155e-11,3.5203890862451478e-07,2.0773452300207222e-09,1.0965694646344145e-06,4.9865950674680237e-13,3.6149524822426857e-09,8.7816108000096309e-14,2.3234800386300073e-14
5.009760058503778e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33102840054007576,0.11307071536803066,0.022354007960850682,7.6236352792746367e-10,1.2539167288784339e-09,2.6972117447109419e-07,3.2103554435628292e-07,5.9535064945898308e-17,3.7457182531710108e-22,4.6966374662255473e-09,1.405412841148218e-32,5.9077125534392119e-09,1.8253131188880191e-24,5.4469274350143941e-19,2.0062616792514612e-18,6.7957891537319956e-21,1.3830688924819552e-11,1.8121298184824183e-24,0.0055974733615553451,0.00093369495988798366,1.3105796892591962e-11,6.5378200599350578e-06,9.0836009009566478e-16,3.7787438345915346e-11,3.5216151210915293e-07,2.0824844048942517e-09,1.0985929043200779e-06,5.0005583846551033e-13,3.6300142779135002e-09,8.8199339114321777e-14,2.3313219672449211e-14
5.0146219121469605e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3310269213211684,0.11307013021790739,0.022353563990564915,7.6536099370504887e-10,1.2600509669560942e-09,2.7080998377287947e-07,3.219280804204023e-07,5.970352088011601e-17,3.7682947463440438e-22,4.7009819090433218e-09,1.4128854500379492e-32,5.9156629047214459e-09,1.8314779775973654e-24,5.4734846790614199e-19,2.0149454014624188e-18,6.8227485862765961e-21,1.387788069294727e-11,1.8200944700988891e-24,0.0055980554644813373,0.00093457996589105447,1.311678825120374e-11,6.5477624638515477e-06,9.0912430843313517e-16,3.7857503677995137e-11,3.5228404233504359e-07,2.0876306507300456e-09,1.100617610855036e-06,5.0145448324470062e-13,3.6451228134565969e-09,8.8583943314384538e-14,2.3391809466865795e-14
5.019483765790143e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33102544414346546,0.11306954708296693,0.022353120033061748,7.6836683430131339e-10,1.266209233794311e-09,2.7190204869817793e-07,3.2282195181835634e-07,5.987228843440109e-17,3.7909817114525818e-22,4.705326171083461e-09,1.4203902164354562e-32,5.9236189148583384e-09,1.8376573787724167e-24,5.5001466832865606e-19,2.0236569607897354e-18,6.8497827806942922e-21,1.3925185155804242e-11,1.8280860080742548e-24,0.0055986355496874625,0.0009354649436791653,1.3127779393844872e-11,6.557708350709927e-06,9.0988850548716515e-16,3.7927620625809865e-11,3.5240649957654634e-07,2.0927839642474808e-09,1.1026435838561647e-06,5.0285543184806847e-13,3.6602781774510548e-09,8.8969924301435995e-14,2.3470570201152149e-14
5.024345619433325e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33102396900014397,0.11306896595638623,0.022352676088335282,7.7138106357506163e-10,1.2723915978308318e-09,2.7299737508115944e-07,3.2371715859010668e-07,6.0041367883709757e-17,3.8137795571773219e-22,4.7096702528792069e-09,1.4279272462715447e-32,5.9315805838714563e-09,1.8438513422728622e-24,5.5269137605201644e-19,2.0323964149973735e-18,6.8768918486609443e-21,1.397260245387946e-11,1.8361044957966607e-24,0.0055992136239968173,0.00093634989326435046,1.3138770315809651e-11,6.5676577083089893e-06,9.1065269829455295e-16,3.7997789303117623e-11,3.5252888410616925e-07,2.0979443466676136e-09,1.1046708229425414e-06,5.0425870578805151e-13,3.6754804584899332e-09,8.935728570837036e-14,2.3549501701382649e-14
5.029207473076507e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33102249588440402,0.11306838683136509,0.022352232156379635,7.7440369539410622e-10,1.2785981276097239e-09,2.7409596875606842e-07,3.2461370077516418e-07,6.0210759503000504e-17,3.8366886930682199e-22,4.7140141549634563e-09,1.4354966457185024e-32,5.939547911768323e-09,1.8500598879689855e-24,5.5537862242014566e-19,2.0411638219014382e-18,6.9040759018563081e-21,1.4020132727597338e-11,1.844149996739788e-24,0.0055997896942096715,0.00093723481465860707,1.314976102007692e-11,6.5776105244480355e-06,9.1141689296095144e-16,3.8068009552821591e-11,3.5265119619506149e-07,2.1031117984493233e-09,1.1066993277352933e-06,5.0566431137292971e-13,3.6907297451787774e-09,8.9746031180314226e-14,2.3628603937394107e-14
5.034069326719689e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33102102478946954,0.11306780970112727,0.02235178823718896,7.774347436358457e-10,1.2848288917832323e-09,2.7519783555720618e-07,3.2551157841256705e-07,6.0380463567234324e-17,3.8597095297628114e-22,4.7183578778687434e-09,1.4430985212038049e-32,5.9475208985416484e-09,1.8562830357422523e-24,5.5807643884095076e-19,2.0499592393728335e-18,6.9313350519642126e-21,1.4067776117313808e-11,1.8522225744676459e-24,0.0056003637671022954,0.0009381197078738939,1.3160751509373009e-11,6.5875667869293305e-06,9.1218107500815324e-16,3.8138281215060885e-11,3.5277343611267923e-07,2.1082863166112881e-09,1.1087290978576906e-06,5.0707223381120538e-13,3.7060261261358888e-09,9.0136164387193434e-14,2.370787732893971e-14
5.0389311803628715e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3310195557085826,0.11306723455891457,0.022351344330757403,7.8047422218346159e-10,1.2910839590851022e-09,2.763029813188958e-07,3.2641079154099961e-07,6.0550480351374294e-17,3.8828424787012218e-22,4.7227014221273232e-09,1.4507329793472839e-32,5.9554995441730087e-09,1.8625208054825664e-24,5.6078485677030665e-19,2.0587827253239291e-18,6.9586694106715259e-21,1.4115532763332806e-11,1.8603222926122592e-24,0.005600935849432955,0.00093900457292213834,1.3171741779926989e-11,6.5975264835533916e-06,9.1294524301386266e-16,3.8208604363415797e-11,3.5289560412698202e-07,2.1134678993925321e-09,1.1107601329345802e-06,5.0848247464319918e-13,3.7213696899889336e-09,9.0527688979341108e-14,2.3787322093827682e-14
5.0437930340060536e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33101808863501536,0.1130666613979989,0.022350900437079154,7.8352214493059649e-10,1.2973633983881352e-09,2.7741141187546978e-07,3.273113401985563e-07,6.0720810130386917e-17,3.9060879525706688e-22,4.727044788270986e-09,1.4584001270919988e-32,5.9634838486252951e-09,1.8687732170939887e-24,5.6350390774491231e-19,2.0676343377363152e-18,6.9860790896701673e-21,1.4163402805870665e-11,1.8684492149198755e-24,0.0056015059479297942,0.00093988940981521352,1.3182731830046391e-11,6.6074896021178088e-06,9.1370940905277815e-16,3.8278979004748574e-11,3.5301770050388364e-07,2.1186565475344963e-09,1.1127924325934438e-06,5.0989504823289366e-13,3.7367605253807537e-09,9.0920608633121571e-14,2.3866938131038905e-14
5.048654887649236e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3310166235620598,0.11306609021167191,0.022350456556148417,7.8657852577888023e-10,1.3036672786576467e-09,2.7852313306124013e-07,3.2821322442294567e-07,6.0891453179241175e-17,3.929446364842655e-22,4.7313879768312227e-09,1.4661000715939019e-32,5.971473811849123e-09,1.8750402904899152e-24,5.6623362335506976e-19,2.0765141346371654e-18,7.0135642006553346e-21,1.4211386385085862e-11,1.8766034052118781e-24,0.0056020740693012222,0.00094077421856496096,1.3193721665392004e-11,6.6174561304211952e-06,9.1447357252967951e-16,3.8349404880396334e-11,3.5313972550817605e-07,2.12385226072991e-09,1.1148259964635057e-06,5.1130995298632249e-13,3.7521987209638768e-09,9.1314927060963935e-14,2.3946725519428771e-14
5.053516741292418e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33101516048303564,0.11306552099325291,0.022350012687959404,7.8964337864074294e-10,1.3099956689853072e-09,2.7963815071047297e-07,3.2911644425133605e-07,6.1062409772909537e-17,3.9529181302660886e-22,4.7357309883390914e-09,1.473832920309743e-32,5.9794694337778029e-09,1.8813220455968898e-24,5.6897403526615378e-19,2.0854221741172636e-18,7.041124855326809e-21,1.4259483641054955e-11,1.8847849274157982e-24,0.0056026402202279122,0.00094165899918317723,1.3204711286387839e-11,6.6274260562651958e-06,9.1523771606243262e-16,3.8419881909774975e-11,3.5326167940255842e-07,2.1290550351513455e-09,1.1168608241764158e-06,5.1272717277935293e-13,3.7676843654039142e-09,9.1710647919004614e-14,2.4026684766431223e-14
5.0583785949356e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33101369939127945,0.11306495373607821,0.022349568832506342,7.9271671743356068e-10,1.3163486385399204e-09,2.8075647065735875e-07,3.3002099972057004e-07,6.123368018636685e-17,3.9765036643360469e-22,4.7400738233253883e-09,1.4815987808799332e-32,5.9874707143341248e-09,1.8876185023495142e-24,5.7172517518904677e-19,2.0943585143067803e-18,7.0687611653871127e-21,1.4307694713803792e-11,1.8929938455237959e-24,0.0056032044073737446,0.00094254375168162895,1.3215700683130508e-11,6.6373993674485964e-06,9.1600184610113934e-16,3.8490410390917342e-11,3.5338356244820119e-07,2.1342648693732109e-09,1.1188969153652515e-06,5.1414671945493338e-13,3.7832175473740264e-09,9.2107774818280401e-14,2.4106815999389093e-14
5.0632404485787824e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33101224028015491,0.11306438843351081,0.022349124989783496,7.9579855608412106e-10,1.32272625661876e-09,2.818780987359915e-07,3.3092689086696835e-07,6.140526469459166e-17,4.0002033835690327e-22,4.7444164823204907e-09,1.4893977612400224e-32,5.9954776534239629e-09,1.8939296806952687e-24,5.744870749084598e-19,2.1033232133978909e-18,7.0964732425431632e-21,1.4356019743277084e-11,1.9012302236320324e-24,0.0056037666373756415,0.00094342847607203147,1.3226689856925291e-11,6.6473760517652703e-06,9.16765990119446e-16,3.8560990229469592e-11,3.5350537490480811e-07,2.1394817670111483e-09,1.1209342696653961e-06,5.1556862078079131e-13,3.7987983555593014e-09,9.250631152481244e-14,2.4187118749703267e-14
5.0681023022219646e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33101078314304444,0.11306382507893266,0.022348681159785132,7.9888890852893944e-10,1.3291285926058684e-09,2.8300304078034757e-07,3.3183411772648944e-07,6.1577163572565288e-17,4.0240177053335174e-22,4.7487589658544824e-09,1.4972299695319103e-32,6.0034902509414167e-09,1.9002556005906846e-24,5.7725976626097204e-19,2.1123163296265213e-18,7.1242611985048978e-21,1.4404458869362651e-11,1.9094941259091877e-24,0.0056043269168518052,0.00094431317236607552,1.323767882412144e-11,6.6573560970167758e-06,9.1753011800649595e-16,3.8631620764398378e-11,3.5362711703134974e-07,2.1447057244621916e-09,1.1229728867139027e-06,5.1699284246457135e-13,3.8144268786527686e-09,9.2906261831680303e-14,2.4267593585220001e-14
5.072964155865147e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33100932797335425,0.11306326366574988,0.022348237342505559,8.0198778871156592e-10,1.3355557159975336e-09,2.8413130262423681e-07,3.3274268033462453e-07,6.1749377095272823e-17,4.0479470481175731e-22,4.7531012744570635e-09,1.5050955141663557e-32,6.0115085067652695e-09,1.9065962820040604e-24,5.8004328114999243e-19,2.1213379212854505e-18,7.1521251449861522e-21,1.445301223187361e-11,1.9177856166184041e-24,0.0056048852523961556,0.00094519784057541011,1.3248667568844603e-11,6.6673394910030814e-06,9.1829423165849999e-16,3.8702302518186122e-11,3.5374878908398792e-07,2.1499367385822386e-09,1.1250127661498632e-06,5.1841939345050264e-13,3.830103205357409e-09,9.3307629272896951e-14,2.4348240815077757e-14
5.077826009508329e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3310078747645151,0.11306270418739216,0.022347793537939059,8.0509521058437674e-10,1.3420076963997662e-09,2.8526289010129805e-07,3.3365257872641049e-07,6.1921905537703018e-17,4.0719918314628129e-22,4.757443408657565e-09,1.5129945038169638e-32,6.0195324207593417e-09,1.9129517449151557e-24,5.8283765154390327e-19,2.1303880467223382e-18,7.1800651937045269e-21,1.4501679970549889e-11,1.9261047601151783e-24,0.005605441650578977,0.0009460824807116402,1.3259656091190127e-11,6.6773262215210419e-06,9.1905834066127399e-16,3.8773035426190942e-11,3.5387039131785723e-07,2.155174809861622e-09,1.1270539076143758e-06,5.1984828454643073e-13,3.8458274243855158e-09,9.371041757586906e-14,2.4429060367918827e-14
5.082687863151511e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33100642350997417,0.11306214663730645,0.022347349746079975,8.0821118810676718e-10,1.3484846035020101e-09,2.86397809045015e-07,3.3456381293655608e-07,6.2094749174847423e-17,4.0961524755435465e-22,4.7617853689850451e-09,1.5209270473482066e-32,6.0275619927766251e-09,1.9193220093120952e-24,5.8564290945936416e-19,2.1394667643251002e-18,7.2080814563803318e-21,1.4550462225078127e-11,1.9344516208219458e-24,0.0056059961179534467,0.00094696709278634236,1.3270644399376996e-11,6.6873162763681905e-06,9.1982244510219218e-16,3.8843819126005191e-11,3.5399192398722129e-07,2.1604199384213564e-09,1.1290963107500071e-06,5.2127951438816314e-13,3.8615996244559768e-09,9.4114630558574574e-14,2.4510052267263138e-14
5.0875497167946934e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33100497420320363,0.11306159100896394,0.022346905966922646,8.1133573524739063e-10,1.3549865071065177e-09,2.8753606528864385e-07,3.3547638299930415e-07,6.226790828170169e-17,4.1204294016850107e-22,4.7661271559681762e-09,1.5288932538975426e-32,6.0355972226546399e-09,1.9257070951949227e-24,5.8845908698069105e-19,2.1485741325386229e-18,7.2361740447377157e-21,1.4599359135068666e-11,1.9428262632568865e-24,0.005606548661048389,0.00094785167681105435,1.3281632490821496e-11,6.6973096433444897e-06,9.2058653848371435e-16,3.8914653657363091e-11,3.5411338734431057e-07,2.1656721216584363e-09,1.1311399752013873e-06,5.2271307893215103e-13,3.8774198942967001e-09,9.452027189545374e-14,2.4591216824876717e-14
5.0924115704378755e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33100352683769657,0.11306103729585749,0.022346462200461437,8.1446886598268022e-10,1.3615134771160838e-09,2.8867766466520426e-07,3.3639028894848547e-07,6.2441383133265223e-17,4.1448230321970636e-22,4.7704687701352879e-09,1.5368932328452925e-32,6.0436381102171702e-09,1.9321070225743007e-24,5.9128621625211279e-19,2.1577102098586731e-18,7.2643430705042063e-21,1.4648370840063468e-11,1.9512287520232488e-24,0.0056070992863710605,0.00094873623279727673,1.3292620359521077e-11,6.7073063102491593e-06,9.2135062216729846e-16,3.8985539183690786e-11,3.5423478163978823e-07,2.1709313577367585e-09,1.1331849006149553e-06,5.241489828533154e-13,3.8932883226432452e-09,9.4927345219415915e-14,2.4672554230037313e-14
5.097273424081058e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3310020814069648,0.1130604854914978,0.022346018446690714,8.176105942958839e-10,1.3680655835195892e-09,2.8982261300750539e-07,3.3730553081758916e-07,6.2615174004540628e-17,4.1693337901323505e-22,4.7748102120144225e-09,1.5449270937747874e-32,6.0516846552765501e-09,1.938521811469768e-24,5.9412432946854478e-19,2.1668750548234184e-18,7.2925886454101212e-21,1.4697497479547205e-11,1.9596591517953431e-24,0.005607648000410765,0.000949620760756477,1.330360800951889e-11,6.7173062648797232e-06,9.2211470164816122e-16,3.9056475490103815e-11,3.5435610712348212e-07,2.1761976470077358e-09,1.1352310866386627e-06,5.2558723140631674e-13,3.9092049982373299e-09,9.5335854322340521e-14,2.4754064445127027e-14
5.10213527772424e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33100063790454876,0.11305993558942487,0.02234557470560489,8.2076093418173039e-10,1.3746428964458529e-09,2.9097091614798121e-07,3.3822210863954904e-07,6.2789281170535908e-17,4.1939620998000145e-22,4.779151482133159e-09,1.5529949466016776e-32,6.0597368576263925e-09,1.9449514819153672e-24,5.9697345890778585e-19,2.1760687260399783e-18,7.3209108811902888e-21,1.4746739192910648e-11,1.968117527363735e-24,0.0056081948096275633,0.00095050526070007441,1.33145954448483e-11,6.7273094950352715e-06,9.2287877464629739e-16,3.9127462367621779e-11,3.5447736404326644e-07,2.181470988528973e-09,1.137278532922912e-06,5.2702782254553468e-13,3.9251700098301747e-09,9.5745803003890309e-14,2.4835747599030288e-14
5.106997131367422e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3309991963240082,0.1130593875831976,0.022345130977198369,8.2391989964220184e-10,1.3812454861111153e-09,2.9212257991879531e-07,3.391400224469403e-07,6.2963704906262706e-17,4.2187083864493428e-22,4.7834925810187622e-09,1.5610969014575685e-32,6.067794717048185e-09,1.9513960539545849e-24,5.9983363690073552e-19,2.1852912821603853e-18,7.3493098895824369e-21,1.4796096119483265e-11,1.9766039435944343e-24,0.0056087397204626103,0.00095138973263945916,1.3325582658571108e-11,6.7373159885173506e-06,9.2364283343919436e-16,3.9198500024626651e-11,3.5459855264535493e-07,2.1867513787735385e-09,1.1393272391196835e-06,5.2847075271062755e-13,3.9411834461788707e-09,9.6157194884406291e-14,2.4917604088649196e-14
5.111858985010604e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3309977566589295,0.11305884146640151,0.022344687261465594,8.2708750468900804e-10,1.3878734228582827e-09,2.932776101517107e-07,3.4005927227183616e-07,6.3138445486737875e-17,4.243573076521606e-22,4.787833509198075e-09,1.5692330687796657e-32,6.0758582333062838e-09,1.9578555476442159e-24,6.0270489585384435e-19,2.194542781899474e-18,7.3777857823283348e-21,1.4845568398507382e-11,1.9851184654602009e-24,0.0056092827393304529,0.00095227417658597254,1.333656964689224e-11,6.7473257331253387e-06,9.2440688377460845e-16,3.9269588539745617e-11,3.5471967317433809e-07,2.1920388168856211e-09,1.141377204883148e-06,5.2991602973223622e-13,3.9572453960481925e-09,9.6570033628142082e-14,2.4999633979687369e-14
5.1167208386537865e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33099631890291509,0.11305829723263811,0.022344243558401023,8.3026376334008406e-10,1.3945267771094526e-09,2.9443601267819966e-07,3.4097985814600819e-07,6.3313503186981674e-17,4.2685565970737856e-22,4.7921742671976823e-09,1.5774035591906404e-32,6.0839274061546962e-09,1.9643299830491704e-24,6.0558726822008126e-19,2.2038232840106255e-18,7.40633867117215e-21,1.489515616917199e-11,1.9936611579983985e-24,0.0056098238726296247,0.00095315859255092636,1.3347556422447755e-11,6.7573387166560828e-06,9.2517093697343636e-16,3.9340727362382957e-11,3.548407258743675e-07,2.1973333054366567e-09,1.1434284298687971e-06,5.3136366131796715e-13,3.97335594820716e-09,9.698432320499841e-14,2.5081836989583366e-14
5.121582692296969e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33099488304959118,0.11305775487553288,0.022343799867999108,8.3344868962358723e-10,1.4012056194007272e-09,2.9559779332932166e-07,3.4190178010077792e-07,6.3488878282019277e-17,4.2936593762947839e-22,4.7965148555437726e-09,1.5856084835909353e-32,6.0920022353319213e-09,1.9708193802464543e-24,6.0848078652119733e-19,2.2131328473038807e-18,7.4349686678616448e-21,1.4944859570586749e-11,2.0022320863432656e-24,0.005610363126734688,0.00095404298054559838,1.3358542983334256e-11,6.7673549269133742e-06,9.2593497511532134e-16,3.9411916522701695e-11,3.5496171098746334e-07,2.2026348399700159e-09,1.1454809137341112e-06,5.3281363343487652e-13,3.9895151914310175e-09,9.7400067369396476e-14,2.5164213659662587e-14
5.126444545940151e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33099344909260858,0.11305721438873553,0.022343356190254352,8.3664229757599512e-10,1.4079100203835211e-09,2.9676295793567002e-07,3.4282503816701346e-07,6.3664571046881196e-17,4.3188818435152343e-22,4.8008552747621434e-09,1.5938479531634825e-32,6.1000827205607445e-09,1.9773237593253811e-24,6.1138548334849611e-19,2.2224715306470782e-18,7.463675884148164e-21,1.4994678741779782e-11,2.0108313157274042e-24,0.0056109005079960066,0.00095492734058122202,1.336952931938614e-11,6.7773743516987288e-06,9.2669900402661648e-16,3.9483156343229323e-11,3.550826287537917e-07,2.2079434185904289e-09,1.1475346561385244e-06,5.3426595547868638e-13,4.0057232145007142e-09,9.781726965868482e-14,2.5246764145907084e-14
5.131306399583333e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33099201702563752,0.11305667576591548,0.022342912525161258,8.3984460124178058e-10,1.4146400508038479e-09,2.9793151232742265e-07,3.4374963237521493e-07,6.3840581756602344e-17,4.3442244289630975e-22,4.8051955253782661e-09,1.6021220793229546e-32,6.1081688615511042e-09,1.9838431403853577e-24,6.1430139135025639e-19,2.2318393929553326e-18,7.4924604317859382e-21,1.5044613821712035e-11,2.0194589114640053e-24,0.0056114360227442249,0.00095581167266899645,1.3380515434766878e-11,6.7873969788127487e-06,9.2746302767907767e-16,3.9554446597436292e-11,3.5520347941278036e-07,2.213259041335932e-09,1.1495896567430765e-06,5.3572063126560528e-13,4.0219801062013936e-09,9.8235933907139693e-14,2.5329488438184839e-14
5.136168253226515e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33099058684236532,0.11305613900075918,0.022342468872714336,8.4305561467234289e-10,1.4213957814920038e-09,2.9910346233439202e-07,3.4467556275556438e-07,6.4016910686221552e-17,4.3696875635806955e-22,4.8095356079173367e-09,1.6104309736844336e-32,6.1162606580018271e-09,1.9903775435345422e-24,6.1722854322500885e-19,2.2412364931847841e-18,7.5213224225317107e-21,1.5094664949286427e-11,2.0281149389359217e-24,0.0056119696772929375,0.00095669597682009229,1.3391501335179826e-11,6.7974227960573946e-06,9.2822704344422513e-16,3.9625787008243657e-11,3.5532426320280207e-07,2.218581707388781e-09,1.1516459152102024e-06,5.3717765833932454e-13,4.0382859553218382e-09,9.8656064011312525e-14,2.5412386643972118e-14
5.1410301068696974e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33098915853650285,0.11305560408697612,0.022342025232908132,8.4627535192795593e-10,1.4281772833882575e-09,3.0027881378587576e-07,3.4560282933781481e-07,6.4193558110783101e-17,4.3952716794268825e-22,4.8138755229041648e-09,1.6187747481353464e-32,6.1243581095966773e-09,1.99692698889295e-24,6.2016697173809454e-19,2.2506628903469312e-18,7.5502619681455622e-21,1.5144832263326747e-11,2.0367994636206337e-24,0.0056125014779326811,0.00095758025304564247,1.3402487016035996e-11,6.8074517912364532e-06,9.2899104941703706e-16,3.9697177697173115e-11,3.5544498036035886e-07,2.2239114144061015e-09,1.153703431204198e-06,5.3863703760007252e-13,4.0546408506553217e-09,9.9077663658903357e-14,2.5495459004124322e-14
5.1458919605128796e-08,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33098773210178151,0.11305507101829704,0.02234158160573721,8.4950382707708101e-10,1.4349846275350083e-09,3.014575725106717e-07,3.4653143215132601e-07,6.4370524305336239e-17,4.4209772095410529e-22,4.8182152708632161e-09,1.627153514814316e-32,6.1324612160055492e-09,2.0034914965915454e-24,6.2311670971652098e-19,2.2601186435043642e-18,7.5792791803906323e-21,1.5195115902583487e-11,2.0455125510828155e-24,0.0056130314309328251,0.00095846450135674325,1.3413472473705987e-11,6.8174839521535558e-06,9.2975504808673862e-16,3.9768618740307493e-11,3.5556563112064066e-07,2.2292481609072773e-09,1.1557622043910627e-06,5.4009877353898567e-13,4.07104488099893e-09,9.9500736534486117e-14,2.5578705652127777e-14
