Time (s),Volume (m^3),Ne,N2,X(1),He(2),CH4(3),H2(4),C2H6(5),CH3(6),C3H8(7),H(8),C2H5(9),C4H8(10),C2H4(11),C2H4X(64),C2H4(48),HeX(49),C4H8a(86),HX(12),C2H3X(58),C2H2X(98)
0.0,0.004023131612903226,0.0,0.0,0.010942917987096774,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3994030605323753e-25,0.004023131612903226,0.0,0.0,0.010942917987096774,0.5,3.8838817077082656e-194,1.6160132539982947e-75,-8.8468303382880959e-119,-2.5777732800373828e-139,7.0111409030983402e-210,4.1034012711204762e-52,6.5152460271549971e-67,0.0,0.5,3.1912098336210162e-19,2.2110709310632856e-18,9.6371176800044352e-20,3.1961304364677131e-35,4.4570470604471741e-21,4.4570470604413549e-21,2.90883664131067e-33
6.718328569490651e-25,0.004023131612903226,0.0,0.0,0.010942917987096774,0.5,5.7925039518040441e-192,2.4421192273236177e-74,5.0452489150587611e-107,2.6461345271015384e-127,1.0456564963608686e-207,2.4784543677583265e-51,7.7349000834428672e-66,0.0,0.5,8.9353875341154113e-19,6.1909986069771874e-18,2.6983929503999374e-19,1.9304627836264959e-34,1.2479731769261512e-20,1.2479731769226373e-20,1.756937331350538e-32
1.5356179587407203e-24,0.004023131612903226,0.0,0.0,0.010942917987096772,0.5,2.7871611987955937e-189,2.6271204243417832e-73,9.7301229076438352e-106,1.0471132343000889e-125,1.1725375683645523e-204,1.1932690896441715e-50,7.5941707692656681e-65,0.0,0.5,2.0423742935010462e-18,1.4150853958804942e-17,6.167755315193705e-19,9.2943473092480589e-34,2.8525101186927881e-20,2.8525101186758694e-20,8.458896952914819e-32
3.2631881623240308e-24,0.004023131612903226,0.0,0.0,0.010942917987096769,0.5,8.9278714587882011e-187,2.4147762829636527e-72,1.6656528918247849e-104,3.5991209761018606e-124,7.810555682889193e-202,5.2113196143471517e-50,6.7169580441846982e-64,0.0,0.5,4.3400453736425622e-18,3.0070564662460252e-17,1.3106480044760369e-18,4.0590856543139409e-33,6.0615840022411398e-20,6.0615840021672539e-20,3.6942225344473868e-31
6.718328569490652e-24,0.004023131612903226,0.0,0.0,0.010942917987096762,0.5,2.5315003862243154e-184,2.0658919498753456e-71,2.7497327337253041e-103,1.1897361051300387e-122,4.5128686499302049e-199,2.1756233539698079e-49,5.6460079632486669e-63,0.0,0.49999999999999994,8.9353875337756129e-18,6.1909986069770053e-17,2.698392950381019e-18,1.6945883574151312e-32,1.247973176939815e-19,1.2479731769089695e-19,1.5422651872074694e-30
1.3628609383823893e-23,0.004023131612903226,0.0,0.0,0.01094291798709675,0.5,6.8087454680233681e-182,1.7081194146299966e-70,4.4670850119972733e-102,3.8676117720036325e-121,2.4504326698787787e-196,8.8881312894817881e-49,4.6289384457507321e-62,0.0,0.49999999999999989,1.8126071853441799e-17,1.2558882888438647e-16,5.473882842157583e-18,6.9229463706060985e-32,2.5316027303953412e-19,2.5316027302693276e-19,6.300656518413769e-30
2.7449171012490376e-23,0.004023131612903226,0.0,0.0,0.010942917987096725,0.5,1.7859455426645175e-179,1.3890143403127308e-69,7.2013223450117983e-101,1.2473010569457458e-119,1.2915646799440659e-193,3.5927247762783401e-48,3.7486343667775745e-61,0.0,0.49999999999999972,3.6507440490374501e-17,2.529465145136063e-16,1.1024862625577114e-17,2.7983656113880796e-31,5.0988618374028881e-19,5.098861836893523e-19,2.5468261035186847e-29
5.509029426982334e-23,0.004023131612903226,0.0,0.0,0.010942917987096677,0.5,4.6275359139579555e-177,1.1202903860671777e-68,1.1565302434618509e-99,4.0068262770595695e-118,6.7088862861722748e-191,1.4446188312258102e-47,3.0172270623225971e-60,0.0,0.49999999999999944,7.3270177754641217e-17,5.0766188577199437e-16,2.2126822191881781e-17,1.125210504679917e-30,1.0233380051803969e-18,1.0233380049755831e-18,1.0240675748327195e-28
1.1037254078448927e-22,0.004023131612903226,0.0,0.0,0.01094291798709658,0.5,1.1917935052605001e-174,8.9987816226225815e-68,1.8539033004969643e-98,1.2846584402651789e-116,3.4597389322412019e-188,5.7935676352762362e-47,2.4211346993843905e-59,0.0,0.49999999999999883,1.4679565224477999e-16,1.0170926282885637e-15,4.4330741322353545e-17,4.5125973864638285e-30,2.0502416482150066e-18,2.0502416473936129e-18,4.1069690001437443e-28
2.209370338138211e-22,0.004023131612903226,0.0,0.0,0.010942917987096384,0.49999999999999994,3.0601607065158116e-172,7.2136372989666854e-67,2.9690092076143635e-97,4.1148654536472171e-115,1.7777572770692237e-185,2.3204489633408574e-46,1.9398540236024751e-58,0.0,0.49999999999999767,2.9384660107147861e-16,2.0359541133208748e-15,8.8738579574746765e-17,1.8073927128832284e-29,4.1040489349018005e-18,4.1040489316119408e-18,1.6449297834305174e-27
4.420660198724848e-22,0.004023131612903226,0.0,0.0,0.010942917987095993,0.49999999999999983,7.8457639302378094e-170,5.7767603607773847e-66,4.7526258747806431e-96,1.3173902965839238e-113,9.1184588323453269e-183,9.2878431210707984e-46,1.5530627336718988e-57,0.0,0.49999999999999534,5.8794849811056078e-16,4.0736770833821899e-15,1.7755425604533198e-16,7.2342810528722684e-29,8.2116635107456885e-18,8.2116634975776756e-18,6.5840059421922393e-27
8.843239919898121e-22,0.004023131612903226,0.0,0.0,0.010942917987095211,0.49999999999999967,2.0100209005952518e-167,4.6237496461559051e-65,7.605970318119798e-95,4.2166623137195084e-112,4.6728384624201618e-180,3.7163470485671576e-45,1.2429221952028566e-56,0.0,0.49999999999999067,1.1761522897314638e-15,8.1491230234915871e-15,3.5518560884969758e-16,2.8946547298872501e-28,1.6426892672314651e-17,1.6426892619625451e-17,2.634459981554285e-26
1.7688399362244672e-21,0.004023131612903226,0.0,0.0,0.010942917987093646,0.49999999999999933,5.1475809891153929e-165,3.6999364969970626e-64,1.2170967657898464e-93,1.3494940802760079e-110,2.3935658312235021e-177,1.4867808154525277e-44,9.9452660077335803e-56,0.0,0.49999999999998135,2.352559863144225e-15,1.6300014903657457e-14,7.10448313911209e-16,1.1580503805464759e-27,3.2857351034977337e-17,3.2857350824186228e-17,1.0539555369042822e-25
3.537871824693777e-21,0.004023131612903226,0.0,0.0,0.010942917987090517,0.49999999999999861,1.3180274970834581e-162,2.9603239686722104e-63,1.9474680416986925e-92,4.3186404905699468e-109,1.2257803466177892e-174,5.9476073005646221e-44,7.9569682806067528e-55,0.0,0.49999999999996264,4.7053749706535698e-15,3.2601798663777479e-14,1.4209737218453537e-15,4.6325785261878425e-27,6.5718267918401744e-17,6.5718267075168687e-17,4.2161652519193924e-25
7.075935601632397e-21,0.004023131612903226,0.0,0.0,0.010942917987084258,0.49999999999999717,3.3744663002597529e-160,2.3684091137894672e-62,3.1160394543375899e-91,1.3820064726887962e-107,6.2766985833742622e-172,2.379139741211296e-43,6.3658768548340876e-54,0.0,0.49999999999992528,9.4110050284075533e-15,6.5205366183170696e-14,2.8420245289581289e-15,1.8531068139373096e-26,1.3144010231764669e-16,1.314400989445773e-16,1.6865347171139528e-24
1.4152063155509635e-20,0.004023131612903226,0.0,0.0,0.010942917987071742,0.49999999999999434,8.6390382277536511e-158,1.8947873024368831e-61,4.9857356433454559e-90,4.4224871781602822e-106,3.2138497498554472e-169,9.516752688564447e-43,5.092822418339927e-53,0.0,0.49999999999985051,1.8822264514856742e-14,1.3041250121856975e-13,5.6841261081616254e-15,7.4125780651746058e-26,2.6288377364572127e-16,2.6288376015316923e-16,6.7462760479301898e-24
2.830431826326411e-20,0.004023131612903226,0.0,0.0,0.01094291798704671,0.49999999999998868,2.2116456248397953e-155,1.5158539013329473e-60,7.9772351906675743e-89,1.415206557372827e-104,1.6455372163487807e-166,3.8067398831555218e-42,4.0743063716748942e-52,0.0,0.49999999999970102,3.7644780971520318e-14,2.6082677127581838e-13,1.1368329126480406e-14,2.96506138807641e-25,5.2577112642020833e-16,5.2577107244945232e-16,2.6985378107821471e-23
