Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),COX(50),O(29),CHOX(53),acetyl(44),C2H4X(215),CO2X(24),C2H4X(70),C2H6X(52),CH4OX(63),HOCO(73),CHO2(74),S(216)
6.5433594477983924e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999666,0.11866996602996212,0.02282156769305424,5.57365963911999e-98,1.7424419607088215e-45,2.1334471663347436e-30,2.2350472513609014e-71,1.1497109281137296e-45,2.0743280721237072e-109,5.775033611035676e-17,1.8137526473431366e-89,5.775033611034912e-17,9.192549059539505e-61,7.354545266848281e-60,2.6247093945978737e-92,3.0433445548503544e-93,7.684682298850079e-32,2.466972168567423e-71,3.153904394847914e-15,9.33815036009073e-17,3.7383747373153696e-19,6.471281822739589e-32,2.3962049065764095e-31,3.738374703024879e-19,1.7126721058604625e-27,1.467763642863936e-32,1.0716733592728373e-36,7.525484072876267e-62,1.414107233295147e-45,9.146135062629543e-44,2.155774986888957e-31,1.3886654338705484e-62,4.622360265679337e-86,7.020788110478078e-25,1.4090313963344755e-88,1.4505480245629766e-101,1.4187937396804888e-76,4.378596824183718e-88,2.5192701127511435e-85,1.1912012213790475e-59,7.14400847757911e-74,3.802826142952909e-120,5.879907467799023e-122,2.353798191396843e-173
1.3092403829956296e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999934,0.1186699660299589,0.022821567693054195,1.434878823593817e-95,1.3950130503544394e-44,8.539352862212894e-30,1.4378364665259393e-69,9.207011990719509e-45,5.33773222080224e-107,1.1555084627467613e-16,1.162595811435072e-87,1.1555084627464569e-16,1.4724054243303003e-59,1.1780966608549107e-58,3.3770049812924873e-90,3.9156295704684115e-91,3.0758756055462286e-31,8.395702643105387e-70,6.3105489325219995e-15,1.8684413796080537e-16,7.479997445344946e-19,2.5901991601928403e-31,9.591064310504279e-31,7.479997308093031e-19,6.85509298394678e-27,1.1750936262874566e-31,8.614331063133295e-36,2.4206499862051414e-60,1.1321456081799767e-44,7.322472711656164e-43,8.628718050585006e-31,4.449179231464435e-61,5.947223590251864e-84,1.4047677488253662e-24,1.8137018443378985e-86,3.734247356215364e-99,9.091597389882856e-75,5.636119475706232e-86,1.7140247748649332e-83,1.9079921450569353e-58,2.2888317804769775e-72,1.9580923879881643e-117,3.0274568742640406e-119,3.882114248610269e-169
2.6190492594272105e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999869,0.11866996602995247,0.0228215676930541,3.70514474279018e-93,1.1164344171977131e-43,3.4168568666146636e-29,9.27979641531423e-68,7.369341241595162e-44,1.3779370337330519e-104,2.311518666033167e-16,7.446359545447966e-86,2.311518666031948e-16,2.3571274674405157e-58,1.8860508991089333e-57,4.3589282675263137e-88,5.0541673782838686e-89,1.2307508935708563e-30,3.003520942356888e-68,1.2623838007865154e-14,3.7376940668059506e-16,1.4963242964549022e-18,1.0364170262389931e-30,3.8376750133714866e-30,1.496324241535788e-18,2.742883063148811e-26,9.404164285922312e-31,6.949187251537445e-35,7.811836102930042e-59,9.060605427879878e-44,5.860209092029371e-42,3.452611155825346e-30,1.4245925059804832e-59,7.676482895312325e-82,2.8101460860619402e-24,2.341698375672708e-84,9.642312734202948e-97,5.822175854796238e-73,7.276880922603412e-84,1.225482743534316e-81,3.054444529103705e-57,7.328663243870665e-71,1.0112492299719927e-114,1.5635119068420603e-116,6.405173299347669e-165
5.238667012290372e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999739,0.11866996602993961,0.022821567693053914,9.636448942319952e-91,8.933171655328619e-43,1.3669679749250913e-28,6.032953946885176e-66,5.896966017250647e-43,3.582978919107054e-102,4.623539072606051e-16,4.767509770082693e-84,4.623539072601172e-16,3.772427269835368e-57,3.0185586843533235e-56,5.6673075615082794e-86,6.571230178194946e-87,4.923804991144849e-30,1.1632920194188328e-66,2.525041615853139e-14,7.476199441201481e-16,2.9929734415561525e-18,4.146342763936259e-30,1.5353198958894976e-29,2.992973221840177e-18,1.0972941886452807e-25,7.524510496207254e-30,5.648585049624054e-34,2.5395939201251851e-57,7.249860550280761e-43,4.689066403552506e-41,1.3812692772795987e-29,4.559952984534261e-58,9.980661928506746e-80,5.620904607260915e-24,3.045263405988947e-82,2.5076553532995364e-94,3.727239458600703e-71,9.46322600317032e-82,9.482596101494215e-80,4.888437301736372e-56,2.3458766999961723e-69,5.260065244271083e-112,8.13296057866203e-114,1.0607766428370595e-160
1.0477902518016696e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999479,0.11866996602991389,0.02282156769305354,2.542865423748627e-88,7.147216000090884e-42,5.468338804050304e-28,3.979492129197325e-64,4.7181700959645674e-42,9.452126210127737e-100,9.2475798857521e-16,3.051795076335811e-82,9.247579885732585e-16,6.036702404564667e-56,4.8303956946465335e-55,7.475772529046645e-84,8.66814116455859e-85,1.9696822912503496e-29,5.01524504647976e-65,5.050357245978357e-14,1.49532101899915e-15,5.9862718968201445e-18,1.658671917807533e-29,6.141779377138296e-29,5.986271017854641e-18,4.389232844341126e-25,6.019780360608891e-29,4.660383990901367e-33,8.37779471936175e-56,5.800438484415676e-42,3.751623324685406e-40,5.525526737509631e-29,1.4593145700783443e-56,1.3165538828430098e-77,1.1242429036562174e-23,4.018141900182102e-80,6.61644943433427e-92,2.385652303640242e-69,1.2486470280623168e-79,8.165528669390571e-78,7.822560677314625e-55,7.507932567718297e-68,2.775884086346815e-109,4.292361694114567e-111,1.772039270702466e-156
2.0956373529469343e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767998959,0.11866996602986246,0.02282156769305279,6.896509425021858e-86,5.718044406887983e-41,2.187442035596966e-27,2.697837289312639e-62,3.774775003671256e-41,2.562382288922217e-97,1.8495661512045335e-15,1.9533372927350567e-80,1.849566151196727e-15,9.65937890794117e-55,7.729194239074242e-54,1.0134093226350517e-81,1.1750457899284028e-82,7.879049766041986e-29,2.4318888105842827e-63,1.010098850619668e-13,2.990723168756736e-15,1.1972869467751962e-17,6.634956271904021e-29,2.45681169465447e-28,1.1972865951506381e-17,1.7555237087406436e-24,4.815413631187974e-28,3.954190408789295e-32,2.8409810520539596e-54,4.640570020449882e-41,3.001463563364836e-39,2.210300597060231e-28,4.6695562788998784e-55,1.7847091455622142e-75,2.2485507442777938e-23,5.449363036345977e-78,1.794073953749163e-89,1.526739091933432e-67,1.6934028998843453e-77,7.90860705872857e-76,1.2516945937481185e-53,2.402718644027932e-66,1.5055152271081026e-106,2.32839489921718e-108,3.0096268853772795e-152
4.1913315552374635e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767997919,0.11866996602975959,0.022821567693051294,1.963211331608515e-83,4.574544366314381e-40,8.750086165950242e-27,1.9195939712387915e-60,3.0199155757340214e-40,7.289035048985302e-95,3.6991824764636366e-15,1.2501961716896823e-78,3.69918247643241e-15,1.5455530306201627e-53,1.2367158557126628e-52,1.4416392465257113e-79,1.671577395291142e-80,3.1516840277990043e-28,1.3072590834178289e-61,2.020225102650487e-13,5.981527468270237e-15,2.3946067252493383e-17,2.6540354031344665e-28,9.827446521965202e-28,2.3946053185301688e-17,7.020311430797693e-24,3.851399849429547e-27,3.5244267850684032e-31,1.0114370482628627e-52,3.71254243744133e-40,2.401263706425782e-38,8.841381980963024e-28,1.4939251147859635e-53,2.5388622540104007e-73,4.4971782445662423e-23,7.757631713937648e-76,5.105332347155398e-87,9.768979528569377e-66,2.4107045918149788e-75,8.493814765386772e-74,2.0027792599812212e-52,7.688987172323408e-65,8.569643660129461e-104,1.3258052404739624e-105,5.258367387062279e-148
8.382719959818522e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767995838,0.11866996602955383,0.022821567693048304,6.03698173907139e-81,3.6596793422378916e-39,3.5001819901312595e-26,1.4753064810973797e-58,2.4159706888820433e-39,2.239041150709119e-92,7.398415126983666e-15,8.001448464074146e-77,7.398415126858754e-15,2.4729267696426545e-52,1.978780825157118e-51,2.2147867732715692e-77,2.5680401424546826e-78,1.2606864355362645e-27,7.566504743874913e-60,4.040477606660743e-13,1.1963136067290554e-14,4.78924734035826e-17,1.0616240788467572e-27,3.9310184395632004e-27,4.789241711886427e-17,2.8066132873534965e-23,3.079521650079962e-26,3.396735830473818e-30,3.890816891762067e-51,2.9700664797569985e-39,1.921091098867363e-37,3.5365885395755506e-27,4.778155163502774e-52,3.9004475242669335e-71,8.994480521324324e-23,1.193067739992265e-73,1.5690841045539734e-84,6.249028961331914e-64,3.7074943687167516e-73,9.825920950182587e-72,3.204501142569491e-51,2.460521349505485e-63,5.268791418254466e-101,8.156283480632845e-103,9.575733495020014e-144
1.676549676898064e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767991677,0.11866996602914234,0.022821567693042322,2.062352805281385e-78,2.9277615132349647e-38,1.4001693156670503e-25,1.2595582107333833e-56,1.9327918402885092e-38,7.638942101053544e-90,1.4796880428031002e-14,5.120988748764478e-75,1.479688042753136e-14,3.956716354245059e-51,3.1660765119625077e-50,3.779326040245075e-75,4.382119687418661e-76,5.042771391301099e-27,4.583207668725839e-58,8.080982614475725e-13,2.3926353265304448e-14,9.578532811277363e-17,4.2465108596642575e-27,1.572415247417681e-26,9.578510284991443e-17,1.1214210267329624e-22,2.4610201356129165e-25,3.639446482948982e-29,1.663097941779459e-49,2.3760629332725455e-38,1.5369735993226645e-36,1.4146424279608964e-26,1.527428432988073e-50,6.655747385315824e-69,1.7989274179565223e-22,2.038536795996711e-71,5.3567582816152e-82,3.995276070521079e-62,6.3348316204326625e-71,1.1898885152599947e-69,5.127245282241598e-50,7.87373753594167e-62,3.5984824601691615e-98,5.576575444057425e-100,1.8260043212987955e-139
3.3531050387304875e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767983355,0.11866996602831935,0.02282156769303036,7.917981199191871e-76,2.3422172258301555e-37,5.601404505390372e-25,1.2085491308159174e-54,1.546239584324528e-37,2.928981149250363e-87,2.959381103015482e-14,3.2774525304762146e-73,2.9593811028156224e-14,6.330772940358387e-50,5.065740417776876e-49,7.247836623495691e-73,8.403849129840196e-74,2.0171136865299126e-26,2.8459674525959698e-56,1.616199262928357e-12,4.785278766122527e-14,1.9157120780155626e-16,1.698603019947782e-26,6.289675976102389e-26,1.9157030576801153e-16,4.475885619046613e-22,1.9646554454749463e-24,4.382304257268869e-28,7.989153530899543e-48,1.9008490263719023e-37,1.2297286544220116e-35,5.65858263742211e-26,4.877610443375722e-49,1.2764116810228013e-66,3.5979617914945896e-22,3.914518018354784e-69,2.055264699877636e-79,2.551703436745076e-60,1.2164578641140296e-68,1.4774181196430326e-67,8.203627190930133e-49,2.5196048398105285e-60,2.762138167717728e-95,4.288679567101461e-97,3.584751139564333e-135
6.706215762395335e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679667104,0.11866996602667336,0.022821567693006434,3.369654739782491e-73,1.873778265854023e-36,2.2411315717416267e-24,1.2854658290566906e-52,1.2369941065373854e-36,1.2451978576764155e-84,5.9187672234519e-14,2.0975759040484644e-71,5.918767222652459e-14,1.0129257980093389e-48,8.105187052019875e-48,1.5410316324058956e-70,1.786822278874492e-71,8.068465007484797e-26,1.7880330154659167e-54,3.232401265561078e-12,9.570565645263909e-14,3.8314365336174054e-16,6.794375570085114e-26,2.515872782300178e-25,3.8314003743056953e-16,1.782556451469965e-21,1.5650996619047545e-23,5.844627478188264e-27,4.2531881915237856e-46,1.5206703410132526e-36,9.840168058845363e-35,2.263434761116614e-25,1.5543594778133367e-47,2.7138993509653698e-64,7.1963331061302355e-22,8.331547585649119e-67,8.742027778448464e-77,1.6263679076545243e-58,2.589100865980456e-66,1.8562215154381674e-65,1.3125831219855654e-47,8.062735234905716e-59,2.3504083303721746e-92,3.6623062881576744e-94,6.978928353876411e-131
1.3412437209725029e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679334215,0.11866996602338138,0.02282156769295858,1.5418031212843866e-70,1.4990264532456512e-35,8.969012439384639e-24,1.4701788391349937e-50,9.895962516389337e-36,5.69366913691805e-82,1.183753946437106e-13,1.3424505519090622e-69,1.1837539461173594e-13,1.6206829329766095e-47,1.2968262741773884e-46,3.523768009807734e-68,4.0857992144741186e-69,3.227388056335888e-25,1.1267700095395622e-52,6.46480526951113e-12,1.9141139403375532e-13,7.662913294173257e-16,2.717715837190351e-25,1.006349106948229e-24,7.662768040801091e-16,7.068584915530359e-21,1.241601764350667e-22,8.372275616744442e-26,2.433787382292601e-44,1.2165193578879434e-35,7.875815478867223e-34,9.05373542500782e-25,4.9329692096993754e-46,6.205676182851234e-62,1.4394286005639244e-21,1.9063456118388218e-64,3.998602971651859e-74,1.032366862257754e-56,5.924258361865565e-64,2.3393391637837416e-63,2.1001351876346246e-46,2.580066033145956e-57,2.15077504022106e-89,3.3740253035963366e-91,1.3007024288828143e-126
2.6824880104384417e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767866844,0.11866996601679743,0.022821567692862876,7.3419704418110455e-68,1.1992259730207254e-34,3.5911049822310113e-23,1.7500700267841588e-48,7.916773731186067e-35,2.7103481825083204e-79,2.367508394639642e-13,8.591689363780642e-68,2.367508393360568e-13,2.5930938708722854e-46,2.0749068125128033e-45,8.387791969662346e-66,9.725617300658616e-67,1.290955634057063e-24,7.069288859614307e-51,1.2929613272149674e-11,3.828228691891426e-13,1.5325981337936065e-15,1.0870577866667863e-24,4.0253925411055474e-24,1.5325395508288902e-15,2.7792942966224275e-20,9.769029380573155e-22,1.247066633842438e-24,1.44906582162785e-42,9.7318734075219e-35,6.306399279886334e-33,3.621487820725077e-24,1.5529206733349293e-44,1.4771639077108713e-59,2.879503288560555e-21,4.53914834181185e-62,1.9037602493253942e-71,6.5007128181713376e-55,1.4106683950283797e-61,2.93526728136124e-61,3.360217975163213e-45,8.256137630957739e-56,2.048776548317066e-86,3.256829571430785e-88,2.284825344322591e-122
5.3649765893703194e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767733689,0.11866996600362953,0.022821567692671463,3.5377052556343584e-65,9.593879407378678e-34,1.4391116706505813e-22,2.1081106929938927e-46,6.333420236088182e-34,1.3058424789454778e-76,4.735017291119292e-13,5.498682440681955e-66,4.735017286002921e-13,4.148950666065176e-45,3.319795479570791e-44,2.0206643174535145e-63,2.3429516414174415e-64,5.163823366106543e-24,4.374698919788478e-49,2.585922925638053e-11,7.65645819472536e-13,3.0652599118246933e-15,4.348000704201128e-24,1.6101531393225027e-23,3.0650218993407433e-15,1.0749883351919448e-19,7.56492216483766e-21,1.8783097901733917e-23,8.728497562863464e-41,7.785044098793915e-34,5.053899608348976e-32,1.4485893581555015e-23,4.812573225326648e-43,3.558554983755289e-57,5.7615890969310244e-21,1.093580596880271e-59,9.172579285506928e-69,4.0302222035671377e-53,3.3987144500555556e-59,3.6327522684350724e-59,5.376349847366425e-44,2.641911582085965e-54,2.0784743519883264e-83,3.222541614627537e-85,3.757847956800518e-117
1.0729953747234075e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767467379,0.11866996597729373,0.02282156769228864,1.680596978397164e-62,7.675215967637491e-33,5.775933448388291e-22,2.5037376099776424e-44,5.066736311612224e-33,6.20419601217501e-74,9.470035084376872e-13,3.519156369961127e-64,9.470035063911354e-13,6.638319940460266e-44,5.311499000582223e-43,4.800051557312612e-61,5.565629710981309e-62,2.065529517883341e-23,2.63163316875823e-47,5.1718461140657294e-11,1.5312917199297995e-12,6.130793044317299e-15,1.7390155414768563e-23,6.440580005000302e-23,6.129814026144774e-15,4.031824175262498e-19,5.685421302853514e-20,2.787505972978272e-22,5.182664707234199e-39,6.227306253839612e-33,4.055976565037637e-31,5.794309890608609e-23,1.4481448182984233e-41,8.453223518865587e-55,1.1533506443164089e-20,2.597143713394227e-57,4.3575640123301675e-66,2.426637094944514e-51,8.072604891898113e-57,4.3703827310869395e-57,8.602159816390586e-43,8.453786310360184e-53,1.9771793835870857e-80,3.2213487758855375e-82,5.626074984486864e-113
