Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),CH3X(55),C2H4(47),COX(50),O(29),CHOX(53),acetyl(44),C2H4X(215),CO2X(24),C2H4X(70),C2H6X(52),CH4OX(63),HOCO(73),CHO2(74),S(216)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.106167949390087e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996531,0.022821567693054285,-6.456662232536315e-120,5.852212541467348e-54,3.772711912220001e-36,3.6473794367304203e-88,2.5756051120290192e-54,1.5756640381766244e-131,6.271756745260255e-20,-1.3427417100569894e-105,6.271756745260253e-20,4.1903297649196846e-72,2.8740120526046747e-71,9.222996281943684e-112,1.0694043149197012e-112,1.3589325006584988e-37,2.2172667675261934e-85,3.4251785348053283e-18,1.0141344874121237e-19,4.0599204172195457e-22,1.1443589938721842e-37,4.237365451411085e-37,4.0599204171589076e-22,3.0286557280108335e-33,4.929711367111899e-41,3.5849389041656404e-45,5.748437741765971e-76,4.749458751037013e-54,3.071844151841622e-52,3.812197541577014e-37,1.0649553764912616e-76,1.624256447914648e-105,7.624660450979385e-28,-7.550774192770531e-108,-1.6671670647197323e-123,2.3244402926309066e-93,-2.346420054561586e-107,4.8395494565601325e-102,5.4299693170155514e-71,5.869587908778765e-88,-9.006218427817765e-145,-1.4752927131593703e-146,-1.4826493445582797e-211
1.9897270258292246e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,1.1697275947590096e-117,6.947746729252261e-53,2.2787179970716e-35,4.030484285854798e-86,3.8922544206989203e-53,5.6854929520805096e-129,1.756091888672872e-19,2.5921828234221935e-104,1.756091888672871e-19,1.1817400317796866e-70,9.036353737408694e-70,1.8437361312586335e-109,2.1378078382171634e-110,8.207952303977341e-37,1.1478690474307439e-83,9.590499897454917e-18,2.839576564753946e-19,1.1367777168313092e-21,6.911928322823519e-37,2.5593687326493557e-36,1.136777716794684e-21,1.8293080309532045e-32,5.852553247666547e-40,4.256070313983486e-44,3.4970801256905095e-74,5.638557429086062e-53,3.646893380130537e-51,2.302567315108248e-36,6.478643158529372e-75,3.246992851233726e-103,2.134904926714522e-27,7.64163469077019e-106,3.0783571075832247e-121,2.5685711984942765e-91,2.3746551572707562e-105,4.558138927462493e-100,1.5313382175724565e-69,3.380582113319397e-86,3.011833385295741e-142,4.796158767103766e-144,2.758822580910199e-208
4.547947487609656e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996531,0.022821567693054285,4.93799381347067e-115,6.821338938403228e-52,1.0971046272096546e-34,3.6465349093918026e-84,4.187109690359417e-52,2.0586127330110987e-126,4.0139243169665647e-19,2.7370713102990332e-102,4.0139243169665603e-19,2.5705426918866166e-69,2.0159608098880574e-68,3.3379472335695695e-107,3.8703422027115524e-108,3.9517757119149255e-36,5.0133480145948023e-82,2.1921142622754077e-17,6.490460719437593e-19,2.5983490670893627e-21,3.327795953933598e-36,1.2322258732659328e-35,2.5983490669130276e-21,8.80733042557542e-32,5.7460712986626583e-39,4.178700412262379e-43,1.5787734560562184e-72,5.53596911975899e-52,3.5805415528854995e-50,1.1085870450841922e-35,2.92476911451935e-73,5.878439230759384e-101,4.879782691708862e-27,1.6003002204461495e-103,1.2831662000750787e-118,2.3238500083885028e-89,4.972968907523107e-103,3.984865810808712e-98,3.3309951073247103e-68,1.515994911489808e-84,2.591376380290169e-139,4.0666397659420105e-141,2.4346486190346715e-203
9.664388411170519e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996528,0.022821567693054285,1.5883539767410056e-112,6.033397041895832e-51,4.791344160925535e-34,2.7598373620324616e-82,3.8486751807720714e-51,6.242252112842335e-124,8.529589173553949e-19,2.163426757825844e-100,8.529589173553932e-19,4.765352930704467e-68,3.775671486102365e-67,5.058044035677785e-105,5.864790520816736e-106,1.7258442758363042e-35,1.86731186455777e-80,4.658242807335231e-17,1.3792229028804885e-18,5.5214917677628475e-21,1.4533359219627346e-35,5.3814541232465e-35,5.521491766992747e-21,3.846392328711031e-31,5.082334662267474e-38,3.696129426316517e-42,5.961332701558684e-71,4.8965019930246315e-51,3.1669484667303352e-49,4.841490877736636e-35,1.104337096757573e-71,8.907691586915976e-99,1.0369538228742246e-26,2.5718518230075453e-101,4.1303146859441886e-116,1.7587246103297504e-87,7.992087352838206e-101,2.9743636826973392e-96,6.175103547961177e-67,5.7035517493327196e-83,1.680451563352708e-136,2.6171301750168182e-138,7.096485130503051e-199
1.9897270258292245e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999998,0.11866996602996523,0.022821567693054285,4.543825262095224e-110,5.071433753297378e-50,2.0002918850245606e-33,1.9174439563812435e-80,3.2926226456729896e-50,1.7363184485483037e-121,1.756091888672872e-18,1.533360269531575e-98,1.756091888672865e-18,8.190424134882405e-67,6.521533548661936e-66,7.032522805800778e-103,8.154194150511502e-104,7.205060118491454e-35,6.439845097364981e-79,9.590499897454848e-17,2.8395765647539465e-18,1.1367777169739326e-20,6.067391383215856e-35,2.2466511622971353e-34,1.1367777166524307e-20,1.605792865714939e-30,4.272007963445754e-37,3.107015028668818e-41,2.0683913581921543e-69,4.11580496059508e-50,2.6620110286703344e-48,2.021227136484576e-34,3.831457915833108e-70,1.2384934529892942e-96,2.134904933098781e-26,3.677238102607248e-99,1.1820620574971102e-113,1.221828598574973e-85,1.1427100068327621e-98,2.0538106973395163e-94,1.0613425253092305e-65,1.9749588879508536e-81,9.652141895571405e-134,1.4976623812972935e-135,1.5328104022064312e-194
4.03630339525357e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999997,0.11866996602996513,0.022821567693054285,1.2288213329338752e-107,4.157867794305776e-49,8.171845157279642e-33,1.2781253537487754e-78,2.7224040765190357e-49,4.631707663023551e-119,3.562357831307827e-18,1.031881167426919e-96,3.562357831307797e-18,1.3575027346255553e-65,1.083562552757875e-64,9.378339187002403e-101,1.0874162893092984e-101,2.9435021537264127e-34,2.1415792216669673e-77,1.9455014077693961e-16,5.760283888500861e-18,2.306034797621032e-20,2.478727353144254e-34,9.178303062027143e-34,2.3060347963075917e-20,6.560186055627866e-30,3.502449324056815e-36,2.5476393024835174e-40,6.8894602158025215e-68,3.3743855716494846e-49,2.1824775050889658e-47,8.257372362453227e-34,1.2760351300107245e-68,1.651613795425269e-94,4.3308071648194144e-26,4.971309452104587e-97,3.197420278223192e-111,8.143433801518169e-84,1.5448455887342936e-96,1.3667505980242016e-92,1.75909740051982e-64,6.570812617826106e-80,5.230683261353656e-131,8.10130819739231e-133,2.8755131434368517e-190
8.12945613410226e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999995,0.11866996602996494,0.02282156769305428,3.233261633924967e-105,3.367149140205205e-48,3.3031905724439416e-32,8.348699654173763e-77,2.213813782480758e-48,1.2104534634861613e-116,7.174889716577737e-18,6.770549769017167e-95,7.174889716577618e-18,2.2103412937154512e-64,1.7664804376366217e-63,1.2253750752375975e-98,1.4208196043456304e-99,1.1898106330866109e-33,7.006890590917244e-76,3.9184042438171695e-16,1.160169853599468e-17,4.644548959922447e-20,1.001941226768814e-33,3.710016845966369e-33,4.6445489546133086e-20,2.6517306706545244e-29,2.836372798708251e-35,2.0636637353658185e-39,2.249391700082104e-66,2.7326649203328548e-48,1.767426919763399e-46,3.337761932717883e-33,4.1651890653278534e-67,2.158000834016361e-92,8.72261167334676e-26,6.539553120266761e-95,8.413908802749704e-109,5.317971471937925e-82,2.032180836884071e-94,8.945841230811351e-91,2.864234100503821e-63,2.1437310876467918e-78,2.755224337111671e-128,4.263437037705004e-130,5.038286807904542e-186
1.631576161179964e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999991,0.11866996602996453,0.022821567693054275,8.394153988180965e-103,2.710174563994095e-47,1.328198484300298e-31,5.399816566263109e-75,1.7855210164799505e-47,3.1319763967850816e-114,1.439995348711757e-17,4.3872154901551795e-93,1.4399953487117092e-17,3.5674997594655303e-63,2.852870623915044e-62,1.5852314818981364e-96,1.8380722868965316e-97,4.7841762258687844e-33,2.2811243242725557e-74,7.864209915912519e-16,2.3284527830982297e-17,9.321577288554149e-20,4.028761599325307e-33,1.4917814563993403e-32,9.321577267206328e-20,1.0662480968641138e-28,2.28295721919938e-34,1.6618521905182348e-38,7.273246449088604e-65,2.199486460426591e-47,1.4225790307441077e-45,1.3420993929659139e-32,1.3461157577741663e-65,2.791741833833404e-90,1.7506220870745773e-25,8.488516942850757e-93,2.184521139566523e-106,3.4378928893603485e-80,2.637825733774929e-92,5.825184660487079e-89,4.622885385926883e-62,6.926398371710732e-77,1.4312989486010727e-125,2.2137953234419693e-127,8.536935609785531e-182
3.26883725671944e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999827,0.11866996602996373,0.022821567693054264,2.1656103125726896e-100,2.1747444077395373e-46,5.326670639715086e-31,3.476687955471876e-73,1.4342275812306842e-46,8.066562556197331e-112,2.8850081028197256e-17,2.8252439622437755e-91,2.885008102819535e-17,5.732876341294283e-62,4.585906202228926e-61,2.04138509552637e-94,2.3669813611586823e-95,1.9186686440851428e-32,7.452315164903965e-73,1.575582126010244e-15,4.6650186420957425e-17,1.8675633961933105e-19,1.6157135868535532e-32,5.982710854787923e-32,1.8675633876318704e-19,4.276122591098543e-28,1.831925592355737e-33,1.3348735264685206e-37,2.341283213689775e-63,1.7649493593624534e-46,1.1415302145613315e-44,5.382418833057267e-32,4.328897700955441e-64,3.5950712776005364e-88,3.5073439986921074e-25,1.0949507891594168e-90,5.635981369605091e-104,2.2113205470979563e-78,3.402584223810079e-90,3.805916002174337e-87,7.428852710450807e-61,2.2271408967624037e-75,7.386972696920711e-123,1.142291302524906e-124,1.423003434496575e-177
