Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),C4H6(54),C4H7X(141),H2(190),C2H6(343),C4H5X(364),C4H5X(365),C4H7X(140),C4H7X(142),C4H7X(143),C6H8(455),C6H7X(563),C6H7X(565),C6H7X(564),C8H10(459),C8H9X(844),C8H9X(846),C8H9X(845),S(746),S(1212),S(1748),SX(3061),S(3004),SX(3899),SX(3897),SX(3060),SX(3058),C6H9X(441),SX(3062),SX(3895),C8H10(843),SX(3064),SX(3063),SX(1214),SX(730)
1.4437668650742626e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332252713666283,0.66999985064947454,4.9258236154205892e-21,0.0,6.1375222984708338e-19,2.0527924902191008e-36,1.0060292834629462e-43,0.0,3.9172700909968652e-52,1.8661972750746695e-49,0.0,1.4935052567974796e-07,1.4935052564375435e-07,1.8295746927562959e-17,3.5276861025283526e-19,1.6780209460785855e-19,6.7894096538561831e-22,2.5035452942658593e-23,2.7797759910687825e-25,1.9705585745813863e-25,6.3152437040121589e-28,6.4023575044333396e-29,1.2593544238469972e-33,7.7648377097660891e-40,2.5136465817522066e-41,1.3434933966207834e-41,2.8219600313074467e-50,1.0480723145779932e-56,3.5580894903742063e-58,3.5582452645018468e-58,2.525470433691402e-67,7.1387447971041046e-72,2.0082883789297106e-73,4.4731867804225598e-80,4.6907820781054867e-87,2.8610111607253374e-92,2.8610114194510454e-92,6.3338731542132859e-81,5.9532539712774541e-81,3.6591208166840179e-35,1.5464966470507847e-81,4.4811864327253553e-94,8.9367720212972344e-62,2.2555488497776602e-82,2.2555488497776602e-82,6.4455582622719107e-74,7.099909663479384e-52
1.4577587401191134e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332252617046748,0.66999985016637675,5.0620501309131663e-21,0.0,6.2336615930700558e-19,2.0849750292039858e-36,1.0452148470175405e-43,0.0,4.1748655799351088e-52,1.9604748742963774e-49,0.0,1.4983362336993788e-07,1.4983362333319965e-07,1.8674546934383592e-17,3.5637835466708686e-19,1.7127082978906064e-19,7.0039386156336623e-22,2.5859581163204919e-23,2.8598424271266726e-25,2.0146771527283597e-25,6.5596486458807814e-28,6.6377554030874746e-29,1.3208696131225901e-33,8.2373929222968266e-40,2.6614318485456865e-41,1.4238014576948365e-41,3.0385852640004288e-50,1.1412964469106333e-56,3.8696471373314967e-58,3.8698182458604665e-58,2.7908623437154856e-67,7.9279072404605372e-72,2.2557793989602742e-73,5.0806372002094095e-80,5.3863365412146911e-87,3.320828313550084e-92,3.3208286170706161e-92,7.1913192611224457e-81,6.7615666307146846e-81,3.821221658498404e-35,1.756381140850504e-81,5.2013954660899682e-94,9.6639245341745065e-62,2.5616214562374565e-82,2.5616214562374565e-82,7.2031234008673234e-74,7.6149574095765137e-52
1.4717506151639643e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332252522747569,0.66999984969488091,5.2000966104756194e-21,0.0,6.330104269145678e-19,2.1172599792433487e-36,1.0854138134866383e-43,0.0,4.4460245341673172e-52,2.058349754628151e-49,0.0,1.50305119217779e-07,1.5030511918029134e-07,1.9055789950617432e-17,3.5995731920013911e-19,1.7476172844941409e-19,7.222502254482155e-22,2.6700651181858155e-23,2.9410889008523236e-25,2.0592022154432119e-25,6.81028765841104e-28,6.878551318875636e-29,1.3846003716107692e-33,8.7328880652242629e-40,2.8160256106220649e-41,1.5079030382517121e-41,3.2690496170516866e-50,1.2416333722764016e-56,4.2044877585163584e-58,4.2046755144740481e-58,3.080642152657989e-67,8.7936583606137202e-72,2.5304599214754493e-73,5.762490780721814e-80,6.1757785542313538e-87,3.8484223787990878e-92,3.8484227342713231e-92,8.1533948969429454e-81,7.6688660028547439e-81,3.988606012507196e-35,1.9919544713925317e-81,6.0277630803956684e-94,1.0440622436374938e-61,2.9051497053935645e-82,2.9051497053935645e-82,8.0398133524798947e-74,8.1611635904058802e-52
1.485742490208815e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332252430720089,0.66999984923474354,5.3399492585140739e-21,0.0,6.4268429176535801e-19,2.149644867920392e-36,1.1266369669285886e-43,0.0,4.7312737942305523e-52,2.1599116906398938e-49,0.0,1.5076525664495139e-07,1.507652566067097e-07,1.9439425457886556e-17,3.6350529126105776e-19,1.7827432534652227e-19,7.4451153634621723e-22,2.7558770737668087e-23,3.0235098090689367e-25,2.1041289995984916e-25,7.0672234567382607e-28,7.1247769644510111e-29,1.4505958697237455e-33,9.2521437930410644e-40,2.9776502845728601e-41,1.5959275624253207e-41,3.514054407110749e-50,1.3495346321279077e-56,4.5640473451156464e-58,4.5642531569540514e-58,3.3967264318571336e-67,9.7423870930127683e-72,2.8349519973088385e-73,6.5268710266706971e-80,7.0705381565271176e-87,4.4528873660378495e-92,4.4528877816673501e-92,9.2314710783652847e-81,8.685957135961516e-81,4.1613807824960448e-35,2.2560188888449828e-81,6.9745331668392566e-94,1.1269567885120187e-61,3.2902185966438185e-82,3.2902185966438185e-82,8.9628540909697711e-74,8.7400312974711021e-52
1.4997343652536659e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332252340916263,0.66999984878572449,5.4815940015034192e-21,0.0,6.5238702858391661e-19,2.1821272748902947e-36,1.168894917412245e-43,0.0,5.0311525627160273e-52,2.265251304556527e-49,0.0,1.5121427575341552e-07,1.5121427571441513e-07,1.9825403616401908e-17,3.6702207747967079e-19,1.8180816158321811e-19,7.6717921678256717e-22,2.8434045331943325e-23,3.1070993457384798e-25,2.1494527263073211e-25,7.3305175944740695e-28,7.3764626583290512e-29,1.5189055588010778e-33,9.7959988252080729e-40,3.1465322237405523e-41,1.6880070029692369e-41,3.7743267924215659e-50,1.4654744980568763e-56,4.9498310865699029e-58,4.950056463837238e-58,3.7411564291734268e-67,1.0780926567699196e-71,3.1720949794136385e-73,7.3826799060631443e-80,8.0832856733574748e-87,5.1444177291865201e-92,5.1444182143674e-92,1.0438002147956591e-80,9.8246802013808389e-81,4.3396535073924305e-35,2.5516448741583249e-81,8.0576732354529126e-94,1.215357181871842e-61,3.721304044774206e-82,3.721304044774206e-82,9.9800358370075039e-74,9.3531170233010257e-52
1.5137262402985167e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332252253288769,0.66999984834758686,5.6250165054134782e-21,0.0,6.6211792750698395e-19,2.2147048311600148e-36,1.2121981000290226e-43,0.0,5.3462124449157482e-52,2.3744600492742621e-49,0.0,1.5165241327392575e-07,1.5165241323416221e-07,2.0213675275854712e-17,3.7050750315915197e-19,1.8536278470594253e-19,7.902546339345624e-22,2.9326578258738909e-23,3.1918515113527192e-25,2.1951686034252666e-25,7.6002304579268931e-28,7.6336373347311199e-29,1.5895791620645343e-33,1.0365310047407098e-39,3.322901707908264e-41,1.7842758844795986e-41,4.0506203357755394e-50,1.5899508031512077e-56,5.3634157143501492e-58,5.3636622736213379e-58,4.1161044414795243e-67,1.1916578618008715e-71,3.5449605278755692e-73,8.3396619459865804e-80,9.2280498241929151e-87,5.9344270462935894e-92,5.934427611765215e-92,1.1786614290775406e-80,1.1097995688344245e-80,4.5235323466526434e-35,2.8821931912597247e-81,9.2950603024128225e-94,1.3095556633887617e-61,4.203305007700319e-82,4.203305007700319e-82,1.1099749519284267e-73,1.0002031826830565e-51
1.5277181153433675e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332252167790916,0.66999984792009759,5.7702021927007569e-21,0.0,6.7187629386356361e-19,2.2473752183574269e-36,1.2565567740695744e-43,0.0,5.6770174847718721e-52,2.4876301913532478e-49,0.0,1.5207990252129283e-07,1.520799024807618e-07,2.0604191984912367e-17,3.7396141173488435e-19,1.8893774879022515e-19,8.1373910105504982e-22,3.0236470635811135e-23,3.2777601221138968e-25,2.2412718279717623e-25,7.8764212612735511e-28,7.8963285542223083e-29,1.6626666657820437e-33,1.0960952609514458e-39,3.5069929320357483e-41,1.8848712860269248e-41,4.3437155695319594e-50,1.7234857913269832e-56,5.8064518874084856e-58,5.8067213584824618e-58,4.5238804200094647e-67,1.3157139270263475e-71,3.9568684370046055e-73,9.4084727248311304e-80,1.052034549337446e-86,6.835677930615632e-92,6.8356785886379375e-92,1.3292200058247282e-80,1.2520075439239973e-80,4.7131260658518309e-35,3.251338448705663e-81,1.0706684368859085e-93,1.4098558877989088e-61,4.7415778123050666e-82,4.7415778123050666e-82,1.2331025086536437e-73,1.0688442505210899e-51
1.5417099903882183e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332252084376751,0.66999984750302666,5.9171362588713239e-21,0.0,6.8166144795209071e-19,2.2801361679907585e-36,1.301981022357704e-43,0.0,6.0241441962143346e-52,2.6048547939956643e-49,0.0,1.5249697335603902e-07,1.5249697331473611e-07,2.0996905999392278e-17,3.7738366423973915e-19,1.9253261451394867e-19,8.3763387888543727e-22,3.1163821435999502e-23,3.3648188189071535e-25,2.287757588472614e-25,8.1591480426464844e-28,8.1645625150982015e-29,1.7382183106390999e-33,1.1583820020379721e-39,3.6990439940781925e-41,1.9899328432144409e-41,4.6544205626522111e-50,1.8666269847195626e-56,6.2806666191784618e-58,6.2809608515503813e-58,4.96693881354686e-67,1.4510925238423709e-71,4.4114033171028289e-73,1.0600751999978602e-79,1.1977311821243907e-86,7.8624240858223389e-92,7.862424850371747e-92,1.4971019220697456e-80,1.4106399842627132e-80,4.9085440224761435e-35,3.6630942526022194e-81,1.2314870920968344e-93,1.5165731955680352e-61,5.3419727974205768e-82,5.3419727974205768e-82,1.3683571737715992e-73,1.1414072771904549e-51
1.5557018654330691e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733225200300099,0.66999984709614802,6.0658036886012474e-21,0.0,6.9147272481534082e-19,2.3129854607004352e-36,1.3484807507367203e-43,0.0,6.388181589948822e-52,2.7262277000293552e-49,0.0,1.5290385215211091e-07,1.5290385211003201e-07,2.1391770289182334e-17,3.8077413877634517e-19,1.9614694921903453e-19,8.6194017705555131e-22,3.2108727518943999e-23,3.4530210760572857e-25,2.3346210672247458e-25,8.4484676611046299e-28,8.4383640654711356e-29,1.8162845833208664e-33,1.2234824239486271e-39,3.8992968819293417e-41,2.0996027496816914e-41,4.9835714895968958e-50,2.0199480691447543e-56,6.787865745818913e-58,6.7881867154354194e-58,5.4478856536954256e-67,1.5986801446585032e-71,4.9124321640951854e-73,1.1929201718777005e-79,1.3617861308783586e-86,9.0305654795247789e-92,9.0305663665128891e-92,1.6840806281432314e-80,1.587386151292041e-80,5.1098961519247152e-35,4.1218400355947076e-81,1.4144523977157457e-93,1.6300348849107269e-61,6.0108733973512665e-82,6.0108733973512665e-82,1.5167820138240739e-73,1.21807044407513e-51
1.56969374047792e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332251923619066,0.6699998466992384,6.2161892714028329e-21,0.0,7.0130947401365689e-19,2.3459209255052617e-36,1.3960656877048139e-43,0.0,6.7697311957477816e-52,2.8518435149152515e-49,0.0,1.5330076177036546e-07,1.5330076172750639e-07,2.1788738543966878e-17,3.8413272999684699e-19,1.9978032696209874e-19,8.866591554681228e-22,3.3071283663056583e-23,3.54236020986333e-25,2.3818574424842347e-25,8.744435794457175e-28,8.7177567160092332e-29,1.8969162083081809e-33,1.2914895765564902e-39,4.1079974595277444e-41,2.2140257580709632e-41,5.3320332009464468e-50,2.1840497976561396e-56,7.329936435425071e-58,7.3302862517309096e-58,5.9694858867258857e-67,1.7594209601556248e-71,5.4641228511566968e-73,1.3407669170716759e-79,1.5462840666200933e-86,1.0357817674698162e-91,1.0357818702215527e-91,1.8920884998402657e-80,1.7840875799053017e-80,5.3172929537279446e-35,4.6323496501624423e-81,1.6223391310690153e-93,1.7505804850838615e-61,6.7552377943250758e-82,6.7552377943250758e-82,1.6794966691667013e-73,1.2990178615721369e-51
1.5836856155227708e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332251846187117,0.66999984631207865,6.3682776168424701e-21,0.0,7.111710593967145e-19,2.3789404390436725e-36,1.4447453841942952e-43,0.0,7.169407080317557e-52,2.9817975897864175e-49,0.0,1.5368792153754833e-07,1.5368792149390509e-07,2.2187765177815582e-17,3.8745934859022727e-19,2.0343232855460795e-19,9.117919256674603e-22,3.4051582597714246e-23,3.6328293869132584e-25,2.4294618905790708e-25,9.0471069379075104e-28,9.0027626532874785e-29,1.9801641398861676e-33,1.3624983722236988e-39,4.3253954521591651e-41,2.3333491804724799e-41,5.700699795694942e-50,2.3595609122838297e-56,7.9088497380726993e-58,7.9092306513569919e-58,6.5346709571974621e-67,1.9343197838564643e-71,6.0709635774154379e-73,1.5051235549226201e-79,1.753520417490632e-86,1.1863896427489975e-91,1.1863897616077586e-91,2.1232290273138214e-80,2.0027498478341078e-80,5.5308454779805198e-35,5.1998218180253288e-81,1.8582353583906859e-93,1.8785620309118635e-61,7.5826432734487899e-82,7.5826432734487899e-82,1.8577019938128585e-73,1.3844396886225422e-51
1.5976774905676216e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332251770661969,0.66999984593445294,6.5220531693208184e-21,0.0,7.2105685887397886e-19,2.412041924810568e-36,1.4945292134878927e-43,0.0,7.5878358608324116e-52,3.1161860045241349e-49,0.0,1.5406554723046646e-07,1.5406554718603514e-07,2.2588805332697095e-17,3.9075392077717584e-19,2.0710254159311226e-19,9.3733955219213545e-22,3.5049715035652295e-23,3.7244216321836497e-25,2.4774295879482959e-25,9.3565344034838098e-28,9.2934027537122879e-29,2.0660795543621784e-33,1.4366055940769144e-39,4.5517444309876766e-41,2.4577228883646371e-41,6.0904951951911279e-50,2.547139084041944e-56,8.5266631765697034e-58,8.5270775856204122e-58,7.1465466485781448e-67,2.124445146410195e-71,6.7377833094807896e-73,1.6876310201405096e-79,1.9860200371961539e-86,1.357071873188557e-91,1.3570720104836778e-91,2.3797897779533447e-80,2.245555100489296e-80,5.7506653119857096e-35,5.8299125308362655e-81,2.1255739243041246e-93,2.0143443385094481e-61,8.5013334186362671e-82,8.5013334186362671e-82,2.0526849152461638e-73,1.4745322527880366e-51
1.6116693656124724e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332251697001214,0.669999845566149,6.6775002224150471e-21,0.0,7.3096626418423687e-19,2.4452233523910051e-36,1.5454263712663886e-43,0.0,8.0256567142183352e-52,3.2551055508833926e-49,0.0,1.5443385106505118e-07,1.5443385101982791e-07,2.2991814880979568e-17,3.9401638781275955e-19,2.1079056048012953e-19,9.6330305391033228e-22,3.6065769705502998e-23,3.8171298369239021e-25,2.5257557131089021e-25,9.6727703202249504e-28,9.5896965979788179e-29,2.1547138424921996e-33,1.513909904001865e-39,4.7873017968512044e-41,2.5872993120665071e-41,6.502373718642526e-50,2.7474718712413559e-56,9.1855233776700424e-58,9.1859738377451649e-58,7.8084011855268047e-67,2.3309324819669508e-71,7.4697732521443681e-73,1.8900730853725052e-79,2.2465572906766383e-86,1.5502621567139352e-91,1.5502623150835343e-91,2.664256171768996e-80,2.5148753694773652e-80,5.9768645671130599e-35,6.5287695006348905e-81,2.4281667140742045e-93,2.158305282143514e-61,9.5202682927757572e-82,9.5202682927757572e-82,2.2658235215889378e-73,1.5694981708522394e-51
1.6256612406573232e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332251625163079,0.66999984520695854,6.8346029327766691e-21,0.0,7.408986806646778e-19,2.4784827366923219e-36,1.5974458757836037e-43,0.0,8.4835213822563503e-52,3.3986537156834075e-49,0.0,1.5479304169004176e-07,1.5479304164402275e-07,2.3396750426973798e-17,3.9724670549727412e-19,2.1449598643620062e-19,9.8968340533609081e-22,3.7099833384411916e-23,3.9109467663214927e-25,2.5744354485517338e-25,9.9958656350923616e-28,9.89166248602014e-29,2.2461186021165365e-33,1.5945118503642983e-39,5.0323287633576684e-41,2.722233439719621e-41,6.9373206600674741e-50,2.9612776961234833e-56,9.8876687434514768e-58,9.8881579745756055e-58,8.5237136023189666e-67,2.5549874289352144e-71,8.2725093853965053e-73,2.1143870112185228e-79,2.5381776462486373e-86,1.7686599683481963e-91,1.7686601507764064e-91,2.9793261091565128e-80,2.8132867243990892e-80,6.2095558658741821e-35,7.3030687620917673e-81,2.7702418978098741e-93,2.3108360721653699e-61,1.0649177750565064e-81,1.0649177750565064e-81,2.4985923836208621e-73,1.6695464699210183e-51
1.639653115702174e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733225155510659,0.66999984485667585,6.9933453335868135e-21,0.0,7.5085352701982295e-19,2.5118181371757064e-36,1.6505965681644374e-43,0.0,8.9620941725800318e-52,3.5469286640734156e-49,0.0,1.5514332418504103e-07,1.5514332413822263e-07,2.3803569307570371e-17,4.0044484369544049e-19,2.1821842750359017e-19,1.0164815379256579e-21,3.8151990930688786e-23,4.0058650669488082e-25,2.6234639825677509e-25,1.0325870114577936e-27,1.0199317452410839e-28,2.3403456310037707e-33,1.67851387546471e-39,5.2870903393143359e-41,2.862682815814882e-41,7.3963528666238705e-50,3.1893068398618709e-56,1.0635432162628748e-57,1.0635963058223761e-57,9.296162382320938e-67,2.7978892474173267e-71,9.1519761058101756e-73,2.3626748546587306e-79,2.8642208679514619e-86,2.0152563845499813e-91,2.0152565944082214e-91,3.3279254923613713e-80,3.1435842990173381e-80,6.4488523292172239e-35,8.1600535323673856e-81,3.156484378935976e-93,2.4723415339639857e-61,1.1898618037956329e-81,1.1898618037956329e-81,2.752568119303732e-73,1.7748927090040908e-51
1.6536449907470249e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332251486791409,0.66999984451510008,7.1537113475791024e-21,0.0,7.6083023509044597e-19,2.5452276570876641e-36,1.7048871128201966e-43,0.0,9.4620519556568171e-52,3.700029222878877e-49,0.0,1.5548490006268788e-07,1.5548490001506649e-07,2.4212229592022897e-17,4.0361078586391358e-19,2.2195749854211764e-19,1.0436983413538957e-21,3.9222325316473196e-23,4.1018772739962523e-25,2.672836511006225e-25,1.0662832346977273e-27,1.0512677282190937e-28,2.4374469198996677e-33,1.7660203227345733e-39,5.5518553105205159e-41,3.0088075392798691e-41,7.8805193182876923e-50,3.4323424560013237e-56,1.143124376162927e-57,1.143181939748798e-57,1.0129634373712172e-66,3.0609943557003393e-71,1.0114591011134016e-72,2.6372154679718708e-79,3.2283459064373317e-86,2.2933621040433817e-91,2.2933623451360645e-91,3.7132246833979816e-80,3.5087982343547753e-80,6.6948675640368604e-35,9.1075754381880178e-81,3.5920796830130906e-93,2.6432403879085844e-61,1.3280031837639909e-81,1.3280031837639909e-81,3.0294352086409183e-73,1.8857591010671989e-51
1.6676368657918757e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332251420177972,0.66999984418203284,7.3156847996371013e-21,0.0,7.7082824962268668e-19,2.5787094426920871e-36,1.7603259979753727e-43,0.0,9.9840841578452222e-52,3.858054864035437e-49,0.0,1.5581796727469041e-07,1.5581796722626255e-07,2.4622690080930592e-17,4.0674452858715605e-19,2.2571282121761321e-19,1.0713346647702794e-21,4.0310917660385027e-23,4.1989758182949142e-25,2.7225482389663954e-25,1.1006799745298733e-27,1.0831756527076572e-28,2.5374746457779665e-33,1.8571374436818236e-39,5.8268962209545938e-41,3.1607702611422364e-41,8.3909017088379177e-50,3.6912016023834611e-56,1.227763369521301e-57,1.2278257338824697e-57,1.1028233986411007e-66,3.3457399882147695e-71,1.1167230867608404e-72,2.940477221309243e-79,3.6345575914695888e-86,2.6066378250472536e-91,2.6066381016623497e-91,4.1386559425817689e-80,3.9122105827204972e-80,6.9477156508984963e-35,1.015413822342779e-80,4.0827615373672043e-93,2.8239655302419059e-61,1.4805811925352791e-81,1.4805811925352791e-81,3.3309920668334147e-73,2.0023746355406119e-51
1.6816287408367265e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332251355227377,0.66999984385727984,7.4792494289666856e-21,0.0,7.8084702803770285e-19,2.6122616825040406e-36,1.8169215363013806e-43,0.0,1.0528892750610886e-51,4.0211056881219634e-49,0.0,1.5614272022147396e-07,1.5614272017223614e-07,2.5034910304470583e-17,4.0984608112188873e-19,2.294840239834632e-19,1.0993913180334167e-21,4.1417847260111232e-23,4.2971530331288611e-25,2.7725943824239547e-25,1.1357818550780654e-27,1.1156568522023083e-28,2.6404811652915446e-33,1.9519734045928871e-39,6.1124893533874969e-41,3.3187361817849541e-41,8.9286150280691402e-50,3.966736291579902e-56,1.3177234976353475e-57,1.3177910096590339e-57,1.1996292674852429e-66,3.6536479773237337e-71,1.2317258800255066e-72,3.2751314832038594e-79,4.087235233985893e-86,2.9591271484395713e-91,2.9591274654044912e-91,4.6079318932674156e-80,4.3573732181409979e-80,7.2075111319785012e-35,1.1308944054269058e-80,4.6348634070713318e-93,3.0149643148722668e-61,1.6489368607291172e-81,1.6489368607291172e-81,3.6591573838040849e-73,2.1249752012636584e-51
1.6956206158815773e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332251291901472,0.66999984354065023,7.6443889008449463e-21,0.0,7.9088604020214734e-19,2.6458826065262568e-36,1.8746818656533112e-43,0.0,1.1097192235981113e-51,4.1892824080028397e-49,0.0,1.5645934976522252e-07,1.5645934971517142e-07,2.5448850519925558e-17,4.1291546495027546e-19,2.3327074205567203e-19,1.1278690729232895e-21,4.2543191624887487e-23,4.3964011608377277e-25,2.8229701697936861e-25,1.1715933836989569e-27,1.148712540210788e-28,2.7465190084223138e-33,2.0506382929983337e-39,6.4089147094531644e-41,3.4828730478085546e-41,9.4948081451612042e-50,4.2598345598597708e-56,1.4132786345106888e-57,1.4133516622280471e-57,1.3038378711387546e-66,3.9863286612653565e-71,1.3572552747237325e-72,3.6440668944724433e-79,4.5911632507840763e-86,3.3552921865018521e-91,3.3552925492451411e-91,5.1250650598992374e-80,4.8481268002308604e-80,7.474368999221597e-35,1.2581942543009264e-80,5.255374268655549e-93,3.2166988360173496e-61,1.83452011147102e-81,1.83452011147102e-81,4.0159767382953594e-73,2.2538037098467567e-51
1.7096124909264281e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332251230162763,0.66999984323195694,7.8110868179538484e-21,0.0,8.0094476819962816e-19,2.6795704854888342e-36,1.9336149499049239e-43,0.0,1.1689709628325482e-51,4.3626863325852719e-49,0.0,1.5676804324609919e-07,1.5676804319523153e-07,2.586447170855109e-17,4.159527133418372e-19,2.3707261738184794e-19,1.1567686643311183e-21,4.368702650785182e-23,4.4967123592134095e-25,2.8736708434297563e-25,1.2081189514471799e-27,1.1823438119702963e-28,2.8556408723266846e-33,2.153244123909355e-39,6.7164559892040475e-41,3.6533511485147353e-41,1.0090664393171226e-49,4.5714215547397723e-56,1.5147135176245482e-57,1.5147924512542254e-57,1.4159307255379503e-66,4.3454849206095199e-71,1.4941535220216789e-72,4.050404472175927e-79,5.1515639301693181e-86,3.8000520674758012e-91,3.8000524820951854e-91,5.6943885280288822e-80,5.3886208401382683e-80,7.7484046827130863e-35,1.3983882615678881e-80,5.9519989195043948e-93,3.42964621166766e-61,2.038897313774228e-81,2.038897313774228e-81,4.4036294949075092e-73,2.3891102194385664e-51
1.723604365971279e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332251169974514,0.66999984293101567,7.9793267313081965e-21,0.0,8.1102270610327952e-19,2.7133236300925925e-36,1.9937285798765146e-43,0.0,1.2307184432556212e-51,4.5414193506964327e-49,0.0,1.5706898450142867e-07,1.5706898444974121e-07,2.6281735571827226e-17,4.1895787092405335e-19,2.4088929860452939e-19,1.1860907914268024e-21,4.4849425938252394e-23,4.5980787076954568e-25,2.9246916610651861e-25,1.2453628335931472e-27,1.2165516461908844e-28,2.9678996153727595e-33,2.259904845832352e-39,7.0354005701790207e-41,3.8303433120255856e-41,1.0717402154622797e-49,4.9024606411647888e-56,1.622324042543293e-57,1.622409295573831e-57,1.5364150723078025e-66,4.73291634564508e-71,1.6433204413373853e-72,4.4975135815034694e-79,5.7741324623271395e-86,4.2988245372222097e-91,4.2988250105595756e-91,6.3205777764927279e-80,5.9833349187883108e-80,8.0297340392632866e-35,1.5526367352701159e-80,6.7332231382204533e-93,3.6542988678414037e-61,2.2637592686370052e-81,2.2637592686370052e-81,4.8244359925980677e-73,2.5311520588869608e-51
1.7375962410161297e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332251111300643,0.66999984263764623,8.1490921507834766e-21,0.0,8.2111935974964852e-19,2.7471403902567533e-36,2.0550303743509753e-43,0.0,1.2950368618838321e-51,4.7255839150878299e-49,0.0,1.5736235388763233e-07,1.5736235383512201e-07,2.6700604527137539e-17,4.2193099326171272e-19,2.4472044101924926e-19,1.2158361188034878e-21,4.6030462253479015e-23,4.7004922133678837e-25,2.9760278971919181e-25,1.2833291901909304e-27,1.2513369068221857e-28,3.0833482513661366e-33,2.3707363465686747e-39,7.3660394860116253e-41,4.0140249010527625e-41,1.1376275448145205e-49,5.2539545263474803e-56,1.7364175613677745e-57,1.736509571679787e-57,1.6658249463118928e-66,5.150523537107145e-71,1.8057166704495676e-72,4.9890288146506699e-79,6.4650743637730536e-86,4.8575708708245029e-91,4.8575714105484377e-91,7.0086737334840844e-80,6.6371011092433839e-80,8.3184733412035658e-35,1.7221911935911072e-80,7.6083840293272688e-93,3.8911648235944157e-61,2.5109296472423966e-81,2.5109296472423966e-81,5.2808650332903807e-73,2.6801939522786324e-51
1.7515881160609806e-12,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332251054105755,0.66999984235167154,8.3203665552472059e-21,0.0,8.3123424651414065e-19,2.7810191543717566e-36,2.1175277811741935e-43,0.0,1.3620026593894394e-51,4.9152830265752647e-49,0.0,1.5764832830472157e-07,1.5764832825138528e-07,2.7121041702915877e-17,4.2487214644511229e-19,2.4856570652771288e-19,1.2460052775987122e-21,4.7230206130884991e-23,4.8039448167591819e-25,3.0276748443828328e-25,1.3220220666937692e-27,1.2867003448407252e-28,3.202039943961717e-33,2.4858564588062263e-39,7.7086674046060759e-41,4.2045738083305578e-41,1.2068574516106225e-49,5.6269464032874485e-56,1.8573131849781629e-57,1.8574124160072327e-57,1.804722274242899e-66,5.6003125426118733e-71,1.9823670592339299e-72,5.5288678170109018e-79,7.231145431014399e-86,5.4828443190633187e-91,5.4828449337598887e-91,7.7641071098483451e-80,7.3551276566523691e-80,8.6147392653942004e-35,1.9084004839479384e-80,8.5877459046117738e-93,4.14076797674611e-61,2.7823739012613393e-81,2.7823739012613393e-81,5.7755416793642903e-73,2.8365081438407249e-51
