Time (s),Volume (m^3),n-heptane,Ar,He,Ne,N2,X(1),C2H4(2),C4H8-1(3),C4H8-2(4),C2H5X(5),H(6),C6H12-1(7),C6H12-2(8),C6H12-3(9),C6H12(10),C6H12(11),HX(80),C2H3X(137),C4H6(54),C4H7X(141),H2(190),C2H6(343),C4H5X(364),C4H5X(365),C4H7X(140),C4H7X(142),C4H7X(143),C6H8(455),C6H7X(563),C6H7X(565),C6H7X(564),C8H10(459),C8H9X(844),C8H9X(846),C8H9X(845),S(746),S(1212),S(1748),SX(3061),S(3004),SX(3899),SX(3897),SX(3060),SX(3058),C6H9X(441),SX(3062),SX(3895),C8H10(843),SX(3064),SX(3063),SX(1214),SX(730)
1.7150349654177632e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332248918672836,0.66999983167450172,3.3385685798540726e-18,0.0,1.019977564125222e-16,4.1100414326202301e-34,8.8364662069576818e-39,0.0,5.3921650576110789e-44,8.0572777318893631e-43,0.0,1.6832549852071623e-07,1.6832548702388743e-07,5.8792862269568255e-15,6.3618866146710765e-19,5.2622169132422347e-17,3.0340887239241212e-17,1.8477726740432868e-18,2.3364430605922246e-22,1.6525815804804198e-23,3.1364360880339814e-24,1.4366297161694177e-25,2.8567893874859593e-26,5.0442617646599926e-30,3.1915436337499107e-33,3.1459797771732623e-33,6.7562742623459896e-38,8.8564195214539802e-42,7.495644849415086e-45,7.4988416249711547e-45,9.5149365527688595e-50,4.6620850272995409e-54,5.8444186565738023e-53,6.2023198921630794e-57,3.26990943020114e-61,1.0754556149015081e-63,1.0755111368141258e-63,5.4456811067811199e-59,4.6796178624997669e-58,1.8799367841768925e-28,5.4591139934384139e-59,1.6832076856119618e-65,3.3375369848205994e-49,6.8140998159540288e-60,6.8140998159540277e-60,1.0348151323481334e-53,1.2891990936099079e-39
2.163361780105681e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332248918672836,0.66999983167450006,4.2198300781535219e-18,0.0,1.2153758391751976e-16,5.100724303809971e-34,1.3262827239888203e-38,0.0,9.9523060236169921e-44,1.3974160277233543e-42,0.0,1.6832550002940486e-07,1.6832548551517529e-07,7.4249827387323641e-15,6.3618865562019109e-19,6.6195714547312567e-17,4.5538400532360885e-17,2.8776043482134799e-18,2.9537941344856409e-22,1.9735268494944452e-23,3.9761919876440361e-24,1.8179584965854082e-25,5.4109502310502735e-26,1.1395545712523078e-29,6.0608679684829064e-33,5.9897676701437334e-33,1.7905975635002023e-37,2.7116127138099097e-41,1.9928474940946096e-44,1.9937001081046877e-44,3.3208108679192949e-49,1.6274694063270057e-53,2.2987937171935322e-52,2.7207656198577913e-56,1.5839797811278698e-60,5.7137560017968373e-63,5.7140773057245304e-63,2.1562439422507565e-58,1.9592615206642523e-57,3.0764007204699152e-28,2.2081509002650759e-58,8.9420601470115802e-65,8.8475059014894315e-49,2.745033357242624e-59,2.7450333572426245e-59,4.0694563431331955e-53,3.3649380137992869e-39
3.0600154094815165e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.2733224891867283,0.66999983167449684,5.9823530987519374e-18,0.0,1.5569999397937901e-16,7.0077009285938145e-34,2.3547499641884866e-38,0.0,2.3425198227605061e-43,3.062233643722646e-42,0.0,1.6832550304480878e-07,1.6832548249973133e-07,1.0515890422769232e-14,6.3618864393405359e-19,9.3104363227168978e-17,8.0849900902752788e-17,5.4225413147827125e-18,4.1883024021119087e-22,2.6153863137842187e-23,5.6557037654430883e-24,2.5806160474471576e-25,1.3239969826408333e-25,3.5316198924003235e-29,1.4871787211151243e-32,1.4737982377392744e-32,6.9039332229932042e-37,1.280087914444908e-40,7.711449120822195e-44,7.7147602684151057e-44,1.8934298492559008e-48,9.2818390070490782e-53,1.5646757482204291e-51,2.1860432866814653e-55,1.484898314440669e-59,6.2042979612150698e-62,6.2046987410628597e-62,1.4803096259367003e-57,1.4566514213804654e-56,6.1222431811041472e-28,1.5602407309829022e-57,9.7085712736001541e-64,3.4122228664330319e-48,1.9286668475199095e-58,1.9286668475199095e-58,2.7691971024704787e-52,1.2651994854494952e-38
3.956669038857352e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332248918672825,0.66999983167449362,7.7448761526842428e-18,0.0,1.8295144814666711e-16,8.8016393503562404e-34,3.584471062837294e-38,0.0,4.4355005143120063e-43,5.5386475125983956e-42,0.0,1.6832550605751039e-07,1.6832547948699946e-07,1.3606045320805961e-14,6.3618863225845614e-19,1.1964202844381876e-16,1.2307127341350506e-16,8.720163426758506e-18,5.4225099588177757e-22,3.2572411934995412e-23,7.3352155146235638e-24,3.3432735854125431e-25,2.5959634827514115e-25,8.2316002605106498e-29,2.9208479002692427e-32,2.8994217983828101e-32,1.8745095106831571e-36,3.9776838718150954e-40,2.0981471694463487e-43,2.099049959216127e-43,6.6369880938446185e-48,3.2540131215810616e-52,6.1150861132900158e-51,9.4294767456042881e-55,7.0024006176257259e-59,3.1794878845597912e-61,3.179709703768033e-61,5.8120307221417543e-57,5.9844344789538454e-56,1.0181984335987923e-27,6.2235421111898491e-57,4.9749298946478163e-63,9.2660976452490878e-48,7.6689163163142997e-58,7.6689163163142997e-58,1.0821220448516222e-51,3.368500047061013e-38
5.749976297609023e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332248918672819,0.66999983167448718,1.1269922334225022e-17,0.0,2.2201836999150582e-16,1.2057315894810338e-33,6.4934243600015751e-38,0.0,1.1481503188131537e-42,1.3508105808374098e-41,0.0,1.6832551207758695e-07,1.6832547346688447e-07,1.9783972951797973e-14,6.3618860892805433e-19,1.7153011455039117e-16,2.2294758547705771e-16,1.7697241527675021e-17,7.8899734909461438e-22,4.5409447938059919e-23,1.0694238904092865e-23,4.8685886116206599e-25,7.4790973923123138e-25,3.400446700502401e-28,8.4343780620795753e-32,8.3915857222621699e-32,1.1331282909046365e-35,3.6025630617656426e-39,1.2734498520005328e-42,1.2740000034734885e-42,9.2601398749398331e-47,4.5419225610035979e-51,1.3564277186807859e-49,3.4295798326144309e-53,4.2646562405102609e-57,3.3721105074223425e-59,3.372531741239926e-59,1.3087849363937369e-55,1.6126954810468265e-54,2.1512892152669337e-27,1.481605253234474e-55,5.2720668548683732e-61,5.6029898269822373e-47,1.8046584978587426e-56,1.8046584978587424e-56,2.3994248466912886e-50,1.8947624855185308e-37
7.309960045986877e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332248918672813,0.66999983167448141,1.4336332085563292e-17,0.0,2.4303212504865279e-16,1.4558030673438514e-33,9.4016061380582834e-38,0.0,2.074641797404055e-42,2.3713632599519754e-41,0.0,1.6832551731042706e-07,1.6832546823402924e-07,2.515561047955758e-14,6.3618858864865952e-19,2.154156963610033e-16,3.2279741451096753e-16,2.7998651548237298e-17,1.0035404698984918e-21,5.6576308121715134e-23,1.3616226548877297e-23,6.1954479823236819e-25,1.4731337945351846e-24,8.1938464869054263e-28,1.6630783809622769e-31,1.6564126365889602e-31,3.2835768820471918e-35,1.2312817511839694e-38,3.6956303042153079e-42,3.6972292091376799e-42,3.6587776588883517e-46,1.7947403648560818e-50,6.0708078685462871e-49,1.702124977950141e-52,2.2944835249846043e-56,1.9297498299748461e-58,1.9300009837369695e-58,5.8751857971635576e-55,7.5101906957307891e-54,3.4730044503120859e-27,6.7257454621917134e-55,3.0168022220075106e-60,1.6238121037381525e-46,8.1730686094535849e-56,8.1730686094535849e-56,1.0738093439095747e-49,5.2839720531053224e-37
8.869943794364731e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332248918672808,0.66999983167447574,1.7402741871764976e-17,0.0,2.5642417518016476e-16,1.6786183093705264e-33,1.2531739382995936e-37,0.0,3.2945011034957176e-42,3.6942070098626019e-41,0.0,1.6832552254171336e-07,1.6832546300273857e-07,3.0525016046324883e-14,6.3618856837535959e-19,2.5816633358811162e-16,4.3026775575483038e-16,4.0531691681427456e-17,1.2179944317052599e-21,6.7743174442614558e-23,1.6538214045649379e-23,7.5223072857527857e-25,2.5566363751789862e-24,1.6866127341214426e-27,2.8883901608608228e-31,2.8789038652727534e-31,7.950940382155303e-35,3.4786766637873693e-38,8.9584593387814257e-42,8.9623393704972812e-42,1.1977780233225741e-45,5.8759770294744013e-50,2.2903725634544496e-48,7.3633450764837296e-52,1.1297275114851871e-55,1.0821156630826751e-57,1.0822758025625493e-57,2.2232524793629904e-54,2.9592219516695705e-53,5.0956250684171965e-27,2.5747256851393071e-54,1.6912435201956846e-59,3.9322625062294489e-46,3.1210552755355937e-55,3.1210552755355937e-55,4.0509942383093055e-49,1.229042462901474e-36
9.999999999999999e-10,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332248918672813,0.66999983167447164,1.9624056954950207e-17,0.0,2.6297530597758014e-16,1.824721793260698e-33,1.4890949967786542e-37,0.0,4.3622881800609802e-42,4.840776875342232e-41,0.0,1.6832552633106399e-07,1.6832545921338922e-07,3.4413279834441741e-14,6.3618855369015966e-19,2.8844248572228485e-16,5.1126915732415716e-16,5.0957748771546631e-17,1.3732916084574547e-21,7.5832479265809293e-23,1.8654909140065197e-23,8.4834875035200107e-25,3.6049816683264502e-24,2.6513678102496989e-27,4.0743890974471198e-31,4.0626179998247518e-31,1.3869444448837128e-34,6.7000705281133044e-38,1.5636496858233557e-41,1.5643273314818072e-41,2.5361963543990258e-45,1.2442519767170257e-49,5.312762950220036e-48,1.8645633064191196e-51,3.1058552348805689e-55,3.2290950816926518e-57,3.2296125231661942e-57,5.1659784046815488e-54,7.0432896139498982e-53,6.4526904214308416e-27,6.0229338006205733e-54,5.045862626777122e-59,6.8596652560405097e-46,7.2903934015884853e-55,7.2903934015884853e-55,9.3964430565025963e-49,2.0836602430045628e-36
1.0429927542742585e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332248918672813,0.66999983167447008,2.0469151680420557e-17,0.0,2.647726753690687e-16,1.8769300034145825e-33,1.5808745665409335e-37,0.0,4.8091467424035063e-42,5.3185305342731596e-41,0.0,1.6832552777266907e-07,1.6832545777178567e-07,3.5892264490044164e-14,6.3618854810338904e-19,2.9980819754819276e-16,5.427808589376818e-16,5.522152377839067e-17,1.4323622235779268e-21,7.8910038173469332e-23,1.9460201382357416e-23,8.849166516449488e-25,4.061947086170246e-24,3.0926547537434555e-27,4.5914302942604921e-31,4.5787366479589922e-31,1.6680955238533085e-34,8.277183060919326e-38,1.8809374869032763e-41,1.8817527716683194e-41,3.2077286789014595e-45,1.5737225624216297e-49,6.8604157800729184e-48,2.452233405008471e-51,4.1497695568950257e-55,4.377484066519235e-57,4.3781946930622388e-57,6.6733478033283034e-54,9.1451965698367221e-53,7.0090564807109331e-27,7.7915559996738156e-54,6.8401537280190242e-59,8.2503094031287463e-46,9.4282839274939763e-55,9.4282839274939763e-55,1.2133633023441608e-48,2.4853701355009265e-36
1.1989911291120438e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332248918672813,0.66999983167446442,2.3535561502457748e-17,0.0,2.6991582462963717e-16,2.0533919801823644e-33,1.9179094812005351e-37,0.0,6.6133724106872109e-42,7.237488953337483e-41,0.0,1.6832553300414442e-07,1.683254525403176e-07,4.1257434335624463e-14,6.361885278294345e-19,3.4036928940692976e-16,6.5849881361499964e-16,7.1989622709916177e-17,1.6466469818441724e-21,9.0076900753876989e-23,2.2382188550217991e-23,1.0176025670445301e-24,6.0541867669131018e-24,5.2229182774121082e-27,6.8460612421789428e-31,6.8298223450367721e-31,3.1674421210950697e-34,1.7531490922176994e-37,3.5737336855245183e-41,3.5752836137478693e-41,7.525858713817417e-45,3.6923882678454929e-49,1.7726691512494292e-47,6.9402317311831432e-51,1.2767970133177141e-54,1.4619837433838441e-56,1.4622403609408522e-56,1.7271486111677759e-53,2.422852722410919e-52,9.2027080160325034e-27,2.0295026644772698e-53,2.2840207088793515e-58,1.5666696725424062e-45,2.452425943512411e-54,2.452425943512411e-54,3.1351506807284653e-48,4.5570221900402417e-36
1.3549895039498291e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332248918672813,0.66999983167445876,2.6601971333016554e-17,0.0,2.7284819639638459e-16,2.2098868531205658e-33,2.2613823860614621e-37,0.0,8.7046277994735403e-42,9.4476475218085849e-41,0.0,1.6832553823658468e-07,1.6832544730788769e-07,4.6620585028927602e-14,6.3618850755176059e-19,3.7987106746355068e-16,7.7642720248206257e-16,9.0776542586231198e-17,1.8608510808005943e-21,1.0124376340508787e-22,2.5304175544443979e-23,1.1502884745575952e-24,8.5821661280396972e-24,8.2357378038489495e-27,9.7076460371354231e-31,9.6875607945798684e-31,5.5011735351918524e-34,3.3199943859298354e-37,6.2095698717946572e-41,6.2122641261542397e-41,1.5398989581653394e-44,7.5554073278635548e-49,3.888025706288612e-47,1.6194415266267703e-50,3.1425629958729271e-54,3.7786216952513781e-56,3.7793140197641407e-56,3.7922831584656903e-53,5.4037032275408309e-52,1.1668564235128756e-26,4.4751604137377461e-53,5.902581892100666e-58,2.7210623032284671e-45,5.4027353932173005e-54,5.4027353932173005e-54,6.8762910527377298e-48,7.6787508040803641e-36
1.5109878787876144e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332248918672813,0.66999983167445309,2.9668381167267379e-17,0.0,2.7454450290051804e-16,2.3488954646114191e-33,2.6084548231449368e-37,0.0,1.1074847216841485e-41,1.1940030153670585e-40,0.0,1.6832554347040322e-07,1.6832544207408117e-07,5.1981800967887044e-14,6.3618848726875553e-19,4.1834437237173335e-16,8.9559146632453094e-16,1.1149788523038389e-16,2.0749778913492891e-21,1.1241062569104594e-22,2.8226162360374629e-23,1.2829743739732442e-24,1.1714890182603576e-23,1.239040646890615e-26,1.3254453039432959e-30,1.323027247959211e-30,9.0567613854605462e-34,5.93957461088361e-37,1.0226874580165638e-40,1.0231313512818207e-40,2.976364896884147e-44,1.460377400438778e-48,8.0826675125336045e-47,3.6065033996224281e-50,7.4556365464690979e-54,9.547166510447906e-56,9.5490251702832374e-56,7.8919787510913756e-53,1.1424563125687237e-51,1.4395245789177499e-26,9.352327706740638e-53,1.4911121898030107e-57,4.4798997807014951e-45,1.1280437558315111e-53,1.1280437558315111e-53,1.4294734373250046e-47,1.226029969350419e-35
1.8229846284631853e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332248918672808,0.66999983167444177,3.5801200838377153e-17,0.0,2.7593830540729077e-16,2.5820370560578923e-33,3.3084203960230362e-37,0.0,1.6634522876685374e-41,1.7752188209173459e-40,0.0,1.6832555394277561e-07,1.683254316017353e-07,6.2698718716139192e-14,6.3618844668440986e-19,4.9231348176462472e-16,1.1359185020026017e-15,1.5845370493280285e-16,2.5030112352939661e-21,1.3474434728131245e-22,3.4070135448798043e-23,1.5483461481253191e-24,2.0031161258903378e-23,2.5212378084739757e-26,2.2672082678031414e-30,2.2639143458720789e-30,2.1749957076129871e-33,1.6695640119005165e-36,2.457502587774079e-40,2.4585698810257446e-40,9.725530193888402e-44,4.7721632696758319e-48,3.0546588437516383e-46,1.568461831682981e-49,3.6950052109424685e-53,5.3993395281115968e-55,5.4005343174952757e-55,2.988264106360907e-52,4.4542044726484872e-51,2.0591965303018562e-26,3.5682941717320702e-52,8.429611463904574e-57,1.0759041850544435e-44,4.2967510083262163e-53,4.2967510083262163e-53,5.4023410797053744e-47,2.7657375206328781e-35
2.134981378138756e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332248918672802,0.66999983167443045,4.1934020503153347e-17,0.0,2.7664438058561774e-16,2.7667653824206728e-33,4.0103886531836083e-37,0.0,2.3266746479671916e-41,2.46458952254767e-40,0.0,1.6832556442203557e-07,1.6832542112250271e-07,7.3408755702739537e-14,6.3618840607337389e-19,5.6249000722979975e-16,1.3769331720890432e-15,2.1228895808062059e-16,2.9307697047438753e-21,1.5707806693085475e-22,3.99141078022239e-23,1.813717888900506e-24,3.1465882844910959e-23,4.6046078475820948e-26,3.5623971298268251e-30,3.5581806524704292e-30,4.5810174391358413e-33,4.0164729495288447e-36,5.1783759561045848e-40,5.1806258815805975e-40,2.6475503881418186e-43,1.2991603588537066e-47,9.3342975992874186e-46,5.3367340982370788e-49,1.383873869183627e-52,2.2209976411982576e-54,2.2215341010912367e-54,9.143524786103316e-52,1.3915803614225523e-50,2.7716264053750759e-26,1.0976842374904574e-51,3.4664619333038479e-56,2.2661662326991465e-44,1.3202156771032502e-52,1.32021567710325e-52,1.6508332878195098e-46,5.4922262092708103e-35
2.4469781278143265e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332248918672797,0.66999983167441912,4.8066840158411861e-17,0.0,2.7730720710845217e-16,2.9137377313816859e-33,4.7124828087187007e-37,0.0,3.0972544694690402e-41,3.2621625793420529e-40,0.0,1.6832557490804715e-07,1.6832541063651834e-07,8.4112429012227236e-14,6.3618836543616771e-19,6.2907310431399661e-16,1.6179910990937395e-15,2.7248655874587134e-16,3.3582739523482546e-21,1.7941178181111365e-22,4.5758079417320334e-23,2.0790895961488548e-24,4.6439506715997737e-23,7.7593977368695523e-26,5.2587013177755188e-30,5.2535474172745962e-30,8.749885841810243e-33,8.6193750312872069e-36,9.8942935290121719e-40,9.8985938299341546e-40,6.3301153504328039e-43,3.1062972357871878e-47,2.4690864697796452e-45,1.5510389513473781e-48,4.3744961265486797e-52,7.6269236348299315e-54,7.6289148206730958e-54,2.4211437997173257e-51,3.746910009804834e-50,3.5698421634168824e-26,2.9189043254633157e-51,1.1900460694144437e-55,4.3285600932514759e-44,3.5073650011020963e-52,3.5073650011020963e-52,4.3667989320849123e-46,9.9186944266377792e-35
2.758974877489897e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332248918672791,0.6699998316744078,5.4199659805016286e-17,0.0,2.7773721563436423e-16,3.030644307554896e-33,5.415254908014561e-37,0.0,3.9743450582484879e-41,4.1671011363066396e-40,0.0,1.6832558540030038e-07,1.6832540014429282e-07,9.4810202070218684e-14,6.3618832477477223e-19,6.9224654956691062e-16,1.8592818226122247e-15,3.3858308004862816e-16,3.7855424875328582e-21,2.0174549678016285e-22,5.1602050293941194e-23,2.344461269861889e-24,6.5328093686722778e-23,1.2290665478694973e-25,7.398775251418312e-30,7.3926975412628e-30,1.5519312240870092e-32,1.7001535928686911e-35,1.7553988365821239e-39,1.7561619678597123e-39,1.3792644303160855e-42,6.7684557999228527e-47,5.910060068287011e-45,4.0554949494880174e-48,1.2379383264182951e-51,2.3353989928850272e-53,2.3360558186021498e-53,5.8004027811358888e-51,9.1066142715595636e-50,4.4475952166388568e-26,7.0180410874070738e-51,3.6429018260613129e-55,7.6775482280687511e-44,8.4261815865881498e-52,8.4261815865881513e-52,1.0452656894835944e-45,1.6658817913792287e-34
3.0709716271654677e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332248918672786,0.66999983167439647,6.033247944333787e-17,0.0,2.778443373820473e-16,3.1233164384332869e-33,6.1189672420417403e-37,0.0,4.9558207002139367e-41,5.1772706592455966e-40,0.0,1.6832559589836588e-07,1.6832538964625536e-07,1.055024984801516e-13,6.3618828409084963e-19,7.5218279608582396e-16,2.1008953973000888e-15,4.101549173856318e-16,4.2125922292969435e-21,2.2407920495180474e-22,5.7446020432687206e-23,2.6098329100702966e-24,8.8474835922478006e-23,1.853448751348333e-25,1.0021545270109807e-29,1.0014583365403381e-29,2.5959111737120238e-32,3.1383607954279208e-35,2.936923734479729e-39,2.9382007722022377e-39,2.7949553486976914e-42,1.3715954011352497e-46,1.3090592708713591e-44,9.7727909528676258e-48,3.2175525008485669e-51,6.5503445962439024e-53,6.5523248254555211e-53,1.2857478698752299e-50,2.044282592905204e-49,5.3991739845310316e-26,1.5605115964114714e-50,1.0214495904627584e-54,1.284243360674302e-43,1.8723214634816076e-51,1.8723214634816073e-51,2.3152841504507908e-45,2.6416452134736182e-34
3.6949651265166094e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332248918672769,0.66999983167437394,7.2598118691555272e-17,0.0,2.7784992811094105e-16,3.2530814679843987e-33,7.5269993952014547e-37,0.0,7.2338974064453999e-41,7.5152222232477869e-40,0.0,1.6832561691092261e-07,1.683253686337558e-07,1.2687217015792497e-13,6.3618820265934504e-19,8.6298037447538443e-16,2.5843312119418739e-15,5.6821573392423874e-16,5.0660955946766462e-21,2.6874661903910394e-22,6.9133958488549673e-23,3.1405760895993213e-24,1.4876229249407714e-22,3.7682200312303553e-25,1.6853495218704113e-29,1.6844976233660375e-29,6.3914346183888398e-32,9.3944601467376312e-35,7.2336946385357e-39,7.2368409575124741e-39,1.0242345486125547e-41,5.0265219831345056e-46,5.9465066759659405e-44,5.5810747919481615e-47,2.309091641359348e-50,6.1245682961814309e-52,6.1270328180004958e-52,5.8498612394839243e-50,9.5566710461428197e-49,7.5034648054534993e-26,7.1465583295662865e-50,9.5366199741853413e-54,3.1620425020880614e-43,8.561980810977971e-51,8.5619808109779721e-51,1.0518406240913953e-44,5.8312505308423277e-34
4.318958625867751e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332248918672752,0.6699998316743514,8.4863757900637618e-17,0.0,2.77766141129089e-16,3.3335197165491137e-33,8.935291649420144e-37,0.0,9.9310098063313343e-41,1.0275500341933422e-39,0.0,1.6832563794326071e-07,1.6832534760147612e-07,1.4822433155380354e-13,6.3618812115117273e-19,9.6269963824019244e-16,3.067856450666055e-15,7.4378149234919184e-16,5.9188993770746206e-21,3.134140203565252e-22,8.0821893579723651e-23,3.6713191345039123e-24,2.2963308764970849e-22,6.8357064598257605e-25,2.6018967225414458e-29,2.6009318888831207e-29,1.3619478317559501e-31,2.350154895271236e-34,1.5418227357757254e-38,1.5424934881071495e-38,3.0052646186080819e-41,1.4748982935027448e-45,2.0486502991289962e-43,2.2559711330147915e-46,1.0799915748603529e-49,3.3498421872854737e-51,3.351412596484724e-51,2.0173308538850934e-49,3.3521068870910328e-48,9.8437812008059162e-26,2.4745333455043532e-49,5.2110252179307997e-53,6.7381113717245817e-43,2.9619285738042401e-50,2.9619285738042406e-50,3.624072522902727e-44,1.1257992967240694e-33
4.942952125218892e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332248918672736,0.66999983167432886,9.7129397070182231e-17,0.0,2.777435607976255e-16,3.384220195933755e-33,1.0343405488274312e-36,0.0,1.3046652554266222e-40,1.3457582618476509e-39,0.0,1.6832565899309128e-07,1.683253265517056e-07,1.6956147994826844e-13,6.3618803957520548e-19,1.0524563254307108e-15,3.5513205527873822e-15,9.3435490537251332e-16,6.771103319127368e-21,3.5808141028078518e-22,9.2509825702889838e-23,4.2020620446324933e-24,3.3309573456350033e-22,1.1405531198034609e-24,3.7745775637072075e-29,3.773557817726557e-29,2.608415799649076e-31,5.1526069779442239e-34,2.9534768821460482e-38,2.9547619252822798e-38,7.5166670766727863e-41,3.6890340017820295e-45,5.8360430299197388e-43,7.2969091482663388e-46,3.9098999005323122e-49,1.3679998765585111e-50,1.3687201438955161e-50,5.7507720961548436e-49,9.6716105047225842e-48,1.2386451323772913e-25,7.0742962742300177e-49,2.1262777965295864e-52,1.2905080119265055e-42,8.4622433496130741e-50,8.4622433496130741e-50,1.0324946532176976e-43,1.9718108467120202e-33
6.190939123921175e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332248918672691,0.66999983167428379,1.2166067529109464e-16,0.0,2.7772636897240064e-16,3.4306264299795921e-33,1.3159551188698253e-36,0.0,2.0536176237470753e-40,2.108984106123491e-39,0.0,1.6832570113756982e-07,1.6832528440735373e-07,2.1219844702242041e-13,6.3618787624958377e-19,1.2058102499279651e-15,4.5182209740837989e-15,1.3528153837301901e-15,8.4740195950743571e-21,4.4741615611757058e-22,1.1588568103587117e-22,5.2635474601378887e-24,6.1394549013283191e-22,2.6646233085892332e-24,6.9580838468038692e-29,6.9571751448453744e-29,7.7520219095237236e-31,1.9634554261032342e-33,8.7799422199138748e-38,8.7837628651236218e-38,3.7095392671978633e-40,1.8206239120333805e-44,3.8008618455197008e-42,6.3916498122112858e-45,4.5315776496341194e-48,2.2254687062858016e-49,2.2271521352457798e-49,3.7498199888116403e-48,6.4431561841038286e-47,1.7974905276635398e-25,4.6360139829870604e-48,3.4475176881419321e-51,3.8353748261761073e-42,5.5393117758384448e-49,5.539311775838444e-49,6.7263249224519243e-43,4.9492505875714202e-33
7.4389261226234585e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332248918672641,0.66999983167423904,1.4619195335431061e-16,0.0,2.777624380902745e-16,3.4494417843372259e-33,1.5975541081004013e-36,0.0,2.9703877007299569e-40,3.0413420258973288e-39,0.0,1.6832574333041359e-07,1.6832524221464794e-07,2.5479704901014031e-13,6.3618771273654231e-19,1.3299815661484108e-15,5.485068385055513e-15,1.8096194987215863e-15,1.0175402696045237e-20,5.3675085651070529e-22,1.3926152447337398e-22,6.3250323354749962e-24,1.0024181198068595e-21,5.2799555927039114e-24,1.1361844017835177e-28,1.1361409878424592e-28,1.8591655242044821e-30,5.6850345448569624e-33,2.1060631530096542e-37,2.1069796636405472e-37,1.2903286242575253e-39,6.3329774765699706e-44,1.5861128449655894e-41,3.1839385362546598e-44,2.6174439097519317e-47,1.5158302960742522e-48,1.5171705170576864e-48,1.5657903583659809e-47,2.7209010311321732e-46,2.4080360607418722e-25,1.9409057457610686e-47,2.3438618316358014e-50,9.1984911717852871e-42,2.3177083085067127e-48,2.3177083085067127e-48,2.8075587109733179e-42,1.0301704347873395e-32
8.686913121325741e-09,0.0010048633302857143,0.33000000000000002,0.0,0.0,0.0,0.0,0.27332248918672597,0.66999983167419397,1.7072323126024371e-16,0.0,2.77780979990848e-16,3.4604973707815534e-33,1.8791581304040576e-36,0.0,4.0552782792717188e-40,4.1431378017494199e-39,0.0,1.6832578556079998e-07,1.6832519998441325e-07,2.9736760249703224e-13,6.3618754907803893e-19,1.430600408714657e-15,6.4519335629924926e-15,2.2944506334646179e-15,1.1875664671588213e-20,6.2608551139405616e-22,1.6263735600628963e-22,7.3865166702303175e-24,1.5065935321510173e-21,9.3483150064299751e-24,1.7077504235183125e-28,1.7077970004761983e-28,3.8583849248872424e-30,1.3759169957733314e-32,4.3713184775073873e-37,4.3732207743309778e-37,3.6151799681605579e-39,1.7743631073947419e-43,5.1262474371277057e-41,1.1798196391786255e-43,1.083543362382367e-46,7.1136703090078857e-48,7.1207512058109297e-48,5.0626733905486369e-47,8.8643451295089061e-46,3.0563714585653297e-25,6.2865190303761912e-47,1.0981870116826029e-49,1.9090094847504256e-41,7.5039989498406684e-48,7.5039989498406684e-48,9.0758135998632989e-42,1.8905567440119306e-32
