Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),CH3X(21),HOX(22),HX(19),H2X(49),CH3OO(77)
0.0,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.553161002830065e-24,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,3.3376011003896607e-76,6.6652318274033472e-42,0.0,2.9602141457985034e-57,0.0,6.6636245613244177e-25,-4.7753787066217854e-118,6.6636245612852995e-25,8.7308113235369344e-80,6.6329526319843981e-76,0.0,0.0,4.1835771224985945e-61,5.1262582687778018e-95,2.642698415522306e-18,1.2706328827193013e-19,4.8977056602265875e-23,5.3147731474757834e-38,4.897705660226973e-23,4.1872142665341884e-58,3.2641946571339983e-42
1.8348850807924183e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996532,0.022821567693054285,0.0,1.0418150722430281e-74,4.02580002375163e-41,0.0,4.4734756171177645e-56,0.0,1.8658148771835107e-24,9.2172556632165092e-117,1.865814877159884e-24,2.4622284862117254e-78,2.0854386678907901e-74,0.0,0.0,4.9665901169811004e-60,2.6534989161502742e-93,7.3995555634624574e-18,3.5577720716140437e-19,1.3713575848633195e-22,3.2100152499903014e-37,1.3713575848635524e-22,4.9710607772293789e-57,1.9715735729200574e-41
4.194023041811242e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.11866996602996531,0.022821567693054285,0.0,2.3193257234870184e-73,1.9382494154089044e-40,0.0,4.8123609325252638e-55,0.0,4.2647197193363425e-24,9.732535319686922e-115,4.2647197192225914e-24,5.3558847754848098e-77,4.6521787168281591e-73,0.0,0.0,4.8759043317087303e-59,1.1586214741203761e-91,1.6913269859342745e-17,8.1320504494035286e-19,3.1345316225441408e-22,1.545374445441487e-36,3.1345316225452627e-22,4.8806169490722207e-56,9.4922780631124983e-41
8.912298963848889e-23,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999998,0.1186699660299653,0.022821567693054285,0.0,4.3398058354342236e-72,8.4648444208023588e-40,0.0,4.4233887937654753e-54,0.0,9.0625294038447796e-24,7.6927586892232418e-113,9.0625294033480025e-24,9.9289077335745977e-76,8.7118113914653267e-72,0.0,0.0,4.3121071577472117e-58,4.3132572471100022e-90,3.5940698451103261e-17,1.7280607204982499e-18,6.660879697903782e-22,6.7480923997097113e-36,6.6608796979086833e-22,4.3168504202260231e-55,4.1455272147325689e-40
1.8348850807924181e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999992,0.11866996602996525,0.022821567693054285,0.0,7.4912088376029699e-71,3.5339059148893512e-39,0.0,3.7843022413980424e-53,0.0,1.865814877367276e-23,5.452354930693435e-111,1.8658148771598808e-23,1.7065255547102266e-74,1.5043325543692858e-70,0.0,0.0,3.6236189470753049e-57,1.485982519928765e-88,7.3995555634624035e-17,3.5577720716140435e-18,1.3713575848615063e-21,2.8163905758652565e-35,1.3713575848635521e-21,3.6285728879501457e-54,1.7306760073675976e-39
3.7221954496074766e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999986,0.11866996602996518,0.022821567693054282,0.0,1.2437783523256945e-69,1.4437158747429553e-38,0.0,3.1289342744090888e-52,0.0,3.7849387516573119e-23,3.669184915913483e-109,3.7849387508100368e-23,2.8284409562619932e-73,2.498088844565735e-69,0.0,0.0,2.9692772683007608e-56,4.931434200585155e-87,1.5010527000166457e-16,7.2171947738456284e-18,2.7818968150005602e-21,1.1499299834360131e-34,2.781896815008918e-21,2.9749232826813351e-53,7.0703761964521398e-39
7.496816187237595e-22,0.11640260799999998,0.8585084662769803,0.0,0.0,0.3375675631999997,0.11866996602996503,0.022821567693054278,0.0,2.0252678724566083e-68,5.8357303960200052e-38,0.0,2.5443973879097108e-51,0.0,7.6231865015351478e-23,2.4074864308884316e-107,7.6231864981103239e-23,4.6053828717826742e-72,4.0680156164436146e-68,0.0,0.0,2.4020353269277622e-55,1.6068360365936325e-85,3.0232469873574168e-16,1.4536040178308787e-17,5.6029752752658612e-21,4.6428939954292618e-34,5.6029752752996447e-21,2.4091700044098549e-52,2.85795910474491e-38
1.5046057662497829e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999937,0.11866996602996473,0.022821567693054271,0.0,3.2634742262266702e-67,2.3465215257651911e-37,0.0,2.0521486704514868e-50,0.0,1.5299682006481871e-22,1.5600153791750177e-105,1.5299681992710797e-22,7.4331065224817467e-71,6.5553676236584812e-67,0.0,0.0,1.9292548504707416e-54,5.1883761926431263e-84,6.0676355620387971e-16,2.9173730987235074e-17,1.124513219574523e-20,1.8626331062253786e-33,1.1245132195881077e-20,1.9391096126022492e-51,1.1491727866991003e-37
3.0144540613018297e-21,0.11640260799999998,0.8585084662769803,0.0,0.0,0.33756756319999875,0.11866996602996412,0.022821567693054257,0.0,5.2228122857909664e-66,9.4106008257241125e-37,0.0,1.6483974127015648e-49,0.0,3.065267303713952e-22,1.0046062345435347e-103,3.0652672981911367e-22,1.1944802634239811e-69,1.0491273709354394e-65,0.0,0.0,1.5415466123121854e-53,1.6677571655808242e-82,1.2156412711400919e-15,5.8449112605087531e-17,2.2529446036499046e-20,7.4360865466677019e-33,2.2529446037043895e-20,1.556013343255085e-50,4.6086968582994382e-37
