Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),H2OX(23),COX(50),CHOX(53),CO2X(24)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.305033531594134e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,-2.8149394707124875e-121,1.311141959373811e-65,2.9700072475076062e-36,8.61607956390992e-89,1.8073311321671e-54,2.9301931224376795e-132,5.564692090377849e-20,-6.581225779360961e-106,5.564692090377849e-20,2.608906928252412e-72,9.847696513283752e-73,1.9330928837010672e-112,2.2414167888341162e-113,1.1017625339663158e-53,1.2252274914352833e-85,3.0390311159895404e-18,8.998030998167262e-20,3.602213534547962e-22,9.008783567266774e-38,3.335798334090026e-37,3.6022135345248125e-22,1.1544309585675214e-33,8.072455624511792e-42,2.8423862097343668e-46,3.588021405519699e-77,2.145630712719247e-52,2.4978290317944483e-76,3.317415880590497e-54,3.4043585021460313e-106,-7.65678606657654e-109,-1.1529615432380693e-108
1.7654093888463576e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,5.099743760528589e-119,2.932984956627899e-64,1.7938843776603593e-35,9.521131245914714e-87,2.7312388298498634e-53,1.0573123165490296e-129,1.5581137853057977e-19,1.2705152500845124e-104,1.558113785305797e-19,7.357535022330881e-71,3.096273350415932e-71,3.864399402911846e-110,4.480762292111513e-111,1.3080124801019014e-52,6.345208667025448e-84,8.50928712477071e-18,2.5194486794868334e-19,1.0086197896771882e-21,5.441305273616536e-37,2.0148221937883227e-36,1.0086197896632055e-21,6.972762942646026e-33,9.583619253644337e-41,3.374525793952025e-45,2.18279707821808e-75,2.5472927823558397e-51,1.519551284205029e-74,3.9384361327520807e-53,6.805571048285198e-104,7.748968837858225e-107,1.1668424583535146e-106
4.035221460220246e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996531,0.022821567693054285,2.1528792420067088e-116,5.795095374388757e-63,8.636781078238597e-35,8.614245507020758e-85,2.938142101181015e-52,3.8283826931910325e-127,3.5614029378418233e-19,1.3415299398818157e-102,3.561402937841821e-19,1.6004245773026084e-69,6.907615516621452e-70,6.996297023173642e-108,8.112190438235766e-109,1.2842144089001196e-51,2.7732770611288114e-82,1.944979914233304e-17,5.758739838827048e-19,2.305416662137007e-21,2.6197542598422818e-36,9.70050155550299e-36,2.3054166620696857e-21,3.3570851568616464e-32,9.409254078225154e-40,3.3132245119061214e-44,9.854468038416481e-74,2.500947159413758e-50,6.859980760506241e-73,3.866779948292911e-52,1.2321137517538937e-101,1.6227986716120758e-104,2.443615958706195e-104
8.574845602968022e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996528,0.022821567693054285,6.92512451074315e-114,1.0312071857061015e-61,3.7719092069040164e-34,6.519758361294489e-83,2.700658788425945e-51,1.1608953484357695e-124,7.567981242913876e-19,1.0603676119337286e-100,7.567981242913862e-19,2.9669174431537698e-68,1.2937199371950325e-68,1.0601870024621074e-105,1.229284410826972e-106,1.1358731005667736e-50,1.0344361804968818e-80,4.1330823177457633e-17,1.2237322157507477e-18,4.899010407116783e-21,1.1441155114733531e-35,4.236463884262497e-35,4.8990104068227746e-21,1.4661272443729584e-31,8.322378435464527e-39,2.9306786930430327e-43,3.7210710082492904e-72,2.212059440988261e-49,2.5901981346439377e-71,3.420123071794491e-51,1.867089091314724e-99,2.6080763802752333e-102,3.927250605456805e-102
1.7654093888463574e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999998,0.11866996602996524,0.022821567693054285,1.981181422892067e-111,1.7392823955459133e-60,1.5746978449409536e-33,4.529945509531913e-81,2.310470452147798e-50,3.2292621618214406e-122,1.5581137853057986e-18,7.515510110922868e-99,1.5581137853057924e-18,5.099373034143411e-67,2.2345794625916464e-67,1.4741212958735384e-103,1.7092402797542516e-104,9.547697811018834e-50,3.5776755230005455e-79,8.509287124770657e-17,2.519448679486833e-18,1.0086197897316887e-20,4.776457033239094e-35,1.7686402767058788e-34,1.0086197896089461e-20,6.120792285254887e-31,6.995460131652918e-38,2.4636965567813892e-42,1.2911591481708732e-70,1.8593692480969485e-48,8.986600085940007e-70,2.8748195153755714e-50,2.596066339594447e-97,3.7292241814786714e-100,5.615478918157379e-100
3.581259045945468e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999997,0.11866996602996516,0.022821567693054285,5.358411053080428e-109,2.8567771596448706e-59,6.433154517969866e-33,3.019870482018765e-79,1.9103416499533803e-49,8.615081130534848e-120,3.160745107334622e-18,5.057593770479387e-97,3.1607451073345965e-18,8.451836833767489e-66,3.712787186472697e-66,1.9660402317694676e-101,2.2796191637316977e-102,7.827779489905864e-49,1.1965179455311642e-77,1.7261696738820348e-16,5.1108816069590024e-18,2.046057287867931e-20,1.9513385438444493e-34,7.225472623329765e-34,2.046057287366488e-20,2.5005430771762922e-30,5.735300200855255e-37,2.0203538895563317e-41,4.301076630777239e-69,1.5244232501888358e-47,2.992912693681229e-68,2.3569507208637934e-49,3.4623818827873404e-95,5.0421096230885853e-98,7.592426450112133e-98
7.21295836014369e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.02282156769305428,1.410189262672497e-106,4.630959346999148e-58,2.600383921645672e-32,1.972980513633765e-77,1.5534581035888258e-48,2.2519300562074433e-117,6.366007751392276e-18,3.318472263611885e-95,6.36600775139217e-18,1.3761625288048576e-64,6.0527801352747114e-65,2.569355803729309e-99,2.979162193078471e-100,6.339138742282383e-48,3.958752287970193e-76,3.4766515966919347e-16,1.0293747461903335e-17,4.1209322845253006e-20,7.887622336374255e-34,2.9206515596163002e-33,4.1209322824983875e-20,1.0107592592944839e-29,4.644593726540977e-36,1.6368907117395442e-40,1.4045812591050803e-67,1.2345174749739292e-46,9.769363287816654e-67,1.9087197902967228e-48,4.5248773860727136e-93,6.634054016476356e-96,9.98958194702718e-96
1.4476356988540132e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999992,0.11866996602996462,0.022821567693054278,3.6626198272314455e-104,7.458017570971612e-57,1.0456029445768868e-31,1.2766179958439406e-75,1.2529202384255368e-47,5.82910978020894e-115,1.2776533039507605e-17,2.1503206408997452e-93,1.2776533039507187e-17,2.2211318697486182e-63,9.775255964243213e-64,3.3252568440864516e-97,3.855627724883319e-98,5.102290291977459e-47,1.3170517971194665e-74,6.977615442311581e-16,2.065947917179199e-17,8.270682279379588e-20,3.171578210194207e-33,1.174381146547869e-32,8.270682271229453e-20,4.064216655091381e-29,3.7383713730410864e-35,1.3187286448261444e-39,4.5434891078594874e-66,9.936470702943285e-46,3.1572879651315925e-65,1.536303723534285e-47,5.856090259440416e-91,8.61472573508548e-94,1.2972084450920833e-93
2.9003154245333017e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999985,0.11866996602996391,0.022821567693054268,9.456952050792011e-102,1.1971769939146424e-55,4.193335517935163e-31,8.226269250052414e-74,1.006413672223354e-46,1.5025378982817148e-112,2.5597583615738364e-17,1.3847462977855895e-91,2.5597583615736684e-17,3.5692992867538906e-62,1.5713438072907346e-62,4.2855968230657684e-95,4.969139739477533e-96,4.094266531329911e-46,4.48294970588128e-73,1.3979543133550254e-15,4.1390942591569213e-17,1.6570182275246342e-19,1.2719446823153694e-32,4.7097936518078897e-32,1.6570182242560648e-19,1.6299311539325122e-28,2.9998048182728435e-34,1.0601491664803219e-38,1.463771201450962e-64,7.97339205580669e-45,1.0153355687496053e-63,1.232786955312207e-46,7.547339343512885e-89,1.1121436771910557e-91,1.6746698893138037e-91
5.8056748758918786e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999705,0.11866996602996248,0.022821567693054247,2.437924701210396e-99,1.9186047059091596e-54,1.6795214816891834e-30,5.297018216046758e-72,8.067651273026202e-46,3.8700609452395825e-110,5.1239684768200245e-17,8.889806675328998e-90,5.123968476819354e-17,5.723297843564755e-61,2.520007626882076e-61,5.519152523828721e-93,6.399444759770373e-94,3.2803953572102693e-45,1.5977445853106821e-71,2.7983398516025134e-15,8.285386943112332e-17,3.316918229161267e-19,5.094412898959762e-32,1.8863740755232077e-31,3.3169182160699277e-19,6.528214265514462e-28,2.4034898530365777e-33,8.525381340526343e-38,4.712667581840556e-63,6.388416566183455e-44,3.257098452421631e-62,9.877296872975674e-46,9.71974702469988e-87,1.4334987242688682e-89,2.1585674850087423e-89
1.1616393778609032e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999416,0.11866996602995962,0.022821567693054205,6.296529757093119e-97,3.072267020898972e-53,6.722463224859587e-30,3.418673739940968e-70,6.460664171368904e-45,9.990620055576753e-108,1.0252388707312551e-16,5.698269838654687e-88,1.0252388707309867e-16,9.16722307956605e-60,4.0367040759570375e-60,7.123950010347911e-91,8.260203782612989e-92,2.626310657789001e-44,6.143518836162521e-70,5.599110928096502e-15,1.657797231102302e-16,6.636718242287725e-19,2.0390925949371792e-31,7.550412330612879e-31,6.636718189888153e-19,2.6129773809460355e-27,1.9242461890779453e-32,6.875586042840469e-37,1.5208231694869976e-61,5.114617924287763e-43,1.0435544842138507e-60,7.907842553239143e-45,1.254594642301107e-84,1.851191874067214e-87,2.78753138822353e-87
2.323783158404334e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999884,0.11866996602995392,0.022821567693054122,1.6362797133856177e-94,4.917627134041145e-52,2.6898612024557926e-29,2.2204835148091303e-68,5.171149877203202e-44,2.5954358228211803e-105,2.0509229168298209e-16,3.649709175595384e-86,2.050922916828747e-16,1.467551868775149e-58,6.462481511981506e-59,9.253783893741081e-89,1.0729741306891662e-89,2.101846317435889e-43,2.62338809324558e-68,1.1200653081080526e-14,3.316314304684389e-16,1.3276318307953913e-18,8.159024764599883e-31,3.0211484156356985e-30,1.3276318098286606e-18,1.0455236044172833e-26,1.5399703758258612e-31,5.582743534462629e-36,4.939488486402258e-60,4.093249161293971e-42,3.341410366176662e-59,6.328676173722754e-44,1.6296784311411136e-82,2.4054042285861114e-85,3.6220665299231997e-85
