Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),CH3X(55),C2H4(47),COX(50),H2OX(23),CHOX(53),O(29),acetyl(44),C2H4X(215),C2H4X(70),C2H6X(52),CO2X(24)
6.258727987672922e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999677,0.11866996602996226,0.022821567693054243,1.7276760072248106e-100,1.5248046842217555e-45,1.9518762222612707e-30,2.8454481289252336e-72,1.0303371143854014e-45,2.4158197265563464e-110,5.5238237757677016e-17,1.4224094878716062e-89,5.52382377576667e-17,7.879740945353333e-61,6.790587871278841e-60,3.1959411368781307e-93,3.7056864568126315e-94,7.030666784051421e-32,6.319810840684325e-71,3.01671180743725e-15,8.931947492424932e-17,3.575758093839534e-19,5.920534196819908e-32,2.192272574161683e-31,3.575758088660079e-19,2.5561328901069724e-28,3.4181088484088867e-34,4.150849936753514e-39,2.665926745776453e-64,8.003746130916825e-44,1.9723047753256785e-31,4.1778811984381296e-61,5.6283531249271945e-87,1.2374801008188692e-45,2.795671416112188e-90,6.715388812720604e-25,1.6894714624267652e-102,4.0828460129783043e-75,6.142108599227219e-85,1.0210831595732362e-59,1.4190163235129856e-90
1.2522893619123145e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999366,0.11866996602995918,0.0228215676930542,4.5305899576707163e-98,1.2207708959782122e-44,7.81259164151632e-30,1.8645567711733157e-70,8.251053316497868e-45,6.3314162452791746e-108,1.1052446703383022e-16,9.117490828395488e-88,1.1052446703378887e-16,1.26212797287038e-59,1.0877584554206517e-58,4.188140524184172e-91,4.856139381766282e-92,2.8140989582633734e-31,3.441979423982331e-69,6.036044563445896e-15,1.7871655147744906e-16,7.154622846296509e-19,2.369756488930075e-31,8.774803518600203e-31,7.154622825565179e-19,1.0231179344201914e-27,2.736561249040683e-33,3.400040948133741e-38,8.735925489747337e-63,6.407863537441751e-43,7.894359068251793e-31,1.338570520672518e-59,7.375709619787843e-85,9.907364704728167e-45,3.665760798868198e-88,1.3436613427940473e-24,4.4300531461873966e-100,2.6162955565069992e-73,6.683936686568333e-83,1.635507597633376e-58,1.8606530589455718e-88
2.505122488202359e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679998745,0.11866996602995303,0.022821567693054108,1.212190154049803e-95,9.769877373002805e-44,3.126054306783266e-29,1.2468146328255807e-68,6.604186846998212e-44,1.6931179931780436e-105,2.2109692558615843e-16,5.839700624253495e-86,2.2109692558599292e-16,2.0205009184302202e-58,1.7414256669069933e-57,5.600293474343108e-89,6.493527502792664e-90,1.126006136669348e-30,2.009672867029319e-67,1.2074710075458597e-14,3.5751070458384263e-16,1.4312352366790292e-18,9.482111701852601e-31,3.511064374319174e-30,1.431235228383786e-18,4.0937934543479466e-27,2.1900739956256102e-32,2.8440516281073024e-37,2.9217308591033046e-61,5.128238330366688e-42,3.1587719090775126e-30,4.2860555799684434e-58,9.862643850156007e-83,7.928901996884336e-44,4.9043691645468554e-86,2.6879066882274395e-24,1.185104229641995e-97,1.6754739106432778e-71,7.800231917476713e-81,2.618232599455633e-57,2.4893413815027844e-86
5.010788740782448e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.452307276799975,0.11866996602994073,0.022821567693053928,3.3676906737709247e-93,7.817386337506771e-43,1.2506252895387337e-28,8.657522136097881e-67,5.28468748131372e-43,4.700654587473745e-103,4.4224184269090234e-16,3.7388511269701187e-84,4.4224184269024024e-16,3.2336786483132845e-57,2.7870909096714735e-56,7.7752058220729725e-87,9.015333399308713e-88,4.504757757841037e-30,1.224311150059231e-65,2.4152041099465637e-14,7.150990107966059e-16,2.8627811470097763e-18,3.793461314933728e-30,1.4046543731419785e-29,2.862781113823314e-18,1.6377751872732415e-26,1.7523812226594277e-31,2.4724858821491118e-36,1.0149524449744104e-59,4.103369854794334e-41,1.2637144456159425e-29,1.371952526563203e-56,1.3692869129792587e-80,6.344324967034729e-43,6.813570013699386e-84,5.376399068651896e-24,3.2915116241942856e-95,1.0726329421246578e-69,9.500508448152854e-79,4.190308837104343e-56,3.4584068439317395e-84
1.0022121245942626e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679995014,0.11866996602991613,0.02282156769305357,9.970820494446597e-91,6.254502972863869e-42,5.002908383169486e-28,6.40632435714591e-65,4.228285251032699e-42,1.390412459817641e-100,8.845316769007402e-16,2.3933264972561492e-82,8.845316768980912e-16,5.174587678571482e-56,4.459993009195306e-55,1.1501740764631945e-84,1.3336242135921806e-85,1.8020497558128776e-29,7.637426748166582e-64,4.8306703147406263e-14,1.4302756232220367e-15,5.725872992599692e-18,1.5175073792237e-29,5.619074751752225e-29,5.7258728598423355e-18,6.551563792898755e-26,1.4020209334418888e-30,2.2931007747210693e-35,3.758563579787213e-58,3.283007631495798e-40,5.055269146390268e-29,4.390872110954184e-55,2.0255647711872766e-78,5.0759398031325436e-42,1.0088812279067888e-81,1.0753390587731496e-23,9.74087008866911e-93,6.865844315679619e-68,1.1850788076982931e-76,6.705403609840855e-55,5.120843547787218e-82
2.0044786256262983e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999004,0.11866996602986693,0.022821567693052856,3.242877048124829e-88,5.003840054173884e-41,2.001244851064332e-27,5.207158169641797e-63,3.382842318926499e-41,4.516473146158157e-98,1.7691113453218148e-15,1.5318767421766712e-80,1.7691113453112187e-15,8.279901793103838e-55,7.136505535282396e-54,1.8686202067384927e-82,2.1666608531124644e-83,7.20849233904951e-29,4.8244416945093965e-62,9.661602724299371e-14,2.8606288480725165e-15,1.1452056783496888e-17,6.070271373132285e-29,2.247721339627082e-28,1.1452056252440253e-17,2.6206760470030697e-25,1.1216425414581475e-29,2.3384525375263652e-34,1.5293842256399442e-56,2.626530871979499e-39,2.022189910798704e-28,1.4051535327224836e-53,3.290815963578119e-76,4.0609412729486473e-41,1.6411239139191503e-79,2.150740065881345e-23,3.166135839223852e-90,4.39437951109326e-66,1.4970384295187175e-74,1.0729373399320875e-53,8.329962654881614e-80
4.0090116276903697e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679980093,0.11866996602976854,0.022821567693051426,1.1835337495706e-85,4.003167279513441e-40,8.005142801875904e-27,4.749357482701109e-61,2.7063595028162935e-40,1.6460961982510153e-95,3.5382706821695624e-15,9.804484071962015e-79,3.538270682127177e-15,1.3248292072910498e-53,1.1418817882323553e-52,3.4063764745448624e-80,3.9496857009535157e-81,2.8834555998249876e-28,3.067207614385435e-60,1.9323467543299335e-13,5.721335297771946e-15,2.2904424764190134e-17,2.4281538341424516e-28,8.991068110280138e-28,2.2904422639875576e-17,1.048246861331359e-24,8.972914095139161e-29,2.6769840102690588e-33,6.984077742684918e-55,2.101274703317085e-38,8.088923962830399e-28,4.496447915489732e-52,5.998949248822175e-74,3.248824773957351e-40,2.9957591238739604e-77,4.301552893266836e-23,1.1547385560334987e-87,2.812378564106078e-64,1.903426801539154e-72,1.7167579543718468e-52,1.5205790390673282e-77
8.018077631818512e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767996019,0.11866996602957174,0.022821567693048564,4.838682693406643e-83,3.202572179840704e-39,3.202090119820238e-26,4.852733878128118e-59,2.1651218583595206e-39,6.721732081735312e-93,7.076589355887446e-15,6.275021128489126e-77,7.076589355717902e-15,2.119762662873206e-52,1.8270421863061858e-51,6.956920014228857e-78,8.06653267947406e-79,1.1533939728764498e-27,1.9563334563159664e-58,3.8647197180829175e-13,1.1442748197164692e-14,4.5809162321407705e-17,9.712681209465823e-28,3.5964636913224414e-27,4.5809153823704325e-17,4.192671057867476e-24,7.177713783242499e-28,3.4313287598617997e-32,3.5722939329218966e-53,1.6810399214938227e-37,3.235602299128803e-27,1.4387523874686182e-50,1.2251789609872215e-71,2.5990820920310892e-39,6.125627089524363e-75,8.603221800714223e-23,4.7181300184758553e-85,1.7997854209003866e-62,2.4280283631466032e-70,2.746859291478247e-51,3.1092348017950736e-75
1.6036209640074798e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767992039,0.11866996602917813,0.022821567693042843,2.164552366426293e-80,2.562073504465767e-38,1.280842903104664e-25,5.425895926590464e-57,1.7321111836566354e-38,3.0043440300595213e-90,1.415322670341277e-14,4.016061924489874e-75,1.4153226702734595e-14,3.3916489874260754e-51,2.923288086150695e-50,1.5550615321033287e-75,1.803090206559705e-76,4.613599357511005e-27,1.2497369830138815e-56,7.729465645400847e-13,2.2885573995925716e-14,9.161864382105006e-17,3.885065900462332e-27,1.4385926832279308e-26,9.161860982719504e-17,1.676789787594688e-23,5.741081068189741e-27,4.808050978345261e-31,1.9988117106572472e-51,1.3448402507653217e-36,1.294247342301415e-26,4.603164689046612e-49,2.7386091371467816e-69,2.0792642953061813e-38,1.3704129722080285e-72,1.7206732626314603e-22,2.109717147603167e-82,1.1516537009343432e-60,3.1020746538627637e-68,4.395012103146902e-50,6.955945001194653e-73
3.2072473656587367e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767984079,0.11866996602839094,0.0228215676930314,1.0278904448782003e-77,2.049665776614817e-37,5.12338736432701e-25,6.440673704962787e-55,1.3856944168088147e-37,1.4259331826486684e-87,2.830650139882164e-14,2.570295092852087e-73,2.830650139610895e-14,5.426661302589672e-50,4.677263097291046e-49,3.69082832616455e-73,4.27950658549252e-74,1.8454444362221762e-26,7.988614607176227e-55,1.5458957499284556e-12,4.577122559334991e-14,1.83237632376222e-16,1.55400923748618e-26,5.754384484136863e-26,1.832374963775166e-16,6.704879977483678e-23,4.591080892585126e-26,7.145341296709851e-30,1.1869411938792397e-49,1.0758759258037882e-35,5.177001253105282e-26,1.4724521857235216e-47,6.499893311154486e-67,1.6633944252120086e-37,3.254266968049378e-70,3.4414446320337744e-22,1.0015848350532445e-79,7.367801945454814e-59,3.9657848860147197e-66,7.032049106156101e-49,1.6518145317952116e-70
6.414500168961251e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767968158,0.11866996602681655,0.022821567693008516,5.054329411205896e-75,1.6397364805203623e-36,2.0493597275119042e-24,7.916902420473464e-53,1.1085577071246318e-36,7.00952113174825e-85,5.661305079107232e-14,1.6449937716244853e-71,5.661305078022152e-14,8.682676234006669e-49,7.48357688972109e-48,9.0722419546452e-71,1.0519241691609733e-71,7.381787131384987e-26,5.106681466341581e-53,3.0917941204043364e-12,9.154252878780688e-14,3.6647571183031485e-16,6.215876261816491e-26,2.30175601413903e-25,3.664751676515775e-16,2.680120173899771e-22,3.66999679176705e-25,1.0988517329737949e-28,7.297091539578707e-48,8.607028696340758e-35,2.0708021088820163e-25,4.708229100706114e-46,1.5977058473751434e-64,1.3306824013357651e-36,8.001371565078716e-68,6.883264187967321e-22,4.9242448135376135e-77,4.711801404323946e-57,5.070127339174552e-64,1.125130220780153e-47,4.061433949848548e-68
1.282900577556628e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679363175,0.11866996602366778,0.022821567692962744,2.5316433766916797e-72,1.311792439967624e-35,8.19746149561856e-24,9.913281558951243e-51,8.868470123236142e-36,3.5104406225086526e-82,1.1322614958130532e-13,1.0527975404400746e-69,1.1322614953790212e-13,1.3892295891617182e-47,1.19735412442329e-46,2.271821492195965e-68,2.634170756306104e-69,2.9527167298945067e-25,3.262607444954106e-51,6.1835908601526565e-12,1.8308513517515517e-13,7.329522810742473e-16,2.4862172218732964e-25,9.20702425942019e-25,7.329501028938184e-16,1.0705833767424308e-21,2.931411077212609e-24,1.7207263729380715e-27,4.5692746787610934e-46,6.885641673508964e-34,8.283205497677155e-25,1.5043168507182273e-44,4.000884726877069e-62,1.0644905340766782e-35,2.0038994326879744e-65,1.3768010568349794e-21,2.46628802432439e-74,3.0109530413275706e-55,6.478312620190325e-62,1.8002101946872014e-46,1.0171958548192415e-65
2.5658016988776336e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767872636,0.11866996601737023,0.022821567692871202,1.2789615471615961e-69,1.0494379926797123e-34,3.2789994865637964e-23,1.2520013059322443e-48,7.094779119519802e-35,1.773318691198934e-79,2.26452347184698e-13,6.737908564024837e-68,2.2645234701108522e-13,2.2227682631720867e-46,1.9157051763979414e-45,5.738214469898282e-66,6.653441125064765e-67,1.1810870674581527e-24,2.081490741104854e-49,1.2367184334835532e-11,3.6617034794358895e-13,1.465907068561228e-15,9.9437933033424e-25,3.68280635386182e-24,1.4658983441584417e-15,4.2706566106843114e-21,2.3378163147940065e-23,2.717115224605565e-26,2.8855889839977336e-44,5.508537075709364e-33,3.313276689009993e-24,4.7990364705486034e-43,1.0105501716824202e-59,8.515028737098381e-35,5.061519137240962e-63,2.754193240317409e-21,1.2458907763475023e-71,1.9211409813720805e-53,8.265642146507244e-60,2.880337625934115e-45,2.569430926046081e-63
5.131603941519645e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767745273,0.11866996600477513,0.022821567692688116,6.475124494507398e-67,8.395563904360193e-34,1.3116109957643544e-22,1.5846511534490561e-46,5.67582391908629e-34,8.977811426866578e-77,4.529047424831896e-13,4.312262116352005e-66,4.529047417887388e-13,3.556429340324491e-45,3.064929179305745e-44,1.4525538268120498e-63,1.684230083236966e-64,4.7243490210898286e-24,1.3240049751770016e-47,2.473437126494621e-11,7.323407734554061e-13,2.9318233003331965e-15,3.976655219079805e-24,1.4731191591908936e-23,2.9317883098372428e-15,1.6989912802859882e-20,1.858641528892022e-22,4.299205300565633e-25,1.8261686018383387e-42,4.406864932766402e-32,1.3253056356245515e-23,1.52630457148494e-41,2.558066774115176e-57,6.8105867658094595e-34,1.281116353198316e-60,5.5107492369040944e-21,6.30753112238073e-69,1.222073677891737e-51,1.0514105482133806e-57,4.608540745149971e-44,6.50428317428587e-61
1.0263208426803667e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727674905474,0.11866996597958492,0.022821567692321947,3.2673297467708215e-64,6.716545138733558e-33,5.246531016174483e-22,1.9990417577996475e-44,4.540658448827551e-33,4.53031244737898e-74,9.058095334469929e-13,2.7598470085636428e-64,9.058095306691955e-13,5.69028506501811e-44,4.903245500484318e-43,3.664855232174062e-61,4.249377330007271e-62,1.889739758891518e-23,8.371520280818498e-46,4.94687450481473e-11,1.4646816243788466e-12,5.8636828707452836e-15,1.5899724454998186e-23,5.892448173248546e-23,5.8635421740259976e-15,6.722908827187501e-20,1.4686162474940494e-21,6.779370815051551e-24,1.1518278594824965e-40,3.525546596407962e-31,5.301180959208555e-23,4.8249858380483474e-40,6.4540680806207446e-55,5.44617129211949e-33,3.2314231192775096e-58,1.1030947748550377e-20,3.1826964605482733e-66,7.727233927254583e-50,1.3292860592133555e-55,7.37366400192948e-43,1.641010737646543e-58
2.0526417397371713e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072766981096,0.1186699659292045,0.022821567691589606,1.631714558335725e-61,5.373385605187774e-32,2.0986797349452574e-21,2.4958768838678942e-42,3.632524987197793e-32,2.2626543137445363e-71,1.8116191168418575e-12,1.766300630949561e-62,1.8116191057307079e-12,9.104448280846228e-43,7.843145314554076e-42,9.151819263238337e-59,1.0611443910388335e-59,7.558959338094612e-23,5.23113846751356e-44,9.893749230646836e-11,2.9293633258249825e-12,1.1727514164728674e-14,6.354378582194482e-23,2.3569562178291e-22,1.172694563558931e-14,2.6324446031184093e-19,1.1464898035166579e-20,1.0579559049216939e-22,7.1898997793105e-39,2.8205218365222935e-30,2.120438865013243e-22,1.507238207576199e-38,1.6116781069110022e-52,4.353263760745597e-32,8.064732346160229e-56,2.2099690845617285e-20,1.5894065084345213e-63,4.828617507396008e-48,1.6605156480721446e-53,1.1797856250211214e-41,4.097544504999456e-56
4.1052835338507806e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072765962193,0.11866996582844365,0.022821567690124923,7.972666184701364e-59,4.2989467922048765e-31,8.395226407027268e-21,3.048906240000863e-40,2.9060168854833664e-31,1.1057593639989396e-68,3.6232382895004176e-12,1.1304303823056217e-60,3.6232382450561293e-12,1.4567090768798674e-41,1.2542495209887372e-40,2.2361433396911176e-56,2.5927690955241977e-57,3.0235837970121384e-22,3.1951107280404943e-42,1.978749855907861e-10,5.858726727114561e-12,2.345565353778806e-14,2.5373530056706864e-22,9.427639902691753e-22,2.3453335506350207e-14,1.0101872196073852e-18,8.743591532959325e-20,1.615162960391135e-21,4.390726233026303e-37,2.256545147423431e-29,8.481486817051443e-22,4.601334990180801e-37,3.937846842408733e-50,3.47674733636013e-31,1.9681964383042646e-53,4.4350561333911915e-20,7.765584714559965e-61,2.9492915454166397e-46,2.0265947877041732e-51,1.8876548436842694e-40,1.0009994095343187e-53
6.15792532796439e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727649432895,0.1186699657276828,0.02282156768866024,6.73023667097611e-58,1.2292691597944397e-30,1.784056634010715e-20,1.9655326281878554e-39,8.62723231487879e-31,9.294052646747096e-68,5.434857468027809e-12,6.418245075151024e-60,5.434857373583947e-12,5.511021534128583e-41,4.780700841225229e-40,1.6592876949807266e-55,1.9239116057673115e-56,6.425115608624802e-22,1.763666912942961e-41,2.968124776427794e-10,8.788090126801449e-12,3.5184296358886656e-14,5.385427947859787e-22,2.003346296853414e-21,3.517930833963852e-14,2.0867460994048936e-18,2.4328820936556816e-19,5.814280443660661e-21,2.4112272081204175e-36,6.452509543645105e-29,1.802276478874425e-21,2.114378643386944e-36,2.921983412971235e-49,9.93171038876546e-31,1.4672529933589384e-52,6.671481611542308e-20,6.544119593391262e-60,1.627982236137268e-45,1.3117299056582303e-50,7.141377734375018e-40,7.464352670004791e-53
