Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),C2H4(47),CH3X(55),COX(50),CHOX(53),O(29),CO2X(24),acetyl(44),C2H4X(215),C2H6X(52),C2H4X(70),HOCO(73),CHO2(74),S(216)
1.4553913395071891e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44741654986264,0.11387812156922396,0.022718968647522732,1.7177448904554605e-11,8.024624848646423e-09,8.434771975095418e-06,7.577400127185545e-07,7.129309968727936e-09,1.2147039246207892e-19,0.00012829974627114654,8.592474944232133e-18,0.00010669647825963682,2.3309073284140885e-13,4.337061115337002e-11,1.2812729099672844e-14,9.397065541486596e-17,2.51524626960448e-07,2.402165259024485e-12,0.004658610058743581,0.00020392888211830492,2.389329320148327e-05,2.7020240134415747e-09,7.248650874148629e-10,2.875906945472455e-10,1.3286951525399303e-13,1.1432414187216407e-09,4.150196484986936e-06,9.794227419951263e-09,4.133705332827347e-13,1.301585196986769e-07,3.7695171760576145e-12,4.0161613295955585e-10,2.3689995176090615e-12,1.7200273909525202e-14,2.378928782082459e-07,1.4114522631995857e-13,2.4322364736910034e-16,2.9859562504144207e-14,1.648857057841279e-11,6.848591261709413e-19,1.3968486249367537e-19,7.803132024422113e-21,9.008333977178806e-34
1.4610929419015565e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4474042690660199,0.11386624527641875,0.022718570506739106,1.7491144255614775e-11,8.121023846730412e-09,8.512600119627754e-06,7.683776599585511e-07,7.212504836947492e-09,1.2434323648213397e-19,0.00012880089538483042,8.763580483515424e-18,0.00010704507689912776,2.359029315461617e-13,4.403689170161151e-11,1.3042351645409702e-14,9.565971522299823e-17,2.533866361857695e-07,2.440627680885321e-12,0.004669949800041969,0.00020471072593647777,2.4026586215455932e-05,2.7275647144445876e-09,7.276848852535545e-10,2.886105654359571e-10,1.3335546456959194e-13,1.156372281615625e-09,4.174674888874034e-06,9.89402275439276e-09,4.1834929178207495e-13,1.3145731534560163e-07,3.829998614576792e-12,4.0317421020479705e-10,2.402203561008494e-12,1.747294545287333e-14,2.3960225985265787e-07,1.4313399484857706e-13,2.4760180245280935e-16,3.0446387555387384e-14,1.6692310979649075e-11,6.958057638348679e-19,1.427008172734213e-19,7.971594765419149e-21,9.32002174169102e-34
1.466794544295924e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44739202768533365,0.11385440809395833,0.022718172388623233,1.780924946936786e-11,8.218218901163302e-09,8.590911214566923e-06,7.791192138773517e-07,7.296336888111098e-09,1.2727153485500976e-19,0.00012930202687789783,8.937400264670437e-18,0.00010739322804290518,2.3873784526083884e-13,4.4710692231876405e-11,1.327506741333815e-14,9.737216335709712e-17,2.552547225199869e-07,2.4795518107269437e-12,0.004681250323585489,0.000205492407944296,2.415981423394605e-05,2.753212411475437e-09,7.305044849926983e-10,2.896303953458545e-10,1.3384160640282087e-13,1.169580694831781e-09,4.199172481802714e-06,9.994383443728418e-09,4.2336874395742465e-13,1.3276479681573414e-07,3.891207590521457e-12,4.0473218180186526e-10,2.4357310850284186e-12,1.7748542215170597e-14,2.413166477905654e-07,1.4514198250725234e-13,2.5204021782787944e-16,3.1042334118131027e-14,1.6897709176676502e-11,7.068834895734638e-19,1.4576893923802394e-19,8.142971133981227e-21,9.641178085585127e-34
1.4724961466902914e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44737982559004386,0.1138426098867614,0.022717774293111614,1.813180704525101e-11,8.31621364678277e-09,8.669706669650822e-06,7.899651981798151e-07,7.3808084328250945e-09,1.302560993295376e-19,0.00012980314068240597,9.113966397241952e-18,0.00010774093244405427,2.415955672040901e-13,4.5392066754795376e-11,1.3510903265190887e-14,9.910822355112996e-17,2.5712887799092873e-07,2.5189413532971013e-12,0.004692511764527405,0.00020627392776071865,2.4292973523084033e-05,2.778966555578114e-09,7.333238862599769e-10,2.906501841222603e-10,1.343279413665299e-13,1.1828663660339157e-09,4.223688731793702e-06,1.0095309303288188e-08,4.2842905675835503e-13,1.340809964856475e-07,3.953149953862418e-12,4.062900478387871e-10,2.469583710610026e-12,1.8027076440287915e-14,2.430360313008346e-07,1.4716927763379349e-13,2.5653945292957255e-16,3.1647506483655206e-14,1.7104771585210837e-11,7.180933514657282e-19,1.4888989712316188e-19,8.317298476126236e-21,9.972050390638512e-34
1.4781977490846589e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44736766265004735,0.11383085052021312,0.022717376220140972,1.8458859677067475e-11,8.415011718137053e-09,8.748987881748894e-06,8.009161355868726e-07,7.465921780260288e-09,1.3329774912893274e-19,0.00013030423673038297,9.293311241026679e-18,0.00010808819085139834,2.444761905972366e-13,4.608106944011826e-11,1.3749886138287269e-14,1.0086812061560912e-16,2.5900909463525876e-07,2.5588000283593662e-12,0.004703734257554528,0.00020705528500522422,2.4426060379261252e-05,2.804826594645118e-09,7.361430886829104e-10,2.916699316104017e-10,1.3481447005398265e-13,1.1962289970550902e-09,4.2482231078785e-06,1.01968001311809e-08,4.335303968157972e-13,1.3540594659316267e-07,4.015831578332799e-12,4.0784780840205736e-10,2.503763055576196e-12,1.8308560229092414e-14,2.4476039968207873e-07,1.4921596822535998e-13,2.611000694642853e-16,3.226200970300826e-14,1.7313504616945683e-11,7.294364018135026e-19,1.5206436493413367e-19,8.494614432115696e-21,1.0312891433129475e-33
1.4838993514790263e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44735553873567435,0.1138191298601635,0.022716978169648246,1.8790450252228893e-11,8.514616749360091e-09,8.828756234729978e-06,8.119725478164843e-07,7.551679238151144e-09,1.3639731096057544e-19,0.0001308053149538266,9.475467406993845e-18,0.00010843500400952832,2.473798086639951e-13,4.6777754616366384e-11,1.3992043044559656e-14,1.0265208043511617e-16,2.608953644983955e-07,2.5991315706925823e-12,0.004714917936888826,0.00020783647929783152,2.4559071129371368e-05,2.8307919735149044e-09,7.389620918888496e-10,2.926896376554091e-10,1.3530119303874705e-13,1.2096682839610425e-09,4.27277508011817e-06,1.0298855708363925e-08,4.3867293043736423e-13,1.367396792334949e-07,4.079258361427194e-12,4.094054635766413e-10,2.538270734572915e-12,1.8593005538484754e-14,2.464897422525672e-07,1.5128214193456195e-13,2.6572263139673106e-16,3.2885949589265354e-14,1.7523914679552738e-11,7.409136971413227e-19,1.552930219529065e-19,8.67495693684802e-21,1.0663959477406473e-33
1.4896009538733938e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44734345371768597,0.11380744777292585,0.02271658014157062,1.9126621850989033e-11,8.615032374046843e-09,8.909013099333408e-06,8.231349555647034e-07,7.638083112794934e-09,1.395556190251999e-19,0.00013130637528470363,9.660467758204801e-18,0.00010878137265883215,2.503065146302028e-13,4.748217677048522e-11,1.423740106957582e-14,1.0446032996578724e-16,2.627876796344314e-07,2.639939730090265e-12,0.004726062936289023,0.00020861751025912003,2.4692002131045008e-05,2.856862134069185e-09,7.417808955049739e-10,2.937093021023178e-10,1.357881108745934e-13,1.2231839171143717e-09,4.297344119622013e-06,1.040147579871373e-08,4.4385682360275177e-13,1.3808222635543975e-07,4.143436224400771e-12,4.109630134459779e-10,2.5731083590110406e-12,1.8880424180469442e-14,2.482240483501366e-07,1.5336788606560096e-13,2.704077049370144e-16,3.3519432719781744e-14,1.7736008176681957e-11,7.525262981962586e-19,1.585765527449062e-19,8.858364220237319e-21,1.1025518370635112e-33
1.4953025562677614e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4473314074672722,0.11379580412527514,0.022716182135845493,1.9467417745668975e-11,8.7162622251289e-09,8.989759833043349e-06,8.34403878486854e-07,7.725135709050952e-09,1.427735150254914e-19,0.00013180741765494845,9.848345410731691e-18,0.00010912729753552415,2.5325640172354225e-13,4.8194390547497326e-11,1.448598737155748e-14,1.0629309723276021e-16,2.6468603210605496e-07,2.6812282713599603e-12,0.004737169389052218,0.00020939837751025045,2.4824849772877826e-05,2.8830365153300847e-09,7.445994991582825e-10,2.9472892479606683e-10,1.3627522409539648e-13,1.236775581239477e-09,4.321929698566126e-06,1.0504660149097272e-08,4.490822419592285e-13,1.394336197575995e-07,4.208371112268276e-12,4.125204580919811e-10,2.608277537008414e-12,1.917082782125808e-14,2.4996330733210005e-07,1.554732875704511e-13,2.751558585275975e-16,3.41625664384405e-14,1.794979150796173e-11,7.642752699477439e-19,1.619156471655477e-19,9.044874807577734e-21,1.1397837638730876e-33
1.501004158662129e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.447319399856051,0.11378419878444641,0.02271578415241049,1.9812881399874045e-11,8.818309934750378e-09,9.070997779966388e-06,8.457798351788225e-07,7.81283933033965e-09,1.46051848174093e-19,0.00013230844199646241,1.0039133734575196e-17,0.00010947277937167464,2.562295631732666e-13,4.891445075015526e-11,1.4737829180395073e-14,1.0815061132758346e-16,2.6659041398447217e-07,2.7230009743225615e-12,0.004748237428015474,0.00021017908067298496,2.4957610474651843e-05,2.909314553557072e-09,7.474179024755901e-10,2.957485055814999e-10,1.3676253321504465e-13,1.2504429554882023e-09,4.346531290211862e-06,1.060840848944424e-08,4.543493508172089e-13,1.407938910846499e-07,4.274068993803006e-12,4.1407779759504465e-10,2.6437798733323273e-12,1.9464227980405584e-14,2.5170750857515933e-07,1.575984330450804e-13,2.799676628301623e-16,3.48154588578946e-14,1.8165271068999013e-11,7.761616815873955e-19,1.6531100036650719e-19,9.234527519893334e-21,1.1781192583486385e-33
1.5067057610564966e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4473074307560654,0.11377263161813314,0.02271538619120347,2.0163056467702305e-11,8.921179134144143e-09,9.152728270712443e-06,8.572633431584589e-07,7.901196278641836e-09,1.4939147520102448e-19,0.0001328094482411125,1.0232866354581292e-17,0.00010981781889523973,2.5922609220992583e-13,4.9642412338594925e-11,1.4992953796658814e-14,1.1003310240558703e-16,2.685008173493301e-07,2.7652616338115762e-12,0.0047592671855574194,0.0002109596193697075,2.509028068755012e-05,2.935695682343719e-09,7.502361050835221e-10,2.9676804430336485e-10,1.3725003872735412e-13,1.2641857135061935e-09,4.371148368924162e-06,1.0712720532820189e-08,4.59658315145912e-13,1.4216307182364935e-07,4.34053586153569e-12,4.1563503203404324e-10,2.679616969342343e-12,1.9760636029979537e-14,2.5345664147531676e-07,1.5974340872571414e-13,2.8484369071236623e-16,3.547821886180383e-14,1.838245325137942e-11,7.881866065288179e-19,1.6876331280173472e-19,9.427361474273491e-21,1.217586438090098e-33
1.5124073634508642e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44729550003978213,0.11376110249448572,0.022714988252162494,2.0517986792944985e-11,9.024873453508372e-09,9.234952622278866e-06,8.688549188470969e-07,7.990208854497835e-09,1.527932603605158e-19,0.00013331043632073075,1.0429577151357057e-17,0.0001101624168300909,2.622460820650921e-13,5.037833042998895e-11,1.525138859060624e-14,1.1194080168321572e-16,2.704172342886403e-07,2.8080140596723616e-12,0.004770258793599822,0.0002117399932234439,2.5222856894364743e-05,2.9621793327141954e-09,7.530541066085083e-10,2.977875408063145e-10,1.3773774110598936e-13,1.2780035234999181e-09,4.395780410189776e-06,1.0817595975500469e-08,4.650092995691068e-13,1.435411933003901e-07,4.407777731753305e-12,4.171921614863356e-10,2.7157904229334653e-12,2.0060063193762395e-14,2.55210695447787e-07,1.6190830048513837e-13,2.897845172344975e-16,3.6150956107065995e-14,1.8601344442667326e-11,8.003511224074008e-19,1.7227329023320709e-19,9.623416084193827e-21,1.258214018072138e-33
1.518108965845232e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4472836075800899,0.11374961128210988,0.02271459033522586,2.0877716408278705e-11,9.129396521883557e-09,9.317672137937908e-06,8.805550775511846e-07,8.079879357006656e-09,1.5625807543725669e-19,0.00013381140616711292,1.0629300262185503e-17,0.0001105065738960449,2.6528962597108657e-13,5.112226029820039e-11,1.5513161001186163e-14,1.1387394143532531e-16,2.723396568987041e-07,2.851262076761309e-12,0.004781212383609182,0.0002125202018578818,2.535533560969802e-05,2.9887649332195087e-09,7.558719066767772e-10,2.9880699493490603e-10,1.3822564080438878e-13,1.2918960483043404e-09,4.420426890635365e-06,1.0923034497044989e-08,4.704024683609457e-13,1.4492828667579295e-07,4.47580064449783e-12,4.18749186027767e-10,2.7523018284796856e-12,2.036252054648669e-14,2.5696965992691094e-07,1.6409319382904468e-13,2.9479071963602566e-16,3.683378102604269e-14,1.882195102640592e-11,8.126563110801045e-19,1.7584164373642242e-19,9.822731059822676e-21,1.3000313207201511e-33
1.5238105682395995e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4472717532502973,0.113738157850065,0.022714192440332102,2.1242289534449726e-11,9.234751967029858e-09,9.40088810712744e-06,8.923643334440347e-07,8.170210083825165e-09,1.5978679975206631e-19,0.00013431235771201787,1.0832070081939473e-17,0.00011085029080889363,2.6835681716070636e-13,5.187425737343653e-11,1.577829853503933e-14,1.1583275499244106e-16,2.742680772840386e-07,2.8950095249449827e-12,0.004792128086598305,0.00021330024489739032,2.548771338015705e-05,3.015451910033482e-09,7.586895049143533e-10,2.9982640653360206e-10,1.3871373825569687e-13,1.3058629454512265e-09,4.445087288045493e-06,1.1029035760373816e-08,4.758379854418839e-13,1.463243829423457e-07,4.544610663564925e-12,4.20306105732673e-10,2.789152776777871e-12,2.0668019013103297e-14,2.587335243660692e-07,1.6629817389241754e-13,2.99862877322054e-16,3.752680482877966e-14,1.9044279382117226e-11,8.251032586252289e-19,1.794690897056341e-19,1.0025346408313002e-20,1.3430682861089816e-33
1.529512170633967e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44725993692413135,0.11372674206786272,0.022713794567419943,2.161175057945028e-11,9.340943415304995e-09,9.484601805344977e-06,9.042831995476883e-07,8.261203331167253e-09,1.6338032016698484e-19,0.00013481329088716642,1.1037921263994503e-17,0.00011119356828043419,2.7144774886695137e-13,5.263437724190295e-11,1.604682876549565e-14,1.1781747673797971e-16,2.7620248755730344e-07,2.9392602590992257e-12,0.0048030060331278705,0.00021408012196704005,2.5619986784541452e-05,3.042239687048401e-09,7.615069009470488e-10,3.0084577544677017e-10,1.392020338727013e-13,1.3199038672380475e-09,4.469761081380493e-06,1.1135599411843563e-08,4.813160143746895e-13,1.4772951292058687e-07,4.614213876502553e-12,4.2186292067388115e-10,2.826344854992036e-12,2.0976569368082402e-14,2.605022782375959e-07,1.6852332543596212e-13,3.0500157184967154e-16,3.823013950522172e-14,1.9268335885302074e-11,8.376930553421829e-19,1.831563498588266e-19,1.0231302434079923e-20,1.387355482285227e-33
1.5352137730283347e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44724815847573557,0.1137153638054652,0.02271339671642835,2.1986144137687015e-11,9.447974491542558e-09,9.568814494045006e-06,9.163121877149006e-07,8.352861393802992e-09,1.6703953108978985e-19,0.00013531420562424055,1.1246888721140747e-17,0.00011153640701849863,2.7456251432275183e-13,5.340267564545768e-11,1.6318779331568303e-14,1.1982834210543484e-16,2.78142879839228e-07,2.9840181491082135e-12,0.0048138463533079975,0.00021485983269262243,2.5752152434024418e-05,3.0691276859703524e-09,7.643240944004609e-10,3.018651015186832e-10,1.3969052804777646e-13,1.3340184607974731e-09,4.494447750794227e-06,1.1242725081324616e-08,4.868367183605388e-13,1.4914370725563417e-07,4.6846163946095194e-12,4.2341963092271426e-10,2.8638796465979664e-12,2.128818223474748e-14,2.6227591103269434e-07,1.7076873284257477e-13,3.1020738691420746e-16,3.894389782742201e-14,1.949412690744015e-11,8.504267957512296e-19,1.8690415124243073e-19,1.0440639739063686e-20,1.4329241157139571e-33
1.5409153754227023e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4472364177796678,0.11370402293328365,0.022712998887296516,2.2365514989141763e-11,9.555848818930881e-09,9.653527420539606e-06,9.284518086112384e-07,8.4451865650578e-09,1.7076533447794037e-19,0.00013581510185488261,1.1459007626493924e-17,0.00011187880772698431,2.7770120676069624e-13,5.417920848126568e-11,1.659417793694466e-14,1.2186558757552545e-16,2.800892462585412e-07,3.029287079863471e-12,0.004824649176799809,0.00021563937670066936,2.588420697232701e-05,3.0961153264142195e-09,7.67141084899967e-10,3.028843845935198e-10,1.401792211528323e-13,1.348206368167412e-09,4.519146777651702e-06,1.1350412382279123e-08,4.924002602352032e-13,1.5056699641375933e-07,4.755824352933954e-12,4.249762365489931e-10,2.901758731328217e-12,2.1602868084641984e-14,2.640544122613525e-07,1.7303448011385557e-13,3.154809083353891e-16,3.966819335174612e-14,1.9721658815989862e-11,8.633055785932266e-19,1.9071322623578072e-19,1.065339922297821e-20,1.4798060418506443e-33
1.54661697781707e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4472247147108994,0.11369271932217687,0.022712601079963816,2.2749908098524643e-11,9.66457001889244e-09,9.7387418179024e-06,9.407025716973033e-07,8.538181136811613e-09,1.7455863984195308e-19,0.00013631597951069407,1.1674313414405217e-17,0.00011222077110588395,2.8086391941275975e-13,5.4964031801453425e-11,1.6873052348974196e-14,1.2392945067330905e-16,2.8204157895190045e-07,3.075070951262843e-12,0.004835414632816977,0.00021641875361847244,2.601614707588571e-05,3.1232020259982973e-09,7.699578720707166e-10,3.039036245153643e-10,1.4066811353926882e-13,1.3624672263616002e-09,4.543857644546604e-06,1.1458660911839758e-08,4.980068024653262e-13,1.519994106790096e-07,4.827843910271723e-12,4.2653273762103924e-10,2.9399836851174867e-12,2.1920637236928742e-14,2.6583777145225865e-07,1.7532065086666258e-13,3.20822724043404e-16,4.0403140421070386e-14,1.9950937974388305e-11,8.763305068293594e-19,1.945843125553114e-19,1.0869622083545125e-20,1.5280337758391571e-33
1.5523185802114375e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4472130491448124,0.11368145284344942,0.022712203294369883,2.313936861441957e-11,9.77414171096383e-09,9.824458904875788e-06,9.530649852110706e-07,8.631847399498024e-09,1.7842036424821215e-19,0.00013681683852323522,1.189284178137025e-17,0.0001125622978513157,2.840507455100323e-13,5.57572018127636e-11,1.7155430397653444e-14,1.2602016996525824e-16,2.8399987006382256e-07,3.1213736782094234e-12,0.004846142850127279,0.00021719796307410216,2.6147969454013196e-05,3.150387200438523e-09,7.727744555376312e-10,3.049228211282076e-10,1.4115720553793707e-13,1.3768006674406888e-09,4.56857983531867e-06,1.1567470250889307e-08,5.036565071447863e-13,1.5344098014987675e-07,4.900681249164773e-12,4.280891342056783e-10,2.9785560800483567e-12,2.2241499857821964e-14,2.6762597815271876e-07,1.7762732832970955e-13,3.262334240648698e-16,4.1148854166975e-14,2.0181970742051163e-11,8.89502687640853e-19,1.9851815325849658e-19,1.1089349816713368e-20,1.5776405033366183e-33
1.558020182605805e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4472014209571988,0.11367022336885038,0.02271180553045455,2.3533941868422344e-11,9.884567512676382e-09,9.91067988578149e-06,9.655395561503494e-07,8.726187642103462e-09,1.8235143232121774e-19,0.00013731767882402366,1.2114628686937014e-17,0.00011290338865555349,2.8726177828244805e-13,5.6558774876210224e-11,1.7441339974608102e-14,1.2813798505630223e-16,2.85964111746615e-07,3.1681991906104436e-12,0.004856833957054136,0.00021797700469642703,2.6279670849052456e-05,3.177670263642301e-09,7.755908349253963e-10,3.059419742759461e-10,1.4164649745910422e-13,1.3912063185838303e-09,4.593312835070974e-06,1.1676839964140984e-08,5.093495359911559e-13,1.5489173473601382e-07,4.974342575899405e-12,4.296454263682422e-10,3.017477484297413e-12,2.2565465960051842e-14,2.6941902192857383e-07,1.7995459534020526e-13,3.3171360050870846e-16,4.190545051193158e-14,2.0414763474372523e-11,9.028232324286826e-19,2.0251549674752853e-19,1.13126242168643e-20,1.6286600914659517e-33
1.5637217850001728e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44718983002425766,0.11365903077057173,0.02271140778815787,2.3933673374271377e-11,9.995851039437379e-09,9.99740595043442e-06,9.781267902553654e-07,8.821204152166338e-09,1.8635277624527598e-19,0.00013781850034453412,1.2339710354612804e-17,0.00011324404420705719,2.904971109585145e-13,5.736880750673363e-11,1.7730809032072377e-14,1.3028313658683276e-16,2.8793429616030896e-07,3.2155514333761133e-12,0.004867488081478158,0.00021875587811513258,2.6411248036524074e-05,3.2050506278018923e-09,7.784070098584585e-10,3.0696108380238373e-10,1.421359895924263e-13,1.4056838021607217e-09,4.618056130187065e-06,1.1786769600219513e-08,5.150860503422447e-13,1.563517041550005e-07,5.048834120504488e-12,4.312016141725721e-10,3.0567494620817426e-12,2.2892545402361398e-14,2.712168923641173e-07,1.8230253434053649e-13,3.3726384755193306e-16,4.267304617148519e-14,2.0649322522724804e-11,9.162932568132662e-19,2.0657709677273834e-19,1.1539487377002403e-20,1.68112709989696e-33
1.5694233873945404e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44717827622259493,0.1136478749212466,0.022711010067420108,2.4338608826971133e-11,1.0107995904411949e-08,1.0084638274059798e-05,9.908271919914639e-07,8.916899215776191e-09,1.9042533576563457e-19,0.00013831930301619707,1.256812327277016e-17,0.00011358426519050302,2.937568367650423e-13,5.81873563728559e-11,1.8023865581865672e-14,1.3245586622967487e-16,2.899104154725926e-07,3.2634343664184257e-12,0.004878105350838664,0.00021953458296073995,2.6542697825266895e-05,3.2325277034873503e-09,7.812229799610191e-10,3.0798014955123094e-10,1.4262568220692476e-13,1.4202327358040957e-09,4.642809208348001e-06,1.1897258691742983e-08,5.208662111527377e-13,1.5782091792915773e-07,5.1241621367495984e-12,4.327576976810221e-10,3.0963735736058142e-12,2.3222747889035816e-14,2.730195790620149e-07,1.846712273749934e-13,3.4288476142534124e-16,4.345175865643106e-14,2.0885654234458487e-11,9.299138806341506e-19,2.1070371243575875e-19,1.1769981688931531e-20,1.7350767920566982e-33
1.575124989788908e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4471667594292204,0.11363675569394813,0.022710612368181754,2.474879410190836e-11,1.0221005718405686e-08,1.0172378017213637e-05,1.0036412645319384e-06,9.013275117572861e-09,1.9457005818906795e-19,0.00013882008677039843,1.2799904195551762e-17,0.0001139240522868138,2.970410489268748e-13,5.901447829633633e-11,1.8320537694366674e-14,1.3465641668702308e-16,2.918924618587451e-07,3.3118519646499153e-12,0.0048886858921352245,0.00022031311886462482,2.667401705757188e-05,3.2601008997389995e-09,7.840387448570322e-10,3.0899917136610563e-10,1.4311557555096958e-13,1.4348527324826323e-09,4.667571558549245e-06,1.2008306755405385e-08,5.266901789909232e-13,1.592994053824118e-07,5.2003329021430904e-12,4.3431367695446174e-10,3.1363513750087408e-12,2.3556082969463792e-14,2.748270716432228e-07,1.8706075608653804e-13,3.4857694039912254e-16,4.424170627498576e-14,2.1123764952901957e-11,9.436862279496835e-19,2.1489610819242712e-19,1.2004149843416717e-20,1.790545146470017e-33
1.5808265921832756e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4471552795215465,0.11362567296218758,0.022710214690383507,2.516427525396134e-11,1.0334884089747936e-08,1.0260626325706468e-05,1.0165695097409768e-06,9.110334140745619e-09,1.987878983839156e-19,0.00013932085153847828,1.3035090143774349e-17,0.0001142634061731893,3.0034984066661933e-13,5.985023025182711e-11,1.8620853497484958e-14,1.368850316873433e-16,2.9388042750157294e-07,3.3608082179823753e-12,0.004899229831929169,0.00022109148545903595,2.6805202609309364e-05,3.2877696241594124e-09,7.868543041701987e-10,3.1001814909053344e-10,1.4360566985226818e-13,1.449543400574265e-09,4.692342671117448e-06,1.2119913292059957e-08,5.325581140355095e-13,1.6078719563720863e-07,5.277352717930116e-12,4.3586955205227824e-10,3.176684418311912e-12,2.3892560037731034e-14,2.766393597469079e-07,1.8947120171361716e-13,3.5434098476837666e-16,4.504300813495298e-14,2.1363661017361272e-11,9.576114270366744e-19,2.1915505385543185e-19,1.2242034830331619e-20,1.847568868231045e-33
1.5865281945776432e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44714383637738697,0.11361462659991303,0.02270981703396627,2.5585098516602045e-11,1.0449634624175884e-08,1.0349384330530358e-05,1.0296124281567382e-06,9.208078567032334e-09,2.0307981877957883e-19,0.00013982159725173035,1.3273718405831577e-17,0.00011460232752313669,3.0368330520437713e-13,6.069466936652914e-11,1.8924841175630218e-14,1.3914195598223945e-16,2.9587430459134505e-07,3.4103071313255307e-12,0.004909737296345113,0.00022186968237711334,2.6936251390049522e-05,3.3155332830048665e-09,7.896696575239614e-10,3.110370825679472e-10,1.4409596531785846e-13,1.4643043439398533e-09,4.717122037727099e-06,1.2232077786803187e-08,5.384701760725364e-13,1.62284317611479e-07,5.355227909090551e-12,4.374253230323803e-10,3.217374251367036e-12,2.42321883322454e-14,2.784564330303688e-07,1.919026450870167e-13,3.601774968385463e-16,4.5855784145883765e-14,2.1605348763119855e-11,9.716906103900472e-19,2.234813245967005e-19,1.248367993879152e-20,1.9061854006064474e-33
1.5922297969720108e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4471324298749548,0.11360361648150792,0.022709419398871184,2.6011310300991443e-11,1.0565260924719395e-08,1.0438653147789226e-05,1.0427705189745533e-06,9.306510676718601e-09,2.0744678936547882e-19,0.00014032232384140136,1.351582653859586e-17,0.00011494081700650084,3.070415357574753e-13,6.15478529198482e-11,1.9232528968679202e-14,1.414274353432874e-16,2.978740853257306e-07,3.460352724585673e-12,0.004920208411072463,0.0002226477092529068,2.7067160343176298e-05,3.3433912812763135e-09,7.924848045415028e-10,3.120559716416892e-10,1.445864621341095e-13,1.4791351619972244e-09,4.7419091514170605e-06,1.2344799709059581e-08,5.444265244923749e-13,1.637908000156548e-07,5.43396482433688e-12,4.3898098995120155e-10,3.258422417804567e-12,2.457497693539409e-14,2.802782811689558e-07,1.9435516662676134e-13,3.6608708091076785e-16,4.668015502123145e-14,2.1848834521438247e-11,9.859249147224781e-19,2.278757009495294e-19,1.2729128757271991e-20,1.966432936771254e-33
1.5979313993663784e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4471210598928604,0.11359264248178921,0.022709021785039585,2.6442957195068074e-11,1.068176659158666e-08,1.052843387863242e-05,1.056044280030245e-06,9.405632748636915e-09,2.1188978768948198e-19,0.00014082303123868998,1.3761452368319191e-17,0.00011527887528949479,3.1042462554019776e-13,6.240983834305098e-11,1.954394517094037e-14,1.4374171655883444e-16,2.9987976190973773e-07,3.5109490326642484e-12,0.004930643301366925,0.00022342556572139404,2.719792644599458e-05,3.371343022809752e-09,7.9529974484574e-10,3.130748161550097e-10,1.4507716046672546e-13,1.4940354497955223e-09,4.766703506606955e-06,1.2458078512667082e-08,5.504273182868196e-13,1.6530667134973687e-07,5.513569836111998e-12,4.4053655286370217e-10,3.2998304569824977e-12,2.492093477323213e-14,2.821048938559942e-07,1.9682884633905741e-13,3.720703432671344e-16,4.751624228050105e-14,2.2094124619553785e-11,1.0003154809640244e-18,2.323389688104586e-19,1.2978425173713202e-20,2.0283504316780666e-33
