Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),C2H4(47),CO2X(24),COX(50),CHOX(53)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.305033531594134e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,-2.1846352377969366e-119,1.3113256477854646e-65,2.970007269282657e-36,3.675160550738426e-88,1.797066844862686e-54,1.249864290336373e-131,5.564692090377849e-20,-6.543848471278231e-106,5.564692090377849e-20,2.5940902907334476e-72,9.847696462073511e-73,8.245544454869677e-112,9.560689985490098e-113,4.699567148343579e-53,1.2177768469877479e-85,3.0390311159895404e-18,8.998030998167262e-20,3.602213534585661e-22,9.008783568596094e-38,3.335798334090026e-37,3.60221353448713e-22,4.924244222589528e-33,1.4687535007284034e-40,2.2059362688668268e-44,2.7846133382544696e-75,3.3174158810800166e-54,2.1456307284502586e-52,1.3728384705468157e-77,-8.947973629234346e-107,1.4521179818330722e-105,-1.3964508280861866e-107
1.7654093888463576e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,3.957799608918287e-117,2.933437788792307e-64,1.7938844035116988e-35,4.0611669787673375e-86,2.715727438874773e-53,4.509886574212151e-129,1.5581137853057977e-19,1.2632996837692161e-104,1.558113785305797e-19,7.315749733863685e-71,3.09627335072514e-71,1.64833060522034e-109,1.9112355765398928e-110,5.5793261182906824e-52,6.3037329148719715e-84,8.50928712477071e-18,2.5194486794868334e-19,1.0086197896999578e-21,5.441305275194703e-37,2.0148221937883227e-36,1.0086197896404453e-21,2.9742434247342614e-32,1.7437041092313287e-39,2.6188956398816855e-43,1.69402134082798e-73,3.938436133847115e-53,2.5472928175454814e-51,8.351646141001796e-76,9.055609655427984e-105,2.902865329198957e-103,1.4132488669356783e-105
4.035221460220246e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996531,0.022821567693054285,1.6707667619076726e-114,5.796027167584344e-63,8.636781332048564e-35,3.6742625053805257e-84,2.9214556545954072e-52,1.6329329699315755e-126,3.5614029378418233e-19,1.3339110546618414e-102,3.561402937841821e-19,1.5913353643561838e-69,6.907615520303552e-70,2.984153966192749e-107,3.4601197162711255e-108,5.477815467418549e-51,2.7526054756533174e-82,1.944979914233304e-17,5.758739838827048e-19,2.3054166622466328e-21,2.619754261391735e-36,9.70050155550299e-36,2.3054166619601055e-21,1.4319700913643212e-31,1.7119789352653931e-38,2.5712644295870182e-42,7.647672381821642e-72,3.8667799504565114e-52,2.5009472289425567e-50,3.770332069715196e-74,1.896396247246836e-102,5.2553759894961324e-101,2.9595796968213103e-103
8.574845602968022e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996528,0.022821567693054285,5.374089802363421e-112,1.0313760231898589e-61,3.771909431396033e-34,2.780773713801305e-82,2.685321069192534e-51,4.951393094607955e-124,7.567981242913874e-19,1.0543455180714832e-100,7.567981242913862e-19,2.950067574178432e-68,1.2937199385991361e-68,4.5218562233517805e-105,5.243081975593185e-106,4.845065745805768e-50,1.0248367311498847e-80,4.1330823177457633e-17,1.2237322157507477e-18,4.899010407595549e-21,1.1441155128438274e-35,4.236463884262496e-35,4.899010406344209e-21,6.253788834186814e-31,1.5142258042253578e-37,2.274284796396263e-41,2.887653729234874e-70,3.420123075644504e-51,2.2120595647110292e-49,1.4236054869274794e-72,3.0476556117699277e-100,7.963414385864837e-99,4.756273740586181e-101
1.7654093888463574e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999998,0.11866996602996524,0.022821567693054285,1.5373187288873863e-109,1.7395696319600458e-60,1.574698033639976e-33,1.931921793511626e-80,2.2973487104297466e-50,1.377210336650915e-121,1.5581137853057976e-18,7.472827642309833e-99,1.5581137853057924e-18,5.070412414536245e-67,2.234579467456244e-67,6.286805945736801e-103,7.28953715242548e-104,4.072569695048492e-49,3.531481120117827e-79,8.509287124770657e-17,2.519448679486833e-18,1.0086197899315644e-20,4.776457044758752e-35,1.7686402767058782e-34,1.0086197894091545e-20,2.610833091165542e-30,1.2727977305257613e-36,1.911724762197449e-40,1.0018877115356488e-68,2.87481952186918e-50,1.8593694567734335e-48,4.939147631206573e-71,4.357389074366566e-98,1.1071656955893749e-96,6.800287787303064e-99
3.581259045945468e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999997,0.11866996602996516,0.022821567693054285,4.157194887861633e-107,2.857250946425318e-59,6.433156065037742e-33,1.2876852473321598e-78,1.8994923401522983e-49,3.6735133419095014e-119,3.160745107334619e-18,5.028870425801387e-97,3.1607451073345965e-18,8.403836730644308e-66,3.712787202660248e-66,8.383287675522007e-101,9.720402935496081e-102,3.338938687981619e-48,1.1724764532817236e-77,1.7261696738820348e-16,5.1108816069590024e-18,2.0460572886844887e-20,1.9513385532889614e-34,7.225472623329759e-34,2.0460572865502737e-20,1.0666099832720386e-29,1.0435159918365665e-35,1.5674316790657958e-39,3.336880830033703e-67,2.3569507315295652e-49,1.5244235929404357e-47,1.6449416233300234e-69,5.890398440517163e-96,1.4763758592975083e-94,9.192753713725807e-97
7.21295836014369e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.02282156769305428,1.0936823373543857e-104,4.6317290008040856e-58,2.600385174500188e-32,8.409960161638441e-77,1.5446356250410024e-48,9.59903926371076e-117,6.366007751392262e-18,3.299625826562789e-95,6.36600775139217e-18,1.3683469563341274e-64,6.052780188091638e-65,1.0952078458508409e-98,1.269890998819933e-99,2.703959113607298e-47,3.8236454885530345e-76,3.4766515966919347e-16,1.0293747461903335e-17,4.120932287825962e-20,7.887622412858363e-34,2.9206515596162948e-33,4.120932279199118e-20,4.3114038534776195e-29,8.450655166256583e-35,1.269483218196914e-38,1.0893286710052046e-65,1.9087198075863987e-48,1.234518030588545e-46,5.369358496114397e-68,7.747481258309073e-94,1.92876409236382e-92,1.2090979564966247e-94
1.4476356988540132e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999992,0.11866996602996462,0.022821567693054278,2.8386036733842483e-102,7.459258427952879e-57,1.0456039529813295e-31,5.437907721965177e-75,1.2458045898631278e-47,2.482999281508055e-114,1.277653303950755e-17,2.138108430171296e-93,1.2776533039507187e-17,2.208517504275417e-63,9.775256134903296e-64,1.416440700014366e-96,1.6423597603716672e-97,2.1763815277182395e-46,1.2367641536794465e-74,6.977615442311581e-16,2.065947917179199e-17,8.270682292651431e-20,3.171578271755272e-33,1.1743811465478646e-32,8.270682257963235e-20,1.7335931213305752e-28,6.8018097743963655e-34,1.0220101201095726e-37,3.5212665883529684e-64,1.5363037513787742e-47,9.936479650929346e-46,1.7352806963660005e-66,1.0053598155433522e-91,2.494485381235936e-90,1.568998310791316e-92
2.9003154245333017e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999985,0.11866996602996391,0.022821567693054268,7.319195633928938e-100,1.1973763031399662e-55,4.193343609715775e-31,3.4992441734296995e-73,1.0006979963367076e-46,6.391514215262258e-112,2.5597583615738136e-17,1.3768819759442901e-91,2.5597583615736684e-17,3.5490283400949274e-62,1.5713438621668478e-62,1.823002703451615e-94,2.1137674757782224e-95,1.746409102580554e-45,3.9891753277151394e-73,1.3979543133550254e-15,4.1390942591569213e-17,1.6570182328472627e-19,1.2719447317142448e-32,4.7097936518078546e-32,1.6570182189357177e-19,6.95245646665735e-28,5.458003609082751e-33,8.20451159943779e-37,1.1328654382067903e-62,1.2327870000087777e-46,7.973406419254514e-45,5.580382156597926e-65,1.2961015884473833e-89,3.2104793323152227e-88,2.0227396985721694e-90
