Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),O(29),CH3X(55),C2H4(47),OH(D)X(68),COX(50),CH4OX(63),CHOX(53),C2H6X(52),acetyl(44),CH2(T)(34),C2H4X(222),CH2O2(186),C2H4X(70),CHO2X(213),CH2OX(54),CH2OH(40)
3.1923585437040974e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4450403879721504,0.11157311994918932,0.022600686868037276,0.0,3.1079140649831203e-06,5.0772979747256565e-05,1.048519462000129e-05,7.234929894064544e-08,3.2835870503405757e-10,0.000280377049327442,4.548911031712026e-16,0.00019407673870490362,2.657911033881181e-12,9.700061447475595e-09,3.511476293299759e-13,3.008099623492855e-15,1.4439403372349527e-05,5.94750314647642e-11,0.0067949605868960665,0.0004123401867927427,4.741868149420029e-05,4.012658225428652e-07,1.5761735624600052e-09,8.565713935337544e-10,4.1559666452948335e-13,8.508478397311565e-09,1.0822912569073599e-05,2.908877058237493e-08,1.9675873500510422e-10,9.054063149115782e-07,9.451394813309183e-07,8.731220232714169e-10,9.375491392956713e-11,4.487428658904305e-11,3.2631563318568326e-11,1.0796570032205193e-13,1.464811812441341e-13,1.8408998182713118e-10,7.355945259456111e-15,3.989227803431263e-09,1.4575166981829796e-12,2.613946086494626e-17,1.6866562986597984e-17,5.489178039928371e-15,5.292470437021988e-13,9.213236641012404e-13
3.2062705987033963e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44502913803005284,0.11156215238187137,0.022599753870943456,0.0,3.156823483582051e-06,5.125059334698777e-05,1.0623589179271663e-05,7.327565146337274e-08,3.340470626805995e-10,0.00028158772464202626,4.649329628741894e-16,0.0001946438093794247,2.6938462337992038e-12,9.902807101475711e-09,3.5694051897468716e-13,3.0631060421523412e-15,1.4603388985764158e-05,6.05376075159088e-11,0.006804538027481302,0.000413845102926874,4.753576538405329e-05,4.037311407185524e-07,1.5829154665882225e-09,8.600848848591533e-10,4.1740464482902174e-13,8.56010723753276e-09,1.086152967387991e-05,2.9335947033769554e-08,1.9961133007451458e-10,9.145130534149025e-07,9.519897010620335e-07,8.768704602414661e-10,9.543151461675488e-11,4.538285395338236e-11,3.3061525608097305e-11,1.102198897051914e-13,1.480943964809091e-13,1.865122946577209e-10,7.485222915902432e-15,4.0441055029493135e-09,1.4887759006998995e-12,2.6497917913692998e-17,1.7167466529119348e-17,5.569973521760808e-15,5.385102269618298e-13,9.409672133192515e-13
3.220182653702695e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4450179731521638,0.11155126541445524,0.02259882113371517,0.0,3.206198003773854e-06,5.1729952228352774e-05,1.076298172602551e-05,7.4209663393015e-08,3.39817166530695e-10,0.00028279826121993166,4.751512175034659e-16,0.00019520901888084823,2.7301100613820585e-12,1.0108715615875269e-08,3.627935620842106e-13,3.1188243036781433e-15,1.4768251681340351e-05,6.161446662081288e-11,0.006814034266154112,0.00041534714316302467,4.765210385090543e-05,4.061945494183207e-07,1.5896560471045714e-09,8.635977259371072e-10,4.1921210317362215e-13,8.611533961081442e-09,1.0899870027132822e-05,2.9583553437954265e-08,2.024879135916641e-10,9.236571999131544e-07,9.58854123704639e-07,8.806184428921901e-10,9.713067321999923e-11,4.58941309996421e-11,3.349457983907155e-11,1.1250919939637234e-13,1.4971364597148422e-13,1.889552189599746e-10,7.616041611075501e-15,4.099585450350838e-09,1.5205616126511443e-12,2.6860290886444926e-17,1.747240853619955e-17,5.6514007468801476e-15,5.479078430126462e-13,9.60925344432653e-13
3.234094708701994e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4450068926446313,0.11154045836713708,0.022597888656388676,0.0,3.2560388883545073e-06,5.221104743090768e-05,1.090337131753654e-05,7.515136250020641e-08,3.456699627473764e-10,0.00028400865842973454,4.855481736273119e-16,0.0001957723729495066,2.7667041057634906e-12,1.0317818483726557e-08,3.6870692056474434e-13,3.1752593294262863e-15,1.4933989385485546e-05,6.270573835094436e-11,0.006823449983392196,0.00041684630924733717,4.776770790948547e-05,4.0865605424568496e-07,1.5963953007932936e-09,8.67109915135109e-10,4.2101903242822675e-13,8.662758156677407e-09,1.0937934442932294e-05,2.983158293940089e-08,2.0538853477969413e-10,9.328385553375362e-07,9.657326528656096e-07,8.843659700729998e-10,9.88525945693798e-11,4.640811129781801e-11,3.3930723042702685e-11,1.1483397855355054e-13,1.5133888673009016e-13,1.9141883217180585e-10,7.748409582278837e-15,4.15567233068504e-09,1.5528802724838255e-12,2.722660999692911e-17,1.7781425593186674e-17,5.7334593135390225e-15,5.574414678541112e-13,9.812013228695e-13
3.248006763701293e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4449958958193929,0.11152973056582033,0.022596956438999182,0.0,3.306347395573446e-06,5.269387007834826e-05,1.1044756973620963e-05,7.610077650658433e-08,3.5160640522374527e-10,0.00028521891563922027,4.961261575950687e-16,0.00019633387731663658,2.8036299570288685e-12,1.0530147314783739e-08,3.746807531841949e-13,3.232416033379201e-15,1.5100600029807607e-05,6.381155289498239e-11,0.006832785853966822,0.00041834260296398553,4.788258841411889e-05,4.111156611065259e-07,1.6031332244347023e-09,8.706214508224196e-10,4.228254256993788e-13,8.713779467932665e-09,1.0975723772471656e-05,3.0080028793888516e-08,2.0831324281442135e-10,9.420569221803441e-07,9.726251925422437e-07,8.881130406184612e-10,1.0059748447159694e-10,4.692478843520588e-11,3.4369952135051256e-11,1.1719457762693132e-13,1.529700764456471e-13,1.9390321159909463e-10,7.882335025676788e-15,4.212370842190639e-09,1.5857383672558953e-12,2.75969055404742e-17,1.809455445974306e-17,5.816148813827975e-15,5.671126906344865e-13,1.001798427709455e-12
3.261918818700592e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4449849819941294,0.11151908134206792,0.022596024481580785,0.0,3.3571247792630535e-06,5.3178411378133555e-05,1.1187137677436195e-05,7.705793308476102e-08,3.576274556061391e-10,0.00028642903221542243,5.068875156154236e-16,0.0001968935377042346,2.840889206210978e-12,1.074573383497627e-08,3.8071521559306255e-13,3.290299321959812e-15,1.5268081551232395e-05,6.493204105913871e-11,0.0068420425469907535,0.0004198360261341759,4.7996756059286886e-05,4.1357337618267307e-07,1.609869814805375e-09,8.741323313699698e-10,4.2463127633097774e-13,8.764597592063507e-09,1.1013238903238324e-05,3.032888436850816e-08,2.112620868149467e-10,9.513121045054407e-07,9.795316471212981e-07,8.918596533486964e-10,1.023655497104814e-10,4.7444156016739765e-11,3.4812263919497996e-11,1.1959134835319618e-13,1.5460717347918807e-13,1.9640843441558499e-10,8.017826096282913e-15,4.269685696199841e-09,1.619142432763958e-12,2.797120789336604e-17,1.8411832069938136e-17,5.899468834400267e-15,5.769231136919222e-13,1.0227199516345318e-12
3.275830873699891e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44497415049221795,0.11150851003305468,0.02259509278416651,0.0,3.4083722889625578e-06,5.366466262107289e-05,1.133051237627667e-05,7.802285985829502e-08,3.637340833171447e-10,0.0002876390075246607,5.178346138345815e-16,0.00019745135982491215,2.8784834452858214e-12,1.0964609885885604e-08,3.8681046034590366e-13,3.3489140938498596e-15,1.5436431892109813e-05,6.606733426747802e-11,0.0068512207259657735,0.0004213265806151659,4.811022138028227e-05,4.1602920590641877e-07,1.616605068678332e-09,8.776425551502267e-10,4.264365778994432e-13,8.81521227862896e-09,1.1050480758217405e-05,3.057814314162817e-08,2.1423511581382879e-10,9.606039079573006e-07,9.864519213780232e-07,8.956058070697934e-10,1.0415699804750126e-10,4.7966207665295684e-11,3.525765508920742e-11,1.2202464374976433e-13,1.5625013686149017e-13,1.9893457766278328e-10,8.15489090794054e-15,4.327621617042897e-09,1.653099053670566e-12,2.834954751220834e-17,1.8733295532341877e-17,5.983418957288279e-15,5.868743525952753e-13,1.0439692008801093e-12
3.2897429286991896e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44496340064268625,0.11149801598152001,0.022594161346788252,0.0,3.4600911700363416e-06,5.4152615180878236e-05,1.147487998236653e-05,7.899558440166317e-08,3.6992726557845547e-10,0.0002888488409325789,5.289698384143147e-16,0.00019800734938175225,2.916414267168426e-12,1.1186807424225014e-08,3.9296663692335093e-13,3.4082652398124445e-15,1.5605649000308702e-05,6.721756456223645e-11,0.006860321048829796,0.00042281426829930354,4.822299475395894e-05,4.1848315693448797e-07,1.6233389828232993e-09,8.811521205372311e-10,4.2824132420813775e-13,8.865623328305793e-09,1.1087450295098445e-05,3.082779870282121e-08,2.1723237879590264e-10,9.6993213976869e-07,9.933859204751891e-07,8.993515005738105e-10,1.0597203822226687e-10,4.8490937021961397e-11,3.570612222958228e-11,1.244948181090828e-13,1.5789892629083294e-13,2.0148171824985648e-10,8.293537533369136e-15,4.386183341953302e-09,1.6876148636309977e-12,2.873195493328902e-17,1.9058982130118788e-17,6.067998759812618e-15,5.969680361846542e-13,1.0655494951861981e-12
3.3036549836984885e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44495273178016703,0.11148759853572134,0.02259323016947681,0.0,3.512282663786907e-06,5.464226051368395e-05,1.162023937364897e-05,7.997613424023265e-08,3.7620798743357643e-10,0.0002900585318041821,5.402955956098986e-16,0.0001985615120681666,2.9546832657086566e-12,1.1412358521322435e-08,3.991838917546735e-13,3.468357642518767e-15,1.5775730829301076e-05,6.838286460413853e-11,0.006869344168003581,0.0004242990911130833,4.83350863995666e-05,4.2093523612457545e-07,1.6300715540069125e-09,8.846610259065239e-10,4.300455092834267e-13,8.915830591660078e-09,1.1124148505485607e-05,3.107784475274904e-08,2.2025392469610509e-10,9.792966087670282e-07,1.0003335499621107e-06,9.030967326391203e-10,1.0781087995303322e-10,4.9018337746271794e-11,3.6157661820704714e-11,1.2700222699295548e-13,1.5955350212977832e-13,2.040499329535314e-10,8.43377400419627e-15,4.445375620973583e-09,1.7226965454195277e-12,2.911846077194827e-17,1.938892932111915e-17,6.153207815225706e-15,6.072058066116946e-13,1.0874641677489613e-12
3.3175670386977874e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4449421432448519,0.1114772570493877,0.022592299252261857,0.0,3.5649480075627036e-06,5.5133590157536164e-05,1.1766589394572036e-05,8.096453685023343e-08,3.825772417703768e-10,0.0002912680795038745,5.518143118479265e-16,0.00019911385356775413,2.9932920356870338e-12,1.164129536260619e-08,4.0546236824085986e-13,3.5291961763790438e-15,1.5946675338236162e-05,6.956336767271296e-11,0.0068782907304370785,0.0004257810510162186,4.844650637966692e-05,4.23385450513361e-07,1.6368027789928718e-09,8.881692696349877e-10,4.318491273702006e-13,8.965833967941905e-09,1.1160576414111418e-05,3.132827510300787e-08,2.2329980235432687e-10,9.886971253794822e-07,1.0072947157736677e-06,9.068415020309063e-10,1.0967373393720009e-10,4.954840351641416e-11,3.661227023976775e-11,1.2954722722690413e-13,1.6121382540216655e-13,2.0663929841799377e-10,8.575608310962866e-15,4.505203216861624e-09,1.7583508310551765e-12,2.9509095721950833e-17,1.9723174737970783e-17,6.23904569375188e-15,6.175893193795658e-13,1.109716565172467e-12
3.331479093697086e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44493163438244654,0.11146699088167371,0.02259136859517193,0.0,3.618088434860769e-06,5.5626595731853366e-05,1.191392885687057e-05,8.196081965873056e-08,3.8903602934349144e-10,0.0002924774833954945,5.635284338040081e-16,0.00019966437955416024,3.0322421728105568e-12,1.1873650247093495e-08,4.1180220677820544e-13,3.590785707377588e-15,1.6118480492004722e-05,7.07592076666068e-11,0.00688716137765535,0.000427260150000735,4.855726460112873e-05,4.258338072934077e-07,1.643532654542189e-09,8.916768501009161e-10,4.336521729261435e-13,9.015633403926193e-09,1.1196735078054332e-05,3.1579083675938424e-08,2.2637006055856464e-10,9.981335016368526e-07,1.0142693242293234e-06,9.105858075011272e-10,1.1156081185180973e-10,5.0081128029404366e-11,3.7069943763496236e-11,1.3213017689455171e-13,1.628798577905681e-13,2.0924989115478808e-10,8.719048403209716e-15,4.56567090499758e-09,1.7945845019269627e-12,2.9903890554864496e-17,2.0061756188172146e-17,6.325511962265114e-15,6.281202433827104e-13,1.1323100474206665e-12
3.345391148696385e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.444921204544126,0.11145679939711403,0.022590438198234423,0.0,3.67170517542443e-06,5.612126893686019e-05,1.206225654034424e-05,8.296501004359733e-08,3.955853587965711e-10,0.0002936867428423526,5.754404284803456e-16,0.000200213095690938,3.0715352737085273e-12,1.2109455586881613e-08,4.1820354478238714e-13,3.653131092912016e-15,1.6291144261294005e-05,7.197051910389794e-11,0.006895956745804133,0.0004287363900900778,4.8667370816194625e-05,4.282803137922871e-07,1.6502611774134115e-09,8.951837656839833e-10,4.354546406181053e-13,9.065228892744326e-09,1.1232625585960378e-05,3.183026450439799e-08,2.2946474805523656e-10,1.0076055511762938e-06,1.0212572820321372e-06,9.143296477887684e-10,1.1347232635404238e-10,5.0616505001232345e-11,3.753067857055223e-11,1.3475143533204168e-13,1.64551561632525e-13,2.1188178754271796e-10,8.864102189555236e-15,4.626783473291285e-09,1.8314043889186327e-12,3.030287611943937e-17,2.0404711654182106e-17,6.412606184757966e-15,6.3880026094632e-13,1.1552479877695872e-12
3.359303203695684e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4449108530864893,0.11144668196557816,0.022589508061475604,0.0,3.725799455336325e-06,5.661760155299623e-05,1.2211571193631273e-05,8.39771353334881e-08,4.022262466843831e-10,0.00029489585720726593,5.875527832831934e-16,0.00020076000763141007,3.1111729359283823e-12,1.2348743906641562e-08,4.2466651671300923e-13,3.716237181636572e-15,1.646466462263384e-05,7.319743712240635e-11,0.006904677465695001,0.00043020977333823565,4.87768346236143e-05,4.3072497745388677e-07,1.6569883443627569e-09,8.986900147650407e-10,4.372565253181002e-13,9.114620472731679e-09,1.1268249057268998e-05,3.2081811731494455e-08,2.325839134858038e-10,1.0171130892429207e-06,1.0282584962677727e-06,9.180730216204404e-10,1.1540849108170922e-10,5.115452816698125e-11,3.799447074392797e-11,1.374113631224862e-13,1.6622889991692071e-13,2.1453506382774689e-10,9.010777537720157e-15,4.688545722090194e-09,1.8688173725329005e-12,3.0706083340990584e-17,2.075207929350971e-17,6.500327923732238e-15,6.496310678655463e-13,1.1785337727597281e-12
3.373215258694983e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44490057937151606,0.11143663796222557,0.022588578184920556,0.0,3.7803724971066405e-06,5.711558544030157e-05,1.2361871534977863e-05,8.499722280781168e-08,4.0895971749476403e-10,0.0002961048258525943,5.998680061001955e-16,0.00020130512101853245,3.1511567579315205e-12,1.2591547843114261e-08,4.311912540986011e-13,3.780108813309538e-15,1.6639039558434197e-05,7.444009748000382e-11,0.006913324162850157,0.00043168030182888403,4.888566546984399e-05,4.331678058181554e-07,1.663714152144336e-09,9.021955957262174e-10,4.3905782209734377e-13,9.16380822633458e-09,1.130360664144337e-05,3.2333719610286494e-08,2.357276054310944e-10,1.0266559326903484e-06,1.0352728744035063e-06,9.218159277103302e-10,1.17369520653743e-10,5.169519128092213e-11,3.846131627332738e-11,1.4011032209043252e-13,1.679118362812577e-13,2.172097961228992e-10,9.159082274649777e-15,4.75096246408781e-09,1.906830383015171e-12,3.11135432207877e-17,2.110389743880663e-17,6.588676739648103e-15,6.606143734444505e-13,1.2021708021486509e-12
3.387127313694282e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4448903827665213,0.11142666676746132,0.02258764856859324,0.0,3.8354255197568016e-06,5.761521253778065e-05,1.2513156253002906e-05,8.602529969670492e-08,4.1578680367042297e-10,0.0002973136481402743,6.123886253776021e-16,0.00020184844148476029,3.1914883390891384e-12,1.2837900144609e-08,4.377778855620517e-13,3.8447508186447045e-15,1.681426705701475e-05,7.569863655492216e-11,0.00692189745754684,0.000433147977674542,4.8993872650304906e-05,4.3560880650245807e-07,1.6704385975103973e-09,9.057005069509481e-10,4.4085852622291485e-13,9.21279227900266e-09,1.133869951720531e-05,3.2585982503449853e-08,2.388958724407895e-10,1.0362338999802153e-06,1.042300324287226e-06,9.255583647603188e-10,1.1935563067068666e-10,5.2238488116581315e-11,3.89312110575304e-11,1.4284867529635925e-13,1.696003350074766e-13,2.1990606040816203e-10,9.309024186641285e-15,4.8140385242325795e-09,1.945450400476764e-12,3.1525286835444513e-17,2.1460204597955445e-17,6.677652191062159e-15,6.717519005346942e-13,1.2261624888637503e-12
3.401039368693581e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44488026264411323,0.11141676776689198,0.0225867192125164,0.0,3.890959738898905e-06,5.811647486274602e-05,1.2665424007458013e-05,8.706139318100649e-08,4.2270854563059753e-10,0.00029852232343185477,6.251171901973667e-16,0.0002023899746519147,3.2321692796780613e-12,1.3087833670504138e-08,4.4442653684646353e-13,3.910168019166885e-15,1.6990345112626622e-05,7.697319134605982e-11,0.006930397964861365,0.00043461280301574463,4.910146531069517e-05,4.3804798718591043e-07,1.6771616772114441e-09,9.092047468237114e-10,4.426586331543833e-13,9.261572798084695e-09,1.137352889177508e-05,3.283859488290827e-08,2.420887629494952e-10,1.0458468111807296e-06,1.0493407541464328e-06,9.293003314606863e-10,1.2136703771517912e-10,5.278441246678505e-11,3.940415090674163e-11,1.4562678703120278e-13,1.712943610176689e-13,2.2262393253038756e-10,9.460611019382684e-15,4.8777787396372414e-09,1.9846844550176446e-12,3.1941345336310385e-17,2.1821039454157354e-17,6.767253836520461e-15,6.830453855739692e-13,1.2505122589552037e-12
3.4149514236928796e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.444870218382148,0.11140694035128193,0.022585790116711635,0.0,3.946976366810824e-06,5.861936451014367e-05,1.2818673429982473e-05,8.810553039223089e-08,4.297259917925643e-10,0.00029973085108853017,6.380562703541197e-16,0.00020292972613105163,3.2732011808765767e-12,1.3341381390749923e-08,4.51137330841408e-13,3.976365227071428e-15,1.716727172546686e-05,7.82638994732872e-11,0.006938826294712793,0.0004360747800202322,4.920845244835577e-05,4.4048535559193726e-07,1.683883387996432e-09,9.127083137301504e-10,4.4445813853751854e-13,9.310149991801042e-09,1.1408096000116134e-05,3.309155132943153e-08,2.4530632531683026e-10,1.055494487964287e-06,1.056394072587235e-06,9.330418264900942e-10,1.234039593524391e-10,5.33329581436835e-11,3.988013154492712e-11,1.484450228108946e-13,1.7299387987130287e-13,2.2536348820319594e-10,9.61385047810442e-15,4.942187959488635e-09,2.024539626848645e-12,3.236174994886996e-17,2.2186440866023877e-17,6.8574812338359846e-15,6.944965786241704e-13,1.2752235515490782e-12
3.4288634786921784e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4448602493636882,0.1113971839165099,0.022584861281199353,0.0,4.00347661250706e-06,5.912387365186136e-05,1.2972903124853147e-05,8.915773841254294e-08,4.3684019859300153e-10,0.0003009392304711741,6.512084564320199e-16,0.00020346770152233315,3.3145856447602683e-12,1.3598576385373316e-08,4.579103876095667e-13,4.0433472450877255e-15,1.7345044901685994e-05,7.957089917775055e-11,0.0069471830519062215,0.00043753391088215566,4.9314842913684885e-05,4.429209194715248e-07,1.6906037266130316e-09,9.162112060571821e-10,4.4625703820118457e-13,9.358524108198444e-09,1.1442402104185044e-05,3.33448465322029e-08,2.485486078841741e-10,1.0651767536042085e-06,1.0634601885933407e-06,9.367828485155287e-10,1.2546661413074616e-10,5.388411897875131e-11,4.035914861213239e-11,1.5130374937092457e-13,1.7469885776076054e-13,2.2812480300687855e-10,9.76875022776179e-15,5.007271044957903e-09,2.0650230464131944e-12,3.2786531972142434e-17,2.255644786766404e-17,6.948333939657034e-15,7.061072434093146e-13,1.3002998188005965e-12
3.442775533691477e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44485035497695885,0.11138749786352631,0.022583932705998764,0.0,4.060461681805837e-06,5.9629994536021165e-05,1.3128111669728964e-05,9.021804427473223e-08,4.440522305092078e-10,0.0003021474609403728,6.645763598814847e-16,0.00020400390641489973,3.3563242742978444e-12,1.385945184398477e-08,4.647458244137435e-13,4.111118866346653e-15,1.752366265338888e-05,8.089432932217394e-11,0.0069554688361757365,0.0004389901978212928,4.9420645411593444e-05,4.453546865902529e-07,1.6973226898077362e-09,9.197134221926644e-10,4.4805532815479116e-13,9.406695434088267e-09,1.1476448492186882e-05,3.359847528835459e-08,2.518156588691405e-10,1.07489343297063e-06,1.0705390115250432e-06,9.405233961930934e-10,1.2755522158192024e-10,5.44378888227677e-11,4.084119766678194e-11,1.5420333466093443e-13,1.7640926150631966e-13,2.309079523883021e-10,9.92531789308358e-15,5.073032869111118e-09,2.1061418945085568e-12,3.321572277808032e-17,2.2931099668769496e-17,7.039811512024911e-15,7.178791573532015e-13,1.3257445258475446e-12
3.456687588690776e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.44484053461530554,0.11137788159831029,0.02258300439112788,0.0,4.117932777392237e-06,6.013771948625807e-05,1.3284297616389981e-05,9.128647496218802e-08,4.5136316008017504e-10,0.00030335554185645787,6.781626130957958e-16,0.00020453834638674547,3.3984186733469656e-12,1.4124041065286806e-08,4.716437557442277e-13,4.17968487425196e-15,1.7703122998629392e-05,8.223432939116029e-11,0.006963684242226961,0.00044044364308228295,4.952586850300398e-05,4.477866647136696e-07,1.7040402743260252e-09,9.232149605255149e-10,4.498530045815585e-13,9.454664294082715e-09,1.151023647783598e-05,3.385243250247174e-08,2.551075263931248e-10,1.0846443525255934e-06,1.0776304511182101e-06,9.442634681680904e-10,1.2967000222179767e-10,5.4994261545780495e-11,4.1326274187965914e-11,1.5714414783931712e-13,1.781250585534293e-13,2.3371301166081327e-10,1.008356105874381e-14,5.139478316820286e-09,2.147903402406571e-12,3.3649353810978345e-17,2.3310435654705804e-17,7.131913509628378e-15,7.298141116168237e-13,1.3515611507638159e-12
3.470599643690075e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.444830787677152,0.11136833453182772,0.022582076336603515,0.0,4.175891098877422e-06,6.0647040900985395e-05,1.3441459491470775e-05,9.236305740887448e-08,4.587740679275182e-10,0.00030456347257953805,6.919698694875813e-16,0.00020507102700459496,3.440870446650077e-12,1.439237745658433e-08,4.786042933464945e-13,4.249050042355527e-15,1.788342396139913e-05,8.35910394914907e-11,0.0069718298597792995,0.0004418942489338757,4.963052060638819e-05,4.5021686159216186e-07,1.7107564769126415e-09,9.267158194459412e-10,4.516500638355472e-13,9.502431049615285e-09,1.1543767399622471e-05,3.410671318606812e-08,2.5842425857463455e-10,1.0944293403173758e-06,1.084734417483263e-06,9.480030630747445e-10,1.3181117755070576e-10,5.555323103704952e-11,4.1814373577707625e-11,1.6012655926783662e-13,1.7984621696814964e-13,2.3654005600414384e-10,1.024348726960671e-14,5.20661228467474e-09,2.1903148519738962e-12,3.408745658688172e-17,2.3694495386598636e-17,7.224639490463572e-15,7.419139111355231e-13,1.3777531845130816e-12
3.484511698689374e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4448211135659577,0.11135885607998923,0.022581148542441264,0.0,4.234337842854521e-06,6.115795125264867e-05,1.3599595797188012e-05,9.344781849930584e-08,4.662860427762601e-10,0.0003057712524695317,7.06000803565174e-16,0.00020560195382378243,3.483681199830227e-12,1.4664494533296627e-08,4.856275462492278e-13,4.319219134236496e-15,1.8064563571610554e-05,8.496460035242203e-11,0.006979906273607778,0.00044334201766819167,4.9734609999335354e-05,4.526452849502869e-07,1.7174712943117065e-09,9.302159973450188e-10,4.534465024401803e-13,9.549996097914385e-09,1.157704262008466e-05,3.436131245703332e-08,2.617659034033319e-10,1.1042482259741024e-06,1.0918508211041553e-06,9.517421795370562e-10,1.3397897005393479e-10,5.6114791204971854e-11,4.2305491163209096e-11,1.6315094050627833e-13,1.8157270543128044e-13,2.393891604643165e-10,1.0405104030782122e-14,5.274439680892877e-09,2.233383575791776e-12,3.453006269299093e-17,2.408331860141595e-17,7.31798901519974e-15,7.54180374655897e-13,1.4043241309025833e-12
3.498423753688673e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4448115116901771,0.11134944566360856,0.022580221008655494,0.0,4.2932742029509625e-06,6.167044308696906e-05,1.3758705012062101e-05,9.454078506852236e-08,4.739001814754746e-10,0.00030697888088619793,7.202581110088452e-16,0.00020613113238813281,3.5268525393868865e-12,1.4940425918470842e-08,4.927136207926471e-13,4.3901969033842275e-15,1.824653986507473e-05,8.635515332598347e-11,0.006987914063584559,0.0004447869515999971,4.983814482015352e-05,4.5507194247498173e-07,1.7241847232668368e-09,9.337154926147753e-10,4.552423170809293e-13,9.597359871099883e-09,1.161006352508733e-05,3.46162255390507e-08,2.651325087431468e-10,1.1141008406966693e-06,1.0989795728373492e-06,9.554808161690458e-10,1.3617360320220738e-10,5.667893597699498e-11,4.2799622199083166e-11,1.6621766430710273e-13,1.8330449323575218e-13,2.422603999535519e-10,1.0568418807804236e-14,5.342965425234238e-09,2.277116957275311e-12,3.4977203787078824e-17,2.447694521205891e-17,7.411961646700205e-15,7.666153347724536e-13,1.4312775065370275e-12
3.512335808687972e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4448019814632174,0.11134010270836173,0.022579293735259364,0.0,4.352701369877214e-06,6.218450902217763e-05,1.391878559163271e-05,9.564198390206608e-08,4.81617589018786e-10,0.00030818635718916725,7.347445087469122e-16,0.0002066585682298458,3.5703860726917653e-12,1.5220205342296998e-08,4.998626206571235e-13,4.46198809308506e-15,1.8429350883474263e-05,8.776284038727118e-11,0.006995853804720102,0.0004462290530659962,4.9941133069501715e-05,4.5749684180185765e-07,1.7308967605214304e-09,9.372143036485876e-10,4.570375046023236e-13,9.644522835274657e-09,1.1642831523106199e-05,3.487144776098865e-08,2.6852412247228633e-10,1.1239870172510248e-06,1.1061205839107888e-06,9.592189715742458e-10,1.3839530145214571e-10,5.7245659299512326e-11,4.3296761869566226e-11,1.6932710461011125e-13,1.850415502822202e-13,2.4515384925017495e-10,1.073343902694847e-14,5.412194448911937e-09,2.32152243079224e-12,3.5428911596907483e-17,2.4875415307447555e-17,7.506556947323951e-15,7.792206379640178e-13,1.4586168407725883e-12
3.5262478636872706e-08,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4447925223033984,0.11133082664474571,0.02257836672226478,0.0,4.4126205314725325e-06,6.270014174824101e-05,1.4079835969168069e-05,9.675144173595709e-08,4.894393785647279e-10,0.0003093936807379725,7.494627350317207e-16,0.00020718426686938143,3.614283407984623e-12,1.550386664162437e-08,5.070746468920716e-13,4.534597436312812e-15,1.861299467433137e-05,8.918780413474187e-11,0.007003726067203978,0.00044766832442413103,5.004358261204345e-05,4.599199905063626e-07,1.7376074028188024e-09,9.407124288406673e-10,4.58832062007867e-13,9.691485489525726e-09,1.1675348044518706e-05,3.512697455626664e-08,2.719407923414945e-10,1.133906589959839e-06,1.1132737659228672e-06,9.629566443465385e-10,1.406442902467365e-10,5.781495513774236e-11,4.3796905290705986e-11,1.7247963653714466e-13,1.86783847072171e-13,2.4806958299852335e-10,1.0900172075293527e-14,5.482131694505384e-09,2.3666074817812423e-12,3.588521791963785e-17,2.5278769152599524e-17,7.601774483174721e-15,7.919981446298915e-13,1.4863456756710018e-12
